"pld0043","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Manchmal","2003","(noch) kein Abschluss","Westdeutschland","218","0.291533122562867","0.257962028957874","0.32510421616786"
"Manchmal","2003","(noch) kein Abschluss","Ostdeutschland","60","0.35502516802707","0.285883455140733","0.424166880913407"
"Manchmal","2003","Hauptschule","Westdeutschland","2158","0.29524565025034","0.284522186617135","0.305969113883544"
"Manchmal","2003","Hauptschule","Ostdeutschland","326","0.217533354456802","0.196127530481104","0.238939178432501"
"Manchmal","2003","Realschule","Westdeutschland","1483","0.390167079739153","0.374583973638402","0.405750185839904"
"Manchmal","2003","Realschule","Ostdeutschland","688","0.334205480274963","0.313506281618326","0.354904678931601"
"Manchmal","2003","(Fach-)Abitur","Westdeutschland","786","0.378304559620704","0.357249540983992","0.399359578257416"
"Manchmal","2003","(Fach-)Abitur","Ostdeutschland","146","0.37903828726983","0.329537869980539","0.428538704559121"
"Manchmal","2003","AkademikerIn","Westdeutschland","1211","0.389959389685059","0.372649781564936","0.407268997805181"
"Manchmal","2003","AkademikerIn","Ostdeutschland","516","0.392491386767171","0.365782433739936","0.419200339794405"
"Selten","2003","(noch) kein Abschluss","Westdeutschland","125","0.181741764028677","0.153255576850464","0.210227951206889"
"Selten","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2003","Hauptschule","Westdeutschland","2034","0.288815093883866","0.278160775877277","0.299469411890454"
"Selten","2003","Hauptschule","Ostdeutschland","412","0.269313742120343","0.246297690045554","0.292329794195132"
"Selten","2003","Realschule","Westdeutschland","1032","0.270567650678634","0.256375319761552","0.284759981595716"
"Selten","2003","Realschule","Ostdeutschland","630","0.310001173818014","0.289706480816551","0.330295866819477"
"Selten","2003","(Fach-)Abitur","Westdeutschland","432","0.215915098801475","0.198051496012362","0.233778701590587"
"Selten","2003","(Fach-)Abitur","Ostdeutschland","74","0.207261859111851","0.165903863808325","0.248619854415376"
"Selten","2003","AkademikerIn","Westdeutschland","800","0.250522811888912","0.235144770709673","0.265900853068151"
"Selten","2003","AkademikerIn","Ostdeutschland","410","0.317928039813472","0.292457092738862","0.343398986888081"
"Nie","2003","(noch) kein Abschluss","Westdeutschland","100","0.184968178345338","0.156286962762954","0.213649393927722"
"Nie","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2003","Hauptschule","Westdeutschland","1805","0.282160447755067","0.27158043462653","0.292740460883604"
"Nie","2003","Hauptschule","Ostdeutschland","545","0.415703012273756","0.390132200588682","0.441273823958829"
"Nie","2003","Realschule","Westdeutschland","369","0.110864582410232","0.100834519627586","0.120894645192877"
"Nie","2003","Realschule","Ostdeutschland","269","0.145520797562491","0.13004724899081","0.160994346134172"
"Nie","2003","(Fach-)Abitur","Westdeutschland","191","0.0983173259526828","0.085390619325373","0.111244032579993"
"Nie","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2003","AkademikerIn","Westdeutschland","252","0.0934706397988978","0.0831400119629722","0.103801267634823"
"Nie","2003","AkademikerIn","Ostdeutschland","109","0.100543498645101","0.0840947577890505","0.116992239501152"
"Sehr oft","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2004","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2004","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2004","Realschule","Westdeutschland","","","",""
"Sehr oft","2004","Realschule","Ostdeutschland","","","",""
"Sehr oft","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2004","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2004","AkademikerIn","Ostdeutschland","","","",""
"Oft","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2004","Hauptschule","Westdeutschland","","","",""
"Oft","2004","Hauptschule","Ostdeutschland","","","",""
"Oft","2004","Realschule","Westdeutschland","","","",""
"Oft","2004","Realschule","Ostdeutschland","","","",""
"Oft","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2004","AkademikerIn","Westdeutschland","","","",""
"Oft","2004","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2004","Hauptschule","Westdeutschland","","","",""
"Manchmal","2004","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2004","Realschule","Westdeutschland","","","",""
"Manchmal","2004","Realschule","Ostdeutschland","","","",""
"Manchmal","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2004","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2004","AkademikerIn","Ostdeutschland","","","",""
"Selten","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2004","Hauptschule","Westdeutschland","","","",""
"Selten","2004","Hauptschule","Ostdeutschland","","","",""
"Selten","2004","Realschule","Westdeutschland","","","",""
"Selten","2004","Realschule","Ostdeutschland","","","",""
"Selten","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Selten","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Selten","2004","AkademikerIn","Westdeutschland","","","",""
"Selten","2004","AkademikerIn","Ostdeutschland","","","",""
"Nie","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2004","Hauptschule","Westdeutschland","","","",""
"Nie","2004","Hauptschule","Ostdeutschland","","","",""
"Nie","2004","Realschule","Westdeutschland","","","",""
"Nie","2004","Realschule","Ostdeutschland","","","",""
"Nie","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2004","AkademikerIn","Westdeutschland","","","",""
"Nie","2004","AkademikerIn","Ostdeutschland","","","",""
"Sehr oft","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2005","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2005","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2005","Realschule","Westdeutschland","","","",""
"Sehr oft","2005","Realschule","Ostdeutschland","","","",""
"Sehr oft","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2005","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2005","AkademikerIn","Ostdeutschland","","","",""
"Oft","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2005","Hauptschule","Westdeutschland","","","",""
"Oft","2005","Hauptschule","Ostdeutschland","","","",""
"Oft","2005","Realschule","Westdeutschland","","","",""
"Oft","2005","Realschule","Ostdeutschland","","","",""
"Oft","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2005","AkademikerIn","Westdeutschland","","","",""
"Oft","2005","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2005","Hauptschule","Westdeutschland","","","",""
"Manchmal","2005","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2005","Realschule","Westdeutschland","","","",""
"Manchmal","2005","Realschule","Ostdeutschland","","","",""
"Manchmal","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2005","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2005","AkademikerIn","Ostdeutschland","","","",""
"Selten","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2005","Hauptschule","Westdeutschland","","","",""
"Selten","2005","Hauptschule","Ostdeutschland","","","",""
"Selten","2005","Realschule","Westdeutschland","","","",""
"Selten","2005","Realschule","Ostdeutschland","","","",""
"Selten","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Selten","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Selten","2005","AkademikerIn","Westdeutschland","","","",""
"Selten","2005","AkademikerIn","Ostdeutschland","","","",""
"Nie","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2005","Hauptschule","Westdeutschland","","","",""
"Nie","2005","Hauptschule","Ostdeutschland","","","",""
"Nie","2005","Realschule","Westdeutschland","","","",""
"Nie","2005","Realschule","Ostdeutschland","","","",""
"Nie","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2005","AkademikerIn","Westdeutschland","","","",""
"Nie","2005","AkademikerIn","Ostdeutschland","","","",""
"Sehr oft","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2006","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2006","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2006","Realschule","Westdeutschland","","","",""
"Sehr oft","2006","Realschule","Ostdeutschland","","","",""
"Sehr oft","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2006","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2006","AkademikerIn","Ostdeutschland","","","",""
"Oft","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2006","Hauptschule","Westdeutschland","","","",""
"Oft","2006","Hauptschule","Ostdeutschland","","","",""
"Oft","2006","Realschule","Westdeutschland","","","",""
"Oft","2006","Realschule","Ostdeutschland","","","",""
"Oft","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2006","AkademikerIn","Westdeutschland","","","",""
"Oft","2006","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2006","Hauptschule","Westdeutschland","","","",""
"Manchmal","2006","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2006","Realschule","Westdeutschland","","","",""
"Manchmal","2006","Realschule","Ostdeutschland","","","",""
"Manchmal","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2006","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2006","AkademikerIn","Ostdeutschland","","","",""
"Selten","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2006","Hauptschule","Westdeutschland","","","",""
"Selten","2006","Hauptschule","Ostdeutschland","","","",""
"Selten","2006","Realschule","Westdeutschland","","","",""
"Selten","2006","Realschule","Ostdeutschland","","","",""
"Selten","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Selten","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Selten","2006","AkademikerIn","Westdeutschland","","","",""
"Selten","2006","AkademikerIn","Ostdeutschland","","","",""
"Nie","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2006","Hauptschule","Westdeutschland","","","",""
"Nie","2006","Hauptschule","Ostdeutschland","","","",""
"Nie","2006","Realschule","Westdeutschland","","","",""
"Nie","2006","Realschule","Ostdeutschland","","","",""
"Nie","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2006","AkademikerIn","Westdeutschland","","","",""
"Nie","2006","AkademikerIn","Ostdeutschland","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2007","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2007","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2007","Realschule","Westdeutschland","","","",""
"Sehr oft","2007","Realschule","Ostdeutschland","","","",""
"Sehr oft","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2007","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2007","AkademikerIn","Ostdeutschland","","","",""
"Oft","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2007","Hauptschule","Westdeutschland","","","",""
"Oft","2007","Hauptschule","Ostdeutschland","","","",""
"Oft","2007","Realschule","Westdeutschland","","","",""
"Oft","2007","Realschule","Ostdeutschland","","","",""
"Oft","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2007","AkademikerIn","Westdeutschland","","","",""
"Oft","2007","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2007","Hauptschule","Westdeutschland","","","",""
"Manchmal","2007","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2007","Realschule","Westdeutschland","","","",""
"Manchmal","2007","Realschule","Ostdeutschland","","","",""
"Manchmal","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2007","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2007","AkademikerIn","Ostdeutschland","","","",""
"Selten","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2007","Hauptschule","Westdeutschland","","","",""
"Selten","2007","Hauptschule","Ostdeutschland","","","",""
"Selten","2007","Realschule","Westdeutschland","","","",""
"Selten","2007","Realschule","Ostdeutschland","","","",""
"Selten","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Selten","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Selten","2007","AkademikerIn","Westdeutschland","","","",""
"Selten","2007","AkademikerIn","Ostdeutschland","","","",""
"Nie","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2007","Hauptschule","Westdeutschland","","","",""
"Nie","2007","Hauptschule","Ostdeutschland","","","",""
"Nie","2007","Realschule","Westdeutschland","","","",""
"Nie","2007","Realschule","Ostdeutschland","","","",""
"Nie","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2007","AkademikerIn","Westdeutschland","","","",""
"Nie","2007","AkademikerIn","Ostdeutschland","","","",""
"Sehr oft","2008","(noch) kein Abschluss","Westdeutschland","30","0.053268652099948","0.032237635393617","0.0742996688062789"
"Sehr oft","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2008","Hauptschule","Westdeutschland","102","0.0202827777080679","0.0165791306510743","0.0239864247650615"
"Sehr oft","2008","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2008","Realschule","Westdeutschland","107","0.0352920806073115","0.0290447076952435","0.0415394535193794"
"Sehr oft","2008","Realschule","Ostdeutschland","53","0.0280889092538226","0.0203165308366874","0.0358612876709578"
"Sehr oft","2008","(Fach-)Abitur","Westdeutschland","86","0.0453696338987052","0.035752785514194","0.0549864822832163"
"Sehr oft","2008","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2008","AkademikerIn","Westdeutschland","125","0.0426015360254696","0.0352914060258521","0.0499116660250872"
"Sehr oft","2008","AkademikerIn","Ostdeutschland","34","0.0313779985657502","0.021674529346043","0.0410814677854574"
"Oft","2008","(noch) kein Abschluss","Westdeutschland","107","0.201748304466683","0.164165783591446","0.23933082534192"
"Oft","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2008","Hauptschule","Westdeutschland","569","0.0999467965295736","0.0920666546470208","0.107826938412126"
"Oft","2008","Hauptschule","Ostdeutschland","85","0.0728492995192625","0.058014590095798","0.0876840089427269"
"Oft","2008","Realschule","Westdeutschland","570","0.168687858868553","0.156008863252535","0.181366854484572"
"Oft","2008","Realschule","Ostdeutschland","247","0.145989755151656","0.129379895569632","0.162599614733681"
"Oft","2008","(Fach-)Abitur","Westdeutschland","390","0.211513058794487","0.192641909312711","0.230384208276263"
"Oft","2008","(Fach-)Abitur","Ostdeutschland","83","0.235081415464739","0.191518779186884","0.278644051742593"
"Oft","2008","AkademikerIn","Westdeutschland","601","0.206265206851807","0.191619281869409","0.220911131834205"
"Oft","2008","AkademikerIn","Ostdeutschland","211","0.170746190542013","0.149802341563704","0.191690039520322"
"Manchmal","2008","(noch) kein Abschluss","Westdeutschland","152","0.31064745347003","0.267309776630036","0.353985130310023"
"Manchmal","2008","(noch) kein Abschluss","Ostdeutschland","35","0.354725797053893","0.260482812360116","0.44896878174767"
"Manchmal","2008","Hauptschule","Westdeutschland","1594","0.28543566166258","0.273570045599938","0.297301277725222"
"Manchmal","2008","Hauptschule","Ostdeutschland","278","0.244755168123939","0.220213673702808","0.269296662545071"
"Manchmal","2008","Realschule","Westdeutschland","1266","0.376973939899975","0.360565410943027","0.393382468856922"
"Manchmal","2008","Realschule","Ostdeutschland","626","0.362937120512361","0.340317772872522","0.385556468152201"
"Manchmal","2008","(Fach-)Abitur","Westdeutschland","685","0.374508765366605","0.35214349684418","0.396874033889031"
"Manchmal","2008","(Fach-)Abitur","Ostdeutschland","145","0.390697728420706","0.340575053411617","0.440820403429795"
"Manchmal","2008","AkademikerIn","Westdeutschland","1125","0.379587771214981","0.362022195470804","0.397153346959158"
"Manchmal","2008","AkademikerIn","Ostdeutschland","487","0.362446564275567","0.335690789140548","0.389202339410586"
"Selten","2008","(noch) kein Abschluss","Westdeutschland","81","0.241190958577728","0.201126636727468","0.281255280427988"
"Selten","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2008","Hauptschule","Westdeutschland","1757","0.300567479532271","0.288521020388922","0.312613938675621"
"Selten","2008","Hauptschule","Ostdeutschland","375","0.316514107266323","0.28996484230243","0.343063372230217"
"Selten","2008","Realschule","Westdeutschland","1001","0.296067650962989","0.280610771582888","0.31152453034309"
"Selten","2008","Realschule","Ostdeutschland","565","0.326535489145377","0.304475983149635","0.348594995141119"
"Selten","2008","(Fach-)Abitur","Westdeutschland","468","0.266176996952197","0.245754284127102","0.286599709777292"
"Selten","2008","(Fach-)Abitur","Ostdeutschland","92","0.260369509612027","0.215287853189859","0.305451166034196"
"Selten","2008","AkademikerIn","Westdeutschland","818","0.281814316903239","0.265530132714478","0.298098501092"
"Selten","2008","AkademikerIn","Ostdeutschland","391","0.319654451531028","0.29369817450691","0.345610728555145"
"Nie","2008","(noch) kein Abschluss","Westdeutschland","68","0.193144631385611","0.156174567349117","0.230114695422105"
"Nie","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2008","Hauptschule","Westdeutschland","1543","0.293767284567507","0.281800123478451","0.305734445656563"
"Nie","2008","Hauptschule","Ostdeutschland","429","0.357355660741125","0.330001281437926","0.384710040044323"
"Nie","2008","Realschule","Westdeutschland","407","0.122978469661171","0.111859090312214","0.134097849010128"
"Nie","2008","Realschule","Ostdeutschland","245","0.136448725936783","0.120301346980653","0.152596104892913"
"Nie","2008","(Fach-)Abitur","Westdeutschland","170","0.102431544988006","0.0884200924037768","0.116442997572234"
"Nie","2008","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2008","AkademikerIn","Westdeutschland","263","0.0897311690045032","0.0793863568985965","0.10007598111041"
"Nie","2008","AkademikerIn","Ostdeutschland","117","0.115774795085643","0.0979663621917228","0.133583227979563"
"Sehr oft","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2009","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2009","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2009","Realschule","Westdeutschland","","","",""
"Sehr oft","2009","Realschule","Ostdeutschland","","","",""
"Sehr oft","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2009","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2009","AkademikerIn","Ostdeutschland","","","",""
"Oft","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2009","Hauptschule","Westdeutschland","","","",""
"Oft","2009","Hauptschule","Ostdeutschland","","","",""
"Oft","2009","Realschule","Westdeutschland","","","",""
"Oft","2009","Realschule","Ostdeutschland","","","",""
"Oft","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2009","AkademikerIn","Westdeutschland","","","",""
"Oft","2009","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2009","Hauptschule","Westdeutschland","","","",""
"Manchmal","2009","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2009","Realschule","Westdeutschland","","","",""
"Manchmal","2009","Realschule","Ostdeutschland","","","",""
"Manchmal","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2009","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2009","AkademikerIn","Ostdeutschland","","","",""
"Selten","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2009","Hauptschule","Westdeutschland","","","",""
"Selten","2009","Hauptschule","Ostdeutschland","","","",""
"Selten","2009","Realschule","Westdeutschland","","","",""
"Selten","2009","Realschule","Ostdeutschland","","","",""
"Selten","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Selten","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Selten","2009","AkademikerIn","Westdeutschland","","","",""
"Selten","2009","AkademikerIn","Ostdeutschland","","","",""
"Nie","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2009","Hauptschule","Westdeutschland","","","",""
"Nie","2009","Hauptschule","Ostdeutschland","","","",""
"Nie","2009","Realschule","Westdeutschland","","","",""
"Nie","2009","Realschule","Ostdeutschland","","","",""
"Nie","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2009","AkademikerIn","Westdeutschland","","","",""
"Nie","2009","AkademikerIn","Ostdeutschland","","","",""
"Sehr oft","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2010","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2010","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2010","Realschule","Westdeutschland","","","",""
"Sehr oft","2010","Realschule","Ostdeutschland","","","",""
"Sehr oft","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2010","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2010","AkademikerIn","Ostdeutschland","","","",""
"Oft","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2010","Hauptschule","Westdeutschland","","","",""
"Oft","2010","Hauptschule","Ostdeutschland","","","",""
"Oft","2010","Realschule","Westdeutschland","","","",""
"Oft","2010","Realschule","Ostdeutschland","","","",""
"Oft","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2010","AkademikerIn","Westdeutschland","","","",""
"Oft","2010","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2010","Hauptschule","Westdeutschland","","","",""
"Manchmal","2010","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2010","Realschule","Westdeutschland","","","",""
"Manchmal","2010","Realschule","Ostdeutschland","","","",""
"Manchmal","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2010","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2010","AkademikerIn","Ostdeutschland","","","",""
"Selten","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2010","Hauptschule","Westdeutschland","","","",""
