year,age_gr,quintil_oecd,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,46-65 y.,1st Quintile,Sometimes,0.28287,231,852,0.25261,0.31313
2003,46-65 y.,1st Quintile,Seldom,0.30110,270,852,0.27028,0.33192
2003,46-65 y.,1st Quintile,Never,0.32104,288,852,0.28967,0.35241
2003,46-65 y.,2nd Quintile,Often,0.10672,95,978,0.08736,0.12608
2003,46-65 y.,2nd Quintile,Sometimes,0.29013,282,978,0.26167,0.31858
2003,46-65 y.,2nd Quintile,Seldom,0.31769,324,978,0.28849,0.34688
2003,46-65 y.,2nd Quintile,Never,0.26837,277,978,0.24058,0.29615
2003,46-65 y.,3rd Quintile,Often,0.11301,128,1162,0.09480,0.13122
2003,46-65 y.,3rd Quintile,Sometimes,0.31546,376,1162,0.28873,0.34219
2003,46-65 y.,3rd Quintile,Seldom,0.32039,410,1162,0.29354,0.34723
2003,46-65 y.,3rd Quintile,Never,0.22763,248,1162,0.20351,0.25175
2003,46-65 y.,4th Quintile,Very often,0.04305,53,1564,0.03299,0.05311
2003,46-65 y.,4th Quintile,Often,0.12297,199,1564,0.10669,0.13925
2003,46-65 y.,4th Quintile,Sometimes,0.35086,554,1564,0.32720,0.37451
2003,46-65 y.,4th Quintile,Seldom,0.31958,511,1564,0.29646,0.34270
2003,46-65 y.,4th Quintile,Never,0.15984,247,1564,0.14167,0.17801
2003,46-65 y.,5th Quintile,Very often,0.03883,103,2929,0.03184,0.04583
2003,46-65 y.,5th Quintile,Often,0.14594,445,2929,0.13315,0.15873
2003,46-65 y.,5th Quintile,Sometimes,0.36238,1114,2929,0.34497,0.37979
2003,46-65 y.,5th Quintile,Seldom,0.31871,949,2929,0.30183,0.33559
2003,46-65 y.,5th Quintile,Never,0.12883,318,2929,0.11670,0.14097
2003,66 and older,1st Quintile,Sometimes,0.16113,108,626,0.13231,0.18996
2003,66 and older,1st Quintile,Seldom,0.24543,163,626,0.21169,0.27917
2003,66 and older,1st Quintile,Never,0.53537,355,626,0.49626,0.57447
2003,66 and older,2nd Quintile,Often,0.05510,46,856,0.03981,0.07040
2003,66 and older,2nd Quintile,Sometimes,0.15740,147,856,0.13299,0.18181
2003,66 and older,2nd Quintile,Seldom,0.29566,259,856,0.26508,0.32625
2003,66 and older,2nd Quintile,Never,0.45995,404,856,0.42654,0.49336
2003,66 and older,3rd Quintile,Often,0.03910,36,755,0.02527,0.05294
2003,66 and older,3rd Quintile,Sometimes,0.20977,170,755,0.18071,0.23883
2003,66 and older,3rd Quintile,Seldom,0.31120,246,755,0.27815,0.34424
2003,66 and older,3rd Quintile,Never,0.42082,303,755,0.38558,0.45606
2003,66 and older,4th Quintile,Often,0.07746,39,569,0.05547,0.09944
2003,66 and older,4th Quintile,Sometimes,0.25302,142,569,0.21727,0.28877
2003,66 and older,4th Quintile,Seldom,0.30442,179,569,0.26657,0.34226
2003,66 and older,4th Quintile,Never,0.34626,209,569,0.30713,0.38539
2003,66 and older,5th Quintile,Often,0.07302,60,736,0.05421,0.09183
2003,66 and older,5th Quintile,Sometimes,0.26430,210,736,0.23242,0.29618
2003,66 and older,5th Quintile,Seldom,0.33929,257,736,0.30506,0.37352
2003,66 and older,5th Quintile,Never,0.30765,209,736,0.27428,0.34101
2008,17-29 y.,1st Quintile,Very often,0.04693,53,767,0.03195,0.06190
2008,17-29 y.,1st Quintile,Often,0.22767,192,767,0.19798,0.25737
2008,17-29 y.,1st Quintile,Sometimes,0.36068,286,767,0.32667,0.39469
2008,17-29 y.,1st Quintile,Seldom,0.18891,155,767,0.16118,0.21663
2008,17-29 y.,1st Quintile,Never,0.08808,81,767,0.06801,0.10815
2008,17-29 y.,2nd Quintile,Often,0.22189,146,559,0.18741,0.25637
2008,17-29 y.,2nd Quintile,Sometimes,0.34798,235,559,0.30846,0.38750
2008,17-29 y.,2nd Quintile,Seldom,0.20316,117,559,0.16977,0.23654
2008,17-29 y.,2nd Quintile,Never,0.09923,61,559,0.07442,0.12404
2008,17-29 y.,3rd Quintile,Very often,0.05157,35,616,0.03409,0.06905
2008,17-29 y.,3rd Quintile,Often,0.20990,162,616,0.17771,0.24209
2008,17-29 y.,3rd Quintile,Sometimes,0.46402,282,616,0.42460,0.50343
2008,17-29 y.,3rd Quintile,Seldom,0.17287,137,616,0.14298,0.20275
2008,17-29 y.,4th Quintile,Very often,0.07745,41,573,0.05554,0.09935
2008,17-29 y.,4th Quintile,Often,0.25974,167,573,0.22380,0.29567
2008,17-29 y.,4th Quintile,Sometimes,0.40186,252,573,0.36169,0.44204
2008,17-29 y.,4th Quintile,Seldom,0.16830,113,573,0.13764,0.19896
2008,17-29 y.,5th Quintile,Very often,0.06821,46,545,0.04702,0.08939
2008,17-29 y.,5th Quintile,Often,0.25604,160,545,0.21936,0.29271
2008,17-29 y.,5th Quintile,Sometimes,0.37063,224,545,0.33004,0.41121
2008,17-29 y.,5th Quintile,Seldom,0.20475,115,545,0.17084,0.23866
2008,30-45 y.,1st Quintile,Often,0.15714,111,697,0.13011,0.18418
2008,30-45 y.,1st Quintile,Sometimes,0.31815,242,697,0.28355,0.35276
2008,30-45 y.,1st Quintile,Seldom,0.29905,214,697,0.26504,0.33307
2008,30-45 y.,1st Quintile,Never,0.16513,130,697,0.13755,0.19272
2008,30-45 y.,2nd Quintile,Often,0.15831,150,889,0.13430,0.18231
2008,30-45 y.,2nd Quintile,Sometimes,0.38720,365,889,0.35516,0.41924
2008,30-45 y.,2nd Quintile,Seldom,0.29165,263,889,0.26175,0.32154
2008,30-45 y.,2nd Quintile,Never,0.13447,111,889,0.11203,0.15691
2008,30-45 y.,3rd Quintile,Very often,0.04452,39,1084,0.03224,0.05680
2008,30-45 y.,3rd Quintile,Often,0.17309,199,1084,0.15056,0.19562
2008,30-45 y.,3rd Quintile,Sometimes,0.41393,442,1084,0.38460,0.44327
2008,30-45 y.,3rd Quintile,Seldom,0.27025,300,1084,0.24380,0.29670
2008,30-45 y.,3rd Quintile,Never,0.09547,104,1084,0.07797,0.11297
2008,30-45 y.,4th Quintile,Very often,0.04362,48,1128,0.03170,0.05555
2008,30-45 y.,4th Quintile,Often,0.17692,191,1128,0.15464,0.19920
2008,30-45 y.,4th Quintile,Sometimes,0.39748,456,1128,0.36891,0.42605
2008,30-45 y.,4th Quintile,Seldom,0.29481,352,1128,0.26818,0.32143
2008,30-45 y.,4th Quintile,Never,0.08520,81,1128,0.06890,0.10150
2008,30-45 y.,5th Quintile,Very often,0.04158,62,1296,0.03071,0.05246
2008,30-45 y.,5th Quintile,Often,0.21520,285,1296,0.19282,0.23758
2008,30-45 y.,5th Quintile,Sometimes,0.41761,544,1296,0.39075,0.44447
2008,30-45 y.,5th Quintile,Seldom,0.26967,333,1296,0.24550,0.29384
2008,30-45 y.,5th Quintile,Never,0.05301,72,1296,0.04081,0.06522
2008,46-65 y.,1st Quintile,Often,0.08715,68,758,0.06705,0.10724
2008,46-65 y.,1st Quintile,Sometimes,0.23727,187,758,0.20697,0.26758
2008,46-65 y.,1st Quintile,Seldom,0.30683,234,758,0.27397,0.33968
2008,46-65 y.,1st Quintile,Never,0.32914,269,758,0.29567,0.36262
2008,46-65 y.,2nd Quintile,Often,0.12060,96,801,0.09803,0.14317
2008,46-65 y.,2nd Quintile,Sometimes,0.28262,240,801,0.25142,0.31382
2008,46-65 y.,2nd Quintile,Seldom,0.30610,258,801,0.27416,0.33804
2008,46-65 y.,2nd Quintile,Never,0.26220,207,801,0.23172,0.29268
2008,46-65 y.,3rd Quintile,Often,0.11090,134,1124,0.09254,0.12927
2008,46-65 y.,3rd Quintile,Sometimes,0.33368,383,1124,0.30610,0.36126
2008,46-65 y.,3rd Quintile,Seldom,0.33017,380,1124,0.30267,0.35768
2008,46-65 y.,3rd Quintile,Never,0.20947,227,1124,0.18567,0.23327
2008,46-65 y.,4th Quintile,Very often,0.02268,32,1428,0.01495,0.03040
2008,46-65 y.,4th Quintile,Often,0.14908,224,1428,0.13060,0.16756
2008,46-65 y.,4th Quintile,Sometimes,0.33581,504,1428,0.31131,0.36032
2008,46-65 y.,4th Quintile,Seldom,0.32738,465,1428,0.30304,0.35173
2008,46-65 y.,4th Quintile,Never,0.14904,203,1428,0.13057,0.16752
2008,46-65 y.,5th Quintile,Very often,0.02750,63,2479,0.02106,0.03394
2008,46-65 y.,5th Quintile,Often,0.16934,427,2479,0.15458,0.18411
2008,46-65 y.,5th Quintile,Sometimes,0.33030,876,2479,0.31178,0.34882
2008,46-65 y.,5th Quintile,Seldom,0.33873,841,2479,0.32010,0.35737
2008,46-65 y.,5th Quintile,Never,0.12961,272,2479,0.11638,0.14283
2008,66 and older,1st Quintile,Sometimes,0.17370,107,628,0.14404,0.20335
2008,66 and older,1st Quintile,Seldom,0.26378,188,628,0.22929,0.29828
2008,66 and older,1st Quintile,Never,0.46331,333,628,0.42428,0.50234
2008,66 and older,2nd Quintile,Often,0.06738,58,1025,0.05203,0.08274
2008,66 and older,2nd Quintile,Sometimes,0.22980,239,1025,0.20403,0.25557
2008,66 and older,2nd Quintile,Seldom,0.30352,332,1025,0.27536,0.33168
2008,66 and older,2nd Quintile,Never,0.38088,396,1025,0.35114,0.41062
2008,66 and older,3rd Quintile,Often,0.05118,55,920,0.03693,0.06543
2008,66 and older,3rd Quintile,Sometimes,0.23298,226,920,0.20565,0.26032
2008,66 and older,3rd Quintile,Seldom,0.33511,333,920,0.30459,0.36562
2008,66 and older,3rd Quintile,Never,0.35158,306,920,0.32071,0.38245
2008,66 and older,4th Quintile,Often,0.08042,59,693,0.06016,0.10068
2008,66 and older,4th Quintile,Sometimes,0.24556,173,693,0.21349,0.27763
2008,66 and older,4th Quintile,Seldom,0.31805,235,693,0.28335,0.35275
2008,66 and older,4th Quintile,Never,0.32602,226,693,0.29109,0.36094
2008,66 and older,5th Quintile,Often,0.10978,101,888,0.08921,0.13036
2008,66 and older,5th Quintile,Sometimes,0.30547,296,888,0.27515,0.33578
2008,66 and older,5th Quintile,Seldom,0.34198,299,888,0.31076,0.37320
2008,66 and older,5th Quintile,Never,0.21915,192,888,0.19192,0.24637
2013,17-29 y.,1st Quintile,Very often,0.04181,50,1087,0.02991,0.05372
2013,17-29 y.,1st Quintile,Often,0.21661,250,1087,0.19211,0.24111
2013,17-29 y.,1st Quintile,Sometimes,0.32918,401,1087,0.30123,0.35712
2013,17-29 y.,1st Quintile,Seldom,0.22426,276,1087,0.19945,0.24907
2013,17-29 y.,1st Quintile,Never,0.07670,110,1087,0.06087,0.09253
2013,17-29 y.,2nd Quintile,Very often,0.04598,45,799,0.03144,0.06051
2013,17-29 y.,2nd Quintile,Often,0.22197,193,799,0.19314,0.25080
2013,17-29 y.,2nd Quintile,Sometimes,0.31112,280,799,0.27900,0.34324
2013,17-29 y.,2nd Quintile,Seldom,0.21657,204,799,0.18799,0.24515
2013,17-29 y.,2nd Quintile,Never,0.07321,77,799,0.05514,0.09129
2013,17-29 y.,3rd Quintile,Often,0.22897,165,624,0.19597,0.26196
2013,17-29 y.,3rd Quintile,Sometimes,0.37245,260,624,0.33449,0.41042
2013,17-29 y.,3rd Quintile,Seldom,0.20222,152,624,0.17068,0.23376
2013,17-29 y.,3rd Quintile,Never,0.07650,47,624,0.05563,0.09737
2013,17-29 y.,4th Quintile,Often,0.21036,136,541,0.17598,0.24473
2013,17-29 y.,4th Quintile,Sometimes,0.37251,228,541,0.33173,0.41329
2013,17-29 y.,4th Quintile,Seldom,0.24997,142,541,0.21345,0.28649
2013,17-29 y.,4th Quintile,Never,0.05072,35,541,0.03221,0.06923
2013,17-29 y.,5th Quintile,Often,0.25064,127,407,0.20848,0.29280
2013,17-29 y.,5th Quintile,Sometimes,0.38136,185,407,0.33411,0.42861
2013,17-29 y.,5th Quintile,Seldom,0.17610,95,407,0.13905,0.21315
2013,30-45 y.,1st Quintile,Very often,0.03822,64,1760,0.02926,0.04718
2013,30-45 y.,1st Quintile,Often,0.17449,286,1760,0.15675,0.19223
2013,30-45 y.,1st Quintile,Sometimes,0.31430,585,1760,0.29261,0.33600
2013,30-45 y.,1st Quintile,Seldom,0.30559,525,1760,0.28407,0.32712
2013,30-45 y.,1st Quintile,Never,0.14914,300,1760,0.13250,0.16579
2013,30-45 y.,2nd Quintile,Very often,0.03026,50,1801,0.02234,0.03817
2013,30-45 y.,2nd Quintile,Often,0.18087,292,1801,0.16309,0.19865
2013,30-45 y.,2nd Quintile,Sometimes,0.36983,675,1801,0.34753,0.39214
2013,30-45 y.,2nd Quintile,Seldom,0.28147,570,1801,0.26070,0.30225
2013,30-45 y.,2nd Quintile,Never,0.11791,214,1801,0.10301,0.13281
2013,30-45 y.,3rd Quintile,Very often,0.03020,42,1529,0.02162,0.03878
2013,30-45 y.,3rd Quintile,Often,0.16459,300,1529,0.14600,0.18319
2013,30-45 y.,3rd Quintile,Sometimes,0.39864,579,1529,0.37409,0.42319
2013,30-45 y.,3rd Quintile,Seldom,0.31965,492,1529,0.29626,0.34303
2013,30-45 y.,3rd Quintile,Never,0.07849,116,1529,0.06500,0.09197
2013,30-45 y.,4th Quintile,Very often,0.04082,50,1504,0.03082,0.05083
2013,30-45 y.,4th Quintile,Often,0.17662,281,1504,0.15734,0.19589
2013,30-45 y.,4th Quintile,Sometimes,0.43130,634,1504,0.40626,0.45634
2013,30-45 y.,4th Quintile,Seldom,0.28908,447,1504,0.26617,0.31200
2013,30-45 y.,4th Quintile,Never,0.05913,92,1504,0.04721,0.07106
2013,30-45 y.,5th Quintile,Very often,0.04224,58,1391,0.03166,0.05281
2013,30-45 y.,5th Quintile,Often,0.19403,295,1391,0.17324,0.21482
2013,30-45 y.,5th Quintile,Sometimes,0.41478,569,1391,0.38888,0.44069
2013,30-45 y.,5th Quintile,Seldom,0.29532,399,1391,0.27134,0.31931
2013,30-45 y.,5th Quintile,Never,0.03965,70,1391,0.02939,0.04991
2013,46-65 y.,1st Quintile,Very often,0.01861,32,1420,0.01158,0.02564
2013,46-65 y.,1st Quintile,Often,0.10548,180,1420,0.08950,0.12146
2013,46-65 y.,1st Quintile,Sometimes,0.23547,376,1420,0.21340,0.25755
2013,46-65 y.,1st Quintile,Seldom,0.31163,440,1420,0.28753,0.33573
2013,46-65 y.,1st Quintile,Never,0.31242,392,1420,0.28831,0.33654
2013,46-65 y.,2nd Quintile,Often,0.14652,192,1364,0.12775,0.16530
2013,46-65 y.,2nd Quintile,Sometimes,0.32349,467,1364,0.29865,0.34832
2013,46-65 y.,2nd Quintile,Seldom,0.33647,458,1364,0.31139,0.36156
2013,46-65 y.,2nd Quintile,Never,0.17182,247,1364,0.15180,0.19185
2013,46-65 y.,3rd Quintile,Often,0.12609,229,1591,0.10977,0.14240
2013,46-65 y.,3rd Quintile,Sometimes,0.35566,599,1591,0.33213,0.37919
2013,46-65 y.,3rd Quintile,Seldom,0.34520,537,1591,0.32184,0.36857
2013,46-65 y.,3rd Quintile,Never,0.15132,226,1591,0.13371,0.16894
2013,46-65 y.,4th Quintile,Often,0.13264,270,1858,0.11721,0.14807
2013,46-65 y.,4th Quintile,Sometimes,0.35848,706,1858,0.33667,0.38029
2013,46-65 y.,4th Quintile,Seldom,0.38281,676,1858,0.36070,0.40492
2013,46-65 y.,4th Quintile,Never,0.11108,206,1858,0.09679,0.12537
2013,46-65 y.,5th Quintile,Very often,0.01860,61,2647,0.01345,0.02375
2013,46-65 y.,5th Quintile,Often,0.14826,418,2647,0.13472,0.16180
2013,46-65 y.,5th Quintile,Sometimes,0.40119,1048,2647,0.38251,0.41987
2013,46-65 y.,5th Quintile,Seldom,0.33386,893,2647,0.31589,0.35183
2013,46-65 y.,5th Quintile,Never,0.09011,227,2647,0.07920,0.10102
2013,66 and older,1st Quintile,Often,0.06238,52,805,0.04566,0.07910
2013,66 and older,1st Quintile,Sometimes,0.16895,127,805,0.14305,0.19485
2013,66 and older,1st Quintile,Seldom,0.32298,275,805,0.29065,0.35530
2013,66 and older,1st Quintile,Never,0.41539,351,805,0.38132,0.44945
2013,66 and older,2nd Quintile,Often,0.05110,74,1178,0.03852,0.06368
2013,66 and older,2nd Quintile,Sometimes,0.21739,252,1178,0.19383,0.24096
2013,66 and older,2nd Quintile,Seldom,0.32641,404,1178,0.29963,0.35320
2013,66 and older,2nd Quintile,Never,0.37654,448,1178,0.34886,0.40423
2013,66 and older,3rd Quintile,Often,0.06566,75,1037,0.05058,0.08075
2013,66 and older,3rd Quintile,Sometimes,0.22273,245,1037,0.19740,0.24807
2013,66 and older,3rd Quintile,Seldom,0.35834,392,1037,0.32914,0.38754
2013,66 and older,3rd Quintile,Never,0.32098,325,1037,0.29255,0.34941
2013,66 and older,4th Quintile,Often,0.09743,80,860,0.07760,0.11726
2013,66 and older,4th Quintile,Sometimes,0.27627,249,860,0.24636,0.30617
2013,66 and older,4th Quintile,Seldom,0.35420,322,860,0.32221,0.38618
2013,66 and older,4th Quintile,Never,0.25240,209,860,0.22335,0.28145
2013,66 and older,5th Quintile,Often,0.12613,130,960,0.10511,0.14714
2013,66 and older,5th Quintile,Sometimes,0.27793,308,960,0.24958,0.30629
2013,66 and older,5th Quintile,Seldom,0.36686,352,960,0.33636,0.39737
2013,66 and older,5th Quintile,Never,0.20513,170,960,0.17957,0.23068
2018,17-29 y.,1st Quintile,Very often,0.06808,84,1241,0.05406,0.08210
2018,17-29 y.,1st Quintile,Often,0.22597,272,1241,0.20269,0.24925
2018,17-29 y.,1st Quintile,Sometimes,0.28009,443,1241,0.25510,0.30509
2018,17-29 y.,1st Quintile,Seldom,0.21172,298,1241,0.18898,0.23445
2018,17-29 y.,1st Quintile,Never,0.09545,144,1241,0.07910,0.11181
2018,17-29 y.,2nd Quintile,Very often,0.05583,56,906,0.04087,0.07078
2018,17-29 y.,2nd Quintile,Often,0.17545,193,906,0.15067,0.20024
2018,17-29 y.,2nd Quintile,Sometimes,0.32372,322,906,0.29324,0.35421
2018,17-29 y.,2nd Quintile,Seldom,0.24526,237,906,0.21723,0.27330
2018,17-29 y.,2nd Quintile,Never,0.11486,98,906,0.09409,0.13564
2018,17-29 y.,3rd Quintile,Very often,0.05274,50,746,0.03669,0.06879
2018,17-29 y.,3rd Quintile,Often,0.24139,173,746,0.21066,0.27212
2018,17-29 y.,3rd Quintile,Sometimes,0.33156,261,746,0.29775,0.36537
2018,17-29 y.,3rd Quintile,Seldom,0.24071,203,746,0.21001,0.27141
2018,17-29 y.,3rd Quintile,Never,0.06346,59,746,0.04595,0.08096
2018,17-29 y.,4th Quintile,Often,0.24110,160,591,0.20658,0.27562
2018,17-29 y.,4th Quintile,Sometimes,0.42328,279,591,0.38341,0.46314
2018,17-29 y.,4th Quintile,Seldom,0.20140,152,591,0.16904,0.23376
2018,17-29 y.,5th Quintile,Often,0.20329,129,411,0.16434,0.24225
2018,17-29 y.,5th Quintile,Sometimes,0.37850,174,411,0.33156,0.42545
2018,17-29 y.,5th Quintile,Seldom,0.21813,108,411,0.17816,0.25811
2018,30-45 y.,1st Quintile,Very often,0.04544,57,1337,0.03428,0.05661
2018,30-45 y.,1st Quintile,Often,0.18548,224,1337,0.16464,0.20632
2018,30-45 y.,1st Quintile,Sometimes,0.30670,435,1337,0.28198,0.33143
2018,30-45 y.,1st Quintile,Seldom,0.23197,353,1337,0.20934,0.25460
2018,30-45 y.,1st Quintile,Never,0.16930,268,1337,0.14919,0.18941
2018,30-45 y.,2nd Quintile,Very often,0.04057,48,1465,0.03047,0.05068
2018,30-45 y.,2nd Quintile,Often,0.17344,256,1465,0.15405,0.19284
2018,30-45 y.,2nd Quintile,Sometimes,0.34690,518,1465,0.32252,0.37128
2018,30-45 y.,2nd Quintile,Seldom,0.31395,431,1465,0.29018,0.33772
2018,30-45 y.,2nd Quintile,Never,0.12143,212,1465,0.10470,0.13816
2018,30-45 y.,3rd Quintile,Very often,0.03740,46,1285,0.02702,0.04777
2018,30-45 y.,3rd Quintile,Often,0.19484,223,1285,0.17318,0.21651
2018,30-45 y.,3rd Quintile,Sometimes,0.36807,496,1285,0.34169,0.39445
2018,30-45 y.,3rd Quintile,Seldom,0.29108,381,1285,0.26623,0.31593
2018,30-45 y.,3rd Quintile,Never,0.10434,139,1285,0.08762,0.12106
2018,30-45 y.,4th Quintile,Very often,0.04302,50,1198,0.03152,0.05451
2018,30-45 y.,4th Quintile,Often,0.20313,244,1198,0.18034,0.22593
2018,30-45 y.,4th Quintile,Sometimes,0.38813,479,1198,0.36053,0.41574
2018,30-45 y.,4th Quintile,Seldom,0.28650,338,1198,0.26089,0.31212
2018,30-45 y.,4th Quintile,Never,0.07852,87,1198,0.06329,0.09376
2018,30-45 y.,5th Quintile,Very often,0.04944,51,1081,0.03651,0.06237
2018,30-45 y.,5th Quintile,Often,0.19386,224,1081,0.17029,0.21744
2018,30-45 y.,5th Quintile,Sometimes,0.40624,419,1081,0.37695,0.43553
2018,30-45 y.,5th Quintile,Seldom,0.29075,325,1081,0.26367,0.31784
2018,30-45 y.,5th Quintile,Never,0.05895,62,1081,0.04491,0.07300
2018,46-65 y.,1st Quintile,Very often,0.05607,70,1439,0.04418,0.06796
2018,46-65 y.,1st Quintile,Often,0.11185,171,1439,0.09556,0.12814
2018,46-65 y.,1st Quintile,Sometimes,0.29295,449,1439,0.26943,0.31648
2018,46-65 y.,1st Quintile,Seldom,0.24795,372,1439,0.22564,0.27027
2018,46-65 y.,1st Quintile,Never,0.27738,377,1439,0.25424,0.30052
2018,46-65 y.,2nd Quintile,Very often,0.01969,39,1597,0.01287,0.02650
2018,46-65 y.,2nd Quintile,Often,0.13641,223,1597,0.11957,0.15324
2018,46-65 y.,2nd Quintile,Sometimes,0.35175,536,1597,0.32832,0.37517
2018,46-65 y.,2nd Quintile,Seldom,0.29715,477,1597,0.27473,0.31958
2018,46-65 y.,2nd Quintile,Never,0.19086,322,1597,0.17158,0.21014
2018,46-65 y.,3rd Quintile,Very often,0.01819,35,1658,0.01175,0.02462
2018,46-65 y.,3rd Quintile,Often,0.14647,239,1658,0.12945,0.16350
2018,46-65 y.,3rd Quintile,Sometimes,0.35577,610,1658,0.33272,0.37882
2018,46-65 y.,3rd Quintile,Seldom,0.34514,569,1658,0.32224,0.36803
2018,46-65 y.,3rd Quintile,Never,0.12389,205,1658,0.10803,0.13975
2018,46-65 y.,4th Quintile,Very often,0.02386,61,2007,0.01718,0.03054
2018,46-65 y.,4th Quintile,Often,0.16363,327,2007,0.14744,0.17981
2018,46-65 y.,4th Quintile,Sometimes,0.39039,774,2007,0.36904,0.41173
2018,46-65 y.,4th Quintile,Seldom,0.31956,647,2007,0.29915,0.33996
2018,46-65 y.,4th Quintile,Never,0.10149,198,2007,0.08828,0.11471
2018,46-65 y.,5th Quintile,Very often,0.03638,101,2532,0.02909,0.04368
2018,46-65 y.,5th Quintile,Often,0.20114,483,2532,0.18553,0.21676
2018,46-65 y.,5th Quintile,Sometimes,0.38763,1013,2532,0.36865,0.40661
2018,46-65 y.,5th Quintile,Seldom,0.29620,770,2532,0.27841,0.31399
2018,46-65 y.,5th Quintile,Never,0.07661,165,2532,0.06625,0.08697
2018,66 and older,1st Quintile,Often,0.07724,62,685,0.05723,0.09725
2018,66 and older,1st Quintile,Sometimes,0.19412,140,685,0.16447,0.22376
2018,66 and older,1st Quintile,Seldom,0.31696,203,685,0.28209,0.35183
2018,66 and older,1st Quintile,Never,0.38175,280,685,0.34534,0.41816
2018,66 and older,2nd Quintile,Often,0.07210,90,1135,0.05705,0.08716
2018,66 and older,2nd Quintile,Sometimes,0.26952,319,1135,0.24370,0.29535
2018,66 and older,2nd Quintile,Seldom,0.31520,373,1135,0.28816,0.34224
