year,pgisced97,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Pre-primary Level,Sometimes,0.46765,167,395,0.41839,0.51692
2013,Pre-primary Level,Seldom,0.16597,83,395,0.12923,0.20271
2013,Primary Level,Often,0.08490,37,313,0.05397,0.11583
2013,Primary Level,Sometimes,0.21627,71,313,0.17059,0.26196
2013,Primary Level,Seldom,0.33362,95,313,0.28130,0.38594
2013,Primary Level,Never,0.35177,110,313,0.29878,0.40476
2013,Lower Secondary Level,Very often,0.02512,82,2566,0.01906,0.03117
2013,Lower Secondary Level,Often,0.11585,348,2566,0.10347,0.12824
2013,Lower Secondary Level,Sometimes,0.25724,714,2566,0.24033,0.27416
2013,Lower Secondary Level,Seldom,0.30327,776,2566,0.28548,0.32106
2013,Lower Secondary Level,Never,0.29851,646,2566,0.28080,0.31622
2013,Upper Secondary Level,Very often,0.01888,259,12364,0.01648,0.02128
2013,Upper Secondary Level,Often,0.13047,1691,12364,0.12453,0.13641
2013,Upper Secondary Level,Sometimes,0.31780,4049,12364,0.30960,0.32601
2013,Upper Secondary Level,Seldom,0.33471,4109,12364,0.32639,0.34303
2013,Upper Secondary Level,Never,0.19814,2256,12364,0.19111,0.20516
2013,Post-secondary Non-tertiary Level,Very often,0.03229,52,1766,0.02404,0.04054
2013,Post-secondary Non-tertiary Level,Often,0.17773,320,1766,0.15990,0.19557
2013,Post-secondary Non-tertiary Level,Sometimes,0.39315,684,1766,0.37036,0.41594
2013,Post-secondary Non-tertiary Level,Seldom,0.30949,554,1766,0.28793,0.33106
2013,Post-secondary Non-tertiary Level,Never,0.08734,156,1766,0.07417,0.10051
2013,First Stage of Tertiary Education,Very often,0.02228,34,1668,0.01520,0.02937
2013,First Stage of Tertiary Education,Often,0.12716,239,1668,0.11117,0.14316
2013,First Stage of Tertiary Education,Sometimes,0.37064,603,1668,0.34746,0.39383
2013,First Stage of Tertiary Education,Seldom,0.34945,600,1668,0.32656,0.37234
2013,First Stage of Tertiary Education,Never,0.13046,192,1668,0.11429,0.14663
2013,Second Stage of Tertiary Education,Very often,0.03124,187,5816,0.02677,0.03571
2013,Second Stage of Tertiary Education,Often,0.19259,1127,5816,0.18245,0.20272
2013,Second Stage of Tertiary Education,Sometimes,0.38836,2323,5816,0.37583,0.40088
2013,Second Stage of Tertiary Education,Seldom,0.30989,1735,5816,0.29800,0.32177
2013,Second Stage of Tertiary Education,Never,0.07793,444,5816,0.07104,0.08482
2018,No answer / don't know,Very often,0.07434,34,630,0.05384,0.09484
2018,No answer / don't know,Often,0.20180,127,630,0.17043,0.23316
2018,No answer / don't know,Sometimes,0.35238,221,630,0.31505,0.38971
2018,No answer / don't know,Seldom,0.22920,138,630,0.19635,0.26205
2018,No answer / don't know,Never,0.14229,110,630,0.11498,0.16959
2018,Pre-primary Level,Often,0.26337,101,293,0.21285,0.31389
2018,Pre-primary Level,Sometimes,0.35403,118,293,0.29918,0.40889
2018,Pre-primary Level,Seldom,0.25548,74,293,0.20545,0.30550
2018,Primary Level,Often,0.13812,71,467,0.10680,0.16945
2018,Primary Level,Sometimes,0.22868,129,467,0.19054,0.26681
2018,Primary Level,Seldom,0.25601,118,467,0.21638,0.29564
2018,Primary Level,Never,0.34485,149,467,0.30170,0.38801
2018,Lower Secondary Level,Very often,0.03318,107,2686,0.02640,0.03995
2018,Lower Secondary Level,Often,0.10724,365,2686,0.09554,0.11895
2018,Lower Secondary Level,Sometimes,0.30196,807,2686,0.28459,0.31933
2018,Lower Secondary Level,Seldom,0.30762,769,2686,0.29016,0.32507
2018,Lower Secondary Level,Never,0.25000,638,2686,0.23363,0.26638
2018,Upper Secondary Level,Very often,0.03261,396,11501,0.02937,0.03586
2018,Upper Secondary Level,Often,0.15058,1696,11501,0.14404,0.15712
2018,Upper Secondary Level,Sometimes,0.32721,3837,11501,0.31864,0.33579
2018,Upper Secondary Level,Seldom,0.30849,3579,11501,0.30005,0.31693
2018,Upper Secondary Level,Never,0.18110,1993,11501,0.17406,0.18814
2018,Post-secondary Non-tertiary Level,Very often,0.04736,81,2121,0.03832,0.05641
2018,Post-secondary Non-tertiary Level,Often,0.20133,403,2121,0.18426,0.21840
2018,Post-secondary Non-tertiary Level,Sometimes,0.36423,796,2121,0.34375,0.38472
2018,Post-secondary Non-tertiary Level,Seldom,0.27586,582,2121,0.25683,0.29488
2018,Post-secondary Non-tertiary Level,Never,0.11122,259,2121,0.09784,0.12460
2018,First Stage of Tertiary Education,Very often,0.02785,37,1444,0.01936,0.03634
2018,First Stage of Tertiary Education,Often,0.17618,241,1444,0.15652,0.19584
2018,First Stage of Tertiary Education,Sometimes,0.36571,532,1444,0.34086,0.39056
2018,First Stage of Tertiary Education,Seldom,0.30973,460,1444,0.28587,0.33358
2018,First Stage of Tertiary Education,Never,0.12053,174,1444,0.10373,0.13733
2018,Second Stage of Tertiary Education,Very often,0.03853,274,6347,0.03379,0.04326
2018,Second Stage of Tertiary Education,Often,0.21170,1286,6347,0.20165,0.22175
2018,Second Stage of Tertiary Education,Sometimes,0.38762,2491,6347,0.37564,0.39961
2018,Second Stage of Tertiary Education,Seldom,0.28875,1813,6347,0.27760,0.29990
2018,Second Stage of Tertiary Education,Never,0.07339,483,6347,0.06698,0.07981
