year,pgisced97,sex,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Second Stage of Tertiary Education,male,Often,0.17621,379,2283,0.16058,0.19185
2008,Second Stage of Tertiary Education,male,Sometimes,0.36347,855,2283,0.34373,0.38320
2008,Second Stage of Tertiary Education,male,Seldom,0.32555,747,2283,0.30632,0.34477
2008,Second Stage of Tertiary Education,male,Never,0.10863,245,2283,0.09587,0.12140
2008,Second Stage of Tertiary Education,female,Very often,0.05768,102,1889,0.04717,0.06820
2008,Second Stage of Tertiary Education,female,Often,0.22615,433,1889,0.20728,0.24503
2008,Second Stage of Tertiary Education,female,Sometimes,0.39118,757,1889,0.36917,0.41319
2008,Second Stage of Tertiary Education,female,Seldom,0.24593,462,1889,0.22651,0.26536
2008,Second Stage of Tertiary Education,female,Never,0.07905,135,1889,0.06688,0.09122
2013,No answer / don't know,male,Often,0.20721,66,237,0.15550,0.25892
2013,No answer / don't know,male,Sometimes,0.33952,81,237,0.27910,0.39994
2013,No answer / don't know,male,Seldom,0.26695,59,237,0.21051,0.32339
2013,No answer / don't know,male,Never,0.11991,31,237,0.07846,0.16135
2013,No answer / don't know,female,Often,0.20974,54,176,0.14942,0.27007
2013,No answer / don't know,female,Sometimes,0.41970,82,176,0.34658,0.49282
2013,No answer / don't know,female,Seldom,0.18617,40,176,0.12850,0.24384
2013,Pre-primary Level,male,Often,0.24181,66,186,0.18011,0.30351
2013,Pre-primary Level,male,Sometimes,0.47057,77,186,0.39864,0.54250
2013,Pre-primary Level,male,Seldom,0.18090,43,186,0.12543,0.23637
2013,Pre-primary Level,female,Often,0.31009,79,209,0.24723,0.37295
2013,Pre-primary Level,female,Sometimes,0.46507,90,209,0.39728,0.53285
2013,Pre-primary Level,female,Seldom,0.15273,40,209,0.10384,0.20162
2013,Primary Level,male,Sometimes,0.32675,34,110,0.23870,0.41480
2013,Primary Level,male,Seldom,0.24251,34,110,0.16205,0.32298
2013,Primary Level,male,Never,0.32536,42,110,0.23740,0.41331
2013,Primary Level,female,Sometimes,0.13629,37,166,0.08394,0.18865
2013,Primary Level,female,Seldom,0.39957,61,166,0.32484,0.47431
2013,Primary Level,female,Never,0.37089,68,166,0.29718,0.44460
2013,Lower Secondary Level,male,Very often,0.04087,38,859,0.02762,0.05412
2013,Lower Secondary Level,male,Often,0.15046,149,859,0.12653,0.17438
2013,Lower Secondary Level,male,Sometimes,0.29774,261,859,0.26715,0.32834
2013,Lower Secondary Level,male,Seldom,0.29491,249,859,0.26440,0.32542
2013,Lower Secondary Level,male,Never,0.21602,162,859,0.18848,0.24355
2013,Lower Secondary Level,female,Very often,0.01713,44,1707,0.01098,0.02329
2013,Lower Secondary Level,female,Often,0.09832,199,1707,0.08419,0.11245
2013,Lower Secondary Level,female,Sometimes,0.23672,453,1707,0.21655,0.25689
2013,Lower Secondary Level,female,Seldom,0.30751,527,1707,0.28561,0.32941
2013,Lower Secondary Level,female,Never,0.34032,484,1707,0.31784,0.36281
2013,Upper Secondary Level,male,Very often,0.01561,107,5434,0.01231,0.01890
2013,Upper Secondary Level,male,Often,0.13043,684,5434,0.12147,0.13938
2013,Upper Secondary Level,male,Sometimes,0.31242,1731,5434,0.30010,0.32475
2013,Upper Secondary Level,male,Seldom,0.34319,1853,5434,0.33057,0.35582
2013,Upper Secondary Level,male,Never,0.19835,1059,5434,0.18775,0.20896
2013,Upper Secondary Level,female,Very often,0.02182,152,6930,0.01838,0.02526
2013,Upper Secondary Level,female,Often,0.13051,1007,6930,0.12258,0.13844
2013,Upper Secondary Level,female,Sometimes,0.32263,2318,6930,0.31162,0.33364
2013,Upper Secondary Level,female,Seldom,0.32710,2256,6930,0.31605,0.33814
2013,Upper Secondary Level,female,Never,0.19794,1197,6930,0.18856,0.20733
2013,Post-secondary Non-tertiary Level,male,Often,0.17695,97,588,0.14608,0.20782
2013,Post-secondary Non-tertiary Level,male,Sometimes,0.38453,226,588,0.34517,0.42388
2013,Post-secondary Non-tertiary Level,male,Seldom,0.31428,203,588,0.27672,0.35183
2013,Post-secondary Non-tertiary Level,male,Never,0.08062,62,588,0.05860,0.10265
2013,Post-secondary Non-tertiary Level,female,Very often,0.02371,36,1162,0.01496,0.03246
2013,Post-secondary Non-tertiary Level,female,Often,0.17832,223,1162,0.15631,0.20034
2013,Post-secondary Non-tertiary Level,female,Sometimes,0.39967,458,1162,0.37150,0.42785
2013,Post-secondary Non-tertiary Level,female,Seldom,0.30587,351,1162,0.27937,0.33238
2013,Post-secondary Non-tertiary Level,female,Never,0.09242,94,1162,0.07576,0.10908
2013,First Stage of Tertiary Education,male,Often,0.11916,141,1006,0.09913,0.13919
2013,First Stage of Tertiary Education,male,Sometimes,0.36828,349,1006,0.33846,0.39810
2013,First Stage of Tertiary Education,male,Seldom,0.36788,395,1006,0.33806,0.39769
2013,First Stage of Tertiary Education,male,Never,0.12547,121,1006,0.10499,0.14595
2013,First Stage of Tertiary Education,female,Often,0.14135,98,628,0.11408,0.16862
2013,First Stage of Tertiary Education,female,Sometimes,0.37483,254,628,0.33694,0.41273
2013,First Stage of Tertiary Education,female,Seldom,0.31680,205,628,0.28038,0.35321
2013,First Stage of Tertiary Education,female,Never,0.13930,71,628,0.11219,0.16640
2013,Second Stage of Tertiary Education,male,Very often,0.01954,56,2966,0.01455,0.02452
2013,Second Stage of Tertiary Education,male,Often,0.16653,463,2966,0.15312,0.17994
2013,Second Stage of Tertiary Education,male,Sometimes,0.38602,1175,2966,0.36850,0.40354
2013,Second Stage of Tertiary Education,male,Seldom,0.33696,1004,2966,0.31994,0.35397
2013,Second Stage of Tertiary Education,male,Never,0.09096,268,2966,0.08061,0.10131
2013,Second Stage of Tertiary Education,female,Very often,0.04535,131,2850,0.03771,0.05299
2013,Second Stage of Tertiary Education,female,Often,0.22401,664,2850,0.20870,0.23932
2013,Second Stage of Tertiary Education,female,Sometimes,0.39118,1148,2850,0.37326,0.40910
2013,Second Stage of Tertiary Education,female,Seldom,0.27725,731,2850,0.26081,0.29368
2013,Second Stage of Tertiary Education,female,Never,0.06222,176,2850,0.05335,0.07109
2018,No answer / don't know,male,Often,0.17570,66,327,0.13439,0.21701
2018,No answer / don't know,male,Sometimes,0.39124,116,327,0.33826,0.44421
2018,No answer / don't know,male,Seldom,0.22873,82,327,0.18314,0.27433
2018,No answer / don't know,male,Never,0.14835,63,327,0.10977,0.18694
2018,No answer / don't know,female,Often,0.23281,61,269,0.18221,0.28341
2018,No answer / don't know,female,Sometimes,0.30620,105,269,0.25102,0.36138
2018,No answer / don't know,female,Seldom,0.22975,56,269,0.17939,0.28012
2018,No answer / don't know,female,Never,0.13508,47,269,0.09415,0.17600
2018,Pre-primary Level,male,Often,0.26040,43,132,0.18525,0.33555
2018,Pre-primary Level,male,Sometimes,0.37830,53,132,0.29525,0.46135
2018,Pre-primary Level,male,Seldom,0.21121,36,132,0.14131,0.28110
2018,Pre-primary Level,female,Often,0.26614,58,161,0.19766,0.33462
2018,Pre-primary Level,female,Sometimes,0.33140,65,161,0.25846,0.40434
2018,Pre-primary Level,female,Seldom,0.29677,38,161,0.22599,0.36756
2018,Primary Level,male,Often,0.15843,34,202,0.10795,0.20891
2018,Primary Level,male,Sometimes,0.23917,59,202,0.18020,0.29815
2018,Primary Level,male,Seldom,0.27998,57,202,0.21791,0.34205
2018,Primary Level,male,Never,0.30525,52,202,0.24158,0.36891
2018,Primary Level,female,Often,0.12407,37,265,0.08431,0.16384
2018,Primary Level,female,Sometimes,0.22141,70,265,0.17133,0.27150
2018,Primary Level,female,Seldom,0.23942,61,265,0.18795,0.29090
2018,Primary Level,female,Never,0.37226,97,265,0.31394,0.43057
2018,Lower Secondary Level,male,Very often,0.04023,54,1072,0.02847,0.05200
2018,Lower Secondary Level,male,Often,0.13132,167,1072,0.11109,0.15155
2018,Lower Secondary Level,male,Sometimes,0.36036,351,1072,0.33160,0.38911
2018,Lower Secondary Level,male,Seldom,0.28081,293,1072,0.25390,0.30773
2018,Lower Secondary Level,male,Never,0.18728,207,1072,0.16391,0.21064
2018,Lower Secondary Level,female,Very often,0.02839,53,1614,0.02028,0.03649
2018,Lower Secondary Level,female,Often,0.09091,198,1614,0.07688,0.10494
2018,Lower Secondary Level,female,Sometimes,0.26234,456,1614,0.24087,0.28381
2018,Lower Secondary Level,female,Seldom,0.32580,476,1614,0.30293,0.34867
2018,Lower Secondary Level,female,Never,0.29256,431,1614,0.27036,0.31476
2018,Upper Secondary Level,male,Very often,0.03249,161,5174,0.02766,0.03732
2018,Upper Secondary Level,male,Often,0.14290,706,5174,0.13336,0.15243
2018,Upper Secondary Level,male,Sometimes,0.31666,1677,5174,0.30399,0.32934
2018,Upper Secondary Level,male,Seldom,0.32960,1703,5174,0.31679,0.34241
2018,Upper Secondary Level,male,Never,0.17835,927,5174,0.16792,0.18878
2018,Upper Secondary Level,female,Very often,0.03273,235,6327,0.02834,0.03711
2018,Upper Secondary Level,female,Often,0.15760,990,6327,0.14862,0.16657
2018,Upper Secondary Level,female,Sometimes,0.33685,2160,6327,0.32521,0.34850
2018,Upper Secondary Level,female,Seldom,0.28921,1876,6327,0.27804,0.30038
2018,Upper Secondary Level,female,Never,0.18361,1066,6327,0.17407,0.19315
2018,Post-secondary Non-tertiary Level,male,Very often,0.05611,36,791,0.04006,0.07216
2018,Post-secondary Non-tertiary Level,male,Often,0.18203,136,791,0.15512,0.20893
2018,Post-secondary Non-tertiary Level,male,Sometimes,0.39287,293,791,0.35881,0.42693
2018,Post-secondary Non-tertiary Level,male,Seldom,0.26453,237,791,0.23377,0.29529
2018,Post-secondary Non-tertiary Level,male,Never,0.10446,89,791,0.08313,0.12579
2018,Post-secondary Non-tertiary Level,female,Very often,0.04044,45,1330,0.02985,0.05103
2018,Post-secondary Non-tertiary Level,female,Often,0.21661,267,1330,0.19446,0.23876
2018,Post-secondary Non-tertiary Level,female,Sometimes,0.34155,503,1330,0.31606,0.36705
2018,Post-secondary Non-tertiary Level,female,Seldom,0.28483,345,1330,0.26056,0.30909
2018,Post-secondary Non-tertiary Level,female,Never,0.11657,170,1330,0.09932,0.13382
2018,First Stage of Tertiary Education,male,Often,0.17713,142,850,0.15145,0.20281
2018,First Stage of Tertiary Education,male,Sometimes,0.36054,315,850,0.32824,0.39284
2018,First Stage of Tertiary Education,male,Seldom,0.33038,284,850,0.29874,0.36202
2018,First Stage of Tertiary Education,male,Never,0.10601,109,850,0.08530,0.12672
2018,First Stage of Tertiary Education,female,Often,0.17447,99,557,0.14292,0.20601
2018,First Stage of Tertiary Education,female,Sometimes,0.37508,217,557,0.33484,0.41532
2018,First Stage of Tertiary Education,female,Seldom,0.27231,176,557,0.23531,0.30931
2018,First Stage of Tertiary Education,female,Never,0.14685,65,557,0.11742,0.17627
2018,Second Stage of Tertiary Education,male,Very often,0.02839,99,3154,0.02259,0.03419
2018,Second Stage of Tertiary Education,male,Often,0.16587,520,3154,0.15289,0.17885
2018,Second Stage of Tertiary Education,male,Sometimes,0.39449,1247,3154,0.37743,0.41155
2018,Second Stage of Tertiary Education,male,Seldom,0.33028,1032,3154,0.31387,0.34670
2018,Second Stage of Tertiary Education,male,Never,0.08097,256,3154,0.07145,0.09049
2018,Second Stage of Tertiary Education,female,Very often,0.05003,175,3193,0.04247,0.05759
2018,Second Stage of Tertiary Education,female,Often,0.26369,766,3193,0.24841,0.27898
2018,Second Stage of Tertiary Education,female,Sometimes,0.37984,1244,3193,0.36300,0.39668
2018,Second Stage of Tertiary Education,female,Seldom,0.24164,781,3193,0.22679,0.25649
2018,Second Stage of Tertiary Education,female,Never,0.06480,227,3193,0.05626,0.07334
