year,quintil_oecd,regtyp,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,3rd Quintile,Rural regions,Often,0.11873,180,1490,0.10230,0.13516
2003,3rd Quintile,Rural regions,Sometimes,0.33062,523,1490,0.30672,0.35451
2003,3rd Quintile,Rural regions,Seldom,0.29320,457,1490,0.27008,0.31632
2003,3rd Quintile,Rural regions,Never,0.21527,277,1490,0.19439,0.23614
2003,4th Quintile,Urban regions,Very often,0.04564,133,2897,0.03804,0.05324
2003,4th Quintile,Urban regions,Often,0.17292,523,2897,0.15915,0.18670
2003,4th Quintile,Urban regions,Sometimes,0.37767,1099,2897,0.36002,0.39533
2003,4th Quintile,Urban regions,Seldom,0.25936,743,2897,0.24340,0.27532
2003,4th Quintile,Urban regions,Never,0.14440,399,2897,0.13160,0.15721
2003,4th Quintile,Rural regions,Very often,0.03938,65,1550,0.02969,0.04907
2003,4th Quintile,Rural regions,Often,0.17474,267,1550,0.15583,0.19365
2003,4th Quintile,Rural regions,Sometimes,0.35704,574,1550,0.33318,0.38090
2003,4th Quintile,Rural regions,Seldom,0.29223,460,1550,0.26958,0.31487
2003,4th Quintile,Rural regions,Never,0.13662,184,1550,0.11951,0.15372
2003,5th Quintile,Urban regions,Very often,0.05104,237,4763,0.04479,0.05729
2003,5th Quintile,Urban regions,Often,0.18191,921,4763,0.17095,0.19287
2003,5th Quintile,Urban regions,Sometimes,0.36515,1787,4763,0.35148,0.37883
2003,5th Quintile,Urban regions,Seldom,0.27545,1338,4763,0.26276,0.28814
2003,5th Quintile,Urban regions,Never,0.12644,480,4763,0.11700,0.13588
2003,5th Quintile,Rural regions,Very often,0.02222,60,1565,0.01491,0.02952
2003,5th Quintile,Rural regions,Often,0.16676,291,1565,0.14829,0.18524
2003,5th Quintile,Rural regions,Sometimes,0.36298,595,1565,0.33915,0.38682
2003,5th Quintile,Rural regions,Seldom,0.32199,452,1565,0.29883,0.34514
2003,5th Quintile,Rural regions,Never,0.12605,167,1565,0.10960,0.14250
2008,1st Quintile,Urban regions,Very often,0.03860,73,1850,0.02982,0.04738
2008,1st Quintile,Urban regions,Often,0.14685,262,1850,0.13072,0.16298
2008,1st Quintile,Urban regions,Sometimes,0.29420,530,1850,0.27343,0.31497
2008,1st Quintile,Urban regions,Seldom,0.26628,488,1850,0.24614,0.28643
2008,1st Quintile,Urban regions,Never,0.25407,497,1850,0.23422,0.27391
2008,1st Quintile,Rural regions,Very often,0.03061,39,1086,0.02036,0.04085
2008,1st Quintile,Rural regions,Often,0.12115,136,1086,0.10173,0.14056
2008,1st Quintile,Rural regions,Sometimes,0.26931,292,1086,0.24291,0.29570
2008,1st Quintile,Rural regions,Seldom,0.28535,303,1086,0.25848,0.31222
2008,1st Quintile,Rural regions,Never,0.29359,316,1086,0.26649,0.32069
2008,2nd Quintile,Urban regions,Very often,0.02238,53,2047,0.01597,0.02879
2008,2nd Quintile,Urban regions,Often,0.14056,289,2047,0.12549,0.15562
2008,2nd Quintile,Urban regions,Sometimes,0.32085,676,2047,0.30062,0.34108
2008,2nd Quintile,Urban regions,Seldom,0.27731,567,2047,0.25792,0.29671
2008,2nd Quintile,Urban regions,Never,0.23890,462,2047,0.22043,0.25738
2008,2nd Quintile,Rural regions,Often,0.12476,161,1280,0.10665,0.14287
2008,2nd Quintile,Rural regions,Sometimes,0.29532,403,1280,0.27031,0.32032
2008,2nd Quintile,Rural regions,Seldom,0.31069,403,1280,0.28533,0.33605
2008,2nd Quintile,Rural regions,Never,0.24632,313,1280,0.22271,0.26994
2008,3rd Quintile,Urban regions,Very often,0.02555,60,2262,0.01904,0.03205
2008,3rd Quintile,Urban regions,Often,0.14270,374,2262,0.12828,0.15712
2008,3rd Quintile,Urban regions,Sometimes,0.37546,812,2262,0.35550,0.39542
2008,3rd Quintile,Urban regions,Seldom,0.27266,645,2262,0.25430,0.29101
2008,3rd Quintile,Urban regions,Never,0.18363,371,2262,0.16767,0.19959
2008,3rd Quintile,Rural regions,Very often,0.02866,38,1530,0.02030,0.03702
2008,3rd Quintile,Rural regions,Often,0.11716,176,1530,0.10104,0.13328
2008,3rd Quintile,Rural regions,Sometimes,0.33577,521,1530,0.31210,0.35944
2008,3rd Quintile,Rural regions,Seldom,0.32840,505,1530,0.30486,0.35194
2008,3rd Quintile,Rural regions,Never,0.19001,290,1530,0.17035,0.20968
2008,4th Quintile,Urban regions,Very often,0.04383,105,2543,0.03587,0.05179
2008,4th Quintile,Urban regions,Often,0.16607,433,2543,0.15160,0.18054
2008,4th Quintile,Urban regions,Sometimes,0.36388,940,2543,0.34518,0.38258
2008,4th Quintile,Urban regions,Seldom,0.28648,737,2543,0.26891,0.30406
2008,4th Quintile,Urban regions,Never,0.13974,328,2543,0.12626,0.15321
2008,4th Quintile,Rural regions,Often,0.16493,208,1277,0.14456,0.18529
2008,4th Quintile,Rural regions,Sometimes,0.33459,445,1277,0.30870,0.36048
2008,4th Quintile,Rural regions,Seldom,0.31645,428,1277,0.29093,0.34197
2008,4th Quintile,Rural regions,Never,0.16080,196,1277,0.14065,0.18096
2008,5th Quintile,Urban regions,Very often,0.03410,144,3906,0.02841,0.03979
2008,5th Quintile,Urban regions,Often,0.19291,745,3906,0.18053,0.20529
2008,5th Quintile,Urban regions,Sometimes,0.36136,1450,3906,0.34629,0.37643
2008,5th Quintile,Urban regions,Seldom,0.30114,1159,3906,0.28675,0.31553
2008,5th Quintile,Urban regions,Never,0.11049,408,3906,0.10066,0.12032
2008,5th Quintile,Rural regions,Very often,0.03167,41,1337,0.02228,0.04106
2008,5th Quintile,Rural regions,Often,0.15735,228,1337,0.13783,0.17688
2008,5th Quintile,Rural regions,Sometimes,0.35656,490,1337,0.33087,0.38224
2008,5th Quintile,Rural regions,Seldom,0.32919,429,1337,0.30399,0.35439
2008,5th Quintile,Rural regions,Never,0.12523,149,1337,0.10748,0.14298
2013,1st Quintile,Urban regions,Very often,0.02774,98,3046,0.02191,0.03357
2013,1st Quintile,Urban regions,Often,0.14391,496,3046,0.13144,0.15637
2013,1st Quintile,Urban regions,Sometimes,0.25589,918,3046,0.24039,0.27139
2013,1st Quintile,Urban regions,Seldom,0.31495,898,3046,0.29845,0.33145
2013,1st Quintile,Urban regions,Never,0.25752,636,3046,0.24198,0.27305
2013,1st Quintile,Rural regions,Very often,0.02613,55,2033,0.01919,0.03306
2013,1st Quintile,Rural regions,Often,0.12299,272,2033,0.10871,0.13727
2013,1st Quintile,Rural regions,Sometimes,0.27156,571,2033,0.25222,0.29090
2013,1st Quintile,Rural regions,Seldom,0.29225,618,2033,0.27247,0.31202
2013,1st Quintile,Rural regions,Never,0.28708,517,2033,0.26741,0.30675
2013,2nd Quintile,Urban regions,Very often,0.02261,86,3021,0.01731,0.02791
2013,2nd Quintile,Urban regions,Often,0.14852,481,3021,0.13584,0.16121
2013,2nd Quintile,Urban regions,Sometimes,0.30208,975,3021,0.28570,0.31846
2013,2nd Quintile,Urban regions,Seldom,0.30976,924,3021,0.29327,0.32625
2013,2nd Quintile,Urban regions,Never,0.21703,555,3021,0.20233,0.23173
2013,2nd Quintile,Rural regions,Very often,0.01904,48,2160,0.01327,0.02480
2013,2nd Quintile,Rural regions,Often,0.12213,270,2160,0.10831,0.13594
2013,2nd Quintile,Rural regions,Sometimes,0.31236,699,2160,0.29281,0.33191
2013,2nd Quintile,Rural regions,Seldom,0.31675,712,2160,0.29713,0.33638
2013,2nd Quintile,Rural regions,Never,0.22973,431,2160,0.21198,0.24747
2013,3rd Quintile,Urban regions,Very often,0.02751,87,2925,0.02159,0.03344
2013,3rd Quintile,Urban regions,Often,0.14510,511,2925,0.13233,0.15786
2013,3rd Quintile,Urban regions,Sometimes,0.33784,1028,2925,0.32070,0.35498
2013,3rd Quintile,Urban regions,Seldom,0.31548,898,2925,0.29863,0.33232
2013,3rd Quintile,Urban regions,Never,0.17407,401,2925,0.16033,0.18782
2013,3rd Quintile,Rural regions,Often,0.12203,258,1901,0.10731,0.13674
2013,3rd Quintile,Rural regions,Sometimes,0.33611,655,1901,0.31487,0.35735
2013,3rd Quintile,Rural regions,Seldom,0.34923,675,1901,0.32780,0.37067
2013,3rd Quintile,Rural regions,Never,0.17929,313,1901,0.16204,0.19654
2013,4th Quintile,Urban regions,Very often,0.02670,84,3059,0.02098,0.03241
2013,4th Quintile,Urban regions,Often,0.15968,531,3059,0.14670,0.17267
2013,4th Quintile,Urban regions,Sometimes,0.36383,1140,3059,0.34678,0.38088
2013,4th Quintile,Urban regions,Seldom,0.33183,968,3059,0.31514,0.34852
2013,4th Quintile,Urban regions,Never,0.11796,336,3059,0.10653,0.12939
2013,4th Quintile,Rural regions,Often,0.12813,236,1738,0.11241,0.14385
2013,4th Quintile,Rural regions,Sometimes,0.36713,677,1738,0.34446,0.38980
2013,4th Quintile,Rural regions,Seldom,0.35562,619,1738,0.33311,0.37813
2013,4th Quintile,Rural regions,Never,0.13433,206,1738,0.11829,0.15036
2013,5th Quintile,Urban regions,Very often,0.02708,120,4103,0.02211,0.03204
2013,5th Quintile,Urban regions,Often,0.17301,741,4103,0.16144,0.18459
2013,5th Quintile,Urban regions,Sometimes,0.39193,1599,4103,0.37699,0.40687
2013,5th Quintile,Urban regions,Seldom,0.31526,1282,4103,0.30104,0.32947
2013,5th Quintile,Urban regions,Never,0.09273,361,4103,0.08385,0.10160
2013,5th Quintile,Rural regions,Very often,0.02804,36,1361,0.01927,0.03682
2013,5th Quintile,Rural regions,Often,0.15768,229,1361,0.13832,0.17705
2013,5th Quintile,Rural regions,Sometimes,0.37513,511,1361,0.34940,0.40086
2013,5th Quintile,Rural regions,Seldom,0.33805,457,1361,0.31291,0.36319
2013,5th Quintile,Rural regions,Never,0.10109,128,1361,0.08507,0.11711
2018,1st Quintile,Urban regions,Very often,0.05180,163,2929,0.04377,0.05983
2018,1st Quintile,Urban regions,Often,0.17778,510,2929,0.16393,0.19163
2018,1st Quintile,Urban regions,Sometimes,0.27413,916,2929,0.25797,0.29029
2018,1st Quintile,Urban regions,Seldom,0.26855,734,2929,0.25250,0.28461
2018,1st Quintile,Urban regions,Never,0.22774,606,2929,0.21255,0.24293
2018,1st Quintile,Rural regions,Very often,0.04542,60,1785,0.03576,0.05508
2018,1st Quintile,Rural regions,Often,0.12608,219,1785,0.11067,0.14148
2018,1st Quintile,Rural regions,Sometimes,0.30764,551,1785,0.28623,0.32906
2018,1st Quintile,Rural regions,Seldom,0.25635,492,1785,0.23609,0.27661
2018,1st Quintile,Rural regions,Never,0.26451,463,1785,0.24404,0.28498
2018,2nd Quintile,Urban regions,Very often,0.03214,120,3108,0.02594,0.03835
2018,2nd Quintile,Urban regions,Often,0.13856,514,3108,0.12641,0.15070
2018,2nd Quintile,Urban regions,Sometimes,0.32260,1020,3108,0.30616,0.33904
2018,2nd Quintile,Urban regions,Seldom,0.28747,874,3108,0.27156,0.30338
2018,2nd Quintile,Urban regions,Never,0.21923,580,3108,0.20468,0.23378
2018,2nd Quintile,Rural regions,Very often,0.01779,37,2009,0.01201,0.02357
2018,2nd Quintile,Rural regions,Often,0.12343,248,2009,0.10904,0.13782
2018,2nd Quintile,Rural regions,Sometimes,0.33390,675,2009,0.31327,0.35453
2018,2nd Quintile,Rural regions,Seldom,0.33793,644,2009,0.31724,0.35862
2018,2nd Quintile,Rural regions,Never,0.18695,405,2009,0.16990,0.20400
2018,3rd Quintile,Urban regions,Very often,0.03494,107,2908,0.02826,0.04161
2018,3rd Quintile,Urban regions,Often,0.18188,512,2908,0.16786,0.19590
2018,3rd Quintile,Urban regions,Sometimes,0.32879,1029,2908,0.31171,0.34586
2018,3rd Quintile,Urban regions,Seldom,0.31038,876,2908,0.29356,0.32720
2018,3rd Quintile,Urban regions,Never,0.14401,384,2908,0.13125,0.15677
2018,3rd Quintile,Rural regions,Very often,0.02505,49,1826,0.01788,0.03222
2018,3rd Quintile,Rural regions,Often,0.13263,234,1826,0.11707,0.14819
2018,3rd Quintile,Rural regions,Sometimes,0.34118,633,1826,0.31943,0.36293
2018,3rd Quintile,Rural regions,Seldom,0.33572,624,1826,0.31405,0.35739
2018,3rd Quintile,Rural regions,Never,0.16542,286,1826,0.14837,0.18247
2018,4th Quintile,Urban regions,Very often,0.03634,104,3041,0.02969,0.04300
2018,4th Quintile,Urban regions,Often,0.17216,563,3041,0.15874,0.18558
2018,4th Quintile,Urban regions,Sometimes,0.38390,1182,3041,0.36661,0.40119
2018,4th Quintile,Urban regions,Seldom,0.29777,896,3041,0.28151,0.31402
2018,4th Quintile,Urban regions,Never,0.10982,296,3041,0.09871,0.12094
2018,4th Quintile,Rural regions,Very often,0.02098,51,1657,0.01408,0.02788
2018,4th Quintile,Rural regions,Often,0.19159,269,1657,0.17263,0.21054
2018,4th Quintile,Rural regions,Sometimes,0.36847,615,1657,0.34524,0.39171
2018,4th Quintile,Rural regions,Seldom,0.32004,548,1657,0.29758,0.34251
2018,4th Quintile,Rural regions,Never,0.09892,174,1657,0.08454,0.11330
2018,5th Quintile,Urban regions,Very often,0.04429,164,3703,0.03766,0.05092
2018,5th Quintile,Urban regions,Often,0.19412,740,3703,0.18138,0.20687
2018,5th Quintile,Urban regions,Sometimes,0.39337,1426,3703,0.37764,0.40911
2018,5th Quintile,Urban regions,Seldom,0.28890,1102,3703,0.27430,0.30350
2018,5th Quintile,Urban regions,Never,0.07931,271,3703,0.07060,0.08801
2018,5th Quintile,Rural regions,Very often,0.02137,46,1350,0.01365,0.02909
2018,5th Quintile,Rural regions,Often,0.19058,244,1350,0.16962,0.21154
2018,5th Quintile,Rural regions,Sometimes,0.35821,511,1350,0.33263,0.38380
2018,5th Quintile,Rural regions,Seldom,0.33466,448,1350,0.30947,0.35984
2018,5th Quintile,Rural regions,Never,0.09518,101,1350,0.07952,0.11084
