year,pgisced97,regtyp,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Post-secondary Non-tertiary Level,Rural regions,Often,0.12949,61,479,0.09939,0.15959
2013,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.32090,189,479,0.27905,0.36275
2013,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.31879,180,479,0.27701,0.36056
2013,Post-secondary Non-tertiary Level,Rural regions,Never,0.07341,49,479,0.05003,0.09679
2013,First Stage of Tertiary Education,Urban regions,Often,0.12888,144,967,0.10775,0.15001
2013,First Stage of Tertiary Education,Urban regions,Sometimes,0.35412,358,967,0.32396,0.38428
2013,First Stage of Tertiary Education,Urban regions,Seldom,0.35503,365,967,0.32485,0.38521
2013,First Stage of Tertiary Education,Urban regions,Never,0.11712,100,967,0.09684,0.13740
2013,First Stage of Tertiary Education,Rural regions,Often,0.11841,95,667,0.09387,0.14295
2013,First Stage of Tertiary Education,Rural regions,Sometimes,0.38332,245,667,0.34640,0.42025
2013,First Stage of Tertiary Education,Rural regions,Seldom,0.32388,235,667,0.28834,0.35942
2013,First Stage of Tertiary Education,Rural regions,Never,0.14827,92,667,0.12128,0.17526
2013,Second Stage of Tertiary Education,Urban regions,Very often,0.03118,149,4168,0.02590,0.03646
2013,Second Stage of Tertiary Education,Urban regions,Often,0.18172,867,4168,0.17001,0.19343
2013,Second Stage of Tertiary Education,Urban regions,Sometimes,0.35602,1668,4168,0.34148,0.37056
2013,Second Stage of Tertiary Education,Urban regions,Seldom,0.27339,1186,4168,0.25985,0.28692
2013,Second Stage of Tertiary Education,Urban regions,Never,0.06330,298,4168,0.05591,0.07070
2013,Second Stage of Tertiary Education,Rural regions,Very often,0.02083,38,1648,0.01393,0.02773
2013,Second Stage of Tertiary Education,Rural regions,Often,0.15911,260,1648,0.14144,0.17678
2013,Second Stage of Tertiary Education,Rural regions,Sometimes,0.35131,655,1648,0.32825,0.37436
2013,Second Stage of Tertiary Education,Rural regions,Seldom,0.31156,549,1648,0.28919,0.33393
2013,Second Stage of Tertiary Education,Rural regions,Never,0.09427,146,1648,0.08016,0.10838
2018,Pre-primary Level,Urban regions,Often,0.15842,79,217,0.10973,0.20712
2018,Pre-primary Level,Urban regions,Sometimes,0.18248,79,217,0.13097,0.23399
2018,Pre-primary Level,Urban regions,Seldom,0.16126,59,217,0.11221,0.21031
2018,Pre-primary Level,Rural regions,Sometimes,0.22235,39,39,0.09014,0.35456
2018,Primary Level,Urban regions,Often,0.13714,53,336,0.10031,0.17398
2018,Primary Level,Urban regions,Sometimes,0.20131,98,336,0.15837,0.24425
2018,Primary Level,Urban regions,Seldom,0.20090,80,336,0.15800,0.24381
2018,Primary Level,Urban regions,Never,0.29740,105,336,0.24845,0.34635
2018,Primary Level,Rural regions,Sometimes,0.17365,31,113,0.10349,0.24381
2018,Primary Level,Rural regions,Seldom,0.26968,38,113,0.18748,0.35187
2018,Primary Level,Rural regions,Never,0.28088,44,113,0.19765,0.36412
2018,Lower Secondary Level,Urban regions,Very often,0.03396,79,1710,0.02537,0.04255
2018,Lower Secondary Level,Urban regions,Often,0.10061,246,1710,0.08635,0.11487
2018,Lower Secondary Level,Urban regions,Sometimes,0.27963,508,1710,0.25835,0.30091
2018,Lower Secondary Level,Urban regions,Seldom,0.29898,479,1710,0.27728,0.32069
2018,Lower Secondary Level,Urban regions,Never,0.23656,398,1710,0.21641,0.25670
2018,Lower Secondary Level,Rural regions,Often,0.10422,119,948,0.08476,0.12368
2018,Lower Secondary Level,Rural regions,Sometimes,0.30080,299,948,0.27159,0.33001
2018,Lower Secondary Level,Rural regions,Seldom,0.27799,290,948,0.24945,0.30652
2018,Lower Secondary Level,Rural regions,Never,0.23889,240,948,0.21173,0.26605
2018,Upper Secondary Level,Urban regions,Very often,0.03873,286,6916,0.03418,0.04328
2018,Upper Secondary Level,Urban regions,Often,0.15537,1116,6916,0.14683,0.16391
2018,Upper Secondary Level,Urban regions,Sometimes,0.32036,2299,6916,0.30936,0.33136
2018,Upper Secondary Level,Urban regions,Seldom,0.29439,2055,6916,0.28365,0.30513
2018,Upper Secondary Level,Urban regions,Never,0.18178,1160,6916,0.17269,0.19087
2018,Upper Secondary Level,Rural regions,Very often,0.02097,110,4585,0.01682,0.02512
2018,Upper Secondary Level,Rural regions,Often,0.13892,580,4585,0.12891,0.14894
2018,Upper Secondary Level,Rural regions,Sometimes,0.33290,1538,4585,0.31926,0.34654
2018,Upper Secondary Level,Rural regions,Seldom,0.32757,1524,4585,0.31399,0.34116
2018,Upper Secondary Level,Rural regions,Never,0.17622,833,4585,0.16519,0.18724
2018,Post-secondary Non-tertiary Level,Urban regions,Very often,0.05094,61,1516,0.03987,0.06201
2018,Post-secondary Non-tertiary Level,Urban regions,Often,0.19912,308,1516,0.17901,0.21923
2018,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.37701,579,1516,0.35261,0.40141
2018,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.26048,397,1516,0.23838,0.28258
2018,Post-secondary Non-tertiary Level,Urban regions,Never,0.10979,171,1516,0.09405,0.12554
2018,Post-secondary Non-tertiary Level,Rural regions,Often,0.20367,95,585,0.17101,0.23633
2018,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.31632,217,585,0.27860,0.35403
2018,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.31749,185,585,0.27973,0.35524
2018,Post-secondary Non-tertiary Level,Rural regions,Never,0.11316,88,585,0.08746,0.13885
2018,First Stage of Tertiary Education,Urban regions,Often,0.17912,149,821,0.15287,0.20536
2018,First Stage of Tertiary Education,Urban regions,Sometimes,0.37497,326,821,0.34184,0.40811
2018,First Stage of Tertiary Education,Urban regions,Seldom,0.30986,262,821,0.27820,0.34151
2018,First Stage of Tertiary Education,Urban regions,Never,0.10813,84,821,0.08688,0.12939
2018,First Stage of Tertiary Education,Rural regions,Often,0.17107,92,586,0.14056,0.20159
2018,First Stage of Tertiary Education,Rural regions,Sometimes,0.34980,206,586,0.31115,0.38844
2018,First Stage of Tertiary Education,Rural regions,Seldom,0.30922,198,586,0.27176,0.34667
2018,First Stage of Tertiary Education,Rural regions,Never,0.14127,90,586,0.11304,0.16949
2018,Second Stage of Tertiary Education,Urban regions,Very often,0.03917,208,4604,0.03356,0.04477
2018,Second Stage of Tertiary Education,Urban regions,Often,0.21741,987,4604,0.20549,0.22932
2018,Second Stage of Tertiary Education,Urban regions,Sometimes,0.38733,1815,4604,0.37326,0.40141
2018,Second Stage of Tertiary Education,Urban regions,Seldom,0.28045,1275,4604,0.26747,0.29343
2018,Second Stage of Tertiary Education,Urban regions,Never,0.06897,319,4604,0.06165,0.07629
2018,Second Stage of Tertiary Education,Rural regions,Very often,0.03532,66,1743,0.02665,0.04398
2018,Second Stage of Tertiary Education,Rural regions,Often,0.18681,299,1743,0.16851,0.20512
2018,Second Stage of Tertiary Education,Rural regions,Sometimes,0.37735,676,1743,0.35459,0.40011
2018,Second Stage of Tertiary Education,Rural regions,Seldom,0.30769,538,1743,0.28602,0.32936
2018,Second Stage of Tertiary Education,Rural regions,Never,0.08579,164,1743,0.07264,0.09894
