year,bula_h,sex,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,North Rhine-Westphalia,female,Seldom,0.23819,559,2391,0.22111,0.25527
2003,North Rhine-Westphalia,female,Never,0.22118,429,2391,0.20454,0.23782
2003,Hesse,male,Very often,0.07902,42,724,0.05935,0.09868
2003,Hesse,male,Often,0.17314,131,724,0.14556,0.20073
2003,Hesse,male,Sometimes,0.33930,253,724,0.30478,0.37381
2003,Hesse,male,Seldom,0.24130,186,724,0.21011,0.27249
2003,Hesse,male,Never,0.16724,112,724,0.14004,0.19445
2003,Hesse,female,Often,0.16695,143,734,0.13995,0.19395
2003,Hesse,female,Sometimes,0.33096,271,734,0.29689,0.36503
2003,Hesse,female,Seldom,0.26221,196,734,0.23037,0.29405
2003,Hesse,female,Never,0.20115,124,734,0.17213,0.23017
2003,"Rhineland-Palatinate, Saarland",male,Often,0.18369,112,600,0.15268,0.21470
2003,"Rhineland-Palatinate, Saarland",male,Sometimes,0.31771,201,600,0.28042,0.35499
2003,"Rhineland-Palatinate, Saarland",male,Seldom,0.26306,165,600,0.22780,0.29832
2003,"Rhineland-Palatinate, Saarland",male,Never,0.20135,122,600,0.16924,0.23346
2003,"Rhineland-Palatinate, Saarland",female,Often,0.18329,139,676,0.15410,0.21248
2003,"Rhineland-Palatinate, Saarland",female,Sometimes,0.29404,215,676,0.25967,0.32842
2003,"Rhineland-Palatinate, Saarland",female,Seldom,0.24160,170,676,0.20931,0.27389
2003,"Rhineland-Palatinate, Saarland",female,Never,0.25386,152,676,0.22102,0.28669
2003,Baden-Wuerttemberg,male,Very often,0.03706,43,1302,0.02680,0.04733
2003,Baden-Wuerttemberg,male,Often,0.13792,176,1302,0.11918,0.15666
2003,Baden-Wuerttemberg,male,Sometimes,0.36492,472,1302,0.33876,0.39108
2003,Baden-Wuerttemberg,male,Seldom,0.29188,388,1302,0.26718,0.31659
2003,Baden-Wuerttemberg,male,Never,0.16821,223,1302,0.14789,0.18854
2003,Baden-Wuerttemberg,female,Very often,0.03493,54,1374,0.02522,0.04465
2003,Baden-Wuerttemberg,female,Often,0.15012,219,1374,0.13122,0.16901
2003,Baden-Wuerttemberg,female,Sometimes,0.33178,483,1374,0.30687,0.35669
2003,Baden-Wuerttemberg,female,Seldom,0.29311,369,1374,0.26903,0.31719
2003,Baden-Wuerttemberg,female,Never,0.19006,249,1374,0.16931,0.21081
2003,Bavaria,male,Very often,0.03894,51,1469,0.02905,0.04884
2003,Bavaria,male,Often,0.16093,243,1469,0.14214,0.17973
2003,Bavaria,male,Sometimes,0.30227,484,1469,0.27878,0.32577
2003,Bavaria,male,Seldom,0.28748,441,1469,0.26433,0.31063
2003,Bavaria,male,Never,0.21037,250,1469,0.18952,0.23122
2003,Bavaria,female,Very often,0.04376,77,1642,0.03387,0.05366
2003,Bavaria,female,Often,0.14192,255,1642,0.12504,0.15881
2003,Bavaria,female,Sometimes,0.31545,555,1642,0.29296,0.33793
2003,Bavaria,female,Seldom,0.28708,483,1642,0.26519,0.30897
2003,Bavaria,female,Never,0.21178,272,1642,0.19201,0.23155
2003,Berlin,male,Often,0.20099,81,377,0.16048,0.24149
2003,Berlin,male,Sometimes,0.37008,147,377,0.32128,0.41888
2003,Berlin,male,Seldom,0.22871,101,377,0.18626,0.27117
2003,Berlin,male,Never,0.13826,48,377,0.10337,0.17315
2003,Berlin,female,Often,0.16871,81,387,0.13135,0.20607
2003,Berlin,female,Sometimes,0.36619,145,387,0.31813,0.41425
2003,Berlin,female,Seldom,0.24278,108,387,0.20001,0.28556
2003,Berlin,female,Never,0.17648,53,387,0.13845,0.21452
2003,Brandenburg,male,Often,0.13576,56,437,0.10360,0.16791
2003,Brandenburg,male,Sometimes,0.33798,168,437,0.29358,0.38238
2003,Brandenburg,male,Seldom,0.27605,126,437,0.23409,0.31801
2003,Brandenburg,male,Never,0.21108,87,437,0.17278,0.24939
2003,Brandenburg,female,Often,0.11672,62,459,0.08731,0.14613
2003,Brandenburg,female,Sometimes,0.34623,177,459,0.30265,0.38980
2003,Brandenburg,female,Seldom,0.25817,127,459,0.21809,0.29825
2003,Brandenburg,female,Never,0.21663,93,459,0.17890,0.25435
2003,Mecklenburg-Western Pomerania,male,Often,0.17026,45,238,0.12240,0.21811
2003,Mecklenburg-Western Pomerania,male,Sometimes,0.36256,86,238,0.30135,0.42376
2003,Mecklenburg-Western Pomerania,male,Seldom,0.30123,76,238,0.24281,0.35964
2003,Mecklenburg-Western Pomerania,male,Never,0.16239,31,238,0.11543,0.20934
2003,Mecklenburg-Western Pomerania,female,Often,0.13397,44,271,0.09334,0.17460
2003,Mecklenburg-Western Pomerania,female,Sometimes,0.30026,92,271,0.24559,0.35494
2003,Mecklenburg-Western Pomerania,female,Seldom,0.28639,84,271,0.23247,0.34032
2003,Mecklenburg-Western Pomerania,female,Never,0.23498,51,271,0.18441,0.28556
2003,Saxony,male,Often,0.14697,123,762,0.12181,0.17213
2003,Saxony,male,Sometimes,0.34346,278,762,0.30972,0.37720
2003,Saxony,male,Seldom,0.30611,235,762,0.27336,0.33885
2003,Saxony,male,Never,0.17547,126,762,0.14844,0.20249
2003,Saxony,female,Often,0.17526,143,796,0.14883,0.20169
2003,Saxony,female,Sometimes,0.29836,260,796,0.26655,0.33016
2003,Saxony,female,Seldom,0.28391,233,796,0.25257,0.31526
2003,Saxony,female,Never,0.22317,160,796,0.19423,0.25211
2003,Saxony-Anhalt,male,Often,0.20256,86,417,0.16394,0.24118
2003,Saxony-Anhalt,male,Sometimes,0.24783,111,417,0.20634,0.28932
2003,Saxony-Anhalt,male,Seldom,0.30155,133,417,0.25745,0.34566
2003,Saxony-Anhalt,male,Never,0.22109,87,417,0.18121,0.26096
2003,Saxony-Anhalt,female,Often,0.15572,87,475,0.12307,0.18836
2003,Saxony-Anhalt,female,Sometimes,0.23211,130,475,0.19411,0.27012
2003,Saxony-Anhalt,female,Seldom,0.28377,146,475,0.24318,0.32436
2003,Saxony-Anhalt,female,Never,0.29488,112,475,0.25383,0.33593
2003,Thuringa,male,Often,0.13637,55,451,0.10467,0.16808
2003,Thuringa,male,Sometimes,0.31029,172,451,0.26755,0.35304
2003,Thuringa,male,Seldom,0.29116,141,451,0.24919,0.33314
2003,Thuringa,male,Never,0.22127,83,451,0.18292,0.25963
2003,Thuringa,female,Often,0.10227,64,475,0.07499,0.12955
2003,Thuringa,female,Sometimes,0.28327,152,475,0.24271,0.32384
2003,Thuringa,female,Seldom,0.31776,163,475,0.27584,0.35968
2003,Thuringa,female,Never,0.26940,96,475,0.22946,0.30934
2008,Schleswig-Holstein,male,Often,0.14801,38,256,0.10442,0.19159
2008,Schleswig-Holstein,male,Sometimes,0.29234,72,256,0.23651,0.34817
2008,Schleswig-Holstein,male,Seldom,0.38282,96,256,0.32316,0.44248
2008,Schleswig-Holstein,male,Never,0.16780,50,256,0.12193,0.21366
2008,Schleswig-Holstein,female,Often,0.20416,54,281,0.15695,0.25138
2008,Schleswig-Holstein,female,Sometimes,0.26542,83,281,0.21370,0.31714
2008,Schleswig-Holstein,female,Seldom,0.31470,88,281,0.26031,0.36910
2008,Schleswig-Holstein,female,Never,0.17966,56,281,0.13469,0.22462
2008,Hamburg,male,Sometimes,0.32377,46,80,0.22058,0.42695
2008,Hamburg,male,Seldom,0.27462,34,80,0.17620,0.37304
2008,Hamburg,female,Sometimes,0.42818,58,89,0.32479,0.53156
2008,Hamburg,female,Seldom,0.17656,31,89,0.09689,0.25622
2008,Lower Saxony,male,Often,0.17695,137,804,0.15055,0.20334
2008,Lower Saxony,male,Sometimes,0.32725,295,804,0.29479,0.35970
2008,Lower Saxony,male,Seldom,0.28423,243,804,0.25303,0.31542
2008,Lower Saxony,male,Never,0.17440,129,804,0.14815,0.20065
2008,Lower Saxony,female,Very often,0.03905,38,894,0.02635,0.05176
2008,Lower Saxony,female,Often,0.16993,161,894,0.14530,0.19456
2008,Lower Saxony,female,Sometimes,0.34625,313,894,0.31505,0.37746
2008,Lower Saxony,female,Seldom,0.27523,229,894,0.24593,0.30452
2008,Lower Saxony,female,Never,0.16954,153,894,0.14493,0.19415
2008,Bremen,female,Sometimes,0.43388,35,35,0.26729,0.60047
2008,North Rhine-Westphalia,male,Very often,0.02828,45,1860,0.02074,0.03582
2008,North Rhine-Westphalia,male,Often,0.16335,290,1860,0.14654,0.18015
2008,North Rhine-Westphalia,male,Sometimes,0.33600,623,1860,0.31453,0.35747
2008,North Rhine-Westphalia,male,Seldom,0.29793,592,1860,0.27714,0.31872
2008,North Rhine-Westphalia,male,Never,0.17444,310,1860,0.15719,0.19169
2008,North Rhine-Westphalia,female,Very often,0.02690,64,2059,0.01991,0.03389
2008,North Rhine-Westphalia,female,Often,0.15307,335,2059,0.13751,0.16863
2008,North Rhine-Westphalia,female,Sometimes,0.31399,690,2059,0.29393,0.33404
2008,North Rhine-Westphalia,female,Seldom,0.27448,550,2059,0.25520,0.29376
2008,North Rhine-Westphalia,female,Never,0.23156,420,2059,0.21334,0.24979
2008,Hesse,male,Often,0.15081,98,601,0.12218,0.17945
2008,Hesse,male,Sometimes,0.35283,214,601,0.31459,0.39106
2008,Hesse,male,Seldom,0.30573,192,601,0.26886,0.34259
2008,Hesse,male,Never,0.15359,97,601,0.12474,0.18244
2008,Hesse,female,Often,0.16191,114,647,0.13350,0.19032
2008,Hesse,female,Sometimes,0.36437,257,647,0.32726,0.40148
2008,Hesse,female,Seldom,0.24063,169,647,0.20767,0.27360
2008,Hesse,female,Never,0.19125,107,647,0.16093,0.22158
2008,"Rhineland-Palatinate, Saarland",male,Often,0.12445,64,463,0.09435,0.15455
2008,"Rhineland-Palatinate, Saarland",male,Sometimes,0.32391,149,463,0.28123,0.36658
2008,"Rhineland-Palatinate, Saarland",male,Seldom,0.28453,135,463,0.24338,0.32567
2008,"Rhineland-Palatinate, Saarland",male,Never,0.23008,115,463,0.19170,0.26845
2008,"Rhineland-Palatinate, Saarland",female,Often,0.13861,100,570,0.11022,0.16701
2008,"Rhineland-Palatinate, Saarland",female,Sometimes,0.35871,200,570,0.31930,0.39812
2008,"Rhineland-Palatinate, Saarland",female,Seldom,0.25152,152,570,0.21587,0.28717
2008,"Rhineland-Palatinate, Saarland",female,Never,0.22208,118,570,0.18792,0.25623
2008,Baden-Wuerttemberg,male,Very often,0.03670,40,1131,0.02574,0.04767
2008,Baden-Wuerttemberg,male,Often,0.15242,180,1131,0.13146,0.17338
2008,Baden-Wuerttemberg,male,Sometimes,0.35565,396,1131,0.32774,0.38356
2008,Baden-Wuerttemberg,male,Seldom,0.30185,357,1131,0.27508,0.32861
2008,Baden-Wuerttemberg,male,Never,0.15338,158,1131,0.13236,0.17439
2008,Baden-Wuerttemberg,female,Very often,0.02645,43,1215,0.01743,0.03548
2008,Baden-Wuerttemberg,female,Often,0.15306,222,1215,0.13280,0.17331
2008,Baden-Wuerttemberg,female,Sometimes,0.35987,441,1215,0.33287,0.38687
2008,Baden-Wuerttemberg,female,Seldom,0.28567,341,1215,0.26026,0.31108
2008,Baden-Wuerttemberg,female,Never,0.17495,168,1215,0.15358,0.19632
2008,Bavaria,male,Often,0.12203,176,1273,0.10404,0.14001
2008,Bavaria,male,Sometimes,0.31856,430,1273,0.29295,0.34416
2008,Bavaria,male,Seldom,0.33102,447,1273,0.30516,0.35689
2008,Bavaria,male,Never,0.20311,220,1273,0.18100,0.22522
2008,Bavaria,female,Very often,0.04712,62,1427,0.03612,0.05812
2008,Bavaria,female,Often,0.14510,224,1427,0.12682,0.16338
2008,Bavaria,female,Sometimes,0.32447,485,1427,0.30017,0.34877
2008,Bavaria,female,Seldom,0.27978,403,1427,0.25648,0.30308
2008,Bavaria,female,Never,0.20353,253,1427,0.18263,0.22443
2008,Berlin,male,Often,0.23149,69,318,0.18505,0.27792
2008,Berlin,male,Sometimes,0.33216,104,318,0.28031,0.38401
2008,Berlin,male,Seldom,0.23953,93,318,0.19255,0.28652
2008,Berlin,male,Never,0.16983,52,318,0.12849,0.21116
2008,Berlin,female,Often,0.14075,62,368,0.10517,0.17633
2008,Berlin,female,Sometimes,0.36671,147,368,0.31740,0.41601
2008,Berlin,female,Seldom,0.27457,94,368,0.22891,0.32023
2008,Berlin,female,Never,0.18661,65,368,0.14675,0.22647
2008,Brandenburg,male,Often,0.15057,58,379,0.11452,0.18662
2008,Brandenburg,male,Sometimes,0.31200,121,379,0.26529,0.35871
2008,Brandenburg,male,Seldom,0.33025,124,379,0.28284,0.37766
2008,Brandenburg,male,Never,0.18398,76,379,0.14492,0.22304
2008,Brandenburg,female,Often,0.13554,59,405,0.10216,0.16892
2008,Brandenburg,female,Sometimes,0.32868,149,405,0.28288,0.37449
2008,Brandenburg,female,Seldom,0.26706,109,405,0.22392,0.31020
2008,Brandenburg,female,Never,0.21599,88,405,0.17586,0.25612
2008,Mecklenburg-Western Pomerania,male,Sometimes,0.36909,83,201,0.30222,0.43597
2008,Mecklenburg-Western Pomerania,male,Seldom,0.33268,81,201,0.26738,0.39798
2008,Mecklenburg-Western Pomerania,male,Never,0.16832,37,201,0.11646,0.22017
2008,Mecklenburg-Western Pomerania,female,Often,0.11588,33,242,0.07547,0.15629
2008,Mecklenburg-Western Pomerania,female,Sometimes,0.31958,81,242,0.26071,0.37846
2008,Mecklenburg-Western Pomerania,female,Seldom,0.33329,86,242,0.27378,0.39281
2008,Mecklenburg-Western Pomerania,female,Never,0.19242,42,242,0.14265,0.24219
2008,Saxony,male,Often,0.15240,100,685,0.12546,0.17933
2008,Saxony,male,Sometimes,0.38702,269,685,0.35052,0.42352
2008,Saxony,male,Seldom,0.28859,208,685,0.25464,0.32255
2008,Saxony,male,Never,0.15687,108,685,0.12962,0.18413
2008,Saxony,female,Often,0.17184,117,709,0.14405,0.19963
2008,Saxony,female,Sometimes,0.30515,237,709,0.27123,0.33907
2008,Saxony,female,Seldom,0.32902,226,709,0.29441,0.36363
2008,Saxony,female,Never,0.17352,129,709,0.14562,0.20141
2008,Saxony-Anhalt,male,Often,0.13999,59,389,0.10546,0.17451
2008,Saxony-Anhalt,male,Sometimes,0.34435,139,389,0.29707,0.39163
2008,Saxony-Anhalt,male,Seldom,0.33962,132,389,0.29250,0.38674
2008,Saxony-Anhalt,male,Never,0.16386,59,389,0.12703,0.20069
2008,Saxony-Anhalt,female,Often,0.13126,63,406,0.09837,0.16414
2008,Saxony-Anhalt,female,Sometimes,0.33390,146,406,0.28797,0.37984
2008,Saxony-Anhalt,female,Seldom,0.27464,123,406,0.23117,0.31811
2008,Saxony-Anhalt,female,Never,0.22253,74,406,0.18202,0.26304
2008,Thuringa,male,Often,0.13420,56,415,0.10137,0.16704
2008,Thuringa,male,Sometimes,0.31754,136,415,0.27270,0.36238
2008,Thuringa,male,Seldom,0.34019,141,415,0.29455,0.38582
2008,Thuringa,male,Never,0.19651,82,415,0.15824,0.23479
2008,Thuringa,female,Often,0.10969,51,437,0.08036,0.13903
2008,Thuringa,female,Sometimes,0.28686,140,437,0.24441,0.32932
2008,Thuringa,female,Seldom,0.33186,144,437,0.28766,0.37606
2008,Thuringa,female,Never,0.25048,102,437,0.20981,0.29115
2013,Schleswig-Holstein,male,Often,0.15617,64,391,0.12014,0.19220
2013,Schleswig-Holstein,male,Sometimes,0.36778,143,391,0.31992,0.41563
2013,Schleswig-Holstein,male,Seldom,0.34640,141,391,0.29917,0.39362
2013,Schleswig-Holstein,male,Never,0.09931,43,391,0.06962,0.12899
2013,Schleswig-Holstein,female,Often,0.15578,83,487,0.12354,0.18802
2013,Schleswig-Holstein,female,Sometimes,0.37121,189,487,0.32825,0.41416
2013,Schleswig-Holstein,female,Seldom,0.32798,162,487,0.28624,0.36972
2013,Schleswig-Holstein,female,Never,0.13028,53,487,0.10035,0.16020
2013,Hamburg,male,Often,0.18500,32,155,0.12367,0.24633
2013,Hamburg,male,Sometimes,0.34924,69,155,0.27395,0.42454
2013,Hamburg,male,Seldom,0.32793,54,155,0.25379,0.40208
2013,Hamburg,female,Often,0.15950,40,189,0.10716,0.21184
2013,Hamburg,female,Sometimes,0.35699,91,189,0.28850,0.42548
2013,Hamburg,female,Seldom,0.28231,58,189,0.21797,0.34666
2013,Lower Saxony,male,Very often,0.02174,31,1098,0.01311,0.03036
2013,Lower Saxony,male,Often,0.12805,139,1098,0.10828,0.14783
2013,Lower Saxony,male,Sometimes,0.34078,376,1098,0.31273,0.36883
2013,Lower Saxony,male,Seldom,0.34638,383,1098,0.31822,0.37454
2013,Lower Saxony,male,Never,0.16305,169,1098,0.14119,0.18491
2013,Lower Saxony,female,Very often,0.02363,36,1347,0.01552,0.03175
2013,Lower Saxony,female,Often,0.14058,214,1347,0.12201,0.15915
2013,Lower Saxony,female,Sometimes,0.31786,473,1347,0.29298,0.34273
2013,Lower Saxony,female,Seldom,0.33100,420,1347,0.30586,0.35614
2013,Lower Saxony,female,Never,0.18694,204,1347,0.16611,0.20777
2013,Bremen,female,Sometimes,0.44061,48,48,0.29867,0.58254
2013,North Rhine-Westphalia,male,Very often,0.02046,51,2314,0.01469,0.02623
2013,North Rhine-Westphalia,male,Often,0.16027,377,2314,0.14532,0.17522
2013,North Rhine-Westphalia,male,Sometimes,0.33364,771,2314,0.31443,0.35286
2013,North Rhine-Westphalia,male,Seldom,0.32024,748,2314,0.30123,0.33926
2013,North Rhine-Westphalia,male,Never,0.16539,367,2314,0.15024,0.18053
2013,North Rhine-Westphalia,female,Very often,0.03265,85,2784,0.02605,0.03926
2013,North Rhine-Westphalia,female,Often,0.16647,490,2784,0.15263,0.18031
2013,North Rhine-Westphalia,female,Sometimes,0.32566,960,2784,0.30825,0.34307
2013,North Rhine-Westphalia,female,Seldom,0.28652,812,2784,0.26972,0.30332
2013,North Rhine-Westphalia,female,Never,0.18869,437,2784,0.17415,0.20323
2013,Hesse,male,Often,0.15962,131,767,0.13368,0.18556
2013,Hesse,male,Sometimes,0.32533,273,767,0.29215,0.35851
2013,Hesse,male,Seldom,0.36368,281,767,0.32961,0.39775
2013,Hesse,male,Never,0.12435,82,767,0.10098,0.14771
2013,Hesse,female,Very often,0.03271,36,944,0.02135,0.04406
2013,Hesse,female,Often,0.14890,166,944,0.12618,0.17162
2013,Hesse,female,Sometimes,0.34938,365,944,0.31895,0.37981
2013,Hesse,female,Seldom,0.31342,265,944,0.28381,0.34303
2013,Hesse,female,Never,0.15560,112,944,0.13247,0.17874
2013,"Rhineland-Palatinate, Saarland",male,Often,0.16817,111,601,0.13825,0.19810
2013,"Rhineland-Palatinate, Saarland",male,Sometimes,0.33505,189,601,0.29729,0.37282
2013,"Rhineland-Palatinate, Saarland",male,Seldom,0.32503,199,601,0.28755,0.36251
2013,"Rhineland-Palatinate, Saarland",male,Never,0.16044,102,601,0.13107,0.18980
2013,"Rhineland-Palatinate, Saarland",female,Often,0.15301,138,757,0.12735,0.17867
2013,"Rhineland-Palatinate, Saarland",female,Sometimes,0.33204,265,757,0.29847,0.36561
2013,"Rhineland-Palatinate, Saarland",female,Seldom,0.27896,226,757,0.24699,0.31093
2013,"Rhineland-Palatinate, Saarland",female,Never,0.20587,128,757,0.17705,0.23469
2013,Baden-Wuerttemberg,male,Very often,0.02522,37,1370,0.01692,0.03353
2013,Baden-Wuerttemberg,male,Often,0.15597,214,1370,0.13675,0.17519
2013,Baden-Wuerttemberg,male,Sometimes,0.34572,502,1370,0.32053,0.37092
2013,Baden-Wuerttemberg,male,Seldom,0.34440,444,1370,0.31923,0.36957
2013,Baden-Wuerttemberg,male,Never,0.12868,173,1370,0.11094,0.14642
2013,Baden-Wuerttemberg,female,Very often,0.02130,44,1634,0.01430,0.02830
2013,Baden-Wuerttemberg,female,Often,0.14181,306,1634,0.12489,0.15873
2013,Baden-Wuerttemberg,female,Sometimes,0.34660,608,1634,0.32352,0.36968
2013,Baden-Wuerttemberg,female,Seldom,0.32702,460,1634,0.30426,0.34977
2013,Baden-Wuerttemberg,female,Never,0.16328,216,1634,0.14535,0.18121
2013,Bavaria,male,Very often,0.02406,45,1801,0.01698,0.03113
2013,Bavaria,male,Often,0.13397,258,1801,0.11824,0.14971
2013,Bavaria,male,Sometimes,0.34231,641,1801,0.32039,0.36423
2013,Bavaria,male,Seldom,0.32467,603,1801,0.30304,0.34631
2013,Bavaria,male,Never,0.17499,254,1801,0.15744,0.19254
2013,Bavaria,female,Very often,0.03250,68,2209,0.02511,0.03990
2013,Bavaria,female,Often,0.17025,420,2209,0.15458,0.18593
2013,Bavaria,female,Sometimes,0.31986,771,2209,0.30041,0.33932
2013,Bavaria,female,Seldom,0.30240,653,2209,0.28324,0.32156
2013,Bavaria,female,Never,0.17498,297,2209,0.15913,0.19083
2013,Berlin,male,Often,0.14052,71,426,0.10748,0.17356
2013,Berlin,male,Sometimes,0.39676,171,426,0.35025,0.44328
2013,Berlin,male,Seldom,0.33380,135,426,0.28896,0.37863
2013,Berlin,male,Never,0.11000,49,426,0.08025,0.13974
2013,Berlin,female,Often,0.19416,113,522,0.16020,0.22813
2013,Berlin,female,Sometimes,0.33887,189,522,0.29822,0.37951
2013,Berlin,female,Seldom,0.26783,151,522,0.22981,0.30586
2013,Berlin,female,Never,0.16779,69,522,0.13570,0.19988
2013,Brandenburg,male,Often,0.09959,52,449,0.07186,0.12732
2013,Brandenburg,male,Sometimes,0.28715,139,449,0.24525,0.32904
2013,Brandenburg,male,Seldom,0.36937,167,449,0.32467,0.41406
2013,Brandenburg,male,Never,0.20123,91,449,0.16410,0.23835
2013,Brandenburg,female,Often,0.10833,75,543,0.08216,0.13449
2013,Brandenburg,female,Sometimes,0.34186,175,543,0.30193,0.38179
2013,Brandenburg,female,Seldom,0.34099,193,543,0.30108,0.38090
2013,Brandenburg,female,Never,0.18836,100,543,0.15545,0.22128
2013,Mecklenburg-Western Pomerania,male,Sometimes,0.30154,88,227,0.24170,0.36137
2013,Mecklenburg-Western Pomerania,male,Seldom,0.37134,91,227,0.30834,0.43433
2013,Mecklenburg-Western Pomerania,male,Never,0.19170,48,227,0.14038,0.24303
2013,Mecklenburg-Western Pomerania,female,Often,0.13343,52,318,0.09600,0.17087
2013,Mecklenburg-Western Pomerania,female,Sometimes,0.35235,115,318,0.29976,0.40494
2013,Mecklenburg-Western Pomerania,female,Seldom,0.29855,90,318,0.24817,0.34892
2013,Mecklenburg-Western Pomerania,female,Never,0.19281,61,318,0.14938,0.23624
2013,Saxony,male,Often,0.13659,106,797,0.11273,0.16044
2013,Saxony,male,Sometimes,0.34921,254,797,0.31609,0.38233
2013,Saxony,male,Seldom,0.33272,288,797,0.29999,0.36546
2013,Saxony,male,Never,0.16897,149,797,0.14294,0.19501
2013,Saxony,female,Often,0.11834,117,875,0.09692,0.13975
2013,Saxony,female,Sometimes,0.31790,273,875,0.28703,0.34877
2013,Saxony,female,Seldom,0.35915,311,875,0.32735,0.39096
2013,Saxony,female,Never,0.19513,174,875,0.16886,0.22141
2013,Saxony-Anhalt,male,Often,0.11647,51,424,0.08590,0.14704
2013,Saxony-Anhalt,male,Sometimes,0.30933,143,424,0.26528,0.35338
2013,Saxony-Anhalt,male,Seldom,0.31592,131,424,0.27161,0.36022
2013,Saxony-Anhalt,male,Never,0.24822,99,424,0.20706,0.28939
2013,Saxony-Anhalt,female,Often,0.07854,57,522,0.05544,0.10164
2013,Saxony-Anhalt,female,Sometimes,0.32547,170,522,0.28524,0.36570
2013,Saxony-Anhalt,female,Seldom,0.33588,185,522,0.29532,0.37643
2013,Saxony-Anhalt,female,Never,0.25177,110,522,0.21450,0.28904
2013,Thuringa,male,Often,0.07257,36,440,0.04830,0.09684
2013,Thuringa,male,Sometimes,0.34707,149,440,0.30254,0.39160
2013,Thuringa,male,Seldom,0.31299,150,440,0.26961,0.35636
2013,Thuringa,male,Never,0.26131,105,440,0.22021,0.30241
2013,Thuringa,female,Often,0.08483,53,531,0.06111,0.10855
2013,Thuringa,female,Sometimes,0.27510,148,531,0.23708,0.31312
2013,Thuringa,female,Seldom,0.33586,195,531,0.29565,0.37607
2013,Thuringa,female,Never,0.28609,135,531,0.24761,0.32456
2018,Schleswig-Holstein,male,Often,0.12965,65,413,0.09721,0.16208
2018,Schleswig-Holstein,male,Sometimes,0.39911,160,413,0.35182,0.44640
2018,Schleswig-Holstein,male,Seldom,0.30750,133,413,0.26294,0.35205
2018,Schleswig-Holstein,male,Never,0.13513,55,413,0.10212,0.16814
2018,Schleswig-Holstein,female,Often,0.16943,83,480,0.13583,0.20302
2018,Schleswig-Holstein,female,Sometimes,0.43125,195,480,0.38690,0.47561
2018,Schleswig-Holstein,female,Seldom,0.25224,141,480,0.21335,0.29113
2018,Schleswig-Holstein,female,Never,0.11911,61,480,0.09010,0.14812
2018,Hamburg,male,Often,0.15976,34,175,0.10532,0.21420
2018,Hamburg,male,Sometimes,0.33429,69,175,0.26419,0.40438
2018,Hamburg,male,Seldom,0.35677,72,175,0.28559,0.42795
2018,Hamburg,female,Often,0.25691,51,259,0.20360,0.31023
2018,Hamburg,female,Sometimes,0.27530,87,259,0.22080,0.32981
2018,Hamburg,female,Seldom,0.25197,74,259,0.19899,0.30495
2018,Hamburg,female,Never,0.18131,47,259,0.13430,0.22832
2018,Lower Saxony,male,Very often,0.03226,48,1169,0.02212,0.04239
