,Unnamed: 0,year,age_gr,pgisced97,pld0043,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
48,48,2003,46-65 y.,Upper Secondary Level,Often,0.09928,399,21249,0.0921,0.10644
49,49,2003,46-65 y.,Upper Secondary Level,Sometimes,0.31721,1249,21249,0.30568,0.33082
50,50,2003,46-65 y.,Upper Secondary Level,Seldom,0.34316,1335,21249,0.32842,0.3578
51,51,2003,46-65 y.,Upper Secondary Level,Never,0.21667,796,21249,0.20544,0.22657
52,52,2003,46-65 y.,Post-secondary Non-tertiary Level,Often,0.11869,31,21249,0.09065,0.15313
53,53,2003,46-65 y.,Post-secondary Non-tertiary Level,Sometimes,0.38042,80,21249,0.31713,0.44554
54,54,2003,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.32244,80,21249,0.27534,0.37206
55,55,2003,46-65 y.,Post-secondary Non-tertiary Level,Never,0.17845,37,21249,0.13687,0.22694
56,56,2003,46-65 y.,First Stage of Tertiary Education,Often,0.18396,103,21249,0.15574,0.21905
57,57,2003,46-65 y.,First Stage of Tertiary Education,Sometimes,0.36742,226,21249,0.33016,0.41122
58,58,2003,46-65 y.,First Stage of Tertiary Education,Seldom,0.28845,204,21249,0.25559,0.32015
59,59,2003,46-65 y.,First Stage of Tertiary Education,Never,0.16017,90,21249,0.13592,0.18234
60,60,2003,46-65 y.,Second Stage of Tertiary Education,Very often,0.03927,74,21249,0.03099,0.04637
61,61,2003,46-65 y.,Second Stage of Tertiary Education,Often,0.18297,345,21249,0.16228,0.20483
62,62,2003,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.38985,791,21249,0.36127,0.41989
63,63,2003,46-65 y.,Second Stage of Tertiary Education,Seldom,0.28862,612,21249,0.26698,0.31572
64,64,2003,46-65 y.,Second Stage of Tertiary Education,Never,0.09929,169,21249,0.08755,0.11537
65,65,2003,66 and older,Lower Secondary Level,Often,0.05276,38,21249,0.0433,0.0648
66,66,2003,66 and older,Lower Secondary Level,Sometimes,0.16307,125,21249,0.14745,0.18034
67,67,2003,66 and older,Lower Secondary Level,Seldom,0.25051,198,21249,0.23294,0.26713
68,68,2003,66 and older,Lower Secondary Level,Never,0.53366,407,21249,0.50633,0.5609
69,69,2003,66 and older,Upper Secondary Level,Often,0.04768,88,21249,0.04289,0.05316
70,70,2003,66 and older,Upper Secondary Level,Sometimes,0.19673,372,21249,0.18552,0.20877
71,71,2003,66 and older,Upper Secondary Level,Seldom,0.31277,575,21249,0.29956,0.32731
72,72,2003,66 and older,Upper Secondary Level,Never,0.44282,805,21249,0.43009,0.45949
73,73,2003,66 and older,Post-secondary Non-tertiary Level,Seldom,0.59566,36,21249,0.47043,0.70311
74,74,2003,66 and older,Post-secondary Non-tertiary Level,Never,0.40434,32,21249,0.32802,0.49691
75,75,2003,66 and older,First Stage of Tertiary Education,Sometimes,0.24659,60,21249,0.2105,0.28689
76,76,2003,66 and older,First Stage of Tertiary Education,Seldom,0.27901,73,21249,0.24795,0.31526
77,77,2003,66 and older,First Stage of Tertiary Education,Never,0.47439,94,21249,0.43366,0.52082
78,78,2003,66 and older,Second Stage of Tertiary Education,Often,0.09721,56,21249,0.08011,0.11543
79,79,2003,66 and older,Second Stage of Tertiary Education,Sometimes,0.31381,184,21249,0.2852,0.34549
80,80,2003,66 and older,Second Stage of Tertiary Education,Seldom,0.35822,206,21249,0.32614,0.4002
81,81,2003,66 and older,Second Stage of Tertiary Education,Never,0.23075,118,21249,0.19983,0.26083
82,82,2008,17-29 y.,Pre-primary Level,Very often,0.09093,37,18404,0.07384,0.10618
83,83,2008,17-29 y.,Pre-primary Level,Often,0.3454,122,18404,0.29648,0.40182
84,84,2008,17-29 y.,Pre-primary Level,Sometimes,0.418,141,18404,0.35604,0.49653
85,85,2008,17-29 y.,Pre-primary Level,Seldom,0.14567,46,18404,0.11541,0.18208
86,86,2008,17-29 y.,Lower Secondary Level,Very often,0.05449,31,18404,0.04113,0.07479
87,87,2008,17-29 y.,Lower Secondary Level,Often,0.23391,123,18404,0.20146,0.26675
88,88,2008,17-29 y.,Lower Secondary Level,Sometimes,0.3937,215,18404,0.34525,0.44146
89,89,2008,17-29 y.,Lower Secondary Level,Seldom,0.20469,117,18404,0.17888,0.23985
90,90,2008,17-29 y.,Lower Secondary Level,Never,0.11321,50,18404,0.08727,0.13991
91,91,2008,17-29 y.,Upper Secondary Level,Very often,0.06024,86,18404,0.04832,0.07171
92,92,2008,17-29 y.,Upper Secondary Level,Often,0.2516,362,18404,0.2264,0.27903
93,93,2008,17-29 y.,Upper Secondary Level,Sometimes,0.41959,571,18404,0.38745,0.45363
94,94,2008,17-29 y.,Upper Secondary Level,Seldom,0.21106,302,18404,0.18776,0.23614
95,95,2008,17-29 y.,Upper Secondary Level,Never,0.0575,91,18404,0.04915,0.0673
96,96,2008,17-29 y.,Post-secondary Non-tertiary Level,Often,0.30614,59,18404,0.23076,0.3766
97,97,2008,17-29 y.,Post-secondary Non-tertiary Level,Sometimes,0.4789,97,18404,0.38394,0.56593
98,98,2008,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.21495,47,18404,0.15877,0.28891
99,99,2008,17-29 y.,Second Stage of Tertiary Education,Often,0.23126,62,18404,0.18184,0.28605
100,100,2008,17-29 y.,Second Stage of Tertiary Education,Sometimes,0.50159,106,18404,0.40657,0.60549
101,101,2008,17-29 y.,Second Stage of Tertiary Education,Seldom,0.26715,49,18404,0.18132,0.37542
102,102,2008,30-45 y.,Lower Secondary Level,Often,0.13306,41,18404,0.09962,0.15876
103,103,2008,30-45 y.,Lower Secondary Level,Sometimes,0.33657,117,18404,0.29175,0.38099
104,104,2008,30-45 y.,Lower Secondary Level,Seldom,0.26519,77,18404,0.21754,0.31051
105,105,2008,30-45 y.,Lower Secondary Level,Never,0.26518,70,18404,0.22,0.30814
106,106,2008,30-45 y.,Upper Secondary Level,Very often,0.03593,87,18404,0.02892,0.04223
107,107,2008,30-45 y.,Upper Secondary Level,Often,0.15837,428,18404,0.14492,0.17251
108,108,2008,30-45 y.,Upper Secondary Level,Sometimes,0.39221,1018,18404,0.37076,0.41696
109,109,2008,30-45 y.,Upper Secondary Level,Seldom,0.29804,776,18404,0.27869,0.31836
110,110,2008,30-45 y.,Upper Secondary Level,Never,0.11546,293,18404,0.10661,0.12668
111,111,2008,30-45 y.,Post-secondary Non-tertiary Level,Often,0.19008,87,18404,0.15809,0.23434
112,112,2008,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.41902,199,18404,0.38198,0.47209
113,113,2008,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.31999,135,18404,0.27933,0.36372
114,114,2008,30-45 y.,Post-secondary Non-tertiary Level,Never,0.07091,37,18404,0.05334,0.09082
115,115,2008,30-45 y.,First Stage of Tertiary Education,Often,0.202,92,18404,0.16256,0.23612
116,116,2008,30-45 y.,First Stage of Tertiary Education,Sometimes,0.48947,194,18404,0.42306,0.56267
117,117,2008,30-45 y.,First Stage of Tertiary Education,Seldom,0.30852,145,18404,0.26742,0.36352
118,118,2008,30-45 y.,Second Stage of Tertiary Education,Very often,0.05493,71,18404,0.04299,0.06685
119,119,2008,30-45 y.,Second Stage of Tertiary Education,Often,0.23897,283,18404,0.21126,0.26307
120,120,2008,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.39275,499,18404,0.36128,0.42639
121,121,2008,30-45 y.,Second Stage of Tertiary Education,Seldom,0.25988,315,18404,0.23526,0.2853
122,122,2008,30-45 y.,Second Stage of Tertiary Education,Never,0.05346,63,18404,0.04375,0.06219
123,123,2008,46-65 y.,Primary Level,Never,1.0,32,18404,0.71816,1.3272
124,124,2008,46-65 y.,Lower Secondary Level,Often,0.05521,31,18404,0.04311,0.06867
125,125,2008,46-65 y.,Lower Secondary Level,Sometimes,0.2402,109,18404,0.20862,0.27345
126,126,2008,46-65 y.,Lower Secondary Level,Seldom,0.33816,142,18404,0.2953,0.38096
127,127,2008,46-65 y.,Lower Secondary Level,Never,0.36643,149,18404,0.33333,0.40625
128,128,2008,46-65 y.,Upper Secondary Level,Very often,0.02259,70,18404,0.01902,0.02693
129,129,2008,46-65 y.,Upper Secondary Level,Often,0.12163,417,18404,0.11205,0.1312
130,130,2008,46-65 y.,Upper Secondary Level,Sometimes,0.30206,1076,18404,0.28583,0.31745
131,131,2008,46-65 y.,Upper Secondary Level,Seldom,0.33549,1172,18404,0.31828,0.35153
132,132,2008,46-65 y.,Upper Secondary Level,Never,0.21823,710,18404,0.20764,0.23117
133,133,2008,46-65 y.,Post-secondary Non-tertiary Level,Often,0.17372,53,18404,0.14031,0.22111
134,134,2008,46-65 y.,Post-secondary Non-tertiary Level,Sometimes,0.37066,96,18404,0.30886,0.44009
135,135,2008,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.28609,84,18404,0.23698,0.34883
136,136,2008,46-65 y.,Post-secondary Non-tertiary Level,Never,0.16954,42,18404,0.1239,0.22552
137,137,2008,46-65 y.,First Stage of Tertiary Education,Often,0.14042,76,18404,0.11668,0.16772
138,138,2008,46-65 y.,First Stage of Tertiary Education,Sometimes,0.33278,184,18404,0.29316,0.38711
139,139,2008,46-65 y.,First Stage of Tertiary Education,Seldom,0.38613,224,18404,0.34398,0.42541
140,140,2008,46-65 y.,First Stage of Tertiary Education,Never,0.14067,79,18404,0.11725,0.16682
141,141,2008,46-65 y.,Second Stage of Tertiary Education,Very often,0.0312,56,18404,0.02334,0.03915
142,142,2008,46-65 y.,Second Stage of Tertiary Education,Often,0.20447,369,18404,0.18213,0.2271
143,143,2008,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.37621,714,18404,0.34838,0.40401
144,144,2008,46-65 y.,Second Stage of Tertiary Education,Seldom,0.28874,538,18404,0.26354,0.3194
145,145,2008,46-65 y.,Second Stage of Tertiary Education,Never,0.09937,163,18404,0.08384,0.11586
146,146,2008,66 and older,Lower Secondary Level,Often,0.05973,36,18404,0.05007,0.07088
147,147,2008,66 and older,Lower Secondary Level,Sometimes,0.17698,120,18404,0.15622,0.1961
148,148,2008,66 and older,Lower Secondary Level,Seldom,0.27602,196,18404,0.25118,0.30528
149,149,2008,66 and older,Lower Secondary Level,Never,0.48727,350,18404,0.4601,0.51797
150,150,2008,66 and older,Upper Secondary Level,Often,0.05923,133,18404,0.05161,0.06603
151,151,2008,66 and older,Upper Secondary Level,Sometimes,0.23932,507,18404,0.22393,0.25211
152,152,2008,66 and older,Upper Secondary Level,Seldom,0.31395,718,18404,0.29592,0.32929
153,153,2008,66 and older,Upper Secondary Level,Never,0.38749,815,18404,0.37245,0.40157
154,154,2008,66 and older,Post-secondary Non-tertiary Level,Seldom,0.58659,34,18404,0.48225,0.71233
155,155,2008,66 and older,Post-secondary Non-tertiary Level,Never,0.41341,32,18404,0.33788,0.5145
156,156,2008,66 and older,First Stage of Tertiary Education,Sometimes,0.30139,90,18404,0.24264,0.34251
157,157,2008,66 and older,First Stage of Tertiary Education,Seldom,0.38919,121,18404,0.34071,0.43454
158,158,2008,66 and older,First Stage of Tertiary Education,Never,0.30942,77,18404,0.26441,0.35955
159,159,2008,66 and older,Second Stage of Tertiary Education,Often,0.11771,98,18404,0.09881,0.13577
160,160,2008,66 and older,Second Stage of Tertiary Education,Sometimes,0.32771,293,18404,0.29281,0.35951
161,161,2008,66 and older,Second Stage of Tertiary Education,Seldom,0.36784,307,18404,0.33596,0.40384
162,162,2008,66 and older,Second Stage of Tertiary Education,Never,0.18673,150,18404,0.16343,0.21462
163,163,2013,17-29 y.,Pre-primary Level,Often,0.30576,145,24505,0.23757,0.37391
164,164,2013,17-29 y.,Pre-primary Level,Sometimes,0.51095,167,24505,0.40148,0.61992
165,165,2013,17-29 y.,Pre-primary Level,Seldom,0.18328,83,24505,0.13699,0.23375
166,166,2013,17-29 y.,Lower Secondary Level,Very often,0.0648,39,24505,0.03839,0.0909
167,167,2013,17-29 y.,Lower Secondary Level,Often,0.2191,160,24505,0.18092,0.26152
168,168,2013,17-29 y.,Lower Secondary Level,Sometimes,0.38107,241,24505,0.32463,0.44596
169,169,2013,17-29 y.,Lower Secondary Level,Seldom,0.24508,175,24505,0.20017,0.30511
170,170,2013,17-29 y.,Lower Secondary Level,Never,0.08996,76,24505,0.05394,0.12761
171,171,2013,17-29 y.,Upper Secondary Level,Very often,0.03913,64,24505,0.03254,0.0459
172,172,2013,17-29 y.,Upper Secondary Level,Often,0.25307,327,24505,0.22227,0.2849
173,173,2013,17-29 y.,Upper Secondary Level,Sometimes,0.3721,546,24505,0.33341,0.41078
174,174,2013,17-29 y.,Upper Secondary Level,Seldom,0.26454,389,24505,0.23739,0.29671
175,175,2013,17-29 y.,Upper Secondary Level,Never,0.07116,101,24505,0.05559,0.09345
176,176,2013,17-29 y.,Post-secondary Non-tertiary Level,Often,0.30531,45,24505,0.23923,0.38162
177,177,2013,17-29 y.,Post-secondary Non-tertiary Level,Sometimes,0.42721,80,24505,0.34269,0.50167
178,178,2013,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.26748,44,24505,0.19036,0.35772
179,179,2013,17-29 y.,Second Stage of Tertiary Education,Often,0.29999,72,24505,0.24101,0.37247
180,180,2013,17-29 y.,Second Stage of Tertiary Education,Sometimes,0.48378,148,24505,0.3977,0.56055
181,181,2013,17-29 y.,Second Stage of Tertiary Education,Seldom,0.21624,64,24505,0.15518,0.28899
182,182,2013,30-45 y.,Primary Level,Sometimes,0.41167,37,24505,0.22151,0.72551
183,183,2013,30-45 y.,Primary Level,Seldom,0.30558,39,24505,0.18704,0.46196
184,184,2013,30-45 y.,Primary Level,Never,0.28275,38,24505,0.17354,0.40123
185,185,2013,30-45 y.,Lower Secondary Level,Very often,0.06101,31,24505,0.03684,0.08958
186,186,2013,30-45 y.,Lower Secondary Level,Often,0.16271,84,24505,0.11274,0.2155
187,187,2013,30-45 y.,Lower Secondary Level,Sometimes,0.31277,194,24505,0.25419,0.36755
188,188,2013,30-45 y.,Lower Secondary Level,Seldom,0.25896,175,24505,0.21099,0.31526
189,189,2013,30-45 y.,Lower Secondary Level,Never,0.20455,106,24505,0.13914,0.2749
190,190,2013,30-45 y.,Upper Secondary Level,Very often,0.02123,88,24505,0.01501,0.02934
191,191,2013,30-45 y.,Upper Secondary Level,Often,0.16895,639,24505,0.14681,0.19224
192,192,2013,30-45 y.,Upper Secondary Level,Sometimes,0.38213,1403,24505,0.35135,0.41188
193,193,2013,30-45 y.,Upper Secondary Level,Seldom,0.31897,1232,24505,0.29617,0.34299
194,194,2013,30-45 y.,Upper Secondary Level,Never,0.10872,461,24505,0.09565,0.12563
195,195,2013,30-45 y.,Post-secondary Non-tertiary Level,Very often,0.05911,33,24505,0.03387,0.0868
196,196,2013,30-45 y.,Post-secondary Non-tertiary Level,Often,0.16501,165,24505,0.13398,0.2069
197,197,2013,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.46613,357,24505,0.38241,0.53926
198,198,2013,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.28007,253,24505,0.23149,0.32476
199,199,2013,30-45 y.,Post-secondary Non-tertiary Level,Never,0.02967,57,24505,0.02189,0.04092
200,200,2013,30-45 y.,First Stage of Tertiary Education,Often,0.17934,89,24505,0.13401,0.22697
201,201,2013,30-45 y.,First Stage of Tertiary Education,Sometimes,0.4375,198,24505,0.3504,0.51322
202,202,2013,30-45 y.,First Stage of Tertiary Education,Seldom,0.34313,167,24505,0.27139,0.4173
203,203,2013,30-45 y.,First Stage of Tertiary Education,Never,0.04003,31,24505,0.02478,0.0588
204,204,2013,30-45 y.,Second Stage of Tertiary Education,Very often,0.05385,91,24505,0.03982,0.06825
205,205,2013,30-45 y.,Second Stage of Tertiary Education,Often,0.22353,452,24505,0.19413,0.24925
206,206,2013,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.40805,835,24505,0.37234,0.44975
207,207,2013,30-45 y.,Second Stage of Tertiary Education,Seldom,0.27937,557,24505,0.25116,0.3113
208,208,2013,30-45 y.,Second Stage of Tertiary Education,Never,0.0352,89,24505,0.02763,0.04347
209,209,2013,46-65 y.,Primary Level,Never,1.0,33,24505,0.78661,1.24097
210,210,2013,46-65 y.,Lower Secondary Level,Often,0.12165,71,24505,0.09654,0.15845
211,211,2013,46-65 y.,Lower Secondary Level,Sometimes,0.26966,161,24505,0.23749,0.30584
212,212,2013,46-65 y.,Lower Secondary Level,Seldom,0.35287,189,24505,0.29024,0.41477
213,213,2013,46-65 y.,Lower Secondary Level,Never,0.25581,140,24505,0.22413,0.29182
214,214,2013,46-65 y.,Upper Secondary Level,Very often,0.01384,76,24505,0.01136,0.01685
215,215,2013,46-65 y.,Upper Secondary Level,Often,0.1178,553,24505,0.10767,0.12747
216,216,2013,46-65 y.,Upper Secondary Level,Sometimes,0.34269,1571,24505,0.32684,0.36094
217,217,2013,46-65 y.,Upper Secondary Level,Seldom,0.35196,1577,24505,0.3347,0.36824
218,218,2013,46-65 y.,Upper Secondary Level,Never,0.17371,816,24505,0.16292,0.18594
219,219,2013,46-65 y.,Post-secondary Non-tertiary Level,Often,0.17317,102,24505,0.13719,0.22025
220,220,2013,46-65 y.,Post-secondary Non-tertiary Level,Sometimes,0.36299,215,24505,0.3095,0.42528
221,221,2013,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.35767,210,24505,0.30289,0.41107
222,222,2013,46-65 y.,Post-secondary Non-tertiary Level,Never,0.10616,59,24505,0.07408,0.13669
223,223,2013,46-65 y.,First Stage of Tertiary Education,Often,0.11816,110,24505,0.09326,0.14431
224,224,2013,46-65 y.,First Stage of Tertiary Education,Sometimes,0.37262,282,24505,0.32097,0.42673
225,225,2013,46-65 y.,First Stage of Tertiary Education,Seldom,0.38494,293,24505,0.33297,0.42797
226,226,2013,46-65 y.,First Stage of Tertiary Education,Never,0.12428,77,24505,0.0957,0.15365
227,227,2013,46-65 y.,Second Stage of Tertiary Education,Very often,0.01747,57,24505,0.0129,0.02353
228,228,2013,46-65 y.,Second Stage of Tertiary Education,Often,0.18517,441,24505,0.16639,0.20576
229,229,2013,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.40361,957,24505,0.37558,0.43386
230,230,2013,46-65 y.,Second Stage of Tertiary Education,Seldom,0.32052,709,24505,0.29484,0.35364
231,231,2013,46-65 y.,Second Stage of Tertiary Education,Never,0.07322,169,24505,0.06155,0.08474
232,232,2013,66 and older,Lower Secondary Level,Often,0.04204,32,24505,0.03256,0.05466
233,233,2013,66 and older,Lower Secondary Level,Sometimes,0.16866,118,24505,0.15052,0.19396
234,234,2013,66 and older,Lower Secondary Level,Seldom,0.32091,236,24505,0.29815,0.34898
235,235,2013,66 and older,Lower Secondary Level,Never,0.4684,323,24505,0.44152,0.49909
236,236,2013,66 and older,Upper Secondary Level,Very often,0.01593,31,24505,0.01174,0.02046
237,237,2013,66 and older,Upper Secondary Level,Often,0.06495,173,24505,0.05865,0.0729
238,238,2013,66 and older,Upper Secondary Level,Sometimes,0.20664,528,24505,0.19421,0.22159
239,239,2013,66 and older,Upper Secondary Level,Seldom,0.35426,911,24505,0.33628,0.37028
240,240,2013,66 and older,Upper Secondary Level,Never,0.35823,877,24505,0.34261,0.37651
241,241,2013,66 and older,Post-secondary Non-tertiary Level,Sometimes,0.42189,33,24505,0.30627,0.54955
242,242,2013,66 and older,Post-secondary Non-tertiary Level,Seldom,0.57811,46,24505,0.46087,0.71043
243,243,2013,66 and older,First Stage of Tertiary Education,Often,0.08389,32,24505,0.06476,0.10198
244,244,2013,66 and older,First Stage of Tertiary Education,Sometimes,0.32834,103,24505,0.2816,0.38186
245,245,2013,66 and older,First Stage of Tertiary Education,Seldom,0.34268,128,24505,0.29941,0.4008
246,246,2013,66 and older,First Stage of Tertiary Education,Never,0.24509,79,24505,0.20414,0.28554
247,247,2013,66 and older,Second Stage of Tertiary Education,Often,0.14481,162,24505,0.12367,0.16501
248,248,2013,66 and older,Second Stage of Tertiary Education,Sometimes,0.32452,383,24505,0.29085,0.35922
249,249,2013,66 and older,Second Stage of Tertiary Education,Seldom,0.37255,405,24505,0.34198,0.4036
250,250,2013,66 and older,Second Stage of Tertiary Education,Never,0.15812,170,24505,0.14065,0.18263
251,251,2018,17-29 y.,Pre-primary Level,Often,0.30132,101,24388,0.24397,0.37654
252,252,2018,17-29 y.,Pre-primary Level,Sometimes,0.40388,117,24388,0.28677,0.5169
253,253,2018,17-29 y.,Pre-primary Level,Seldom,0.2948,74,24388,0.2217,0.3756
254,254,2018,17-29 y.,Primary Level,Sometimes,1.0,33,24388,0.60314,1.40373
255,255,2018,17-29 y.,Lower Secondary Level,Very often,0.06911,50,24388,0.04888,0.08895
256,256,2018,17-29 y.,Lower Secondary Level,Often,0.19688,157,24388,0.15741,0.23894
257,257,2018,17-29 y.,Lower Secondary Level,Sometimes,0.34803,272,24388,0.29873,0.39722
258,258,2018,17-29 y.,Lower Secondary Level,Seldom,0.27306,221,24388,0.23109,0.32257
259,259,2018,17-29 y.,Lower Secondary Level,Never,0.11292,101,24388,0.08306,0.14615
260,260,2018,17-29 y.,Upper Secondary Level,Very often,0.06081,109,24388,0.05018,0.07
261,261,2018,17-29 y.,Upper Secondary Level,Often,0.23734,397,24388,0.21468,0.26323
262,262,2018,17-29 y.,Upper Secondary Level,Sometimes,0.37142,636,24388,0.33551,0.40154
263,263,2018,17-29 y.,Upper Secondary Level,Seldom,0.24184,434,24388,0.22003,0.2696
264,264,2018,17-29 y.,Upper Secondary Level,Never,0.08859,136,24388,0.06891,0.10536
265,265,2018,17-29 y.,Post-secondary Non-tertiary Level,Often,0.29065,67,24388,0.22198,0.34588
266,266,2018,17-29 y.,Post-secondary Non-tertiary Level,Sometimes,0.472,130,24388,0.38893,0.56094
267,267,2018,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.23735,77,24388,0.18568,0.28525
268,268,2018,17-29 y.,Second Stage of Tertiary Education,Often,0.32224,141,24388,0.27034,0.38511
269,269,2018,17-29 y.,Second Stage of Tertiary Education,Sometimes,0.41478,186,24388,0.34419,0.49105
270,270,2018,17-29 y.,Second Stage of Tertiary Education,Seldom,0.26298,108,24388,0.20172,0.31774
271,271,2018,30-45 y.,Primary Level,Sometimes,0.32678,55,24388,0.22341,0.44665
272,272,2018,30-45 y.,Primary Level,Seldom,0.32763,40,24388,0.23267,0.45447
273,273,2018,30-45 y.,Primary Level,Never,0.34559,54,24388,0.23733,0.47846
274,274,2018,30-45 y.,Lower Secondary Level,Often,0.15886,95,24388,0.12827,0.19448
275,275,2018,30-45 y.,Lower Secondary Level,Sometimes,0.3536,194,24388,0.28865,0.41586
276,276,2018,30-45 y.,Lower Secondary Level,Seldom,0.27982,161,24388,0.21374,0.36798
277,277,2018,30-45 y.,Lower Secondary Level,Never,0.20772,130,24388,0.16217,0.25378
