year,age_gr,migback,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,46-65 y.,No migration background,Often,0.13126,1127,7928,0.12383,0.13870
2013,46-65 y.,No migration background,Sometimes,0.35651,2870,7928,0.34596,0.36705
2013,46-65 y.,No migration background,Seldom,0.35167,2684,7928,0.34116,0.36218
2013,46-65 y.,No migration background,Never,0.14597,1099,7928,0.13820,0.15374
2013,46-65 y.,Direct migration background,Often,0.16371,138,869,0.13909,0.18832
2013,46-65 y.,Direct migration background,Sometimes,0.29474,278,869,0.26441,0.32507
2013,46-65 y.,Direct migration background,Seldom,0.31620,273,869,0.28527,0.34713
2013,46-65 y.,Direct migration background,Never,0.21171,180,869,0.18453,0.23889
2013,46-65 y.,Indirect migration background,Sometimes,0.34435,48,95,0.24829,0.44041
2013,46-65 y.,Indirect migration background,Seldom,0.30020,47,95,0.20754,0.39286
2013,66 and older,No migration background,Very often,0.01509,60,4526,0.01153,0.01864
2013,66 and older,No migration background,Often,0.07859,385,4526,0.07075,0.08643
2013,66 and older,No migration background,Sometimes,0.23595,1101,4526,0.22358,0.24832
2013,66 and older,No migration background,Seldom,0.34910,1613,4526,0.33521,0.36299
2013,66 and older,No migration background,Never,0.32128,1367,4526,0.30767,0.33488
2013,66 and older,Direct migration background,Sometimes,0.18975,80,345,0.14832,0.23119
2013,66 and older,Direct migration background,Seldom,0.33573,131,345,0.28582,0.38563
2013,66 and older,Direct migration background,Never,0.39033,134,345,0.33878,0.44188
2018,17-29 y.,No migration background,Very often,0.05756,168,2895,0.04908,0.06605
2018,17-29 y.,No migration background,Often,0.23574,662,2895,0.22028,0.25121
2018,17-29 y.,No migration background,Sometimes,0.37791,1104,2895,0.36025,0.39558
2018,17-29 y.,No migration background,Seldom,0.25099,733,2895,0.23519,0.26679
2018,17-29 y.,No migration background,Never,0.07779,228,2895,0.06803,0.08755
2018,17-29 y.,Direct migration background,Very often,0.08717,39,554,0.06366,0.11068
2018,17-29 y.,Direct migration background,Often,0.23657,126,554,0.20115,0.27199
2018,17-29 y.,Direct migration background,Sometimes,0.26875,175,554,0.23180,0.30570
2018,17-29 y.,Direct migration background,Seldom,0.27049,130,554,0.23347,0.30752
2018,17-29 y.,Direct migration background,Never,0.13702,84,554,0.10836,0.16568
2018,17-29 y.,Indirect migration background,Very often,0.08364,65,817,0.06464,0.10263
2018,17-29 y.,Indirect migration background,Often,0.25769,207,817,0.22768,0.28770
2018,17-29 y.,Indirect migration background,Sometimes,0.36217,274,817,0.32919,0.39515
2018,17-29 y.,Indirect migration background,Seldom,0.20034,196,817,0.17288,0.22780
2018,17-29 y.,Indirect migration background,Never,0.09616,75,817,0.07593,0.11639
2018,30-45 y.,No migration background,Very often,0.04185,155,4210,0.03580,0.04789
2018,30-45 y.,No migration background,Often,0.19739,811,4210,0.18537,0.20942
2018,30-45 y.,No migration background,Sometimes,0.38726,1620,4210,0.37254,0.40197
2018,30-45 y.,No migration background,Seldom,0.29072,1236,4210,0.27700,0.30444
2018,30-45 y.,No migration background,Never,0.08278,388,4210,0.07446,0.09111
2018,30-45 y.,Direct migration background,Very often,0.03863,89,1966,0.03011,0.04715
2018,30-45 y.,Direct migration background,Often,0.17471,321,1966,0.15792,0.19150
2018,30-45 y.,Direct migration background,Sometimes,0.32893,659,1966,0.30816,0.34971
2018,30-45 y.,Direct migration background,Seldom,0.28020,519,1966,0.26034,0.30006
2018,30-45 y.,Direct migration background,Never,0.17752,378,1966,0.16063,0.19442
2018,30-45 y.,Indirect migration background,Very often,0.08558,34,546,0.06209,0.10906
2018,30-45 y.,Indirect migration background,Often,0.22250,118,546,0.18758,0.25742
2018,30-45 y.,Indirect migration background,Sometimes,0.32894,182,546,0.28950,0.36839
2018,30-45 y.,Indirect migration background,Seldom,0.25585,146,546,0.21921,0.29248
2018,30-45 y.,Indirect migration background,Never,0.10713,66,546,0.08117,0.13310
2018,46-65 y.,No migration background,Very often,0.02720,242,7765,0.02358,0.03082
2018,46-65 y.,No migration background,Often,0.16053,1231,7765,0.15236,0.16870
2018,46-65 y.,No migration background,Sometimes,0.37446,2913,7765,0.36370,0.38523
2018,46-65 y.,No migration background,Seldom,0.31228,2429,7765,0.30197,0.32259
2018,46-65 y.,No migration background,Never,0.12553,950,7765,0.11816,0.13290
2018,46-65 y.,Direct migration background,Very often,0.04831,76,1606,0.03782,0.05880
2018,46-65 y.,Direct migration background,Often,0.15696,230,1606,0.13916,0.17476
2018,46-65 y.,Direct migration background,Sometimes,0.31896,508,1606,0.29615,0.34176
2018,46-65 y.,Direct migration background,Seldom,0.26054,426,1606,0.23906,0.28201
2018,46-65 y.,Direct migration background,Never,0.21524,366,1606,0.19513,0.23534
2018,46-65 y.,Indirect migration background,Often,0.20962,39,218,0.15546,0.26377
2018,46-65 y.,Indirect migration background,Sometimes,0.26061,67,218,0.20221,0.31902
2018,46-65 y.,Indirect migration background,Seldom,0.32700,80,218,0.26458,0.38942
2018,46-65 y.,Indirect migration background,Never,0.13590,32,218,0.09030,0.18149
2018,66 and older,No migration background,Very often,0.01718,90,4493,0.01338,0.02098
2018,66 and older,No migration background,Often,0.10754,491,4493,0.09848,0.11660
2018,66 and older,No migration background,Sometimes,0.27756,1318,4493,0.26446,0.29065
2018,66 and older,No migration background,Seldom,0.33644,1506,4493,0.32262,0.35026
2018,66 and older,No migration background,Never,0.26129,1088,4493,0.24844,0.27414
2018,66 and older,Direct migration background,Often,0.09504,49,449,0.06788,0.12219
2018,66 and older,Direct migration background,Sometimes,0.27040,109,449,0.22927,0.31153
2018,66 and older,Direct migration background,Seldom,0.32417,124,449,0.28083,0.36752
2018,66 and older,Direct migration background,Never,0.29220,167,449,0.25008,0.33431
