,Unnamed: 0,year,migback,pgisced97,pld0043,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
90,90,2008,Direct migration background,Upper Secondary Level,Often,0.16041,112,18290,0.1361,0.1868
91,91,2008,Direct migration background,Upper Secondary Level,Sometimes,0.29296,207,18290,0.25775,0.32992
92,92,2008,Direct migration background,Upper Secondary Level,Seldom,0.29895,196,18290,0.269,0.33656
93,93,2008,Direct migration background,Upper Secondary Level,Never,0.24768,178,18290,0.21727,0.27596
94,94,2008,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.43037,69,18290,0.3554,0.51823
95,95,2008,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.3336,48,18290,0.25741,0.41059
96,96,2008,Direct migration background,Post-secondary Non-tertiary Level,Never,0.23603,38,18290,0.16476,0.28857
97,97,2008,Direct migration background,First Stage of Tertiary Education,Sometimes,0.43393,31,18290,0.31589,0.56121
98,98,2008,Direct migration background,First Stage of Tertiary Education,Seldom,0.56607,44,18290,0.44521,0.68922
99,99,2008,Direct migration background,Second Stage of Tertiary Education,Often,0.14925,54,18290,0.1212,0.17519
100,100,2008,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.42469,117,18290,0.36973,0.48246
101,101,2008,Direct migration background,Second Stage of Tertiary Education,Seldom,0.29409,83,18290,0.23759,0.35479
102,102,2008,Direct migration background,Second Stage of Tertiary Education,Never,0.13197,39,18290,0.09799,0.17491
103,103,2008,Indirect migration background,Lower Secondary Level,Often,0.2937,33,18290,0.19462,0.42064
104,104,2008,Indirect migration background,Lower Secondary Level,Sometimes,0.51304,63,18290,0.39246,0.66128
105,105,2008,Indirect migration background,Lower Secondary Level,Seldom,0.19327,31,18290,0.13592,0.25696
106,106,2008,Indirect migration background,Upper Secondary Level,Often,0.22854,74,18290,0.18996,0.28099
107,107,2008,Indirect migration background,Upper Secondary Level,Sometimes,0.3923,112,18290,0.31877,0.46046
108,108,2008,Indirect migration background,Upper Secondary Level,Seldom,0.25603,78,18290,0.20585,0.31718
109,109,2008,Indirect migration background,Upper Secondary Level,Never,0.12313,31,18290,0.09367,0.16146
110,110,2008,Indirect migration background,Second Stage of Tertiary Education,Sometimes,1.0,37,18290,0.65481,1.38763
111,111,2013,No migration background,Pre-primary Level,Often,0.32481,115,24404,0.26495,0.40241
112,112,2013,No migration background,Pre-primary Level,Sometimes,0.50818,117,24404,0.39707,0.64112
113,113,2013,No migration background,Pre-primary Level,Seldom,0.167,56,24404,0.12185,0.22241
114,114,2013,No migration background,Primary Level,Sometimes,0.25832,42,24404,0.17087,0.3209
115,115,2013,No migration background,Primary Level,Seldom,0.34808,50,24404,0.26865,0.44538
116,116,2013,No migration background,Primary Level,Never,0.3936,60,24404,0.30949,0.47207
117,117,2013,No migration background,Lower Secondary Level,Very often,0.02654,54,24404,0.01962,0.03793
118,118,2013,No migration background,Lower Secondary Level,Often,0.11655,248,24404,0.0995,0.13435
119,119,2013,No migration background,Lower Secondary Level,Sometimes,0.25779,498,24404,0.23399,0.27723
120,120,2013,No migration background,Lower Secondary Level,Seldom,0.30098,553,24404,0.27838,0.32852
121,121,2013,No migration background,Lower Secondary Level,Never,0.29814,487,24404,0.27684,0.32263
122,122,2013,No migration background,Upper Secondary Level,Very often,0.01933,224,24404,0.01667,0.02172
123,123,2013,No migration background,Upper Secondary Level,Often,0.12541,1449,24404,0.11883,0.13258
124,124,2013,No migration background,Upper Secondary Level,Sometimes,0.31645,3534,24404,0.30623,0.32843
125,125,2013,No migration background,Upper Secondary Level,Seldom,0.33987,3669,24404,0.32756,0.35293
126,126,2013,No migration background,Upper Secondary Level,Never,0.19895,2027,24404,0.19021,0.20708
127,127,2013,No migration background,Post-secondary Non-tertiary Level,Very often,0.03189,38,24404,0.01956,0.04671
128,128,2013,No migration background,Post-secondary Non-tertiary Level,Often,0.16998,246,24404,0.14742,0.19963
129,129,2013,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.41992,576,24404,0.37567,0.4611
130,130,2013,No migration background,Post-secondary Non-tertiary Level,Seldom,0.30413,424,24404,0.27213,0.33978
131,131,2013,No migration background,Post-secondary Non-tertiary Level,Never,0.07408,97,24404,0.05799,0.08785
132,132,2013,No migration background,First Stage of Tertiary Education,Often,0.12871,215,24404,0.10811,0.15292
133,133,2013,No migration background,First Stage of Tertiary Education,Sometimes,0.38759,559,24404,0.35383,0.41875
134,134,2013,No migration background,First Stage of Tertiary Education,Seldom,0.35489,546,24404,0.32218,0.38441
135,135,2013,No migration background,First Stage of Tertiary Education,Never,0.1288,167,24404,0.10907,0.14835
136,136,2013,No migration background,Second Stage of Tertiary Education,Very often,0.02897,160,24404,0.02397,0.03375
137,137,2013,No migration background,Second Stage of Tertiary Education,Often,0.19003,977,24404,0.17478,0.20525
138,138,2013,No migration background,Second Stage of Tertiary Education,Sometimes,0.39252,2033,24404,0.37139,0.41417
139,139,2013,No migration background,Second Stage of Tertiary Education,Seldom,0.31162,1525,24404,0.29367,0.32979
140,140,2013,No migration background,Second Stage of Tertiary Education,Never,0.07687,369,24404,0.07002,0.08514
141,141,2013,Direct migration background,Primary Level,Seldom,0.51321,42,24404,0.32642,0.73257
142,142,2013,Direct migration background,Primary Level,Never,0.48679,43,24404,0.33316,0.6289
143,143,2013,Direct migration background,Lower Secondary Level,Often,0.10183,60,24404,0.06458,0.13472
144,144,2013,Direct migration background,Lower Secondary Level,Sometimes,0.23257,153,24404,0.18327,0.28382
145,145,2013,Direct migration background,Lower Secondary Level,Seldom,0.32078,166,24404,0.26136,0.37867
146,146,2013,Direct migration background,Lower Secondary Level,Never,0.34482,131,24404,0.29015,0.4135
147,147,2013,Direct migration background,Upper Secondary Level,Often,0.17121,156,24404,0.13335,0.204
148,148,2013,Direct migration background,Upper Secondary Level,Sometimes,0.31789,352,24404,0.27045,0.37413
149,149,2013,Direct migration background,Upper Secondary Level,Seldom,0.29405,302,24404,0.24796,0.34188
150,150,2013,Direct migration background,Upper Secondary Level,Never,0.21685,179,24404,0.18842,0.24631
151,151,2013,Direct migration background,Post-secondary Non-tertiary Level,Often,0.18424,54,24404,0.11298,0.27872
152,152,2013,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.25606,89,24404,0.18993,0.31566
153,153,2013,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.3581,110,24404,0.27787,0.46687
154,154,2013,Direct migration background,Post-secondary Non-tertiary Level,Never,0.2016,54,24404,0.12302,0.27659
155,155,2013,Direct migration background,First Stage of Tertiary Education,Seldom,1.0,39,24404,0.61653,1.43223
156,156,2013,Direct migration background,Second Stage of Tertiary Education,Often,0.20719,110,24404,0.15402,0.27372
157,157,2013,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.35081,212,24404,0.29104,0.40387
158,158,2013,Direct migration background,Second Stage of Tertiary Education,Seldom,0.32014,170,24404,0.25793,0.38908
159,159,2013,Direct migration background,Second Stage of Tertiary Education,Never,0.12186,70,24404,0.09162,0.15251
160,160,2013,Indirect migration background,Pre-primary Level,Sometimes,1.0,45,24404,0.62271,1.47126
161,161,2013,Indirect migration background,Lower Secondary Level,Often,0.18895,39,24404,0.12757,0.25581
162,162,2013,Indirect migration background,Lower Secondary Level,Sometimes,0.45384,63,24404,0.27576,0.59657
163,163,2013,Indirect migration background,Lower Secondary Level,Seldom,0.35722,56,24404,0.20553,0.55868
164,164,2013,Indirect migration background,Upper Secondary Level,Often,0.22597,87,24404,0.16989,0.28471
165,165,2013,Indirect migration background,Upper Secondary Level,Sometimes,0.37278,162,24404,0.30365,0.44247
166,166,2013,Indirect migration background,Upper Secondary Level,Seldom,0.28412,138,24404,0.22933,0.35157
167,167,2013,Indirect migration background,Upper Secondary Level,Never,0.11714,49,24404,0.08112,0.16126
168,168,2013,Indirect migration background,Second Stage of Tertiary Education,Often,0.3233,40,24404,0.2015,0.50254
169,169,2013,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.42745,78,24404,0.31501,0.54345
170,170,2013,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.24925,40,24404,0.15094,0.3445
171,171,2018,No migration background,Pre-primary Level,Often,0.2779,57,24449,0.21108,0.34462
172,172,2018,No migration background,Pre-primary Level,Sometimes,0.42446,84,24449,0.31054,0.55252
173,173,2018,No migration background,Pre-primary Level,Seldom,0.29764,53,24449,0.21252,0.39236
174,174,2018,No migration background,Primary Level,Sometimes,0.29499,40,24449,0.20548,0.40991
175,175,2018,No migration background,Primary Level,Seldom,0.40142,53,24449,0.29347,0.51566
176,176,2018,No migration background,Primary Level,Never,0.30359,41,24449,0.22261,0.39676
177,177,2018,No migration background,Lower Secondary Level,Very often,0.02817,55,24449,0.02011,0.03644
178,178,2018,No migration background,Lower Secondary Level,Often,0.09341,215,24449,0.0829,0.10943
179,179,2018,No migration background,Lower Secondary Level,Sometimes,0.2962,509,24449,0.2701,0.32093
180,180,2018,No migration background,Lower Secondary Level,Seldom,0.32256,492,24449,0.29592,0.35311
181,181,2018,No migration background,Lower Secondary Level,Never,0.25965,391,24449,0.23965,0.28897
182,182,2018,No migration background,Upper Secondary Level,Very often,0.02649,276,24449,0.02332,0.03021
183,183,2018,No migration background,Upper Secondary Level,Often,0.14469,1332,24449,0.13586,0.15248
184,184,2018,No migration background,Upper Secondary Level,Sometimes,0.33071,3166,24449,0.31892,0.34316
185,185,2018,No migration background,Upper Secondary Level,Seldom,0.31377,2980,24449,0.30078,0.3266
186,186,2018,No migration background,Upper Secondary Level,Never,0.18434,1578,24449,0.1743,0.19383
187,187,2018,No migration background,Post-secondary Non-tertiary Level,Very often,0.04292,47,24449,0.02617,0.06304
188,188,2018,No migration background,Post-secondary Non-tertiary Level,Often,0.21292,272,24449,0.18247,0.24418
189,189,2018,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.38725,575,24449,0.34458,0.42811
190,190,2018,No migration background,Post-secondary Non-tertiary Level,Seldom,0.2916,405,24449,0.25889,0.32391
191,191,2018,No migration background,Post-secondary Non-tertiary Level,Never,0.06529,105,24449,0.05046,0.08109
192,192,2018,No migration background,First Stage of Tertiary Education,Very often,0.02832,33,24449,0.0183,0.04206
193,193,2018,No migration background,First Stage of Tertiary Education,Often,0.17854,219,24449,0.15712,0.20386
194,194,2018,No migration background,First Stage of Tertiary Education,Sometimes,0.3632,486,24449,0.32959,0.3957
195,195,2018,No migration background,First Stage of Tertiary Education,Seldom,0.31027,421,24449,0.27689,0.34029
196,196,2018,No migration background,First Stage of Tertiary Education,Never,0.11966,159,24449,0.10188,0.13922
197,197,2018,No migration background,Second Stage of Tertiary Education,Very often,0.03613,204,24449,0.0288,0.04175
198,198,2018,No migration background,Second Stage of Tertiary Education,Often,0.20708,1001,24449,0.19362,0.22128
199,199,2018,No migration background,Second Stage of Tertiary Education,Sometimes,0.40039,1972,24449,0.38047,0.42195
200,200,2018,No migration background,Second Stage of Tertiary Education,Seldom,0.2917,1424,24449,0.27797,0.30866
201,201,2018,No migration background,Second Stage of Tertiary Education,Never,0.0647,315,24449,0.0581,0.07231
202,202,2018,Direct migration background,Primary Level,Often,0.13396,32,24449,0.08419,0.19906
203,203,2018,Direct migration background,Primary Level,Sometimes,0.20238,76,24449,0.14932,0.25769
204,204,2018,Direct migration background,Primary Level,Seldom,0.23258,58,24449,0.15755,0.31038
205,205,2018,Direct migration background,Primary Level,Never,0.43108,98,24449,0.33304,0.53671
206,206,2018,Direct migration background,Lower Secondary Level,Very often,0.03915,36,24449,0.02719,0.05297
207,207,2018,Direct migration background,Lower Secondary Level,Often,0.10398,91,24449,0.07599,0.14314
208,208,2018,Direct migration background,Lower Secondary Level,Sometimes,0.31443,210,24449,0.25862,0.37005
209,209,2018,Direct migration background,Lower Secondary Level,Seldom,0.27631,193,24449,0.21125,0.34623
210,210,2018,Direct migration background,Lower Secondary Level,Never,0.26614,207,24449,0.22174,0.30362
211,211,2018,Direct migration background,Upper Secondary Level,Very often,0.04711,67,24449,0.02966,0.06638
212,212,2018,Direct migration background,Upper Secondary Level,Often,0.17417,221,24449,0.14081,0.21234
213,213,2018,Direct migration background,Upper Secondary Level,Sometimes,0.29077,448,24449,0.25885,0.33241
214,214,2018,Direct migration background,Upper Secondary Level,Seldom,0.30052,415,24449,0.25746,0.35229
215,215,2018,Direct migration background,Upper Secondary Level,Never,0.18744,333,24449,0.16292,0.21409
216,216,2018,Direct migration background,Post-secondary Non-tertiary Level,Often,0.16455,103,24449,0.1282,0.20826
217,217,2018,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.29313,178,24449,0.23844,0.35405
218,218,2018,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.26761,149,24449,0.22158,0.31532
219,219,2018,Direct migration background,Post-secondary Non-tertiary Level,Never,0.27471,146,24449,0.21326,0.34068
220,220,2018,Direct migration background,First Stage of Tertiary Education,Sometimes,1.0,35,24449,0.56536,1.47889
221,221,2018,Direct migration background,Second Stage of Tertiary Education,Very often,0.04104,61,24449,0.02936,0.05407
222,222,2018,Direct migration background,Second Stage of Tertiary Education,Often,0.2074,209,24449,0.16721,0.24542
223,223,2018,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.343,429,24449,0.29765,0.39171
224,224,2018,Direct migration background,Second Stage of Tertiary Education,Seldom,0.29168,324,24449,0.24474,0.34157
225,225,2018,Direct migration background,Second Stage of Tertiary Education,Never,0.11689,153,24449,0.09498,0.14621
226,226,2018,Indirect migration background,Lower Secondary Level,Often,0.24732,58,24449,0.17088,0.32378
227,227,2018,Indirect migration background,Lower Secondary Level,Sometimes,0.32732,87,24449,0.25278,0.40286
228,228,2018,Indirect migration background,Lower Secondary Level,Seldom,0.27189,82,24449,0.19753,0.35308
229,229,2018,Indirect migration background,Lower Secondary Level,Never,0.15347,39,24449,0.08095,0.2412
230,230,2018,Indirect migration background,Upper Secondary Level,Very often,0.10301,52,24449,0.07917,0.13005
231,231,2018,Indirect migration background,Upper Secondary Level,Often,0.20012,142,24449,0.16444,0.24174
232,232,2018,Indirect migration background,Upper Secondary Level,Sometimes,0.34282,221,24449,0.29323,0.39773
233,233,2018,Indirect migration background,Upper Secondary Level,Seldom,0.24866,182,24449,0.20753,0.28969
234,234,2018,Indirect migration background,Upper Secondary Level,Never,0.10539,80,24449,0.08267,0.13303
235,235,2018,Indirect migration background,Post-secondary Non-tertiary Level,Sometimes,1.0,43,24449,0.67245,1.47125
236,236,2018,Indirect migration background,Second Stage of Tertiary Education,Often,0.37785,76,24449,0.2819,0.48722
237,237,2018,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.36458,90,24449,0.2813,0.50113
238,238,2018,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.25757,65,24449,0.20009,0.33891
