year,migback,quintil_oecd,pld0043,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,No migration background,5th Quintile,Never,0.09534,441,25182,0.09518,0.09550
2013,Direct migration background,1st Quintile,Often,0.11873,128,25182,0.11822,0.11923
2013,Direct migration background,1st Quintile,Sometimes,0.26994,282,25182,0.26925,0.27064
2013,Direct migration background,1st Quintile,Seldom,0.30267,306,25182,0.30195,0.30339
2013,Direct migration background,1st Quintile,Never,0.30866,220,25182,0.30793,0.30938
2013,Direct migration background,2nd Quintile,Often,0.13706,98,25182,0.13647,0.13766
2013,Direct migration background,2nd Quintile,Sometimes,0.32114,231,25182,0.32034,0.32195
2013,Direct migration background,2nd Quintile,Seldom,0.31884,195,25182,0.31804,0.31965
2013,Direct migration background,2nd Quintile,Never,0.22295,141,25182,0.22223,0.22367
2013,Direct migration background,3rd Quintile,Often,0.19582,80,25182,0.19500,0.19664
2013,Direct migration background,3rd Quintile,Sometimes,0.22887,144,25182,0.22801,0.22974
2013,Direct migration background,3rd Quintile,Seldom,0.32655,138,25182,0.32558,0.32752
2013,Direct migration background,3rd Quintile,Never,0.24876,83,25182,0.24787,0.24965
2013,Direct migration background,4th Quintile,Often,0.22334,59,25182,0.22239,0.22429
2013,Direct migration background,4th Quintile,Sometimes,0.28210,96,25182,0.28107,0.28312
2013,Direct migration background,4th Quintile,Seldom,0.29440,108,25182,0.29336,0.29544
2013,Direct migration background,4th Quintile,Never,0.20017,46,25182,0.19926,0.20108
2013,Direct migration background,5th Quintile,Often,0.18293,60,25182,0.18200,0.18386
2013,Direct migration background,5th Quintile,Sometimes,0.44429,130,25182,0.44310,0.44549
2013,Direct migration background,5th Quintile,Seldom,0.37278,98,25182,0.37162,0.37394
2013,Indirect migration background,1st Quintile,Often,0.28792,73,25182,0.28646,0.28939
2013,Indirect migration background,1st Quintile,Sometimes,0.31526,97,25182,0.31376,0.31676
2013,Indirect migration background,1st Quintile,Seldom,0.26225,87,25182,0.26083,0.26367
2013,Indirect migration background,1st Quintile,Never,0.13457,42,25182,0.13346,0.13567
2013,Indirect migration background,2nd Quintile,Often,0.20530,43,25182,0.20374,0.20687
2013,Indirect migration background,2nd Quintile,Sometimes,0.41434,94,25182,0.41243,0.41626
2013,Indirect migration background,2nd Quintile,Seldom,0.38035,71,25182,0.37846,0.38224
2013,Indirect migration background,3rd Quintile,Often,0.23726,43,25182,0.23580,0.23873
2013,Indirect migration background,3rd Quintile,Sometimes,0.39426,65,25182,0.39257,0.39594
2013,Indirect migration background,3rd Quintile,Seldom,0.36848,62,25182,0.36682,0.37014
2013,Indirect migration background,4th Quintile,Often,0.29598,42,25182,0.29431,0.29766
2013,Indirect migration background,4th Quintile,Sometimes,0.42164,70,25182,0.41983,0.42345
2013,Indirect migration background,4th Quintile,Seldom,0.28238,44,25182,0.28073,0.28403
2013,Indirect migration background,5th Quintile,Often,0.29902,51,25182,0.29751,0.30054
2013,Indirect migration background,5th Quintile,Sometimes,0.46706,77,25182,0.46541,0.46872
2013,Indirect migration background,5th Quintile,Seldom,0.23391,43,25182,0.23251,0.23531
2018,No migration background,1st Quintile,Very often,0.04014,106,24119,0.04000,0.04027
2018,No migration background,1st Quintile,Often,0.15738,435,24119,0.15713,0.15764
2018,No migration background,1st Quintile,Sometimes,0.29625,887,24119,0.29593,0.29657
2018,No migration background,1st Quintile,Seldom,0.26636,757,24119,0.26605,0.26667
2018,No migration background,1st Quintile,Never,0.23988,608,24119,0.23958,0.24018
2018,No migration background,2nd Quintile,Very often,0.02202,95,24119,0.02193,0.02211
2018,No migration background,2nd Quintile,Often,0.13436,526,24119,0.13414,0.13457
2018,No migration background,2nd Quintile,Sometimes,0.31768,1248,24119,0.31738,0.31797
2018,No migration background,2nd Quintile,Seldom,0.32059,1155,24119,0.32029,0.32088
2018,No migration background,2nd Quintile,Never,0.20536,717,24119,0.20510,0.20561
2018,No migration background,3rd Quintile,Very often,0.02900,122,24119,0.02890,0.02910
2018,No migration background,3rd Quintile,Often,0.14838,585,24119,0.14817,0.14859
2018,No migration background,3rd Quintile,Sometimes,0.35406,1354,24119,0.35378,0.35435
2018,No migration background,3rd Quintile,Seldom,0.31961,1199,24119,0.31933,0.31989
2018,No migration background,3rd Quintile,Never,0.14894,497,24119,0.14873,0.14915
2018,No migration background,4th Quintile,Very often,0.03130,118,24119,0.03120,0.03140
2018,No migration background,4th Quintile,Often,0.17930,662,24119,0.17908,0.17952
2018,No migration background,4th Quintile,Sometimes,0.36806,1505,24119,0.36779,0.36834
2018,No migration background,4th Quintile,Seldom,0.31412,1232,24119,0.31386,0.31439
2018,No migration background,4th Quintile,Never,0.10721,382,24119,0.10704,0.10739
2018,No migration background,5th Quintile,Very often,0.03413,170,24119,0.03403,0.03423
2018,No migration background,5th Quintile,Often,0.18572,844,24119,0.18550,0.18593
2018,No migration background,5th Quintile,Sometimes,0.39289,1747,24119,0.39262,0.39316
2018,No migration background,5th Quintile,Seldom,0.30366,1374,24119,0.30341,0.30391
2018,No migration background,5th Quintile,Never,0.08361,321,24119,0.08345,0.08376
2018,Direct migration background,1st Quintile,Very often,0.04811,74,24119,0.04786,0.04836
2018,Direct migration background,1st Quintile,Often,0.13932,193,24119,0.13892,0.13972
2018,Direct migration background,1st Quintile,Sometimes,0.27718,446,24119,0.27666,0.27769
2018,Direct migration background,1st Quintile,Seldom,0.25952,336,24119,0.25901,0.26002
2018,Direct migration background,1st Quintile,Never,0.27588,377,24119,0.27536,0.27639
2018,Direct migration background,2nd Quintile,Very often,0.03182,43,24119,0.03160,0.03205
2018,Direct migration background,2nd Quintile,Often,0.10808,160,24119,0.10768,0.10848
2018,Direct migration background,2nd Quintile,Sometimes,0.35165,345,24119,0.35103,0.35226
2018,Direct migration background,2nd Quintile,Seldom,0.26574,296,24119,0.26518,0.26631
2018,Direct migration background,2nd Quintile,Never,0.24271,264,24119,0.24216,0.24326
2018,Direct migration background,3rd Quintile,Often,0.23198,123,24119,0.23136,0.23260
2018,Direct migration background,3rd Quintile,Sometimes,0.29411,217,24119,0.29344,0.29478
2018,Direct migration background,3rd Quintile,Seldom,0.30393,208,24119,0.30325,0.30460
2018,Direct migration background,3rd Quintile,Never,0.16999,129,24119,0.16944,0.17054
2018,Direct migration background,4th Quintile,Often,0.14209,85,24119,0.14152,0.14266
2018,Direct migration background,4th Quintile,Sometimes,0.37652,176,24119,0.37572,0.37731
2018,Direct migration background,4th Quintile,Seldom,0.33460,153,24119,0.33383,0.33537
2018,Direct migration background,4th Quintile,Never,0.14679,71,24119,0.14622,0.14737
2018,Direct migration background,5th Quintile,Often,0.27868,91,24119,0.27785,0.27950
2018,Direct migration background,5th Quintile,Sometimes,0.31102,133,24119,0.31016,0.31187
2018,Direct migration background,5th Quintile,Seldom,0.30036,118,24119,0.29952,0.30120
2018,Direct migration background,5th Quintile,Never,0.10995,37,24119,0.10937,0.11052
2018,Indirect migration background,1st Quintile,Very often,0.12244,37,24119,0.12176,0.12311
2018,Indirect migration background,1st Quintile,Often,0.30650,104,24119,0.30555,0.30745
2018,Indirect migration background,1st Quintile,Sometimes,0.25694,118,24119,0.25604,0.25784
2018,Indirect migration background,1st Quintile,Seldom,0.19822,115,24119,0.19740,0.19904
2018,Indirect migration background,1st Quintile,Never,0.11590,56,24119,0.11524,0.11656
2018,Indirect migration background,2nd Quintile,Often,0.19647,82,24119,0.19560,0.19735
2018,Indirect migration background,2nd Quintile,Sometimes,0.32433,129,24119,0.32330,0.32536
2018,Indirect migration background,2nd Quintile,Seldom,0.30850,110,24119,0.30748,0.30952
2018,Indirect migration background,2nd Quintile,Never,0.17070,46,24119,0.16987,0.17153
2018,Indirect migration background,3rd Quintile,Often,0.27120,60,24119,0.27014,0.27227
2018,Indirect migration background,3rd Quintile,Sometimes,0.47271,115,24119,0.47152,0.47390
2018,Indirect migration background,3rd Quintile,Seldom,0.25609,70,24119,0.25504,0.25713
2018,Indirect migration background,4th Quintile,Often,0.26732,50,24119,0.26613,0.26850
2018,Indirect migration background,4th Quintile,Sometimes,0.42685,66,24119,0.42553,0.42818
2018,Indirect migration background,4th Quintile,Seldom,0.30583,56,24119,0.30459,0.30707
2018,Indirect migration background,5th Quintile,Often,0.28134,53,24119,0.28011,0.28257
2018,Indirect migration background,5th Quintile,Sometimes,0.42597,72,24119,0.42461,0.42732
2018,Indirect migration background,5th Quintile,Seldom,0.29269,59,24119,0.29144,0.29394
