year,pgisced97,sampreg,pld0043,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2003,Upper Secondary Level,East,Sometimes,0.3045503403797922,27727,0.2991332382412913,0.30996744251829306
2003,Upper Secondary Level,East,Seldom,0.30132568971694734,27727,0.2959248648172065,0.3067265146166882
2003,Upper Secondary Level,East,Never,0.22500895736295234,27727,0.22009362515689698,0.2299242895690077
2003,Upper Secondary Level,East,Often,0.13436044428520244,27727,0.13034615290845042,0.13837473566195446
2003,Upper Secondary Level,East,Very often,0.0347545682551057,27727,0.03259866406553114,0.03691047244468026
2003,Post-secondary Non-tertiary Level,West,Sometimes,0.39801980198019804,27727,0.3922581360646351,0.40378146789576097
2003,Post-secondary Non-tertiary Level,West,Seldom,0.24752475247524752,27727,0.24244479523326723,0.2526047097172278
2003,Post-secondary Non-tertiary Level,West,Often,0.200990099009901,27727,0.19627307547953882,0.2057071225402632
2003,Post-secondary Non-tertiary Level,West,Never,0.11485148514851486,27727,0.11109846401141785,0.11860450628561187
2003,Post-secondary Non-tertiary Level,West,Very often,0.03861386138613861,27727,0.03634595473420024,0.040881768038076985
2003,Post-secondary Non-tertiary Level,East,Sometimes,0.43661971830985913,27727,0.4307818119581459,0.44245762466157235
2003,Post-secondary Non-tertiary Level,East,Seldom,0.24647887323943662,27727,0.2414061379889697,0.25155160848990354
2003,Post-secondary Non-tertiary Level,East,Often,0.176056338028169,27727,0.17157322982542464,0.18053944623091336
2003,Post-secondary Non-tertiary Level,East,Never,0.09859154929577464,27727,0.09508253378086862,0.10210056481068067
2003,Post-secondary Non-tertiary Level,East,Very often,0.04225352112676056,27727,0.03988563198979322,0.04462141026372791
2003,First Stage of Tertiary Education,West,Sometimes,0.39364303178484106,27727,0.3878923398824663,0.3993937236872158
2003,First Stage of Tertiary Education,West,Seldom,0.2665036674816626,27727,0.2612994528609696,0.2717078821023556
2003,First Stage of Tertiary Education,West,Often,0.17603911980440098,27727,0.17155618398994826,0.1805220556188537
2003,First Stage of Tertiary Education,West,Never,0.1263243683781581,27727,0.12241394924493489,0.13023478751138132
2003,First Stage of Tertiary Education,West,Very often,0.037489812550937245,27727,0.035253853055206355,0.039725772046668134
2003,First Stage of Tertiary Education,East,Seldom,0.3561946902654867,27727,0.35055798109318037,0.3618313994377931
2003,First Stage of Tertiary Education,East,Sometimes,0.2920353982300885,27727,0.2866832497880736,0.29738754667210343
2003,First Stage of Tertiary Education,East,Never,0.17256637168141592,27727,0.16811853023129752,0.17701421313153431
2003,First Stage of Tertiary Education,East,Often,0.16150442477876106,27727,0.15717283589624417,0.16583601366127795
2003,First Stage of Tertiary Education,East,Very often,0.017699115044247787,27727,0.01614707588780463,0.019251154200690946
2003,Second Stage of Tertiary Education,West,Sometimes,0.39704918032786884,27727,0.3912899065106337,0.40280845414510397
2003,Second Stage of Tertiary Education,West,Seldom,0.26229508196721313,27727,0.25711733237240536,0.2674728315620209
2003,Second Stage of Tertiary Education,West,Often,0.21278688524590164,27727,0.2079693686522796,0.21760440183952368
2003,Second Stage of Tertiary Education,West,Never,0.08262295081967214,27727,0.07938232478844949,0.08586357685089478
2003,Second Stage of Tertiary Education,West,Very often,0.04524590163934426,27727,0.04279943093655842,0.047692372342130106
2003,Second Stage of Tertiary Education,East,Sometimes,0.40186915887850466,27727,0.3960982387011444,0.4076400790558649
2003,Second Stage of Tertiary Education,East,Seldom,0.31931464174454827,27727,0.3138269810467299,0.32480230244236663
2003,Second Stage of Tertiary Education,East,Often,0.16199376947040497,27727,0.1576568894301905,0.16633064951061946
2003,Second Stage of Tertiary Education,East,Never,0.08489096573208722,27727,0.08161022592127552,0.08817170554289892
2003,Second Stage of Tertiary Education,East,Very often,0.031931464174454825,27727,0.029861956224378938,0.03400097212453071
2008,Pre-primary Level,West,Sometimes,0.4095940959409594,23673,0.4033296651988846,0.41585852668303425
2008,Pre-primary Level,West,Often,0.34686346863468637,23673,0.34080014581328255,0.3529267914560902
2008,Pre-primary Level,West,Seldom,0.12177121771217712,23673,0.11760534899126494,0.12593708643308932
2008,Pre-primary Level,West,Very often,0.1070110701107011,23673,0.10307315079711225,0.11094898942428995
2008,Pre-primary Level,West,Never,0.014760147601476014,23673,0.013223954686524812,0.016296340516427216
2008,Pre-primary Level,East,Sometimes,0.36585365853658536,23673,0.3597177642440899,0.3719895528290808
2008,Pre-primary Level,East,Often,0.34146341463414637,23673,0.3354226562476945,0.3475041730205982
2008,Pre-primary Level,East,Seldom,0.15853658536585366,23673,0.15388381315006766,0.16318935758163966
2008,Pre-primary Level,East,Very often,0.0975609756097561,23673,0.09378110944140068,0.10134084177811152
2008,Pre-primary Level,East,Never,0.036585365853658534,23673,0.03419375925544341,0.03897697245187366
2008,Primary Level,West,Never,0.4276729559748428,23673,0.4213705343952513,0.43397537755443427
2008,Primary Level,West,Seldom,0.2578616352201258,23673,0.2522889407882142,0.2634343296520374
2008,Primary Level,West,Sometimes,0.2389937106918239,23673,0.23356099745700057,0.24442642392664723
2008,Primary Level,West,Often,0.06289308176100629,23673,0.05980046979317682,0.06598569372883577
2008,Primary Level,West,Very often,0.012578616352201259,23673,0.011158914587972343,0.013998318116430174
2008,Primary Level,East,Never,0.3333333333333333,23673,0.3273281929365341,0.33933847373013254
2008,Primary Level,East,Sometimes,0.3333333333333333,23673,0.3273281929365341,0.33933847373013254
2008,Primary Level,East,Seldom,0.16666666666666666,23673,0.16191918633592345,0.17141414699740987
2008,Primary Level,East,Often,0.1111111111111111,23673,0.10710768417991164,0.11511453804231057
2008,Primary Level,East,Very often,0.05555555555555555,23673,0.05263758182426152,0.05847352928684958
2008,Lower Secondary Level,West,Never,0.3107947805456702,23673,0.30489901018422144,0.316690550907119
2008,Lower Secondary Level,West,Sometimes,0.28291814946619215,23673,0.2771803655078057,0.28865593342457857
2008,Lower Secondary Level,West,Seldom,0.2704626334519573,23673,0.26480406167577925,0.2761212052281354
2008,Lower Secondary Level,West,Often,0.11387900355871886,23673,0.1098323337883984,0.1179256733290393
2008,Lower Secondary Level,West,Very often,0.021945432977461446,23673,0.02007912616272332,0.023811739792199572
2008,Lower Secondary Level,East,Never,0.31353135313531355,23673,0.3076214513447881,0.319441254925839
2008,Lower Secondary Level,East,Sometimes,0.27722772277227725,23673,0.27152544335625517,0.28293000218829933
2008,Lower Secondary Level,East,Seldom,0.2508250825082508,23673,0.2453029538800649,0.2563472111364367
2008,Lower Secondary Level,East,Often,0.12871287128712872,23673,0.12444686922788974,0.1329788733463677
2008,Lower Secondary Level,East,Very often,0.0297029702970297,23673,0.027540342834151965,0.03186559775990744
2008,Upper Secondary Level,West,Sometimes,0.3305485937064884,23673,0.3245561134984255,0.33654107391455135
2008,Upper Secondary Level,West,Seldom,0.3056251740462267,23673,0.2997567570273238,0.3114935910651296
2008,Upper Secondary Level,West,Never,0.19159008632692842,23673,0.1865766932817859,0.19660347937207096
2008,Upper Secondary Level,West,Often,0.14327485380116958,23673,0.138811768715566,0.14773793888677317
2008,Upper Secondary Level,West,Very often,0.028961292119186854,23673,0.02682501956696548,0.03109756467140823
2008,Upper Secondary Level,East,Sometimes,0.32242424242424245,23673,0.31647005918308285,0.32837842566540204
2008,Upper Secondary Level,East,Seldom,0.31232323232323234,23673,0.30641953961731677,0.3182269250291479
2008,Upper Secondary Level,East,Never,0.21535353535353535,23673,0.21011701933555643,0.22059005137151427
2008,Upper Secondary Level,East,Often,0.12565656565656566,23673,0.12143412998586235,0.12987900132726898
2008,Upper Secondary Level,East,Very often,0.024242424242424242,23673,0.02228318075529202,0.026201667729556465
2008,Post-secondary Non-tertiary Level,West,Sometimes,0.39200863930885527,23673,0.38578956214262444,0.3982277164750861
2008,Post-secondary Non-tertiary Level,West,Seldom,0.27429805615550756,23673,0.2686145029428644,0.27998160936815075
2008,Post-secondary Non-tertiary Level,West,Often,0.1879049676025918,23673,0.18292872001490998,0.1928812151902736
2008,Post-secondary Non-tertiary Level,West,Never,0.11231101511879049,23673,0.1082887470245231,0.11633328321305789
2008,Post-secondary Non-tertiary Level,West,Very often,0.03347732181425486,23673,0.031185869624994384,0.03576877400351534
2008,Post-secondary Non-tertiary Level,East,Sometimes,0.3393939393939394,23673,0.33336205873282726,0.34542582005505157
2008,Post-secondary Non-tertiary Level,East,Seldom,0.2787878787878788,23673,0.27307575152600033,0.2845000060497573
2008,Post-secondary Non-tertiary Level,East,Often,0.23030303030303031,23673,0.22493964327985652,0.2356664173262041
2008,Post-secondary Non-tertiary Level,East,Never,0.09090909090909091,23673,0.0872469357795437,0.09457124603863812
2008,Post-secondary Non-tertiary Level,East,Very often,0.06060606060606061,23673,0.05756649636105247,0.06364562485106874
2008,First Stage of Tertiary Education,West,Sometimes,0.35145631067961164,23673,0.3453744745518316,0.35753814680739165
2008,First Stage of Tertiary Education,West,Seldom,0.34368932038834954,23673,0.3376391559776565,0.3497394847990426
2008,First Stage of Tertiary Education,West,Often,0.15922330097087378,23673,0.15456236574336646,0.1638842361983811
2008,First Stage of Tertiary Education,West,Never,0.1203883495145631,23673,0.11624294287159719,0.12453375615752903
2008,First Stage of Tertiary Education,West,Very often,0.02524271844660194,23673,0.02324448728197991,0.02724094961122397
2008,First Stage of Tertiary Education,East,Seldom,0.3914209115281501,23673,0.3852034952345003,0.3976383278217999
2008,First Stage of Tertiary Education,East,Sometimes,0.3351206434316354,23673,0.3291075017416641,0.3411337851216067
2008,First Stage of Tertiary Education,East,Never,0.1554959785522788,23673,0.15087972277509573,0.1601122343294619
2008,First Stage of Tertiary Education,East,Often,0.0938337801608579,23673,0.09011917239101618,0.09754838793069963
2008,First Stage of Tertiary Education,East,Very often,0.024128686327077747,23673,0.022173930407205816,0.026083442246949678
2008,Second Stage of Tertiary Education,West,Sometimes,0.3836971350613915,23673,0.3775024277176916,0.38989184240509145
2008,Second Stage of Tertiary Education,West,Seldom,0.2789904502046385,23673,0.2732770506097469,0.28470384979953006
2008,Second Stage of Tertiary Education,West,Often,0.20497953615279674,23673,0.19983704173310582,0.21012203057248766
2008,Second Stage of Tertiary Education,West,Never,0.08969986357435197,23673,0.08605972750946092,0.09333999963924303
2008,Second Stage of Tertiary Education,West,Very often,0.04263301500682128,23673,0.04005941132525075,0.04520661868839181
2008,Second Stage of Tertiary Education,East,Sometimes,0.392741935483871,23673,0.386520799336174,0.39896307163156797
2008,Second Stage of Tertiary Education,East,Seldom,0.3153225806451613,23673,0.30940355855262613,0.3212416027376964
2008,Second Stage of Tertiary Education,East,Often,0.17016129032258065,23673,0.16537436500266584,0.17494821564249546
2008,Second Stage of Tertiary Education,East,Never,0.09435483870967742,23673,0.09063100270959544,0.09807867470975941
2008,Second Stage of Tertiary Education,East,Very often,0.027419354838709678,23673,0.025339079361348833,0.029499630316070523
2013,Pre-primary Level,West,Sometimes,0.3989769820971867,44486,0.394426432360205,0.40352753183416834
2013,Pre-primary Level,West,Often,0.3145780051150895,44486,0.3102629376724561,0.31889307255772287
2013,Pre-primary Level,West,Seldom,0.17647058823529413,44486,0.17292800456481155,0.1800131719057767
2013,Pre-primary Level,West,Very often,0.06649616368286446,44486,0.06418089849705262,0.06881142886867629
2013,Pre-primary Level,West,Never,0.043478260869565216,44486,0.04158317934778582,0.045373342391344614
2013,Pre-primary Level,East,Often,0.41509433962264153,44486,0.4105154443525041,0.41967323489277897
2013,Pre-primary Level,East,Seldom,0.2641509433962264,44486,0.26005395395818326,0.26824793283426956
2013,Pre-primary Level,East,Sometimes,0.20754716981132076,44486,0.203778487660409,0.21131585196223251
2013,Pre-primary Level,East,Never,0.05660377358490566,44486,0.05445636763285041,0.058751179536960914
2013,Pre-primary Level,East,Very often,0.05660377358490566,44486,0.05445636763285041,0.058751179536960914
2013,Primary Level,West,Never,0.3333333333333333,44486,0.3289526875708426,0.337713979095824
2013,Primary Level,West,Seldom,0.30434782608695654,44486,0.30007194550189653,0.30862370667201655
2013,Primary Level,West,Sometimes,0.21739130434782608,44486,0.21355831324380517,0.221224295451847
2013,Primary Level,West,Often,0.10869565217391304,44486,0.10580321795074939,0.1115880863970767
2013,Primary Level,West,Very often,0.036231884057971016,44486,0.03449537869524013,0.0379683894207019
2013,Primary Level,East,Never,0.3673469387755102,44486,0.36286706877013875,0.3718268087808817
2013,Primary Level,East,Sometimes,0.22448979591836735,44486,0.22061243299196376,0.22836715884477093
2013,Primary Level,East,Seldom,0.22448979591836735,44486,0.22061243299196376,0.22836715884477093
2013,Primary Level,East,Often,0.14285714285714285,44486,0.13960535670117347,0.14610892901311223
2013,Primary Level,East,Very often,0.04081632653061224,44486,0.03897762075871346,0.042655032302511026
2013,Lower Secondary Level,West,Seldom,0.30696629213483145,44486,0.30268014657352915,0.31125243769613375
2013,Lower Secondary Level,West,Sometimes,0.28629213483146065,44486,0.28209155403602254,0.29049271562689877
2013,Lower Secondary Level,West,Never,0.24224719101123596,44486,0.238265775124761,0.24622860689771092
2013,Lower Secondary Level,West,Often,0.13348314606741574,44486,0.13032271649608607,0.1366435756387454
2013,Lower Secondary Level,West,Very often,0.031011235955056178,44486,0.02940035554193677,0.03262211636817559
2013,Lower Secondary Level,East,Never,0.3136094674556213,44486,0.3092980049126339,0.3179209299986087
2013,Lower Secondary Level,East,Seldom,0.27218934911242604,44486,0.268053266929003,0.2763254312958491
2013,Lower Secondary Level,East,Sometimes,0.22781065088757396,44486,0.22391308640904908,0.23170821536609884
2013,Lower Secondary Level,East,Often,0.14792899408284024,44486,0.14462979184358585,0.15122819632209464
2013,Lower Secondary Level,East,Very often,0.038461538461538464,44486,0.03667447058194233,0.0402486063411346
2013,Upper Secondary Level,West,Sometimes,0.33673031538296505,44486,0.33233863652160694,0.34112199424432316
2013,Upper Secondary Level,West,Seldom,0.328041192877065,44486,0.3236782461608658,0.3324041395932642
2013,Upper Secondary Level,West,Never,0.16262604591289423,44486,0.15919679574852993,0.16605529607725852
2013,Upper Secondary Level,West,Often,0.15050418365157692,44486,0.14718142114747307,0.15382694615568077
2013,Upper Secondary Level,West,Very often,0.02209826217549882,44486,0.020732198125311598,0.023464326225686043
2013,Upper Secondary Level,East,Seldom,0.345609996711608,44486,0.3411906724478996,0.35002932097531647
2013,Upper Secondary Level,East,Sometimes,0.2989148306478132,44486,0.2946607715953155,0.3031688897003109
2013,Upper Secondary Level,East,Never,0.2430121670503124,44486,0.23902648315980493,0.24699785094081986
2013,Upper Secondary Level,East,Often,0.0950345281157514,44486,0.09230931099529407,0.09775974523620873
2013,Upper Secondary Level,East,Very often,0.017428477474514963,44486,0.016212414113246518,0.01864454083578341
2013,Post-secondary Non-tertiary Level,West,Sometimes,0.3884795713328868,44486,0.38395024126444965,0.39300890140132394
2013,Post-secondary Non-tertiary Level,West,Seldom,0.30810448760884124,44486,0.30381393075176727,0.3123950444659152
2013,Post-secondary Non-tertiary Level,West,Often,0.18754186202277295,44486,0.183914474114386,0.1911692499311599
2013,Post-secondary Non-tertiary Level,West,Never,0.08372404554588078,44486,0.08115019906162022,0.08629789203014135
2013,Post-secondary Non-tertiary Level,West,Very often,0.032150033489618215,44486,0.030510806382741663,0.03378926059649477
2013,Post-secondary Non-tertiary Level,East,Sometimes,0.38461538461538464,44486,0.3800944207491036,0.3891363484816657
2013,Post-secondary Non-tertiary Level,East,Seldom,0.34065934065934067,44486,0.3362552173269229,0.34506346399175847
2013,Post-secondary Non-tertiary Level,East,Often,0.14652014652014653,44486,0.143233978978155,0.14980631406213804
2013,Post-secondary Non-tertiary Level,East,Never,0.11721611721611722,44486,0.11422684644251999,0.12020538798971445
2013,Post-secondary Non-tertiary Level,East,Very often,0.01098901098901099,44486,0.010020233017665048,0.011957788960356932
2013,First Stage of Tertiary Education,West,Sometimes,0.38183279742765275,44486,0.3773180445138844,0.3863475503414211
2013,First Stage of Tertiary Education,West,Seldom,0.3520900321543408,44486,0.34765161019187707,0.35652845411680456
2013,First Stage of Tertiary Education,West,Often,0.15032154340836013,44486,0.14700044068181056,0.1536426461349097
2013,First Stage of Tertiary Education,West,Never,0.09244372990353698,44486,0.0897520717457954,0.09513538806127857
2013,First Stage of Tertiary Education,West,Very often,0.023311897106109324,44486,0.02190969327240735,0.024714100939811297
2013,First Stage of Tertiary Education,East,Seldom,0.38317757009345793,44486,0.37865979599627964,0.3876953441906362
2013,First Stage of Tertiary Education,East,Sometimes,0.29906542056074764,44486,0.29481074708564753,0.30332009403584775
2013,First Stage of Tertiary Education,East,Never,0.1822429906542056,44486,0.17865557294984183,0.18583040835856937
2013,First Stage of Tertiary Education,East,Often,0.12149532710280374,44486,0.1184593658961443,0.12453128830946318
2013,First Stage of Tertiary Education,East,Very often,0.014018691588785047,44486,0.01292616384512687,0.015111219332443223
2013,Second Stage of Tertiary Education,West,Sometimes,0.4033440219880898,44486,0.3987852885027749,0.40790275547340465
2013,Second Stage of Tertiary Education,West,Seldom,0.28767750801649106,44486,0.28347086483636297,0.29188415119661915
2013,Second Stage of Tertiary Education,West,Often,0.20590929912963812,44486,0.20215163959561022,0.20966695866366603
2013,Second Stage of Tertiary Education,West,Never,0.06962895098488318,44486,0.06726375347788173,0.07199414849188464
2013,Second Stage of Tertiary Education,West,Very often,0.03344021988089785,44486,0.031769539723273864,0.03511090003852183
2013,Second Stage of Tertiary Education,East,Sometimes,0.3875862068965517,44486,0.38305878433189244,0.392113629461211
2013,Second Stage of Tertiary Education,East,Seldom,0.3303448275862069,44486,0.32597409976941755,0.3347155554029963
2013,Second Stage of Tertiary Education,East,Often,0.15724137931034482,44486,0.15385855520351222,0.16062420341717742
2013,Second Stage of Tertiary Education,East,Never,0.09655172413793103,44486,0.0938071431156712,0.09929630516019086
2013,Second Stage of Tertiary Education,East,Very often,0.028275862068965516,44486,0.026735496454629033,0.029816227683302
2018,Pre-primary Level,West,Sometimes,0.3402777777777778,43121,0.3358057034818254,0.34474985207373016
2018,Pre-primary Level,West,Often,0.2881944444444444,43121,0.2839194539992165,0.29246943488967236
2018,Pre-primary Level,West,Seldom,0.2222222222222222,43121,0.21829818455247108,0.22614625989197334
2018,Pre-primary Level,West,Very often,0.09375,43121,0.0909988054187254,0.0965011945812746
2018,Pre-primary Level,West,Never,0.05555555555555555,43121,0.05339351610099766,0.05771759501011345
2018,Pre-primary Level,East,Sometimes,0.35714285714285715,43121,0.3526202394161145,0.3616654748695998
2018,Pre-primary Level,East,Often,0.32142857142857145,43121,0.3170204689402966,0.3258366739168463
2018,Pre-primary Level,East,Seldom,0.17857142857142858,43121,0.17495647646112766,0.1821863806817295
2018,Pre-primary Level,East,Never,0.08928571428571429,43121,0.08659421838528161,0.09197721018614696
2018,Pre-primary Level,East,Very often,0.05357142857142857,43121,0.051446119017093894,0.05569673812576324
2018,Primary Level,West,Never,0.3044496487119438,43121,0.3001062101255464,0.3087930872983412
2018,Primary Level,West,Sometimes,0.2646370023419204,43121,0.26047322181079435,0.26880078287304643
2018,Primary Level,West,Seldom,0.24121779859484777,43121,0.23717971875103983,0.2452558784386557
2018,Primary Level,West,Often,0.14754098360655737,43121,0.1441936056567847,0.15088836155633004
2018,Primary Level,West,Very often,0.04215456674473068,43121,0.040257940783335285,0.04405119270612607
2018,Primary Level,East,Never,0.3220338983050847,43121,0.3176236154505388,0.32644418115963064
2018,Primary Level,East,Sometimes,0.2711864406779661,43121,0.26699026302166134,0.27538261833427086
2018,Primary Level,East,Seldom,0.2542372881355932,43121,0.2501273847230889,0.25834719154809754
2018,Primary Level,East,Often,0.13559322033898305,43121,0.1323618277147872,0.1388246129631789
2018,Primary Level,East,Very often,0.01694915254237288,43121,0.01573079811846639,0.018167506966279372
2018,Lower Secondary Level,West,Sometimes,0.30556773345024113,43121,0.30121982539188413,0.3099156415085981
2018,Lower Secondary Level,West,Seldom,0.29110039456378783,43121,0.2868126843692192,0.2953881047583565
2018,Lower Secondary Level,West,Never,0.23060061376589217,43121,0.22662487530946224,0.2345763522223221
2018,Lower Secondary Level,West,Often,0.13415168785620343,43121,0.13093483913811022,0.13736853657429665
2018,Lower Secondary Level,West,Very often,0.03857957036387549,43121,0.036761766483811076,0.04039737424393991
2018,Lower Secondary Level,East,Never,0.2775,43121,0.27327368290105125,0.2817263170989488
2018,Lower Secondary Level,East,Sometimes,0.2725,43121,0.2682974642982998,0.2767025357017002
2018,Lower Secondary Level,East,Seldom,0.2575,43121,0.25337286661461594,0.26162713338538407
2018,Lower Secondary Level,East,Often,0.145,43121,0.14167662982594603,0.14832337017405395
2018,Lower Secondary Level,East,Very often,0.0475,43121,0.045492336347510536,0.049507663652489466
2018,Upper Secondary Level,West,Sometimes,0.34086218757165787,43121,0.3363882575585174,0.3453361175847983
2018,Upper Secondary Level,West,Seldom,0.30497592295345105,43121,0.3006303768543221,0.30932146905258
2018,Upper Secondary Level,West,Often,0.16097225407016738,43121,0.15750348543534226,0.1644410227049925
2018,Upper Secondary Level,West,Never,0.156042192157762,43121,0.1526169360566274,0.15946744825889658
2018,Upper Secondary Level,West,Very often,0.0371474432469617,43121,0.03536237009811896,0.038932516395804445
2018,Upper Secondary Level,East,Seldom,0.3309274630097438,43121,0.3264861164115266,0.335368809607961
2018,Upper Secondary Level,East,Sometimes,0.31107903284012994,43121,0.30670953297005027,0.3154485327102096
2018,Upper Secondary Level,East,Never,0.22735474557921329,43121,0.22339876872418069,0.23131072243424589
2018,Upper Secondary Level,East,Often,0.10501623962468423,43121,0.10212257984036119,0.10790989940900728
2018,Upper Secondary Level,East,Very often,0.025622518946228797,43121,0.024131146242258004,0.02711389165019959
2018,Post-secondary Non-tertiary Level,West,Sometimes,0.3770127706829539,43121,0.3724384220390927,0.3815871193268151
2018,Post-secondary Non-tertiary Level,West,Seldom,0.2692948362021099,43121,0.2651078959785666,0.27348177642565324
2018,Post-secondary Non-tertiary Level,West,Often,0.19267073847862298,43121,0.1889481512136814,0.19639332574356458
2018,Post-secondary Non-tertiary Level,West,Never,0.12326485285952249,43121,0.1201619691533086,0.12636773656573638
2018,Post-secondary Non-tertiary Level,West,Very often,0.03775680177679067,43121,0.03595771676965447,0.03955588678392687
2018,Post-secondary Non-tertiary Level,East,Sometimes,0.3622291021671827,43121,0.35769244795548166,0.3667657563788837
2018,Post-secondary Non-tertiary Level,East,Seldom,0.3065015479876161,43121,0.30214993019724834,0.31085316577798383
2018,Post-secondary Non-tertiary Level,East,Often,0.17337461300309598,43121,0.16980140102385227,0.17694782498233969
2018,Post-secondary Non-tertiary Level,East,Never,0.12074303405572756,43121,0.11766764113269586,0.12381842697875926
2018,Post-secondary Non-tertiary Level,East,Very often,0.03715170278637771,43121,0.03536653124579453,0.038936874326960885
2018,First Stage of Tertiary Education,West,Sometimes,0.39248826291079814,43121,0.3878793093432379,0.3970972164783584
2018,First Stage of Tertiary Education,West,Seldom,0.3117370892018779,43121,0.3073650597302839,0.31610911867347197
2018,First Stage of Tertiary Education,West,Often,0.17089201877934274,43121,0.1673391587552696,0.17444487880341586
2018,First Stage of Tertiary Education,West,Never,0.09389671361502347,43121,0.09114359002077459,0.09664983720927235
2018,First Stage of Tertiary Education,West,Very often,0.030985915492957747,43121,0.029350384153804372,0.03262144683211112
2018,First Stage of Tertiary Education,East,Seldom,0.33505154639175255,43121,0.33059640529448786,0.33950668748901724
2018,First Stage of Tertiary Education,East,Sometimes,0.3015463917525773,43121,0.29721470033984965,0.30587808316530496
2018,First Stage of Tertiary Education,East,Never,0.19329896907216496,43121,0.18957176875567058,0.19702616938865933
2018,First Stage of Tertiary Education,East,Often,0.15721649484536082,43121,0.15378076721380898,0.16065222247691266
2018,First Stage of Tertiary Education,East,Very often,0.01288659793814433,43121,0.011822052206398533,0.013951143669890125
2018,Second Stage of Tertiary Education,West,Sometimes,0.3993545784590561,43121,0.394731831954841,0.40397732496327116
2018,Second Stage of Tertiary Education,West,Seldom,0.2716821298910851,43121,0.26748354750887354,0.27588071227329664
2018,Second Stage of Tertiary Education,West,Often,0.21117386042759176,43121,0.2073215401578339,0.2150261806973496
2018,Second Stage of Tertiary Education,West,Never,0.07099636950383219,43121,0.06857233701908771,0.07342040198857666
2018,Second Stage of Tertiary Education,West,Very often,0.04679306171843485,43121,0.044799654676576456,0.048786468760293245
2018,Second Stage of Tertiary Education,East,Sometimes,0.36762589928057554,43121,0.36307495260521544,0.37217684595593564
2018,Second Stage of Tertiary Education,East,Seldom,0.33525179856115106,43121,0.33079599739165977,0.33970759973064235
2018,Second Stage of Tertiary Education,East,Often,0.17194244604316547,43121,0.1683809417558792,0.17550395033045174
