year,regtyp,plj0021_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2016,Urban regions,"Yes, probably",0.19625779625779627,41132,0.19241950432334168,0.20009608819225086
2016,Urban regions,"Yes, definitely",0.1683991683991684,41132,0.1647826257874075,0.17201571101092933
2016,Rural regions,Definitely not,0.3466666666666667,41132,0.3420673892235223,0.35126594410981105
2016,Rural regions,"Yes, definitely",0.22814814814814816,41132,0.22409267428278987,0.23220362201350644
2016,Rural regions,Improbable,0.21481481481481482,41132,0.2108457853692505,0.21878384426037914
2016,Rural regions,"Yes, probably",0.21037037037037037,41132,0.20643151384554762,0.21430922689519313
2018,Urban regions,Definitely not,0.38205499276411,43121,0.3774688294812393,0.3866411560469807
2018,Urban regions,Improbable,0.21466473709599615,43121,0.21078931007403792,0.21854016411795438
2018,Urban regions,"Yes, definitely",0.2040520984081042,43121,0.20024823850733195,0.20785595830887646
2018,Urban regions,"Yes, probably",0.19922817173178967,43121,0.19545817106344257,0.20299817240013676
2018,Rural regions,Definitely not,0.3487972508591065,43121,0.34429886921094377,0.35329563250726925
2018,Rural regions,"Yes, probably",0.2268041237113402,43121,0.22285153253060863,0.23075671489207178
2018,Rural regions,"Yes, definitely",0.21305841924398625,43121,0.20919357268488387,0.21692326580308863
2018,Rural regions,Improbable,0.211340206185567,43121,0.2074867753060652,0.2151936370650688
2021,Urban regions,"Yes, definitely",0.896197948098974,27598,0.8925994422902647,0.8997964539076834
2021,Urban regions,"Yes, probably",0.08992154496077248,27598,0.08654643005669031,0.09329665986485465
2021,Urban regions,Definitely not,0.011466505733252867,27598,0.010210393321389963,0.01272261814511577
2021,Urban regions,Improbable,0.0024140012070006035,27598,0.0018350243821571338,0.0029929780318440733
2021,Rural regions,"Yes, definitely",0.9052369077306733,27598,0.9017813511819602,0.9086924642793864
2021,Rural regions,"Yes, probably",0.08478802992518704,27598,0.08150144102456681,0.08807461882580726
2021,Rural regions,Definitely not,0.007481296758104738,27598,0.00646463834949577,0.008497955166713705
2021,Rural regions,Improbable,0.0024937655860349127,27598,0.0019053246342816597,0.0030822065377881657
