year,plj0021_h,regtyp,sampreg,proportion,n,lower_confidence,upper_confidence
2004,"Yes, definitely",Urban regions,East,0.021897810218978103,26790,0.0201452934833819,0.023650326954574308
2004,"Yes, probably",Urban regions,West,0.8719211822660099,26790,0.8679194596308175,0.8759229049012023
2004,"Yes, probably",Rural regions,West,0.11822660098522167,26790,0.11436020961324192,0.12209299235720142
2004,"Yes, probably",Urban regions,East,0.0049261083743842365,26790,0.004087712058281085,0.005764504690487388
2004,"Yes, probably",Rural regions,East,0.0049261083743842365,26790,0.004087712058281085,0.005764504690487388
2004,Improbable,Urban regions,West,0.8861386138613861,26790,0.8823348917724027,0.8899423359503696
2004,Improbable,Rural regions,West,0.10396039603960396,26790,0.10030556520792347,0.10761522687128444
2004,Improbable,Rural regions,East,0.009900990099009901,26790,0.008715362389378386,0.011086617808641416
2004,Definitely not,Urban regions,West,0.8709677419354839,26790,0.8669533488265883,0.8749821350443795
2004,Definitely not,Rural regions,West,0.12544802867383512,26790,0.12148164751329242,0.1294144098343778
2004,Definitely not,Rural regions,East,0.0023894862604540022,26790,0.0018048274587351702,0.0029741450621728342
2004,Definitely not,Urban regions,East,0.0011947431302270011,26790,0.0007810794463122126,0.0016084068141417897
2006,"Yes, definitely",Urban regions,West,0.8709677419354839,27321,0.866992551309481,0.8749429325614867
2006,"Yes, definitely",Rural regions,West,0.08870967741935484,27321,0.0853381891350798,0.09208116570362988
2006,"Yes, definitely",Rural regions,East,0.04032258064516129,27321,0.03798995753831226,0.04265520375201032
2006,"Yes, probably",Urban regions,West,0.8909090909090909,27321,0.8872123522312132,0.8946058295869685
2006,"Yes, probably",Rural regions,West,0.07878787878787878,27321,0.07559327279804223,0.08198248477771533
2006,"Yes, probably",Urban regions,East,0.024242424242424242,27321,0.022418668110230848,0.026066180374617637
2006,"Yes, probably",Rural regions,East,0.006060606060606061,27321,0.005140271448157406,0.006980940673054715
2006,Improbable,Urban regions,West,0.8739946380697051,27321,0.8700595299181603,0.87792974622125
2006,Improbable,Rural regions,West,0.10991957104557641,27321,0.10621054473470601,0.11362859735644681
2006,Improbable,Rural regions,East,0.0160857908847185,27321,0.014594001195161348,0.01757758057427565
2006,Definitely not,Urban regions,West,0.8617157490396927,27321,0.8576224247583447,0.8658090733210407
2006,Definitely not,Rural regions,West,0.13060179257362356,27321,0.1266061032349543,0.13459748191229282
2006,Definitely not,Urban regions,East,0.0038412291933418692,27321,0.003107717287007762,0.004574741099675976
2006,Definitely not,Rural regions,East,0.0038412291933418692,27321,0.003107717287007762,0.004574741099675976
2008,"Yes, definitely",Urban regions,West,0.7567567567567568,23673,0.751291281045441,0.7622222324680726
2008,"Yes, definitely",Rural regions,West,0.21621621621621623,23673,0.21097210744971706,0.2214603249827154
2008,"Yes, definitely",Urban regions,East,0.02702702702702703,23673,0.024961271380054818,0.02909278267399924
2008,"Yes, probably",Urban regions,West,0.8731343283582089,23673,0.8688945611114445,0.8773740956049734
2008,"Yes, probably",Rural regions,West,0.11194029850746269,23673,0.10792383584405374,0.11595676117087164
2008,"Yes, probably",Urban regions,East,0.007462686567164179,23673,0.0063663334785471854,0.008559039655781173
2008,"Yes, probably",Rural regions,East,0.007462686567164179,23673,0.0063663334785471854,0.008559039655781173
2008,Improbable,Urban regions,West,0.8475177304964538,23673,0.8429382786970703,0.8520971822958374
2008,Improbable,Rural regions,West,0.13120567375886524,23673,0.12690472549749912,0.13550662202023137
2008,Improbable,Rural regions,East,0.010638297872340425,23673,0.009331395810944831,0.01194519993373602
2008,Improbable,Urban regions,East,0.010638297872340425,23673,0.009331395810944831,0.01194519993373602
2008,Definitely not,Urban regions,West,0.8643790849673203,23673,0.8600174945260832,0.8687406754085574
2008,Definitely not,Rural regions,West,0.12254901960784313,23673,0.11837171856217062,0.12672632065351563
2008,Definitely not,Urban regions,East,0.008169934640522876,23673,0.007023214744185222,0.00931665453686053
2008,Definitely not,Rural regions,East,0.004901960784313725,23673,0.004012253238702145,0.005791668329925306
2010,"Yes, definitely",Urban regions,West,0.8863636363636364,35837,0.8830777323171848,0.8896495404100879
2010,"Yes, definitely",Rural regions,West,0.09090909090909091,35837,0.08793264795853097,0.09388553385965086
2010,"Yes, definitely",Urban regions,East,0.022727272727272728,35837,0.021184251860127425,0.02427029359441803
2010,"Yes, probably",Urban regions,West,0.8627450980392157,35837,0.8591822653350651,0.8663079307433663
2010,"Yes, probably",Rural regions,West,0.12745098039215685,35837,0.1239982970004236,0.13090366378389012
2010,"Yes, probably",Urban regions,East,0.00980392156862745,35837,0.008783802740936772,0.01082404039631813
2010,Improbable,Urban regions,West,0.8259109311740891,35837,0.8219850006817448,0.8298368616664333
2010,Improbable,Rural regions,West,0.15384615384615385,35837,0.15011057217268367,0.15758173551962404
2010,Improbable,Rural regions,East,0.012145748987854251,35837,0.011011655555834781,0.013279842419873721
2010,Improbable,Urban regions,East,0.008097165991902834,35837,0.0071692870154124845,0.009025044968393183
2010,Definitely not,Urban regions,West,0.84375,35837,0.839990698535103,0.847509301464897
2010,Definitely not,Rural regions,West,0.14955357142857142,35837,0.14586114268378858,0.15324600017335427
2010,Definitely not,Rural regions,East,0.004464285714285714,35837,0.0037740543955405575,0.0051545170330308705
2010,Definitely not,Urban regions,East,0.002232142857142857,35837,0.0017435287568420654,0.0027207569574436486
2012,"Yes, definitely",Urban regions,West,0.7320574162679426,40229,0.727729489579323,0.7363853429565622
2012,"Yes, definitely",Rural regions,West,0.22009569377990432,40229,0.21604701907128662,0.224144368488522
2012,"Yes, definitely",Urban regions,East,0.028708133971291867,40229,0.02707634568659378,0.030339922255989953
2012,"Yes, definitely",Rural regions,East,0.019138755980861243,40229,0.017799859213917676,0.02047765274780481
2012,"Yes, probably",Urban regions,West,0.7905982905982906,40229,0.7866222162229942,0.7945743649735869
2012,"Yes, probably",Rural regions,West,0.15384615384615385,40229,0.15032038008932194,0.15737192760298577
2012,"Yes, probably",Rural regions,East,0.03418803418803419,40229,0.03241233331407218,0.0359637350619962
2012,"Yes, probably",Urban regions,East,0.021367521367521368,40229,0.019954419928316522,0.022780622806726214
2012,Improbable,Urban regions,West,0.8172323759791122,40229,0.8134557074649552,0.8210090444932693
2012,Improbable,Rural regions,West,0.1514360313315927,40229,0.14793300536906412,0.15493905729412127
2012,Improbable,Rural regions,East,0.018276762402088774,40229,0.016967789604714702,0.019585735199462845
2012,Improbable,Urban regions,East,0.013054830287206266,40229,0.011945608015877483,0.014164052558535048
2012,Definitely not,Urban regions,West,0.7997256515775034,40229,0.7958148153484103,0.8036364878065966
2012,Definitely not,Rural regions,West,0.1755829903978052,40229,0.17186506094112006,0.17930091985449034
2012,Definitely not,Rural regions,East,0.012345679012345678,40229,0.01126661694126715,0.013424741083424207
2012,Definitely not,Urban regions,East,0.012345679012345678,40229,0.01126661694126715,0.013424741083424207
2013,"Yes, definitely",Urban regions,West,0.7210884353741497,44486,0.7169209707800193,0.7252558999682801
2013,"Yes, definitely",Rural regions,West,0.19727891156462585,44486,0.19358091025645766,0.20097691287279404
2013,"Yes, definitely",Rural regions,East,0.04931972789115646,44486,0.04730752406985611,0.05133193171245681
2013,"Yes, definitely",Urban regions,East,0.03231292517006803,44486,0.03066968894561506,0.033956161394521
2013,"Yes, probably",Urban regions,West,0.7738693467336684,44486,0.7699819583416864,0.7777567351256504
2013,"Yes, probably",Rural regions,West,0.1390284757118928,44486,0.13581340397861885,0.14224354744516676
2013,"Yes, probably",Rural regions,East,0.048576214405360134,44486,0.04657845479624643,0.05057397401447384
2013,"Yes, probably",Urban regions,East,0.038525963149078725,44486,0.036737459108347324,0.040314467189810126
2013,Improbable,Urban regions,West,0.8156862745098039,44486,0.812083104047665,0.8192894449719428
2013,Improbable,Rural regions,West,0.13137254901960785,44486,0.1282333888090971,0.1345117092301186
2013,Improbable,Urban regions,East,0.029411764705882353,44486,0.027841682305371457,0.030981847106393248
2013,Improbable,Rural regions,East,0.023529411764705882,44486,0.022120838273425945,0.02493798525598582
2013,Definitely not,Urban regions,West,0.7779204107830552,44486,0.774057930294592,0.7817828912715183
2013,Definitely not,Rural regions,West,0.17458279845956354,44486,0.17105517781474647,0.1781104191043806
2013,Definitely not,Urban regions,East,0.024390243902439025,44486,0.02295676755459381,0.02582372025028424
2013,Definitely not,Rural regions,East,0.023106546854942234,44486,0.02171038581155965,0.024502707898324816
2014,"Yes, definitely",Urban regions,West,0.6989795918367347,38694,0.6944090838126207,0.7035500998608488
2014,"Yes, definitely",Rural regions,West,0.22789115646258504,38694,0.22371153204936553,0.23207078087580454
2014,"Yes, definitely",Rural regions,East,0.04421768707482993,38694,0.04216930124242063,0.046266072907239233
2014,"Yes, definitely",Urban regions,East,0.02891156462585034,38694,0.02724201456236875,0.03058111468933193
2014,"Yes, probably",Urban regions,West,0.7702702702702703,38694,0.7660788189511132,0.7744617215894274
2014,"Yes, probably",Rural regions,West,0.17229729729729729,38694,0.16853450126968259,0.176060093324912
2014,"Yes, probably",Urban regions,East,0.03209459459459459,38694,0.030338424156077237,0.03385076503311195
2014,"Yes, probably",Rural regions,East,0.02533783783783784,38694,0.023772002510588103,0.026903673165087575
2014,Improbable,Urban regions,West,0.7970802919708029,38694,0.7930730330195699,0.8010875509220359
2014,Improbable,Rural regions,West,0.15182481751824817,38694,0.14824922168879626,0.15540041334770008
2014,Improbable,Rural regions,East,0.029197080291970802,38694,0.02751955333922029,0.030874607244721314
2014,Improbable,Urban regions,East,0.021897810218978103,38694,0.020439577907537927,0.02335604253041828
2014,Definitely not,Urban regions,West,0.7874476987447698,38694,0.7833712872041826,0.7915241102853571
2014,Definitely not,Rural regions,West,0.16401673640167364,38694,0.1603271546961901,0.16770631810715717
2014,Definitely not,Urban regions,East,0.024267782426778243,38694,0.022734526590199196,0.02580103826335729
2014,Definitely not,Rural regions,East,0.024267782426778243,38694,0.022734526590199196,0.02580103826335729
2016,"Yes, definitely",Urban regions,West,0.6887298747763864,41132,0.6842552220187996,0.6932045275339731
2016,"Yes, definitely",Rural regions,West,0.23255813953488372,41132,0.22847537181729435,0.23664090725247308
2016,"Yes, definitely",Rural regions,East,0.04293381037567084,41132,0.04097479943353902,0.04489282131780265
2016,"Yes, definitely",Urban regions,East,0.03577817531305903,41132,0.033983178299602367,0.0375731723265157
2016,"Yes, probably",Urban regions,West,0.739413680781759,41132,0.735171533872825,0.7436558276906929
2016,"Yes, probably",Rural regions,West,0.2003257328990228,41132,0.19645769172434863,0.204193774073697
2016,"Yes, probably",Rural regions,East,0.030944625407166124,41132,0.02927109707191093,0.032618153742421316
2016,"Yes, probably",Urban regions,East,0.029315960912052116,41132,0.02768569980007951,0.030946222024024722
2016,Improbable,Urban regions,West,0.7643051771117166,41132,0.760203376173683,0.7684069780497502
2016,Improbable,Rural regions,West,0.17029972752043596,41132,0.1666669922485811,0.17393246279229083
2016,Improbable,Urban regions,East,0.03814713896457766,41132,0.03629594696764514,0.039998330961510176
2016,Improbable,Rural regions,East,0.027247956403269755,41132,0.02567457431558841,0.028821338490951098
2016,Definitely not,Urban regions,West,0.7723785166240409,41132,0.768326344587738,0.7764306886603438
2016,Definitely not,Rural regions,West,0.16453537936913895,41132,0.1609522718690759,0.168118486869202
2016,Definitely not,Rural regions,East,0.03495311167945439,41132,0.03317817327052566,0.03672805008838312
2016,Definitely not,Urban regions,East,0.028132992327365727,41132,0.02653498950772424,0.029730995147007215
2018,"Yes, definitely",Urban regions,West,0.7221206581352834,43121,0.7178925637379399,0.7263487525326269
2018,"Yes, definitely",Rural regions,West,0.16819012797074953,43121,0.16465972772141474,0.17172052822008432
2018,"Yes, definitely",Rural regions,East,0.05850091407678245,43121,0.056285765113393706,0.06071606304017119
2018,"Yes, definitely",Urban regions,East,0.051188299817184646,43121,0.04910818634061368,0.05326841329375561
2018,"Yes, probably",Urban regions,West,0.7137614678899082,43121,0.7094951593840648,0.7180277763957517
2018,"Yes, probably",Rural regions,West,0.20917431192660552,43121,0.20533541706544242,0.2130132067877686
2018,"Yes, probably",Urban regions,East,0.044036697247706424,43121,0.04210009853126049,0.04597329596415236
2018,"Yes, probably",Rural regions,East,0.03302752293577982,43121,0.03134074963814293,0.03471429623341671
2018,Improbable,Urban regions,West,0.7517605633802817,43121,0.7476831305296727,0.7558379962308908
2018,Improbable,Rural regions,West,0.17253521126760563,43121,0.16896885036106632,0.17610157217414493
2018,Improbable,Rural regions,East,0.04401408450704225,43121,0.04207796017536461,0.04595020883871989
2018,Improbable,Urban regions,East,0.03169014084507042,43121,0.030036729470426283,0.033343552219714565
2018,Definitely not,Urban regions,West,0.7648241206030151,43121,0.7608210906866392,0.768827150519391
2018,Definitely not,Rural regions,West,0.16984924623115577,43121,0.16630501576322235,0.1733934766990892
2018,Definitely not,Rural regions,East,0.034170854271356785,43121,0.03245614802048845,0.03588556052222512
2018,Definitely not,Urban regions,East,0.031155778894472363,43121,0.02951591447656723,0.03279564331237749
2021,"Yes, definitely",Urban regions,West,0.7191558441558441,27598,0.7138535786757254,0.7244581096359628
2021,"Yes, definitely",Rural regions,West,0.15476190476190477,27598,0.15049474571175947,0.15902906381205006
2021,"Yes, definitely",Urban regions,East,0.08441558441558442,27598,0.08113555470298277,0.08769561412818606
2021,"Yes, definitely",Rural regions,East,0.041666666666666664,27598,0.03930906764567378,0.04402426568765955
2021,"Yes, probably",Urban regions,West,0.7486338797814208,27598,0.7435158197461692,0.7537519398166724
2021,"Yes, probably",Rural regions,West,0.14754098360655737,27598,0.14335680362126654,0.1517251635918482
2021,"Yes, probably",Urban regions,East,0.06557377049180328,27598,0.0626532863343791,0.06849425464922747
2021,"Yes, probably",Rural regions,East,0.03825136612021858,27598,0.03598843398176734,0.04051429825866982
2021,Improbable,Urban regions,West,0.8,27598,0.7952807035669389,0.8047192964330612
2021,Improbable,Rural regions,West,0.2,27598,0.1952807035669389,0.2047192964330611
2021,Definitely not,Urban regions,West,0.7727272727272727,27598,0.767782981446392,0.7776715640081534
2021,Definitely not,Rural regions,West,0.09090909090909091,27598,0.08751733507227695,0.09430084674590487
2021,Definitely not,Urban regions,East,0.09090909090909091,27598,0.08751733507227695,0.09430084674590487
2021,Definitely not,Rural regions,East,0.045454545454545456,27598,0.04299698487142755,0.04791210603766336
