year,migback,regtyp,plj0021_h,proportion,n,lower_confidence,upper_confidence
2000,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.013580805794477138,30607,0.012284106674209328,0.014877504914744948
2000,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.012675418741511997,30607,0.011422113597478353,0.01392872388554564
2000,indirekter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.009506564056133997,30607,0.00841942955186444,0.010593698560403554
2000,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.004979628791308284,30607,0.0041910226400076155,0.005768234942608953
2000,indirekter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.004074241738343142,30607,0.003360596177177033,0.004787887299509251
2000,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.004074241738343142,30607,0.003360596177177033,0.004787887299509251
2000,kein Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.003168854685377999,30607,0.0025391924439002217,0.0037985169268557766
2000,kein Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.001358080579447714,30607,0.0009454956549922217,0.0017706655039032063
2000,kein Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.0004526935264825713,30607,0.00021437955277909277,0.0006910075001860498
2000,kein Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.0004526935264825713,30607,0.00021437955277909277,0.0006910075001860498
2002,direkter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.37914177077675176,28961,0.37355390027865853,0.384729641274845
2002,direkter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.16621401412275938,28961,0.16192645216218648,0.17050157608333227
2002,direkter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.08799565453557849,28961,0.08473294538189943,0.09125836368925755
2002,direkter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.07278652906029331,28961,0.06979450786457066,0.07577855025601597
2002,indirekter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.066811515480717,28961,0.06393570910968224,0.06968732185175175
2002,direkter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.049429657794676805,28961,0.04693313677754084,0.05192617881181277
2002,indirekter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.049429657794676805,28961,0.04693313677754084,0.05192617881181277
2002,direkter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.027159152634437807,28961,0.025287055833556848,0.029031249435318766
2002,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.026615969581749048,28961,0.0247621709865405,0.028469768176957597
2002,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.026072786529060293,28961,0.024237489889086666,0.02790808316903392
2002,indirekter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.011406844106463879,28961,0.010183803581640444,0.012629884631287313
2002,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.010863661053775122,28961,0.009669767858844892,0.012057554248705351
2002,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.009234111895708854,28961,0.008132490445409965,0.010335733346007743
2002,indirekter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.0076045627376425855,28961,0.0066040357730024766,0.008605089702282694
2002,kein Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.0027159152634437804,28961,0.002116515114341087,0.0033153154125464736
2002,kein Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.0021727322107550242,28961,0.0016364664368613145,0.002708997984648734
2002,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.0021727322107550242,28961,0.0016364664368613145,0.002708997984648734
2002,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.0016295491580662683,28961,0.0011650029847657764,0.0020940953313667602
2002,kein Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.0005431830526887561,28961,0.0002748313114922045,0.0008115347938853076
2004,direkter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.39405439595192915,26790,0.3882029308063305,0.3999058610975278
2004,direkter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.16635041113219481,26790,0.16189104199322418,0.17080978027116545
2004,direkter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.07526881720430108,26790,0.07210955980280234,0.07842807460579981
2004,indirekter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.06578115117014548,26790,0.06281259847923759,0.06874970386105336
2004,direkter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.06072106261859583,26790,0.05786125586150539,0.06358086937568626
2004,direkter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.058823529411764705,26790,0.05600592003122863,0.06164113879230078
2004,indirekter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.058191018342821,26790,0.0553876568266075,0.0609943798590345
2004,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.036053130929791274,26790,0.03382075281645908,0.038285509043123465
2004,direkter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.0196078431372549,26790,0.017947550887495,0.021268135387014803
2004,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.01644528779253637,26790,0.014922323519945631,0.017968252065127106
2004,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.012017710309930424,26790,0.010712876624512459,0.01332254399534839
2004,indirekter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.009487666034155597,26790,0.008326807354250582,0.010648524714060612
2004,indirekter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.008855154965211892,26790,0.007733300913746787,0.009977009016676997
2004,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.008222643896268185,26790,0.007141253396362286,0.009304034396174082
2004,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.003795066413662239,26790,0.0030587681965390185,0.00453136463078546
2004,kein Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.0018975332068311196,26790,0.0013763961314099773,0.002418670282252262
2004,kein Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.0018975332068311196,26790,0.0013763961314099773,0.002418670282252262
2004,kein Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.001265022137887413,26790,0.0008393806943004457,0.0016906635814743804
2004,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.001265022137887413,26790,0.0008393806943004457,0.0016906635814743804
2006,direkter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.3880803880803881,27321,0.3823018788690707,0.3938588972917055
2006,direkter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.16978516978516978,27321,0.16533319295096022,0.17423714661937934
2006,indirekter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.079002079002079,27321,0.07580350531105726,0.08220065269310076
2006,direkter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.06444906444906445,27321,0.06153734315113474,0.06736078574699417
2006,direkter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.05751905751905752,27321,0.05475816217098983,0.0602799528671252
2006,indirekter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.05336105336105336,27321,0.05069596166027122,0.0560261450618355
2006,direkter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.05266805266805267,27321,0.05001935433608591,0.055316751000019426
2006,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.0395010395010395,27321,0.037191313370897705,0.0418107656311813
2006,direkter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.02356202356202356,27321,0.021763416063479292,0.02536063106056783
2006,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.021483021483021482,27321,0.019763769080567213,0.02320227388547575
2006,indirekter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.015246015246015246,27321,0.01379306807399563,0.016698962418034865
2006,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.010395010395010396,27321,0.009192327379420873,0.011597693410599918
2006,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.009009009009009009,27321,0.007888588268771476,0.010129429749246542
2006,indirekter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.008316008316008316,27321,0.007239166567558977,0.009392850064457656
2006,kein Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.002772002772002772,27321,0.0021485524734475214,0.0033954530705580226
2006,kein Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.001386001386001386,27321,0.0009448492027770649,0.0018271535692257071
2006,kein Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.000693000693000693,27321,0.0003809507735541246,0.0010050506124472615
2006,kein Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.000693000693000693,27321,0.0003809507735541246,0.0010050506124472615
2006,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.000693000693000693,27321,0.0003809507735541246,0.0010050506124472615
2006,kein Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.000693000693000693,27321,0.0003809507735541246,0.0010050506124472615
2006,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.000693000693000693,27321,0.0003809507735541246,0.0010050506124472615
2008,direkter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.40199637023593465,23673,0.39575050803785095,0.40824223243401836
2008,direkter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.1569872958257713,23673,0.15235305353277348,0.16162153811876914
2008,indirekter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.07894736842105263,23673,0.07551225979327189,0.08238247704883336
2008,direkter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.06896551724137931,23673,0.06573755605294604,0.07219347842981258
2008,direkter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.06352087114337568,23673,0.06041390374324166,0.06662783854350969
2008,indirekter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.06261343012704174,23673,0.059527241020936275,0.0656996192331472
2008,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.038112522686025406,23673,0.035673446277353416,0.040551599094697396
2008,direkter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.036297640653357534,23673,0.033915101305261694,0.038680180001453374
2008,direkter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.023593466424682397,23673,0.021659982180277523,0.02552695066908727
2008,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.015426497277676952,23673,0.01385654244659867,0.016996452108755233
2008,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.013611615245009074,23673,0.012135540909045815,0.015087689580972334
2008,indirekter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.012704174228675136,23673,0.011277495147804318,0.014130853309545955
2008,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.012704174228675136,23673,0.011277495147804318,0.014130853309545955
2008,indirekter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.006352087114337568,23673,0.005340032597739941,0.007364141630935196
2008,kein Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.003629764065335753,23673,0.0028636754763323516,0.0043958526543391545
2008,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.0018148820326678765,23673,0.0012726824634413185,0.0023570816018944345
2008,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.0009074410163339383,23673,0.0005238737942242462,0.0012910082384436305
2008,kein Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.0009074410163339383,23673,0.0005238737942242462,0.0012910082384436305
2008,kein Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.0009074410163339383,23673,0.0005238737942242462,0.0012910082384436305
2010,direkter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.3733650416171225,35837,0.3683570408831274,0.37837304235111757
2010,direkter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.17717003567181927,35837,0.17321691170535886,0.18112315963827968
2010,indirekter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.07372175980975029,35837,0.0710161894915529,0.07642733012794768
2010,direkter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.07015457788347206,35837,0.06751019927952807,0.07279895648741604
2010,direkter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.06896551724137931,35837,0.06634196854283435,0.07158906593992427
2010,indirekter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.06777645659928656,35837,0.06517396275231022,0.07037895044626291
2010,direkter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.03804994054696789,35837,0.036069127434903085,0.0400307536590327
2010,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.0356718192627824,35837,0.03375153595550837,0.03759210257005643
2010,direkter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.026159334126040427,35837,0.024506811009057085,0.02781185724302377
2010,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.02140309155766944,35837,0.01990468238701926,0.02290150072831962
2010,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.014268727705112961,35837,0.013040830133387409,0.015496625276838514
2010,indirekter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.011890606420927468,35837,0.01076834311277898,0.013012869729075956
2010,indirekter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.01070154577883472,35837,0.00963623291783634,0.011766858639833101
2010,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.0035671819262782403,35837,0.002949909483604989,0.0041844543689514915
2010,kein Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.0035671819262782403,35837,0.002949909483604989,0.0041844543689514915
2010,kein Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.0011890606420927466,35837,0.0008322532072550643,0.001545868076930429
2010,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.0011890606420927466,35837,0.0008322532072550643,0.001545868076930429
2010,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.0011890606420927466,35837,0.0008322532072550643,0.001545868076930429
2012,direkter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.33247588424437297,40229,0.3278722585247492,0.3370795099639967
2012,direkter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.1581993569131833,40229,0.15463325757976476,0.16176545624660182
2012,direkter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.09003215434083602,40229,0.08723511678819283,0.0928291918934792
2012,direkter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.07717041800643087,40229,0.07456262790220376,0.07977820811065799
2012,direkter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.07717041800643087,40229,0.07456262790220376,0.07977820811065799
2012,indirekter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.04565916398713826,40229,0.04361929542753352,0.04769903254674301
2012,indirekter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.043086816720257236,40229,0.041102573402737944,0.04507106003777653
2012,direkter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.0360128617363344,40229,0.034192109343625744,0.03783361412904306
2012,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.03215434083601286,40229,0.03043045178409383,0.03387822988793189
2012,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.029581993569131833,40229,0.02792630139837763,0.031237685739886036
2012,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.02508038585209003,40229,0.02355233445044941,0.02660843725373065
2012,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.023794212218649517,40229,0.022304875807470505,0.02528354862982853
2012,indirekter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.010289389067524116,40229,0.009303256366414055,0.011275521768634177
2012,indirekter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.005787781350482315,40229,0.005046501732697086,0.006529060968267543
2012,kein Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.005144694533762058,40229,0.004445583414194261,0.005843805653329855
2012,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.003215434083601286,40229,0.0026622025701110883,0.003768665597091484
2012,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.002572347266881029,40229,0.002077362362967106,0.003067332170794952
2012,kein Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.0012861736334405145,40229,0.0009359408585049164,0.0016364064083761126
2012,kein Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.0006430868167202572,40229,0.0003953551259911894,0.0008908185074493251
2012,kein Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.0006430868167202572,40229,0.0003953551259911894,0.0008908185074493251
2013,direkter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.21503637833468067,44486,0.21121847326002152,0.21885428340933982
2013,direkter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.16814874696847212,44486,0.16467327293701736,0.17162422099992689
2013,direkter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.14430072756669363,44486,0.14103530616825286,0.1475661489651344
2013,direkter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.1438965238480194,44486,0.1406349090099918,0.14715813868604702
2013,direkter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.05901374292643492,44486,0.056823901772834765,0.06120358408003508
2013,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.05254648342764753,44486,0.05047302574074206,0.054619941114553004
2013,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.04203718674211803,44486,0.0401723726605663,0.04390200082366976
2013,indirekter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.036782538399353276,44486,0.035033386948483874,0.03853168985022268
2013,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.034761519805982216,44486,0.033059317854174625,0.03646372175778981
2013,indirekter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.030315278900565887,44486,0.028722004959747836,0.031908552841383934
2013,direkter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.028294260307194827,44486,0.026753408227111666,0.029835112387277988
2013,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.027890056588520614,44486,0.026359932039187784,0.029420181137853444
2013,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.006063055780113177,44486,0.005341666654784751,0.0067844449054416025
2013,indirekter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.003637833468067906,44486,0.003078366546715165,0.004197300389420648
2013,indirekter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.0032336297493936943,44486,0.0027060522963430287,0.00376120720244436
2013,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.0032336297493936943,44486,0.0027060522963430287,0.00376120720244436
2013,kein Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.0008084074373484236,44486,0.0005442979949277129,0.0010725168797691342
2014,direkter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.2718954248366013,38694,0.26746207413550205,0.2763287755377005
2014,direkter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.15261437908496733,38694,0.14903116687034892,0.15619759129958574
2014,direkter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.1264705882352941,38694,0.123158760086474,0.12978241638411422
2014,direkter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.11013071895424836,38694,0.10701145876562898,0.11324997914286775
2014,direkter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.06764705882352941,38694,0.06514470400638207,0.07014941364067674
2014,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.04542483660130719,38694,0.04334998992312882,0.047499683279485554
2014,indirekter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.04281045751633987,38694,0.0407934469891834,0.04482746804349634
2014,direkter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.03627450980392157,38694,0.034411514728563165,0.03813750487927998
2014,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.03398692810457516,38694,0.03218149369353674,0.03579236251561358
2014,indirekter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.030392156862745098,38694,0.028681696247502747,0.03210261747798745
2014,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.029411764705882353,38694,0.027728267846274544,0.03109526156549016
2014,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.028104575163398694,38694,0.026457806709391483,0.029751343617405904
2014,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.006862745098039216,38694,0.006040146758320041,0.00768534343775839
2014,indirekter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.005555555555555556,38694,0.004814947778742119,0.006296163332368992
2014,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.004248366013071895,38694,0.0036002977789595975,0.004896434247184192
2014,indirekter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.004248366013071895,38694,0.0036002977789595975,0.004896434247184192
2014,kein Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.0022875816993464053,38694,0.001811561640852735,0.0027636017578400755
2014,kein Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.00065359477124183,38694,0.000398943077219108,0.0009082464652645521
2014,kein Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.000326797385620915,38694,0.00014670200656120158,0.0005068927646806284
2014,kein Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.000326797385620915,38694,0.00014670200656120158,0.0005068927646806284
2014,kein Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.000326797385620915,38694,0.00014670200656120158,0.0005068927646806284
2016,direkter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.2727272727272727,41132,0.26842320503099165,0.27703134042355376
2016,direkter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.16655844155844157,41132,0.16295774056789347,0.17015914254898967
2016,direkter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.1327922077922078,41132,0.1295126594326488,0.13607175615176678
2016,direkter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.11071428571428571,41132,0.10768187063971574,0.11374670078885568
2016,direkter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.07272727272727272,41132,0.07021759155835548,0.07523695389618996
2016,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.04448051948051948,41132,0.04248814552520884,0.04647289343583012
