"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"2015","35-65 Jahre alt","weiblich","","","","",""
"2015","66 und älter","maennlich","","","","",""
"2015","66 und älter","weiblich","","","","",""
"2016","16-34 Jahre alt","maennlich","","","","",""
"2016","16-34 Jahre alt","weiblich","","","","",""
"2016","35-65 Jahre alt","maennlich","","","","",""
"2016","35-65 Jahre alt","weiblich","","","","",""
"2016","66 und älter","maennlich","","","","",""
"2016","66 und älter","weiblich","","","","",""
"2017","16-34 Jahre alt","maennlich","","","","",""
"2017","16-34 Jahre alt","weiblich","","","","",""
"2017","35-65 Jahre alt","maennlich","","","","",""
"2017","35-65 Jahre alt","weiblich","","","","",""
"2017","66 und älter","maennlich","","","","",""
"2017","66 und älter","weiblich","","","","",""
"2018","16-34 Jahre alt","maennlich","8.33","8.5","2771","8.27","8.39"
"2018","16-34 Jahre alt","weiblich","8.43","8.5","3111","8.38","8.48"
"2018","35-65 Jahre alt","maennlich","7.51","7.5","6293","7.47","7.55"
"2018","35-65 Jahre alt","weiblich","7.66","7.5","7808","7.62","7.7"
"2018","66 und älter","maennlich","6.57","6.5","2230","6.48","6.66"
"2018","66 und älter","weiblich","6.56","6.5","2270","6.47","6.65"
