"year","quintil","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","74.97","68.75","6093","73.91","76.03"
"2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","76.23","66.83","2960","74.48","77.98"
"2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","73.15","69.08","5524","72.04","74.26"
"2013","2","Laendlicher Raum","78.68","69.58","3321","77.31","80.05"
"2013","2","Staedtischer Raum","75.14","67.75","5933","74.11","76.17"
"2013","3","Laendlicher Raum","76.57","69.58","3337","75.34","77.8"
"2013","3","Staedtischer Raum","75.19","69.92","5572","74.19","76.19"
"2013","4","Laendlicher Raum","80.89","74.58","3509","79.6","82.18"
"2013","4","Staedtischer Raum","74.7","69.25","6632","73.78","75.62"
"2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","82.76","77.58","2236","81.04","84.48"
"2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","75.4","69.88","6808","74.43","76.37"
"2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","71.98","63.71","2363","70.18","73.78"
"2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","73.72","67.5","3910","72.31","75.13"
"2014","2","Laendlicher Raum","79.75","70.21","2897","78.09","81.41"
"2014","2","Staedtischer Raum","77.5","69.79","4639","76.33","78.67"
"2014","3","Laendlicher Raum","77.72","74.5","3066","76.43","79.01"
"2014","3","Staedtischer Raum","77.36","70.42","4894","76.19","78.53"
"2014","4","Laendlicher Raum","81.29","74.58","3369","79.96","82.62"
"2014","4","Staedtischer Raum","76.04","70.96","5955","75.05","77.03"
"2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","82.04","75.5","2247","80.33","83.75"
"2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","80.28","74.92","6703","79.19","81.37"
"2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","65.25","57.5","1705","63.18","67.32"
"2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","72.21","62.5","3577","70.74","73.68"
"2015","2","Laendlicher Raum","74.03","65.5","1582","71.84","76.22"
"2015","2","Staedtischer Raum","72.48","67.5","3413","71.14","73.82"
"2015","3","Laendlicher Raum","67.53","59.5","1337","65.55","69.51"
"2015","3","Staedtischer Raum","65.93","59.5","2897","64.5","67.36"
"2015","4","Laendlicher Raum","68.19","59.5","1173","65.81","70.57"
"2015","4","Staedtischer Raum","65.09","55.5","2966","63.49","66.69"
"2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","64.89","59.5","607","62.09","67.69"
"2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","63.9","58.5","2586","62.5","65.3"
"2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","72.57","64.5","1869","70.53","74.61"
"2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","70.66","63.5","3080","69.05","72.27"
"2016","2","Laendlicher Raum","79.13","74.5","2279","77.19","81.07"
"2016","2","Staedtischer Raum","78.01","71.5","3797","76.63","79.39"
"2016","3","Laendlicher Raum","74","69.58","2592","72.35","75.65"
"2016","3","Staedtischer Raum","75.44","71.83","4096","74.26","76.62"
"2016","4","Laendlicher Raum","80.87","73.75","3272","79.38","82.36"
"2016","4","Staedtischer Raum","75.08","69.79","5776","74.03","76.13"
"2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","82.16","77.54","2521","80.42","83.9"
"2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","77.95","74.83","6792","76.95","78.95"
"2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","74.5","63.5","1730","72.08","76.92"
"2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","75.54","69.5","2814","73.7","77.38"
"2017","2","Laendlicher Raum","73.02","69.58","2104","71.3","74.74"
"2017","2","Staedtischer Raum","77.05","69.5","3514","75.6","78.5"
"2017","3","Laendlicher Raum","77.4","74.67","2810","75.71","79.09"
"2017","3","Staedtischer Raum","74.23","69.5","4313","73.01","75.45"
"2017","4","Laendlicher Raum","79.73","74.5","3690","78.41","81.05"
"2017","4","Staedtischer Raum","75.55","69.58","6237","74.55","76.55"
"2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","83.24","78.5","3213","81.7","84.78"
"2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","78.56","70.5","8337","77.65","79.47"
"2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","68.76","59.58","1542","66.35","71.17"
"2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","76.58","68.5","2583","74.55","78.61"
"2018","2","Laendlicher Raum","73.43","66.33","1753","71.2","75.66"
"2018","2","Staedtischer Raum","74.78","69.5","3149","73.3","76.26"
"2018","3","Laendlicher Raum","76.61","72.54","2609","75.02","78.2"
"2018","3","Staedtischer Raum","76.23","69.75","4075","74.98","77.48"
"2018","4","Laendlicher Raum","80.24","79.08","3679","78.94","81.54"
"2018","4","Staedtischer Raum","75.01","69.92","6388","74.1","75.92"
"2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","80.45","74.71","3386","79.09","81.81"
"2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","77.11","70.79","8410","76.27","77.95"
"2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","66.02","59.58","1217","63.32","68.72"
"2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","74.06","68.25","1939","71.69","76.43"
"2019","2","Laendlicher Raum","75.73","69.5","1471","73.28","78.18"
"2019","2","Staedtischer Raum","74.69","69.5","2663","72.9","76.48"
"2019","3","Laendlicher Raum","75.39","69.38","2257","73.75","77.03"
"2019","3","Staedtischer Raum","75.18","69.92","3271","73.69","76.67"
"2019","4","Laendlicher Raum","78.72","74.58","3688","77.32","80.12"
"2019","4","Staedtischer Raum","76.51","69.75","5927","75.48","77.54"
"2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","80.87","74.88","4345","79.32","82.42"
"2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","77.34","69.75","10736","76.44","78.24"
"2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","71.88","66.33","2743","69.66","74.1"
"2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","75.47","69.5","6950","74.16","76.78"
"2020","2","Laendlicher Raum","74.48","69","2060","72.59","76.37"
"2020","2","Staedtischer Raum","76","69.5","5192","74.76","77.24"
"2020","3","Laendlicher Raum","81.37","74.58","2335","79.39","83.35"
"2020","3","Staedtischer Raum","76.31","69.5","4010","74.92","77.7"
"2020","4","Laendlicher Raum","80.62","74.79","3703","79.2","82.04"
"2020","4","Staedtischer Raum","80.55","74.88","6563","79.56","81.54"
"2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","81.84","76.62","4444","80.42","83.26"
"2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","78.39","70.71","10816","77.38","79.4"
