"year","quintil","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2019","4","Westdeutschland","80.23","74.58","7423","40","50","100","125","220","79.27","81.19","0","458.33","80","80"
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","73.06","65.92","2481","33.33","50","90","120","180","71.16","74.96","0","500","75","78.8333358764648"
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","78.9","74.92","12886","40","50","100","125","203.33","78.05","79.75","0","666.67","82.5","83.3333358764648"
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","65.07","59.5","1863","26","40","83.33","116.67","180","63.25","66.89","0","333.33","65","70"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","76.91","69.5","7830","20.83","45","100","140","200","75.6","78.22","0","484","81","87"
"2020","2","Ostdeutschland","68.8","59.5","1150","30","40","90","115.42","225","66.54","71.06","0","225","66.6666641235352","70"
"2020","2","Westdeutschland","77.06","71.5","6102","31","50","100","125","200","75.92","78.2","0","421","80","83.3333358764648"
"2020","3","Ostdeutschland","70.65","59.75","1265","30","43","85","125","208.33","68.06","73.24","0","408.33","65","70"
"2020","3","Westdeutschland","80.22","74.58","5080","38","50","100","131.67","227","78.96","81.48","0","420","80","80"
"2020","4","Ostdeutschland","64.4","59.75","2203","33","43","80","100","166.67","62.71","66.09","0","541.67","61","66"
"2020","4","Westdeutschland","84.07","79.33","8063","40","56.67","100","130","246","83.16","84.98","0","420","80","80"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","70.45","66.33","2497","30.83","46","85","110","175","68.59","72.31","0","500","70","75"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","80.66","74.96","12763","40","51.67","100","125","216.67","79.74","81.58","0","1250","80","80"
