"hlf0192","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Ja","2004","2","Staedtischer Raum","","","",""
"Ja","2004","2","Laendlicher Raum","","","",""
"Ja","2004","3","Staedtischer Raum","","","",""
"Ja","2004","3","Laendlicher Raum","","","",""
"Ja","2004","4","Staedtischer Raum","","","",""
"Ja","2004","4","Laendlicher Raum","","","",""
"Ja","2004","5","Staedtischer Raum","","","",""
"Ja","2004","5","Laendlicher Raum","","","",""
"Nein","2004","1","Staedtischer Raum","","","",""
"Nein","2004","1","Laendlicher Raum","","","",""
"Nein","2004","2","Staedtischer Raum","","","",""
"Nein","2004","2","Laendlicher Raum","","","",""
"Nein","2004","3","Staedtischer Raum","","","",""
"Nein","2004","3","Laendlicher Raum","","","",""
"Nein","2004","4","Staedtischer Raum","","","",""
"Nein","2004","4","Laendlicher Raum","","","",""
"Nein","2004","5","Staedtischer Raum","","","",""
"Nein","2004","5","Laendlicher Raum","","","",""
"Ja","2005","1","Staedtischer Raum","2805","0.857287027961116","0.845122291757759","0.869451764164473"
"Ja","2005","1","Laendlicher Raum","1945","0.880447560403589","0.86683462804665","0.894060492760529"
"Ja","2005","2","Staedtischer Raum","3142","0.919680407868695","0.910550160800271","0.92881065493712"
"Ja","2005","2","Laendlicher Raum","1894","0.913350829233134","0.901205477006599","0.925496181459668"
"Ja","2005","3","Staedtischer Raum","3315","0.918892465813221","0.909954739845134","0.927830191781308"
"Ja","2005","3","Laendlicher Raum","1779","0.916514171587622","0.904208330681033","0.92882001249421"
"Ja","2005","4","Staedtischer Raum","3530","0.918105530978077","0.90936423594406","0.926846826012094"
"Ja","2005","4","Laendlicher Raum","1555","0.926467965228944","0.913945973337738","0.938989957120151"
"Ja","2005","5","Staedtischer Raum","3482","0.927940856904102","0.919655697003009","0.936226016805195"
"Ja","2005","5","Laendlicher Raum","996","0.945516658930595","0.931955137524834","0.959078180336355"
"Nein","2005","1","Staedtischer Raum","371","0.142712972038884","0.130548235835527","0.154877708242241"
"Nein","2005","1","Laendlicher Raum","237","0.119552439596411","0.105939507239471","0.13316537195335"
"Nein","2005","2","Staedtischer Raum","262","0.0803195921313046","0.0711893450628798","0.0894498391997295"
"Nein","2005","2","Laendlicher Raum","167","0.0866491707668662","0.0745038185403316","0.0987945229934009"
"Nein","2005","3","Staedtischer Raum","269","0.0811075341867794","0.0721698082186924","0.0900452601548663"
"Nein","2005","3","Laendlicher Raum","162","0.0834858284123783","0.0711799875057901","0.0957916693189665"
"Nein","2005","4","Staedtischer Raum","250","0.0818944690219227","0.0731531739879055","0.0906357640559398"
"Nein","2005","4","Laendlicher Raum","114","0.0735320347710556","0.0610100428798487","0.0860540266622625"
"Nein","2005","5","Staedtischer Raum","260","0.0720591430958978","0.0637739831948049","0.0803443029969907"
"Nein","2005","5","Laendlicher Raum","80","0.0544833410694054","0.0409218196636449","0.0680448624751658"
"Ja","2006","1","Staedtischer Raum","","","",""
"Ja","2006","1","Laendlicher Raum","","","",""
"Ja","2006","2","Staedtischer Raum","","","",""
"Ja","2006","2","Laendlicher Raum","","","",""
"Ja","2006","3","Staedtischer Raum","","","",""
"Ja","2006","3","Laendlicher Raum","","","",""
"Ja","2006","4","Staedtischer Raum","","","",""
"Ja","2006","4","Laendlicher Raum","","","",""
"Ja","2006","5","Staedtischer Raum","","","",""
"Ja","2006","5","Laendlicher Raum","","","",""
"Nein","2006","1","Staedtischer Raum","","","",""
"Nein","2006","1","Laendlicher Raum","","","",""
"Nein","2006","2","Staedtischer Raum","","","",""
"Nein","2006","2","Laendlicher Raum","","","",""
"Nein","2006","3","Staedtischer Raum","","","",""
"Nein","2006","3","Laendlicher Raum","","","",""
"Nein","2006","4","Staedtischer Raum","","","",""
"Nein","2006","4","Laendlicher Raum","","","",""
"Nein","2006","5","Staedtischer Raum","","","",""
"Nein","2006","5","Laendlicher Raum","","","",""
"Ja","2007","1","Staedtischer Raum","2534","0.874619608999889","0.862434123476828","0.88680509452295"
"Ja","2007","1","Laendlicher Raum","1793","0.88783239971923","0.874080922338183","0.901583877100277"
"Ja","2007","2","Staedtischer Raum","3014","0.925443814006721","0.916379545135223","0.934508082878219"
"Ja","2007","2","Laendlicher Raum","2044","0.926997306174585","0.916057065916293","0.937937546432877"
"Ja","2007","3","Staedtischer Raum","3239","0.914819095334183","0.905556422151449","0.924081768516917"
"Ja","2007","3","Laendlicher Raum","1917","0.925429474771258","0.914193941026059","0.936665008516457"
"Ja","2007","4","Staedtischer Raum","3671","0.920438704105074","0.912029322473454","0.928848085736693"
"Ja","2007","4","Laendlicher Raum","1570","0.900215915106259","0.8861415763973","0.914290253815219"
"Ja","2007","5","Staedtischer Raum","3605","0.937943409424748","0.930336437630111","0.945550381219385"
"Ja","2007","5","Laendlicher Raum","1025","0.938030694120321","0.923763399884999","0.952297988355643"
"Nein","2007","1","Staedtischer Raum","303","0.125380391000111","0.11319490547705","0.137565876523172"
"Nein","2007","1","Laendlicher Raum","230","0.11216760028077","0.0984161228997227","0.125919077661817"
"Nein","2007","2","Staedtischer Raum","212","0.0745561859932791","0.0654919171217812","0.083620454864777"
"Nein","2007","2","Laendlicher Raum","128","0.0730026938254153","0.0620624535671232","0.0839429340837074"
"Nein","2007","3","Staedtischer Raum","250","0.0851809046658169","0.0759182314830831","0.0944435778485506"
"Nein","2007","3","Laendlicher Raum","183","0.0745705252287422","0.0633349914835431","0.0858060589739413"
"Nein","2007","4","Staedtischer Raum","307","0.0795612958949264","0.0711519142633068","0.087970677526546"
"Nein","2007","4","Laendlicher Raum","172","0.0997840848937406","0.085709746184781","0.1138584236027"
"Nein","2007","5","Staedtischer Raum","259","0.0620565905752524","0.0544496187806156","0.0696635623698891"
"Nein","2007","5","Laendlicher Raum","72","0.0619693058796787","0.0477020116443565","0.0762366001150009"
"Ja","2008","1","Staedtischer Raum","","","",""
"Ja","2008","1","Laendlicher Raum","","","",""
"Ja","2008","2","Staedtischer Raum","","","",""
"Ja","2008","2","Laendlicher Raum","","","",""
"Ja","2008","3","Staedtischer Raum","","","",""
"Ja","2008","3","Laendlicher Raum","","","",""
"Ja","2008","4","Staedtischer Raum","","","",""
"Ja","2008","4","Laendlicher Raum","","","",""
"Ja","2008","5","Staedtischer Raum","","","",""
"Ja","2008","5","Laendlicher Raum","","","",""
"Nein","2008","1","Staedtischer Raum","","","",""
"Nein","2008","1","Laendlicher Raum","","","",""
"Nein","2008","2","Staedtischer Raum","","","",""
"Nein","2008","2","Laendlicher Raum","","","",""
"Nein","2008","3","Staedtischer Raum","","","",""
"Nein","2008","3","Laendlicher Raum","","","",""
"Nein","2008","4","Staedtischer Raum","","","",""
"Nein","2008","4","Laendlicher Raum","","","",""
"Nein","2008","5","Staedtischer Raum","","","",""
"Nein","2008","5","Laendlicher Raum","","","",""
"Ja","2009","1","Staedtischer Raum","","","",""
"Ja","2009","1","Laendlicher Raum","","","",""
"Ja","2009","2","Staedtischer Raum","","","",""
"Ja","2009","2","Laendlicher Raum","","","",""
"Ja","2009","3","Staedtischer Raum","","","",""
"Ja","2009","3","Laendlicher Raum","","","",""
"Ja","2009","4","Staedtischer Raum","","","",""
"Ja","2009","4","Laendlicher Raum","","","",""
"Ja","2009","5","Staedtischer Raum","","","",""
"Ja","2009","5","Laendlicher Raum","","","",""
"Nein","2009","1","Staedtischer Raum","","","",""
"Nein","2009","1","Laendlicher Raum","","","",""
"Nein","2009","2","Staedtischer Raum","","","",""
"Nein","2009","2","Laendlicher Raum","","","",""
"Nein","2009","3","Staedtischer Raum","","","",""
"Nein","2009","3","Laendlicher Raum","","","",""
"Nein","2009","4","Staedtischer Raum","","","",""
"Nein","2009","4","Laendlicher Raum","","","",""
"Nein","2009","5","Staedtischer Raum","","","",""
"Nein","2009","5","Laendlicher Raum","","","",""
"Ja","2010","1","Staedtischer Raum","","","",""
"Ja","2010","1","Laendlicher Raum","","","",""
"Ja","2010","2","Staedtischer Raum","","","",""
"Ja","2010","2","Laendlicher Raum","","","",""
"Ja","2010","3","Staedtischer Raum","","","",""
"Ja","2010","3","Laendlicher Raum","","","",""
"Ja","2010","4","Staedtischer Raum","","","",""
"Ja","2010","4","Laendlicher Raum","","","",""
"Ja","2010","5","Staedtischer Raum","","","",""
"Ja","2010","5","Laendlicher Raum","","","",""
"Nein","2010","1","Staedtischer Raum","","","",""
"Nein","2010","1","Laendlicher Raum","","","",""
"Nein","2010","2","Staedtischer Raum","","","",""
"Nein","2010","2","Laendlicher Raum","","","",""
"Nein","2010","3","Staedtischer Raum","","","",""
"Nein","2010","3","Laendlicher Raum","","","",""
"Nein","2010","4","Staedtischer Raum","","","",""
"Nein","2010","4","Laendlicher Raum","","","",""
"Nein","2010","5","Staedtischer Raum","","","",""
"Nein","2010","5","Laendlicher Raum","","","",""
"Ja","2011","1","Staedtischer Raum","2234","0.862173722864024","0.848757295913997","0.875590149814051"
"Ja","2011","1","Laendlicher Raum","1548","0.870237257762848","0.854621827295282","0.885852688230414"
"Ja","2011","2","Staedtischer Raum","2528","0.903782220203003","0.892832145112592","0.914732295293413"
"Ja","2011","2","Laendlicher Raum","1761","0.921099303837299","0.908967983516854","0.933230624157745"
"Ja","2011","3","Staedtischer Raum","2895","0.926931001984657","0.917766736454647","0.936095267514667"
"Ja","2011","3","Laendlicher Raum","1978","0.940665696830195","0.930575735908506","0.950755657751883"
"Ja","2011","4","Staedtischer Raum","3930","0.918573578797908","0.910344499949828","0.926802657645988"
"Ja","2011","4","Laendlicher Raum","2083","0.93218798002584","0.921849682716547","0.942526277335133"
"Ja","2011","5","Staedtischer Raum","4329","0.928296798858447","0.920867009273405","0.935726588443489"
"Ja","2011","5","Laendlicher Raum","1412","0.934087901761664","0.921609882656586","0.946565920866742"
"Nein","2011","1","Staedtischer Raum","302","0.137826277135976","0.124409850185949","0.151242704086003"
"Nein","2011","1","Laendlicher Raum","231","0.129762742237152","0.114147311769586","0.145378172704718"
"Nein","2011","2","Staedtischer Raum","258","0.0962177797969972","0.0852677047065869","0.107167854887407"
"Nein","2011","2","Laendlicher Raum","136","0.0789006961627006","0.0667693758422549","0.0910320164831463"
"Nein","2011","3","Staedtischer Raum","203","0.0730689980153432","0.0639047324853329","0.0822332635453535"
"Nein","2011","3","Laendlicher Raum","128","0.0593343031698054","0.049244342248117","0.0694242640914938"
"Nein","2011","4","Staedtischer Raum","313","0.081426421202092","0.0731973423540116","0.0896555000501723"
"Nein","2011","4","Laendlicher Raum","189","0.0678120199741604","0.0574737226648674","0.0781503172834534"
"Nein","2011","5","Staedtischer Raum","303","0.071703201141553","0.0642734115565112","0.0791329907265948"
"Nein","2011","5","Laendlicher Raum","107","0.0659120982383361","0.0534340791332579","0.0783901173434143"
"Ja","2012","1","Staedtischer Raum","","","",""
"Ja","2012","1","Laendlicher Raum","","","",""
"Ja","2012","2","Staedtischer Raum","","","",""
"Ja","2012","2","Laendlicher Raum","","","",""
"Ja","2012","3","Staedtischer Raum","","","",""
"Ja","2012","3","Laendlicher Raum","","","",""
"Ja","2012","4","Staedtischer Raum","","","",""
"Ja","2012","4","Laendlicher Raum","","","",""
"Ja","2012","5","Staedtischer Raum","","","",""
"Ja","2012","5","Laendlicher Raum","","","",""
"Nein","2012","1","Staedtischer Raum","","","",""
"Nein","2012","1","Laendlicher Raum","","","",""
"Nein","2012","2","Staedtischer Raum","","","",""
"Nein","2012","2","Laendlicher Raum","","","",""
"Nein","2012","3","Staedtischer Raum","","","",""
"Nein","2012","3","Laendlicher Raum","","","",""
"Nein","2012","4","Staedtischer Raum","","","",""
"Nein","2012","4","Laendlicher Raum","","","",""
"Nein","2012","5","Staedtischer Raum","","","",""
"Nein","2012","5","Laendlicher Raum","","","",""
"Ja","2013","1","Staedtischer Raum","3608","0.885701668952906","0.875820538935887","0.895582798969925"
"Ja","2013","1","Laendlicher Raum","1730","0.86237094501085","0.847157866736916","0.877584023284784"
"Ja","2013","2","Staedtischer Raum","3654","0.923135640487979","0.914771258029933","0.931500022946026"
"Ja","2013","2","Laendlicher Raum","1790","0.924715847893686","0.912920049766612","0.936511646020761"
"Ja","2013","3","Staedtischer Raum","3616","0.923392614071982","0.915046416989774","0.93173881115419"
"Ja","2013","3","Laendlicher Raum","2194","0.941752683147236","0.932267165398205","0.951238200896266"
"Ja","2013","4","Staedtischer Raum","4637","0.915785150234943","0.908103684140292","0.923466616329595"
"Ja","2013","4","Laendlicher Raum","2434","0.922770582422909","0.9125329447519","0.933008220093918"
"Ja","2013","5","Staedtischer Raum","5011","0.905577721076098","0.897798640403594","0.913356801748602"
"Ja","2013","5","Laendlicher Raum","1723","0.93341429809532","0.922050922777793","0.944777673412846"
"Nein","2013","1","Staedtischer Raum","375","0.114298331047094","0.104417201030075","0.124179461064113"
"Nein","2013","1","Laendlicher Raum","240","0.13762905498915","0.122415976715216","0.152842133263084"
"Nein","2013","2","Staedtischer Raum","242","0.0768643595120208","0.0684999770539744","0.0852287419700672"
"Nein","2013","2","Laendlicher Raum","132","0.0752841521063136","0.0634883539792394","0.0870799502333879"
"Nein","2013","3","Staedtischer Raum","285","0.076607385928018","0.0682611888458097","0.0849535830102264"
"Nein","2013","3","Laendlicher Raum","148","0.0582473168527642","0.0487617991037336","0.0677328346017949"
"Nein","2013","4","Staedtischer Raum","384","0.0842148497650566","0.0765333836704053","0.0918963158597078"
"Nein","2013","4","Laendlicher Raum","178","0.0772294175770912","0.0669917799060824","0.0874670552481"
"Nein","2013","5","Staedtischer Raum","417","0.0944222789239021","0.0866431982513983","0.102201359596406"
"Nein","2013","5","Laendlicher Raum","126","0.0665857019046805","0.0552223265871535","0.0779490772222074"
"Ja","2014","1","Staedtischer Raum","","","",""
"Ja","2014","1","Laendlicher Raum","","","",""
"Ja","2014","2","Staedtischer Raum","","","",""
"Ja","2014","2","Laendlicher Raum","","","",""
"Ja","2014","3","Staedtischer Raum","","","",""
"Ja","2014","3","Laendlicher Raum","","","",""
"Ja","2014","4","Staedtischer Raum","","","",""
"Ja","2014","4","Laendlicher Raum","","","",""
"Ja","2014","5","Staedtischer Raum","","","",""
"Ja","2014","5","Laendlicher Raum","","","",""
"Nein","2014","1","Staedtischer Raum","","","",""
"Nein","2014","1","Laendlicher Raum","","","",""
"Nein","2014","2","Staedtischer Raum","","","",""
"Nein","2014","2","Laendlicher Raum","","","",""
"Nein","2014","3","Staedtischer Raum","","","",""
"Nein","2014","3","Laendlicher Raum","","","",""
"Nein","2014","4","Staedtischer Raum","","","",""
"Nein","2014","4","Laendlicher Raum","","","",""
"Nein","2014","5","Staedtischer Raum","","","",""
"Nein","2014","5","Laendlicher Raum","","","",""
"Ja","2015","1","Staedtischer Raum","3728","0.850641870262108","0.839855634228116","0.8614281062961"
"Ja","2015","1","Laendlicher Raum","2112","0.866068524048932","0.852324890225782","0.879812157872082"
"Ja","2015","2","Staedtischer Raum","4095","0.891693741263947","0.882608888792346","0.900778593735548"
"Ja","2015","2","Laendlicher Raum","2482","0.903776527344076","0.892671627894521","0.914881426793631"
"Ja","2015","3","Staedtischer Raum","4490","0.906692853300802","0.898542200048289","0.914843506553315"
"Ja","2015","3","Laendlicher Raum","2906","0.947228185684534","0.939322021947242","0.955134349421827"
"Ja","2015","4","Staedtischer Raum","5578","0.91493153899703","0.907928789664906","0.921934288329154"
"Ja","2015","4","Laendlicher Raum","3160","0.918618806420355","0.909457914020397","0.927779698820313"
"Ja","2015","5","Staedtischer Raum","6565","0.903978305440218","0.897176810348045","0.91077980053239"
"Ja","2015","5","Laendlicher Raum","2330","0.912435091041066","0.901423043989883","0.92344713809225"
"Nein","2015","1","Staedtischer Raum","467","0.149358129737892","0.1385718937039","0.160144365771884"
"Nein","2015","1","Laendlicher Raum","247","0.133931475951068","0.120187842127918","0.147675109774218"
"Nein","2015","2","Staedtischer Raum","400","0.108306258736053","0.0992214062644518","0.117391111207654"
"Nein","2015","2","Laendlicher Raum","227","0.0962234726559235","0.0851185732063685","0.107328372105479"
"Nein","2015","3","Staedtischer Raum","402","0.0933071466991976","0.0851564934466847","0.10145779995171"
"Nein","2015","3","Laendlicher Raum","166","0.0527718143154658","0.0448656505781733","0.0606779780527583"
"Nein","2015","4","Staedtischer Raum","519","0.0850684610029701","0.078065711670846","0.0920712103350942"
"Nein","2015","4","Laendlicher Raum","262","0.0813811935796452","0.0722203011796871","0.0905420859796032"
"Nein","2015","5","Staedtischer Raum","643","0.0960216945597821","0.0892201994676096","0.102823189651955"
"Nein","2015","5","Laendlicher Raum","201","0.0875649089589334","0.0765528619077503","0.0985769560101165"
"Ja","2016","1","Staedtischer Raum","7093","0.870073144052835","0.862947629990206","0.877198658115464"
"Ja","2016","1","Laendlicher Raum","3735","0.894530234378761","0.885378231546574","0.903682237210947"
"Ja","2016","2","Staedtischer Raum","3769","0.918616850819291","0.910188731608788","0.927044970029794"
"Ja","2016","2","Laendlicher Raum","2231","0.922989293478284","0.912336238580323","0.933642348376246"
"Ja","2016","3","Staedtischer Raum","3863","0.911712904926403","0.903143845887077","0.92028196396573"
"Ja","2016","3","Laendlicher Raum","2493","0.946133879958626","0.937543475530351","0.9547242843869"
"Ja","2016","4","Staedtischer Raum","5441","0.914442375806184","0.907309377261178","0.921575374351191"
"Ja","2016","4","Laendlicher Raum","3173","0.95237866693553","0.945172448333976","0.959584885537083"
"Ja","2016","5","Staedtischer Raum","6342","0.905474139182166","0.898600973431636","0.912347304932695"
"Ja","2016","5","Laendlicher Raum","2386","0.932797455752876","0.923145743817839","0.942449167687914"
"Nein","2016","1","Staedtischer Raum","1460","0.129926855947165","0.122801341884536","0.137052370009794"
"Nein","2016","1","Laendlicher Raum","592","0.105469765621239","0.0963177627890527","0.114621768453426"
"Nein","2016","2","Staedtischer Raum","274","0.0813831491807092","0.0729550299702062","0.0898112683912122"
"Nein","2016","2","Laendlicher Raum","175","0.0770107065217158","0.0663576516237545","0.0876637614196771"
"Nein","2016","3","Staedtischer Raum","348","0.0882870950735967","0.0797180360342699","0.0968561541129234"
"Nein","2016","3","Laendlicher Raum","160","0.0538661200413745","0.0452757156130996","0.0624565244696495"
"Nein","2016","4","Staedtischer Raum","466","0.0855576241938158","0.0784246256488094","0.0926906227388223"
"Nein","2016","4","Laendlicher Raum","182","0.0476213330644705","0.0404151144629173","0.0548275516660236"
"Nein","2016","5","Staedtischer Raum","618","0.0945258608178344","0.0876526950673053","0.101399026568363"
"Nein","2016","5","Laendlicher Raum","199","0.0672025442471236","0.0575508323120864","0.0768542561821608"
"Ja","2017","1","Staedtischer Raum","8111","0.892782353294693","0.886511523738612","0.899053182850775"
"Ja","2017","1","Laendlicher Raum","4340","0.918893927753663","0.911177341100942","0.926610514406385"
"Ja","2017","2","Staedtischer Raum","3890","0.936442399399102","0.929047499687365","0.943837299110838"
"Ja","2017","2","Laendlicher Raum","2203","0.920274985709063","0.909339844102492","0.931210127315634"
"Ja","2017","3","Staedtischer Raum","4143","0.904321016421694","0.895694045778823","0.912947987064564"
"Ja","2017","3","Laendlicher Raum","2761","0.948696715945095","0.940654785233623","0.956738646656566"
"Ja","2017","4","Staedtischer Raum","5983","0.931953035180698","0.925785326929739","0.938120743431657"
"Ja","2017","4","Laendlicher Raum","3539","0.943730179989734","0.936367385701428","0.95109297427804"
"Ja","2017","5","Staedtischer Raum","7865","0.912856501944539","0.906873918470733","0.918839085418345"
"Ja","2017","5","Laendlicher Raum","3103","0.948030007241491","0.9404636988847","0.955596315598281"
"Nein","2017","1","Staedtischer Raum","1240","0.107217646705307","0.100946817149225","0.113488476261388"
"Nein","2017","1","Laendlicher Raum","468","0.0811060722463366","0.0733894855936154","0.0888226588990579"
"Nein","2017","2","Staedtischer Raum","291","0.0635576006008985","0.056162700889162","0.070952500312635"
"Nein","2017","2","Laendlicher Raum","154","0.0797250142909369","0.0687898726843658","0.0906601558975081"
"Nein","2017","3","Staedtischer Raum","323","0.0956789835783064","0.0870520129354361","0.104305954221177"
"Nein","2017","3","Laendlicher Raum","130","0.0513032840549054","0.0432613533434339","0.0593452147663769"
"Nein","2017","4","Staedtischer Raum","421","0.0680469648193022","0.0618792565683429","0.0742146730702615"
"Nein","2017","4","Laendlicher Raum","224","0.056269820010266","0.0489070257219604","0.0636326142985716"
"Nein","2017","5","Staedtischer Raum","673","0.0871434980554613","0.0811609145816552","0.0931260815292673"
"Nein","2017","5","Laendlicher Raum","203","0.0519699927585092","0.0444036844017187","0.0595363011152997"
"Ja","2018","1","Staedtischer Raum","7543","0.878562810518142","0.871568158797747","0.885557462238538"
"Ja","2018","1","Laendlicher Raum","3627","0.925214685813055","0.916942164390154","0.933487207235957"
"Ja","2018","2","Staedtischer Raum","3839","0.900523148891261","0.891446525651514","0.909599772131007"
"Ja","2018","2","Laendlicher Raum","1992","0.91461869153952","0.902759526784518","0.926477856294521"
"Ja","2018","3","Staedtischer Raum","4039","0.916071036281465","0.907829202913069","0.924312869649862"
"Ja","2018","3","Laendlicher Raum","2578","0.951037979519979","0.942953737841011","0.959122221198947"
"Ja","2018","4","Staedtischer Raum","6140","0.931952726356343","0.925879116864712","0.938026335847974"
"Ja","2018","4","Laendlicher Raum","3522","0.931512113826986","0.923424742589991","0.93959948506398"
"Ja","2018","5","Staedtischer Raum","7960","0.916841159360437","0.91101686477831","0.922665453942563"
"Ja","2018","5","Laendlicher Raum","3228","0.940282650180795","0.932357136499901","0.948208163861689"
"Nein","2018","1","Staedtischer Raum","834","0.121437189481858","0.114442537761462","0.128431841202253"
"Nein","2018","1","Laendlicher Raum","257","0.0747853141869446","0.0665127927640434","0.0830578356098457"
"Nein","2018","2","Staedtischer Raum","338","0.0994768511087396","0.0904002278689933","0.108553474348486"
"Nein","2018","2","Laendlicher Raum","141","0.0853813084604805","0.0735221437054794","0.0972404732154817"
"Nein","2018","3","Staedtischer Raum","309","0.0839289637185347","0.0756871303501379","0.0921707970869316"
"Nein","2018","3","Laendlicher Raum","159","0.0489620204800207","0.0408777788010528","0.0570462621589886"
"Nein","2018","4","Staedtischer Raum","464","0.0680472736436572","0.0619736641520262","0.0741208831352882"
"Nein","2018","4","Laendlicher Raum","225","0.0684878861730141","0.0604005149360195","0.0765752574100087"
"Nein","2018","5","Staedtischer Raum","674","0.083158840639563","0.0773345460574366","0.0889831352216895"
"Nein","2018","5","Laendlicher Raum","206","0.0597173498192051","0.0517918361383114","0.0676428635000988"
"Ja","2019","1","Staedtischer Raum","1810","0.904462477671953","0.89142209161765","0.917502863726255"
"Ja","2019","1","Laendlicher Raum","1165","0.950782286134412","0.938761325904742","0.962803246364082"
"Ja","2019","2","Staedtischer Raum","2488","0.915947557275565","0.905470006614573","0.926425107936558"
"Ja","2019","2","Laendlicher Raum","1398","0.92016361729243","0.906401415825602","0.933925818759259"
