year,migback,regtyp,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Direct migration background,Urban regions,Statutory health insurance,0.94576,2166,2308,0.93652,0.95500
2002,Direct migration background,Urban regions,Private health insurance,0.05046,142,2308,0.04152,0.05939
2002,Direct migration background,Rural regions,Statutory health insurance,0.94412,449,481,0.92357,0.96467
2002,Direct migration background,Rural regions,Private health insurance,0.05486,32,481,0.03449,0.07523
2002,Indirect migration background,Urban regions,Statutory health insurance,0.93343,619,667,0.91449,0.95236
2002,Indirect migration background,Urban regions,Private health insurance,0.05628,48,667,0.03877,0.07378
2002,Indirect migration background,Rural regions,Statutory health insurance,0.94482,88,88,0.89685,0.99280
2003,No migration background,Urban regions,Statutory health insurance,0.85739,9670,11904,0.85110,0.86367
2003,No migration background,Urban regions,Private health insurance,0.13774,2168,11904,0.13155,0.14393
2003,No migration background,Urban regions,No insurance,0.00488,66,11904,0.00363,0.00613
2003,No migration background,Rural regions,Statutory health insurance,0.90688,6053,6840,0.90000,0.91377
2003,No migration background,Rural regions,Private health insurance,0.08579,743,6840,0.07916,0.09243
2003,No migration background,Rural regions,No insurance,0.00732,44,6840,0.00530,0.00934
2003,Direct migration background,Urban regions,Statutory health insurance,0.94969,2034,2150,0.94045,0.95893
2003,Direct migration background,Urban regions,Private health insurance,0.04513,116,2150,0.03635,0.05390
2003,Direct migration background,Rural regions,Statutory health insurance,0.94629,429,429,0.92493,0.96765
2003,Indirect migration background,Urban regions,Statutory health insurance,0.92889,620,668,0.90938,0.94839
2003,Indirect migration background,Urban regions,Private health insurance,0.05604,48,668,0.03859,0.07350
2003,Indirect migration background,Rural regions,Statutory health insurance,0.95622,92,92,0.91419,0.99826
2004,No migration background,Urban regions,Statutory health insurance,0.86401,9383,11492,0.85774,0.87028
2004,No migration background,Urban regions,Private health insurance,0.13599,2109,11492,0.12972,0.14226
2004,No migration background,Rural regions,Statutory health insurance,0.91160,5892,6625,0.90476,0.91843
2004,No migration background,Rural regions,Private health insurance,0.08840,733,6625,0.08157,0.09524
2004,Direct migration background,Urban regions,Statutory health insurance,0.95627,1971,2088,0.94750,0.96505
2004,Direct migration background,Urban regions,Private health insurance,0.04373,117,2088,0.03495,0.05250
2004,Direct migration background,Rural regions,Statutory health insurance,0.94130,409,409,0.91849,0.96411
2004,Indirect migration background,Urban regions,Statutory health insurance,0.94234,622,673,0.92472,0.95996
2004,Indirect migration background,Urban regions,Private health insurance,0.05766,51,673,0.04004,0.07528
2004,Indirect migration background,Rural regions,Statutory health insurance,0.97004,107,107,0.93759,1.00249
2005,No migration background,Urban regions,Statutory health insurance,0.86393,8956,10981,0.85752,0.87034
2005,No migration background,Urban regions,Private health insurance,0.13607,2025,10981,0.12966,0.14248
2005,No migration background,Rural regions,Statutory health insurance,0.90769,5632,6314,0.90055,0.91483
2005,No migration background,Rural regions,Private health insurance,0.09231,682,6314,0.08517,0.09945
2005,Direct migration background,Urban regions,Statutory health insurance,0.95384,1828,1943,0.94451,0.96317
2005,Direct migration background,Urban regions,Private health insurance,0.04616,115,1943,0.03683,0.05549
2005,Direct migration background,Rural regions,Statutory health insurance,0.94824,375,375,0.92579,0.97069
2005,Indirect migration background,Urban regions,Statutory health insurance,0.94955,652,707,0.93341,0.96570
2005,Indirect migration background,Urban regions,Private health insurance,0.05045,55,707,0.03430,0.06659
2005,Indirect migration background,Rural regions,Statutory health insurance,0.97295,101,101,0.94115,1.00475
2006,No migration background,Urban regions,Statutory health insurance,0.85908,9604,11751,0.85279,0.86537
2006,No migration background,Urban regions,Private health insurance,0.14092,2147,11751,0.13463,0.14721
2006,No migration background,Rural regions,Statutory health insurance,0.90060,6089,6872,0.89352,0.90767
2006,No migration background,Rural regions,Private health insurance,0.09940,783,6872,0.09233,0.10648
2006,Direct migration background,Urban regions,Statutory health insurance,0.95074,1818,1940,0.94110,0.96037
2006,Direct migration background,Urban regions,Private health insurance,0.04926,122,1940,0.03963,0.05890
2006,Direct migration background,Rural regions,Statutory health insurance,0.94060,397,397,0.91732,0.96388
2006,Indirect migration background,Urban regions,Statutory health insurance,0.93494,623,686,0.91647,0.95341
2006,Indirect migration background,Urban regions,Private health insurance,0.06506,63,686,0.04659,0.08353
2006,Indirect migration background,Rural regions,Statutory health insurance,0.97896,113,113,0.95237,1.00554
2007,No migration background,Urban regions,Statutory health insurance,0.85921,8985,10976,0.85270,0.86571
2007,No migration background,Urban regions,Private health insurance,0.14079,1991,10976,0.13429,0.14730
2007,No migration background,Rural regions,Statutory health insurance,0.89636,5692,6444,0.88891,0.90380
2007,No migration background,Rural regions,Private health insurance,0.10364,752,6444,0.09620,0.11109
2007,Direct migration background,Urban regions,Statutory health insurance,0.95401,1614,1711,0.94408,0.96393
2007,Direct migration background,Urban regions,Private health insurance,0.04599,97,1711,0.03607,0.05592
2007,Direct migration background,Rural regions,Statutory health insurance,0.94838,367,367,0.92571,0.97105
2007,Indirect migration background,Urban regions,Statutory health insurance,0.93320,598,658,0.91411,0.95229
2007,Indirect migration background,Urban regions,Private health insurance,0.06680,60,658,0.04771,0.08589
2007,Indirect migration background,Rural regions,Statutory health insurance,0.98198,106,106,0.95653,1.00742
2008,No migration background,Urban regions,Statutory health insurance,0.86031,8577,10464,0.85367,0.86695
2008,No migration background,Urban regions,Private health insurance,0.13969,1887,10464,0.13305,0.14633
2008,No migration background,Rural regions,Statutory health insurance,0.90009,5432,6140,0.89259,0.90759
2008,No migration background,Rural regions,Private health insurance,0.09991,708,6140,0.09241,0.10741
2008,Direct migration background,Urban regions,Statutory health insurance,0.95905,1475,1556,0.94920,0.96890
2008,Direct migration background,Urban regions,Private health insurance,0.04095,81,1556,0.03110,0.05080
2008,Direct migration background,Rural regions,Statutory health insurance,0.93182,324,324,0.90433,0.95931
2008,Indirect migration background,Urban regions,Statutory health insurance,0.93060,595,653,0.91110,0.95011
2008,Indirect migration background,Urban regions,Private health insurance,0.06940,58,653,0.04989,0.08890
2008,Indirect migration background,Rural regions,Statutory health insurance,0.99469,109,109,0.98099,1.00840
2009,No migration background,Urban regions,Statutory health insurance,0.85640,7999,9773,0.84945,0.86335
2009,No migration background,Urban regions,Private health insurance,0.14360,1774,9773,0.13665,0.15055
2009,No migration background,Rural regions,Statutory health insurance,0.89223,5163,5858,0.88428,0.90017
2009,No migration background,Rural regions,Private health insurance,0.10777,695,5858,0.09983,0.11572
2009,Direct migration background,Urban regions,Statutory health insurance,0.95579,1267,1340,0.94478,0.96680
2009,Direct migration background,Urban regions,Private health insurance,0.04421,73,1340,0.03320,0.05522
2009,Direct migration background,Rural regions,Statutory health insurance,0.93173,300,300,0.90314,0.96031
2009,Indirect migration background,Urban regions,Statutory health insurance,0.94643,545,590,0.92824,0.96461
2009,Indirect migration background,Urban regions,Private health insurance,0.05357,45,590,0.03539,0.07176
2009,Indirect migration background,Rural regions,Statutory health insurance,0.95745,111,111,0.91972,0.99517
2010,No migration background,Urban regions,Statutory health insurance,0.85518,10259,12399,0.84898,0.86137
2010,No migration background,Urban regions,Private health insurance,0.14482,2140,12399,0.13863,0.15102
2010,No migration background,Rural regions,Statutory health insurance,0.88863,6649,7467,0.88149,0.89576
2010,No migration background,Rural regions,Private health insurance,0.11137,818,7467,0.10424,0.11851
2010,Direct migration background,Urban regions,Statutory health insurance,0.94615,2205,2345,0.93701,0.95529
2010,Direct migration background,Urban regions,Private health insurance,0.05385,140,2345,0.04471,0.06299
2010,Direct migration background,Rural regions,Statutory health insurance,0.93777,601,633,0.91893,0.95660
2010,Direct migration background,Rural regions,Private health insurance,0.06223,32,633,0.04340,0.08107
2010,Indirect migration background,Urban regions,Statutory health insurance,0.93541,817,895,0.91929,0.95152
2010,Indirect migration background,Urban regions,Private health insurance,0.06459,78,895,0.04848,0.08071
2010,Indirect migration background,Rural regions,Statutory health insurance,0.96678,182,182,0.94068,0.99289
2011,No migration background,Urban regions,Statutory health insurance,0.85131,12146,14636,0.84555,0.85707
2011,No migration background,Urban regions,Private health insurance,0.14869,2490,14636,0.14293,0.15445
2011,No migration background,Rural regions,Statutory health insurance,0.88904,8104,9101,0.88259,0.89549
2011,No migration background,Rural regions,Private health insurance,0.11096,997,9101,0.10451,0.11741
2011,Direct migration background,Urban regions,Statutory health insurance,0.93899,2386,2537,0.92968,0.94831
2011,Direct migration background,Urban regions,Private health insurance,0.06101,151,2537,0.05169,0.07032
2011,Direct migration background,Rural regions,Statutory health insurance,0.94040,765,799,0.92397,0.95682
2011,Direct migration background,Rural regions,Private health insurance,0.05960,34,799,0.04318,0.07603
2011,Indirect migration background,Urban regions,Statutory health insurance,0.92873,913,999,0.91277,0.94470
2011,Indirect migration background,Urban regions,Private health insurance,0.07127,86,999,0.05530,0.08723
2011,Indirect migration background,Rural regions,Statutory health insurance,0.95099,217,217,0.92220,0.97978
2012,No migration background,Urban regions,Statutory health insurance,0.84560,11768,14173,0.83965,0.85155
2012,No migration background,Urban regions,Private health insurance,0.15440,2405,14173,0.14845,0.16035
2012,No migration background,Rural regions,Statutory health insurance,0.89305,8036,9030,0.88667,0.89942
2012,No migration background,Rural regions,Private health insurance,0.10695,994,9030,0.10058,0.11333
2012,Direct migration background,Urban regions,Statutory health insurance,0.94675,2254,2376,0.93772,0.95578
2012,Direct migration background,Urban regions,Private health insurance,0.05325,122,2376,0.04422,0.06228
2012,Direct migration background,Rural regions,Statutory health insurance,0.94645,775,814,0.93097,0.96192
2012,Direct migration background,Rural regions,Private health insurance,0.05355,39,814,0.03808,0.06903
2012,Indirect migration background,Urban regions,Statutory health insurance,0.92139,875,960,0.90436,0.93843
2012,Indirect migration background,Urban regions,Private health insurance,0.07861,85,960,0.06157,0.09564
2012,Indirect migration background,Rural regions,Statutory health insurance,0.93600,222,222,0.90373,0.96827
2013,No migration background,Urban regions,Statutory health insurance,0.84131,11227,13510,0.83515,0.84747
2013,No migration background,Urban regions,Private health insurance,0.15869,2283,13510,0.15253,0.16485
2013,No migration background,Rural regions,Statutory health insurance,0.89182,7551,8483,0.88521,0.89843
2013,No migration background,Rural regions,Private health insurance,0.10818,932,8483,0.10157,0.11479
2013,Direct migration background,Urban regions,Statutory health insurance,0.95420,4753,4935,0.94837,0.96003
2013,Direct migration background,Urban regions,Private health insurance,0.04580,182,4935,0.03997,0.05163
2013,Direct migration background,Rural regions,Statutory health insurance,0.96165,1558,1606,0.95225,0.97104
2013,Direct migration background,Rural regions,Private health insurance,0.03835,48,1606,0.02896,0.04775
2013,Indirect migration background,Urban regions,Statutory health insurance,0.92850,1581,1693,0.91622,0.94077
2013,Indirect migration background,Urban regions,Private health insurance,0.07150,112,1693,0.05923,0.08378
2013,Indirect migration background,Rural regions,Statutory health insurance,0.96614,329,329,0.94656,0.98571
2014,No migration background,Urban regions,Statutory health insurance,0.84548,10223,12280,0.83909,0.85188
2014,No migration background,Urban regions,Private health insurance,0.15452,2057,12280,0.14812,0.16091
2014,No migration background,Rural regions,Statutory health insurance,0.88831,6891,7763,0.88130,0.89532
2014,No migration background,Rural regions,Private health insurance,0.11169,872,7763,0.10468,0.11870
2014,Direct migration background,Urban regions,Statutory health insurance,0.95067,3799,3947,0.94391,0.95742
2014,Direct migration background,Urban regions,Private health insurance,0.04933,148,3947,0.04258,0.05609
2014,Direct migration background,Rural regions,Statutory health insurance,0.96465,1283,1327,0.95471,0.97459
2014,Direct migration background,Rural regions,Private health insurance,0.03535,44,1327,0.02541,0.04529
2014,Indirect migration background,Urban regions,Statutory health insurance,0.93721,1301,1386,0.92444,0.94999
2014,Indirect migration background,Urban regions,Private health insurance,0.06279,85,1386,0.05001,0.07556
2014,Indirect migration background,Rural regions,Statutory health insurance,0.96315,296,296,0.94165,0.98465
2015,No migration background,Urban regions,Statutory health insurance,0.83866,9691,11668,0.83199,0.84534
2015,No migration background,Urban regions,Private health insurance,0.16134,1977,11668,0.15466,0.16801
2015,No migration background,Rural regions,Statutory health insurance,0.88734,6571,7421,0.88014,0.89453
2015,No migration background,Rural regions,Private health insurance,0.11266,850,7421,0.10547,0.11986
2015,Direct migration background,Urban regions,Statutory health insurance,0.95735,4347,4498,0.95144,0.96326
2015,Direct migration background,Urban regions,Private health insurance,0.04265,151,4498,0.03674,0.04856
2015,Direct migration background,Rural regions,Statutory health insurance,0.96130,1495,1542,0.95167,0.97093
2015,Direct migration background,Rural regions,Private health insurance,0.03870,47,1542,0.02907,0.04833
2015,Indirect migration background,Urban regions,Statutory health insurance,0.93599,1214,1291,0.92264,0.94935
2015,Indirect migration background,Urban regions,Private health insurance,0.06401,77,1291,0.05065,0.07736
2015,Indirect migration background,Rural regions,Statutory health insurance,0.92690,281,281,0.89641,0.95739
2016,No migration background,Urban regions,Statutory health insurance,0.84345,9029,10854,0.83661,0.85029
2016,No migration background,Urban regions,Private health insurance,0.15655,1825,10854,0.14971,0.16339
2016,No migration background,Rural regions,Statutory health insurance,0.88821,6087,6885,0.88076,0.89565
2016,No migration background,Rural regions,Private health insurance,0.11179,798,6885,0.10435,0.11924
2016,Direct migration background,Urban regions,Statutory health insurance,0.96051,3603,3725,0.95425,0.96676
2016,Direct migration background,Urban regions,Private health insurance,0.03949,122,3725,0.03324,0.04575
2016,Direct migration background,Rural regions,Statutory health insurance,0.96562,1269,1308,0.95575,0.97550
2016,Direct migration background,Rural regions,Private health insurance,0.03438,39,1308,0.02450,0.04425
2016,Indirect migration background,Urban regions,Statutory health insurance,0.91856,1106,1179,0.90294,0.93418
2016,Indirect migration background,Urban regions,Private health insurance,0.08144,73,1179,0.06582,0.09706
2016,Indirect migration background,Rural regions,Statutory health insurance,0.93677,278,278,0.90811,0.96543
2017,No migration background,Urban regions,Statutory health insurance,0.84381,10208,12258,0.83738,0.85024
2017,No migration background,Urban regions,Private health insurance,0.15619,2050,12258,0.14976,0.16262
2017,No migration background,Rural regions,Statutory health insurance,0.88872,6927,7806,0.88175,0.89570
2017,No migration background,Rural regions,Private health insurance,0.11128,879,7806,0.10430,0.11825
2017,Direct migration background,Urban regions,Statutory health insurance,0.95993,3418,3543,0.95347,0.96639
2017,Direct migration background,Urban regions,Private health insurance,0.04007,125,3543,0.03361,0.04653
2017,Direct migration background,Rural regions,Statutory health insurance,0.97239,1226,1260,0.96334,0.98144
2017,Direct migration background,Rural regions,Private health insurance,0.02761,34,1260,0.01856,0.03666
2017,Indirect migration background,Urban regions,Statutory health insurance,0.91221,1239,1337,0.89703,0.92738
2017,Indirect migration background,Urban regions,Private health insurance,0.08779,98,1337,0.07262,0.10297
2017,Indirect migration background,Rural regions,Statutory health insurance,0.92092,260,260,0.88806,0.95379
2018,No migration background,Urban regions,Statutory health insurance,0.84424,10003,11928,0.83773,0.85074
2018,No migration background,Urban regions,Private health insurance,0.15576,1925,11928,0.14926,0.16227
2018,No migration background,Rural regions,Statutory health insurance,0.89201,6654,7454,0.88496,0.89905
2018,No migration background,Rural regions,Private health insurance,0.10799,800,7454,0.10095,0.11504
2018,Direct migration background,Urban regions,Statutory health insurance,0.95884,3312,3429,0.95219,0.96549
2018,Direct migration background,Urban regions,Private health insurance,0.04116,117,3429,0.03451,0.04781
2018,Direct migration background,Rural regions,Statutory health insurance,0.95925,1149,1182,0.94797,0.97053
2018,Direct migration background,Rural regions,Private health insurance,0.04075,33,1182,0.02947,0.05203
2018,Indirect migration background,Urban regions,Statutory health insurance,0.93204,1235,1314,0.91843,0.94565
2018,Indirect migration background,Urban regions,Private health insurance,0.06796,79,1314,0.05435,0.08157
2018,Indirect migration background,Rural regions,Statutory health insurance,0.92977,276,276,0.89956,0.95997
2019,No migration background,No answer / don't know,Statutory health insurance,0.86521,404,481,0.83466,0.89576
2019,No migration background,No answer / don't know,Private health insurance,0.13479,77,481,0.10424,0.16534
2019,No migration background,Urban regions,Statutory health insurance,0.84444,9676,12157,0.83799,0.85088
2019,No migration background,Urban regions,Private health insurance,0.15556,2481,12157,0.14912,0.16201
2019,No migration background,Rural regions,Statutory health insurance,0.88889,6382,7439,0.88175,0.89603
2019,No migration background,Rural regions,Private health insurance,0.11111,1057,7439,0.10397,0.11825
2019,Direct migration background,Urban regions,Statutory health insurance,0.95244,2779,2960,0.94477,0.96011
2019,Direct migration background,Urban regions,Private health insurance,0.04756,181,2960,0.03989,0.05523
2019,Direct migration background,Rural regions,Statutory health insurance,0.94905,992,1030,0.93561,0.96249
2019,Direct migration background,Rural regions,Private health insurance,0.05095,38,1030,0.03751,0.06439
2019,Indirect migration background,No answer / don't know,Statutory health insurance,0.86942,31,31,0.74884,0.98999
2019,Indirect migration background,Urban regions,Statutory health insurance,0.92812,1121,1238,0.91373,0.94252
2019,Indirect migration background,Urban regions,Private health insurance,0.07188,117,1238,0.05748,0.08627
2019,Indirect migration background,Rural regions,Statutory health insurance,0.92594,266,266,0.89441,0.95747
2020,No migration background,Urban regions,Statutory health insurance,0.84488,9308,11558,0.83827,0.85148
2020,No migration background,Urban regions,Private health insurance,0.15512,2250,11558,0.14852,0.16173
2020,No migration background,Rural regions,Statutory health insurance,0.89133,5993,6912,0.88399,0.89867
2020,No migration background,Rural regions,Private health insurance,0.10867,919,6912,0.10133,0.11601
2020,Direct migration background,Urban regions,Statutory health insurance,0.95597,6024,6208,0.95087,0.96108
2020,Direct migration background,Urban regions,Private health insurance,0.04403,184,6208,0.03892,0.04913
2020,Direct migration background,Rural regions,Statutory health insurance,0.97529,2086,2119,0.96868,0.98190
2020,Direct migration background,Rural regions,Private health insurance,0.02471,33,2119,0.01810,0.03132
2020,Indirect migration background,Urban regions,Statutory health insurance,0.93182,1136,1237,0.91776,0.94587
2020,Indirect migration background,Urban regions,Private health insurance,0.06818,101,1237,0.05413,0.08224
2020,Indirect migration background,Rural regions,Statutory health insurance,0.93460,264,264,0.90471,0.96448
2022,No migration background,Urban regions,Statutory health insurance,0.83288,9149,11254,0.82599,0.83978
2022,No migration background,Urban regions,Private health insurance,0.16712,2105,11254,0.16022,0.17401
2022,No migration background,Rural regions,Statutory health insurance,0.87089,6055,6976,0.86302,0.87876
2022,No migration background,Rural regions,Private health insurance,0.12911,921,6976,0.12124,0.13698
2022,Direct migration background,Urban regions,Statutory health insurance,0.94007,4979,5261,0.93365,0.94648
2022,Direct migration background,Urban regions,Private health insurance,0.05993,282,5261,0.05352,0.06635
2022,Direct migration background,Rural regions,Statutory health insurance,0.95121,1009,1056,0.93821,0.96421
2022,Direct migration background,Rural regions,Private health insurance,0.04879,47,1056,0.03579,0.06179
2022,Indirect migration background,Urban regions,Statutory health insurance,0.89582,985,1102,0.87777,0.91386
2022,Indirect migration background,Urban regions,Private health insurance,0.10418,117,1102,0.08614,0.12223
2022,Indirect migration background,Rural regions,Statutory health insurance,0.90378,307,341,0.87243,0.93512
2022,Indirect migration background,Rural regions,Private health insurance,0.09622,34,341,0.06488,0.12757
