year,sampreg,sex,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,East,male,Private health insurance,0.10455,322,2872,0.09336,0.11575
2011,East,female,Statutory health insurance,0.96727,3271,3431,0.96132,0.97322
2011,East,female,Private health insurance,0.03273,160,3431,0.02678,0.03868
2012,West,male,Statutory health insurance,0.82948,7859,9714,0.82200,0.83696
2012,West,male,Private health insurance,0.17052,1855,9714,0.16304,0.17800
2012,West,female,Statutory health insurance,0.89784,10378,11715,0.89235,0.90332
2012,West,female,Private health insurance,0.10216,1337,11715,0.09668,0.10765
2012,East,male,Statutory health insurance,0.89817,2503,2812,0.88699,0.90935
2012,East,male,Private health insurance,0.10183,309,2812,0.09065,0.11301
2012,East,female,Statutory health insurance,0.96286,3190,3349,0.95645,0.96926
2012,East,female,Private health insurance,0.03714,159,3349,0.03074,0.04355
2013,West,male,Statutory health insurance,0.82890,9339,11163,0.82191,0.83589
2013,West,male,Private health insurance,0.17110,1824,11163,0.16411,0.17809
2013,West,female,Statutory health insurance,0.89558,11998,13307,0.89039,0.90078
2013,West,female,Private health insurance,0.10442,1309,13307,0.09922,0.10961
2013,East,male,Statutory health insurance,0.90404,2488,2784,0.89310,0.91498
2013,East,male,Private health insurance,0.09596,296,2784,0.08502,0.10690
2013,East,female,Statutory health insurance,0.96791,3174,3319,0.96191,0.97390
2013,East,female,Private health insurance,0.03209,145,3319,0.02610,0.03809
2014,West,male,Statutory health insurance,0.83352,8241,9863,0.82617,0.84088
2014,West,male,Private health insurance,0.16648,1622,9863,0.15912,0.17383
2014,West,female,Statutory health insurance,0.89328,10372,11579,0.88766,0.89890
2014,West,female,Private health insurance,0.10672,1207,11579,0.10110,0.11234
2014,East,male,Statutory health insurance,0.91163,2278,2538,0.90058,0.92267
2014,East,male,Private health insurance,0.08837,260,2538,0.07733,0.09942
2014,East,female,Statutory health insurance,0.96934,2902,3033,0.96320,0.97547
2014,East,female,Private health insurance,0.03066,131,3033,0.02453,0.03680
2015,West,male,Statutory health insurance,0.82947,8237,9811,0.82202,0.83691
2015,West,male,Private health insurance,0.17053,1574,9811,0.16309,0.17798
2015,West,female,Statutory health insurance,0.89152,10345,11515,0.88584,0.89720
2015,West,female,Private health insurance,0.10848,1170,11515,0.10280,0.11416
2015,East,male,Statutory health insurance,0.91018,2220,2463,0.89889,0.92148
2015,East,male,Private health insurance,0.08982,243,2463,0.07852,0.10111
2015,East,female,Statutory health insurance,0.96451,2797,2933,0.95782,0.97121
2015,East,female,Private health insurance,0.03549,136,2933,0.02879,0.04218
2016,West,male,Statutory health insurance,0.83494,7396,8828,0.82719,0.84268
2016,West,male,Private health insurance,0.16506,1432,8828,0.15732,0.17281
2016,West,female,Statutory health insurance,0.89430,9312,10396,0.88839,0.90021
2016,West,female,Private health insurance,0.10570,1084,10396,0.09979,0.11161
2016,East,male,Statutory health insurance,0.91077,2048,2279,0.89906,0.92248
2016,East,male,Private health insurance,0.08923,231,2279,0.07752,0.10094
2016,East,female,Statutory health insurance,0.96166,2616,2745,0.95447,0.96884
2016,East,female,Private health insurance,0.03834,129,2745,0.03116,0.04553
2017,West,male,Statutory health insurance,0.83335,8045,9655,0.82592,0.84079
2017,West,male,Private health insurance,0.16665,1610,9655,0.15921,0.17408
2017,West,female,Statutory health insurance,0.89491,10040,11251,0.88925,0.90058
2017,West,female,Private health insurance,0.10509,1211,11251,0.09942,0.11075
2017,East,male,Statutory health insurance,0.91705,2327,2572,0.90639,0.92771
2017,East,male,Private health insurance,0.08295,245,2572,0.07229,0.09361
2017,East,female,Statutory health insurance,0.96176,2866,3009,0.95491,0.96862
2017,East,female,Private health insurance,0.03824,143,3009,0.03138,0.04509
2018,West,male,Statutory health insurance,0.84026,7784,9262,0.83280,0.84772
2018,West,male,Private health insurance,0.15974,1478,9262,0.15228,0.16720
2018,West,female,Statutory health insurance,0.89504,9721,10861,0.88927,0.90080
2018,West,female,Private health insurance,0.10496,1140,10861,0.09920,0.11073
2018,East,male,Statutory health insurance,0.91080,2295,2523,0.89967,0.92192
2018,East,male,Private health insurance,0.08920,228,2523,0.07808,0.10033
2018,East,female,Statutory health insurance,0.95936,2829,2960,0.95224,0.96647
2018,East,female,Private health insurance,0.04064,131,2960,0.03353,0.04776
2019,Does not apply,female,Statutory health insurance,0.90590,32,32,0.80311,1.00868
2019,West,male,Statutory health insurance,0.83545,7505,9574,0.82802,0.84287
2019,West,male,Private health insurance,0.16455,2069,9574,0.15713,0.17198
2019,West,female,Statutory health insurance,0.89495,9176,10478,0.88908,0.90082
2019,West,female,Private health insurance,0.10505,1302,10478,0.09918,0.11092
2019,East,male,Statutory health insurance,0.91408,2219,2633,0.90338,0.92479
2019,East,male,Private health insurance,0.08592,414,2633,0.07521,0.09662
2019,East,female,Statutory health insurance,0.95642,2712,2900,0.94899,0.96386
2019,East,female,Private health insurance,0.04358,188,2900,0.03614,0.05101
2020,West,male,Statutory health insurance,0.83854,9355,11149,0.83171,0.84537
2020,West,male,Private health insurance,0.16146,1794,11149,0.15463,0.16829
2020,West,female,Statutory health insurance,0.89369,10248,11464,0.88805,0.89933
2020,West,female,Private health insurance,0.10631,1216,11464,0.10067,0.11195
2020,East,male,Statutory health insurance,0.91845,2422,2759,0.90824,0.92867
2020,East,male,Private health insurance,0.08155,337,2759,0.07133,0.09176
2020,East,female,Statutory health insurance,0.95944,2779,2943,0.95232,0.96657
2020,East,female,Private health insurance,0.04056,164,2943,0.03343,0.04768
2022,West,male,Statutory health insurance,0.82411,8112,9869,0.81660,0.83162
2022,West,male,Private health insurance,0.17589,1757,9869,0.16838,0.18340
2022,West,female,Statutory health insurance,0.88369,9305,10552,0.87757,0.88981
2022,West,female,Private health insurance,0.11631,1247,10552,0.11019,0.12243
2022,East,male,Statutory health insurance,0.90351,2291,2603,0.89216,0.91485
2022,East,male,Private health insurance,0.09649,312,2603,0.08515,0.10784
2022,East,female,Statutory health insurance,0.93894,2765,2954,0.93030,0.94757
2022,East,female,Private health insurance,0.06106,189,2954,0.05243,0.06970
