year,regtyp,sampreg,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Urban regions,East,Private health insurance,0.06584,148,1690,0.05401,0.07766
2005,Rural regions,West,Statutory health insurance,0.88382,3028,3537,0.87325,0.89438
2005,Rural regions,West,Private health insurance,0.11618,509,3537,0.10562,0.12675
2005,Rural regions,East,Statutory health insurance,0.95617,3080,3284,0.94916,0.96317
2005,Rural regions,East,Private health insurance,0.04383,204,3284,0.03683,0.05084
2006,Urban regions,West,Statutory health insurance,0.87106,10454,12643,0.86521,0.87690
2006,Urban regions,West,Private health insurance,0.12894,2189,12643,0.12310,0.13479
2006,Urban regions,East,Statutory health insurance,0.93891,1591,1734,0.92763,0.95019
2006,Urban regions,East,Private health insurance,0.06109,143,1734,0.04981,0.07237
2006,Rural regions,West,Statutory health insurance,0.87844,3329,3918,0.86820,0.88867
2006,Rural regions,West,Private health insurance,0.12156,589,3918,0.11133,0.13180
2006,Rural regions,East,Statutory health insurance,0.94708,3270,3498,0.93966,0.95450
2006,Rural regions,East,Private health insurance,0.05292,228,3498,0.04550,0.06034
2007,Urban regions,West,Statutory health insurance,0.87104,9671,11685,0.86496,0.87711
2007,Urban regions,West,Private health insurance,0.12896,2014,11685,0.12289,0.13504
2007,Urban regions,East,Statutory health insurance,0.94049,1526,1660,0.92910,0.95187
2007,Urban regions,East,Private health insurance,0.05951,134,1660,0.04813,0.07090
2007,Rural regions,West,Statutory health insurance,0.87665,3095,3644,0.86597,0.88733
2007,Rural regions,West,Private health insurance,0.12335,549,3644,0.11267,0.13403
2007,Rural regions,East,Statutory health insurance,0.94178,3070,3300,0.93379,0.94977
2007,Rural regions,East,Private health insurance,0.05822,230,3300,0.05023,0.06621
2008,Urban regions,West,Statutory health insurance,0.87262,9163,11063,0.86641,0.87884
2008,Urban regions,West,Private health insurance,0.12738,1900,11063,0.12116,0.13359
2008,Urban regions,East,Statutory health insurance,0.94230,1484,1610,0.93091,0.95370
2008,Urban regions,East,Private health insurance,0.05770,126,1610,0.04630,0.06909
2008,Rural regions,West,Statutory health insurance,0.88117,2934,3451,0.87037,0.89197
2008,Rural regions,West,Private health insurance,0.11883,517,3451,0.10803,0.12963
2008,Rural regions,East,Statutory health insurance,0.94324,2931,3148,0.93515,0.95132
2008,Rural regions,East,Private health insurance,0.05676,217,3148,0.04868,0.06485
2009,Urban regions,West,Statutory health insurance,0.86992,8395,10170,0.86339,0.87646
2009,Urban regions,West,Private health insurance,0.13008,1775,10170,0.12354,0.13661
2009,Urban regions,East,Statutory health insurance,0.93298,1416,1533,0.92046,0.94550
2009,Urban regions,East,Private health insurance,0.06702,117,1533,0.05450,0.07954
2009,Rural regions,West,Statutory health insurance,0.87267,2786,3285,0.86127,0.88407
2009,Rural regions,West,Private health insurance,0.12733,499,3285,0.11593,0.13873
2009,Rural regions,East,Statutory health insurance,0.93735,2788,3007,0.92869,0.94601
2009,Rural regions,East,Private health insurance,0.06265,219,3007,0.05399,0.07131
2010,Urban regions,West,Statutory health insurance,0.86679,11536,13745,0.86111,0.87247
2010,Urban regions,West,Private health insurance,0.13321,2209,13745,0.12753,0.13889
2010,Urban regions,East,Statutory health insurance,0.93703,1745,1894,0.92609,0.94797
2010,Urban regions,East,Private health insurance,0.06297,149,1894,0.05203,0.07391
2010,Rural regions,West,Statutory health insurance,0.87340,4124,4718,0.86391,0.88289
2010,Rural regions,West,Private health insurance,0.12660,594,4718,0.11711,0.13609
2010,Rural regions,East,Statutory health insurance,0.93110,3308,3574,0.92279,0.93940
2010,Rural regions,East,Private health insurance,0.06890,266,3574,0.06060,0.07721
2011,Urban regions,West,Statutory health insurance,0.86164,13443,15997,0.85629,0.86699
2011,Urban regions,West,Private health insurance,0.13836,2554,15997,0.13301,0.14371
2011,Urban regions,East,Statutory health insurance,0.93312,2002,2175,0.92262,0.94362
2011,Urban regions,East,Private health insurance,0.06688,173,2175,0.05638,0.07738
2011,Rural regions,West,Statutory health insurance,0.87478,5267,6004,0.86641,0.88315
2011,Rural regions,West,Private health insurance,0.12522,737,6004,0.11685,0.13359
2011,Rural regions,East,Statutory health insurance,0.93099,3819,4128,0.92325,0.93872
2011,Rural regions,East,Private health insurance,0.06901,309,4128,0.06128,0.07675
2012,Urban regions,West,Statutory health insurance,0.85885,12978,15422,0.85336,0.86435
2012,Urban regions,West,Private health insurance,0.14115,2444,15422,0.13565,0.14664
2012,Urban regions,East,Statutory health insurance,0.92920,1919,2087,0.91819,0.94021
2012,Urban regions,East,Private health insurance,0.07080,168,2087,0.05979,0.08181
2012,Rural regions,West,Statutory health insurance,0.88187,5259,6007,0.87371,0.89004
2012,Rural regions,West,Private health insurance,0.11813,748,6007,0.10996,0.12629
2012,Rural regions,East,Statutory health insurance,0.93160,3774,4074,0.92384,0.93935
2012,Rural regions,East,Private health insurance,0.06840,300,4074,0.06065,0.07616
2013,Urban regions,West,Statutory health insurance,0.85768,15600,18017,0.85258,0.86278
2013,Urban regions,West,Private health insurance,0.14232,2417,18017,0.13722,0.14742
2013,Urban regions,East,Statutory health insurance,0.93687,1961,2121,0.92652,0.94722
2013,Urban regions,East,Private health insurance,0.06313,160,2121,0.05278,0.07348
2013,Rural regions,West,Statutory health insurance,0.87967,5737,6453,0.87174,0.88761
2013,Rural regions,West,Private health insurance,0.12033,716,6453,0.11239,0.12826
2013,Rural regions,East,Statutory health insurance,0.93619,3701,3982,0.92860,0.94378
2013,Rural regions,East,Private health insurance,0.06381,281,3982,0.05622,0.07140
2014,Urban regions,West,Statutory health insurance,0.86007,13527,15686,0.85465,0.86550
2014,Urban regions,West,Private health insurance,0.13993,2159,15686,0.13450,0.14535
2014,Urban regions,East,Statutory health insurance,0.94963,1796,1927,0.93987,0.95940
2014,Urban regions,East,Private health insurance,0.05037,131,1927,0.04060,0.06013
2014,Rural regions,West,Statutory health insurance,0.87600,5086,5756,0.86748,0.88451
2014,Rural regions,West,Private health insurance,0.12400,670,5756,0.11549,0.13252
2014,Rural regions,East,Statutory health insurance,0.93643,3384,3644,0.92851,0.94436
2014,Rural regions,East,Private health insurance,0.06357,260,3644,0.05564,0.07149
2015,Urban regions,West,Statutory health insurance,0.85701,13470,15540,0.85150,0.86251
2015,Urban regions,West,Private health insurance,0.14299,2070,15540,0.13749,0.14850
2015,Urban regions,East,Statutory health insurance,0.94061,1782,1917,0.93003,0.95119
2015,Urban regions,East,Private health insurance,0.05939,135,1917,0.04881,0.06997
2015,Rural regions,West,Statutory health insurance,0.87361,5112,5786,0.86505,0.88217
2015,Rural regions,West,Private health insurance,0.12639,674,5786,0.11783,0.13495
2015,Rural regions,East,Statutory health insurance,0.93630,3235,3479,0.92818,0.94442
2015,Rural regions,East,Private health insurance,0.06370,244,3479,0.05558,0.07182
2016,Urban regions,West,Statutory health insurance,0.86118,12099,13994,0.85545,0.86691
2016,Urban regions,West,Private health insurance,0.13882,1895,13994,0.13309,0.14455
2016,Urban regions,East,Statutory health insurance,0.94147,1639,1764,0.93052,0.95243
2016,Urban regions,East,Private health insurance,0.05853,125,1764,0.04757,0.06948
2016,Rural regions,West,Statutory health insurance,0.87722,4609,5230,0.86832,0.88611
2016,Rural regions,West,Private health insurance,0.12278,621,5230,0.11389,0.13168
2016,Rural regions,East,Statutory health insurance,0.93427,3025,3260,0.92576,0.94278
2016,Rural regions,East,Private health insurance,0.06573,235,3260,0.05722,0.07424
2017,Urban regions,West,Statutory health insurance,0.86128,13056,15194,0.85578,0.86678
2017,Urban regions,West,Private health insurance,0.13872,2138,15194,0.13322,0.14422
2017,Urban regions,East,Statutory health insurance,0.93981,1809,1944,0.92923,0.95038
2017,Urban regions,East,Private health insurance,0.06019,135,1944,0.04962,0.07077
2017,Rural regions,West,Statutory health insurance,0.87555,5029,5712,0.86699,0.88411
2017,Rural regions,West,Private health insurance,0.12445,683,5712,0.11589,0.13301
2017,Rural regions,East,Statutory health insurance,0.93954,3384,3637,0.93179,0.94729
2017,Rural regions,East,Private health insurance,0.06046,253,3637,0.05271,0.06821
2018,Urban regions,West,Statutory health insurance,0.86399,12746,14747,0.85846,0.86952
2018,Urban regions,West,Private health insurance,0.13601,2001,14747,0.13048,0.14154
2018,Urban regions,East,Statutory health insurance,0.93794,1804,1924,0.92715,0.94872
2018,Urban regions,East,Private health insurance,0.06206,120,1924,0.05128,0.07285
2018,Rural regions,West,Statutory health insurance,0.88115,4759,5376,0.87250,0.88980
2018,Rural regions,West,Private health insurance,0.11885,617,5376,0.11020,0.12750
2018,Rural regions,East,Statutory health insurance,0.93430,3320,3559,0.92616,0.94245
2018,Rural regions,East,Private health insurance,0.06570,239,3559,0.05755,0.07384
2019,No answer / don't know,Does not apply,Statutory health insurance,0.88142,64,64,0.80159,0.96126
2019,No answer / don't know,West,Statutory health insurance,0.85340,333,401,0.81873,0.88806
2019,No answer / don't know,West,Private health insurance,0.14660,68,401,0.11194,0.18127
2019,No answer / don't know,East,Statutory health insurance,0.94487,66,66,0.88939,1.00036
2019,Urban regions,West,Statutory health insurance,0.86270,11894,14462,0.85709,0.86831
2019,Urban regions,West,Private health insurance,0.13730,2568,14462,0.13169,0.14291
2019,Urban regions,East,Statutory health insurance,0.94300,1682,1893,0.93255,0.95344
2019,Urban regions,East,Private health insurance,0.05700,211,1893,0.04656,0.06745
2019,Rural regions,West,Statutory health insurance,0.87620,4456,5191,0.86723,0.88516
2019,Rural regions,West,Private health insurance,0.12380,735,5191,0.11484,0.13277
2019,Rural regions,East,Statutory health insurance,0.93194,3184,3568,0.92368,0.94021
2019,Rural regions,East,Private health insurance,0.06806,384,3568,0.05979,0.07632
2020,Urban regions,West,Statutory health insurance,0.86262,14551,16898,0.85743,0.86781
2020,Urban regions,West,Private health insurance,0.13738,2347,16898,0.13219,0.14257
2020,Urban regions,East,Statutory health insurance,0.93621,1917,2105,0.92577,0.94666
2020,Urban regions,East,Private health insurance,0.06379,188,2105,0.05334,0.07423
2020,Rural regions,West,Statutory health insurance,0.87873,5057,5720,0.87027,0.88719
2020,Rural regions,West,Private health insurance,0.12127,663,5720,0.11281,0.12973
2020,Rural regions,East,Statutory health insurance,0.94145,3286,3599,0.93378,0.94912
2020,Rural regions,East,Private health insurance,0.05855,313,3599,0.05088,0.06622
2022,Urban regions,West,Statutory health insurance,0.85216,13175,15490,0.84657,0.85775
2022,Urban regions,West,Private health insurance,0.14784,2315,15490,0.14225,0.15343
2022,Urban regions,East,Statutory health insurance,0.92203,1944,2133,0.91065,0.93342
2022,Urban regions,East,Private health insurance,0.07797,189,2133,0.06658,0.08935
2022,Rural regions,West,Statutory health insurance,0.86126,4257,4947,0.85162,0.87089
2022,Rural regions,West,Private health insurance,0.13874,690,4947,0.12911,0.14838
2022,Rural regions,East,Statutory health insurance,0.92222,3115,3427,0.91325,0.93119
2022,Rural regions,East,Private health insurance,0.07778,312,3427,0.06881,0.08675
