,Unnamed: 0,year,quintil_oecd,sampreg,ple0097,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
42,42,2001,3rd Quintile,West,Private health insurance,0.07057,244,21741,0.06578,0.07654
43,43,2001,3rd Quintile,East,Statutory health insurance,0.97127,1268,21741,0.9396,0.99899
44,44,2001,3rd Quintile,East,Private health insurance,0.02873,36,21741,0.02208,0.03739
45,45,2001,4th Quintile,West,Statutory health insurance,0.87798,3170,21741,0.85713,0.90052
46,46,2001,4th Quintile,West,Private health insurance,0.12202,467,21741,0.11628,0.1278
47,47,2001,4th Quintile,East,Statutory health insurance,0.91565,859,21741,0.88327,0.95293
48,48,2001,4th Quintile,East,Private health insurance,0.08435,84,21741,0.07451,0.09418
49,49,2001,5th Quintile,West,Statutory health insurance,0.69391,2766,21741,0.67735,0.71193
50,50,2001,5th Quintile,West,Private health insurance,0.30609,1161,21741,0.29623,0.31618
51,51,2001,5th Quintile,East,Statutory health insurance,0.77496,458,21741,0.73697,0.83205
52,52,2001,5th Quintile,East,Private health insurance,0.22504,116,21741,0.19971,0.25052
53,53,2002,1st Quintile,West,Statutory health insurance,0.97183,2313,20684,0.94677,0.99673
54,54,2002,1st Quintile,West,Private health insurance,0.02817,59,20684,0.02425,0.03286
55,55,2002,1st Quintile,East,Statutory health insurance,1.0,1059,20684,0.95847,1.03703
56,56,2002,2nd Quintile,West,Statutory health insurance,0.96374,2583,20684,0.93985,0.99113
57,57,2002,2nd Quintile,West,Private health insurance,0.03626,101,20684,0.03163,0.04258
58,58,2002,2nd Quintile,East,Statutory health insurance,1.0,1220,20684,0.96967,1.03765
59,59,2002,3rd Quintile,West,Statutory health insurance,0.9287,2658,20684,0.91033,0.95065
60,60,2002,3rd Quintile,West,Private health insurance,0.0713,223,20684,0.06574,0.07766
61,61,2002,3rd Quintile,East,Statutory health insurance,0.95695,1117,20684,0.92791,0.9927
62,62,2002,3rd Quintile,East,Private health insurance,0.04305,45,20684,0.03522,0.05159
63,63,2002,4th Quintile,West,Statutory health insurance,0.88208,2899,20684,0.86019,0.90373
64,64,2002,4th Quintile,West,Private health insurance,0.11792,432,20684,0.11002,0.12431
65,65,2002,4th Quintile,East,Statutory health insurance,0.93475,939,20684,0.89013,0.97342
66,66,2002,4th Quintile,East,Private health insurance,0.06525,65,20684,0.05148,0.08119
67,67,2002,5th Quintile,West,Statutory health insurance,0.73629,3084,20684,0.71163,0.75381
68,68,2002,5th Quintile,West,Private health insurance,0.25785,1160,20684,0.24585,0.27111
69,69,2002,5th Quintile,West,No insurance,0.00586,35,20684,0.00438,0.00783
70,70,2002,5th Quintile,East,Statutory health insurance,0.84026,568,20684,0.79214,0.9037
71,71,2002,5th Quintile,East,Private health insurance,0.15974,124,20684,0.13701,0.18664
72,72,2003,1st Quintile,West,Statutory health insurance,0.9757,2262,21995,0.94875,1.00418
73,73,2003,1st Quintile,West,Private health insurance,0.0243,58,21995,0.02011,0.02871
74,74,2003,1st Quintile,East,Statutory health insurance,1.0,1043,21995,0.96285,1.03918
75,75,2003,2nd Quintile,West,Statutory health insurance,0.97112,2487,21995,0.95037,0.99675
76,76,2003,2nd Quintile,West,Private health insurance,0.02888,81,21995,0.0251,0.03323
77,77,2003,2nd Quintile,East,Statutory health insurance,1.0,1259,21995,0.97221,1.03
78,78,2003,3rd Quintile,West,Statutory health insurance,0.91993,2630,21995,0.89265,0.94274
79,79,2003,3rd Quintile,West,Private health insurance,0.08007,252,21995,0.07358,0.08656
80,80,2003,3rd Quintile,East,Statutory health insurance,0.968,1173,21995,0.92588,1.00655
81,81,2003,3rd Quintile,East,Private health insurance,0.032,40,21995,0.02574,0.0393
82,82,2003,4th Quintile,West,Statutory health insurance,0.88929,2984,21995,0.86525,0.9123
83,83,2003,4th Quintile,West,Private health insurance,0.11071,448,21995,0.10234,0.11815
84,84,2003,4th Quintile,East,Statutory health insurance,0.93204,895,21995,0.88855,0.97594
85,85,2003,4th Quintile,East,Private health insurance,0.06796,67,21995,0.0532,0.08349
86,86,2003,5th Quintile,West,Statutory health insurance,0.69119,3591,21995,0.67319,0.71424
87,87,2003,5th Quintile,West,Private health insurance,0.30443,1894,21995,0.29307,0.31943
88,88,2003,5th Quintile,West,No insurance,0.00437,31,21995,0.00317,0.00543
89,89,2003,5th Quintile,East,Statutory health insurance,0.75214,573,21995,0.69091,0.80806
90,90,2003,5th Quintile,East,Private health insurance,0.24786,227,21995,0.21363,0.28985
91,91,2004,1st Quintile,West,Statutory health insurance,0.9716,2150,21380,0.94208,1.0015
92,92,2004,1st Quintile,West,Private health insurance,0.0284,71,21380,0.02384,0.03286
93,93,2004,1st Quintile,East,Statutory health insurance,1.0,1032,21380,0.96388,1.04188
94,94,2004,2nd Quintile,West,Statutory health insurance,0.96744,2454,21380,0.94081,0.99432
95,95,2004,2nd Quintile,West,Private health insurance,0.03256,94,21380,0.02742,0.03771
96,96,2004,2nd Quintile,East,Statutory health insurance,1.0,1211,21380,0.96733,1.04077
97,97,2004,3rd Quintile,West,Statutory health insurance,0.9396,2585,21380,0.91691,0.95945
98,98,2004,3rd Quintile,West,Private health insurance,0.0604,186,21380,0.05414,0.06763
99,99,2004,3rd Quintile,East,Statutory health insurance,0.96807,1085,21380,0.9232,1.00797
100,100,2004,3rd Quintile,East,Private health insurance,0.03193,42,21380,0.02365,0.04234
101,101,2004,4th Quintile,West,Statutory health insurance,0.89324,2886,21380,0.86691,0.91627
102,102,2004,4th Quintile,West,Private health insurance,0.10676,430,21380,0.09873,0.11564
103,103,2004,4th Quintile,East,Statutory health insurance,0.93281,919,21380,0.87869,0.97713
104,104,2004,4th Quintile,East,Private health insurance,0.06719,80,21380,0.04954,0.08368
105,105,2004,5th Quintile,West,Statutory health insurance,0.68847,3488,21380,0.6691,0.70977
106,106,2004,5th Quintile,West,Private health insurance,0.31153,1888,21380,0.29617,0.32314
107,107,2004,5th Quintile,East,Statutory health insurance,0.74265,571,21380,0.68478,0.80813
108,108,2004,5th Quintile,East,Private health insurance,0.25735,208,21380,0.2231,0.29325
109,109,2005,1st Quintile,West,Statutory health insurance,0.97624,2021,20404,0.94379,1.00811
110,110,2005,1st Quintile,West,Private health insurance,0.02376,59,20404,0.01894,0.02916
111,111,2005,1st Quintile,East,Statutory health insurance,1.0,1018,20404,0.95221,1.04348
112,112,2005,2nd Quintile,West,Statutory health insurance,0.97207,2360,20404,0.94348,0.99574
113,113,2005,2nd Quintile,West,Private health insurance,0.02793,80,20404,0.02385,0.0321
114,114,2005,2nd Quintile,East,Statutory health insurance,1.0,1183,20404,0.96186,1.03944
115,115,2005,3rd Quintile,West,Statutory health insurance,0.93931,2456,20404,0.91516,0.96497
116,116,2005,3rd Quintile,West,Private health insurance,0.06069,170,20404,0.05383,0.06896
117,117,2005,3rd Quintile,East,Statutory health insurance,0.96901,1019,20404,0.92924,1.01236
118,118,2005,3rd Quintile,East,Private health insurance,0.03099,37,20404,0.02361,0.04078
119,119,2005,4th Quintile,West,Statutory health insurance,0.88308,2774,20404,0.8598,0.90463
120,120,2005,4th Quintile,West,Private health insurance,0.11692,433,20404,0.1074,0.12654
121,121,2005,4th Quintile,East,Statutory health insurance,0.92264,879,20404,0.87189,0.97872
122,122,2005,4th Quintile,East,Private health insurance,0.07736,69,20404,0.05829,0.09844
123,123,2005,5th Quintile,West,Statutory health insurance,0.68885,3309,20404,0.6678,0.70959
124,124,2005,5th Quintile,West,Private health insurance,0.31115,1814,20404,0.29655,0.32697
125,125,2005,5th Quintile,East,Statutory health insurance,0.74987,523,20404,0.68283,0.82231
126,126,2005,5th Quintile,East,Private health insurance,0.25013,200,20404,0.21601,0.29971
127,127,2006,1st Quintile,West,Statutory health insurance,0.97273,1908,19117,0.94031,1.00205
128,128,2006,1st Quintile,West,Private health insurance,0.02727,69,19117,0.02252,0.03277
129,129,2006,1st Quintile,East,Statutory health insurance,1.0,931,19117,0.95886,1.03945
130,130,2006,2nd Quintile,West,Statutory health insurance,0.96697,2096,19117,0.93707,0.99711
131,131,2006,2nd Quintile,West,Private health insurance,0.03303,79,19117,0.02833,0.03772
132,132,2006,2nd Quintile,East,Statutory health insurance,1.0,1066,19117,0.95378,1.05119
133,133,2006,3rd Quintile,West,Statutory health insurance,0.94315,2349,19117,0.91321,0.97482
134,134,2006,3rd Quintile,West,Private health insurance,0.05685,181,19117,0.05034,0.06456
135,135,2006,3rd Quintile,East,Statutory health insurance,1.0,1047,19117,0.94914,1.04358
136,136,2006,4th Quintile,West,Statutory health insurance,0.88111,2625,19117,0.85624,0.90761
137,137,2006,4th Quintile,West,Private health insurance,0.11889,429,19117,0.11055,0.13034
138,138,2006,4th Quintile,East,Statutory health insurance,0.89799,779,19117,0.84755,0.95319
139,139,2006,4th Quintile,East,Private health insurance,0.10201,75,19117,0.07483,0.12634
140,140,2006,5th Quintile,West,Statutory health insurance,0.68455,3080,19117,0.66009,0.70739
141,141,2006,5th Quintile,West,Private health insurance,0.31545,1684,19117,0.29954,0.33349
142,142,2006,5th Quintile,East,Statutory health insurance,0.7686,523,19117,0.70387,0.84209
143,143,2006,5th Quintile,East,Private health insurance,0.2314,196,19117,0.19749,0.26444
144,144,2007,1st Quintile,West,Statutory health insurance,0.97422,2061,20244,0.94585,1.00314
145,145,2007,1st Quintile,West,Private health insurance,0.02578,67,20244,0.02064,0.03038
146,146,2007,1st Quintile,East,Statutory health insurance,1.0,991,20244,0.96089,1.05255
147,147,2007,2nd Quintile,West,Statutory health insurance,0.96182,2316,20244,0.93127,0.98774
148,148,2007,2nd Quintile,West,Private health insurance,0.03818,98,20244,0.03402,0.04309
149,149,2007,2nd Quintile,East,Statutory health insurance,1.0,1085,20244,0.95439,1.0494
150,150,2007,3rd Quintile,West,Statutory health insurance,0.93948,2458,20244,0.91134,0.96789
151,151,2007,3rd Quintile,West,Private health insurance,0.06052,188,20244,0.05477,0.06744
152,152,2007,3rd Quintile,East,Statutory health insurance,0.95949,1105,20244,0.91869,1.00283
153,153,2007,3rd Quintile,East,Private health insurance,0.04051,49,20244,0.03046,0.05265
154,154,2007,4th Quintile,West,Statutory health insurance,0.87319,2800,20244,0.8467,0.89516
155,155,2007,4th Quintile,West,Private health insurance,0.12681,505,20244,0.1167,0.13657
156,156,2007,4th Quintile,East,Statutory health insurance,0.91135,874,20244,0.8601,0.95279
157,157,2007,4th Quintile,East,Private health insurance,0.08865,93,20244,0.06961,0.10754
158,158,2007,5th Quintile,West,Statutory health insurance,0.67939,3130,20244,0.65562,0.7
159,159,2007,5th Quintile,West,Private health insurance,0.32061,1704,20244,0.30521,0.33789
160,160,2007,5th Quintile,East,Statutory health insurance,0.77569,540,20244,0.70345,0.84666
161,161,2007,5th Quintile,East,Private health insurance,0.22431,180,20244,0.18131,0.26758
162,162,2008,1st Quintile,West,Statutory health insurance,0.97062,1982,19227,0.93809,1.00177
163,163,2008,1st Quintile,West,Private health insurance,0.02938,65,19227,0.02236,0.03761
164,164,2008,1st Quintile,East,Statutory health insurance,1.0,952,19227,0.95123,1.05981
165,165,2008,2nd Quintile,West,Statutory health insurance,0.96319,2121,19227,0.93297,0.98971
166,166,2008,2nd Quintile,West,Private health insurance,0.03681,102,19227,0.03059,0.0424
167,167,2008,2nd Quintile,East,Statutory health insurance,1.0,1098,19227,0.95014,1.052
168,168,2008,3rd Quintile,West,Statutory health insurance,0.93203,2399,19227,0.90193,0.96036
169,169,2008,3rd Quintile,West,Private health insurance,0.06797,200,19227,0.06027,0.07624
170,170,2008,3rd Quintile,East,Statutory health insurance,0.96326,1108,19227,0.92176,1.01257
171,171,2008,3rd Quintile,East,Private health insurance,0.03674,53,19227,0.02787,0.04749
172,172,2008,4th Quintile,West,Statutory health insurance,0.87548,2629,19227,0.84629,0.90132
173,173,2008,4th Quintile,West,Private health insurance,0.12452,481,19227,0.11599,0.13461
174,174,2008,4th Quintile,East,Statutory health insurance,0.91232,739,19227,0.86079,0.97969
175,175,2008,4th Quintile,East,Private health insurance,0.08768,77,19227,0.06516,0.10958
176,176,2008,5th Quintile,West,Statutory health insurance,0.68916,2964,19227,0.66659,0.71329
177,177,2008,5th Quintile,West,Private health insurance,0.31084,1569,19227,0.29496,0.33003
178,178,2008,5th Quintile,East,Statutory health insurance,0.77272,518,19227,0.70042,0.8546
179,179,2008,5th Quintile,East,Private health insurance,0.22728,170,19227,0.18318,0.27114
180,180,2009,1st Quintile,West,Statutory health insurance,0.97568,1885,17949,0.94165,1.01157
181,181,2009,1st Quintile,West,Private health insurance,0.02432,58,17949,0.01864,0.03174
182,182,2009,1st Quintile,East,Statutory health insurance,1.0,913,17949,0.94762,1.05931
183,183,2009,2nd Quintile,West,Statutory health insurance,0.96722,1997,17949,0.93551,1.00397
184,184,2009,2nd Quintile,West,Private health insurance,0.03278,72,17949,0.02717,0.0406
185,185,2009,2nd Quintile,East,Statutory health insurance,1.0,1068,17949,0.95203,1.05849
186,186,2009,3rd Quintile,West,Statutory health insurance,0.93053,2167,17949,0.89224,0.95927
187,187,2009,3rd Quintile,West,Private health insurance,0.06947,186,17949,0.06031,0.07867
188,188,2009,3rd Quintile,East,Statutory health insurance,0.94955,1028,17949,0.89444,1.01306
189,189,2009,3rd Quintile,East,Private health insurance,0.05045,50,17949,0.03393,0.07041
190,190,2009,4th Quintile,West,Statutory health insurance,0.85605,2456,17949,0.82568,0.88879
191,191,2009,4th Quintile,West,Private health insurance,0.14395,503,17949,0.13145,0.15347
192,192,2009,4th Quintile,East,Statutory health insurance,0.91449,697,17949,0.8443,0.98519
193,193,2009,4th Quintile,East,Private health insurance,0.08551,71,17949,0.05947,0.11188
194,194,2009,5th Quintile,West,Statutory health insurance,0.68208,2671,17949,0.65377,0.70904
195,195,2009,5th Quintile,West,Private health insurance,0.31792,1455,17949,0.29888,0.33769
196,196,2009,5th Quintile,East,Statutory health insurance,0.77325,498,17949,0.70613,0.85331
197,197,2009,5th Quintile,East,Private health insurance,0.22675,174,17949,0.18322,0.26876
198,198,2010,1st Quintile,West,Statutory health insurance,0.97264,1756,16574,0.92636,1.01749
199,199,2010,1st Quintile,West,Private health insurance,0.02736,57,16574,0.02092,0.03549
200,200,2010,1st Quintile,East,Statutory health insurance,1.0,808,16574,0.92088,1.07057
201,201,2010,2nd Quintile,West,Statutory health insurance,0.96085,1861,16574,0.92357,1.00384
202,202,2010,2nd Quintile,West,Private health insurance,0.03915,97,16574,0.03286,0.04556
203,203,2010,2nd Quintile,East,Statutory health insurance,1.0,1011,16574,0.94491,1.06036
204,204,2010,3rd Quintile,West,Statutory health insurance,0.94527,2083,16574,0.90838,0.98394
205,205,2010,3rd Quintile,West,Private health insurance,0.05473,163,16574,0.04709,0.06211
206,206,2010,3rd Quintile,East,Statutory health insurance,0.96631,888,16574,0.90047,1.03838
207,207,2010,3rd Quintile,East,Private health insurance,0.03369,41,16574,0.02692,0.04347
208,208,2010,4th Quintile,West,Statutory health insurance,0.84785,2238,16574,0.81791,0.87881
209,209,2010,4th Quintile,West,Private health insurance,0.15215,451,16574,0.13703,0.16471
210,210,2010,4th Quintile,East,Statutory health insurance,0.88919,661,16574,0.81228,0.9746
211,211,2010,4th Quintile,East,Private health insurance,0.11081,81,16574,0.07931,0.14748
212,212,2010,5th Quintile,West,Statutory health insurance,0.67618,2408,16574,0.65089,0.70445
213,213,2010,5th Quintile,West,Private health insurance,0.32382,1384,16574,0.30219,0.34471
214,214,2010,5th Quintile,East,Statutory health insurance,0.77117,435,16574,0.70373,0.8558
215,215,2010,5th Quintile,East,Private health insurance,0.22883,151,16574,0.18694,0.27676
216,216,2011,1st Quintile,West,Statutory health insurance,0.97819,3090,21798,0.93055,1.03189
217,217,2011,1st Quintile,West,Private health insurance,0.02181,70,21798,0.01607,0.02758
218,218,2011,1st Quintile,East,Statutory health insurance,1.0,1328,21798,0.93375,1.06354
219,219,2011,2nd Quintile,West,Statutory health insurance,0.96544,2998,21798,0.92214,1.00542
220,220,2011,2nd Quintile,West,Private health insurance,0.03456,120,21798,0.02739,0.04172
221,221,2011,2nd Quintile,East,Statutory health insurance,1.0,1280,21798,0.94002,1.06727
222,222,2011,3rd Quintile,West,Statutory health insurance,0.93564,2787,21798,0.89588,0.98
223,223,2011,3rd Quintile,West,Private health insurance,0.06436,238,21798,0.05382,0.07391
224,224,2011,3rd Quintile,East,Statutory health insurance,0.94839,995,21798,0.87499,1.0104
225,225,2011,3rd Quintile,East,Private health insurance,0.05161,73,21798,0.04073,0.06873
226,226,2011,4th Quintile,West,Statutory health insurance,0.83234,2651,21798,0.79167,0.86454
227,227,2011,4th Quintile,West,Private health insurance,0.16766,596,21798,0.15334,0.18672
228,228,2011,4th Quintile,East,Statutory health insurance,0.86695,676,21798,0.79951,0.93962
229,229,2011,4th Quintile,East,Private health insurance,0.13305,104,21798,0.0976,0.17219
230,230,2011,5th Quintile,West,Statutory health insurance,0.67544,2667,21798,0.64936,0.70299
231,231,2011,5th Quintile,West,Private health insurance,0.32456,1554,21798,0.30246,0.34692
232,232,2011,5th Quintile,East,Statutory health insurance,0.77394,402,21798,0.68954,0.87209
233,233,2011,5th Quintile,East,Private health insurance,0.22606,169,21798,0.18705,0.27637
234,234,2012,1st Quintile,West,Statutory health insurance,0.967,3749,25088,0.93658,1.00407
235,235,2012,1st Quintile,West,Private health insurance,0.033,89,25088,0.02654,0.04055
236,236,2012,1st Quintile,East,Statutory health insurance,1.0,1515,25088,0.94205,1.06243
237,237,2012,2nd Quintile,West,Statutory health insurance,0.95881,3481,25088,0.92685,0.99572
238,238,2012,2nd Quintile,West,Private health insurance,0.04119,153,25088,0.03539,0.04799
239,239,2012,2nd Quintile,East,Statutory health insurance,1.0,1268,25088,0.94764,1.04994
240,240,2012,3rd Quintile,West,Statutory health insurance,0.93453,3305,25088,0.90296,0.96913
241,241,2012,3rd Quintile,West,Private health insurance,0.06547,315,25088,0.05528,0.07589
242,242,2012,3rd Quintile,East,Statutory health insurance,0.96474,1148,25088,0.90601,1.0238
243,243,2012,3rd Quintile,East,Private health insurance,0.03526,52,25088,0.02883,0.04389
244,244,2012,4th Quintile,West,Statutory health insurance,0.84634,3113,25088,0.81178,0.88179
245,245,2012,4th Quintile,West,Private health insurance,0.15366,685,25088,0.14346,0.16686
246,246,2012,4th Quintile,East,Statutory health insurance,0.89371,851,25088,0.83997,0.95197
247,247,2012,4th Quintile,East,Private health insurance,0.10629,119,25088,0.08359,0.14071
248,248,2012,5th Quintile,West,Statutory health insurance,0.67103,2860,25088,0.64733,0.70148
249,249,2012,5th Quintile,West,Private health insurance,0.32897,1662,25088,0.31138,0.34706
250,250,2012,5th Quintile,East,Statutory health insurance,0.75114,522,25088,0.6892,0.83261
251,251,2012,5th Quintile,East,Private health insurance,0.24886,201,25088,0.20761,0.29039
252,252,2013,1st Quintile,West,Statutory health insurance,0.96797,3571,25620,0.9304,1.00899
253,253,2013,1st Quintile,West,Private health insurance,0.03203,88,25620,0.02652,0.03926
254,254,2013,1st Quintile,East,Statutory health insurance,1.0,1502,25620,0.94629,1.07001
255,255,2013,2nd Quintile,West,Statutory health insurance,0.95758,3522,25620,0.92616,0.99094
256,256,2013,2nd Quintile,West,Private health insurance,0.04242,146,25620,0.03351,0.05257
257,257,2013,2nd Quintile,East,Statutory health insurance,0.97235,1477,25620,0.92066,1.01609
258,258,2013,2nd Quintile,East,Private health insurance,0.02765,44,25620,0.01828,0.03996
259,259,2013,3rd Quintile,West,Statutory health insurance,0.9309,3440,25620,0.90313,0.96344
260,260,2013,3rd Quintile,West,Private health insurance,0.0691,326,25620,0.05983,0.07832
261,261,2013,3rd Quintile,East,Statutory health insurance,0.95498,1100,25620,0.88978,1.01862
262,262,2013,3rd Quintile,East,Private health insurance,0.04502,60,25620,0.03429,0.05828
263,263,2013,4th Quintile,West,Statutory health insurance,0.83311,3294,25620,0.80344,0.8627
264,264,2013,4th Quintile,West,Private health insurance,0.16689,711,25620,0.15572,0.17787
265,265,2013,4th Quintile,East,Statutory health insurance,0.90442,778,25620,0.8493,0.97238
266,266,2013,4th Quintile,East,Private health insurance,0.09558,97,25620,0.07667,0.11979
267,267,2013,5th Quintile,West,Statutory health insurance,0.66591,3127,25620,0.64193,0.6889
268,268,2013,5th Quintile,West,Private health insurance,0.33409,1690,25620,0.31495,0.35219
269,269,2013,5th Quintile,East,Statutory health insurance,0.74162,449,25620,0.67357,0.82842
270,270,2013,5th Quintile,East,Private health insurance,0.25838,198,25620,0.22554,0.30964
271,271,2014,1st Quintile,West,Statutory health insurance,0.97087,4285,26983,0.93682,1.00963
272,272,2014,1st Quintile,West,Private health insurance,0.02913,87,26983,0.02338,0.03509
273,273,2014,1st Quintile,East,Statutory health insurance,1.0,1391,26983,0.93763,1.06084
274,274,2014,2nd Quintile,West,Statutory health insurance,0.96284,3948,26983,0.9239,0.99972
275,275,2014,2nd Quintile,West,Private health insurance,0.03716,144,26983,0.03013,0.04392
276,276,2014,2nd Quintile,East,Statutory health insurance,0.96773,1372,26983,0.92001,1.01566
277,277,2014,2nd Quintile,East,Private health insurance,0.03227,44,26983,0.02381,0.04348
278,278,2014,3rd Quintile,West,Statutory health insurance,0.92346,3672,26983,0.88773,0.96326
279,279,2014,3rd Quintile,West,Private health insurance,0.07654,312,26983,0.06728,0.08651
280,280,2014,3rd Quintile,East,Statutory health insurance,0.96429,1131,26983,0.91343,1.03006
281,281,2014,3rd Quintile,East,Private health insurance,0.03571,52,26983,0.02708,0.0453
282,282,2014,4th Quintile,West,Statutory health insurance,0.84105,3584,26983,0.81603,0.86992
283,283,2014,4th Quintile,West,Private health insurance,0.15895,663,26983,0.14542,0.16995
284,284,2014,4th Quintile,East,Statutory health insurance,0.91862,808,26983,0.84633,1.00528
285,285,2014,4th Quintile,East,Private health insurance,0.08138,92,26983,0.061,0.1037
286,286,2014,5th Quintile,West,Statutory health insurance,0.67875,3117,26983,0.65193,0.70665
287,287,2014,5th Quintile,West,Private health insurance,0.32125,1623,26983,0.30385,0.34014
288,288,2014,5th Quintile,East,Statutory health insurance,0.7893,478,26983,0.70082,0.88829
289,289,2014,5th Quintile,East,Private health insurance,0.2107,180,26983,0.17936,0.24189
290,290,2015,1st Quintile,West,Statutory health insurance,0.95863,3665,25057,0.92009,0.99704
291,291,2015,1st Quintile,West,Private health insurance,0.04137,95,25057,0.03165,0.05173
292,292,2015,1st Quintile,East,Statutory health insurance,1.0,1258,25057,0.93161,1.06729
293,293,2015,2nd Quintile,West,Statutory health insurance,0.96098,3652,25057,0.93134,0.98965
294,294,2015,2nd Quintile,West,Private health insurance,0.03902,138,25057,0.03142,0.04633
295,295,2015,2nd Quintile,East,Statutory health insurance,0.97307,1457,25057,0.91492,1.02432
296,296,2015,2nd Quintile,East,Private health insurance,0.02693,40,25057,0.01802,0.04061
297,297,2015,3rd Quintile,West,Statutory health insurance,0.93127,3539,25057,0.8971,0.96292
298,298,2015,3rd Quintile,West,Private health insurance,0.06873,298,25057,0.06054,0.07737
299,299,2015,3rd Quintile,East,Statutory health insurance,0.95014,991,25057,0.87948,1.02139
300,300,2015,3rd Quintile,East,Private health insurance,0.04986,54,25057,0.03247,0.07111
301,301,2015,4th Quintile,West,Statutory health insurance,0.8408,3279,25057,0.80941,0.86859
302,302,2015,4th Quintile,West,Private health insurance,0.1592,647,25057,0.14609,0.1725
303,303,2015,4th Quintile,East,Statutory health insurance,0.91487,756,25057,0.84005,0.98416
304,304,2015,4th Quintile,East,Private health insurance,0.08513,88,25057,0.06415,0.1067
305,305,2015,5th Quintile,West,Statutory health insurance,0.67065,2994,25057,0.64579,0.69511
306,306,2015,5th Quintile,West,Private health insurance,0.32935,1523,25057,0.30923,0.34699
307,307,2015,5th Quintile,East,Statutory health insurance,0.76011,415,25057,0.67491,0.83874
308,308,2015,5th Quintile,East,Private health insurance,0.23989,168,25057,0.21157,0.27403
