"ple0097","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Weder-noch","2006","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2007","17-34","Staedtischer Raum","2659","0.901043387685565","0.890391862561531","0.911694912809598"
"Gesetzliche KV","2007","17-34","Laendlicher Raum","1483","0.938487908969268","0.926733381943744","0.950242435994792"
"Gesetzliche KV","2007","35-65","Staedtischer Raum","6007","0.853025225532409","0.844983845348326","0.861066605716491"
"Gesetzliche KV","2007","35-65","Laendlicher Raum","3368","0.876422940273235","0.866122033252645","0.886723847293825"
"Gesetzliche KV","2007","66 +","Staedtischer Raum","2465","0.912066176483947","0.901572796737726","0.922559556230167"
"Gesetzliche KV","2007","66 +","Laendlicher Raum","1380","0.92067173654981","0.906986302895911","0.934357170203709"
"Private KV","2007","17-34","Staedtischer Raum","360","0.0989566123144354","0.0883050871904021","0.109608137438469"
"Private KV","2007","17-34","Laendlicher Raum","122","0.061512091030732","0.0497575640052084","0.0732666180562556"
"Private KV","2007","35-65","Staedtischer Raum","1441","0.146974774467591","0.138933394283509","0.155016154651674"
"Private KV","2007","35-65","Laendlicher Raum","553","0.123577059726765","0.113276152706175","0.133877966747355"
"Private KV","2007","66 +","Staedtischer Raum","333","0.0879338235160536","0.0774404437698326","0.0984272032622746"
"Private KV","2007","66 +","Laendlicher Raum","118","0.0793282634501899","0.0656428297962909","0.0930136971040888"
"Weder-noch","2007","17-34","Staedtischer Raum","","","",""
"Weder-noch","2007","17-34","Laendlicher Raum","","","",""
"Weder-noch","2007","35-65","Staedtischer Raum","","","",""
"Weder-noch","2007","35-65","Laendlicher Raum","","","",""
"Weder-noch","2007","66 +","Staedtischer Raum","","","",""
"Weder-noch","2007","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2008","17-34","Staedtischer Raum","2550","0.91876644317429","0.908754108189076","0.928778778159505"
"Gesetzliche KV","2008","17-34","Laendlicher Raum","1366","0.938568420722883","0.92630601937092","0.950830822074846"
"Gesetzliche KV","2008","35-65","Staedtischer Raum","5617","0.851255387526418","0.842890814668538","0.859619960384298"
"Gesetzliche KV","2008","35-65","Laendlicher Raum","3177","0.880272757622645","0.86981084602255","0.89073466922274"
"Gesetzliche KV","2008","66 +","Staedtischer Raum","2426","0.905259014065905","0.894400003165052","0.916118024966758"
"Gesetzliche KV","2008","66 +","Laendlicher Raum","1376","0.919014562084697","0.905180890658204","0.93284823351119"
"Private KV","2008","17-34","Staedtischer Raum","310","0.0812335568257095","0.071221221840495","0.0912458918109241"
"Private KV","2008","17-34","Laendlicher Raum","107","0.061431579277117","0.0491691779251538","0.0736939806290803"
"Private KV","2008","35-65","Staedtischer Raum","1335","0.148744612473582","0.140380039615702","0.157109185331462"
"Private KV","2008","35-65","Laendlicher Raum","522","0.119727242377355","0.10926533077726","0.13018915397745"
"Private KV","2008","66 +","Staedtischer Raum","368","0.0947409859340953","0.0838819750332425","0.105599996834948"
"Private KV","2008","66 +","Laendlicher Raum","118","0.0809854379153033","0.0671517664888103","0.0948191093417963"
"Weder-noch","2008","17-34","Staedtischer Raum","","","",""
"Weder-noch","2008","17-34","Laendlicher Raum","","","",""
"Weder-noch","2008","35-65","Staedtischer Raum","","","",""
"Weder-noch","2008","35-65","Laendlicher Raum","","","",""
"Weder-noch","2008","66 +","Staedtischer Raum","","","",""
"Weder-noch","2008","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2009","17-34","Staedtischer Raum","2320","0.914358765543351","0.903600438880584","0.925117092206117"
"Gesetzliche KV","2009","17-34","Laendlicher Raum","1253","0.92881222390845","0.915166154372858","0.942458293444042"
"Gesetzliche KV","2009","35-65","Staedtischer Raum","5123","0.846285453820034","0.837408767078915","0.855162140561152"
"Gesetzliche KV","2009","35-65","Laendlicher Raum","3034","0.873523203080201","0.86255678209622","0.884489624064182"
"Gesetzliche KV","2009","66 +","Staedtischer Raum","2316","0.904435585866758","0.893340145605399","0.915531026128117"
"Gesetzliche KV","2009","66 +","Laendlicher Raum","1339","0.913282651633558","0.898867037415294","0.927698265851823"
"Private KV","2009","17-34","Staedtischer Raum","279","0.0856412344566493","0.0748829077938827","0.0963995611194159"
"Private KV","2009","17-34","Laendlicher Raum","111","0.0711877760915498","0.0575417065559579","0.0848338456271418"
"Private KV","2009","35-65","Staedtischer Raum","1219","0.153714546179966","0.144837859438848","0.162591232921085"
"Private KV","2009","35-65","Laendlicher Raum","495","0.1264767969198","0.115510375935819","0.13744321790378"
"Private KV","2009","66 +","Staedtischer Raum","381","0.0955644141332419","0.0844689738718828","0.106659854394601"
"Private KV","2009","66 +","Laendlicher Raum","125","0.0867173483664415","0.0723017341481769","0.101132962584706"
"Weder-noch","2009","17-34","Staedtischer Raum","","","",""
"Weder-noch","2009","17-34","Laendlicher Raum","","","",""
"Weder-noch","2009","35-65","Staedtischer Raum","","","",""
"Weder-noch","2009","35-65","Laendlicher Raum","","","",""
"Weder-noch","2009","66 +","Staedtischer Raum","","","",""
"Weder-noch","2009","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2010","17-34","Staedtischer Raum","3891","0.910218434176735","0.901640078154077","0.918796790199393"
"Gesetzliche KV","2010","17-34","Laendlicher Raum","2122","0.930040517821785","0.919542657410883","0.940538378232686"
"Gesetzliche KV","2010","35-65","Staedtischer Raum","7105","0.844700510360984","0.837080603913359","0.852320416808608"
"Gesetzliche KV","2010","35-65","Laendlicher Raum","4099","0.866631066329641","0.856906398882286","0.876355733776995"
"Gesetzliche KV","2010","66 +","Staedtischer Raum","2222","0.90195645100545","0.890561000019002","0.913351901991898"
"Gesetzliche KV","2010","66 +","Laendlicher Raum","1274","0.916647355352833","0.902204206767383","0.931090503938283"
"Private KV","2010","17-34","Staedtischer Raum","375","0.0897815658232649","0.081203209800607","0.0983599218459228"
"Private KV","2010","17-34","Laendlicher Raum","146","0.0699594821782155","0.0594616217673144","0.0804573425891166"
"Private KV","2010","35-65","Staedtischer Raum","1574","0.155299489639016","0.147679583191392","0.162919396086641"
"Private KV","2010","35-65","Laendlicher Raum","596","0.133368933670359","0.123644266223005","0.143093601117714"
"Private KV","2010","66 +","Staedtischer Raum","394","0.0980435489945498","0.0866480980081016","0.109438999980998"
"Private KV","2010","66 +","Laendlicher Raum","133","0.0833526446471669","0.0689094960617166","0.0977957932326172"
"Weder-noch","2010","17-34","Staedtischer Raum","","","",""
"Weder-noch","2010","17-34","Laendlicher Raum","","","",""
"Weder-noch","2010","35-65","Staedtischer Raum","","","",""
"Weder-noch","2010","35-65","Laendlicher Raum","","","",""
"Weder-noch","2010","66 +","Staedtischer Raum","","","",""
"Weder-noch","2010","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2011","17-34","Staedtischer Raum","3979","0.909485450156288","0.900980630866805","0.917990269445772"
"Gesetzliche KV","2011","17-34","Laendlicher Raum","2252","0.932806840632698","0.922780239834832","0.942833441430563"
"Gesetzliche KV","2011","35-65","Staedtischer Raum","8607","0.843680834159877","0.836701967953631","0.850659700366123"
"Gesetzliche KV","2011","35-65","Laendlicher Raum","5263","0.871329660682037","0.862855210349252","0.879804111014822"
"Gesetzliche KV","2011","66 +","Staedtischer Raum","2791","0.880430457092235","0.869388827634601","0.891472086549869"
"Gesetzliche KV","2011","66 +","Laendlicher Raum","1639","0.910903167216604","0.897818570033231","0.923987764399977"
"Private KV","2011","17-34","Staedtischer Raum","393","0.0905145498437115","0.0820097305542283","0.0990193691331946"
"Private KV","2011","17-34","Laendlicher Raum","143","0.0671931593673023","0.0571665585694369","0.0772197601651677"
"Private KV","2011","35-65","Staedtischer Raum","1795","0.156319165840123","0.149340299633877","0.163298032046369"
"Private KV","2011","35-65","Laendlicher Raum","734","0.128670339317963","0.120195888985178","0.137144789650748"
"Private KV","2011","66 +","Staedtischer Raum","526","0.119569542907765","0.108527913450131","0.130611172365399"
"Private KV","2011","66 +","Laendlicher Raum","182","0.089096832783396","0.0760122356000231","0.102181429966769"
"Weder-noch","2011","17-34","Staedtischer Raum","","","",""
"Weder-noch","2011","17-34","Laendlicher Raum","","","",""
"Weder-noch","2011","35-65","Staedtischer Raum","","","",""
"Weder-noch","2011","35-65","Laendlicher Raum","","","",""
"Weder-noch","2011","66 +","Staedtischer Raum","","","",""
"Weder-noch","2011","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2012","17-34","Staedtischer Raum","3745","0.907445035765468","0.898557894494309","0.916332177036626"
"Gesetzliche KV","2012","17-34","Laendlicher Raum","2090","0.936583432736246","0.926456971980303","0.946709893492189"
"Gesetzliche KV","2012","35-65","Staedtischer Raum","8360","0.845613283014336","0.838551305622508","0.852675260406163"
"Gesetzliche KV","2012","35-65","Laendlicher Raum","5302","0.879264310403503","0.871035838025322","0.887492782781683"
"Gesetzliche KV","2012","66 +","Staedtischer Raum","2746","0.867280969242591","0.855721278473491","0.878840660011692"
"Gesetzliche KV","2012","66 +","Laendlicher Raum","1687","0.9064436428929","0.893321807658238","0.919565478127562"
"Private KV","2012","17-34","Staedtischer Raum","340","0.0925549642345324","0.0836678229633742","0.101442105505691"
"Private KV","2012","17-34","Laendlicher Raum","135","0.0634165672637536","0.0532901065078106","0.0735430280196967"
"Private KV","2012","35-65","Staedtischer Raum","1696","0.154386716985664","0.147324739593837","0.161448694377492"
"Private KV","2012","35-65","Laendlicher Raum","721","0.120735689596497","0.112507217218317","0.128964161974678"
"Private KV","2012","66 +","Staedtischer Raum","563","0.132719030757409","0.121159339988308","0.144278721526509"
"Private KV","2012","66 +","Laendlicher Raum","205","0.0935563571071005","0.0804345218724386","0.106678192341762"
"Weder-noch","2012","17-34","Staedtischer Raum","","","",""
"Weder-noch","2012","17-34","Laendlicher Raum","","","",""
"Weder-noch","2012","35-65","Staedtischer Raum","","","",""
"Weder-noch","2012","35-65","Laendlicher Raum","","","",""
"Weder-noch","2012","66 +","Staedtischer Raum","","","",""
"Weder-noch","2012","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2013","17-34","Staedtischer Raum","5025","0.908591490721639","0.900898573295","0.916284408148277"
"Gesetzliche KV","2013","17-34","Laendlicher Raum","2307","0.938705660767354","0.92915668732461","0.948254634210097"
"Gesetzliche KV","2013","35-65","Staedtischer Raum","9790","0.847808858863676","0.841226830339339","0.854390887388013"
"Gesetzliche KV","2013","35-65","Laendlicher Raum","5590","0.884523715466845","0.876613636258621","0.89243379467507"
"Gesetzliche KV","2013","66 +","Staedtischer Raum","2694","0.860077825807022","0.84814014902014","0.872015502593903"
"Gesetzliche KV","2013","66 +","Laendlicher Raum","1593","0.895693347948847","0.881580769303977","0.909805926593716"
"Private KV","2013","17-34","Staedtischer Raum","366","0.0914085092783611","0.0837155918517225","0.0991014267049996"
"Private KV","2013","17-34","Laendlicher Raum","117","0.0612943392326461","0.0517453657899027","0.0708433126753895"
"Private KV","2013","35-65","Staedtischer Raum","1651","0.152191141136324","0.145609112611987","0.158773169660661"
"Private KV","2013","35-65","Laendlicher Raum","681","0.115476284533155","0.10756620532493","0.123386363741379"
"Private KV","2013","66 +","Staedtischer Raum","550","0.139922174192979","0.127984497406097","0.15185985097986"
"Private KV","2013","66 +","Laendlicher Raum","209","0.104306652051153","0.0901940734062838","0.118419230696023"
"Weder-noch","2013","17-34","Staedtischer Raum","","","",""
"Weder-noch","2013","17-34","Laendlicher Raum","","","",""
"Weder-noch","2013","35-65","Staedtischer Raum","","","",""
"Weder-noch","2013","35-65","Laendlicher Raum","","","",""
"Weder-noch","2013","66 +","Staedtischer Raum","","","",""
"Weder-noch","2013","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2014","17-34","Staedtischer Raum","4119","0.921911223360886","0.913994964486294","0.929827482235478"
"Gesetzliche KV","2014","17-34","Laendlicher Raum","1982","0.935516083047645","0.925003723415894","0.946028442679397"
"Gesetzliche KV","2014","35-65","Staedtischer Raum","8550","0.8528050009642","0.84585736997443","0.859752631953971"
"Gesetzliche KV","2014","35-65","Laendlicher Raum","4948","0.88027442396963","0.871745033114691","0.888803814824569"
"Gesetzliche KV","2014","66 +","Staedtischer Raum","2610","0.852291965957441","0.839909318662034","0.864674613252847"
"Gesetzliche KV","2014","66 +","Laendlicher Raum","1584","0.89615280350671","0.882036360019333","0.910269246994087"
"Private KV","2014","17-34","Staedtischer Raum","294","0.0780887766391144","0.0701725177645224","0.0860050355137063"
"Private KV","2014","17-34","Laendlicher Raum","115","0.0644839169523548","0.0539715573206033","0.0749962765841064"
"Private KV","2014","35-65","Staedtischer Raum","1440","0.1471949990358","0.140247368046029","0.15414263002557"
"Private KV","2014","35-65","Laendlicher Raum","617","0.11972557603037","0.111196185175431","0.128254966885309"
"Private KV","2014","66 +","Staedtischer Raum","544","0.147708034042559","0.135325386747153","0.160090681337966"
"Private KV","2014","66 +","Laendlicher Raum","210","0.10384719649329","0.0897307530059126","0.117963639980667"
"Weder-noch","2014","17-34","Staedtischer Raum","","","",""
"Weder-noch","2014","17-34","Laendlicher Raum","","","",""
"Weder-noch","2014","35-65","Staedtischer Raum","","","",""
"Weder-noch","2014","35-65","Laendlicher Raum","","","",""
"Weder-noch","2014","66 +","Staedtischer Raum","","","",""
"Weder-noch","2014","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2015","17-34","Staedtischer Raum","4239","0.916608941274904","0.908571220116513","0.924646662433296"
"Gesetzliche KV","2015","17-34","Laendlicher Raum","1972","0.926006461318926","0.914768096111796","0.937244826526056"
"Gesetzliche KV","2015","35-65","Staedtischer Raum","8432","0.853614949842254","0.846603407277385","0.860626492407122"
"Gesetzliche KV","2015","35-65","Laendlicher Raum","4837","0.886283233175131","0.877840040345699","0.894726426004563"
"Gesetzliche KV","2015","66 +","Staedtischer Raum","2537","0.842966210288359","0.830146164525054","0.855786256051665"
"Gesetzliche KV","2015","66 +","Laendlicher Raum","1582","0.88396977645598","0.869191149147533","0.898748403764428"
"Private KV","2015","17-34","Staedtischer Raum","306","0.0833910587250956","0.0753533375667044","0.0914287798834868"
"Private KV","2015","17-34","Laendlicher Raum","112","0.0739935386810742","0.0627551734739439","0.0852319038882044"
"Private KV","2015","35-65","Staedtischer Raum","1332","0.146385050157746","0.139373507592878","0.153396592722615"
