year,migback,sex,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,No migration background,female,Statutory health insurance,0.91056,8656,9495,0.90482,0.91630
2001,No migration background,female,Private health insurance,0.08779,839,9495,0.08210,0.09349
2001,Direct migration background,male,Statutory health insurance,0.92260,1343,1420,0.90869,0.93650
2001,Direct migration background,male,Private health insurance,0.06752,77,1420,0.05447,0.08058
2001,Direct migration background,female,Statutory health insurance,0.94920,1427,1480,0.93801,0.96039
2001,Direct migration background,female,Private health insurance,0.04709,53,1480,0.03630,0.05789
2001,Indirect migration background,male,Statutory health insurance,0.90771,339,339,0.87685,0.93857
2001,Indirect migration background,female,Statutory health insurance,0.94000,377,377,0.91599,0.96400
2002,No migration background,male,Statutory health insurance,0.83702,7477,9395,0.82955,0.84449
2002,No migration background,male,Private health insurance,0.15512,1836,9395,0.14780,0.16244
2002,No migration background,male,No insurance,0.00785,82,9395,0.00607,0.00964
2002,No migration background,female,Statutory health insurance,0.91254,8811,10030,0.90701,0.91807
2002,No migration background,female,Private health insurance,0.08579,1219,10030,0.08031,0.09127
2002,Direct migration background,male,Statutory health insurance,0.93430,1255,1357,0.92112,0.94749
2002,Direct migration background,male,Private health insurance,0.06137,102,1357,0.04859,0.07414
2002,Direct migration background,female,Statutory health insurance,0.95602,1360,1432,0.94539,0.96664
2002,Direct migration background,female,Private health insurance,0.04166,72,1432,0.03131,0.05202
2002,Indirect migration background,male,Statutory health insurance,0.92323,326,360,0.89570,0.95077
2002,Indirect migration background,male,Private health insurance,0.06723,34,360,0.04133,0.09314
2002,Indirect migration background,female,Statutory health insurance,0.94601,381,381,0.92329,0.96874
2003,No migration background,male,Statutory health insurance,0.83597,7214,9030,0.82833,0.84360
2003,No migration background,male,Private health insurance,0.15452,1729,9030,0.14707,0.16198
2003,No migration background,male,No insurance,0.00951,87,9030,0.00751,0.01151
2003,No migration background,female,Statutory health insurance,0.91070,8509,9691,0.90502,0.91638
2003,No migration background,female,Private health insurance,0.08717,1182,9691,0.08155,0.09278
2003,Direct migration background,male,Statutory health insurance,0.93983,1174,1258,0.92669,0.95298
2003,Direct migration background,male,Private health insurance,0.05484,84,1258,0.04225,0.06742
2003,Direct migration background,female,Statutory health insurance,0.95782,1289,1349,0.94709,0.96855
2003,Direct migration background,female,Private health insurance,0.03848,60,1349,0.02821,0.04875
2003,Indirect migration background,male,Statutory health insurance,0.91582,324,360,0.88709,0.94454
2003,Indirect migration background,male,Private health insurance,0.06561,36,360,0.04000,0.09122
2003,Indirect migration background,female,Statutory health insurance,0.94834,388,388,0.92629,0.97039
2004,No migration background,male,Statutory health insurance,0.84384,6981,8672,0.83620,0.85148
2004,No migration background,male,Private health insurance,0.15616,1691,8672,0.14852,0.16380
2004,No migration background,female,Statutory health insurance,0.91457,8294,9445,0.90893,0.92021
2004,No migration background,female,Private health insurance,0.08543,1151,9445,0.07979,0.09107
2004,Direct migration background,male,Statutory health insurance,0.94239,1124,1211,0.92927,0.95552
2004,Direct migration background,male,Private health insurance,0.05761,87,1211,0.04448,0.07073
2004,Direct migration background,female,Statutory health insurance,0.96418,1256,1314,0.95413,0.97423
2004,Direct migration background,female,Private health insurance,0.03582,58,1314,0.02577,0.04587
2004,Indirect migration background,male,Statutory health insurance,0.93856,342,377,0.91429,0.96283
2004,Indirect migration background,male,Private health insurance,0.06144,35,377,0.03717,0.08571
2004,Indirect migration background,female,Statutory health insurance,0.95582,387,387,0.93533,0.97632
2005,No migration background,male,Statutory health insurance,0.84466,6657,8249,0.83684,0.85248
2005,No migration background,male,Private health insurance,0.15534,1592,8249,0.14752,0.16316
2005,No migration background,female,Statutory health insurance,0.91131,7931,9046,0.90545,0.91717
2005,No migration background,female,Private health insurance,0.08869,1115,9046,0.08283,0.09455
2005,Direct migration background,male,Statutory health insurance,0.93531,1016,1103,0.92078,0.94983
2005,Direct migration background,male,Private health insurance,0.06469,87,1103,0.05017,0.07922
2005,Direct migration background,female,Statutory health insurance,0.96881,1187,1240,0.95914,0.97849
2005,Direct migration background,female,Private health insurance,0.03119,53,1240,0.02151,0.04086
2005,Indirect migration background,male,Statutory health insurance,0.94534,355,394,0.92287,0.96782
2005,Indirect migration background,male,Private health insurance,0.05466,39,394,0.03218,0.07713
2005,Indirect migration background,female,Statutory health insurance,0.96042,398,398,0.94124,0.97960
2006,No migration background,male,Statutory health insurance,0.83560,7140,8887,0.82789,0.84331
2006,No migration background,male,Private health insurance,0.16440,1747,8887,0.15669,0.17211
2006,No migration background,female,Statutory health insurance,0.90958,8553,9736,0.90388,0.91527
2006,No migration background,female,Private health insurance,0.09042,1183,9736,0.08473,0.09612
2006,Direct migration background,male,Statutory health insurance,0.92869,1006,1097,0.91345,0.94392
2006,Direct migration background,male,Private health insurance,0.07131,91,1097,0.05608,0.08655
2006,Direct migration background,female,Statutory health insurance,0.96715,1209,1267,0.95733,0.97697
2006,Direct migration background,female,Private health insurance,0.03285,58,1267,0.02303,0.04267
2006,Indirect migration background,male,Statutory health insurance,0.92665,339,384,0.90054,0.95276
2006,Indirect migration background,male,Private health insurance,0.07335,45,384,0.04724,0.09946
2006,Indirect migration background,female,Statutory health insurance,0.95736,397,397,0.93746,0.97726
2007,No migration background,male,Statutory health insurance,0.83553,6692,8306,0.82755,0.84350
2007,No migration background,male,Private health insurance,0.16447,1614,8306,0.15650,0.17245
2007,No migration background,female,Statutory health insurance,0.90677,7985,9114,0.90080,0.91274
2007,No migration background,female,Private health insurance,0.09323,1129,9114,0.08726,0.09920
2007,Direct migration background,male,Statutory health insurance,0.92759,894,969,0.91126,0.94392
2007,Direct migration background,male,Private health insurance,0.07241,75,969,0.05608,0.08874
2007,Direct migration background,female,Statutory health insurance,0.97544,1087,1132,0.96642,0.98446
2007,Direct migration background,female,Private health insurance,0.02456,45,1132,0.01554,0.03358
2007,Indirect migration background,male,Statutory health insurance,0.92031,320,359,0.89226,0.94836
2007,Indirect migration background,male,Private health insurance,0.07969,39,359,0.05164,0.10774
2007,Indirect migration background,female,Statutory health insurance,0.95952,384,384,0.93979,0.97926
2008,No migration background,male,Statutory health insurance,0.83463,6391,7936,0.82646,0.84281
2008,No migration background,male,Private health insurance,0.16537,1545,7936,0.15719,0.17354
2008,No migration background,female,Statutory health insurance,0.91147,7618,8668,0.90549,0.91745
2008,No migration background,female,Private health insurance,0.08853,1050,8668,0.08255,0.09451
2008,Direct migration background,male,Statutory health insurance,0.93345,816,881,0.91698,0.94992
2008,Direct migration background,male,Private health insurance,0.06655,65,881,0.05008,0.08302
2008,Direct migration background,female,Statutory health insurance,0.97242,983,1023,0.96238,0.98246
2008,Direct migration background,female,Private health insurance,0.02758,40,1023,0.01754,0.03762
2008,Indirect migration background,male,Statutory health insurance,0.92514,328,366,0.89814,0.95214
2008,Indirect migration background,male,Private health insurance,0.07486,38,366,0.04786,0.10186
2008,Indirect migration background,female,Statutory health insurance,0.95807,376,376,0.93779,0.97836
2009,No migration background,male,Statutory health insurance,0.82992,6005,7486,0.82140,0.83843
2009,No migration background,male,Private health insurance,0.17008,1481,7486,0.16157,0.17860
2009,No migration background,female,Statutory health insurance,0.90619,7157,8145,0.89986,0.91252
2009,No migration background,female,Private health insurance,0.09381,988,8145,0.08748,0.10014
2009,Direct migration background,male,Statutory health insurance,0.93053,704,758,0.91241,0.94864
2009,Direct migration background,male,Private health insurance,0.06947,54,758,0.05136,0.08759
2009,Direct migration background,female,Statutory health insurance,0.96886,863,899,0.95750,0.98022
2009,Direct migration background,female,Private health insurance,0.03114,36,899,0.01978,0.04250
2009,Indirect migration background,male,Statutory health insurance,0.94298,309,309,0.91709,0.96888
2009,Indirect migration background,female,Statutory health insurance,0.95386,347,347,0.93175,0.97597
2010,No migration background,male,Statutory health insurance,0.82824,7299,9073,0.82047,0.83600
2010,No migration background,male,Private health insurance,0.17176,1774,9073,0.16400,0.17953
2010,No migration background,female,Statutory health insurance,0.90353,9609,10793,0.89796,0.90910
2010,No migration background,female,Private health insurance,0.09647,1184,10793,0.09090,0.10204
2010,Direct migration background,male,Statutory health insurance,0.92582,1229,1325,0.91171,0.93994
2010,Direct migration background,male,Private health insurance,0.07418,96,1325,0.06006,0.08829
2010,Direct migration background,female,Statutory health insurance,0.96035,1577,1653,0.95094,0.96976
2010,Direct migration background,female,Private health insurance,0.03965,76,1653,0.03024,0.04906
2010,Indirect migration background,male,Statutory health insurance,0.93485,438,493,0.91305,0.95666
2010,Indirect migration background,male,Private health insurance,0.06515,55,493,0.04334,0.08695
2010,Indirect migration background,female,Statutory health insurance,0.94690,561,594,0.92886,0.96495
2010,Indirect migration background,female,Private health insurance,0.05310,33,594,0.03505,0.07114
2011,No migration background,male,Statutory health insurance,0.82294,8718,10796,0.81574,0.83014
2011,No migration background,male,Private health insurance,0.17706,2078,10796,0.16986,0.18426
2011,No migration background,female,Statutory health insurance,0.90364,11532,12941,0.89856,0.90873
2011,No migration background,female,Private health insurance,0.09636,1409,12941,0.09127,0.10144
2011,Direct migration background,male,Statutory health insurance,0.92136,1354,1458,0.90754,0.93519
2011,Direct migration background,male,Private health insurance,0.07864,104,1458,0.06481,0.09246
2011,Direct migration background,female,Statutory health insurance,0.95449,1797,1878,0.94507,0.96392
2011,Direct migration background,female,Private health insurance,0.04551,81,1878,0.03608,0.05493
2011,Indirect migration background,male,Statutory health insurance,0.92474,498,556,0.90279,0.94669
2011,Indirect migration background,male,Private health insurance,0.07526,58,556,0.05331,0.09721
2011,Indirect migration background,female,Statutory health insurance,0.94163,632,675,0.92393,0.95933
2011,Indirect migration background,female,Private health insurance,0.05837,43,675,0.04067,0.07607
2012,No migration background,male,Statutory health insurance,0.82455,8571,10576,0.81730,0.83180
2012,No migration background,male,Private health insurance,0.17545,2005,10576,0.16820,0.18270
2012,No migration background,female,Statutory health insurance,0.89803,11233,12627,0.89275,0.90331
2012,No migration background,female,Private health insurance,0.10197,1394,12627,0.09669,0.10725
2012,Direct migration background,male,Statutory health insurance,0.92699,1303,1402,0.91337,0.94062
2012,Direct migration background,male,Private health insurance,0.07301,99,1402,0.05938,0.08663
2012,Direct migration background,female,Statutory health insurance,0.96393,1726,1788,0.95529,0.97258
2012,Direct migration background,female,Private health insurance,0.03607,62,1788,0.02742,0.04471
2012,Indirect migration background,male,Statutory health insurance,0.90860,488,548,0.88444,0.93275
2012,Indirect migration background,male,Private health insurance,0.09140,60,548,0.06725,0.11556
2012,Indirect migration background,female,Statutory health insurance,0.94054,609,649,0.92233,0.95875
2012,Indirect migration background,female,Private health insurance,0.05946,40,649,0.04125,0.07767
2013,No migration background,male,Statutory health insurance,0.82075,8131,10035,0.81325,0.82826
2013,No migration background,male,Private health insurance,0.17925,1904,10035,0.17174,0.18675
2013,No migration background,female,Statutory health insurance,0.89547,10647,11958,0.88999,0.90096
2013,No migration background,female,Private health insurance,0.10453,1311,11958,0.09904,0.11001
2013,Direct migration background,male,Statutory health insurance,0.94070,2792,2926,0.93214,0.94926
2013,Direct migration background,male,Private health insurance,0.05930,134,2926,0.05074,0.06786
2013,Direct migration background,female,Statutory health insurance,0.96975,3519,3615,0.96416,0.97533
2013,Direct migration background,female,Private health insurance,0.03025,96,3615,0.02467,0.03584
2013,Indirect migration background,male,Statutory health insurance,0.92176,904,986,0.90499,0.93853
2013,Indirect migration background,male,Private health insurance,0.07824,82,986,0.06147,0.09501
2013,Indirect migration background,female,Statutory health insurance,0.95051,1006,1053,0.93740,0.96361
2013,Indirect migration background,female,Private health insurance,0.04949,47,1053,0.03639,0.06260
2014,No migration background,male,Statutory health insurance,0.82506,7503,9216,0.81731,0.83282
2014,No migration background,male,Private health insurance,0.17494,1713,9216,0.16718,0.18269
2014,No migration background,female,Statutory health insurance,0.89412,9611,10827,0.88833,0.89992
2014,No migration background,female,Private health insurance,0.10588,1216,10827,0.10008,0.11167
2014,Direct migration background,male,Statutory health insurance,0.94158,2274,2383,0.93216,0.95100
2014,Direct migration background,male,Private health insurance,0.05842,109,2383,0.04900,0.06784
2014,Direct migration background,female,Statutory health insurance,0.96518,2808,2891,0.95850,0.97186
2014,Direct migration background,female,Private health insurance,0.03482,83,2891,0.02814,0.04150
2014,Indirect migration background,male,Statutory health insurance,0.93346,742,802,0.91620,0.95072
2014,Indirect migration background,male,Private health insurance,0.06654,60,802,0.04928,0.08380
2014,Indirect migration background,female,Statutory health insurance,0.95140,855,894,0.93729,0.96550
2014,Indirect migration background,female,Private health insurance,0.04860,39,894,0.03450,0.06271
2015,No migration background,male,Statutory health insurance,0.81972,7135,8781,0.81168,0.82776
2015,No migration background,male,Private health insurance,0.18028,1646,8781,0.17224,0.18832
2015,No migration background,female,Statutory health insurance,0.88983,9127,10308,0.88379,0.89587
2015,No migration background,female,Private health insurance,0.11017,1181,10308,0.10413,0.11621
2015,Direct migration background,male,Statutory health insurance,0.94349,2637,2757,0.93487,0.95211
2015,Direct migration background,male,Private health insurance,0.05651,120,2757,0.04789,0.06513
2015,Direct migration background,female,Statutory health insurance,0.97227,3205,3283,0.96665,0.97788
2015,Direct migration background,female,Private health insurance,0.02773,78,3283,0.02212,0.03335
2015,Indirect migration background,male,Statutory health insurance,0.92820,685,736,0.90954,0.94686
2015,Indirect migration background,male,Private health insurance,0.07180,51,736,0.05314,0.09046
2015,Indirect migration background,female,Statutory health insurance,0.94135,810,857,0.92561,0.95709
2015,Indirect migration background,female,Private health insurance,0.05865,47,857,0.04291,0.07439
2016,No migration background,male,Statutory health insurance,0.82591,6639,8154,0.81768,0.83414
2016,No migration background,male,Private health insurance,0.17409,1515,8154,0.16586,0.18232
2016,No migration background,female,Statutory health insurance,0.89084,8477,9585,0.88459,0.89708
2016,No migration background,female,Private health insurance,0.10916,1108,9585,0.10292,0.11541
2016,Direct migration background,male,Statutory health insurance,0.94233,2172,2267,0.93273,0.95193
2016,Direct migration background,male,Private health insurance,0.05767,95,2267,0.04807,0.06727
2016,Direct migration background,female,Statutory health insurance,0.97989,2700,2766,0.97466,0.98513
2016,Direct migration background,female,Private health insurance,0.02011,66,2766,0.01487,0.02534
2016,Indirect migration background,male,Statutory health insurance,0.91412,633,686,0.89314,0.93510
2016,Indirect migration background,male,Private health insurance,0.08588,53,686,0.06490,0.10686
2016,Indirect migration background,female,Statutory health insurance,0.92991,751,790,0.91210,0.94773
2016,Indirect migration background,female,Private health insurance,0.07009,39,790,0.05227,0.08790
2017,No migration background,male,Statutory health insurance,0.82758,7646,9336,0.81991,0.83524
2017,No migration background,male,Private health insurance,0.17242,1690,9336,0.16476,0.18009
2017,No migration background,female,Statutory health insurance,0.88997,9489,10728,0.88405,0.89590
2017,No migration background,female,Private health insurance,0.11003,1239,10728,0.10410,0.11595
2017,Direct migration background,male,Statutory health insurance,0.94225,2034,2129,0.93234,0.95216
2017,Direct migration background,male,Private health insurance,0.05775,95,2129,0.04784,0.06766
2017,Direct migration background,female,Statutory health insurance,0.98049,2610,2674,0.97524,0.98573
2017,Direct migration background,female,Private health insurance,0.01951,64,2674,0.01427,0.02476
2017,Indirect migration background,male,Statutory health insurance,0.89436,692,762,0.87252,0.91620
2017,Indirect migration background,male,Private health insurance,0.10564,70,762,0.08380,0.12748
2017,Indirect migration background,female,Statutory health insurance,0.93488,807,858,0.91835,0.95140
2017,Indirect migration background,female,Private health insurance,0.06512,51,858,0.04860,0.08165
2018,No migration background,male,Statutory health insurance,0.83069,7420,8988,0.82294,0.83844
2018,No migration background,male,Private health insurance,0.16931,1568,8988,0.16156,0.17706
2018,No migration background,female,Statutory health insurance,0.88968,9237,10394,0.88366,0.89571
2018,No migration background,female,Private health insurance,0.11032,1157,10394,0.10429,0.11634
2018,Direct migration background,male,Statutory health insurance,0.94057,1967,2050,0.93034,0.95081
2018,Direct migration background,male,Private health insurance,0.05943,83,2050,0.04919,0.06966
2018,Direct migration background,female,Statutory health insurance,0.97537,2494,2561,0.96936,0.98137
2018,Direct migration background,female,Private health insurance,0.02463,67,2561,0.01863,0.03064
2018,Indirect migration background,male,Statutory health insurance,0.92090,692,747,0.90153,0.94027
2018,Indirect migration background,male,Private health insurance,0.07910,55,747,0.05973,0.09847
2018,Indirect migration background,female,Statutory health insurance,0.94318,819,866,0.92775,0.95861
2018,Indirect migration background,female,Private health insurance,0.05682,47,866,0.04139,0.07225
2019,No migration background,male,Statutory health insurance,0.82917,7423,9700,0.82168,0.83666
2019,No migration background,male,Private health insurance,0.17083,2277,9700,0.16334,0.17832
2019,No migration background,female,Statutory health insurance,0.88936,9033,10371,0.88332,0.89540
2019,No migration background,female,Private health insurance,0.11064,1338,10371,0.10460,0.11668
2019,Direct migration background,male,Statutory health insurance,0.93076,1674,1801,0.91903,0.94249
2019,Direct migration background,male,Private health insurance,0.06924,127,1801,0.05751,0.08097
2019,Direct migration background,female,Statutory health insurance,0.97001,2125,2221,0.96291,0.97710
2019,Direct migration background,female,Private health insurance,0.02999,96,2221,0.02290,0.03709
2019,Indirect migration background,male,Statutory health insurance,0.90173,656,742,0.88029,0.92316
2019,Indirect migration background,male,Private health insurance,0.09827,86,742,0.07684,0.11971
2019,Indirect migration background,female,Statutory health insurance,0.95336,762,823,0.93894,0.96778
2019,Indirect migration background,female,Private health insurance,0.04664,61,823,0.03222,0.06106
2020,No migration background,male,Statutory health insurance,0.83084,6823,8759,0.82299,0.83869
2020,No migration background,male,Private health insurance,0.16916,1936,8759,0.16131,0.17701
2020,No migration background,female,Statutory health insurance,0.88952,8471,9704,0.88329,0.89576
2020,No migration background,female,Private health insurance,0.11048,1233,9704,0.10424,0.11671
2020,Direct migration background,male,Statutory health insurance,0.94344,4303,4426,0.93663,0.95024
2020,Direct migration background,male,Private health insurance,0.05656,123,4426,0.04976,0.06337
2020,Direct migration background,female,Statutory health insurance,0.97601,3807,3901,0.97121,0.98081
2020,Direct migration background,female,Private health insurance,0.02399,94,3901,0.01919,0.02879
2020,Indirect migration background,male,Statutory health insurance,0.91685,651,723,0.89671,0.93699
2020,Indirect migration background,male,Private health insurance,0.08315,72,723,0.06301,0.10329
2020,Indirect migration background,female,Statutory health insurance,0.94983,749,802,0.93471,0.96494
2020,Indirect migration background,female,Private health insurance,0.05017,53,802,0.03506,0.06529
2022,No migration background,male,Statutory health insurance,0.81428,6927,8733,0.80612,0.82243
2022,No migration background,male,Private health insurance,0.18572,1806,8733,0.17757,0.19388
2022,No migration background,female,Statutory health insurance,0.87680,8265,9485,0.87018,0.88341
2022,No migration background,female,Private health insurance,0.12320,1220,9485,0.11659,0.12982
2022,Direct migration background,male,Statutory health insurance,0.92374,2886,3069,0.91435,0.93313
2022,Direct migration background,male,Private health insurance,0.07626,183,3069,0.06687,0.08565
2022,Direct migration background,female,Statutory health insurance,0.95978,3096,3241,0.95302,0.96655
2022,Direct migration background,female,Private health insurance,0.04022,145,3241,0.03345,0.04698
2022,Indirect migration background,male,Statutory health insurance,0.88204,586,666,0.85752,0.90656
2022,Indirect migration background,male,Private health insurance,0.11796,80,666,0.09344,0.14248
2022,Indirect migration background,female,Statutory health insurance,0.91142,706,777,0.89143,0.93141
2022,Indirect migration background,female,Private health insurance,0.08858,71,777,0.06859,0.10857
