year,migback,sampreg,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,No migration background,East,Private health insurance,0.05255,350,4841,0.04627,0.05884
2005,Direct migration background,West,Statutory health insurance,0.95192,2106,2245,0.94307,0.96077
2005,Direct migration background,West,Private health insurance,0.04808,139,2245,0.03923,0.05693
2005,Direct migration background,East,Statutory health insurance,0.97679,97,97,0.94667,1.00691
2005,Indirect migration background,West,Statutory health insurance,0.95165,719,779,0.93658,0.96672
2005,Indirect migration background,West,Private health insurance,0.04835,60,779,0.03328,0.06342
2005,Indirect migration background,East,Statutory health insurance,0.98813,34,34,0.95119,1.02508
2006,No migration background,West,Statutory health insurance,0.85408,10976,13540,0.84814,0.86003
2006,No migration background,West,Private health insurance,0.14592,2564,13540,0.13997,0.15186
2006,No migration background,East,Statutory health insurance,0.94328,4717,5083,0.93692,0.94964
2006,No migration background,East,Private health insurance,0.05672,366,5083,0.05036,0.06308
2006,Direct migration background,West,Statutory health insurance,0.94791,2108,2255,0.93874,0.95709
2006,Direct migration background,West,Private health insurance,0.05209,147,2255,0.04291,0.06126
2006,Direct migration background,East,Statutory health insurance,0.97404,107,107,0.94378,1.00431
2006,Indirect migration background,West,Statutory health insurance,0.94106,699,766,0.92437,0.95775
2006,Indirect migration background,West,Private health insurance,0.05894,67,766,0.04225,0.07563
2006,Indirect migration background,East,Statutory health insurance,0.96351,37,37,0.90226,1.02476
2007,No migration background,West,Statutory health insurance,0.85297,10207,12590,0.84678,0.85916
2007,No migration background,West,Private health insurance,0.14703,2383,12590,0.14084,0.15322
2007,No migration background,East,Statutory health insurance,0.93968,4470,4830,0.93296,0.94639
2007,No migration background,East,Private health insurance,0.06032,360,4830,0.05361,0.06704
2007,Direct migration background,West,Statutory health insurance,0.95131,1891,2010,0.94190,0.96072
2007,Direct migration background,West,Private health insurance,0.04869,119,2010,0.03928,0.05810
2007,Direct migration background,East,Statutory health insurance,0.99367,90,90,0.97720,1.01015
2007,Indirect migration background,West,Statutory health insurance,0.93890,668,729,0.92150,0.95630
2007,Indirect migration background,West,Private health insurance,0.06110,61,729,0.04370,0.07850
2007,Indirect migration background,East,Statutory health insurance,0.97273,36,36,0.91877,1.02669
2008,No migration background,West,Statutory health insurance,0.85519,9710,11966,0.84889,0.86150
2008,No migration background,West,Private health insurance,0.14481,2256,11966,0.13850,0.15111
2008,No migration background,East,Statutory health insurance,0.94168,4299,4638,0.93494,0.94843
2008,No migration background,East,Private health insurance,0.05832,339,4638,0.05157,0.06506
2008,Direct migration background,West,Statutory health insurance,0.95266,1721,1825,0.94291,0.96240
2008,Direct migration background,West,Private health insurance,0.04734,104,1825,0.03760,0.05709
2008,Direct migration background,East,Statutory health insurance,0.99047,78,78,0.96878,1.01217
2008,Indirect migration background,West,Statutory health insurance,0.94044,666,723,0.92318,0.95771
2008,Indirect migration background,West,Private health insurance,0.05956,57,723,0.04229,0.07682
2008,Indirect migration background,East,Statutory health insurance,0.96320,38,38,0.90254,1.02387
2009,No migration background,West,Statutory health insurance,0.85015,9066,11206,0.84354,0.85676
2009,No migration background,West,Private health insurance,0.14985,2140,11206,0.14324,0.15646
2009,No migration background,East,Statutory health insurance,0.93535,4096,4425,0.92810,0.94260
2009,No migration background,East,Private health insurance,0.06465,329,4425,0.05740,0.07190
2009,Direct migration background,West,Statutory health insurance,0.94967,1493,1582,0.93890,0.96045
2009,Direct migration background,West,Private health insurance,0.05033,89,1582,0.03955,0.06110
2009,Direct migration background,East,Statutory health insurance,0.98988,74,74,0.96692,1.01284
2009,Indirect migration background,West,Statutory health insurance,0.95142,622,667,0.93510,0.96775
2009,Indirect migration background,West,Private health insurance,0.04858,45,667,0.03225,0.06490
2009,Indirect migration background,East,Statutory health insurance,0.86594,34,34,0.74970,0.98219
2010,No migration background,West,Statutory health insurance,0.84863,12047,14604,0.84281,0.85444
2010,No migration background,West,Private health insurance,0.15137,2557,14604,0.14556,0.15719
2010,No migration background,East,Statutory health insurance,0.93216,4861,5262,0.92536,0.93895
2010,No migration background,East,Private health insurance,0.06784,401,5262,0.06105,0.07464
2010,Direct migration background,West,Statutory health insurance,0.94333,2677,2843,0.93483,0.95183
2010,Direct migration background,West,Private health insurance,0.05667,166,2843,0.04817,0.06517
2010,Direct migration background,East,Statutory health insurance,0.97811,129,129,0.95276,1.00346
2010,Indirect migration background,West,Statutory health insurance,0.94092,936,1016,0.92641,0.95542
2010,Indirect migration background,West,Private health insurance,0.05908,80,1016,0.04458,0.07359
2010,Indirect migration background,East,Statutory health insurance,0.93621,63,63,0.87537,0.99704
2011,No migration background,West,Statutory health insurance,0.84619,14652,17677,0.84088,0.85151
2011,No migration background,West,Private health insurance,0.15381,3025,17677,0.14849,0.15912
2011,No migration background,East,Statutory health insurance,0.93150,5598,6060,0.92514,0.93786
2011,No migration background,East,Private health insurance,0.06850,462,6060,0.06214,0.07486
2011,Direct migration background,West,Statutory health insurance,0.93829,2994,3170,0.92991,0.94667
2011,Direct migration background,West,Private health insurance,0.06171,176,3170,0.05333,0.07009
2011,Direct migration background,East,Statutory health insurance,0.97172,157,157,0.94570,0.99773
2011,Indirect migration background,West,Statutory health insurance,0.93591,1064,1154,0.92177,0.95005
2011,Indirect migration background,West,Private health insurance,0.06409,90,1154,0.04995,0.07823
2011,Indirect migration background,East,Statutory health insurance,0.85476,66,66,0.76911,0.94042
2012,No migration background,West,Statutory health insurance,0.84385,14336,17286,0.83844,0.84926
2012,No migration background,West,Private health insurance,0.15615,2950,17286,0.15074,0.16156
2012,No migration background,East,Statutory health insurance,0.93111,5468,5917,0.92465,0.93756
2012,No migration background,East,Private health insurance,0.06889,449,5917,0.06244,0.07535
2012,Direct migration background,West,Statutory health insurance,0.94639,2863,3015,0.93835,0.95443
2012,Direct migration background,West,Private health insurance,0.05361,152,3015,0.04557,0.06165
2012,Direct migration background,East,Statutory health insurance,0.95498,166,166,0.92335,0.98662
2012,Indirect migration background,West,Statutory health insurance,0.92801,1038,1128,0.91292,0.94310
2012,Indirect migration background,West,Private health insurance,0.07199,90,1128,0.05690,0.08708
2012,Indirect migration background,East,Statutory health insurance,0.83959,59,59,0.74515,0.93404
2013,No migration background,West,Statutory health insurance,0.83880,13642,16440,0.83318,0.84442
2013,No migration background,West,Private health insurance,0.16120,2798,16440,0.15558,0.16682
2013,No migration background,East,Statutory health insurance,0.93548,5136,5553,0.92901,0.94194
2013,No migration background,East,Private health insurance,0.06452,417,5553,0.05806,0.07099
2013,Direct migration background,West,Statutory health insurance,0.95531,5868,6084,0.95012,0.96051
2013,Direct migration background,West,Private health insurance,0.04469,216,6084,0.03949,0.04988
2013,Direct migration background,East,Statutory health insurance,0.96524,443,443,0.94816,0.98232
2013,Indirect migration background,West,Statutory health insurance,0.93597,1827,1946,0.92510,0.94685
2013,Indirect migration background,West,Private health insurance,0.06403,119,1946,0.05315,0.07490
2013,Indirect migration background,East,Statutory health insurance,0.91918,83,83,0.86019,0.97818
2014,No migration background,West,Statutory health insurance,0.83945,12371,14929,0.83356,0.84534
2014,No migration background,West,Private health insurance,0.16055,2558,14929,0.15466,0.16644
2014,No migration background,East,Statutory health insurance,0.94021,4743,5114,0.93371,0.94671
2014,No migration background,East,Private health insurance,0.05979,371,5114,0.05329,0.06629
2014,Direct migration background,West,Statutory health insurance,0.95290,4726,4907,0.94698,0.95883
2014,Direct migration background,West,Private health insurance,0.04710,181,4907,0.04117,0.05302
2014,Direct migration background,East,Statutory health insurance,0.96952,356,356,0.95164,0.98740
2014,Indirect migration background,West,Statutory health insurance,0.94275,1516,1606,0.93138,0.95411
2014,Indirect migration background,West,Private health insurance,0.05725,90,1606,0.04589,0.06862
2014,Indirect migration background,East,Statutory health insurance,0.91355,81,81,0.85197,0.97513
2015,No migration background,West,Statutory health insurance,0.83440,11765,14231,0.82829,0.84050
2015,No migration background,West,Private health insurance,0.16560,2466,14231,0.15950,0.17171
2015,No migration background,East,Statutory health insurance,0.93651,4497,4858,0.92965,0.94337
2015,No migration background,East,Private health insurance,0.06349,361,4858,0.05663,0.07035
2015,Direct migration background,West,Statutory health insurance,0.95757,5409,5596,0.95229,0.96285
2015,Direct migration background,West,Private health insurance,0.04243,187,5596,0.03715,0.04771
2015,Direct migration background,East,Statutory health insurance,0.96925,433,433,0.95297,0.98553
2015,Indirect migration background,West,Statutory health insurance,0.93483,1408,1499,0.92233,0.94733
2015,Indirect migration background,West,Private health insurance,0.06517,91,1499,0.05267,0.07767
2015,Indirect migration background,East,Statutory health insurance,0.92440,87,87,0.86853,0.98027
2016,No migration background,West,Statutory health insurance,0.83919,10913,13190,0.83292,0.84546
2016,No migration background,West,Private health insurance,0.16081,2277,13190,0.15454,0.16708
2016,No migration background,East,Statutory health insurance,0.93524,4203,4549,0.92809,0.94239
2016,No migration background,East,Private health insurance,0.06476,346,4549,0.05761,0.07191
2016,Direct migration background,West,Statutory health insurance,0.96157,4504,4656,0.95604,0.96709
2016,Direct migration background,West,Private health insurance,0.03843,152,4656,0.03291,0.04396
2016,Direct migration background,East,Statutory health insurance,0.96222,368,368,0.94271,0.98172
2016,Indirect migration background,West,Statutory health insurance,0.91980,1291,1378,0.90546,0.93415
2016,Indirect migration background,West,Private health insurance,0.08020,87,1378,0.06585,0.09454
2016,Indirect migration background,East,Statutory health insurance,0.96084,93,93,0.92120,1.00048
2017,No migration background,West,Statutory health insurance,0.83901,12409,14966,0.83312,0.84490
2017,No migration background,West,Private health insurance,0.16099,2557,14966,0.15510,0.16688
2017,No migration background,East,Statutory health insurance,0.93822,4726,5098,0.93161,0.94483
2017,No migration background,East,Private health insurance,0.06178,372,5098,0.05517,0.06839
2017,Direct migration background,West,Statutory health insurance,0.96171,4266,4419,0.95605,0.96737
2017,Direct migration background,West,Private health insurance,0.03829,153,4419,0.03263,0.04395
2017,Direct migration background,East,Statutory health insurance,0.97812,378,378,0.96335,0.99289
2017,Indirect migration background,West,Statutory health insurance,0.91346,1410,1521,0.89932,0.92759
2017,Indirect migration background,West,Private health insurance,0.08654,111,1521,0.07241,0.10068
2017,Indirect migration background,East,Statutory health insurance,0.91347,89,89,0.85472,0.97221
2018,No migration background,West,Statutory health insurance,0.84105,11998,14385,0.83507,0.84702
2018,No migration background,West,Private health insurance,0.15895,2387,14385,0.15298,0.16493
2018,No migration background,East,Statutory health insurance,0.93733,4659,4997,0.93061,0.94405
2018,No migration background,East,Private health insurance,0.06267,338,4997,0.05595,0.06939
2018,Direct migration background,West,Statutory health insurance,0.96035,4100,4240,0.95448,0.96623
2018,Direct migration background,West,Private health insurance,0.03965,140,4240,0.03377,0.04552
2018,Direct migration background,East,Statutory health insurance,0.93165,361,361,0.90559,0.95772
2018,Indirect migration background,West,Statutory health insurance,0.93589,1407,1498,0.92348,0.94830
2018,Indirect migration background,West,Private health insurance,0.06411,91,1498,0.05170,0.07652
2018,Indirect migration background,East,Statutory health insurance,0.85453,104,104,0.78644,0.92262
2019,No migration background,Does not apply,Statutory health insurance,0.86418,55,55,0.77280,0.95556
2019,No migration background,West,Statutory health insurance,0.83971,11870,14906,0.83382,0.84560
2019,No migration background,West,Private health insurance,0.16029,3036,14906,0.15440,0.16618
2019,No migration background,East,Statutory health insurance,0.93817,4537,5104,0.93156,0.94478
2019,No migration background,East,Private health insurance,0.06183,567,5104,0.05522,0.06844
2019,Direct migration background,West,Statutory health insurance,0.95393,3502,3706,0.94718,0.96068
2019,Direct migration background,West,Private health insurance,0.04607,204,3706,0.03932,0.05282
2019,Direct migration background,East,Statutory health insurance,0.90106,294,294,0.86687,0.93525
2019,Indirect migration background,West,Statutory health insurance,0.92778,1311,1442,0.91441,0.94115
2019,Indirect migration background,West,Private health insurance,0.07222,131,1442,0.05885,0.08559
2019,Indirect migration background,East,Statutory health insurance,0.90523,101,101,0.84782,0.96264
2020,No migration background,West,Statutory health insurance,0.84118,11075,13773,0.83507,0.84728
2020,No migration background,West,Private health insurance,0.15882,2698,13773,0.15272,0.16493
2020,No migration background,East,Statutory health insurance,0.93804,4226,4697,0.93115,0.94494
2020,No migration background,East,Private health insurance,0.06196,471,4697,0.05506,0.06885
2020,Direct migration background,West,Statutory health insurance,0.95949,7236,7435,0.95501,0.96397
2020,Direct migration background,West,Private health insurance,0.04051,199,7435,0.03603,0.04499
2020,Direct migration background,East,Statutory health insurance,0.97103,874,874,0.95990,0.98216
2020,Indirect migration background,West,Statutory health insurance,0.93177,1297,1410,0.91860,0.94493
2020,Indirect migration background,West,Private health insurance,0.06823,113,1410,0.05507,0.08140
2020,Indirect migration background,East,Statutory health insurance,0.93959,103,103,0.89335,0.98583
2022,No migration background,West,Statutory health insurance,0.82882,11025,13594,0.82249,0.83516
2022,No migration background,West,Private health insurance,0.17118,2569,13594,0.16484,0.17751
2022,No migration background,East,Statutory health insurance,0.91919,4179,4636,0.91135,0.92704
2022,No migration background,East,Private health insurance,0.08081,457,4636,0.07296,0.08865
2022,Direct migration background,West,Statutory health insurance,0.94124,5254,5556,0.93505,0.94742
2022,Direct migration background,West,Private health insurance,0.05876,302,5556,0.05258,0.06495
2022,Direct migration background,East,Statutory health insurance,0.95618,734,734,0.94136,0.97100
2022,Indirect migration background,West,Statutory health insurance,0.89613,1150,1284,0.87944,0.91283
2022,Indirect migration background,West,Private health insurance,0.10387,134,1284,0.08717,0.12056
2022,Indirect migration background,East,Statutory health insurance,0.91156,142,142,0.86469,0.95842
