year,age_gr,sex,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,male,Private health insurance,0.08805,204,1989,0.07559,0.10051
2002,17-29 y.,female,Statutory health insurance,0.93205,1926,2119,0.92133,0.94277
2002,17-29 y.,female,Private health insurance,0.06644,193,2119,0.05583,0.07705
2002,30-45 y.,male,Statutory health insurance,0.83466,2843,3564,0.82246,0.84686
2002,30-45 y.,male,Private health insurance,0.15561,686,3564,0.14371,0.16751
2002,30-45 y.,male,No insurance,0.00973,35,3564,0.00651,0.01295
2002,30-45 y.,female,Statutory health insurance,0.91974,3456,3863,0.91117,0.92831
2002,30-45 y.,female,Private health insurance,0.07801,407,3863,0.06955,0.08647
2002,46-65 y.,male,Statutory health insurance,0.82008,3006,3900,0.80803,0.83214
2002,46-65 y.,male,Private health insurance,0.17482,894,3900,0.16289,0.18674
2002,46-65 y.,female,Statutory health insurance,0.89651,3336,3916,0.88697,0.90605
2002,46-65 y.,female,Private health insurance,0.10249,580,3916,0.09299,0.11199
2002,66 and older,male,Statutory health insurance,0.89707,1424,1612,0.88223,0.91191
2002,66 and older,male,Private health insurance,0.10017,188,1612,0.08551,0.11483
2002,66 and older,female,Statutory health insurance,0.93955,1834,1968,0.92902,0.95008
2002,66 and older,female,Private health insurance,0.05733,134,1968,0.04706,0.06761
2003,17-29 y.,male,Statutory health insurance,0.90521,1715,1925,0.89212,0.91830
2003,17-29 y.,male,Private health insurance,0.07827,178,1925,0.06627,0.09027
2003,17-29 y.,male,No insurance,0.01652,32,1925,0.01082,0.02221
2003,17-29 y.,female,Statutory health insurance,0.92722,1862,2063,0.91601,0.93844
2003,17-29 y.,female,Private health insurance,0.06896,201,2063,0.05802,0.07990
2003,30-45 y.,male,Statutory health insurance,0.83318,2671,3324,0.82050,0.84585
2003,30-45 y.,male,Private health insurance,0.15619,622,3324,0.14385,0.16853
2003,30-45 y.,male,No insurance,0.01063,31,3324,0.00715,0.01412
2003,30-45 y.,female,Statutory health insurance,0.92484,3244,3599,0.91622,0.93345
2003,30-45 y.,female,Private health insurance,0.07397,355,3599,0.06542,0.08252
2003,46-65 y.,male,Statutory health insurance,0.82024,2874,3726,0.80791,0.83257
2003,46-65 y.,male,Private health insurance,0.17417,852,3726,0.16199,0.18635
2003,46-65 y.,female,Statutory health insurance,0.89442,3244,3804,0.88465,0.90419
2003,46-65 y.,female,Private health insurance,0.10363,560,3804,0.09394,0.11332
2003,66 and older,male,Statutory health insurance,0.88954,1452,1649,0.87440,0.90467
2003,66 and older,male,Private health insurance,0.10391,197,1649,0.08918,0.11864
2003,66 and older,female,Statutory health insurance,0.93438,1836,1983,0.92348,0.94528
2003,66 and older,female,Private health insurance,0.06172,147,1983,0.05112,0.07231
2004,17-29 y.,male,Statutory health insurance,0.92449,1683,1870,0.91251,0.93647
2004,17-29 y.,male,Private health insurance,0.07551,187,1870,0.06353,0.08749
2004,17-29 y.,female,Statutory health insurance,0.93579,1835,2033,0.92513,0.94645
2004,17-29 y.,female,Private health insurance,0.06421,198,2033,0.05355,0.07487
2004,30-45 y.,male,Statutory health insurance,0.83706,2504,3095,0.82404,0.85007
2004,30-45 y.,male,Private health insurance,0.16294,591,3095,0.14993,0.17596
2004,30-45 y.,female,Statutory health insurance,0.92714,3046,3388,0.91839,0.93590
2004,30-45 y.,female,Private health insurance,0.07286,342,3388,0.06410,0.08161
2004,46-65 y.,male,Statutory health insurance,0.82372,2761,3590,0.81126,0.83619
2004,46-65 y.,male,Private health insurance,0.17628,829,3590,0.16381,0.18874
2004,46-65 y.,female,Statutory health insurance,0.89183,3167,3722,0.88185,0.90181
2004,46-65 y.,female,Private health insurance,0.10817,555,3722,0.09819,0.11815
2004,66 and older,male,Statutory health insurance,0.90000,1499,1705,0.88576,0.91425
2004,66 and older,male,Private health insurance,0.10000,206,1705,0.08575,0.11424
2004,66 and older,female,Statutory health insurance,0.94690,1889,2027,0.93713,0.95666
2004,66 and older,female,Private health insurance,0.05310,138,2027,0.04334,0.06287
2005,17-29 y.,male,Statutory health insurance,0.92646,1618,1792,0.91437,0.93855
2005,17-29 y.,male,Private health insurance,0.07354,174,1792,0.06145,0.08563
2005,17-29 y.,female,Statutory health insurance,0.93163,1776,1976,0.92049,0.94276
2005,17-29 y.,female,Private health insurance,0.06837,200,1976,0.05724,0.07951
2005,30-45 y.,male,Statutory health insurance,0.83483,2300,2854,0.82120,0.84846
2005,30-45 y.,male,Private health insurance,0.16517,554,2854,0.15154,0.17880
2005,30-45 y.,female,Statutory health insurance,0.92347,2845,3161,0.91420,0.93273
2005,30-45 y.,female,Private health insurance,0.07653,316,3161,0.06727,0.08580
2005,46-65 y.,male,Statutory health insurance,0.82362,2604,3373,0.81076,0.83648
2005,46-65 y.,male,Private health insurance,0.17638,769,3373,0.16352,0.18924
2005,46-65 y.,female,Statutory health insurance,0.89100,3020,3558,0.88076,0.90124
2005,46-65 y.,female,Private health insurance,0.10900,538,3558,0.09876,0.11924
2005,66 and older,male,Statutory health insurance,0.89659,1506,1727,0.88223,0.91096
2005,66 and older,male,Private health insurance,0.10341,221,1727,0.08904,0.11777
2005,66 and older,female,Statutory health insurance,0.94768,1875,2011,0.93794,0.95741
2005,66 and older,female,Private health insurance,0.05232,136,2011,0.04259,0.06206
2006,17-29 y.,male,Statutory health insurance,0.91031,1552,1735,0.89687,0.92376
2006,17-29 y.,male,Private health insurance,0.08969,183,1735,0.07624,0.10313
2006,17-29 y.,female,Statutory health insurance,0.93363,1720,1901,0.92244,0.94483
2006,17-29 y.,female,Private health insurance,0.06637,181,1901,0.05517,0.07756
2006,30-45 y.,male,Statutory health insurance,0.83272,2376,2944,0.81924,0.84620
2006,30-45 y.,male,Private health insurance,0.16728,568,2944,0.15380,0.18076
2006,30-45 y.,female,Statutory health insurance,0.92008,2951,3290,0.91081,0.92935
2006,30-45 y.,female,Private health insurance,0.07992,339,3290,0.07065,0.08919
2006,46-65 y.,male,Statutory health insurance,0.81126,2762,3622,0.79851,0.82400
2006,46-65 y.,male,Private health insurance,0.18874,860,3622,0.17600,0.20149
2006,46-65 y.,female,Statutory health insurance,0.89274,3320,3901,0.88303,0.90245
2006,46-65 y.,female,Private health insurance,0.10726,581,3901,0.09755,0.11697
2006,66 and older,male,Statutory health insurance,0.89052,1795,2067,0.87706,0.90399
2006,66 and older,male,Private health insurance,0.10948,272,2067,0.09601,0.12294
2006,66 and older,female,Statutory health insurance,0.94105,2168,2333,0.93149,0.95061
2006,66 and older,female,Private health insurance,0.05895,165,2333,0.04939,0.06851
2007,17-29 y.,male,Statutory health insurance,0.91959,1432,1585,0.90620,0.93298
2007,17-29 y.,male,Private health insurance,0.08041,153,1585,0.06702,0.09380
2007,17-29 y.,female,Statutory health insurance,0.92648,1575,1752,0.91425,0.93870
2007,17-29 y.,female,Private health insurance,0.07352,177,1752,0.06130,0.08575
2007,30-45 y.,male,Statutory health insurance,0.82909,2159,2672,0.81482,0.84337
2007,30-45 y.,male,Private health insurance,0.17091,513,2672,0.15663,0.18518
2007,30-45 y.,female,Statutory health insurance,0.91452,2669,2984,0.90448,0.92455
2007,30-45 y.,female,Private health insurance,0.08548,315,2984,0.07545,0.09552
2007,46-65 y.,male,Statutory health insurance,0.80921,2568,3358,0.79591,0.82250
2007,46-65 y.,male,Private health insurance,0.19079,790,3358,0.17750,0.20409
2007,46-65 y.,female,Statutory health insurance,0.90397,3114,3642,0.89440,0.91354
2007,46-65 y.,female,Private health insurance,0.09603,528,3642,0.08646,0.10560
2007,66 and older,male,Statutory health insurance,0.89040,1747,2019,0.87677,0.90403
2007,66 and older,male,Private health insurance,0.10960,272,2019,0.09597,0.12323
2007,66 and older,female,Statutory health insurance,0.93339,2098,2277,0.92314,0.94363
2007,66 and older,female,Private health insurance,0.06661,179,2277,0.05637,0.07686
2008,17-29 y.,male,Statutory health insurance,0.92491,1360,1505,0.91159,0.93823
2008,17-29 y.,male,Private health insurance,0.07509,145,1505,0.06177,0.08841
2008,17-29 y.,female,Statutory health insurance,0.93271,1483,1641,0.92058,0.94483
2008,17-29 y.,female,Private health insurance,0.06729,158,1641,0.05517,0.07942
2008,30-45 y.,male,Statutory health insurance,0.83229,2003,2460,0.81752,0.84705
2008,30-45 y.,male,Private health insurance,0.16771,457,2460,0.15295,0.18248
2008,30-45 y.,female,Statutory health insurance,0.91837,2434,2701,0.90804,0.92869
2008,30-45 y.,female,Private health insurance,0.08163,267,2701,0.07131,0.09196
2008,46-65 y.,male,Statutory health insurance,0.81047,2438,3186,0.79686,0.82408
2008,46-65 y.,male,Private health insurance,0.18953,748,3186,0.17592,0.20314
2008,46-65 y.,female,Statutory health insurance,0.90890,2992,3491,0.89935,0.91845
2008,46-65 y.,female,Private health insurance,0.09110,499,3491,0.08155,0.10065
2008,66 and older,male,Statutory health insurance,0.87964,1734,2032,0.86549,0.89379
2008,66 and older,male,Private health insurance,0.12036,298,2032,0.10621,0.13451
2008,66 and older,female,Statutory health insurance,0.93273,2068,2256,0.92239,0.94307
2008,66 and older,female,Private health insurance,0.06727,188,2256,0.05693,0.07761
2009,17-29 y.,male,Statutory health insurance,0.93456,1272,1394,0.92157,0.94755
2009,17-29 y.,male,Private health insurance,0.06544,122,1394,0.05245,0.07843
2009,17-29 y.,female,Statutory health insurance,0.91055,1296,1454,0.89587,0.92522
2009,17-29 y.,female,Private health insurance,0.08945,158,1454,0.07478,0.10413
2009,30-45 y.,male,Statutory health insurance,0.83214,1782,2198,0.81651,0.84777
2009,30-45 y.,male,Private health insurance,0.16786,416,2198,0.15223,0.18349
2009,30-45 y.,female,Statutory health insurance,0.91721,2233,2469,0.90634,0.92808
2009,30-45 y.,female,Private health insurance,0.08279,236,2469,0.07192,0.09366
2009,46-65 y.,male,Statutory health insurance,0.79792,2301,3011,0.78358,0.81227
2009,46-65 y.,male,Private health insurance,0.20208,710,3011,0.18773,0.21642
2009,46-65 y.,female,Statutory health insurance,0.90422,2846,3308,0.89419,0.91425
2009,46-65 y.,female,Private health insurance,0.09578,462,3308,0.08575,0.10581
2009,66 and older,male,Statutory health insurance,0.87227,1663,1979,0.85756,0.88698
2009,66 and older,male,Private health insurance,0.12773,316,1979,0.11302,0.14244
2009,66 and older,female,Statutory health insurance,0.93426,1992,2182,0.92386,0.94466
2009,66 and older,female,Private health insurance,0.06574,190,2182,0.05534,0.07614
2010,17-29 y.,male,Statutory health insurance,0.92834,1560,1702,0.91608,0.94060
2010,17-29 y.,male,Private health insurance,0.07166,142,1702,0.05940,0.08392
2010,17-29 y.,female,Statutory health insurance,0.92362,2062,2207,0.91254,0.93471
2010,17-29 y.,female,Private health insurance,0.07638,145,2207,0.06529,0.08746
2010,30-45 y.,male,Statutory health insurance,0.82919,3238,3928,0.81742,0.84096
2010,30-45 y.,male,Private health insurance,0.17081,690,3928,0.15904,0.18258
2010,30-45 y.,female,Statutory health insurance,0.89529,4648,5125,0.88690,0.90367
2010,30-45 y.,female,Private health insurance,0.10471,477,5125,0.09633,0.11310
2010,46-65 y.,male,Statutory health insurance,0.79857,2574,3342,0.78497,0.81217
2010,46-65 y.,male,Private health insurance,0.20143,768,3342,0.18783,0.21503
2010,46-65 y.,female,Statutory health insurance,0.90671,3135,3604,0.89722,0.91621
2010,46-65 y.,female,Private health insurance,0.09329,469,3604,0.08379,0.10278
2010,66 and older,male,Statutory health insurance,0.87315,1594,1919,0.85826,0.88804
2010,66 and older,male,Private health insurance,0.12685,325,1919,0.11196,0.14174
2010,66 and older,female,Statutory health insurance,0.93268,1902,2104,0.92197,0.94339
2010,66 and older,female,Private health insurance,0.06732,202,2104,0.05661,0.07803
2011,17-29 y.,male,Statutory health insurance,0.92567,1722,1866,0.91377,0.93758
2011,17-29 y.,male,Private health insurance,0.07433,144,1866,0.06242,0.08623
2011,17-29 y.,female,Statutory health insurance,0.92480,2112,2291,0.91400,0.93560
2011,17-29 y.,female,Private health insurance,0.07520,179,2291,0.06440,0.08600
2011,30-45 y.,male,Statutory health insurance,0.82165,3446,4155,0.81001,0.83330
2011,30-45 y.,male,Private health insurance,0.17835,709,4155,0.16670,0.18999
2011,30-45 y.,female,Statutory health insurance,0.90089,5233,5751,0.89316,0.90861
2011,30-45 y.,female,Private health insurance,0.09911,518,5751,0.09139,0.10684
2011,46-65 y.,male,Statutory health insurance,0.80353,3368,4319,0.79168,0.81538
2011,46-65 y.,male,Private health insurance,0.19647,951,4319,0.18462,0.20832
2011,46-65 y.,female,Statutory health insurance,0.90946,4220,4784,0.90133,0.91760
2011,46-65 y.,female,Private health insurance,0.09054,564,4784,0.08240,0.09867
2011,66 and older,male,Statutory health insurance,0.85309,2034,2470,0.83912,0.86705
2011,66 and older,male,Private health insurance,0.14691,436,2470,0.13295,0.16088
2011,66 and older,female,Statutory health insurance,0.91866,2396,2668,0.90829,0.92904
2011,66 and older,female,Private health insurance,0.08134,272,2668,0.07096,0.09171
2012,17-29 y.,male,Statutory health insurance,0.92421,1704,1851,0.91215,0.93627
2012,17-29 y.,male,Private health insurance,0.07579,147,1851,0.06373,0.08785
2012,17-29 y.,female,Statutory health insurance,0.93407,1975,2121,0.92351,0.94463
2012,17-29 y.,female,Private health insurance,0.06593,146,2121,0.05537,0.07649
2012,30-45 y.,male,Statutory health insurance,0.82742,3159,3774,0.81536,0.83948
2012,30-45 y.,male,Private health insurance,0.17258,615,3774,0.16052,0.18464
2012,30-45 y.,female,Statutory health insurance,0.90027,4811,5283,0.89219,0.90835
2012,30-45 y.,female,Private health insurance,0.09973,472,5283,0.09165,0.10781
2012,46-65 y.,male,Statutory health insurance,0.81050,3437,4373,0.79888,0.82212
2012,46-65 y.,male,Private health insurance,0.18950,936,4373,0.17788,0.20112
2012,46-65 y.,female,Statutory health insurance,0.90698,4411,4987,0.89891,0.91504
2012,46-65 y.,female,Private health insurance,0.09302,576,4987,0.08496,0.10109
2012,66 and older,male,Statutory health insurance,0.84704,2062,2528,0.83300,0.86107
2012,66 and older,male,Private health insurance,0.15296,466,2528,0.13893,0.16700
2012,66 and older,female,Statutory health insurance,0.90584,2371,2673,0.89476,0.91691
2012,66 and older,female,Private health insurance,0.09416,302,2673,0.08309,0.10524
2013,17-29 y.,male,Statutory health insurance,0.91640,2177,2341,0.90518,0.92761
2013,17-29 y.,male,Private health insurance,0.08360,164,2341,0.07239,0.09482
2013,17-29 y.,female,Statutory health insurance,0.93112,2514,2669,0.92151,0.94073
2013,17-29 y.,female,Private health insurance,0.06888,155,2669,0.05927,0.07849
2013,30-45 y.,male,Statutory health insurance,0.83953,3767,4356,0.82863,0.85043
2013,30-45 y.,male,Private health insurance,0.16047,589,4356,0.14957,0.17137
2013,30-45 y.,female,Statutory health insurance,0.91035,5548,5988,0.90311,0.91759
2013,30-45 y.,female,Private health insurance,0.08965,440,5988,0.08241,0.09689
2013,46-65 y.,male,Statutory health insurance,0.81518,3885,4795,0.80419,0.82616
2013,46-65 y.,male,Private health insurance,0.18482,910,4795,0.17384,0.19581
2013,46-65 y.,female,Statutory health insurance,0.90495,4821,5378,0.89711,0.91279
2013,46-65 y.,female,Private health insurance,0.09505,557,5378,0.08721,0.10289
2013,66 and older,male,Statutory health insurance,0.83563,1998,2455,0.82097,0.85030
2013,66 and older,male,Private health insurance,0.16437,457,2455,0.14970,0.17903
2013,66 and older,female,Statutory health insurance,0.89832,2289,2591,0.88668,0.90996
2013,66 and older,female,Private health insurance,0.10168,302,2591,0.09004,0.11332
2014,17-29 y.,male,Statutory health insurance,0.94345,1922,2041,0.93343,0.95347
2014,17-29 y.,male,Private health insurance,0.05655,119,2041,0.04653,0.06657
2014,17-29 y.,female,Statutory health insurance,0.92175,2083,2230,0.91060,0.93289
2014,17-29 y.,female,Private health insurance,0.07825,147,2230,0.06711,0.08940
2014,30-45 y.,male,Statutory health insurance,0.84817,3120,3592,0.83644,0.85991
2014,30-45 y.,male,Private health insurance,0.15183,472,3592,0.14009,0.16356
2014,30-45 y.,female,Statutory health insurance,0.91253,4551,4910,0.90463,0.92043
2014,30-45 y.,female,Private health insurance,0.08747,359,4910,0.07957,0.09537
2014,46-65 y.,male,Statutory health insurance,0.81272,3511,4345,0.80112,0.82432
2014,46-65 y.,male,Private health insurance,0.18728,834,4345,0.17568,0.19888
2014,46-65 y.,female,Statutory health insurance,0.90576,4412,4947,0.89762,0.91390
2014,46-65 y.,female,Private health insurance,0.09424,535,4947,0.08610,0.10238
2014,66 and older,male,Statutory health insurance,0.82942,1966,2423,0.81444,0.84440
2014,66 and older,male,Private health insurance,0.17058,457,2423,0.15560,0.18556
2014,66 and older,female,Statutory health insurance,0.89470,2228,2525,0.88273,0.90668
2014,66 and older,female,Private health insurance,0.10530,297,2525,0.09332,0.11727
2015,17-29 y.,male,Statutory health insurance,0.93396,1961,2098,0.92333,0.94459
2015,17-29 y.,male,Private health insurance,0.06604,137,2098,0.05541,0.07667
2015,17-29 y.,female,Statutory health insurance,0.91494,2189,2339,0.90363,0.92624
2015,17-29 y.,female,Private health insurance,0.08506,150,2339,0.07376,0.09637
2015,30-45 y.,male,Statutory health insurance,0.85229,3093,3511,0.84055,0.86403
2015,30-45 y.,male,Private health insurance,0.14771,418,3511,0.13597,0.15945
2015,30-45 y.,female,Statutory health insurance,0.91541,4428,4758,0.90751,0.92332
2015,30-45 y.,female,Private health insurance,0.08459,330,4758,0.07668,0.09249
2015,46-65 y.,male,Statutory health insurance,0.81615,3490,4273,0.80454,0.82777
2015,46-65 y.,male,Private health insurance,0.18385,783,4273,0.17223,0.19546
2015,46-65 y.,female,Statutory health insurance,0.90328,4319,4845,0.89495,0.91160
2015,46-65 y.,female,Private health insurance,0.09672,526,4845,0.08840,0.10505
2015,66 and older,male,Statutory health insurance,0.81161,1913,2392,0.79593,0.82728
2015,66 and older,male,Private health insurance,0.18839,479,2392,0.17272,0.20407
2015,66 and older,female,Statutory health insurance,0.89060,2206,2506,0.87837,0.90282
2015,66 and older,female,Private health insurance,0.10940,300,2506,0.09718,0.12163
2016,17-29 y.,male,Statutory health insurance,0.93016,1709,1829,0.91848,0.94184
2016,17-29 y.,male,Private health insurance,0.06984,120,1829,0.05816,0.08152
2016,17-29 y.,female,Statutory health insurance,0.91518,1890,2018,0.90302,0.92734
2016,17-29 y.,female,Private health insurance,0.08482,128,2018,0.07266,0.09698
2016,30-45 y.,male,Statutory health insurance,0.87403,2658,2993,0.86214,0.88592
2016,30-45 y.,male,Private health insurance,0.12597,335,2993,0.11408,0.13786
2016,30-45 y.,female,Statutory health insurance,0.91657,3816,4097,0.90811,0.92504
2016,30-45 y.,female,Private health insurance,0.08343,281,4097,0.07496,0.09189
2016,46-65 y.,male,Statutory health insurance,0.81708,3250,3975,0.80506,0.82910
2016,46-65 y.,male,Private health insurance,0.18292,725,3975,0.17090,0.19494
2016,46-65 y.,female,Statutory health insurance,0.90646,4123,4624,0.89806,0.91485
2016,46-65 y.,female,Private health insurance,0.09354,501,4624,0.08515,0.10194
2016,66 and older,male,Statutory health insurance,0.80800,1827,2310,0.79193,0.82406
2016,66 and older,male,Private health insurance,0.19200,483,2310,0.17594,0.20807
2016,66 and older,female,Statutory health insurance,0.89175,2099,2402,0.87932,0.90417
2016,66 and older,female,Private health insurance,0.10825,303,2402,0.09583,0.12068
2017,17-29 y.,male,Statutory health insurance,0.92339,1969,2123,0.91208,0.93471
2017,17-29 y.,male,Private health insurance,0.07661,154,2123,0.06529,0.08792
2017,17-29 y.,female,Statutory health insurance,0.92549,2061,2212,0.91455,0.93644
2017,17-29 y.,female,Private health insurance,0.07451,151,2212,0.06356,0.08545
2017,30-45 y.,male,Statutory health insurance,0.87991,2712,3044,0.86836,0.89146
2017,30-45 y.,male,Private health insurance,0.12009,332,3044,0.10854,0.13164
2017,30-45 y.,female,Statutory health insurance,0.92016,3902,4200,0.91197,0.92836
2017,30-45 y.,female,Private health insurance,0.07984,298,4200,0.07164,0.08803
2017,46-65 y.,male,Statutory health insurance,0.82154,3771,4611,0.81048,0.83259
2017,46-65 y.,male,Private health insurance,0.17846,840,4611,0.16741,0.18952
2017,46-65 y.,female,Statutory health insurance,0.90581,4771,5342,0.89798,0.91364
2017,46-65 y.,female,Private health insurance,0.09419,571,5342,0.08636,0.10202
2017,66 and older,male,Statutory health insurance,0.79936,1920,2449,0.78350,0.81523
2017,66 and older,male,Private health insurance,0.20064,529,2449,0.18477,0.21650
2017,66 and older,female,Statutory health insurance,0.88440,2172,2506,0.87188,0.89692
2017,66 and older,female,Private health insurance,0.11560,334,2506,0.10308,0.12812
2018,17-29 y.,male,Statutory health insurance,0.92565,1953,2092,0.91440,0.93689
2018,17-29 y.,male,Private health insurance,0.07435,139,2092,0.06311,0.08560
2018,17-29 y.,female,Statutory health insurance,0.92531,2018,2163,0.91423,0.93639
2018,17-29 y.,female,Private health insurance,0.07469,145,2163,0.06361,0.08577
2018,30-45 y.,male,Statutory health insurance,0.89131,2521,2800,0.87978,0.90284
2018,30-45 y.,male,Private health insurance,0.10869,279,2800,0.09716,0.12022
2018,30-45 y.,female,Statutory health insurance,0.91779,3668,3933,0.90920,0.92638
2018,30-45 y.,female,Private health insurance,0.08221,265,3933,0.07362,0.09080
2018,46-65 y.,male,Statutory health insurance,0.82389,3677,4449,0.81270,0.83509
2018,46-65 y.,male,Private health insurance,0.17611,772,4449,0.16491,0.18730
2018,46-65 y.,female,Statutory health insurance,0.91102,4659,5178,0.90327,0.91878
2018,46-65 y.,female,Private health insurance,0.08898,519,5178,0.08122,0.09673
2018,66 and older,male,Statutory health insurance,0.80274,1928,2444,0.78696,0.81852
2018,66 and older,male,Private health insurance,0.19726,516,2444,0.18148,0.21304
2018,66 and older,female,Statutory health insurance,0.87943,2205,2547,0.86678,0.89208
2018,66 and older,female,Private health insurance,0.12057,342,2547,0.10792,0.13322
2019,17-29 y.,male,Statutory health insurance,0.92413,1729,1857,0.91208,0.93618
2019,17-29 y.,male,Private health insurance,0.07587,128,1857,0.06382,0.08792
2019,17-29 y.,female,Statutory health insurance,0.92547,1803,1963,0.91385,0.93709
2019,17-29 y.,female,Private health insurance,0.07453,160,1963,0.06291,0.08615
2019,30-45 y.,male,Statutory health insurance,0.88954,2308,2695,0.87770,0.90137
2019,30-45 y.,male,Private health insurance,0.11046,387,2695,0.09863,0.12230
2019,30-45 y.,female,Statutory health insurance,0.91534,3293,3574,0.90621,0.92447
2019,30-45 y.,female,Private health insurance,0.08466,281,3574,0.07553,0.09379
2019,46-65 y.,male,Statutory health insurance,0.81989,3751,5074,0.80931,0.83046
2019,46-65 y.,male,Private health insurance,0.18011,1323,5074,0.16954,0.19069
2019,46-65 y.,female,Statutory health insurance,0.91032,4657,5327,0.90265,0.91800
2019,46-65 y.,female,Private health insurance,0.08968,670,5327,0.08200,0.09735
2019,66 and older,male,Statutory health insurance,0.79757,1965,2617,0.78217,0.81297
2019,66 and older,male,Private health insurance,0.20243,652,2617,0.18703,0.21783
2019,66 and older,female,Statutory health insurance,0.88016,2167,2551,0.86755,0.89276
2019,66 and older,female,Private health insurance,0.11984,384,2551,0.10724,0.13245
2020,17-29 y.,male,Statutory health insurance,0.92033,2395,2541,0.90980,0.93086
2020,17-29 y.,male,Private health insurance,0.07967,146,2541,0.06914,0.09020
2020,17-29 y.,female,Statutory health insurance,0.92772,2350,2501,0.91757,0.93787
