year,bula_h,sampreg,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Bavaria,West,Not employed: no further information,0.16177,348,2076,0.14592,0.17761
1984,Berlin,West,Blue-collar worker,0.22383,130,331,0.17886,0.26880
1984,Berlin,West,White-collar worker,0.24836,93,331,0.20174,0.29497
1984,Berlin,West,Not employed: Pensioner,0.28359,70,331,0.23495,0.33222
1984,Berlin,West,Not employed: no further information,0.07006,38,331,0.04252,0.09760
1985,Schleswig-Holstein,West,Blue-collar worker,0.18198,78,268,0.13570,0.22826
1985,Schleswig-Holstein,West,White-collar worker,0.23247,83,268,0.18180,0.28314
1985,Schleswig-Holstein,West,Not employed: Pensioner,0.22293,57,268,0.17300,0.27285
1985,Schleswig-Holstein,West,Not employed: no further information,0.12413,50,268,0.08458,0.16368
1985,Hamburg,West,Blue-collar worker,0.12245,54,195,0.07632,0.16858
1985,Hamburg,West,White-collar worker,0.30385,82,195,0.23913,0.36857
1985,Hamburg,West,Not employed: Pensioner,0.31965,59,195,0.25402,0.38527
1985,Lower Saxony,West,Self-employed,0.05188,63,1103,0.03878,0.06497
1985,Lower Saxony,West,Blue-collar worker,0.15823,212,1103,0.13669,0.17978
1985,Lower Saxony,West,Civil servant,0.04920,55,1103,0.03643,0.06197
1985,Lower Saxony,West,White-collar worker,0.18894,211,1103,0.16583,0.21205
1985,Lower Saxony,West,Apprentice/ Trainee/ Intern,0.12309,143,1103,0.10369,0.14249
1985,Lower Saxony,West,Not employed: Pensioner,0.24390,188,1103,0.21854,0.26925
1985,Lower Saxony,West,Not employed: registered unemployed,0.05353,65,1103,0.04024,0.06682
1985,Lower Saxony,West,Not employed: no further information,0.12790,166,1103,0.10818,0.14762
1985,Bremen,West,Not employed: Pensioner,0.48857,41,41,0.33366,0.64348
1985,North Rhine-Westphalia,West,Self-employed,0.04467,131,2949,0.03721,0.05212
1985,North Rhine-Westphalia,West,Blue-collar worker,0.18649,759,2949,0.17243,0.20055
1985,North Rhine-Westphalia,West,Civil servant,0.04923,130,2949,0.04142,0.05704
1985,North Rhine-Westphalia,West,White-collar worker,0.20410,546,2949,0.18955,0.21865
1985,North Rhine-Westphalia,West,Apprentice/ Trainee/ Intern,0.10577,332,2949,0.09467,0.11687
1985,North Rhine-Westphalia,West,Not employed: Pensioner,0.20823,376,2949,0.19357,0.22289
1985,North Rhine-Westphalia,West,Not employed: registered unemployed,0.04247,141,2949,0.03519,0.04975
1985,North Rhine-Westphalia,West,Not employed: no further information,0.15642,534,2949,0.14331,0.16953
1985,Hesse,West,Self-employed,0.04407,52,1125,0.03207,0.05607
1985,Hesse,West,Blue-collar worker,0.18994,319,1125,0.16700,0.21287
1985,Hesse,West,Civil servant,0.04544,40,1125,0.03327,0.05762
1985,Hesse,West,White-collar worker,0.21085,214,1125,0.18700,0.23470
1985,Hesse,West,Apprentice/ Trainee/ Intern,0.09555,108,1125,0.07836,0.11273
1985,Hesse,West,Not employed: Pensioner,0.24599,166,1125,0.22081,0.27117
1985,Hesse,West,Not employed: registered unemployed,0.03769,54,1125,0.02656,0.04882
1985,Hesse,West,Not employed: no further information,0.12593,172,1125,0.10653,0.14532
1985,"Rhineland-Palatinate, Saarland",West,Self-employed,0.04940,38,739,0.03376,0.06503
1985,"Rhineland-Palatinate, Saarland",West,Blue-collar worker,0.21123,203,739,0.18178,0.24068
1985,"Rhineland-Palatinate, Saarland",West,Civil servant,0.05258,37,739,0.03648,0.06869
1985,"Rhineland-Palatinate, Saarland",West,White-collar worker,0.15167,111,739,0.12579,0.17754
1985,"Rhineland-Palatinate, Saarland",West,Apprentice/ Trainee/ Intern,0.08084,70,739,0.06118,0.10051
1985,"Rhineland-Palatinate, Saarland",West,Not employed: Pensioner,0.24322,137,739,0.21227,0.27417
1985,"Rhineland-Palatinate, Saarland",West,Not employed: no further information,0.17612,143,739,0.14864,0.20360
1985,Baden-Wuerttemberg,West,Self-employed,0.05878,103,2030,0.04854,0.06901
1985,Baden-Wuerttemberg,West,Blue-collar worker,0.23836,721,2030,0.21982,0.25690
1985,Baden-Wuerttemberg,West,Civil servant,0.04602,76,2030,0.03690,0.05514
1985,Baden-Wuerttemberg,West,White-collar worker,0.20406,332,2030,0.18652,0.22160
1985,Baden-Wuerttemberg,West,Apprentice/ Trainee/ Intern,0.09737,192,2030,0.08447,0.11027
1985,Baden-Wuerttemberg,West,Not employed: Pensioner,0.21182,241,2030,0.19404,0.22960
1985,Baden-Wuerttemberg,West,Not employed: registered unemployed,0.01931,65,2030,0.01332,0.02530
1985,Baden-Wuerttemberg,West,Not employed: no further information,0.11877,300,2030,0.10470,0.13285
1985,Bavaria,West,Self-employed,0.07168,127,1880,0.06002,0.08335
1985,Bavaria,West,Blue-collar worker,0.18711,485,1880,0.16948,0.20475
1985,Bavaria,West,Civil servant,0.04620,84,1880,0.03671,0.05569
1985,Bavaria,West,White-collar worker,0.21424,402,1880,0.19569,0.23280
1985,Bavaria,West,Apprentice/ Trainee/ Intern,0.08239,163,1880,0.06996,0.09482
1985,Bavaria,West,Not employed: Pensioner,0.22429,279,1880,0.20543,0.24315
1985,Bavaria,West,Not employed: registered unemployed,0.03587,69,1880,0.02746,0.04428
1985,Bavaria,West,Not employed: no further information,0.13339,271,1880,0.11802,0.14876
1985,Berlin,West,Blue-collar worker,0.18432,95,283,0.13906,0.22958
1985,Berlin,West,White-collar worker,0.27342,90,283,0.22140,0.32545
1985,Berlin,West,Not employed: Pensioner,0.28492,59,283,0.23224,0.33760
1985,Berlin,West,Not employed: no further information,0.07840,39,283,0.04702,0.10977
1986,Schleswig-Holstein,West,Blue-collar worker,0.19042,76,246,0.14125,0.23959
1986,Schleswig-Holstein,West,White-collar worker,0.26185,77,246,0.20680,0.31691
1986,Schleswig-Holstein,West,Not employed: Pensioner,0.20465,48,246,0.15413,0.25517
1986,Schleswig-Holstein,West,Not employed: no further information,0.11985,45,246,0.07918,0.16052
1986,Hamburg,West,Blue-collar worker,0.12274,48,203,0.07749,0.16800
1986,Hamburg,West,White-collar worker,0.28513,71,203,0.22287,0.34739
1986,Hamburg,West,Not employed: Pensioner,0.32720,53,203,0.26249,0.39190
1986,Hamburg,West,Not employed: no further information,0.08989,31,203,0.05044,0.12933
1986,Lower Saxony,West,Self-employed,0.06124,72,1099,0.04705,0.07542
1986,Lower Saxony,West,Blue-collar worker,0.16577,224,1099,0.14377,0.18777
1986,Lower Saxony,West,Civil servant,0.04934,54,1099,0.03653,0.06215
1986,Lower Saxony,West,White-collar worker,0.18023,204,1099,0.15749,0.20296
1986,Lower Saxony,West,Apprentice/ Trainee/ Intern,0.12054,147,1099,0.10128,0.13979
1986,Lower Saxony,West,Not employed: Pensioner,0.23962,180,1099,0.21437,0.26487
1986,Lower Saxony,West,Not employed: registered unemployed,0.04265,51,1099,0.03070,0.05460
1986,Lower Saxony,West,Not employed: no further information,0.13514,167,1099,0.11492,0.15537
1986,Bremen,West,Not employed: Pensioner,0.51808,38,38,0.35707,0.67908
1986,North Rhine-Westphalia,West,Self-employed,0.04653,135,2837,0.03878,0.05428
1986,North Rhine-Westphalia,West,Blue-collar worker,0.18360,723,2837,0.16935,0.19785
1986,North Rhine-Westphalia,West,Civil servant,0.04854,127,2837,0.04063,0.05645
1986,North Rhine-Westphalia,West,White-collar worker,0.19570,500,2837,0.18110,0.21030
1986,North Rhine-Westphalia,West,Apprentice/ Trainee/ Intern,0.10453,334,2837,0.09327,0.11580
1986,North Rhine-Westphalia,West,Not employed: Pensioner,0.21303,363,2837,0.19796,0.22810
1986,North Rhine-Westphalia,West,Not employed: registered unemployed,0.04477,146,2837,0.03716,0.05238
1986,North Rhine-Westphalia,West,Not employed: no further information,0.15794,509,2837,0.14452,0.17136
1986,Hesse,West,Self-employed,0.04181,46,1042,0.02965,0.05396
1986,Hesse,West,Blue-collar worker,0.18249,287,1042,0.15903,0.20596
1986,Hesse,West,Civil servant,0.04119,35,1042,0.02911,0.05326
1986,Hesse,West,White-collar worker,0.23051,216,1042,0.20493,0.25610
1986,Hesse,West,Apprentice/ Trainee/ Intern,0.10054,108,1042,0.08227,0.11881
1986,Hesse,West,Not employed: Pensioner,0.25394,154,1042,0.22750,0.28038
1986,Hesse,West,Not employed: registered unemployed,0.03035,45,1042,0.01993,0.04077
1986,Hesse,West,Not employed: no further information,0.11643,151,1042,0.09695,0.13591
1986,"Rhineland-Palatinate, Saarland",West,Self-employed,0.04593,32,737,0.03081,0.06106
1986,"Rhineland-Palatinate, Saarland",West,Blue-collar worker,0.21352,203,737,0.18392,0.24313
1986,"Rhineland-Palatinate, Saarland",West,Civil servant,0.04520,34,737,0.03019,0.06021
1986,"Rhineland-Palatinate, Saarland",West,White-collar worker,0.15702,121,737,0.13074,0.18330
1986,"Rhineland-Palatinate, Saarland",West,Apprentice/ Trainee/ Intern,0.07660,70,737,0.05739,0.09582
1986,"Rhineland-Palatinate, Saarland",West,Not employed: Pensioner,0.25422,138,737,0.22276,0.28567
1986,"Rhineland-Palatinate, Saarland",West,Not employed: no further information,0.17190,139,737,0.14465,0.19916
1986,Baden-Wuerttemberg,West,Self-employed,0.05168,89,1975,0.04191,0.06145
1986,Baden-Wuerttemberg,West,Blue-collar worker,0.24719,720,1975,0.22816,0.26622
1986,Baden-Wuerttemberg,West,Civil servant,0.04451,70,1975,0.03541,0.05361
1986,Baden-Wuerttemberg,West,White-collar worker,0.20864,330,1975,0.19072,0.22657
1986,Baden-Wuerttemberg,West,Apprentice/ Trainee/ Intern,0.08807,192,1975,0.07556,0.10057
1986,Baden-Wuerttemberg,West,Not employed: Pensioner,0.21141,236,1975,0.19340,0.22942
1986,Baden-Wuerttemberg,West,Not employed: registered unemployed,0.02357,60,1975,0.01688,0.03026
1986,Baden-Wuerttemberg,West,Not employed: no further information,0.11835,278,1975,0.10410,0.13260
1986,Bavaria,West,Self-employed,0.07175,116,1761,0.05969,0.08381
1986,Bavaria,West,Blue-collar worker,0.18414,442,1761,0.16603,0.20225
1986,Bavaria,West,Civil servant,0.04998,86,1761,0.03980,0.06016
1986,Bavaria,West,White-collar worker,0.21873,382,1761,0.19942,0.23805
1986,Bavaria,West,Apprentice/ Trainee/ Intern,0.07795,161,1761,0.06542,0.09047
1986,Bavaria,West,Not employed: Pensioner,0.22521,256,1761,0.20569,0.24472
1986,Bavaria,West,Not employed: registered unemployed,0.03569,72,1761,0.02702,0.04436
1986,Bavaria,West,Not employed: no further information,0.13083,246,1761,0.11507,0.14658
1986,Berlin,West,Blue-collar worker,0.19424,100,277,0.14756,0.24091
1986,Berlin,West,White-collar worker,0.26886,84,277,0.21655,0.32117
1986,Berlin,West,Not employed: Pensioner,0.28664,57,277,0.23330,0.33999
1986,Berlin,West,Not employed: no further information,0.06603,36,277,0.03673,0.09533
1987,Schleswig-Holstein,West,Blue-collar worker,0.17487,68,237,0.12640,0.22333
1987,Schleswig-Holstein,West,White-collar worker,0.24390,74,237,0.18911,0.29869
1987,Schleswig-Holstein,West,Not employed: Pensioner,0.23018,53,237,0.17648,0.28389
1987,Schleswig-Holstein,West,Not employed: no further information,0.12636,42,237,0.08397,0.16876
1987,Hamburg,West,Blue-collar worker,0.15167,49,150,0.09407,0.20926
1987,Hamburg,West,White-collar worker,0.26890,55,150,0.19771,0.34009
1987,Hamburg,West,Not employed: Pensioner,0.30752,46,150,0.23342,0.38162
1987,Lower Saxony,West,Self-employed,0.05720,68,1092,0.04342,0.07098
1987,Lower Saxony,West,Blue-collar worker,0.16780,227,1092,0.14563,0.18998
1987,Lower Saxony,West,Civil servant,0.05196,56,1092,0.03879,0.06513
1987,Lower Saxony,West,White-collar worker,0.19544,218,1092,0.17191,0.21897
1987,Lower Saxony,West,Apprentice/ Trainee/ Intern,0.10521,139,1092,0.08701,0.12342
1987,Lower Saxony,West,Not employed: Pensioner,0.24059,179,1092,0.21522,0.26595
1987,Lower Saxony,West,Not employed: registered unemployed,0.04244,53,1092,0.03048,0.05440
1987,Lower Saxony,West,Not employed: no further information,0.12871,152,1092,0.10884,0.14858
1987,Bremen,West,Not employed: Pensioner,0.48867,33,33,0.31547,0.66186
1987,North Rhine-Westphalia,West,Self-employed,0.04480,129,2804,0.03715,0.05246
1987,North Rhine-Westphalia,West,Blue-collar worker,0.18742,698,2804,0.17298,0.20187
1987,North Rhine-Westphalia,West,Civil servant,0.04928,131,2804,0.04126,0.05729
1987,North Rhine-Westphalia,West,White-collar worker,0.21084,526,2804,0.19573,0.22594
1987,North Rhine-Westphalia,West,Apprentice/ Trainee/ Intern,0.09457,329,2804,0.08374,0.10540
1987,North Rhine-Westphalia,West,Not employed: Pensioner,0.21452,366,2804,0.19933,0.22972
1987,North Rhine-Westphalia,West,Not employed: registered unemployed,0.04282,141,2804,0.03533,0.05032
1987,North Rhine-Westphalia,West,Not employed: no further information,0.14908,484,2804,0.13589,0.16226
1987,Hesse,West,Self-employed,0.04291,46,1053,0.03066,0.05515
1987,Hesse,West,Blue-collar worker,0.20595,322,1053,0.18151,0.23038
1987,Hesse,West,Civil servant,0.04311,36,1053,0.03084,0.05538
1987,Hesse,West,White-collar worker,0.21244,197,1053,0.18772,0.23716
1987,Hesse,West,Apprentice/ Trainee/ Intern,0.08902,105,1053,0.07182,0.10623
1987,Hesse,West,Not employed: Pensioner,0.25115,152,1053,0.22495,0.27736
1987,Hesse,West,Not employed: registered unemployed,0.02872,44,1053,0.01863,0.03881
1987,Hesse,West,Not employed: no further information,0.12390,151,1053,0.10399,0.14381
1987,"Rhineland-Palatinate, Saarland",West,Self-employed,0.04803,32,733,0.03254,0.06352
1987,"Rhineland-Palatinate, Saarland",West,Blue-collar worker,0.20889,196,733,0.17944,0.23834
1987,"Rhineland-Palatinate, Saarland",West,White-collar worker,0.15409,119,733,0.12794,0.18025
1987,"Rhineland-Palatinate, Saarland",West,Apprentice/ Trainee/ Intern,0.08313,73,733,0.06313,0.10313
1987,"Rhineland-Palatinate, Saarland",West,Not employed: Pensioner,0.25900,140,733,0.22727,0.29074
1987,"Rhineland-Palatinate, Saarland",West,Not employed: registered unemployed,0.03949,33,733,0.02538,0.05360
1987,"Rhineland-Palatinate, Saarland",West,Not employed: no further information,0.16805,140,733,0.14097,0.19514
1987,Baden-Wuerttemberg,West,Self-employed,0.05770,96,1943,0.04733,0.06808
1987,Baden-Wuerttemberg,West,Blue-collar worker,0.25333,703,1943,0.23399,0.27268
1987,Baden-Wuerttemberg,West,Civil servant,0.04764,74,1943,0.03816,0.05711
1987,Baden-Wuerttemberg,West,White-collar worker,0.20514,317,1943,0.18718,0.22310
1987,Baden-Wuerttemberg,West,Apprentice/ Trainee/ Intern,0.08259,191,1943,0.07035,0.09483
1987,Baden-Wuerttemberg,West,Not employed: Pensioner,0.20327,229,1943,0.18537,0.22117
1987,Baden-Wuerttemberg,West,Not employed: registered unemployed,0.02260,66,1943,0.01599,0.02921
1987,Baden-Wuerttemberg,West,Not employed: no further information,0.11673,267,1943,0.10245,0.13102
1987,Bavaria,West,Self-employed,0.07231,116,1715,0.06005,0.08457
1987,Bavaria,West,Blue-collar worker,0.20675,451,1715,0.18758,0.22592
1987,Bavaria,West,Civil servant,0.04936,78,1715,0.03910,0.05961
1987,Bavaria,West,White-collar worker,0.22584,386,1715,0.20604,0.24563
1987,Bavaria,West,Apprentice/ Trainee/ Intern,0.06844,161,1715,0.05648,0.08039
1987,Bavaria,West,Not employed: Pensioner,0.21706,240,1715,0.19754,0.23658
1987,Bavaria,West,Not employed: registered unemployed,0.03417,64,1715,0.02557,0.04278
1987,Bavaria,West,Not employed: no further information,0.12379,219,1715,0.10820,0.13938
1987,Berlin,West,Blue-collar worker,0.18319,96,310,0.14006,0.22633
1987,Berlin,West,White-collar worker,0.27810,87,310,0.22814,0.32805
1987,Berlin,West,Apprentice/ Trainee/ Intern,0.06567,32,310,0.03805,0.09329
1987,Berlin,West,Not employed: Pensioner,0.28769,57,310,0.23722,0.33817
1987,Berlin,West,Not employed: no further information,0.06587,38,310,0.03821,0.09352
1988,Schleswig-Holstein,West,Blue-collar worker,0.16148,65,236,0.11443,0.20853
1988,Schleswig-Holstein,West,White-collar worker,0.23228,73,236,0.17828,0.28627
1988,Schleswig-Holstein,West,Not employed: Pensioner,0.22433,52,236,0.17099,0.27766
1988,Schleswig-Holstein,West,Not employed: no further information,0.14025,46,236,0.09586,0.18465
1988,Hamburg,West,Blue-collar worker,0.15197,42,145,0.09334,0.21061
1988,Hamburg,West,White-collar worker,0.31743,58,145,0.24140,0.39346
1988,Hamburg,West,Not employed: Pensioner,0.31383,45,145,0.23803,0.38962
1988,Lower Saxony,West,Self-employed,0.05968,65,1044,0.04530,0.07405
1988,Lower Saxony,West,Blue-collar worker,0.18710,234,1044,0.16343,0.21076
1988,Lower Saxony,West,Civil servant,0.05583,56,1044,0.04189,0.06976
1988,Lower Saxony,West,White-collar worker,0.18983,198,1044,0.16603,0.21363
1988,Lower Saxony,West,Apprentice/ Trainee/ Intern,0.08635,112,1044,0.06930,0.10339
1988,Lower Saxony,West,Not employed: Pensioner,0.23812,171,1044,0.21227,0.26397
1988,Lower Saxony,West,Not employed: registered unemployed,0.06064,67,1044,0.04616,0.07513
1988,Lower Saxony,West,Not employed: no further information,0.12026,141,1044,0.10052,0.14000
1988,Bremen,West,Not employed: Pensioner,0.45275,32,32,0.27753,0.62798
1988,North Rhine-Westphalia,West,Self-employed,0.03939,110,2674,0.03201,0.04676
1988,North Rhine-Westphalia,West,Blue-collar worker,0.17694,644,2674,0.16247,0.19140
1988,North Rhine-Westphalia,West,Civil servant,0.04976,123,2674,0.04152,0.05801
1988,North Rhine-Westphalia,West,White-collar worker,0.22797,536,2674,0.21207,0.24387
1988,North Rhine-Westphalia,West,Apprentice/ Trainee/ Intern,0.10299,315,2674,0.09146,0.11451
1988,North Rhine-Westphalia,West,Not employed: Pensioner,0.20992,351,2674,0.19449,0.22536
1988,North Rhine-Westphalia,West,Not employed: registered unemployed,0.04353,127,2674,0.03579,0.05127
1988,North Rhine-Westphalia,West,Not employed: no further information,0.14512,468,2674,0.13176,0.15847
1988,Hesse,West,Self-employed,0.04245,45,992,0.02989,0.05500
1988,Hesse,West,Blue-collar worker,0.19030,287,992,0.16586,0.21474
1988,Hesse,West,Civil servant,0.04379,35,992,0.03105,0.05653
1988,Hesse,West,White-collar worker,0.21618,190,992,0.19055,0.24181
1988,Hesse,West,Apprentice/ Trainee/ Intern,0.06566,82,992,0.05024,0.08108
1988,Hesse,West,Not employed: Pensioner,0.26532,153,992,0.23783,0.29281
1988,Hesse,West,Not employed: registered unemployed,0.02962,46,992,0.01907,0.04018
1988,Hesse,West,Not employed: no further information,0.13496,154,992,0.11368,0.15623
1988,"Rhineland-Palatinate, Saarland",West,Self-employed,0.05168,33,704,0.03532,0.06805
1988,"Rhineland-Palatinate, Saarland",West,Blue-collar worker,0.19981,183,704,0.17025,0.22937
1988,"Rhineland-Palatinate, Saarland",West,White-collar worker,0.16423,118,704,0.13685,0.19162
1988,"Rhineland-Palatinate, Saarland",West,Apprentice/ Trainee/ Intern,0.08035,67,704,0.06026,0.10045
1988,"Rhineland-Palatinate, Saarland",West,Not employed: Pensioner,0.25717,133,704,0.22486,0.28947
1988,"Rhineland-Palatinate, Saarland",West,Not employed: registered unemployed,0.04421,39,704,0.02901,0.05940
1988,"Rhineland-Palatinate, Saarland",West,Not employed: no further information,0.15537,131,704,0.12859,0.18215
1988,Baden-Wuerttemberg,West,Self-employed,0.05619,94,1871,0.04575,0.06662
1988,Baden-Wuerttemberg,West,Blue-collar worker,0.23057,647,1871,0.21148,0.24966
1988,Baden-Wuerttemberg,West,Civil servant,0.04589,65,1871,0.03641,0.05537
1988,Baden-Wuerttemberg,West,White-collar worker,0.22620,326,1871,0.20724,0.24516
1988,Baden-Wuerttemberg,West,Apprentice/ Trainee/ Intern,0.08535,182,1871,0.07269,0.09802
1988,Baden-Wuerttemberg,West,Not employed: Pensioner,0.20827,234,1871,0.18986,0.22667
1988,Baden-Wuerttemberg,West,Not employed: registered unemployed,0.02092,54,1871,0.01443,0.02741
1988,Baden-Wuerttemberg,West,Not employed: no further information,0.11846,269,1871,0.10382,0.13311
1988,Bavaria,West,Self-employed,0.07508,113,1635,0.06230,0.08786
1988,Bavaria,West,Blue-collar worker,0.20444,434,1635,0.18488,0.22399
1988,Bavaria,West,Civil servant,0.04649,69,1635,0.03628,0.05670
1988,Bavaria,West,White-collar worker,0.22377,353,1635,0.20356,0.24398
1988,Bavaria,West,Apprentice/ Trainee/ Intern,0.07443,159,1635,0.06170,0.08715
1988,Bavaria,West,Not employed: Pensioner,0.23033,240,1635,0.20991,0.25074
1988,Bavaria,West,Not employed: registered unemployed,0.02630,59,1635,0.01854,0.03406
1988,Bavaria,West,Not employed: no further information,0.11451,208,1635,0.09907,0.12995
1988,Berlin,West,Blue-collar worker,0.18877,96,224,0.13741,0.24014
1988,Berlin,West,White-collar worker,0.30101,82,224,0.24080,0.36121
1988,Berlin,West,Not employed: Pensioner,0.25896,46,224,0.20146,0.31645
1989,Schleswig-Holstein,West,Blue-collar worker,0.16011,58,234,0.11302,0.20720
1989,Schleswig-Holstein,West,White-collar worker,0.26697,77,234,0.21017,0.32378
1989,Schleswig-Holstein,West,Not employed: Pensioner,0.20438,45,234,0.15260,0.25616
1989,Schleswig-Holstein,West,Not employed: no further information,0.16647,54,234,0.11864,0.21430
1989,Hamburg,West,Blue-collar worker,0.18268,43,141,0.11867,0.24669
1989,Hamburg,West,White-collar worker,0.33196,58,141,0.25396,0.40997
1989,Hamburg,West,Not employed: Pensioner,0.29233,40,141,0.21699,0.36768
1989,Lower Saxony,West,Self-employed,0.05909,60,990,0.04440,0.07379
1989,Lower Saxony,West,Blue-collar worker,0.16762,209,990,0.14434,0.19090
1989,Lower Saxony,West,Civil servant,0.05669,55,990,0.04228,0.07110
1989,Lower Saxony,West,White-collar worker,0.20710,200,990,0.18185,0.23236
1989,Lower Saxony,West,Apprentice/ Trainee/ Intern,0.08193,101,990,0.06484,0.09902
1989,Lower Saxony,West,Not employed: Pensioner,0.25004,171,990,0.22305,0.27703
1989,Lower Saxony,West,Not employed: registered unemployed,0.04225,48,990,0.02971,0.05479
1989,Lower Saxony,West,Not employed: no further information,0.13009,146,990,0.10912,0.15106
1989,North Rhine-Westphalia,West,Self-employed,0.03970,101,2598,0.03219,0.04720
1989,North Rhine-Westphalia,West,Blue-collar worker,0.17143,624,2598,0.15693,0.18592
1989,North Rhine-Westphalia,West,Civil servant,0.04533,110,2598,0.03733,0.05333
1989,North Rhine-Westphalia,West,White-collar worker,0.24228,556,2598,0.22580,0.25875
1989,North Rhine-Westphalia,West,Apprentice/ Trainee/ Intern,0.10367,302,2598,0.09195,0.11540
