year,pgisced97,sampreg,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,First Stage of Tertiary Education,West,Self-employed,0.11869,80,631,0.09343,0.14394
1984,First Stage of Tertiary Education,West,Blue-collar worker,0.09193,65,631,0.06937,0.11450
1984,First Stage of Tertiary Education,West,Civil servant,0.06152,42,631,0.04275,0.08028
1984,First Stage of Tertiary Education,West,White-collar worker,0.36823,261,631,0.33057,0.40589
1984,First Stage of Tertiary Education,West,Not employed: Pensioner,0.21697,113,631,0.18479,0.24916
1984,First Stage of Tertiary Education,West,Not employed: no further information,0.10011,70,631,0.07667,0.12354
1984,Second Stage of Tertiary Education,West,Self-employed,0.10632,93,723,0.08383,0.12880
1984,Second Stage of Tertiary Education,West,Civil servant,0.25888,207,723,0.22693,0.29083
1984,Second Stage of Tertiary Education,West,White-collar worker,0.36614,291,723,0.33100,0.40128
1984,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.14416,81,723,0.11854,0.16979
1984,Second Stage of Tertiary Education,West,Not employed: no further information,0.05755,51,723,0.04056,0.07454
1985,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.97013,182,182,0.94533,0.99493
1985,Primary Level,West,Blue-collar worker,0.40992,426,780,0.37539,0.44446
1985,Primary Level,West,Not employed: Pensioner,0.09590,39,780,0.07523,0.11658
1985,Primary Level,West,Not employed: registered unemployed,0.12248,75,780,0.09946,0.14550
1985,Primary Level,West,Not employed: no further information,0.26301,240,780,0.23209,0.29393
1985,Lower Secondary Level,West,Self-employed,0.02905,88,3042,0.02308,0.03502
1985,Lower Secondary Level,West,Blue-collar worker,0.20062,919,3042,0.18638,0.21485
1985,Lower Secondary Level,West,White-collar worker,0.06496,197,3042,0.05620,0.07372
1985,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.15266,484,3042,0.13988,0.16544
1985,Lower Secondary Level,West,Not employed: Pensioner,0.31375,584,3042,0.29726,0.33024
1985,Lower Secondary Level,West,Not employed: registered unemployed,0.03526,137,3042,0.02870,0.04181
1985,Lower Secondary Level,West,Not employed: no further information,0.19639,633,3042,0.18227,0.21051
1985,Upper Secondary Level,West,Self-employed,0.05100,265,5146,0.04499,0.05701
1985,Upper Secondary Level,West,Blue-collar worker,0.21993,1410,5146,0.20861,0.23125
1985,Upper Secondary Level,West,Civil servant,0.04316,220,5146,0.03761,0.04871
1985,Upper Secondary Level,West,White-collar worker,0.24668,1248,5146,0.23490,0.25846
1985,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.04908,304,5146,0.04317,0.05498
1985,Upper Secondary Level,West,Not employed: Pensioner,0.21937,771,5146,0.20806,0.23068
1985,Upper Secondary Level,West,Not employed: registered unemployed,0.04226,237,5146,0.03677,0.04776
1985,Upper Secondary Level,West,Not employed: no further information,0.12190,691,5146,0.11296,0.13084
1985,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.15326,73,191,0.10204,0.20449
1985,Post-secondary Non-tertiary Level,West,White-collar worker,0.34701,82,191,0.27933,0.41470
1985,Post-secondary Non-tertiary Level,West,Apprentice/ Trainee/ Intern,0.13829,36,191,0.08920,0.18737
1985,First Stage of Tertiary Education,West,Self-employed,0.12398,79,584,0.09723,0.15074
1985,First Stage of Tertiary Education,West,Blue-collar worker,0.08487,58,584,0.06224,0.10749
1985,First Stage of Tertiary Education,West,Civil servant,0.07302,44,584,0.05190,0.09414
1985,First Stage of Tertiary Education,West,White-collar worker,0.35824,238,584,0.31932,0.39717
1985,First Stage of Tertiary Education,West,Not employed: Pensioner,0.22084,105,584,0.18717,0.25452
1985,First Stage of Tertiary Education,West,Not employed: no further information,0.08504,60,584,0.06240,0.10769
1985,Second Stage of Tertiary Education,West,Self-employed,0.09740,78,682,0.07513,0.11967
1985,Second Stage of Tertiary Education,West,Civil servant,0.24136,185,682,0.20922,0.27350
1985,Second Stage of Tertiary Education,West,White-collar worker,0.38145,297,682,0.34497,0.41794
1985,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.15102,77,682,0.12413,0.17791
1985,Second Stage of Tertiary Education,West,Not employed: no further information,0.04967,45,682,0.03335,0.06599
1986,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.96267,182,182,0.93505,0.99028
1986,Primary Level,West,Blue-collar worker,0.43084,393,752,0.39542,0.46626
1986,Primary Level,West,Apprentice/ Trainee/ Intern,0.09328,38,752,0.07248,0.11408
1986,Primary Level,West,Not employed: Pensioner,0.10341,42,752,0.08163,0.12518
1986,Primary Level,West,Not employed: registered unemployed,0.09229,59,752,0.07159,0.11299
1986,Primary Level,West,Not employed: no further information,0.25078,220,752,0.21978,0.28178
1986,Lower Secondary Level,West,Self-employed,0.02821,86,2886,0.02217,0.03425
1986,Lower Secondary Level,West,Blue-collar worker,0.19752,873,2886,0.18299,0.21205
1986,Lower Secondary Level,West,White-collar worker,0.07427,200,2886,0.06470,0.08384
1986,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.14548,477,2886,0.13261,0.15834
1986,Lower Secondary Level,West,Not employed: Pensioner,0.31582,538,2886,0.29886,0.33278
1986,Lower Secondary Level,West,Not employed: registered unemployed,0.03952,138,2886,0.03241,0.04663
1986,Lower Secondary Level,West,Not employed: no further information,0.19037,574,2886,0.17605,0.20470
1986,Upper Secondary Level,West,Self-employed,0.05108,255,4984,0.04496,0.05719
1986,Upper Secondary Level,West,Blue-collar worker,0.22458,1397,4984,0.21299,0.23617
1986,Upper Secondary Level,West,Civil servant,0.04052,199,4984,0.03505,0.04600
1986,Upper Secondary Level,West,White-collar worker,0.24006,1181,4984,0.22820,0.25192
1986,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.05377,301,4984,0.04751,0.06003
1986,Upper Secondary Level,West,Not employed: Pensioner,0.22393,749,4984,0.21236,0.23551
1986,Upper Secondary Level,West,Not employed: Military/Community Service,0.00775,36,4984,0.00532,0.01019
1986,Upper Secondary Level,West,Not employed: registered unemployed,0.03499,209,4984,0.02989,0.04010
1986,Upper Secondary Level,West,Not employed: no further information,0.12166,657,4984,0.11258,0.13074
1986,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.14171,69,162,0.08784,0.19558
1986,Post-secondary Non-tertiary Level,West,White-collar worker,0.38860,93,162,0.31331,0.46390
1986,First Stage of Tertiary Education,West,Self-employed,0.11884,71,551,0.09180,0.14589
1986,First Stage of Tertiary Education,West,Blue-collar worker,0.09295,62,551,0.06868,0.11721
1986,First Stage of Tertiary Education,West,Civil servant,0.06563,39,551,0.04493,0.08632
1986,First Stage of Tertiary Education,West,White-collar worker,0.34882,217,551,0.30899,0.38865
1986,First Stage of Tertiary Education,West,Not employed: Pensioner,0.22922,99,551,0.19409,0.26435
1986,First Stage of Tertiary Education,West,Not employed: no further information,0.09673,63,551,0.07202,0.12143
1986,Second Stage of Tertiary Education,West,Self-employed,0.10481,84,678,0.08174,0.12789
1986,Second Stage of Tertiary Education,West,Civil servant,0.24763,191,678,0.21511,0.28014
1986,Second Stage of Tertiary Education,West,White-collar worker,0.37455,283,678,0.33809,0.41101
1986,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.13276,68,678,0.10720,0.15832
1986,Second Stage of Tertiary Education,West,Not employed: no further information,0.06079,52,678,0.04279,0.07879
1987,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.93692,182,182,0.90150,0.97234
1987,Primary Level,West,Blue-collar worker,0.43238,368,719,0.39614,0.46861
1987,Primary Level,West,Apprentice/ Trainee/ Intern,0.08438,34,719,0.06405,0.10471
1987,Primary Level,West,Not employed: Pensioner,0.11065,50,719,0.08770,0.13360
1987,Primary Level,West,Not employed: registered unemployed,0.12148,74,719,0.09759,0.14538
1987,Primary Level,West,Not employed: no further information,0.21897,193,719,0.18872,0.24922
1987,Lower Secondary Level,West,Self-employed,0.03223,92,2816,0.02570,0.03875
1987,Lower Secondary Level,West,Blue-collar worker,0.21640,864,2816,0.20119,0.23162
1987,Lower Secondary Level,West,White-collar worker,0.07342,185,2816,0.06379,0.08306
1987,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.12599,478,2816,0.11373,0.13825
1987,Lower Secondary Level,West,Not employed: Pensioner,0.31716,517,2816,0.29997,0.33435
1987,Lower Secondary Level,West,Not employed: registered unemployed,0.03946,140,2816,0.03226,0.04665
1987,Lower Secondary Level,West,Not employed: no further information,0.18706,540,2816,0.17265,0.20146
1987,Upper Secondary Level,West,Self-employed,0.04803,241,4954,0.04208,0.05399
1987,Upper Secondary Level,West,Blue-collar worker,0.23070,1428,4954,0.21897,0.24243
1987,Upper Secondary Level,West,Civil servant,0.04187,204,4954,0.03629,0.04745
1987,Upper Secondary Level,West,White-collar worker,0.24273,1180,4954,0.23079,0.25467
1987,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.05212,291,4954,0.04593,0.05832
1987,Upper Secondary Level,West,Not employed: Pensioner,0.22053,735,4954,0.20898,0.23207
1987,Upper Secondary Level,West,Not employed: Military/Community Service,0.00866,40,4954,0.00608,0.01124
1987,Upper Secondary Level,West,Not employed: registered unemployed,0.03354,195,4954,0.02852,0.03855
1987,Upper Secondary Level,West,Not employed: no further information,0.11904,640,4954,0.11002,0.12806
1987,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.13058,63,189,0.08241,0.17874
1987,Post-secondary Non-tertiary Level,West,White-collar worker,0.39109,94,189,0.32134,0.46085
1987,Post-secondary Non-tertiary Level,West,Apprentice/ Trainee/ Intern,0.12164,32,189,0.07491,0.16837
1987,First Stage of Tertiary Education,West,Self-employed,0.11420,64,538,0.08730,0.14110
1987,First Stage of Tertiary Education,West,Blue-collar worker,0.08101,51,538,0.05793,0.10408
1987,First Stage of Tertiary Education,West,Civil servant,0.06827,38,538,0.04694,0.08960
1987,First Stage of Tertiary Education,West,White-collar worker,0.36442,223,538,0.32372,0.40513
1987,First Stage of Tertiary Education,West,Not employed: Pensioner,0.22156,93,538,0.18644,0.25669
1987,First Stage of Tertiary Education,West,Not employed: no further information,0.11091,69,538,0.08435,0.13747
1987,Second Stage of Tertiary Education,West,Self-employed,0.11591,89,685,0.09192,0.13990
1987,Second Stage of Tertiary Education,West,Civil servant,0.23674,187,685,0.20488,0.26859
1987,Second Stage of Tertiary Education,West,White-collar worker,0.36685,285,685,0.33073,0.40296
1987,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.14704,75,685,0.12050,0.17358
1987,Second Stage of Tertiary Education,West,Not employed: no further information,0.05775,49,685,0.04027,0.07524
1988,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.95665,155,155,0.92448,0.98881
1988,Primary Level,West,Blue-collar worker,0.40937,336,644,0.37136,0.44738
1988,Primary Level,West,Not employed: Pensioner,0.11524,50,644,0.09056,0.13992
1988,Primary Level,West,Not employed: registered unemployed,0.12004,67,644,0.09492,0.14516
1988,Primary Level,West,Not employed: no further information,0.25965,191,644,0.22576,0.29354
1988,Lower Secondary Level,West,Self-employed,0.03357,87,2695,0.02677,0.04037
1988,Lower Secondary Level,West,Blue-collar worker,0.21091,831,2695,0.19550,0.22631
1988,Lower Secondary Level,West,White-collar worker,0.07706,191,2695,0.06699,0.08714
1988,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.12555,451,2695,0.11304,0.13806
1988,Lower Secondary Level,West,Not employed: Pensioner,0.31948,489,2695,0.30188,0.33709
1988,Lower Secondary Level,West,Not employed: registered unemployed,0.04083,138,2695,0.03336,0.04830
1988,Lower Secondary Level,West,Not employed: no further information,0.18276,508,2695,0.16817,0.19736
1988,Upper Secondary Level,West,Self-employed,0.04719,232,4734,0.04115,0.05323
1988,Upper Secondary Level,West,Blue-collar worker,0.22268,1312,4734,0.21082,0.23453
1988,Upper Secondary Level,West,Civil servant,0.04223,191,4734,0.03650,0.04796
1988,Upper Secondary Level,West,White-collar worker,0.24849,1143,4734,0.23618,0.26080
1988,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.04804,263,4734,0.04195,0.05413
1988,Upper Secondary Level,West,Not employed: Pensioner,0.22321,728,4734,0.21135,0.23507
1988,Upper Secondary Level,West,Not employed: Military/Community Service,0.00853,38,4734,0.00591,0.01115
1988,Upper Secondary Level,West,Not employed: registered unemployed,0.04104,207,4734,0.03539,0.04669
1988,Upper Secondary Level,West,Not employed: no further information,0.11619,620,4734,0.10706,0.12532
1988,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.12022,62,151,0.06817,0.17226
1988,Post-secondary Non-tertiary Level,West,White-collar worker,0.39921,89,151,0.32084,0.47758
1988,First Stage of Tertiary Education,West,Self-employed,0.11688,65,529,0.08947,0.14428
1988,First Stage of Tertiary Education,West,Blue-collar worker,0.09189,55,529,0.06725,0.11653
1988,First Stage of Tertiary Education,West,Civil servant,0.06796,39,529,0.04649,0.08942
1988,First Stage of Tertiary Education,West,White-collar worker,0.37047,210,529,0.32927,0.41166
1988,First Stage of Tertiary Education,West,Not employed: Pensioner,0.23459,94,529,0.19845,0.27073
1988,First Stage of Tertiary Education,West,Not employed: no further information,0.10276,66,529,0.07686,0.12866
1988,Second Stage of Tertiary Education,West,Self-employed,0.10621,77,641,0.08234,0.13008
1988,Second Stage of Tertiary Education,West,Civil servant,0.23222,166,641,0.19950,0.26493
1988,Second Stage of Tertiary Education,West,White-collar worker,0.40476,293,641,0.36673,0.44278
1988,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.13272,65,641,0.10644,0.15901
1988,Second Stage of Tertiary Education,West,Not employed: no further information,0.04968,40,641,0.03285,0.06652
1989,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.95379,164,164,0.92157,0.98602
1989,Primary Level,West,Blue-collar worker,0.42325,310,607,0.38391,0.46259
1989,Primary Level,West,Not employed: Pensioner,0.12578,59,607,0.09938,0.15218
1989,Primary Level,West,Not employed: registered unemployed,0.07919,36,607,0.05769,0.10069
1989,Primary Level,West,Not employed: no further information,0.27632,202,607,0.24072,0.31192
1989,Lower Secondary Level,West,Self-employed,0.03035,80,2554,0.02369,0.03700
1989,Lower Secondary Level,West,Blue-collar worker,0.21030,807,2554,0.19449,0.22611
1989,Lower Secondary Level,West,White-collar worker,0.08437,201,2554,0.07359,0.09515
1989,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.12443,393,2554,0.11162,0.13723
1989,Lower Secondary Level,West,Not employed: Pensioner,0.33721,489,2554,0.31887,0.35554
1989,Lower Secondary Level,West,Not employed: registered unemployed,0.03095,102,2554,0.02423,0.03766
1989,Lower Secondary Level,West,Not employed: no further information,0.17617,482,2554,0.16139,0.19095
1989,Upper Secondary Level,West,Self-employed,0.04414,210,4610,0.03821,0.05007
1989,Upper Secondary Level,West,Blue-collar worker,0.22583,1307,4610,0.21376,0.23790
1989,Upper Secondary Level,West,Civil servant,0.04193,184,4610,0.03614,0.04771
1989,Upper Secondary Level,West,White-collar worker,0.26241,1167,4610,0.24971,0.27511
1989,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.04745,254,4610,0.04131,0.05359
1989,Upper Secondary Level,West,Not employed: Pensioner,0.22132,699,4610,0.20934,0.23331
1989,Upper Secondary Level,West,Not employed: Military/Community Service,0.00618,34,4610,0.00392,0.00844
1989,Upper Secondary Level,West,Not employed: registered unemployed,0.03023,149,4610,0.02529,0.03517
1989,Upper Secondary Level,West,Not employed: no further information,0.11782,606,4610,0.10851,0.12713
1989,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.07760,50,195,0.03995,0.11525
1989,Post-secondary Non-tertiary Level,West,White-collar worker,0.44176,112,195,0.37188,0.51164
1989,Post-secondary Non-tertiary Level,West,Not employed: no further information,0.08581,33,195,0.04640,0.12523
1989,First Stage of Tertiary Education,West,Self-employed,0.10809,59,501,0.08088,0.13531
1989,First Stage of Tertiary Education,West,Blue-collar worker,0.08997,52,501,0.06489,0.11505
1989,First Stage of Tertiary Education,West,Civil servant,0.06789,36,501,0.04584,0.08993
1989,First Stage of Tertiary Education,West,White-collar worker,0.38022,207,501,0.33767,0.42277
1989,First Stage of Tertiary Education,West,Not employed: Pensioner,0.23478,90,501,0.19763,0.27193
1989,First Stage of Tertiary Education,West,Not employed: no further information,0.09339,57,501,0.06789,0.11890
1989,Second Stage of Tertiary Education,West,Self-employed,0.10199,77,645,0.07861,0.12536
1989,Second Stage of Tertiary Education,West,Civil servant,0.21472,151,645,0.18301,0.24644
1989,Second Stage of Tertiary Education,West,White-collar worker,0.41433,301,645,0.37629,0.45238
1989,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.14105,73,645,0.11417,0.16794
1989,Second Stage of Tertiary Education,West,Not employed: no further information,0.06525,43,645,0.04618,0.08433
1990,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.94896,153,153,0.91397,0.98395
1990,Pre-primary Level,East,Apprentice/ Trainee/ Intern,0.97431,32,32,0.91861,1.03000
1990,Primary Level,West,Blue-collar worker,0.45936,315,591,0.41914,0.49957
1990,Primary Level,West,Not employed: Pensioner,0.11991,60,591,0.09370,0.14612
1990,Primary Level,West,Not employed: registered unemployed,0.07003,38,591,0.04944,0.09062
1990,Primary Level,West,Not employed: no further information,0.26468,178,591,0.22908,0.30028
1990,Lower Secondary Level,West,Self-employed,0.02866,80,2449,0.02205,0.03527
1990,Lower Secondary Level,West,Blue-collar worker,0.22083,795,2449,0.20440,0.23727
1990,Lower Secondary Level,West,White-collar worker,0.08310,191,2449,0.07217,0.09404
1990,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.11921,345,2449,0.10638,0.13205
1990,Lower Secondary Level,West,Not employed: Pensioner,0.33089,496,2449,0.31225,0.34953
1990,Lower Secondary Level,West,Not employed: registered unemployed,0.03346,98,2449,0.02633,0.04058
1990,Lower Secondary Level,West,Not employed: no further information,0.17405,444,2449,0.15903,0.18907
1990,Lower Secondary Level,East,Blue-collar worker,0.17136,107,454,0.13666,0.20606
1990,Lower Secondary Level,East,Apprentice/ Trainee/ Intern,0.22631,157,454,0.18778,0.26485
1990,Lower Secondary Level,East,Not employed: Pensioner,0.49147,190,454,0.44544,0.53751
1990,Upper Secondary Level,West,Self-employed,0.04576,210,4523,0.03967,0.05185
1990,Upper Secondary Level,West,Blue-collar worker,0.22832,1275,4523,0.21608,0.24055
1990,Upper Secondary Level,West,Civil servant,0.04229,182,4523,0.03642,0.04815
1990,Upper Secondary Level,West,White-collar worker,0.26566,1147,4523,0.25279,0.27853
1990,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.05068,257,4523,0.04429,0.05708
1990,Upper Secondary Level,West,Not employed: Pensioner,0.21832,717,4523,0.20628,0.23036
1990,Upper Secondary Level,West,Not employed: Military/Community Service,0.00684,35,4523,0.00444,0.00924
1990,Upper Secondary Level,West,Not employed: registered unemployed,0.02581,134,4523,0.02119,0.03043
1990,Upper Secondary Level,West,Not employed: no further information,0.11272,566,4523,0.10350,0.12194
1990,Upper Secondary Level,East,Self-employed,0.01777,50,2494,0.01258,0.02295
1990,Upper Secondary Level,East,Blue-collar worker,0.47663,1288,2494,0.45702,0.49624
1990,Upper Secondary Level,East,White-collar worker,0.23953,657,2494,0.22278,0.25628
1990,Upper Secondary Level,East,Apprentice/ Trainee/ Intern,0.01838,49,2494,0.01311,0.02366
1990,Upper Secondary Level,East,Not employed: Pensioner,0.18576,328,2494,0.17049,0.20103
1990,Upper Secondary Level,East,Not employed: no further information,0.04664,122,2494,0.03836,0.05492
1990,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.09450,52,195,0.05334,0.13567
1990,Post-secondary Non-tertiary Level,West,White-collar worker,0.43902,110,195,0.36919,0.50886
1990,Post-secondary Non-tertiary Level,West,Not employed: no further information,0.08743,33,195,0.04768,0.12718
1990,Post-secondary Non-tertiary Level,East,White-collar worker,0.41580,35,35,0.25013,0.58147
1990,First Stage of Tertiary Education,West,Self-employed,0.10380,55,496,0.07693,0.13067
1990,First Stage of Tertiary Education,West,Blue-collar worker,0.07608,47,496,0.05272,0.09944
1990,First Stage of Tertiary Education,West,Civil servant,0.07174,38,496,0.04900,0.09447
1990,First Stage of Tertiary Education,West,White-collar worker,0.38463,207,496,0.34177,0.42749
1990,First Stage of Tertiary Education,West,Not employed: Pensioner,0.23325,92,496,0.19599,0.27050
1990,First Stage of Tertiary Education,West,Not employed: no further information,0.09624,57,496,0.07026,0.12222
1990,First Stage of Tertiary Education,East,Self-employed,0.11962,31,254,0.07963,0.15961
1990,First Stage of Tertiary Education,East,Blue-collar worker,0.31313,92,254,0.25598,0.37027
1990,First Stage of Tertiary Education,East,White-collar worker,0.34308,97,254,0.28458,0.40158
1990,First Stage of Tertiary Education,East,Not employed: Pensioner,0.21880,34,254,0.16786,0.26975
1990,Second Stage of Tertiary Education,West,Self-employed,0.10555,77,649,0.08189,0.12921
1990,Second Stage of Tertiary Education,West,Civil servant,0.21316,144,649,0.18162,0.24469
1990,Second Stage of Tertiary Education,West,White-collar worker,0.41952,305,649,0.38152,0.45752
1990,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.14901,84,649,0.12159,0.17642
1990,Second Stage of Tertiary Education,West,Not employed: no further information,0.04908,39,649,0.03245,0.06571
1990,Second Stage of Tertiary Education,East,White-collar worker,0.76807,787,915,0.74071,0.79544
1990,Second Stage of Tertiary Education,East,Not employed: Pensioner,0.09682,73,915,0.07765,0.11599
1990,Second Stage of Tertiary Education,East,Not employed: no further information,0.05129,55,915,0.03699,0.06559
1991,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.91979,139,139,0.87447,0.96510
1991,Primary Level,West,Blue-collar worker,0.47948,312,546,0.43754,0.52142
1991,Primary Level,West,Not employed: Pensioner,0.12982,71,546,0.10160,0.15804
1991,Primary Level,West,Not employed: no further information,0.25388,163,546,0.21734,0.29042
1991,Lower Secondary Level,West,Self-employed,0.02826,75,2386,0.02161,0.03491
1991,Lower Secondary Level,West,Blue-collar worker,0.22697,779,2386,0.21016,0.24378
1991,Lower Secondary Level,West,White-collar worker,0.08147,190,2386,0.07049,0.09245
1991,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.11803,352,2386,0.10508,0.13098
1991,Lower Secondary Level,West,Not employed: Pensioner,0.34873,495,2386,0.32960,0.36785
1991,Lower Secondary Level,West,Not employed: registered unemployed,0.02421,82,2386,0.01804,0.03038
1991,Lower Secondary Level,West,Not employed: no further information,0.16249,413,2386,0.14769,0.17730
1991,Lower Secondary Level,East,Blue-collar worker,0.13095,71,401,0.09789,0.16401
1991,Lower Secondary Level,East,Apprentice/ Trainee/ Intern,0.15845,113,401,0.12266,0.19423
1991,Lower Secondary Level,East,Not employed: Pensioner,0.54731,180,401,0.49853,0.59609
1991,Lower Secondary Level,East,Not employed: registered unemployed,0.07027,37,401,0.04522,0.09532
1991,Upper Secondary Level,West,Self-employed,0.04485,209,4514,0.03882,0.05089
1991,Upper Secondary Level,West,Blue-collar worker,0.22497,1276,4514,0.21279,0.23716
1991,Upper Secondary Level,West,Civil servant,0.04028,177,4514,0.03454,0.04601
1991,Upper Secondary Level,West,White-collar worker,0.27320,1189,4514,0.26020,0.28620
1991,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.04903,265,4514,0.04273,0.05533
1991,Upper Secondary Level,West,Not employed: Pensioner,0.22687,723,4514,0.21465,0.23909
1991,Upper Secondary Level,West,Not employed: registered unemployed,0.02382,128,4514,0.01937,0.02827
1991,Upper Secondary Level,West,Not employed: no further information,0.10888,547,4514,0.09979,0.11796
1991,Upper Secondary Level,East,Self-employed,0.02307,62,2321,0.01696,0.02917
1991,Upper Secondary Level,East,Blue-collar worker,0.41151,1046,2321,0.39149,0.43154
1991,Upper Secondary Level,East,White-collar worker,0.18765,486,2321,0.17176,0.20354
1991,Upper Secondary Level,East,Apprentice/ Trainee/ Intern,0.02479,64,2321,0.01846,0.03111
1991,Upper Secondary Level,East,Not employed: Pensioner,0.20934,357,2321,0.19278,0.22589
1991,Upper Secondary Level,East,Not employed: registered unemployed,0.08911,219,2321,0.07752,0.10070
1991,Upper Secondary Level,East,Not employed: no further information,0.03948,87,2321,0.03155,0.04740
1991,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.12642,56,188,0.07879,0.17406
1991,Post-secondary Non-tertiary Level,West,White-collar worker,0.46714,132,188,0.39563,0.53865
1991,First Stage of Tertiary Education,West,Self-employed,0.11236,60,501,0.08468,0.14005
1991,First Stage of Tertiary Education,West,Blue-collar worker,0.08126,47,501,0.05731,0.10521
1991,First Stage of Tertiary Education,West,Civil servant,0.06837,38,501,0.04625,0.09049
1991,First Stage of Tertiary Education,West,White-collar worker,0.38759,210,501,0.34489,0.43030
1991,First Stage of Tertiary Education,West,Not employed: Pensioner,0.22494,86,501,0.18834,0.26154
1991,First Stage of Tertiary Education,West,Not employed: no further information,0.10171,60,501,0.07522,0.12821
1991,First Stage of Tertiary Education,East,Self-employed,0.13228,35,224,0.08781,0.17675
1991,First Stage of Tertiary Education,East,Blue-collar worker,0.33315,87,224,0.27128,0.39501
1991,First Stage of Tertiary Education,East,White-collar worker,0.29003,70,224,0.23047,0.34959
1991,First Stage of Tertiary Education,East,Not employed: Pensioner,0.20005,32,224,0.14754,0.25255
1991,Second Stage of Tertiary Education,West,Self-employed,0.10900,80,668,0.08535,0.13265
1991,Second Stage of Tertiary Education,West,Civil servant,0.20974,148,668,0.17884,0.24064
1991,Second Stage of Tertiary Education,West,White-collar worker,0.40656,312,668,0.36929,0.44384
