year,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12607,478,2816,0.11381,0.13833
1987,Lower Secondary Level,Not employed: Pensioner,0.31737,517,2816,0.30018,0.33457
1987,Lower Secondary Level,Not employed: registered unemployed,0.03948,140,2816,0.03229,0.04668
1987,Lower Secondary Level,Not employed: no further information,0.18718,540,2816,0.17277,0.20159
1987,Upper Secondary Level,Self-employed,0.04817,241,4954,0.04220,0.05413
1987,Upper Secondary Level,Blue-collar worker,0.23134,1428,4954,0.21960,0.24309
1987,Upper Secondary Level,Civil servant,0.04199,204,4954,0.03640,0.04757
1987,Upper Secondary Level,White-collar worker,0.24340,1180,4954,0.23145,0.25535
1987,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05227,291,4954,0.04607,0.05847
1987,Upper Secondary Level,Not employed: Pensioner,0.22114,735,4954,0.20958,0.23270
1987,Upper Secondary Level,Not employed: Military/Community Service,0.00868,40,4954,0.00610,0.01127
1987,Upper Secondary Level,Not employed: registered unemployed,0.03363,195,4954,0.02861,0.03865
1987,Upper Secondary Level,Not employed: no further information,0.11937,640,4954,0.11034,0.12840
1987,Post-secondary Non-tertiary Level,Blue-collar worker,0.13058,63,189,0.08241,0.17874
1987,Post-secondary Non-tertiary Level,White-collar worker,0.39109,94,189,0.32134,0.46085
1987,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.12164,32,189,0.07491,0.16837
1987,First Stage of Tertiary Education,Self-employed,0.11420,64,538,0.08730,0.14110
1987,First Stage of Tertiary Education,Blue-collar worker,0.08101,51,538,0.05793,0.10408
1987,First Stage of Tertiary Education,Civil servant,0.06827,38,538,0.04694,0.08960
1987,First Stage of Tertiary Education,White-collar worker,0.36442,223,538,0.32372,0.40513
1987,First Stage of Tertiary Education,Not employed: Pensioner,0.22156,93,538,0.18644,0.25669
1987,First Stage of Tertiary Education,Not employed: no further information,0.11091,69,538,0.08435,0.13747
1987,Second Stage of Tertiary Education,Self-employed,0.11620,89,685,0.09218,0.14021
1987,Second Stage of Tertiary Education,Civil servant,0.23732,187,685,0.20544,0.26920
1987,Second Stage of Tertiary Education,White-collar worker,0.36775,285,685,0.33161,0.40389
1987,Second Stage of Tertiary Education,Not employed: Pensioner,0.14740,75,685,0.12083,0.17397
1987,Second Stage of Tertiary Education,Not employed: no further information,0.05790,49,685,0.04039,0.07540
1988,No answer / don't know,Blue-collar worker,0.23121,43,83,0.13995,0.32246
1988,No answer / don't know,Apprentice/ Trainee/ Intern,0.34274,40,83,0.24001,0.44547
1988,Pre-primary Level,Apprentice/ Trainee/ Intern,0.97136,155,155,0.94501,0.99770
1988,Primary Level,Blue-collar worker,0.40937,336,644,0.37136,0.44738
1988,Primary Level,Not employed: Pensioner,0.11524,50,644,0.09056,0.13992
1988,Primary Level,Not employed: registered unemployed,0.12004,67,644,0.09492,0.14516
1988,Primary Level,Not employed: no further information,0.25965,191,644,0.22576,0.29354
1988,Lower Secondary Level,Self-employed,0.03366,87,2695,0.02685,0.04047
1988,Lower Secondary Level,Blue-collar worker,0.21150,831,2695,0.19608,0.22692
1988,Lower Secondary Level,White-collar worker,0.07728,191,2695,0.06720,0.08736
1988,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12590,451,2695,0.11337,0.13843
1988,Lower Secondary Level,Not employed: Pensioner,0.32037,489,2695,0.30275,0.33799
1988,Lower Secondary Level,Not employed: registered unemployed,0.04095,138,2695,0.03346,0.04843
1988,Lower Secondary Level,Not employed: no further information,0.18327,508,2695,0.16866,0.19788
1988,Upper Secondary Level,Self-employed,0.04731,232,4734,0.04126,0.05335
1988,Upper Secondary Level,Blue-collar worker,0.22321,1312,4734,0.21135,0.23508
1988,Upper Secondary Level,Civil servant,0.04233,191,4734,0.03660,0.04807
1988,Upper Secondary Level,White-collar worker,0.24909,1143,4734,0.23677,0.26141
1988,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04816,263,4734,0.04206,0.05426
1988,Upper Secondary Level,Not employed: Pensioner,0.22375,728,4734,0.21187,0.23562
1988,Upper Secondary Level,Not employed: Military/Community Service,0.00855,38,4734,0.00593,0.01117
1988,Upper Secondary Level,Not employed: registered unemployed,0.04114,207,4734,0.03548,0.04679
1988,Upper Secondary Level,Not employed: no further information,0.11647,620,4734,0.10733,0.12561
1988,Post-secondary Non-tertiary Level,Blue-collar worker,0.12022,62,151,0.06817,0.17226
1988,Post-secondary Non-tertiary Level,White-collar worker,0.39921,89,151,0.32084,0.47758
1988,First Stage of Tertiary Education,Self-employed,0.11688,65,529,0.08947,0.14428
1988,First Stage of Tertiary Education,Blue-collar worker,0.09189,55,529,0.06725,0.11653
1988,First Stage of Tertiary Education,Civil servant,0.06796,39,529,0.04649,0.08942
1988,First Stage of Tertiary Education,White-collar worker,0.37047,210,529,0.32927,0.41166
1988,First Stage of Tertiary Education,Not employed: Pensioner,0.23459,94,529,0.19845,0.27073
1988,First Stage of Tertiary Education,Not employed: no further information,0.10276,66,529,0.07686,0.12866
1988,Second Stage of Tertiary Education,Self-employed,0.10621,77,641,0.08234,0.13008
1988,Second Stage of Tertiary Education,Civil servant,0.23222,166,641,0.19950,0.26493
1988,Second Stage of Tertiary Education,White-collar worker,0.40476,293,641,0.36673,0.44278
1988,Second Stage of Tertiary Education,Not employed: Pensioner,0.13272,65,641,0.10644,0.15901
1988,Second Stage of Tertiary Education,Not employed: no further information,0.04968,40,641,0.03285,0.06652
1989,No answer / don't know,Blue-collar worker,0.19418,39,75,0.10405,0.28431
1989,No answer / don't know,Apprentice/ Trainee/ Intern,0.35186,36,75,0.24305,0.46067
1989,Pre-primary Level,Apprentice/ Trainee/ Intern,0.95379,164,164,0.92157,0.98602
1989,Primary Level,Blue-collar worker,0.42325,310,607,0.38391,0.46259
1989,Primary Level,Not employed: Pensioner,0.12578,59,607,0.09938,0.15218
1989,Primary Level,Not employed: registered unemployed,0.07919,36,607,0.05769,0.10069
1989,Primary Level,Not employed: no further information,0.27632,202,607,0.24072,0.31192
1989,Lower Secondary Level,Self-employed,0.03040,80,2554,0.02374,0.03705
1989,Lower Secondary Level,Blue-collar worker,0.21064,807,2554,0.19482,0.22646
1989,Lower Secondary Level,White-collar worker,0.08451,201,2554,0.07372,0.09530
1989,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12463,393,2554,0.11182,0.13744
1989,Lower Secondary Level,Not employed: Pensioner,0.33776,489,2554,0.31941,0.35610
1989,Lower Secondary Level,Not employed: registered unemployed,0.03100,102,2554,0.02428,0.03772
1989,Lower Secondary Level,Not employed: no further information,0.17646,482,2554,0.16167,0.19125
1989,Upper Secondary Level,Self-employed,0.04426,210,4610,0.03832,0.05019
1989,Upper Secondary Level,Blue-collar worker,0.22644,1307,4610,0.21436,0.23853
1989,Upper Secondary Level,Civil servant,0.04204,184,4610,0.03625,0.04783
1989,Upper Secondary Level,White-collar worker,0.26312,1167,4610,0.25041,0.27583
1989,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04758,254,4610,0.04143,0.05372
1989,Upper Secondary Level,Not employed: Pensioner,0.22192,699,4610,0.20992,0.23392
1989,Upper Secondary Level,Not employed: Military/Community Service,0.00620,34,4610,0.00393,0.00846
1989,Upper Secondary Level,Not employed: registered unemployed,0.03031,149,4610,0.02536,0.03526
1989,Upper Secondary Level,Not employed: no further information,0.11814,606,4610,0.10882,0.12746
1989,Post-secondary Non-tertiary Level,Blue-collar worker,0.07835,50,195,0.04054,0.11616
1989,Post-secondary Non-tertiary Level,White-collar worker,0.44602,112,195,0.37607,0.51597
1989,Post-secondary Non-tertiary Level,Not employed: no further information,0.08664,33,195,0.04705,0.12623
1989,First Stage of Tertiary Education,Self-employed,0.10816,59,501,0.08094,0.13539
1989,First Stage of Tertiary Education,Blue-collar worker,0.09003,52,501,0.06494,0.11512
1989,First Stage of Tertiary Education,Civil servant,0.06793,36,501,0.04587,0.08998
1989,First Stage of Tertiary Education,White-collar worker,0.38047,207,501,0.33791,0.42302
1989,First Stage of Tertiary Education,Not employed: Pensioner,0.23493,90,501,0.19777,0.27209
1989,First Stage of Tertiary Education,Not employed: no further information,0.09345,57,501,0.06794,0.11896
1989,Second Stage of Tertiary Education,Self-employed,0.10243,77,645,0.07901,0.12585
1989,Second Stage of Tertiary Education,Civil servant,0.21565,151,645,0.18388,0.24741
1989,Second Stage of Tertiary Education,White-collar worker,0.41612,301,645,0.37805,0.45419
1989,Second Stage of Tertiary Education,Not employed: Pensioner,0.14166,73,645,0.11473,0.16859
1989,Second Stage of Tertiary Education,Not employed: no further information,0.06553,43,645,0.04642,0.08465
1990,No answer / don't know,Blue-collar worker,0.26062,49,86,0.16730,0.35395
1990,No answer / don't know,Apprentice/ Trainee/ Intern,0.29193,37,86,0.19528,0.38859
1990,Pre-primary Level,Apprentice/ Trainee/ Intern,0.95342,185,185,0.92297,0.98387
1990,Primary Level,Blue-collar worker,0.45702,320,602,0.41719,0.49684
1990,Primary Level,Not employed: Pensioner,0.13563,66,602,0.10825,0.16300
1990,Primary Level,Not employed: registered unemployed,0.06837,38,602,0.04819,0.08855
1990,Primary Level,Not employed: no further information,0.25840,178,602,0.22341,0.29340
1990,Lower Secondary Level,Self-employed,0.02617,83,2962,0.02042,0.03192
1990,Lower Secondary Level,Blue-collar worker,0.21532,902,2962,0.20051,0.23013
1990,Lower Secondary Level,White-collar worker,0.07858,218,2962,0.06889,0.08827
1990,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.13241,502,2962,0.12020,0.14462
1990,Lower Secondary Level,Not employed: Pensioner,0.35100,686,2962,0.33381,0.36819
1990,Lower Secondary Level,Not employed: registered unemployed,0.02948,98,2962,0.02339,0.03558
1990,Lower Secondary Level,Not employed: no further information,0.15978,473,2962,0.14659,0.17298
1990,Upper Secondary Level,Self-employed,0.04005,260,7037,0.03547,0.04463
1990,Upper Secondary Level,Blue-collar worker,0.28166,2563,7037,0.27115,0.29217
1990,Upper Secondary Level,Civil servant,0.03355,182,7037,0.02934,0.03776
1990,Upper Secondary Level,White-collar worker,0.26128,1804,7037,0.25102,0.27155
1990,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04409,306,7037,0.03929,0.04888
1990,Upper Secondary Level,Not employed: Pensioner,0.21239,1045,7037,0.20283,0.22194
1990,Upper Secondary Level,Not employed: Military/Community Service,0.00724,55,7037,0.00526,0.00922
1990,Upper Secondary Level,Not employed: registered unemployed,0.02047,134,7037,0.01717,0.02378
1990,Upper Secondary Level,Not employed: no further information,0.09927,688,7037,0.09228,0.10625
1990,Post-secondary Non-tertiary Level,Blue-collar worker,0.12366,78,299,0.08629,0.16104
1990,Post-secondary Non-tertiary Level,White-collar worker,0.43818,145,299,0.38185,0.49452
1990,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.12390,42,299,0.08649,0.16130
1990,Post-secondary Non-tertiary Level,Not employed: no further information,0.07918,34,299,0.04852,0.10984
1990,First Stage of Tertiary Education,Self-employed,0.10726,86,752,0.08513,0.12939
1990,First Stage of Tertiary Education,Blue-collar worker,0.12029,139,752,0.09703,0.14356
1990,First Stage of Tertiary Education,Civil servant,0.05885,38,752,0.04202,0.07568
1990,First Stage of Tertiary Education,White-collar worker,0.37893,304,752,0.34423,0.41363
1990,First Stage of Tertiary Education,Not employed: Pensioner,0.23178,126,752,0.20160,0.26196
1990,First Stage of Tertiary Education,Not employed: no further information,0.07994,59,752,0.06054,0.09934
1990,Second Stage of Tertiary Education,Self-employed,0.07793,103,1671,0.06507,0.09078
1990,Second Stage of Tertiary Education,Blue-collar worker,0.01933,45,1671,0.01272,0.02593
1990,Second Stage of Tertiary Education,Civil servant,0.13476,144,1671,0.11838,0.15114
1990,Second Stage of Tertiary Education,White-collar worker,0.54948,1092,1671,0.52562,0.57335
1990,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02527,36,1671,0.01774,0.03280
1990,Second Stage of Tertiary Education,Not employed: Pensioner,0.13003,157,1671,0.11390,0.14617
1990,Second Stage of Tertiary Education,Not employed: no further information,0.05001,94,1671,0.03956,0.06046
1991,No answer / don't know,Blue-collar worker,0.16520,51,102,0.09277,0.23762
1991,No answer / don't know,Apprentice/ Trainee/ Intern,0.37751,51,102,0.28296,0.47205
1991,Pre-primary Level,Apprentice/ Trainee/ Intern,0.92285,151,151,0.88015,0.96555
1991,Primary Level,Blue-collar worker,0.44791,315,634,0.40917,0.48665
1991,Primary Level,Apprentice/ Trainee/ Intern,0.09074,48,634,0.06837,0.11312
1991,Primary Level,Not employed: Pensioner,0.13457,77,634,0.10799,0.16116
1991,Primary Level,Not employed: registered unemployed,0.05861,31,634,0.04031,0.07691
1991,Primary Level,Not employed: no further information,0.23415,163,634,0.20116,0.26714
1991,Lower Secondary Level,Self-employed,0.02550,77,2833,0.01969,0.03130
1991,Lower Secondary Level,Blue-collar worker,0.21591,850,2833,0.20075,0.23106
1991,Lower Secondary Level,White-collar worker,0.07539,210,2833,0.06566,0.08511
1991,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12305,465,2833,0.11095,0.13515
1991,Lower Secondary Level,Not employed: Pensioner,0.37299,675,2833,0.35518,0.39081
1991,Lower Secondary Level,Not employed: registered unemployed,0.02974,119,2833,0.02349,0.03600
1991,Lower Secondary Level,Not employed: no further information,0.14916,437,2833,0.13604,0.16228
1991,Upper Secondary Level,Self-employed,0.04019,271,6890,0.03555,0.04483
1991,Upper Secondary Level,Blue-collar worker,0.26665,2322,6890,0.25621,0.27709
1991,Upper Secondary Level,Civil servant,0.03250,189,6890,0.02832,0.03669
1991,Upper Secondary Level,White-collar worker,0.25517,1675,6890,0.24487,0.26546
1991,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04384,329,6890,0.03900,0.04867
1991,Upper Secondary Level,Not employed: Pensioner,0.22366,1080,6890,0.21382,0.23350
1991,Upper Secondary Level,Not employed: Military/Community Service,0.00582,43,6890,0.00402,0.00761
1991,Upper Secondary Level,Not employed: registered unemployed,0.03825,347,6890,0.03372,0.04278
1991,Upper Secondary Level,Not employed: no further information,0.09392,634,6890,0.08703,0.10081
1991,Post-secondary Non-tertiary Level,Blue-collar worker,0.14401,77,279,0.10274,0.18529
1991,Post-secondary Non-tertiary Level,White-collar worker,0.45485,157,279,0.39631,0.51339
1991,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.10816,45,279,0.07165,0.14468
1991,First Stage of Tertiary Education,Self-employed,0.11650,95,731,0.09322,0.13977
1991,First Stage of Tertiary Education,Blue-collar worker,0.12786,134,731,0.10364,0.15209
1991,First Stage of Tertiary Education,Civil servant,0.05674,39,731,0.03996,0.07353
1991,First Stage of Tertiary Education,White-collar worker,0.37131,280,731,0.33626,0.40636
1991,First Stage of Tertiary Education,Not employed: Pensioner,0.22132,118,731,0.19120,0.25143
1991,First Stage of Tertiary Education,Not employed: no further information,0.08644,65,731,0.06605,0.10682
1991,Second Stage of Tertiary Education,Self-employed,0.08776,124,1674,0.07420,0.10132
1991,Second Stage of Tertiary Education,Blue-collar worker,0.02042,45,1674,0.01365,0.02720
1991,Second Stage of Tertiary Education,Civil servant,0.13875,167,1674,0.12218,0.15531
1991,Second Stage of Tertiary Education,White-collar worker,0.49370,967,1674,0.46974,0.51765
1991,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02542,36,1674,0.01788,0.03296
1991,Second Stage of Tertiary Education,Not employed: Pensioner,0.14608,182,1674,0.12915,0.16300
1991,Second Stage of Tertiary Education,Not employed: registered unemployed,0.04110,80,1674,0.03159,0.05061
1991,Second Stage of Tertiary Education,Not employed: no further information,0.04468,73,1674,0.03478,0.05458
1992,No answer / don't know,Blue-collar worker,0.21125,57,138,0.14290,0.27960
1992,No answer / don't know,Apprentice/ Trainee/ Intern,0.32702,48,138,0.24846,0.40557
1992,No answer / don't know,Not employed: no further information,0.16122,33,138,0.09964,0.22280
1992,Pre-primary Level,Apprentice/ Trainee/ Intern,0.92753,177,177,0.88923,0.96584
1992,Primary Level,Blue-collar worker,0.40458,277,576,0.36446,0.44470
1992,Primary Level,Not employed: Pensioner,0.14815,78,576,0.11912,0.17719
1992,Primary Level,Not employed: registered unemployed,0.09986,67,576,0.07535,0.12436
1992,Primary Level,Not employed: no further information,0.25172,154,576,0.21625,0.28720
1992,Lower Secondary Level,Self-employed,0.02099,65,2763,0.01565,0.02634
1992,Lower Secondary Level,Blue-collar worker,0.19861,761,2763,0.18373,0.21348
1992,Lower Secondary Level,White-collar worker,0.08337,220,2763,0.07306,0.09368
1992,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.13103,487,2763,0.11845,0.14362
1992,Lower Secondary Level,Not employed: Pensioner,0.37788,676,2763,0.35979,0.39596
1992,Lower Secondary Level,Not employed: registered unemployed,0.04285,147,2763,0.03529,0.05040
1992,Lower Secondary Level,Not employed: no further information,0.14125,407,2763,0.12826,0.15424
1992,Upper Secondary Level,Self-employed,0.04124,270,6717,0.03648,0.04599
1992,Upper Secondary Level,Blue-collar worker,0.23905,2034,6717,0.22885,0.24925
1992,Upper Secondary Level,Civil servant,0.02908,174,6717,0.02506,0.03310
1992,Upper Secondary Level,White-collar worker,0.25263,1637,6717,0.24224,0.26302
1992,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04675,335,6717,0.04170,0.05179
1992,Upper Secondary Level,Not employed: Pensioner,0.23998,1159,6717,0.22976,0.25019
1992,Upper Secondary Level,Not employed: Military/Community Service,0.00616,41,6717,0.00429,0.00803
1992,Upper Secondary Level,Not employed: registered unemployed,0.05510,472,6717,0.04964,0.06055
