year,regtyp,sampreg,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Rural regions,West,Not employed: registered unemployed,0.04244,110,1920,0.03342,0.05146
1994,Rural regions,West,Not employed: no further information,0.09683,257,1920,0.08360,0.11006
1994,Rural regions,East,Self-employed,0.03173,105,2414,0.02473,0.03872
1994,Rural regions,East,Blue-collar worker,0.17250,579,2414,0.15742,0.18757
1994,Rural regions,East,White-collar worker,0.16096,574,2414,0.14629,0.17562
1994,Rural regions,East,Apprentice/ Trainee/ Intern,0.05427,219,2414,0.04523,0.06331
1994,Rural regions,East,Not employed: Pensioner,0.24061,521,2414,0.22355,0.25766
1994,Rural regions,East,Not employed: registered unemployed,0.12585,367,2414,0.11262,0.13909
1994,Rural regions,East,Not employed: no further information,0.01685,49,2414,0.01172,0.02199
1995,Urban regions,West,Self-employed,0.03905,335,7477,0.03466,0.04344
1995,Urban regions,West,Blue-collar worker,0.13810,1745,7477,0.13028,0.14592
1995,Urban regions,West,Civil servant,0.03690,275,7477,0.03262,0.04117
1995,Urban regions,West,White-collar worker,0.21338,1823,7477,0.20410,0.22267
1995,Urban regions,West,Apprentice/ Trainee/ Intern,0.05996,646,7477,0.05457,0.06534
1995,Urban regions,West,Not employed: Pensioner,0.20353,1241,7477,0.19441,0.21266
1995,Urban regions,West,Not employed: registered unemployed,0.04179,446,7477,0.03725,0.04632
1995,Urban regions,West,Not employed: no further information,0.08816,966,7477,0.08174,0.09459
1995,Urban regions,East,Self-employed,0.03732,57,1161,0.02641,0.04823
1995,Urban regions,East,Blue-collar worker,0.16106,250,1161,0.13991,0.18222
1995,Urban regions,East,White-collar worker,0.21336,365,1161,0.18978,0.23693
1995,Urban regions,East,Apprentice/ Trainee/ Intern,0.05994,107,1161,0.04628,0.07360
1995,Urban regions,East,Not employed: Pensioner,0.23025,251,1161,0.20602,0.25448
1995,Urban regions,East,Not employed: registered unemployed,0.09140,131,1161,0.07481,0.10798
1995,Rural regions,West,Self-employed,0.04459,115,2061,0.03568,0.05351
1995,Rural regions,West,Blue-collar worker,0.14277,478,2061,0.12766,0.15788
1995,Rural regions,West,Civil servant,0.04256,100,2061,0.03384,0.05127
1995,Rural regions,West,White-collar worker,0.17556,463,2061,0.15913,0.19199
1995,Rural regions,West,Apprentice/ Trainee/ Intern,0.05812,176,2061,0.04802,0.06822
1995,Rural regions,West,Not employed: Pensioner,0.19431,327,2061,0.17722,0.21139
1995,Rural regions,West,Not employed: registered unemployed,0.04481,122,2061,0.03588,0.05374
1995,Rural regions,West,Not employed: no further information,0.09689,280,2061,0.08412,0.10967
1995,Rural regions,East,Self-employed,0.03488,110,2468,0.02764,0.04212
1995,Rural regions,East,Blue-collar worker,0.18277,609,2468,0.16752,0.19802
1995,Rural regions,East,Civil servant,0.00804,31,2468,0.00452,0.01157
1995,Rural regions,East,White-collar worker,0.17569,604,2468,0.16067,0.19071
1995,Rural regions,East,Apprentice/ Trainee/ Intern,0.05550,233,2468,0.04647,0.06454
1995,Rural regions,East,Not employed: Pensioner,0.24438,516,2468,0.22743,0.26134
1995,Rural regions,East,Not employed: registered unemployed,0.09680,296,2468,0.08513,0.10847
1995,Rural regions,East,Not employed: no further information,0.02223,69,2468,0.01641,0.02805
1996,Urban regions,West,Self-employed,0.04224,353,7265,0.03761,0.04687
1996,Urban regions,West,Blue-collar worker,0.13565,1640,7265,0.12778,0.14353
1996,Urban regions,West,Civil servant,0.03471,258,7265,0.03050,0.03892
1996,Urban regions,West,White-collar worker,0.21263,1803,7265,0.20322,0.22204
1996,Urban regions,West,Apprentice/ Trainee/ Intern,0.05706,600,7265,0.05172,0.06239
1996,Urban regions,West,Not employed: Pensioner,0.20552,1243,7265,0.19623,0.21481
1996,Urban regions,West,Not employed: registered unemployed,0.04415,427,7265,0.03943,0.04888
1996,Urban regions,West,Not employed: no further information,0.08729,941,7265,0.08080,0.09378
1996,Urban regions,East,Self-employed,0.03685,56,1210,0.02623,0.04747
1996,Urban regions,East,Blue-collar worker,0.15891,248,1210,0.13831,0.17952
1996,Urban regions,East,White-collar worker,0.20723,359,1210,0.18438,0.23007
1996,Urban regions,East,Apprentice/ Trainee/ Intern,0.06828,124,1210,0.05406,0.08250
1996,Urban regions,East,Not employed: Pensioner,0.22562,252,1210,0.20206,0.24918
1996,Urban regions,East,Not employed: registered unemployed,0.08437,134,1210,0.06870,0.10004
1996,Urban regions,East,Not employed: no further information,0.02670,37,1210,0.01761,0.03579
1996,Rural regions,West,Self-employed,0.04895,120,2050,0.03961,0.05830
1996,Rural regions,West,Blue-collar worker,0.14368,473,2050,0.12849,0.15887
1996,Rural regions,West,Civil servant,0.03997,98,2050,0.03149,0.04846
1996,Rural regions,West,White-collar worker,0.18648,477,2050,0.16961,0.20334
1996,Rural regions,West,Apprentice/ Trainee/ Intern,0.05141,157,2050,0.04185,0.06097
1996,Rural regions,West,Not employed: Pensioner,0.20174,332,2050,0.18436,0.21912
1996,Rural regions,West,Not employed: registered unemployed,0.03949,121,2050,0.03106,0.04793
1996,Rural regions,West,Not employed: no further information,0.09145,272,2050,0.07897,0.10393
1996,Rural regions,East,Self-employed,0.03665,117,2431,0.02918,0.04412
1996,Rural regions,East,Blue-collar worker,0.17975,578,2431,0.16448,0.19502
1996,Rural regions,East,Civil servant,0.00925,34,2431,0.00545,0.01306
1996,Rural regions,East,White-collar worker,0.16118,556,2431,0.14656,0.17579
1996,Rural regions,East,Apprentice/ Trainee/ Intern,0.05881,237,2431,0.04946,0.06816
1996,Rural regions,East,Not employed: Pensioner,0.25223,520,2431,0.23496,0.26950
1996,Rural regions,East,Not employed: registered unemployed,0.10388,312,2431,0.09175,0.11602
1996,Rural regions,East,Not employed: no further information,0.02487,77,2431,0.01868,0.03106
1997,Urban regions,West,Self-employed,0.04133,348,7151,0.03671,0.04594
1997,Urban regions,West,Blue-collar worker,0.12590,1495,7151,0.11821,0.13359
1997,Urban regions,West,Civil servant,0.03502,260,7151,0.03076,0.03928
1997,Urban regions,West,White-collar worker,0.21669,1795,7151,0.20714,0.22624
1997,Urban regions,West,Apprentice/ Trainee/ Intern,0.05876,607,7151,0.05331,0.06421
1997,Urban regions,West,Not employed: Pensioner,0.21311,1282,7151,0.20362,0.22261
1997,Urban regions,West,Not employed: registered unemployed,0.04704,474,7151,0.04213,0.05195
1997,Urban regions,West,Not employed: no further information,0.08605,890,7151,0.07955,0.09255
1997,Urban regions,East,Self-employed,0.04339,64,1143,0.03157,0.05520
1997,Urban regions,East,Blue-collar worker,0.12771,202,1143,0.10835,0.14707
1997,Urban regions,East,White-collar worker,0.21271,347,1143,0.18898,0.23645
1997,Urban regions,East,Apprentice/ Trainee/ Intern,0.07001,133,1143,0.05521,0.08481
1997,Urban regions,East,Not employed: Pensioner,0.23595,260,1143,0.21132,0.26058
1997,Urban regions,East,Not employed: registered unemployed,0.09828,137,1143,0.08102,0.11555
1997,Rural regions,West,Self-employed,0.04277,110,2003,0.03390,0.05163
1997,Rural regions,West,Blue-collar worker,0.14491,462,2003,0.12949,0.16033
1997,Rural regions,West,Civil servant,0.04128,100,2003,0.03256,0.04999
1997,Rural regions,West,White-collar worker,0.17420,458,2003,0.15759,0.19082
1997,Rural regions,West,Apprentice/ Trainee/ Intern,0.05161,151,2003,0.04192,0.06130
1997,Rural regions,West,Not employed: Pensioner,0.20670,340,2003,0.18896,0.22444
1997,Rural regions,West,Not employed: registered unemployed,0.04650,118,2003,0.03728,0.05572
1997,Rural regions,West,Not employed: no further information,0.08905,264,2003,0.07657,0.10152
1997,Rural regions,East,Self-employed,0.03873,114,2403,0.03101,0.04645
1997,Rural regions,East,Blue-collar worker,0.15717,506,2403,0.14262,0.17173
1997,Rural regions,East,Civil servant,0.01233,44,2403,0.00792,0.01674
1997,Rural regions,East,White-collar worker,0.17401,590,2403,0.15885,0.18917
1997,Rural regions,East,Apprentice/ Trainee/ Intern,0.06270,243,2403,0.05301,0.07240
1997,Rural regions,East,Not employed: Pensioner,0.25215,515,2403,0.23478,0.26952
1997,Rural regions,East,Not employed: registered unemployed,0.10734,309,2403,0.09496,0.11971
1997,Rural regions,East,Not employed: no further information,0.02668,82,2403,0.02023,0.03312
1998,Urban regions,West,Self-employed,0.04347,417,8003,0.03900,0.04793
1998,Urban regions,West,Blue-collar worker,0.13034,1589,8003,0.12296,0.13772
1998,Urban regions,West,Civil servant,0.03358,295,8003,0.02963,0.03753
1998,Urban regions,West,White-collar worker,0.21714,2046,8003,0.20811,0.22618
1998,Urban regions,West,Apprentice/ Trainee/ Intern,0.06236,681,8003,0.05706,0.06766
1998,Urban regions,West,Not employed: Pensioner,0.21149,1518,8003,0.20254,0.22044
1998,Urban regions,West,Not employed: registered unemployed,0.04264,451,8003,0.03821,0.04707
1998,Urban regions,West,Not employed: no further information,0.08690,1006,8003,0.08073,0.09308
1998,Urban regions,East,Self-employed,0.03643,60,1194,0.02580,0.04707
1998,Urban regions,East,Blue-collar worker,0.14898,224,1194,0.12878,0.16919
1998,Urban regions,East,White-collar worker,0.20663,352,1194,0.18365,0.22961
1998,Urban regions,East,Apprentice/ Trainee/ Intern,0.06977,133,1194,0.05531,0.08423
1998,Urban regions,East,Not employed: Pensioner,0.24884,286,1194,0.22431,0.27337
1998,Urban regions,East,Not employed: registered unemployed,0.08859,139,1194,0.07247,0.10472
1998,Rural regions,West,Self-employed,0.04109,127,2330,0.03302,0.04915
1998,Rural regions,West,Blue-collar worker,0.13440,471,2330,0.12055,0.14825
1998,Rural regions,West,Civil servant,0.03865,111,2330,0.03083,0.04648
1998,Rural regions,West,White-collar worker,0.18315,571,2330,0.16744,0.19886
