year,quintil_oecd,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,3rd Quintile,female,Not employed: Pensioner,0.19512,188,1105,0.17175,0.21850
1984,3rd Quintile,female,Not employed: no further information,0.25099,358,1105,0.22542,0.27657
1984,4th Quintile,male,Self-employed,0.05804,82,1243,0.04504,0.07105
1984,4th Quintile,male,Blue-collar worker,0.27098,524,1243,0.24626,0.29570
1984,4th Quintile,male,Civil servant,0.07281,96,1243,0.05836,0.08726
1984,4th Quintile,male,White-collar worker,0.18434,240,1243,0.16277,0.20591
1984,4th Quintile,male,Apprentice/ Trainee/ Intern,0.08375,125,1243,0.06834,0.09916
1984,4th Quintile,male,Not employed: Pensioner,0.13979,142,1243,0.12051,0.15908
1984,4th Quintile,male,Not employed: registered unemployed,0.02105,34,1243,0.01306,0.02903
1984,4th Quintile,female,Self-employed,0.02710,38,1189,0.01787,0.03633
1984,4th Quintile,female,Blue-collar worker,0.11242,257,1189,0.09446,0.13038
1984,4th Quintile,female,White-collar worker,0.24251,327,1189,0.21814,0.26688
1984,4th Quintile,female,Apprentice/ Trainee/ Intern,0.06418,95,1189,0.05024,0.07812
1984,4th Quintile,female,Not employed: Pensioner,0.17562,164,1189,0.15398,0.19725
1984,4th Quintile,female,Not employed: registered unemployed,0.01934,34,1189,0.01151,0.02717
1984,4th Quintile,female,Not employed: no further information,0.20068,274,1189,0.17791,0.22346
1984,5th Quintile,male,Self-employed,0.13453,192,1245,0.11557,0.15350
1984,5th Quintile,male,Blue-collar worker,0.17349,323,1245,0.15245,0.19453
1984,5th Quintile,male,Civil servant,0.12381,159,1245,0.10551,0.14211
1984,5th Quintile,male,White-collar worker,0.27707,366,1245,0.25220,0.30194
1984,5th Quintile,male,Apprentice/ Trainee/ Intern,0.06165,84,1245,0.04828,0.07501
1984,5th Quintile,male,Not employed: Pensioner,0.11680,121,1245,0.09895,0.13465
1984,5th Quintile,female,Self-employed,0.06707,92,1132,0.05249,0.08165
1984,5th Quintile,female,Blue-collar worker,0.07213,146,1132,0.05705,0.08721
1984,5th Quintile,female,Civil servant,0.05100,64,1132,0.03818,0.06383
1984,5th Quintile,female,White-collar worker,0.32523,415,1132,0.29793,0.35253
1984,5th Quintile,female,Apprentice/ Trainee/ Intern,0.03502,47,1132,0.02431,0.04573
1984,5th Quintile,female,Not employed: Pensioner,0.16676,158,1132,0.14504,0.18849
1984,5th Quintile,female,Not employed: no further information,0.16167,210,1132,0.14022,0.18313
1985,1st Quintile,male,Self-employed,0.03449,36,978,0.02305,0.04594
1985,1st Quintile,male,Blue-collar worker,0.20363,423,978,0.17838,0.22888
1985,1st Quintile,male,White-collar worker,0.06369,75,978,0.04838,0.07900
1985,1st Quintile,male,Apprentice/ Trainee/ Intern,0.11966,151,978,0.09931,0.14002
1985,1st Quintile,male,Not employed: Pensioner,0.16837,132,978,0.14490,0.19183
1985,1st Quintile,male,Not employed: registered unemployed,0.09292,127,978,0.07472,0.11113
1985,1st Quintile,male,Not employed: no further information,0.01701,34,978,0.00891,0.02512
1985,1st Quintile,female,Blue-collar worker,0.06433,151,1229,0.05061,0.07805
1985,1st Quintile,female,White-collar worker,0.06851,94,1229,0.05438,0.08264
1985,1st Quintile,female,Apprentice/ Trainee/ Intern,0.07709,133,1229,0.06217,0.09201
1985,1st Quintile,female,Not employed: Pensioner,0.29632,240,1229,0.27078,0.32186
1985,1st Quintile,female,Not employed: registered unemployed,0.05393,91,1229,0.04130,0.06657
1985,1st Quintile,female,Not employed: no further information,0.23756,520,1229,0.21376,0.26137
1985,2nd Quintile,male,Self-employed,0.03381,43,1005,0.02263,0.04499
1985,2nd Quintile,male,Blue-collar worker,0.25202,441,1005,0.22517,0.27888
1985,2nd Quintile,male,Civil servant,0.03958,45,1005,0.02752,0.05164
1985,2nd Quintile,male,White-collar worker,0.10672,127,1005,0.08762,0.12582
1985,2nd Quintile,male,Apprentice/ Trainee/ Intern,0.09104,132,1005,0.07324,0.10883
1985,2nd Quintile,male,Not employed: Pensioner,0.18996,154,1005,0.16570,0.21423
1985,2nd Quintile,male,Not employed: registered unemployed,0.04725,63,1005,0.03413,0.06038
1985,2nd Quintile,female,Blue-collar worker,0.09128,188,1095,0.07422,0.10835
1985,2nd Quintile,female,White-collar worker,0.09741,128,1095,0.07984,0.11499
1985,2nd Quintile,female,Apprentice/ Trainee/ Intern,0.06537,91,1095,0.05072,0.08001
1985,2nd Quintile,female,Not employed: Pensioner,0.25352,210,1095,0.22774,0.27930
1985,2nd Quintile,female,Not employed: registered unemployed,0.02514,50,1095,0.01586,0.03441
1985,2nd Quintile,female,Not employed: no further information,0.25347,428,1095,0.22769,0.27925
1985,3rd Quintile,male,Self-employed,0.04715,57,1091,0.03456,0.05973
1985,3rd Quintile,male,Blue-collar worker,0.27383,468,1091,0.24736,0.30030
1985,3rd Quintile,male,Civil servant,0.05602,66,1091,0.04237,0.06967
1985,3rd Quintile,male,White-collar worker,0.14378,172,1091,0.12295,0.16461
1985,3rd Quintile,male,Apprentice/ Trainee/ Intern,0.11263,152,1091,0.09386,0.13140
1985,3rd Quintile,male,Not employed: Pensioner,0.14981,131,1091,0.12863,0.17100
1985,3rd Quintile,male,Not employed: registered unemployed,0.03167,45,1091,0.02128,0.04207
1985,3rd Quintile,female,Blue-collar worker,0.11162,237,1062,0.09267,0.13057
1985,3rd Quintile,female,White-collar worker,0.16749,206,1062,0.14502,0.18996
1985,3rd Quintile,female,Apprentice/ Trainee/ Intern,0.07529,94,1062,0.05941,0.09117
1985,3rd Quintile,female,Not employed: Pensioner,0.24232,203,1062,0.21654,0.26811
1985,3rd Quintile,female,Not employed: registered unemployed,0.02249,34,1062,0.01357,0.03142
1985,3rd Quintile,female,Not employed: no further information,0.21348,288,1062,0.18882,0.23813
1985,4th Quintile,male,Self-employed,0.04653,60,1105,0.03410,0.05895
1985,4th Quintile,male,Blue-collar worker,0.27671,448,1105,0.25032,0.30310
1985,4th Quintile,male,Civil servant,0.08253,102,1105,0.06630,0.09877
1985,4th Quintile,male,White-collar worker,0.21416,257,1105,0.18996,0.23836
1985,4th Quintile,male,Apprentice/ Trainee/ Intern,0.07908,108,1105,0.06317,0.09500
1985,4th Quintile,male,Not employed: Pensioner,0.14402,130,1105,0.12331,0.16473
1985,4th Quintile,female,Self-employed,0.04019,50,1017,0.02811,0.05226
1985,4th Quintile,female,Blue-collar worker,0.10123,188,1017,0.08268,0.11978
1985,4th Quintile,female,White-collar worker,0.25831,311,1017,0.23140,0.28523
1985,4th Quintile,female,Apprentice/ Trainee/ Intern,0.06622,85,1017,0.05093,0.08151
1985,4th Quintile,female,Not employed: Pensioner,0.18066,143,1017,0.15700,0.20432
1985,4th Quintile,female,Not employed: no further information,0.19062,240,1017,0.16647,0.21477
1985,5th Quintile,male,Self-employed,0.12938,162,1099,0.10953,0.14923
1985,5th Quintile,male,Blue-collar worker,0.16937,263,1099,0.14719,0.19156
1985,5th Quintile,male,Civil servant,0.13004,147,1099,0.11014,0.14993
1985,5th Quintile,male,White-collar worker,0.27781,328,1099,0.25131,0.30430
1985,5th Quintile,male,Apprentice/ Trainee/ Intern,0.06763,84,1099,0.05278,0.08248
1985,5th Quintile,male,Not employed: Pensioner,0.12354,115,1099,0.10408,0.14300
1985,5th Quintile,female,Self-employed,0.05524,74,1035,0.04131,0.06916
1985,5th Quintile,female,Blue-collar worker,0.08242,133,1035,0.06565,0.09918
1985,5th Quintile,female,Civil servant,0.05137,61,1035,0.03792,0.06483
1985,5th Quintile,female,White-collar worker,0.32702,387,1035,0.29842,0.35561
1985,5th Quintile,female,Apprentice/ Trainee/ Intern,0.05118,63,1035,0.03775,0.06462
1985,5th Quintile,female,Not employed: Pensioner,0.16626,144,1035,0.14356,0.18895
1985,5th Quintile,female,Not employed: no further information,0.14499,173,1035,0.12353,0.16646
1986,1st Quintile,male,Self-employed,0.03294,36,868,0.02106,0.04482
1986,1st Quintile,male,Blue-collar worker,0.20957,371,868,0.18248,0.23666
1986,1st Quintile,male,White-collar worker,0.03872,45,868,0.02588,0.05156
1986,1st Quintile,male,Apprentice/ Trainee/ Intern,0.11772,146,868,0.09627,0.13918
1986,1st Quintile,male,Not employed: Pensioner,0.20945,154,868,0.18236,0.23653
1986,1st Quintile,male,Not employed: registered unemployed,0.08480,116,868,0.06626,0.10334
1986,1st Quintile,female,Blue-collar worker,0.05405,133,1128,0.04085,0.06725
1986,1st Quintile,female,White-collar worker,0.05711,76,1128,0.04356,0.07066
1986,1st Quintile,female,Apprentice/ Trainee/ Intern,0.07367,127,1128,0.05842,0.08892
1986,1st Quintile,female,Not employed: Pensioner,0.31731,246,1128,0.29014,0.34449
1986,1st Quintile,female,Not employed: registered unemployed,0.05664,88,1128,0.04315,0.07014
1986,1st Quintile,female,Not employed: no further information,0.23725,458,1128,0.21241,0.26208
1986,2nd Quintile,male,Self-employed,0.04308,45,1000,0.03049,0.05567
1986,2nd Quintile,male,Blue-collar worker,0.24789,448,1000,0.22111,0.27466
1986,2nd Quintile,male,Civil servant,0.03472,42,1000,0.02337,0.04607
1986,2nd Quintile,male,White-collar worker,0.10459,120,1000,0.08561,0.12357
1986,2nd Quintile,male,Apprentice/ Trainee/ Intern,0.10010,148,1000,0.08149,0.11872
1986,2nd Quintile,male,Not employed: Pensioner,0.18754,152,1000,0.16333,0.21175
1986,2nd Quintile,male,Not employed: registered unemployed,0.03186,45,1000,0.02097,0.04275
1986,2nd Quintile,female,Blue-collar worker,0.09172,174,1040,0.07417,0.10927
1986,2nd Quintile,female,White-collar worker,0.09692,124,1040,0.07893,0.11491
1986,2nd Quintile,female,Apprentice/ Trainee/ Intern,0.04806,82,1040,0.03505,0.06106
1986,2nd Quintile,female,Not employed: Pensioner,0.26981,188,1040,0.24283,0.29680
1986,2nd Quintile,female,Not employed: registered unemployed,0.02291,48,1040,0.01381,0.03201
1986,2nd Quintile,female,Not employed: no further information,0.26997,424,1040,0.24297,0.29696
1986,3rd Quintile,male,Self-employed,0.03957,43,1023,0.02761,0.05152
1986,3rd Quintile,male,Blue-collar worker,0.27982,448,1023,0.25230,0.30734
1986,3rd Quintile,male,Civil servant,0.06294,71,1023,0.04805,0.07783
1986,3rd Quintile,male,White-collar worker,0.16220,178,1023,0.13959,0.18480
1986,3rd Quintile,male,Apprentice/ Trainee/ Intern,0.10102,132,1023,0.08254,0.11950
1986,3rd Quintile,male,Not employed: Pensioner,0.14799,120,1023,0.12622,0.16976
1986,3rd Quintile,male,Not employed: registered unemployed,0.02088,31,1023,0.01212,0.02965
1986,3rd Quintile,female,Blue-collar worker,0.10813,213,1008,0.08895,0.12731
1986,3rd Quintile,female,White-collar worker,0.18670,220,1008,0.16263,0.21077
1986,3rd Quintile,female,Apprentice/ Trainee/ Intern,0.07922,113,1008,0.06254,0.09591
1986,3rd Quintile,female,Not employed: Pensioner,0.21425,171,1008,0.18891,0.23959
1986,3rd Quintile,female,Not employed: registered unemployed,0.01675,32,1008,0.00882,0.02467
1986,3rd Quintile,female,Not employed: no further information,0.18814,259,1008,0.16400,0.21228
1986,4th Quintile,male,Self-employed,0.03647,50,1105,0.02541,0.04753
1986,4th Quintile,male,Blue-collar worker,0.30180,482,1105,0.27472,0.32888
1986,4th Quintile,male,Civil servant,0.08839,98,1105,0.07164,0.10513
1986,4th Quintile,male,White-collar worker,0.20668,245,1105,0.18279,0.23057
1986,4th Quintile,male,Apprentice/ Trainee/ Intern,0.07681,110,1105,0.06110,0.09252
1986,4th Quintile,male,Not employed: Pensioner,0.13484,120,1105,0.11470,0.15499
1986,4th Quintile,female,Self-employed,0.02401,35,1048,0.01473,0.03328
1986,4th Quintile,female,Blue-collar worker,0.12036,223,1048,0.10065,0.14007
1986,4th Quintile,female,White-collar worker,0.26127,303,1048,0.23466,0.28789
1986,4th Quintile,female,Apprentice/ Trainee/ Intern,0.06001,77,1048,0.04562,0.07440
1986,4th Quintile,female,Not employed: Pensioner,0.18171,146,1048,0.15836,0.20507
1986,4th Quintile,female,Not employed: registered unemployed,0.02689,35,1048,0.01709,0.03668
1986,4th Quintile,female,Not employed: no further information,0.18314,229,1048,0.15971,0.20657
1986,5th Quintile,male,Self-employed,0.13506,167,1058,0.11445,0.15566
1986,5th Quintile,male,Blue-collar worker,0.15785,242,1058,0.13587,0.17983
1986,5th Quintile,male,Civil servant,0.11923,138,1058,0.09969,0.13877
1986,5th Quintile,male,White-collar worker,0.27940,311,1058,0.25235,0.30645
1986,5th Quintile,male,Apprentice/ Trainee/ Intern,0.07413,91,1058,0.05833,0.08992
1986,5th Quintile,male,Not employed: Pensioner,0.11935,109,1058,0.09981,0.13890
1986,5th Quintile,female,Self-employed,0.07195,81,982,0.05578,0.08813
1986,5th Quintile,female,Blue-collar worker,0.07296,112,982,0.05669,0.08924
1986,5th Quintile,female,Civil servant,0.05153,57,982,0.03770,0.06537
1986,5th Quintile,female,White-collar worker,0.33363,375,982,0.30413,0.36314
1986,5th Quintile,female,Apprentice/ Trainee/ Intern,0.05369,67,982,0.03958,0.06779
1986,5th Quintile,female,Not employed: Pensioner,0.14782,117,982,0.12561,0.17003
1986,5th Quintile,female,Not employed: no further information,0.15285,173,982,0.13034,0.17537
1987,1st Quintile,male,Blue-collar worker,0.19541,352,833,0.16847,0.22236
1987,1st Quintile,male,White-collar worker,0.05527,56,833,0.03974,0.07080
1987,1st Quintile,male,Apprentice/ Trainee/ Intern,0.09950,140,833,0.07916,0.11984
1987,1st Quintile,male,Not employed: Pensioner,0.22953,164,833,0.20095,0.25810
1987,1st Quintile,male,Not employed: registered unemployed,0.09042,121,833,0.07094,0.10991
1987,1st Quintile,female,Blue-collar worker,0.07326,135,1108,0.05791,0.08861
1987,1st Quintile,female,White-collar worker,0.03696,56,1108,0.02585,0.04807
1987,1st Quintile,female,Apprentice/ Trainee/ Intern,0.07770,132,1108,0.06193,0.09347
1987,1st Quintile,female,Not employed: Pensioner,0.33872,256,1108,0.31084,0.36660
1987,1st Quintile,female,Not employed: registered unemployed,0.04929,86,1108,0.03653,0.06204
1987,1st Quintile,female,Not employed: no further information,0.23083,443,1108,0.20601,0.25566
1987,2nd Quintile,male,Self-employed,0.03242,34,967,0.02125,0.04359
1987,2nd Quintile,male,Blue-collar worker,0.27514,457,967,0.24698,0.30330
1987,2nd Quintile,male,Civil servant,0.03794,42,967,0.02589,0.04998
1987,2nd Quintile,male,White-collar worker,0.10902,118,967,0.08937,0.12867
1987,2nd Quintile,male,Apprentice/ Trainee/ Intern,0.08567,135,967,0.06802,0.10332
1987,2nd Quintile,male,Not employed: Pensioner,0.17315,134,967,0.14928,0.19701
1987,2nd Quintile,male,Not employed: registered unemployed,0.02942,47,967,0.01877,0.04008
1987,2nd Quintile,female,Blue-collar worker,0.09616,195,1043,0.07826,0.11406
1987,2nd Quintile,female,White-collar worker,0.12548,145,1043,0.10536,0.14559
1987,2nd Quintile,female,Apprentice/ Trainee/ Intern,0.05269,99,1043,0.03912,0.06625
1987,2nd Quintile,female,Not employed: Pensioner,0.25337,185,1043,0.22696,0.27978
1987,2nd Quintile,female,Not employed: registered unemployed,0.01933,37,1043,0.01097,0.02769
1987,2nd Quintile,female,Not employed: no further information,0.24279,382,1043,0.21676,0.26882
1987,3rd Quintile,male,Self-employed,0.03928,51,1025,0.02738,0.05118
1987,3rd Quintile,male,Blue-collar worker,0.28373,449,1025,0.25612,0.31134
1987,3rd Quintile,male,Civil servant,0.05879,63,1025,0.04438,0.07320
1987,3rd Quintile,male,White-collar worker,0.15568,177,1025,0.13347,0.17788
1987,3rd Quintile,male,Apprentice/ Trainee/ Intern,0.08178,125,1025,0.06500,0.09857
1987,3rd Quintile,male,Not employed: Pensioner,0.15387,124,1025,0.13177,0.17597
1987,3rd Quintile,male,Not employed: registered unemployed,0.02572,36,1025,0.01603,0.03542
1987,3rd Quintile,female,Self-employed,0.03338,48,1045,0.02248,0.04427
1987,3rd Quintile,female,Blue-collar worker,0.09616,193,1045,0.07828,0.11405
1987,3rd Quintile,female,White-collar worker,0.17715,208,1045,0.15399,0.20031
1987,3rd Quintile,female,Apprentice/ Trainee/ Intern,0.06709,110,1045,0.05192,0.08227
1987,3rd Quintile,female,Not employed: Pensioner,0.22153,177,1045,0.19634,0.24672
1987,3rd Quintile,female,Not employed: registered unemployed,0.02852,45,1045,0.01843,0.03862
1987,3rd Quintile,female,Not employed: no further information,0.19985,264,1045,0.17559,0.22411
1987,4th Quintile,male,Self-employed,0.05101,64,1076,0.03786,0.06416
1987,4th Quintile,male,Blue-collar worker,0.29007,444,1076,0.26294,0.31720
1987,4th Quintile,male,Civil servant,0.08980,106,1076,0.07271,0.10689
1987,4th Quintile,male,White-collar worker,0.21520,236,1076,0.19063,0.23977
1987,4th Quintile,male,Apprentice/ Trainee/ Intern,0.06531,103,1076,0.05054,0.08008
1987,4th Quintile,male,Not employed: Pensioner,0.13560,123,1076,0.11514,0.15607
1987,4th Quintile,female,Self-employed,0.03892,46,1014,0.02701,0.05083
1987,4th Quintile,female,Blue-collar worker,0.12289,212,1014,0.10267,0.14311
1987,4th Quintile,female,White-collar worker,0.26658,303,1014,0.23935,0.29381
1987,4th Quintile,female,Apprentice/ Trainee/ Intern,0.05961,80,1014,0.04503,0.07420
1987,4th Quintile,female,Not employed: Pensioner,0.15171,123,1014,0.12962,0.17380
1987,4th Quintile,female,Not employed: registered unemployed,0.02629,32,1014,0.01643,0.03614
1987,4th Quintile,female,Not employed: no further information,0.18325,218,1014,0.15942,0.20707
1987,5th Quintile,male,Self-employed,0.12857,155,1064,0.10845,0.14869
1987,5th Quintile,male,Blue-collar worker,0.17549,262,1064,0.15262,0.19835
1987,5th Quintile,male,Civil servant,0.11700,132,1064,0.09768,0.13632
1987,5th Quintile,male,White-collar worker,0.27767,321,1064,0.25075,0.30459
1987,5th Quintile,male,Apprentice/ Trainee/ Intern,0.07126,102,1064,0.05579,0.08672
1987,5th Quintile,male,Not employed: Pensioner,0.10172,92,1064,0.08355,0.11990
1987,5th Quintile,female,Self-employed,0.05982,70,962,0.04483,0.07482
1987,5th Quintile,female,Blue-collar worker,0.08912,129,962,0.07111,0.10713
1987,5th Quintile,female,Civil servant,0.05288,58,962,0.03873,0.06703
1987,5th Quintile,female,White-collar worker,0.34184,371,962,0.31185,0.37183
1987,5th Quintile,female,Apprentice/ Trainee/ Intern,0.04737,56,962,0.03394,0.06080
1987,5th Quintile,female,Not employed: Pensioner,0.14626,117,962,0.12392,0.16860
1987,5th Quintile,female,Not employed: no further information,0.14439,161,962,0.12217,0.16661
1988,1st Quintile,male,Blue-collar worker,0.20721,350,837,0.17974,0.23469
1988,1st Quintile,male,White-collar worker,0.04802,51,837,0.03353,0.06251
1988,1st Quintile,male,Apprentice/ Trainee/ Intern,0.11711,144,837,0.09532,0.13891
1988,1st Quintile,male,Not employed: Pensioner,0.22032,155,837,0.19222,0.24841
1988,1st Quintile,male,Not employed: registered unemployed,0.07924,106,837,0.06093,0.09755
1988,1st Quintile,male,Not employed: no further information,0.01576,31,837,0.00732,0.02420
1988,1st Quintile,female,Blue-collar worker,0.07842,142,1065,0.06226,0.09457
1988,1st Quintile,female,White-collar worker,0.04627,63,1065,0.03365,0.05889
1988,1st Quintile,female,Apprentice/ Trainee/ Intern,0.06786,118,1065,0.05275,0.08298
1988,1st Quintile,female,Not employed: Pensioner,0.30649,225,1065,0.27878,0.33419
1988,1st Quintile,female,Not employed: registered unemployed,0.04911,75,1065,0.03612,0.06209
1988,1st Quintile,female,Not employed: no further information,0.24427,442,1065,0.21846,0.27009
1988,2nd Quintile,male,Self-employed,0.03285,37,910,0.02126,0.04444
1988,2nd Quintile,male,Blue-collar worker,0.23088,385,910,0.20348,0.25827
1988,2nd Quintile,male,Civil servant,0.03885,37,910,0.02628,0.05141
1988,2nd Quintile,male,White-collar worker,0.13154,138,910,0.10957,0.15352
1988,2nd Quintile,male,Apprentice/ Trainee/ Intern,0.08615,124,910,0.06791,0.10439
1988,2nd Quintile,male,Not employed: Pensioner,0.20075,149,910,0.17471,0.22679
1988,2nd Quintile,male,Not employed: registered unemployed,0.02969,40,910,0.01865,0.04072
1988,2nd Quintile,female,Self-employed,0.02170,32,1022,0.01277,0.03064
1988,2nd Quintile,female,Blue-collar worker,0.08169,175,1022,0.06489,0.09849
1988,2nd Quintile,female,White-collar worker,0.11273,142,1022,0.09333,0.13213
1988,2nd Quintile,female,Apprentice/ Trainee/ Intern,0.04799,91,1022,0.03488,0.06110
1988,2nd Quintile,female,Not employed: Pensioner,0.29378,215,1022,0.26584,0.32172
1988,2nd Quintile,female,Not employed: no further information,0.22359,367,1022,0.19803,0.24915
1988,3rd Quintile,male,Self-employed,0.04149,46,981,0.02900,0.05397
1988,3rd Quintile,male,Blue-collar worker,0.28994,437,981,0.26153,0.31834
1988,3rd Quintile,male,Civil servant,0.05544,58,981,0.04111,0.06977
1988,3rd Quintile,male,White-collar worker,0.15137,162,981,0.12893,0.17381
1988,3rd Quintile,male,Apprentice/ Trainee/ Intern,0.09448,123,981,0.07617,0.11279
1988,3rd Quintile,male,Not employed: Pensioner,0.12753,108,981,0.10664,0.14841
1988,3rd Quintile,male,Not employed: registered unemployed,0.03141,47,981,0.02049,0.04233
1988,3rd Quintile,female,Blue-collar worker,0.10396,197,959,0.08463,0.12329
1988,3rd Quintile,female,White-collar worker,0.19135,199,959,0.16644,0.21626
1988,3rd Quintile,female,Apprentice/ Trainee/ Intern,0.07882,114,959,0.06176,0.09588
1988,3rd Quintile,female,Not employed: Pensioner,0.20631,150,959,0.18068,0.23193
1988,3rd Quintile,female,Not employed: registered unemployed,0.03465,48,959,0.02307,0.04624
1988,3rd Quintile,female,Not employed: no further information,0.19684,251,959,0.17166,0.22202
1988,4th Quintile,male,Self-employed,0.04308,55,1065,0.03088,0.05528
1988,4th Quintile,male,Blue-collar worker,0.29265,435,1065,0.26531,0.31999
1988,4th Quintile,male,Civil servant,0.08266,92,1065,0.06612,0.09921
1988,4th Quintile,male,White-collar worker,0.21939,235,1065,0.19452,0.24425
1988,4th Quintile,male,Apprentice/ Trainee/ Intern,0.06432,98,1065,0.04958,0.07906
1988,4th Quintile,male,Not employed: Pensioner,0.13500,118,1065,0.11447,0.15554
1988,4th Quintile,male,Not employed: registered unemployed,0.02265,32,1065,0.01371,0.03159
1988,4th Quintile,female,Self-employed,0.03031,33,959,0.01945,0.04116
1988,4th Quintile,female,Blue-collar worker,0.11917,200,959,0.09865,0.13968
1988,4th Quintile,female,White-collar worker,0.26797,279,959,0.23992,0.29602
1988,4th Quintile,female,Apprentice/ Trainee/ Intern,0.05165,67,959,0.03763,0.06566
1988,4th Quintile,female,Not employed: Pensioner,0.16736,130,959,0.14372,0.19100
1988,4th Quintile,female,Not employed: registered unemployed,0.03830,50,959,0.02615,0.05046
1988,4th Quintile,female,Not employed: no further information,0.17080,200,959,0.14697,0.19464
1988,5th Quintile,male,Self-employed,0.12690,145,972,0.10596,0.14783
1988,5th Quintile,male,Blue-collar worker,0.15744,223,972,0.13453,0.18035
1988,5th Quintile,male,Civil servant,0.11983,129,972,0.09940,0.14026
1988,5th Quintile,male,White-collar worker,0.30201,313,972,0.27313,0.33089
1988,5th Quintile,male,Apprentice/ Trainee/ Intern,0.04682,61,972,0.03353,0.06011
1988,5th Quintile,male,Not employed: Pensioner,0.11716,101,972,0.09693,0.13739
1988,5th Quintile,female,Self-employed,0.07228,78,908,0.05542,0.08913
1988,5th Quintile,female,Blue-collar worker,0.07587,110,908,0.05864,0.09311
1988,5th Quintile,female,Civil servant,0.05549,55,908,0.04059,0.07039
1988,5th Quintile,female,White-collar worker,0.37430,367,908,0.34280,0.40579
1988,5th Quintile,female,Apprentice/ Trainee/ Intern,0.04349,52,908,0.03021,0.05676
1988,5th Quintile,female,Not employed: Pensioner,0.14584,106,908,0.12287,0.16881
1988,5th Quintile,female,Not employed: no further information,0.12911,140,908,0.10729,0.15094
1989,1st Quintile,male,Blue-collar worker,0.18682,344,816,0.16006,0.21358
1989,1st Quintile,male,White-collar worker,0.05049,53,816,0.03545,0.06552
1989,1st Quintile,male,Apprentice/ Trainee/ Intern,0.12475,141,816,0.10207,0.14744
1989,1st Quintile,male,Not employed: Pensioner,0.22434,149,816,0.19570,0.25298
1989,1st Quintile,male,Not employed: registered unemployed,0.06503,77,816,0.04810,0.08196
1989,1st Quintile,male,Not employed: no further information,0.02802,52,816,0.01669,0.03935
1989,1st Quintile,female,Blue-collar worker,0.06835,133,1042,0.05302,0.08368
1989,1st Quintile,female,White-collar worker,0.06850,80,1042,0.05315,0.08384
