year,age_gr,quintil_oecd,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,5th Quintile,Not employed: no further information,0.11491,94,787,0.09261,0.13721
1985,66 and older,1st Quintile,Not employed: Pensioner,0.91238,230,230,0.87576,0.94900
1985,66 and older,2nd Quintile,Not employed: Pensioner,0.93308,240,240,0.90140,0.96476
1985,66 and older,3rd Quintile,Not employed: Pensioner,0.92671,200,200,0.89050,0.96292
1985,66 and older,4th Quintile,Not employed: Pensioner,0.89954,173,173,0.85462,0.94447
1985,66 and older,5th Quintile,Not employed: Pensioner,0.83728,142,142,0.77635,0.89820
1986,17-29 y.,1st Quintile,Blue-collar worker,0.16485,132,629,0.13583,0.19387
1986,17-29 y.,1st Quintile,White-collar worker,0.11150,53,629,0.08688,0.13612
1986,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.41983,265,629,0.38123,0.45843
1986,17-29 y.,1st Quintile,Not employed: registered unemployed,0.10948,76,629,0.08505,0.13390
1986,17-29 y.,1st Quintile,Not employed: no further information,0.13121,103,629,0.10481,0.15762
1986,17-29 y.,2nd Quintile,Blue-collar worker,0.20168,148,573,0.16880,0.23457
1986,17-29 y.,2nd Quintile,White-collar worker,0.17575,77,573,0.14456,0.20694
1986,17-29 y.,2nd Quintile,Apprentice/ Trainee/ Intern,0.37782,224,573,0.33809,0.41756
1986,17-29 y.,2nd Quintile,Not employed: registered unemployed,0.06383,40,573,0.04379,0.08386
1986,17-29 y.,2nd Quintile,Not employed: no further information,0.10492,84,573,0.07980,0.13003
1986,17-29 y.,3rd Quintile,Blue-collar worker,0.24152,180,562,0.20611,0.27694
1986,17-29 y.,3rd Quintile,White-collar worker,0.22442,108,562,0.18989,0.25894
1986,17-29 y.,3rd Quintile,Apprentice/ Trainee/ Intern,0.38493,237,562,0.34467,0.42520
1986,17-29 y.,3rd Quintile,Not employed: no further information,0.04481,37,562,0.02769,0.06192
1986,17-29 y.,4th Quintile,Blue-collar worker,0.29686,223,594,0.26009,0.33363
1986,17-29 y.,4th Quintile,Civil servant,0.08409,41,594,0.06175,0.10643
1986,17-29 y.,4th Quintile,White-collar worker,0.24178,150,594,0.20732,0.27624
1986,17-29 y.,4th Quintile,Apprentice/ Trainee/ Intern,0.27839,180,594,0.24232,0.31447
1986,17-29 y.,5th Quintile,Blue-collar worker,0.21431,118,419,0.17497,0.25365
1986,17-29 y.,5th Quintile,White-collar worker,0.32239,150,419,0.27758,0.36720
1986,17-29 y.,5th Quintile,Apprentice/ Trainee/ Intern,0.31047,151,419,0.26611,0.35482
1986,30-45 y.,1st Quintile,Blue-collar worker,0.30901,228,554,0.27050,0.34753
1986,30-45 y.,1st Quintile,White-collar worker,0.11660,51,554,0.08985,0.14335
1986,30-45 y.,1st Quintile,Not employed: registered unemployed,0.14348,61,554,0.11426,0.17270
1986,30-45 y.,1st Quintile,Not employed: no further information,0.31884,214,554,0.28000,0.35768
1986,30-45 y.,2nd Quintile,Self-employed,0.05669,31,657,0.03899,0.07438
1986,30-45 y.,2nd Quintile,Blue-collar worker,0.34162,286,657,0.30533,0.37792
1986,30-45 y.,2nd Quintile,White-collar worker,0.20636,110,657,0.17539,0.23733
1986,30-45 y.,2nd Quintile,Not employed: registered unemployed,0.04367,33,657,0.02803,0.05931
1986,30-45 y.,2nd Quintile,Not employed: no further information,0.28243,197,657,0.24798,0.31688
1986,30-45 y.,3rd Quintile,Blue-collar worker,0.26663,234,582,0.23067,0.30259
1986,30-45 y.,3rd Quintile,Civil servant,0.08171,47,582,0.05943,0.10398
1986,30-45 y.,3rd Quintile,White-collar worker,0.34714,186,582,0.30843,0.38585
1986,30-45 y.,3rd Quintile,Not employed: no further information,0.19177,115,582,0.15976,0.22378
1986,30-45 y.,4th Quintile,Self-employed,0.04971,37,606,0.03239,0.06703
1986,30-45 y.,4th Quintile,Blue-collar worker,0.25489,215,606,0.22017,0.28962
1986,30-45 y.,4th Quintile,Civil servant,0.08282,41,606,0.06086,0.10478
1986,30-45 y.,4th Quintile,White-collar worker,0.43320,232,606,0.39372,0.47269
1986,30-45 y.,4th Quintile,Not employed: no further information,0.12465,81,606,0.09833,0.15098
1986,30-45 y.,5th Quintile,Self-employed,0.13526,96,661,0.10917,0.16135
1986,30-45 y.,5th Quintile,Blue-collar worker,0.13012,113,661,0.10446,0.15579
1986,30-45 y.,5th Quintile,Civil servant,0.15270,97,661,0.12526,0.18015
1986,30-45 y.,5th Quintile,White-collar worker,0.46861,292,661,0.43054,0.50668
1986,30-45 y.,5th Quintile,Not employed: no further information,0.08796,63,661,0.06635,0.10957
1986,46-65 y.,1st Quintile,Blue-collar worker,0.16237,144,514,0.13045,0.19428
1986,46-65 y.,1st Quintile,Not employed: Pensioner,0.39085,151,514,0.34863,0.43308
1986,46-65 y.,1st Quintile,Not employed: registered unemployed,0.10554,67,514,0.07895,0.13213
1986,46-65 y.,1st Quintile,Not employed: no further information,0.26760,152,514,0.22929,0.30591
1986,46-65 y.,2nd Quintile,Blue-collar worker,0.25785,185,492,0.21916,0.29655
1986,46-65 y.,2nd Quintile,White-collar worker,0.11240,56,492,0.08446,0.14034
1986,46-65 y.,2nd Quintile,Not employed: Pensioner,0.27310,112,492,0.23369,0.31252
1986,46-65 y.,2nd Quintile,Not employed: no further information,0.25147,139,492,0.21309,0.28985
1986,46-65 y.,3rd Quintile,Self-employed,0.05663,32,580,0.03780,0.07545
1986,46-65 y.,3rd Quintile,Blue-collar worker,0.30440,245,580,0.26692,0.34188
1986,46-65 y.,3rd Quintile,White-collar worker,0.19090,102,580,0.15889,0.22292
1986,46-65 y.,3rd Quintile,Not employed: Pensioner,0.19842,91,580,0.16594,0.23091
1986,46-65 y.,3rd Quintile,Not employed: no further information,0.18938,110,580,0.15747,0.22129
1986,46-65 y.,4th Quintile,Self-employed,0.04663,36,723,0.03125,0.06201
1986,46-65 y.,4th Quintile,Blue-collar worker,0.27956,267,723,0.24682,0.31230
1986,46-65 y.,4th Quintile,Civil servant,0.05113,36,723,0.03506,0.06720
1986,46-65 y.,4th Quintile,White-collar worker,0.25763,165,723,0.22573,0.28953
1986,46-65 y.,4th Quintile,Not employed: Pensioner,0.17167,104,723,0.14417,0.19918
1986,46-65 y.,4th Quintile,Not employed: no further information,0.16006,115,723,0.13332,0.18681
1986,46-65 y.,5th Quintile,Self-employed,0.15999,122,748,0.13370,0.18628
1986,46-65 y.,5th Quintile,Blue-collar worker,0.11456,122,748,0.09172,0.13740
1986,46-65 y.,5th Quintile,Civil servant,0.10102,72,748,0.07941,0.12263
1986,46-65 y.,5th Quintile,White-collar worker,0.34247,244,748,0.30844,0.37650
1986,46-65 y.,5th Quintile,Not employed: Pensioner,0.14510,95,748,0.11984,0.17035
1986,46-65 y.,5th Quintile,Not employed: no further information,0.11757,93,748,0.09447,0.14067
1986,66 and older,1st Quintile,Not employed: Pensioner,0.93485,236,236,0.90329,0.96640
1986,66 and older,2nd Quintile,Not employed: Pensioner,0.93539,223,223,0.90305,0.96773
1986,66 and older,3rd Quintile,Not employed: Pensioner,0.92848,191,191,0.89184,0.96512
1986,66 and older,4th Quintile,Not employed: Pensioner,0.92126,156,156,0.87886,0.96366
1986,66 and older,5th Quintile,Not employed: Pensioner,0.83140,128,128,0.76629,0.89652
1987,17-29 y.,1st Quintile,Blue-collar worker,0.17412,131,628,0.14443,0.20380
1987,17-29 y.,1st Quintile,White-collar worker,0.08597,43,628,0.06403,0.10792
1987,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.43665,263,628,0.39782,0.47547
1987,17-29 y.,1st Quintile,Not employed: registered unemployed,0.11846,77,628,0.09316,0.14375
1987,17-29 y.,1st Quintile,Not employed: no further information,0.13894,114,628,0.11187,0.16602
1987,17-29 y.,2nd Quintile,Blue-collar worker,0.22738,168,601,0.19384,0.26092
1987,17-29 y.,2nd Quintile,White-collar worker,0.23935,101,601,0.20521,0.27350
1987,17-29 y.,2nd Quintile,Apprentice/ Trainee/ Intern,0.32447,225,601,0.28701,0.36193
1987,17-29 y.,2nd Quintile,Not employed: registered unemployed,0.04865,32,601,0.03143,0.06586
1987,17-29 y.,2nd Quintile,Not employed: no further information,0.10377,75,601,0.07937,0.12817
1987,17-29 y.,3rd Quintile,Blue-collar worker,0.27353,174,550,0.23624,0.31082
1987,17-29 y.,3rd Quintile,White-collar worker,0.22593,112,550,0.19095,0.26092
1987,17-29 y.,3rd Quintile,Apprentice/ Trainee/ Intern,0.33700,232,550,0.29746,0.37654
1987,17-29 y.,3rd Quintile,Not employed: no further information,0.05073,32,550,0.03237,0.06909
1987,17-29 y.,4th Quintile,Blue-collar worker,0.28370,198,569,0.24663,0.32077
1987,17-29 y.,4th Quintile,Civil servant,0.06266,34,569,0.04273,0.08259
1987,17-29 y.,4th Quintile,White-collar worker,0.28707,159,569,0.24987,0.32428
1987,17-29 y.,4th Quintile,Apprentice/ Trainee/ Intern,0.26315,178,569,0.22693,0.29936
1987,17-29 y.,5th Quintile,Blue-collar worker,0.24048,122,406,0.19886,0.28211
1987,17-29 y.,5th Quintile,White-collar worker,0.31382,137,406,0.26863,0.35902
1987,17-29 y.,5th Quintile,Apprentice/ Trainee/ Intern,0.28997,147,406,0.24578,0.33416
1987,30-45 y.,1st Quintile,Blue-collar worker,0.36399,222,512,0.32227,0.40571
1987,30-45 y.,1st Quintile,White-collar worker,0.11834,47,512,0.09034,0.14635
1987,30-45 y.,1st Quintile,Not employed: registered unemployed,0.11826,54,512,0.09026,0.14625
1987,30-45 y.,1st Quintile,Not employed: no further information,0.29731,189,512,0.25768,0.33694
1987,30-45 y.,2nd Quintile,Blue-collar worker,0.35289,279,570,0.31363,0.39216
1987,30-45 y.,2nd Quintile,White-collar worker,0.21603,108,570,0.18222,0.24985
1987,30-45 y.,2nd Quintile,Not employed: no further information,0.27095,183,570,0.23443,0.30747
1987,30-45 y.,3rd Quintile,Self-employed,0.06143,40,621,0.04253,0.08033
1987,30-45 y.,3rd Quintile,Blue-collar worker,0.29432,255,621,0.25845,0.33019
1987,30-45 y.,3rd Quintile,Civil servant,0.07965,41,621,0.05834,0.10097
1987,30-45 y.,3rd Quintile,White-collar worker,0.33318,172,621,0.29608,0.37028
1987,30-45 y.,3rd Quintile,Not employed: no further information,0.19144,113,621,0.16047,0.22241
1987,30-45 y.,4th Quintile,Self-employed,0.08533,50,593,0.06283,0.10784
1987,30-45 y.,4th Quintile,Blue-collar worker,0.22941,201,593,0.19554,0.26328
1987,30-45 y.,4th Quintile,Civil servant,0.09484,46,593,0.07124,0.11845
1987,30-45 y.,4th Quintile,White-collar worker,0.41187,214,593,0.37222,0.45152
1987,30-45 y.,4th Quintile,Not employed: no further information,0.13670,82,593,0.10903,0.16438
1987,30-45 y.,5th Quintile,Self-employed,0.13361,92,662,0.10767,0.15955
1987,30-45 y.,5th Quintile,Blue-collar worker,0.13641,115,662,0.11024,0.16257
1987,30-45 y.,5th Quintile,Civil servant,0.14480,92,662,0.11797,0.17163
1987,30-45 y.,5th Quintile,White-collar worker,0.48341,314,662,0.44532,0.52151
1987,30-45 y.,5th Quintile,Not employed: no further information,0.06950,49,662,0.05011,0.08889
1987,46-65 y.,1st Quintile,Blue-collar worker,0.16452,131,477,0.13122,0.19783
1987,46-65 y.,1st Quintile,Not employed: Pensioner,0.33935,128,477,0.29681,0.38188
1987,46-65 y.,1st Quintile,Not employed: registered unemployed,0.13170,76,477,0.10132,0.16208
1987,46-65 y.,1st Quintile,Not employed: no further information,0.26341,142,477,0.22384,0.30298
1987,46-65 y.,2nd Quintile,Blue-collar worker,0.28105,204,488,0.24112,0.32097
1987,46-65 y.,2nd Quintile,White-collar worker,0.11970,54,488,0.09087,0.14854
1987,46-65 y.,2nd Quintile,Not employed: Pensioner,0.26936,106,488,0.22996,0.30876
1987,46-65 y.,2nd Quintile,Not employed: no further information,0.22575,124,488,0.18862,0.26289
1987,46-65 y.,3rd Quintile,Self-employed,0.07991,48,608,0.05834,0.10148
1987,46-65 y.,3rd Quintile,Blue-collar worker,0.25098,211,608,0.21649,0.28547
1987,46-65 y.,3rd Quintile,White-collar worker,0.18078,99,608,0.15016,0.21139
1987,46-65 y.,3rd Quintile,Not employed: Pensioner,0.19690,93,608,0.16527,0.22854
1987,46-65 y.,3rd Quintile,Not employed: registered unemployed,0.04223,34,608,0.02623,0.05823
1987,46-65 y.,3rd Quintile,Not employed: no further information,0.20320,123,608,0.17119,0.23521
1987,46-65 y.,4th Quintile,Self-employed,0.06662,49,716,0.04834,0.08489
1987,46-65 y.,4th Quintile,Blue-collar worker,0.28980,256,716,0.25654,0.32305
1987,46-65 y.,4th Quintile,Civil servant,0.05910,43,716,0.04182,0.07639
1987,46-65 y.,4th Quintile,White-collar worker,0.25737,165,716,0.22533,0.28942
1987,46-65 y.,4th Quintile,Not employed: Pensioner,0.14018,94,716,0.11474,0.16563
1987,46-65 y.,4th Quintile,Not employed: no further information,0.14790,109,716,0.12188,0.17392
1987,46-65 y.,5th Quintile,Self-employed,0.13181,100,745,0.10750,0.15611
1987,46-65 y.,5th Quintile,Blue-collar worker,0.14963,154,745,0.12400,0.17527
1987,46-65 y.,5th Quintile,Civil servant,0.10660,74,745,0.08442,0.12877
1987,46-65 y.,5th Quintile,White-collar worker,0.33669,238,745,0.30273,0.37064
1987,46-65 y.,5th Quintile,Not employed: Pensioner,0.12309,83,745,0.09948,0.14670
1987,46-65 y.,5th Quintile,Not employed: no further information,0.12347,96,745,0.09983,0.14711
1987,66 and older,1st Quintile,Not employed: Pensioner,0.91520,283,283,0.88268,0.94772
1987,66 and older,2nd Quintile,Not employed: Pensioner,0.93322,206,206,0.89904,0.96739
1987,66 and older,3rd Quintile,Not employed: Pensioner,0.95534,203,203,0.92685,0.98382
1987,66 and older,4th Quintile,Not employed: Pensioner,0.91190,147,147,0.86592,0.95788
1987,66 and older,5th Quintile,Not employed: Pensioner,0.83084,124,124,0.76458,0.89709
1988,17-29 y.,1st Quintile,Blue-collar worker,0.18570,141,623,0.15514,0.21626
1988,17-29 y.,1st Quintile,White-collar worker,0.11164,51,623,0.08689,0.13639
1988,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.43308,255,623,0.39414,0.47202
1988,17-29 y.,1st Quintile,Not employed: registered unemployed,0.07719,56,623,0.05622,0.09817
1988,17-29 y.,1st Quintile,Not employed: no further information,0.14718,120,623,0.11933,0.17502
