year,pgisced97,regtyp,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Upper Secondary Level,Urban regions,Blue-collar worker,0.21847,1108,4015,0.20569,0.23125
1985,Upper Secondary Level,Urban regions,Civil servant,0.04081,158,4015,0.03469,0.04693
1985,Upper Secondary Level,Urban regions,White-collar worker,0.25369,986,4015,0.24023,0.26715
1985,Upper Secondary Level,Urban regions,Apprentice/ Trainee/ Intern,0.05232,255,4015,0.04544,0.05921
1985,Upper Secondary Level,Urban regions,Not employed: Pensioner,0.22099,600,4015,0.20815,0.23382
1985,Upper Secondary Level,Urban regions,Not employed: registered unemployed,0.03801,173,4015,0.03210,0.04393
1985,Upper Secondary Level,Urban regions,Not employed: no further information,0.12480,552,4015,0.11458,0.13503
1985,Upper Secondary Level,Rural regions,Self-employed,0.07219,82,1131,0.05710,0.08728
1985,Upper Secondary Level,Rural regions,Blue-collar worker,0.22460,302,1131,0.20027,0.24893
1985,Upper Secondary Level,Rural regions,Civil servant,0.05069,62,1131,0.03790,0.06348
1985,Upper Secondary Level,Rural regions,White-collar worker,0.22420,262,1131,0.19989,0.24852
1985,Upper Secondary Level,Rural regions,Apprentice/ Trainee/ Intern,0.03867,49,1131,0.02742,0.04991
1985,Upper Secondary Level,Rural regions,Not employed: Pensioner,0.21420,171,1131,0.19028,0.23812
1985,Upper Secondary Level,Rural regions,Not employed: registered unemployed,0.05589,64,1131,0.04249,0.06928
1985,Upper Secondary Level,Rural regions,Not employed: no further information,0.11259,139,1131,0.09416,0.13102
1985,Post-secondary Non-tertiary Level,Urban regions,Blue-collar worker,0.17156,64,167,0.11421,0.22891
1985,Post-secondary Non-tertiary Level,Urban regions,White-collar worker,0.36787,72,167,0.29451,0.44123
1985,Post-secondary Non-tertiary Level,Urban regions,Apprentice/ Trainee/ Intern,0.13677,31,167,0.08450,0.18904
1985,First Stage of Tertiary Education,Urban regions,Self-employed,0.10899,56,456,0.08036,0.13763
1985,First Stage of Tertiary Education,Urban regions,Blue-collar worker,0.08493,46,456,0.05931,0.11055
1985,First Stage of Tertiary Education,Urban regions,Civil servant,0.06558,31,456,0.04284,0.08833
1985,First Stage of Tertiary Education,Urban regions,White-collar worker,0.37946,193,456,0.33488,0.42405
1985,First Stage of Tertiary Education,Urban regions,Not employed: Pensioner,0.22560,85,456,0.18719,0.26401
1985,First Stage of Tertiary Education,Urban regions,Not employed: no further information,0.08219,45,456,0.05696,0.10743
1985,First Stage of Tertiary Education,Rural regions,White-collar worker,0.28809,45,45,0.15428,0.42191
1985,Second Stage of Tertiary Education,Urban regions,Self-employed,0.09954,66,567,0.07487,0.12420
1985,Second Stage of Tertiary Education,Urban regions,Civil servant,0.22328,143,567,0.18897,0.25759
1985,Second Stage of Tertiary Education,Urban regions,White-collar worker,0.41172,265,567,0.37118,0.45227
1985,Second Stage of Tertiary Education,Urban regions,Not employed: Pensioner,0.12340,53,567,0.09631,0.15050
1985,Second Stage of Tertiary Education,Urban regions,Not employed: no further information,0.05459,40,567,0.03588,0.07331
1985,Second Stage of Tertiary Education,Rural regions,Civil servant,0.32536,42,74,0.21788,0.43284
1985,Second Stage of Tertiary Education,Rural regions,White-collar worker,0.24085,32,74,0.14276,0.33894
1986,Pre-primary Level,Urban regions,Apprentice/ Trainee/ Intern,0.96756,160,160,0.94002,0.99510
1986,Primary Level,Urban regions,Blue-collar worker,0.46876,347,624,0.42958,0.50795
1986,Primary Level,Urban regions,Not employed: Pensioner,0.10969,35,624,0.08515,0.13423
1986,Primary Level,Urban regions,Not employed: registered unemployed,0.06637,47,624,0.04682,0.08592
1986,Primary Level,Urban regions,Not employed: no further information,0.26050,195,624,0.22604,0.29497
1986,Primary Level,Rural regions,Blue-collar worker,0.30296,46,46,0.16870,0.43723
1986,Lower Secondary Level,Urban regions,Self-employed,0.01936,50,2190,0.01359,0.02513
1986,Lower Secondary Level,Urban regions,Blue-collar worker,0.20692,708,2190,0.18995,0.22389
1986,Lower Secondary Level,Urban regions,White-collar worker,0.07524,152,2190,0.06419,0.08629
1986,Lower Secondary Level,Urban regions,Apprentice/ Trainee/ Intern,0.14715,367,2190,0.13231,0.16199
1986,Lower Secondary Level,Urban regions,Not employed: Pensioner,0.31706,387,2190,0.29756,0.33655
1986,Lower Secondary Level,Urban regions,Not employed: registered unemployed,0.03831,103,2190,0.03027,0.04635
1986,Lower Secondary Level,Urban regions,Not employed: no further information,0.18700,423,2190,0.17066,0.20333
1986,Lower Secondary Level,Rural regions,Self-employed,0.05088,36,696,0.03455,0.06722
1986,Lower Secondary Level,Rural regions,Blue-collar worker,0.17343,165,696,0.14528,0.20158
1986,Lower Secondary Level,Rural regions,White-collar worker,0.07177,48,696,0.05258,0.09096
1986,Lower Secondary Level,Rural regions,Apprentice/ Trainee/ Intern,0.14118,110,696,0.11530,0.16707
1986,Lower Secondary Level,Rural regions,Not employed: Pensioner,0.31264,151,696,0.27818,0.34711
1986,Lower Secondary Level,Rural regions,Not employed: registered unemployed,0.04263,35,696,0.02761,0.05765
1986,Lower Secondary Level,Rural regions,Not employed: no further information,0.19902,151,696,0.16934,0.22870
1986,Upper Secondary Level,Urban regions,Self-employed,0.04402,177,3872,0.03756,0.05049
1986,Upper Secondary Level,Urban regions,Blue-collar worker,0.22541,1114,3872,0.21224,0.23857
1986,Upper Secondary Level,Urban regions,Civil servant,0.03846,144,3872,0.03240,0.04451
1986,Upper Secondary Level,Urban regions,White-collar worker,0.24501,930,3872,0.23147,0.25856
1986,Upper Secondary Level,Urban regions,Apprentice/ Trainee/ Intern,0.05522,242,3872,0.04802,0.06241
1986,Upper Secondary Level,Urban regions,Not employed: Pensioner,0.22609,585,3872,0.21291,0.23926
1986,Upper Secondary Level,Urban regions,Not employed: registered unemployed,0.03129,154,3872,0.02580,0.03677
1986,Upper Secondary Level,Urban regions,Not employed: no further information,0.12574,526,3872,0.11529,0.13618
1986,Upper Secondary Level,Rural regions,Self-employed,0.07395,78,1076,0.05830,0.08959
1986,Upper Secondary Level,Rural regions,Blue-collar worker,0.22191,283,1076,0.19707,0.24675
1986,Upper Secondary Level,Rural regions,Civil servant,0.04722,55,1076,0.03454,0.05989
1986,Upper Secondary Level,Rural regions,White-collar worker,0.22400,251,1076,0.19907,0.24892
1986,Upper Secondary Level,Rural regions,Apprentice/ Trainee/ Intern,0.04908,59,1076,0.03617,0.06200
1986,Upper Secondary Level,Rural regions,Not employed: Pensioner,0.21695,164,1076,0.19231,0.24159
1986,Upper Secondary Level,Rural regions,Not employed: registered unemployed,0.04701,55,1076,0.03436,0.05966
1986,Upper Secondary Level,Rural regions,Not employed: no further information,0.10845,131,1076,0.08986,0.12703
1986,Post-secondary Non-tertiary Level,Urban regions,Blue-collar worker,0.14811,58,142,0.08948,0.20675
1986,Post-secondary Non-tertiary Level,Urban regions,White-collar worker,0.43756,84,142,0.35567,0.51944
1986,First Stage of Tertiary Education,Urban regions,Self-employed,0.10065,49,406,0.07135,0.12995
1986,First Stage of Tertiary Education,Urban regions,Blue-collar worker,0.09569,49,406,0.06704,0.12434
1986,First Stage of Tertiary Education,Urban regions,White-collar worker,0.37450,179,406,0.32736,0.42163
1986,First Stage of Tertiary Education,Urban regions,Not employed: Pensioner,0.22899,80,406,0.18807,0.26991
1986,First Stage of Tertiary Education,Urban regions,Not employed: no further information,0.09450,49,406,0.06601,0.12299
1986,First Stage of Tertiary Education,Rural regions,White-collar worker,0.26081,38,38,0.11933,0.40229
1986,Second Stage of Tertiary Education,Urban regions,Self-employed,0.10772,71,559,0.08200,0.13345
1986,Second Stage of Tertiary Education,Urban regions,Civil servant,0.22395,144,559,0.18935,0.25854
1986,Second Stage of Tertiary Education,Urban regions,White-collar worker,0.40465,250,559,0.36392,0.44537
1986,Second Stage of Tertiary Education,Urban regions,Not employed: Pensioner,0.11575,50,559,0.08921,0.14230
1986,Second Stage of Tertiary Education,Urban regions,Not employed: no further information,0.06145,44,559,0.04153,0.08138
1986,Second Stage of Tertiary Education,Rural regions,Civil servant,0.35528,47,80,0.24974,0.46082
1986,Second Stage of Tertiary Education,Rural regions,White-collar worker,0.23774,33,80,0.14387,0.33161
1987,Pre-primary Level,Urban regions,Apprentice/ Trainee/ Intern,0.94866,158,158,0.91413,0.98318
1987,Primary Level,Urban regions,Blue-collar worker,0.45129,323,600,0.41144,0.49114
1987,Primary Level,Urban regions,Not employed: Pensioner,0.12093,45,600,0.09482,0.14704
1987,Primary Level,Urban regions,Not employed: registered unemployed,0.10411,59,600,0.07965,0.12857
1987,Primary Level,Urban regions,Not employed: no further information,0.23305,173,600,0.19919,0.26691
1987,Primary Level,Rural regions,Blue-collar worker,0.35992,45,45,0.21810,0.50175
1987,Lower Secondary Level,Urban regions,Self-employed,0.02479,57,2149,0.01822,0.03137
1987,Lower Secondary Level,Urban regions,Blue-collar worker,0.22652,700,2149,0.20882,0.24422
1987,Lower Secondary Level,Urban regions,White-collar worker,0.07544,139,2149,0.06427,0.08661
1987,Lower Secondary Level,Urban regions,Apprentice/ Trainee/ Intern,0.12741,374,2149,0.11331,0.14151
1987,Lower Secondary Level,Urban regions,Not employed: Pensioner,0.31639,373,2149,0.29672,0.33605
1987,Lower Secondary Level,Urban regions,Not employed: registered unemployed,0.03677,100,2149,0.02881,0.04473
1987,Lower Secondary Level,Urban regions,Not employed: no further information,0.18385,406,2149,0.16747,0.20023
1987,Lower Secondary Level,Rural regions,Self-employed,0.05193,35,667,0.03508,0.06878
1987,Lower Secondary Level,Rural regions,Blue-collar worker,0.18959,164,667,0.15982,0.21936
1987,Lower Secondary Level,Rural regions,White-collar worker,0.06806,46,667,0.04894,0.08719
1987,Lower Secondary Level,Rural regions,Apprentice/ Trainee/ Intern,0.12221,104,667,0.09733,0.14708
1987,Lower Secondary Level,Rural regions,Not employed: Pensioner,0.31920,144,667,0.28380,0.35461
1987,Lower Secondary Level,Rural regions,Not employed: registered unemployed,0.04656,40,667,0.03056,0.06257
1987,Lower Secondary Level,Rural regions,Not employed: no further information,0.19556,134,667,0.16543,0.22568
1987,Upper Secondary Level,Urban regions,Self-employed,0.03895,157,3821,0.03282,0.04509
1987,Upper Secondary Level,Urban regions,Blue-collar worker,0.23061,1124,3821,0.21725,0.24397
1987,Upper Secondary Level,Urban regions,Civil servant,0.03865,144,3821,0.03253,0.04476
1987,Upper Secondary Level,Urban regions,White-collar worker,0.24617,923,3821,0.23251,0.25983
1987,Upper Secondary Level,Urban regions,Apprentice/ Trainee/ Intern,0.05313,229,3821,0.04602,0.06024
1987,Upper Secondary Level,Urban regions,Not employed: Pensioner,0.22249,572,3821,0.20930,0.23567
1987,Upper Secondary Level,Urban regions,Not employed: registered unemployed,0.03290,153,3821,0.02725,0.03856
1987,Upper Secondary Level,Urban regions,Not employed: no further information,0.12534,519,3821,0.11484,0.13584
1987,Upper Secondary Level,Rural regions,Self-employed,0.07703,84,1093,0.06122,0.09285
1987,Upper Secondary Level,Rural regions,Blue-collar worker,0.23098,304,1093,0.20598,0.25598
1987,Upper Secondary Level,Rural regions,Civil servant,0.05218,60,1093,0.03899,0.06537
1987,Upper Secondary Level,Rural regions,White-collar worker,0.23172,257,1093,0.20669,0.25674
1987,Upper Secondary Level,Rural regions,Apprentice/ Trainee/ Intern,0.04892,62,1093,0.03612,0.06171
1987,Upper Secondary Level,Rural regions,Not employed: Pensioner,0.21427,163,1093,0.18993,0.23860
1987,Upper Secondary Level,Rural regions,Not employed: registered unemployed,0.03557,42,1093,0.02458,0.04655
1987,Upper Secondary Level,Rural regions,Not employed: no further information,0.09893,121,1093,0.08122,0.11664
1987,Post-secondary Non-tertiary Level,Urban regions,Blue-collar worker,0.13182,53,138,0.07517,0.18847
1987,Post-secondary Non-tertiary Level,Urban regions,White-collar worker,0.42239,85,138,0.33968,0.50510
1987,First Stage of Tertiary Education,Urban regions,Self-employed,0.09784,45,395,0.06851,0.12718
1987,First Stage of Tertiary Education,Urban regions,Blue-collar worker,0.09017,43,395,0.06189,0.11845
1987,First Stage of Tertiary Education,Urban regions,White-collar worker,0.37712,178,395,0.32926,0.42498
1987,First Stage of Tertiary Education,Urban regions,Not employed: Pensioner,0.22444,75,395,0.18324,0.26563
1987,First Stage of Tertiary Education,Urban regions,Not employed: no further information,0.10672,54,395,0.07623,0.13720
1987,First Stage of Tertiary Education,Rural regions,White-collar worker,0.31904,45,45,0.18131,0.45676
1987,Second Stage of Tertiary Education,Urban regions,Self-employed,0.11732,74,566,0.09078,0.14385
1987,Second Stage of Tertiary Education,Urban regions,Civil servant,0.21912,147,566,0.18501,0.25323
1987,Second Stage of Tertiary Education,Urban regions,White-collar worker,0.39073,247,566,0.35050,0.43096
1987,Second Stage of Tertiary Education,Urban regions,Not employed: Pensioner,0.12928,56,566,0.10161,0.15694
1987,Second Stage of Tertiary Education,Urban regions,Not employed: no further information,0.05752,42,566,0.03832,0.07672
1987,Second Stage of Tertiary Education,Rural regions,Civil servant,0.31752,40,78,0.21354,0.42150
1987,Second Stage of Tertiary Education,Rural regions,White-collar worker,0.25731,38,78,0.15967,0.35496
1988,Pre-primary Level,Urban regions,Apprentice/ Trainee/ Intern,0.96027,127,127,0.92616,0.99438
1988,Primary Level,Urban regions,Blue-collar worker,0.43166,292,557,0.39049,0.47283
1988,Primary Level,Urban regions,Not employed: Pensioner,0.12730,46,557,0.09959,0.15500
1988,Primary Level,Urban regions,Not employed: registered unemployed,0.09517,53,557,0.07077,0.11956
1988,Primary Level,Urban regions,Not employed: no further information,0.26002,166,557,0.22356,0.29648
1988,Primary Level,Rural regions,Blue-collar worker,0.32791,44,44,0.18759,0.46822
1988,Lower Secondary Level,Urban regions,Self-employed,0.02375,52,2091,0.01722,0.03027
1988,Lower Secondary Level,Urban regions,Blue-collar worker,0.22067,677,2091,0.20289,0.23845
1988,Lower Secondary Level,Urban regions,White-collar worker,0.07778,146,2091,0.06630,0.08926
1988,Lower Secondary Level,Urban regions,Apprentice/ Trainee/ Intern,0.13024,363,2091,0.11581,0.14467
1988,Lower Secondary Level,Urban regions,Not employed: Pensioner,0.32168,361,2091,0.30165,0.34170
1988,Lower Secondary Level,Urban regions,Not employed: registered unemployed,0.03581,100,2091,0.02784,0.04377
1988,Lower Secondary Level,Urban regions,Not employed: no further information,0.18129,392,2091,0.16478,0.19781
1988,Lower Secondary Level,Rural regions,Self-employed,0.06016,35,604,0.04118,0.07914
1988,Lower Secondary Level,Rural regions,Blue-collar worker,0.18447,154,604,0.15351,0.21543
1988,Lower Secondary Level,Rural regions,White-collar worker,0.07512,45,604,0.05408,0.09616
1988,Lower Secondary Level,Rural regions,Apprentice/ Trainee/ Intern,0.11283,88,604,0.08758,0.13809
1988,Lower Secondary Level,Rural regions,Not employed: Pensioner,0.31354,128,604,0.27651,0.35057
1988,Lower Secondary Level,Rural regions,Not employed: registered unemployed,0.05444,38,604,0.03633,0.07255
1988,Lower Secondary Level,Rural regions,Not employed: no further information,0.18675,116,604,0.15564,0.21785
1988,Upper Secondary Level,Urban regions,Self-employed,0.03948,158,3662,0.03317,0.04579
1988,Upper Secondary Level,Urban regions,Blue-collar worker,0.22098,1026,3662,0.20754,0.23442
1988,Upper Secondary Level,Urban regions,Civil servant,0.04041,139,3662,0.03403,0.04678
1988,Upper Secondary Level,Urban regions,White-collar worker,0.26018,916,3662,0.24597,0.27439
1988,Upper Secondary Level,Urban regions,Apprentice/ Trainee/ Intern,0.04950,211,3662,0.04247,0.05653
1988,Upper Secondary Level,Urban regions,Not employed: Pensioner,0.22162,559,3662,0.20817,0.23507
1988,Upper Secondary Level,Urban regions,Not employed: registered unemployed,0.03832,154,3662,0.03210,0.04453
1988,Upper Secondary Level,Urban regions,Not employed: no further information,0.11955,499,3662,0.10904,0.13006
1988,Upper Secondary Level,Rural regions,Self-employed,0.07191,74,1034,0.05615,0.08766
1988,Upper Secondary Level,Rural regions,Blue-collar worker,0.22811,286,1034,0.20252,0.25370
1988,Upper Secondary Level,Rural regions,Civil servant,0.04808,52,1034,0.03503,0.06112
1988,Upper Secondary Level,Rural regions,White-collar worker,0.21103,227,1034,0.18614,0.23591
1988,Upper Secondary Level,Rural regions,Apprentice/ Trainee/ Intern,0.04336,52,1034,0.03094,0.05578
1988,Upper Secondary Level,Rural regions,Not employed: Pensioner,0.22831,169,1034,0.20271,0.25390
1988,Upper Secondary Level,Rural regions,Not employed: registered unemployed,0.04976,53,1034,0.03650,0.06302
1988,Upper Secondary Level,Rural regions,Not employed: no further information,0.10543,121,1034,0.08670,0.12416
1988,Post-secondary Non-tertiary Level,Urban regions,Blue-collar worker,0.11263,53,135,0.05910,0.16616
1988,Post-secondary Non-tertiary Level,Urban regions,White-collar worker,0.43138,82,135,0.34752,0.51524
1988,First Stage of Tertiary Education,Urban regions,Self-employed,0.10064,46,389,0.07070,0.13057
1988,First Stage of Tertiary Education,Urban regions,Blue-collar worker,0.09912,45,389,0.06938,0.12885
1988,First Stage of Tertiary Education,Urban regions,White-collar worker,0.38668,171,389,0.33822,0.43514
1988,First Stage of Tertiary Education,Urban regions,Not employed: Pensioner,0.23650,76,389,0.19422,0.27878
1988,First Stage of Tertiary Education,Urban regions,Not employed: no further information,0.09791,51,389,0.06834,0.12748
1988,First Stage of Tertiary Education,Rural regions,White-collar worker,0.31216,39,39,0.16483,0.45949
1988,Second Stage of Tertiary Education,Urban regions,Self-employed,0.10089,61,539,0.07544,0.12634
1988,Second Stage of Tertiary Education,Urban regions,Civil servant,0.21922,133,539,0.18426,0.25418
1988,Second Stage of Tertiary Education,Urban regions,White-collar worker,0.43367,259,539,0.39179,0.47554
1988,Second Stage of Tertiary Education,Urban regions,Not employed: Pensioner,0.12020,50,539,0.09272,0.14768
1988,Second Stage of Tertiary Education,Urban regions,Not employed: no further information,0.05287,36,539,0.03396,0.07178
1988,Second Stage of Tertiary Education,Rural regions,Civil servant,0.29896,33,67,0.18851,0.40941
1988,Second Stage of Tertiary Education,Rural regions,White-collar worker,0.25628,34,67,0.15095,0.36161
1989,Pre-primary Level,Urban regions,Apprentice/ Trainee/ Intern,0.94763,138,138,0.91033,0.98493
1989,Primary Level,Urban regions,Blue-collar worker,0.42515,266,503,0.38190,0.46840
1989,Primary Level,Urban regions,Not employed: Pensioner,0.14112,56,503,0.11066,0.17157
1989,Primary Level,Urban regions,Not employed: no further information,0.28516,181,503,0.24566,0.32465
1989,Primary Level,Rural regions,Blue-collar worker,0.41593,44,44,0.26861,0.56325
1989,Lower Secondary Level,Urban regions,Self-employed,0.01943,46,1999,0.01338,0.02548
1989,Lower Secondary Level,Urban regions,Blue-collar worker,0.21721,660,1999,0.19913,0.23529
1989,Lower Secondary Level,Urban regions,White-collar worker,0.08998,164,1999,0.07743,0.10252
1989,Lower Secondary Level,Urban regions,Apprentice/ Trainee/ Intern,0.13199,318,1999,0.11715,0.14683
1989,Lower Secondary Level,Urban regions,Not employed: Pensioner,0.33544,363,1999,0.31473,0.35614
1989,Lower Secondary Level,Urban regions,Not employed: registered unemployed,0.02778,72,1999,0.02057,0.03498
1989,Lower Secondary Level,Urban regions,Not employed: no further information,0.17378,376,1999,0.15716,0.19039
1989,Lower Secondary Level,Rural regions,Self-employed,0.06165,34,525,0.04105,0.08224
1989,Lower Secondary Level,Rural regions,Blue-collar worker,0.19046,147,525,0.15684,0.22408
1989,Lower Secondary Level,Rural regions,White-collar worker,0.06829,37,525,0.04669,0.08988
1989,Lower Secondary Level,Rural regions,Apprentice/ Trainee/ Intern,0.10274,75,525,0.07674,0.12873
1989,Lower Secondary Level,Rural regions,Not employed: Pensioner,0.34228,126,525,0.30165,0.38291
1989,Lower Secondary Level,Rural regions,Not employed: no further information,0.18303,106,525,0.14992,0.21614
1989,Upper Secondary Level,Urban regions,Self-employed,0.04065,150,3580,0.03418,0.04711
1989,Upper Secondary Level,Urban regions,Blue-collar worker,0.22208,1024,3580,0.20846,0.23570
1989,Upper Secondary Level,Urban regions,Civil servant,0.03836,131,3580,0.03207,0.04466
1989,Upper Secondary Level,Urban regions,White-collar worker,0.27165,928,3580,0.25707,0.28622
1989,Upper Secondary Level,Urban regions,Apprentice/ Trainee/ Intern,0.04915,201,3580,0.04207,0.05623
1989,Upper Secondary Level,Urban regions,Not employed: Pensioner,0.22199,545,3580,0.20838,0.23561
1989,Upper Secondary Level,Urban regions,Not employed: registered unemployed,0.02791,115,3580,0.02252,0.03331
1989,Upper Secondary Level,Urban regions,Not employed: no further information,0.11933,486,3580,0.10871,0.12995
1989,Upper Secondary Level,Rural regions,Self-employed,0.05560,60,996,0.04136,0.06983
1989,Upper Secondary Level,Rural regions,Blue-collar worker,0.23815,283,996,0.21168,0.26461
1989,Upper Secondary Level,Rural regions,Civil servant,0.05362,53,996,0.03962,0.06761
1989,Upper Secondary Level,Rural regions,White-collar worker,0.23208,239,996,0.20585,0.25831
1989,Upper Secondary Level,Rural regions,Apprentice/ Trainee/ Intern,0.04185,53,996,0.02941,0.05430
1989,Upper Secondary Level,Rural regions,Not employed: Pensioner,0.21912,154,996,0.19342,0.24482
1989,Upper Secondary Level,Rural regions,Not employed: registered unemployed,0.03783,34,996,0.02598,0.04969
1989,Upper Secondary Level,Rural regions,Not employed: no further information,0.11286,120,996,0.09320,0.13252
1989,Post-secondary Non-tertiary Level,Urban regions,Blue-collar worker,0.08246,45,149,0.03815,0.12678
1989,Post-secondary Non-tertiary Level,Urban regions,White-collar worker,0.47703,104,149,0.39656,0.55750
1989,First Stage of Tertiary Education,Urban regions,Self-employed,0.08894,40,366,0.05974,0.11815
1989,First Stage of Tertiary Education,Urban regions,Blue-collar worker,0.09526,43,366,0.06515,0.12538
1989,First Stage of Tertiary Education,Urban regions,White-collar worker,0.40478,168,366,0.35442,0.45514
1989,First Stage of Tertiary Education,Urban regions,Not employed: Pensioner,0.22992,70,366,0.18676,0.27309
1989,First Stage of Tertiary Education,Urban regions,Not employed: no further information,0.09002,45,366,0.06066,0.11938
1989,First Stage of Tertiary Education,Rural regions,White-collar worker,0.29464,39,39,0.14969,0.43959
1989,Second Stage of Tertiary Education,Urban regions,Self-employed,0.10065,65,546,0.07539,0.12591
1989,Second Stage of Tertiary Education,Urban regions,Civil servant,0.20317,122,546,0.16939,0.23696
1989,Second Stage of Tertiary Education,Urban regions,White-collar worker,0.43972,265,546,0.39805,0.48140
1989,Second Stage of Tertiary Education,Urban regions,Not employed: Pensioner,0.12580,55,546,0.09796,0.15364
1989,Second Stage of Tertiary Education,Urban regions,Not employed: no further information,0.07225,39,546,0.05052,0.09399
1989,Second Stage of Tertiary Education,Rural regions,White-collar worker,0.28884,36,36,0.13869,0.43900
1990,Pre-primary Level,Urban regions,Apprentice/ Trainee/ Intern,0.95125,133,133,0.91451,0.98798
1990,Pre-primary Level,Rural regions,Apprentice/ Trainee/ Intern,0.95118,52,52,0.89203,1.01032
1990,Primary Level,Urban regions,Blue-collar worker,0.46267,272,518,0.41969,0.50565
1990,Primary Level,Urban regions,Not employed: Pensioner,0.14309,58,518,0.11290,0.17327
1990,Primary Level,Urban regions,Not employed: registered unemployed,0.05945,32,518,0.03907,0.07983
1990,Primary Level,Urban regions,Not employed: no further information,0.25567,156,518,0.21807,0.29328
1990,Primary Level,Rural regions,Blue-collar worker,0.42883,48,48,0.28734,0.57033
1990,Lower Secondary Level,Urban regions,Self-employed,0.01961,51,2065,0.01363,0.02559
1990,Lower Secondary Level,Urban regions,Blue-collar worker,0.21894,674,2065,0.20110,0.23678
1990,Lower Secondary Level,Urban regions,White-collar worker,0.08677,160,2065,0.07463,0.09892
1990,Lower Secondary Level,Urban regions,Apprentice/ Trainee/ Intern,0.13090,322,2065,0.11635,0.14545
1990,Lower Secondary Level,Urban regions,Not employed: Pensioner,0.33848,424,2065,0.31807,0.35890
1990,Lower Secondary Level,Urban regions,Not employed: registered unemployed,0.03311,81,2065,0.02539,0.04082
1990,Lower Secondary Level,Urban regions,Not employed: no further information,0.16473,353,2065,0.14873,0.18074
1990,Lower Secondary Level,Rural regions,Self-employed,0.04089,32,871,0.02773,0.05405
1990,Lower Secondary Level,Rural regions,Blue-collar worker,0.20704,228,871,0.18012,0.23396
1990,Lower Secondary Level,Rural regions,White-collar worker,0.05964,57,871,0.04391,0.07538
1990,Lower Secondary Level,Rural regions,Apprentice/ Trainee/ Intern,0.13402,176,871,0.11138,0.15666
1990,Lower Secondary Level,Rural regions,Not employed: Pensioner,0.37489,258,871,0.34273,0.40706
1990,Lower Secondary Level,Rural regions,Not employed: no further information,0.14855,120,871,0.12492,0.17219
1990,Upper Secondary Level,Urban regions,Self-employed,0.04052,171,4292,0.03462,0.04642
1990,Upper Secondary Level,Urban regions,Blue-collar worker,0.24747,1359,4292,0.23456,0.26039
1990,Upper Secondary Level,Urban regions,Civil servant,0.03521,128,4292,0.02969,0.04072
1990,Upper Secondary Level,Urban regions,White-collar worker,0.27101,1126,4292,0.25771,0.28431
1990,Upper Secondary Level,Urban regions,Apprentice/ Trainee/ Intern,0.04963,223,4292,0.04313,0.05613
1990,Upper Secondary Level,Urban regions,Not employed: Pensioner,0.21624,665,4292,0.20392,0.22856
1990,Upper Secondary Level,Urban regions,Not employed: Military/Community Service,0.00673,32,4292,0.00428,0.00918
1990,Upper Secondary Level,Urban regions,Not employed: registered unemployed,0.01953,95,4292,0.01539,0.02367
1990,Upper Secondary Level,Urban regions,Not employed: no further information,0.10930,493,4292,0.09997,0.11864
1990,Upper Secondary Level,Rural regions,Self-employed,0.03905,89,2668,0.03170,0.04640
1990,Upper Secondary Level,Rural regions,Blue-collar worker,0.34665,1179,2668,0.32858,0.36471
1990,Upper Secondary Level,Rural regions,Civil servant,0.03009,54,2668,0.02361,0.03658
