year,age_gr,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,46-65 y.,male,White-collar worker,0.24473,337,1621,0.22380,0.26567
1986,46-65 y.,male,Not employed: Pensioner,0.19282,249,1621,0.17360,0.21203
1986,46-65 y.,male,Not employed: registered unemployed,0.04563,87,1621,0.03547,0.05579
1986,46-65 y.,female,Self-employed,0.05604,83,1563,0.04463,0.06744
1986,46-65 y.,female,Blue-collar worker,0.13255,287,1563,0.11574,0.14937
1986,46-65 y.,female,White-collar worker,0.17417,247,1563,0.15537,0.19298
1986,46-65 y.,female,Not employed: Pensioner,0.24705,304,1563,0.22566,0.26844
1986,46-65 y.,female,Not employed: registered unemployed,0.02869,54,1563,0.02041,0.03697
1986,46-65 y.,female,Not employed: no further information,0.34715,588,1563,0.32354,0.37076
1986,66 and older,male,Not employed: Pensioner,0.96040,399,399,0.94124,0.97956
1986,66 and older,female,Not employed: Pensioner,0.89376,535,598,0.86904,0.91848
1986,66 and older,female,Not employed: no further information,0.08109,63,598,0.05919,0.10298
1987,17-29 y.,male,Blue-collar worker,0.34803,573,1514,0.32402,0.37203
1987,17-29 y.,male,Civil servant,0.04698,60,1514,0.03632,0.05765
1987,17-29 y.,male,White-collar worker,0.12398,153,1514,0.10737,0.14058
1987,17-29 y.,male,Apprentice/ Trainee/ Intern,0.35848,590,1514,0.33432,0.38265
1987,17-29 y.,male,Not employed: Military/Community Service,0.04771,53,1514,0.03697,0.05845
1987,17-29 y.,male,Not employed: registered unemployed,0.04780,85,1514,0.03705,0.05855
1987,17-29 y.,female,Blue-collar worker,0.13519,221,1388,0.11720,0.15319
1987,17-29 y.,female,White-collar worker,0.34488,399,1388,0.31986,0.36989
1987,17-29 y.,female,Apprentice/ Trainee/ Intern,0.29852,456,1388,0.27444,0.32260
1987,17-29 y.,female,Not employed: registered unemployed,0.05026,78,1388,0.03876,0.06176
1987,17-29 y.,female,Not employed: no further information,0.12930,234,1388,0.11164,0.14696
1987,30-45 y.,male,Self-employed,0.10713,143,1508,0.09152,0.12275
1987,30-45 y.,male,Blue-collar worker,0.37039,724,1508,0.34601,0.39477
1987,30-45 y.,male,Civil servant,0.12923,160,1508,0.11230,0.14617
1987,30-45 y.,male,White-collar worker,0.33063,422,1508,0.30687,0.35438
1987,30-45 y.,male,Not employed: registered unemployed,0.03945,59,1508,0.02962,0.04928
1987,30-45 y.,female,Self-employed,0.04926,78,1579,0.03858,0.05993
1987,30-45 y.,female,Blue-collar worker,0.15131,349,1579,0.13363,0.16899
1987,30-45 y.,female,Civil servant,0.03807,53,1579,0.02863,0.04752
1987,30-45 y.,female,White-collar worker,0.33832,433,1579,0.31498,0.36167
1987,30-45 y.,female,Not employed: registered unemployed,0.03938,68,1579,0.02979,0.04898
1987,30-45 y.,female,Not employed: no further information,0.35932,598,1579,0.33565,0.38299
1987,46-65 y.,male,Self-employed,0.09696,144,1607,0.08249,0.11143
1987,46-65 y.,male,Blue-collar worker,0.31763,665,1607,0.29486,0.34040
1987,46-65 y.,male,Civil servant,0.09447,131,1607,0.08017,0.10878
1987,46-65 y.,male,White-collar worker,0.24644,331,1607,0.22536,0.26752
1987,46-65 y.,male,Not employed: Pensioner,0.17814,231,1607,0.15942,0.19685
1987,46-65 y.,male,Not employed: registered unemployed,0.05234,105,1607,0.04145,0.06323
1987,46-65 y.,female,Self-employed,0.06613,94,1551,0.05376,0.07850
1987,46-65 y.,female,Blue-collar worker,0.14192,291,1551,0.12454,0.15929
1987,46-65 y.,female,White-collar worker,0.17680,247,1551,0.15780,0.19579
1987,46-65 y.,female,Not employed: Pensioner,0.21570,273,1551,0.19523,0.23618
1987,46-65 y.,female,Not employed: registered unemployed,0.04195,76,1551,0.03197,0.05193
1987,46-65 y.,female,Not employed: no further information,0.34169,570,1551,0.31807,0.36530
1987,66 and older,male,Not employed: Pensioner,0.95563,401,401,0.93545,0.97581
1987,66 and older,female,Not employed: Pensioner,0.89339,562,628,0.86923,0.91755
1987,66 and older,female,Not employed: no further information,0.08232,66,628,0.06081,0.10384
1988,17-29 y.,male,Self-employed,0.02767,35,1454,0.01924,0.03610
1988,17-29 y.,male,Blue-collar worker,0.33178,546,1454,0.30757,0.35599
1988,17-29 y.,male,Civil servant,0.04290,54,1454,0.03248,0.05332
1988,17-29 y.,male,White-collar worker,0.13743,156,1454,0.11973,0.15514
1988,17-29 y.,male,Apprentice/ Trainee/ Intern,0.35638,535,1454,0.33175,0.38101
1988,17-29 y.,male,Not employed: Military/Community Service,0.04828,54,1454,0.03726,0.05930
1988,17-29 y.,male,Not employed: registered unemployed,0.03975,74,1454,0.02971,0.04980
1988,17-29 y.,female,Blue-collar worker,0.12888,219,1325,0.11083,0.14693
1988,17-29 y.,female,White-collar worker,0.32282,341,1325,0.29764,0.34801
1988,17-29 y.,female,Apprentice/ Trainee/ Intern,0.29169,421,1325,0.26721,0.31617
1988,17-29 y.,female,Not employed: registered unemployed,0.05712,82,1325,0.04462,0.06963
1988,17-29 y.,female,Not employed: no further information,0.15057,262,1325,0.13130,0.16983
1988,30-45 y.,male,Self-employed,0.09476,129,1412,0.07948,0.11005
1988,30-45 y.,male,Blue-collar worker,0.37033,669,1412,0.34513,0.39552
1988,30-45 y.,male,Civil servant,0.13070,145,1412,0.11311,0.14828
1988,30-45 y.,male,White-collar worker,0.33197,402,1412,0.30740,0.35654
1988,30-45 y.,male,Not employed: registered unemployed,0.04997,67,1412,0.03861,0.06134
1988,30-45 y.,female,Self-employed,0.04889,69,1467,0.03786,0.05993
1988,30-45 y.,female,Blue-collar worker,0.14531,320,1467,0.12727,0.16336
1988,30-45 y.,female,Civil servant,0.03989,47,1467,0.02987,0.04991
1988,30-45 y.,female,White-collar worker,0.36421,432,1467,0.33958,0.38885
1988,30-45 y.,female,Not employed: registered unemployed,0.03536,48,1467,0.02590,0.04481
1988,30-45 y.,female,Not employed: no further information,0.33804,551,1467,0.31383,0.36226
1988,46-65 y.,male,Self-employed,0.09611,135,1578,0.08156,0.11066
1988,46-65 y.,male,Blue-collar worker,0.30205,615,1578,0.27939,0.32471
1988,46-65 y.,male,Civil servant,0.09088,124,1578,0.07669,0.10507
1988,46-65 y.,male,White-collar worker,0.26227,335,1578,0.24056,0.28398
1988,46-65 y.,male,Not employed: Pensioner,0.17695,233,1578,0.15811,0.19579
1988,46-65 y.,male,Not employed: registered unemployed,0.05430,105,1578,0.04312,0.06549
1988,46-65 y.,male,Not employed: no further information,0.01636,31,1578,0.01010,0.02262
1988,46-65 y.,female,Self-employed,0.06251,88,1505,0.05027,0.07474
1988,46-65 y.,female,Blue-collar worker,0.13711,281,1505,0.11972,0.15449
1988,46-65 y.,female,White-collar worker,0.20504,273,1505,0.18464,0.22545
1988,46-65 y.,female,Not employed: Pensioner,0.20578,248,1505,0.18535,0.22621
1988,46-65 y.,female,Not employed: registered unemployed,0.04361,80,1505,0.03329,0.05394
1988,46-65 y.,female,Not employed: no further information,0.32709,535,1505,0.30338,0.35080
1988,66 and older,male,Not employed: Pensioner,0.95399,394,394,0.93328,0.97471
1988,66 and older,female,Not employed: Pensioner,0.91052,552,604,0.88773,0.93330
1988,66 and older,female,Not employed: no further information,0.06578,52,604,0.04599,0.08557
1989,17-29 y.,male,Self-employed,0.02483,31,1449,0.01682,0.03285
1989,17-29 y.,male,Blue-collar worker,0.33351,557,1449,0.30922,0.35779
1989,17-29 y.,male,Civil servant,0.03975,51,1449,0.02969,0.04982
1989,17-29 y.,male,White-collar worker,0.13975,172,1449,0.12189,0.15761
1989,17-29 y.,male,Apprentice/ Trainee/ Intern,0.38087,504,1449,0.35585,0.40588
1989,17-29 y.,male,Not employed: Military/Community Service,0.03767,47,1449,0.02786,0.04748
1989,17-29 y.,male,Not employed: registered unemployed,0.03316,56,1449,0.02394,0.04239
1989,17-29 y.,male,Not employed: no further information,0.00978,31,1449,0.00471,0.01485
1989,17-29 y.,female,Blue-collar worker,0.13964,227,1327,0.12099,0.15830
1989,17-29 y.,female,White-collar worker,0.36579,395,1327,0.33986,0.39171
1989,17-29 y.,female,Apprentice/ Trainee/ Intern,0.27762,389,1327,0.25352,0.30173
1989,17-29 y.,female,Not employed: registered unemployed,0.03994,55,1327,0.02940,0.05048
1989,17-29 y.,female,Not employed: no further information,0.13803,261,1327,0.11946,0.15659
1989,30-45 y.,male,Self-employed,0.09797,123,1341,0.08205,0.11388
1989,30-45 y.,male,Blue-collar worker,0.37318,643,1341,0.34728,0.39908
1989,30-45 y.,male,Civil servant,0.12346,133,1341,0.10585,0.14108
1989,30-45 y.,male,White-collar worker,0.35097,407,1341,0.32542,0.37653
1989,30-45 y.,male,Not employed: registered unemployed,0.02913,35,1341,0.02012,0.03813
1989,30-45 y.,female,Self-employed,0.04858,73,1429,0.03743,0.05974
1989,30-45 y.,female,Blue-collar worker,0.14481,315,1429,0.12656,0.16307
1989,30-45 y.,female,Civil servant,0.04220,45,1429,0.03178,0.05263
1989,30-45 y.,female,White-collar worker,0.37295,431,1429,0.34787,0.39803
1989,30-45 y.,female,Not employed: registered unemployed,0.02199,36,1429,0.01438,0.02959
1989,30-45 y.,female,Not employed: no further information,0.34595,529,1429,0.32128,0.37062
1989,46-65 y.,male,Self-employed,0.08272,117,1531,0.06891,0.09652
1989,46-65 y.,male,Blue-collar worker,0.28746,581,1531,0.26478,0.31014
1989,46-65 y.,male,Civil servant,0.08827,117,1531,0.07405,0.10248
1989,46-65 y.,male,White-collar worker,0.27665,342,1531,0.25423,0.29907
1989,46-65 y.,male,Not employed: Pensioner,0.18944,236,1531,0.16981,0.20908
1989,46-65 y.,male,Not employed: registered unemployed,0.04250,81,1531,0.03239,0.05261
1989,46-65 y.,male,Not employed: no further information,0.03232,57,1531,0.02346,0.04118
1989,46-65 y.,female,Self-employed,0.05748,79,1422,0.04538,0.06958
1989,46-65 y.,female,Blue-collar worker,0.13112,264,1422,0.11357,0.14867
1989,46-65 y.,female,White-collar worker,0.20900,263,1422,0.18786,0.23014
1989,46-65 y.,female,Not employed: Pensioner,0.20620,240,1422,0.18516,0.22723
1989,46-65 y.,female,Not employed: registered unemployed,0.04261,61,1422,0.03210,0.05311
1989,46-65 y.,female,Not employed: no further information,0.33334,515,1422,0.30883,0.35785
1989,66 and older,male,Not employed: Pensioner,0.94521,368,368,0.92193,0.96850
1989,66 and older,female,Not employed: Pensioner,0.93822,568,604,0.91900,0.95743
1989,66 and older,female,Not employed: no further information,0.04396,36,604,0.02759,0.06032
1990,17-29 y.,male,Self-employed,0.02617,43,1939,0.01906,0.03327
1990,17-29 y.,male,Blue-collar worker,0.38041,851,1939,0.35879,0.40202
1990,17-29 y.,male,Civil servant,0.03357,49,1939,0.02555,0.04159
1990,17-29 y.,male,White-collar worker,0.13537,230,1939,0.12013,0.15060
1990,17-29 y.,male,Apprentice/ Trainee/ Intern,0.33824,604,1939,0.31717,0.35930
1990,17-29 y.,male,Not employed: Military/Community Service,0.04487,77,1939,0.03566,0.05409
1990,17-29 y.,male,Not employed: registered unemployed,0.02324,47,1939,0.01654,0.02995
1990,17-29 y.,male,Not employed: no further information,0.01656,38,1939,0.01088,0.02224
1990,17-29 y.,female,Blue-collar worker,0.15740,353,1850,0.14080,0.17400
1990,17-29 y.,female,White-collar worker,0.36758,606,1850,0.34561,0.38956
1990,17-29 y.,female,Apprentice/ Trainee/ Intern,0.26033,483,1850,0.24032,0.28033
1990,17-29 y.,female,Not employed: registered unemployed,0.02875,53,1850,0.02114,0.03637
1990,17-29 y.,female,Not employed: no further information,0.15519,355,1850,0.13869,0.17170
1990,30-45 y.,male,Self-employed,0.08887,155,2053,0.07656,0.10119
1990,30-45 y.,male,Blue-collar worker,0.42063,1083,2053,0.39927,0.44199
1990,30-45 y.,male,Civil servant,0.09258,123,2053,0.08004,0.10512
1990,30-45 y.,male,White-collar worker,0.35020,658,2053,0.32956,0.37084
1990,30-45 y.,male,Not employed: registered unemployed,0.01989,34,2053,0.01385,0.02593
1990,30-45 y.,female,Self-employed,0.04515,87,2141,0.03636,0.05395
1990,30-45 y.,female,Blue-collar worker,0.17367,506,2141,0.15762,0.18972
1990,30-45 y.,female,Civil servant,0.03996,51,2141,0.03166,0.04826
1990,30-45 y.,female,White-collar worker,0.44181,946,2141,0.42077,0.46285
1990,30-45 y.,female,Not employed: registered unemployed,0.02238,40,2141,0.01612,0.02865
1990,30-45 y.,female,Not employed: no further information,0.25801,511,2141,0.23947,0.27655
1990,46-65 y.,male,Self-employed,0.07774,146,2143,0.06640,0.08908
1990,46-65 y.,male,Blue-collar worker,0.32558,866,2143,0.30574,0.34543
1990,46-65 y.,male,Civil servant,0.07481,117,2143,0.06367,0.08595
1990,46-65 y.,male,White-collar worker,0.28771,570,2143,0.26854,0.30689
1990,46-65 y.,male,Not employed: Pensioner,0.16958,301,2143,0.15369,0.18548
1990,46-65 y.,male,Not employed: registered unemployed,0.04005,92,2143,0.03174,0.04835
1990,46-65 y.,male,Not employed: no further information,0.02219,51,2143,0.01595,0.02843
1990,46-65 y.,female,Self-employed,0.04674,89,2082,0.03767,0.05581
1990,46-65 y.,female,Blue-collar worker,0.15834,432,2082,0.14266,0.17403
1990,46-65 y.,female,White-collar worker,0.26765,572,2082,0.24863,0.28668
1990,46-65 y.,female,Not employed: Pensioner,0.21021,395,2082,0.19270,0.22771
1990,46-65 y.,female,Not employed: registered unemployed,0.02517,50,2082,0.01844,0.03190
1990,46-65 y.,female,Not employed: no further information,0.27586,544,2082,0.25666,0.29507
1990,66 and older,male,Not employed: Pensioner,0.95376,520,520,0.93569,0.97183
1990,66 and older,female,Not employed: Pensioner,0.95744,862,862,0.94396,0.97092
1991,17-29 y.,male,Self-employed,0.02859,50,1845,0.02098,0.03619
1991,17-29 y.,male,Blue-collar worker,0.37352,777,1845,0.35144,0.39560
1991,17-29 y.,male,Civil servant,0.04093,61,1845,0.03188,0.04997
1991,17-29 y.,male,White-collar worker,0.15435,238,1845,0.13786,0.17084
1991,17-29 y.,male,Apprentice/ Trainee/ Intern,0.32003,582,1845,0.29874,0.34132
1991,17-29 y.,male,Not employed: Military/Community Service,0.03948,62,1845,0.03059,0.04837
1991,17-29 y.,male,Not employed: registered unemployed,0.03349,75,1845,0.02528,0.04170
1991,17-29 y.,female,Blue-collar worker,0.14874,304,1772,0.13217,0.16531
1991,17-29 y.,female,White-collar worker,0.34143,539,1772,0.31935,0.36352
1991,17-29 y.,female,Apprentice/ Trainee/ Intern,0.26809,489,1772,0.24746,0.28872
1991,17-29 y.,female,Not employed: registered unemployed,0.05170,98,1772,0.04138,0.06201
1991,17-29 y.,female,Not employed: no further information,0.16298,342,1772,0.14577,0.18018
1991,30-45 y.,male,Self-employed,0.09527,180,2087,0.08268,0.10787
1991,30-45 y.,male,Blue-collar worker,0.40452,1033,2087,0.38346,0.42559
1991,30-45 y.,male,Civil servant,0.08938,133,2087,0.07714,0.10162
1991,30-45 y.,male,White-collar worker,0.34202,624,2087,0.32167,0.36238
1991,30-45 y.,male,Apprentice/ Trainee/ Intern,0.01908,31,2087,0.01321,0.02495
1991,30-45 y.,male,Not employed: registered unemployed,0.03915,86,2087,0.03083,0.04748
1991,30-45 y.,female,Self-employed,0.03973,88,2152,0.03148,0.04799
1991,30-45 y.,female,Blue-collar worker,0.16906,496,2152,0.15322,0.18490
1991,30-45 y.,female,Civil servant,0.04126,59,2152,0.03286,0.04967
1991,30-45 y.,female,White-collar worker,0.44079,919,2152,0.41981,0.46177
1991,30-45 y.,female,Not employed: registered unemployed,0.03895,120,2152,0.03078,0.04713
1991,30-45 y.,female,Not employed: no further information,0.24443,470,2152,0.22627,0.26259
1991,46-65 y.,male,Self-employed,0.08246,154,2087,0.07065,0.09426
1991,46-65 y.,male,Blue-collar worker,0.30847,797,2087,0.28865,0.32829
1991,46-65 y.,male,Civil servant,0.07522,120,2087,0.06391,0.08654
1991,46-65 y.,male,White-collar worker,0.26820,498,2087,0.24919,0.28721
1991,46-65 y.,male,Not employed: Pensioner,0.19248,344,2087,0.17556,0.20940
1991,46-65 y.,male,Not employed: registered unemployed,0.05183,130,2087,0.04232,0.06134
1991,46-65 y.,male,Not employed: no further information,0.01991,44,2087,0.01392,0.02591
1991,46-65 y.,female,Self-employed,0.05160,92,2014,0.04194,0.06127
1991,46-65 y.,female,Blue-collar worker,0.15854,387,2014,0.14259,0.17450
1991,46-65 y.,female,White-collar worker,0.26234,509,2014,0.24312,0.28155
1991,46-65 y.,female,Not employed: Pensioner,0.22215,424,2014,0.20400,0.24031
1991,46-65 y.,female,Not employed: registered unemployed,0.03852,98,2014,0.03011,0.04693
1991,46-65 y.,female,Not employed: no further information,0.25279,504,2014,0.23381,0.27178
1991,66 and older,male,Not employed: Pensioner,0.95398,521,521,0.93597,0.97199
1991,66 and older,female,Not employed: Pensioner,0.95900,847,847,0.94564,0.97236
1992,17-29 y.,male,Self-employed,0.02442,44,1768,0.01722,0.03161
1992,17-29 y.,male,Blue-collar worker,0.35030,701,1768,0.32806,0.37255
1992,17-29 y.,male,Civil servant,0.03297,53,1768,0.02464,0.04129
1992,17-29 y.,male,White-collar worker,0.17204,249,1768,0.15444,0.18963
1992,17-29 y.,male,Apprentice/ Trainee/ Intern,0.32703,574,1768,0.30515,0.34890
1992,17-29 y.,male,Not employed: Military/Community Service,0.03541,51,1768,0.02680,0.04403
1992,17-29 y.,male,Not employed: registered unemployed,0.04612,96,1768,0.03634,0.05590
1992,17-29 y.,female,Blue-collar worker,0.10327,228,1721,0.08889,0.11765
1992,17-29 y.,female,White-collar worker,0.33952,522,1721,0.31714,0.36189
1992,17-29 y.,female,Apprentice/ Trainee/ Intern,0.29372,520,1721,0.27220,0.31525
1992,17-29 y.,female,Not employed: registered unemployed,0.06840,122,1721,0.05647,0.08033
1992,17-29 y.,female,Not employed: no further information,0.16661,329,1721,0.14900,0.18422
1992,30-45 y.,male,Self-employed,0.10106,185,2032,0.08795,0.11417
1992,30-45 y.,male,Blue-collar worker,0.39009,968,2032,0.36888,0.41131
1992,30-45 y.,male,Civil servant,0.08476,132,2032,0.07265,0.09688
1992,30-45 y.,male,White-collar worker,0.34607,619,2032,0.32538,0.36676
1992,30-45 y.,male,Apprentice/ Trainee/ Intern,0.01720,35,2032,0.01155,0.02286
1992,30-45 y.,male,Not employed: registered unemployed,0.04218,93,2032,0.03344,0.05092
1992,30-45 y.,female,Self-employed,0.04148,87,2170,0.03309,0.04987
1992,30-45 y.,female,Blue-collar worker,0.15253,432,2170,0.13740,0.16766
1992,30-45 y.,female,Civil servant,0.03584,51,2170,0.02801,0.04366
1992,30-45 y.,female,White-collar worker,0.43582,902,2170,0.41495,0.45669
1992,30-45 y.,female,Apprentice/ Trainee/ Intern,0.01777,37,2170,0.01221,0.02333
1992,30-45 y.,female,Not employed: registered unemployed,0.06334,201,2170,0.05309,0.07359
1992,30-45 y.,female,Not employed: no further information,0.24030,460,2170,0.22232,0.25828
1992,46-65 y.,male,Self-employed,0.08916,158,2022,0.07673,0.10158
1992,46-65 y.,male,Blue-collar worker,0.28522,736,2022,0.26553,0.30490
