year,pgisced97,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Primary Level,female,Blue-collar worker,0.29984,183,442,0.25707,0.34260
1985,Primary Level,female,Not employed: registered unemployed,0.10083,35,442,0.07273,0.12894
1985,Primary Level,female,Not employed: no further information,0.42907,224,442,0.38287,0.47526
1985,Lower Secondary Level,male,Self-employed,0.04341,36,994,0.03073,0.05608
1985,Lower Secondary Level,male,Blue-collar worker,0.35301,493,994,0.32329,0.38274
1985,Lower Secondary Level,male,White-collar worker,0.03992,39,994,0.02775,0.05210
1985,Lower Secondary Level,male,Apprentice/ Trainee/ Intern,0.30217,271,994,0.27361,0.33073
1985,Lower Secondary Level,male,Not employed: Pensioner,0.16434,93,994,0.14129,0.18739
1985,Lower Secondary Level,male,Not employed: registered unemployed,0.05819,62,994,0.04363,0.07276
1985,Lower Secondary Level,female,Self-employed,0.02404,52,2031,0.01738,0.03070
1985,Lower Secondary Level,female,Blue-collar worker,0.14729,426,2031,0.13187,0.16271
1985,Lower Secondary Level,female,White-collar worker,0.07391,158,2031,0.06253,0.08529
1985,Lower Secondary Level,female,Apprentice/ Trainee/ Intern,0.10026,213,2031,0.08720,0.11333
1985,Lower Secondary Level,female,Not employed: Pensioner,0.36698,491,2031,0.34601,0.38795
1985,Lower Secondary Level,female,Not employed: registered unemployed,0.02724,75,2031,0.02016,0.03432
1985,Lower Secondary Level,female,Not employed: no further information,0.26028,616,2031,0.24119,0.27936
1985,Upper Secondary Level,male,Self-employed,0.06197,173,2787,0.05302,0.07092
1985,Upper Secondary Level,male,Blue-collar worker,0.34240,1160,2787,0.32478,0.36002
1985,Upper Secondary Level,male,Civil servant,0.06958,189,2787,0.06013,0.07902
1985,Upper Secondary Level,male,White-collar worker,0.19442,519,2787,0.17973,0.20912
1985,Upper Secondary Level,male,Apprentice/ Trainee/ Intern,0.05363,177,2787,0.04527,0.06200
1985,Upper Secondary Level,male,Not employed: Pensioner,0.21424,424,2787,0.19900,0.22947
1985,Upper Secondary Level,male,Not employed: registered unemployed,0.04903,145,2787,0.04101,0.05705
1985,Upper Secondary Level,female,Self-employed,0.03871,92,2336,0.03088,0.04653
1985,Upper Secondary Level,female,Blue-collar worker,0.08147,250,2336,0.07038,0.09257
1985,Upper Secondary Level,female,Civil servant,0.01328,31,2336,0.00864,0.01792
1985,Upper Secondary Level,female,White-collar worker,0.30689,729,2336,0.28818,0.32560
1985,Upper Secondary Level,female,Apprentice/ Trainee/ Intern,0.04406,127,2336,0.03574,0.05239
1985,Upper Secondary Level,female,Not employed: Pensioner,0.22594,347,2336,0.20897,0.24290
1985,Upper Secondary Level,female,Not employed: registered unemployed,0.03471,92,2336,0.02729,0.04213
1985,Upper Secondary Level,female,Not employed: no further information,0.25494,668,2336,0.23726,0.27262
1985,Post-secondary Non-tertiary Level,male,Blue-collar worker,0.21001,61,101,0.13018,0.28985
1985,Post-secondary Non-tertiary Level,male,White-collar worker,0.27070,40,101,0.18361,0.35779
1985,Post-secondary Non-tertiary Level,female,White-collar worker,0.46499,42,42,0.31232,0.61767
1985,First Stage of Tertiary Education,male,Self-employed,0.18075,65,343,0.13997,0.22154
1985,First Stage of Tertiary Education,male,Blue-collar worker,0.11681,46,343,0.08277,0.15086
1985,First Stage of Tertiary Education,male,Civil servant,0.10163,35,343,0.06961,0.13366
1985,First Stage of Tertiary Education,male,White-collar worker,0.36082,138,343,0.30993,0.41172
1985,First Stage of Tertiary Education,male,Not employed: Pensioner,0.19931,59,343,0.15697,0.24165
1985,First Stage of Tertiary Education,female,White-collar worker,0.35650,100,206,0.29093,0.42206
1985,First Stage of Tertiary Education,female,Not employed: Pensioner,0.25142,46,206,0.19203,0.31081
1985,First Stage of Tertiary Education,female,Not employed: no further information,0.20189,60,206,0.14694,0.25684
1985,Second Stage of Tertiary Education,male,Self-employed,0.11426,61,456,0.08503,0.14349
1985,Second Stage of Tertiary Education,male,Civil servant,0.25301,128,456,0.21307,0.29296
1985,Second Stage of Tertiary Education,male,White-collar worker,0.41513,216,456,0.36985,0.46040
1985,Second Stage of Tertiary Education,male,Not employed: Pensioner,0.13753,51,456,0.10589,0.16918
1985,Second Stage of Tertiary Education,female,Civil servant,0.22055,57,179,0.15964,0.28146
1985,Second Stage of Tertiary Education,female,White-collar worker,0.31783,81,179,0.24943,0.38624
1985,Second Stage of Tertiary Education,female,Not employed: no further information,0.14103,41,179,0.08990,0.19217
1986,Pre-primary Level,male,Apprentice/ Trainee/ Intern,0.97930,112,112,0.95281,1.00579
1986,Pre-primary Level,female,Apprentice/ Trainee/ Intern,0.94429,70,70,0.89017,0.99841
1986,Primary Level,male,Blue-collar worker,0.61422,228,228,0.55089,0.67754
1986,Primary Level,female,Blue-collar worker,0.28851,165,372,0.24241,0.33461
1986,Primary Level,female,Not employed: no further information,0.41303,207,372,0.36293,0.46313
1986,Lower Secondary Level,male,Self-employed,0.03822,33,970,0.02614,0.05029
1986,Lower Secondary Level,male,Blue-collar worker,0.34031,479,970,0.31048,0.37014
1986,Lower Secondary Level,male,White-collar worker,0.04196,37,970,0.02934,0.05459
1986,Lower Secondary Level,male,Apprentice/ Trainee/ Intern,0.30624,269,970,0.27722,0.33527
1986,Lower Secondary Level,male,Not employed: Pensioner,0.17621,94,970,0.15222,0.20020
1986,Lower Secondary Level,male,Not employed: registered unemployed,0.05808,58,970,0.04336,0.07281
1986,Lower Secondary Level,female,Self-employed,0.02460,53,1897,0.01762,0.03157
1986,Lower Secondary Level,female,Blue-collar worker,0.14566,394,1897,0.12979,0.16154
1986,Lower Secondary Level,female,White-collar worker,0.08617,163,1897,0.07354,0.09881
1986,Lower Secondary Level,female,Apprentice/ Trainee/ Intern,0.08698,208,1897,0.07429,0.09966
1986,Lower Secondary Level,female,Not employed: Pensioner,0.36727,444,1897,0.34557,0.38897
1986,Lower Secondary Level,female,Not employed: registered unemployed,0.03280,80,1897,0.02478,0.04082
1986,Lower Secondary Level,female,Not employed: no further information,0.25559,555,1897,0.23595,0.27522
1986,Upper Secondary Level,male,Self-employed,0.06316,167,2703,0.05399,0.07233
1986,Upper Secondary Level,male,Blue-collar worker,0.35335,1146,2703,0.33533,0.37138
1986,Upper Secondary Level,male,Civil servant,0.06576,174,2703,0.05642,0.07511
1986,Upper Secondary Level,male,White-collar worker,0.18582,476,2703,0.17116,0.20049
1986,Upper Secondary Level,male,Apprentice/ Trainee/ Intern,0.05860,178,2703,0.04974,0.06745
1986,Upper Secondary Level,male,Not employed: Pensioner,0.21553,416,2703,0.20003,0.23104
1986,Upper Secondary Level,male,Not employed: Military/Community Service,0.01465,36,2703,0.01012,0.01918
1986,Upper Secondary Level,male,Not employed: registered unemployed,0.03502,110,2703,0.02809,0.04196
1986,Upper Secondary Level,female,Self-employed,0.03762,88,2232,0.02973,0.04552
1986,Upper Secondary Level,female,Blue-collar worker,0.08010,251,2232,0.06883,0.09136
1986,Upper Secondary Level,female,White-collar worker,0.30210,705,2232,0.28304,0.32115
1986,Upper Secondary Level,female,Apprentice/ Trainee/ Intern,0.04851,123,2232,0.03960,0.05743
1986,Upper Secondary Level,female,Not employed: Pensioner,0.23420,333,2232,0.21662,0.25177
1986,Upper Secondary Level,female,Not employed: registered unemployed,0.03508,99,2232,0.02745,0.04272
1986,Upper Secondary Level,female,Not employed: no further information,0.25021,633,2232,0.23223,0.26818
1986,Post-secondary Non-tertiary Level,male,Blue-collar worker,0.18489,58,98,0.10764,0.26215
1986,Post-secondary Non-tertiary Level,male,White-collar worker,0.29998,40,98,0.20879,0.39118
1986,Post-secondary Non-tertiary Level,female,White-collar worker,0.51743,53,53,0.38161,0.65325
1986,First Stage of Tertiary Education,male,Self-employed,0.16536,54,319,0.12453,0.20620
1986,First Stage of Tertiary Education,male,Blue-collar worker,0.11736,45,319,0.08198,0.15273
1986,First Stage of Tertiary Education,male,Civil servant,0.09363,32,319,0.06161,0.12565
1986,First Stage of Tertiary Education,male,White-collar worker,0.36176,128,319,0.30895,0.41458
1986,First Stage of Tertiary Education,male,Not employed: Pensioner,0.22236,60,319,0.17665,0.26806
1986,First Stage of Tertiary Education,female,White-collar worker,0.33261,89,190,0.26544,0.39978
1986,First Stage of Tertiary Education,female,Not employed: Pensioner,0.23862,39,190,0.17785,0.29939
1986,First Stage of Tertiary Education,female,Not employed: no further information,0.22004,62,190,0.16098,0.27910
1986,Second Stage of Tertiary Education,male,Self-employed,0.11680,65,456,0.08728,0.14631
1986,Second Stage of Tertiary Education,male,Civil servant,0.26460,133,456,0.22407,0.30513
1986,Second Stage of Tertiary Education,male,White-collar worker,0.42004,212,456,0.37469,0.46539
1986,Second Stage of Tertiary Education,male,Not employed: Pensioner,0.12537,46,456,0.09494,0.15579
1986,Second Stage of Tertiary Education,female,Civil servant,0.21499,58,176,0.15413,0.27586
1986,Second Stage of Tertiary Education,female,White-collar worker,0.28504,71,176,0.21816,0.35193
1986,Second Stage of Tertiary Education,female,Not employed: no further information,0.17211,47,176,0.11618,0.22804
1987,Pre-primary Level,male,Apprentice/ Trainee/ Intern,0.92475,96,96,0.87170,0.97780
1987,Pre-primary Level,female,Apprentice/ Trainee/ Intern,0.95148,86,86,0.90580,0.99716
1987,Primary Level,male,Blue-collar worker,0.61199,209,249,0.55134,0.67264
1987,Primary Level,male,Not employed: registered unemployed,0.14554,40,249,0.10165,0.18943
1987,Primary Level,female,Blue-collar worker,0.28800,159,375,0.24211,0.33390
1987,Primary Level,female,Not employed: registered unemployed,0.10244,34,375,0.07171,0.13317
1987,Primary Level,female,Not employed: no further information,0.36822,182,375,0.31933,0.41710
1987,Lower Secondary Level,male,Self-employed,0.04848,37,968,0.03494,0.06202
1987,Lower Secondary Level,male,Blue-collar worker,0.37719,465,968,0.34664,0.40774
1987,Lower Secondary Level,male,White-collar worker,0.04253,35,968,0.02981,0.05525
1987,Lower Secondary Level,male,Apprentice/ Trainee/ Intern,0.26837,275,968,0.24044,0.29630
1987,Lower Secondary Level,male,Not employed: Pensioner,0.16124,84,968,0.13806,0.18442
1987,Lower Secondary Level,male,Not employed: registered unemployed,0.07000,72,968,0.05392,0.08609
1987,Lower Secondary Level,female,Self-employed,0.02644,55,1833,0.01909,0.03379
1987,Lower Secondary Level,female,Blue-collar worker,0.15908,399,1833,0.14233,0.17583
1987,Lower Secondary Level,female,White-collar worker,0.08454,150,1833,0.07180,0.09728
1987,Lower Secondary Level,female,Apprentice/ Trainee/ Intern,0.07517,203,1833,0.06309,0.08724
1987,Lower Secondary Level,female,Not employed: Pensioner,0.37322,433,1833,0.35108,0.39537
1987,Lower Secondary Level,female,Not employed: registered unemployed,0.02856,68,1833,0.02094,0.03619
1987,Lower Secondary Level,female,Not employed: no further information,0.25110,525,1833,0.23125,0.27096
1987,Upper Secondary Level,male,Self-employed,0.05810,154,2695,0.04927,0.06694
1987,Upper Secondary Level,male,Blue-collar worker,0.35531,1163,2695,0.33723,0.37338
1987,Upper Secondary Level,male,Civil servant,0.06853,179,2695,0.05899,0.07807
1987,Upper Secondary Level,male,White-collar worker,0.19230,486,2695,0.17742,0.20718
1987,Upper Secondary Level,male,Apprentice/ Trainee/ Intern,0.05416,167,2695,0.04562,0.06271
1987,Upper Secondary Level,male,Not employed: Pensioner,0.21362,407,2695,0.19814,0.22909
1987,Upper Secondary Level,male,Not employed: Military/Community Service,0.01631,40,2695,0.01153,0.02110
1987,Upper Secondary Level,male,Not employed: registered unemployed,0.03244,99,2695,0.02575,0.03913
1987,Upper Secondary Level,female,Self-employed,0.03686,87,2207,0.02900,0.04472
1987,Upper Secondary Level,female,Blue-collar worker,0.09026,265,2207,0.07830,0.10221
1987,Upper Secondary Level,female,White-collar worker,0.30157,694,2207,0.28242,0.32072
1987,Upper Secondary Level,female,Apprentice/ Trainee/ Intern,0.05011,124,2207,0.04101,0.05922
1987,Upper Secondary Level,female,Not employed: Pensioner,0.22970,328,2207,0.21215,0.24726
1987,Upper Secondary Level,female,Not employed: registered unemployed,0.03498,96,2207,0.02732,0.04265
1987,Upper Secondary Level,female,Not employed: no further information,0.24473,613,2207,0.22679,0.26267
1987,Post-secondary Non-tertiary Level,male,Blue-collar worker,0.18363,51,93,0.10451,0.26275
1987,Post-secondary Non-tertiary Level,male,White-collar worker,0.31780,42,93,0.22265,0.41295
1987,Post-secondary Non-tertiary Level,female,White-collar worker,0.48370,52,52,0.34655,0.62086
1987,First Stage of Tertiary Education,male,Self-employed,0.16051,50,276,0.11712,0.20389
1987,First Stage of Tertiary Education,male,Blue-collar worker,0.10434,37,276,0.06821,0.14047
1987,First Stage of Tertiary Education,male,White-collar worker,0.37818,131,276,0.32087,0.43550
1987,First Stage of Tertiary Education,male,Not employed: Pensioner,0.22540,58,276,0.17601,0.27479
1987,First Stage of Tertiary Education,female,White-collar worker,0.34628,92,195,0.27932,0.41323
1987,First Stage of Tertiary Education,female,Not employed: Pensioner,0.21650,35,195,0.15854,0.27445
1987,First Stage of Tertiary Education,female,Not employed: no further information,0.25231,68,195,0.19119,0.31343
1987,Second Stage of Tertiary Education,male,Self-employed,0.12089,64,451,0.09077,0.15101
1987,Second Stage of Tertiary Education,male,Civil servant,0.25292,130,451,0.21276,0.29308
1987,Second Stage of Tertiary Education,male,White-collar worker,0.41103,209,451,0.36557,0.45649
1987,Second Stage of Tertiary Education,male,Not employed: Pensioner,0.13133,48,451,0.10012,0.16254
1987,Second Stage of Tertiary Education,female,Civil servant,0.20749,57,176,0.14741,0.26757
1987,Second Stage of Tertiary Education,female,White-collar worker,0.28500,76,176,0.21812,0.35188
1987,Second Stage of Tertiary Education,female,Not employed: no further information,0.14638,43,176,0.09400,0.19875
1988,Pre-primary Level,male,Apprentice/ Trainee/ Intern,0.96825,85,85,0.93075,1.00574
1988,Pre-primary Level,female,Apprentice/ Trainee/ Intern,0.97520,70,70,0.93850,1.01189
1988,Primary Level,male,Blue-collar worker,0.60268,190,190,0.53291,0.67244
1988,Primary Level,female,Blue-collar worker,0.25976,146,366,0.21478,0.30475
1988,Primary Level,female,Not employed: registered unemployed,0.11736,41,366,0.08434,0.15038
1988,Primary Level,female,Not employed: no further information,0.40118,179,366,0.35089,0.45146
1988,Lower Secondary Level,male,Self-employed,0.05546,40,937,0.04080,0.07012
1988,Lower Secondary Level,male,Blue-collar worker,0.37371,459,937,0.34272,0.40471
1988,Lower Secondary Level,male,White-collar worker,0.04355,37,937,0.03047,0.05662
1988,Lower Secondary Level,male,Apprentice/ Trainee/ Intern,0.25999,251,937,0.23189,0.28809
1988,Lower Secondary Level,male,Not employed: Pensioner,0.16805,81,937,0.14410,0.19201
1988,Lower Secondary Level,male,Not employed: registered unemployed,0.06468,69,937,0.04892,0.08044
1988,Lower Secondary Level,female,Self-employed,0.02587,47,1739,0.01841,0.03333
1988,Lower Secondary Level,female,Blue-collar worker,0.15353,372,1739,0.13658,0.17048
1988,Lower Secondary Level,female,White-collar worker,0.08933,154,1739,0.07592,0.10274
1988,Lower Secondary Level,female,Apprentice/ Trainee/ Intern,0.07798,200,1739,0.06537,0.09058
1988,Lower Secondary Level,female,Not employed: Pensioner,0.37481,408,1739,0.35205,0.39757
1988,Lower Secondary Level,female,Not employed: registered unemployed,0.03246,69,1739,0.02413,0.04080
1988,Lower Secondary Level,female,Not employed: no further information,0.24496,489,1739,0.22474,0.26518
1988,Upper Secondary Level,male,Self-employed,0.05735,148,2553,0.04833,0.06637
1988,Upper Secondary Level,male,Blue-collar worker,0.34072,1048,2553,0.32233,0.35911
1988,Upper Secondary Level,male,Civil servant,0.06807,167,2553,0.05830,0.07785
1988,Upper Secondary Level,male,White-collar worker,0.20041,479,2553,0.18488,0.21594
1988,Upper Secondary Level,male,Apprentice/ Trainee/ Intern,0.05202,149,2553,0.04340,0.06064
1988,Upper Secondary Level,male,Not employed: Pensioner,0.21435,407,2553,0.19843,0.23027
1988,Upper Secondary Level,male,Not employed: Military/Community Service,0.01605,38,2553,0.01117,0.02092
1988,Upper Secondary Level,male,Not employed: registered unemployed,0.04167,117,2553,0.03392,0.04943
1988,Upper Secondary Level,female,Self-employed,0.03585,84,2129,0.02795,0.04375
1988,Upper Secondary Level,female,Blue-collar worker,0.08918,264,2129,0.07707,0.10129
1988,Upper Secondary Level,female,White-collar worker,0.30461,664,2129,0.28506,0.32417
1988,Upper Secondary Level,female,Apprentice/ Trainee/ Intern,0.04375,114,2129,0.03506,0.05244
1988,Upper Secondary Level,female,Not employed: Pensioner,0.23447,321,2129,0.21647,0.25247
1988,Upper Secondary Level,female,Not employed: registered unemployed,0.04053,90,2129,0.03215,0.04890
1988,Upper Secondary Level,female,Not employed: no further information,0.23865,592,2129,0.22054,0.25676
1988,Post-secondary Non-tertiary Level,male,Blue-collar worker,0.16212,49,87,0.08422,0.24001
1988,Post-secondary Non-tertiary Level,male,White-collar worker,0.29368,38,87,0.19742,0.38994
1988,Post-secondary Non-tertiary Level,female,White-collar worker,0.51842,51,51,0.37992,0.65692
1988,First Stage of Tertiary Education,male,Self-employed,0.15299,47,277,0.11052,0.19546
1988,First Stage of Tertiary Education,male,Blue-collar worker,0.13032,45,277,0.09060,0.17004
1988,First Stage of Tertiary Education,male,White-collar worker,0.38384,126,277,0.32646,0.44121
1988,First Stage of Tertiary Education,male,Not employed: Pensioner,0.23459,59,277,0.18460,0.28459
1988,First Stage of Tertiary Education,female,White-collar worker,0.35248,84,183,0.28307,0.42189
1988,First Stage of Tertiary Education,female,Not employed: Pensioner,0.23458,35,183,0.17302,0.29615
1988,First Stage of Tertiary Education,female,Not employed: no further information,0.23094,64,183,0.16972,0.29217
1988,Second Stage of Tertiary Education,male,Self-employed,0.11040,56,423,0.08050,0.14030
1988,Second Stage of Tertiary Education,male,Civil servant,0.24350,116,423,0.20255,0.28445
1988,Second Stage of Tertiary Education,male,White-collar worker,0.43657,208,423,0.38925,0.48389
1988,Second Stage of Tertiary Education,male,Not employed: Pensioner,0.12305,43,423,0.09171,0.15439
1988,Second Stage of Tertiary Education,female,Civil servant,0.21017,50,170,0.14875,0.27160
1988,Second Stage of Tertiary Education,female,White-collar worker,0.34262,85,170,0.27107,0.41418
1988,Second Stage of Tertiary Education,female,Not employed: no further information,0.12899,35,170,0.07846,0.17953
1989,Pre-primary Level,male,Apprentice/ Trainee/ Intern,0.93318,83,83,0.87913,0.98723
1989,Pre-primary Level,female,Apprentice/ Trainee/ Intern,0.98111,81,81,0.95129,1.01094
1989,Primary Level,male,Blue-collar worker,0.61436,177,177,0.54245,0.68628
1989,Primary Level,female,Blue-collar worker,0.27902,133,354,0.23223,0.32581
1989,Primary Level,female,Not employed: Pensioner,0.15043,34,354,0.11313,0.18772
1989,Primary Level,female,Not employed: no further information,0.42614,187,354,0.37455,0.47773
1989,Lower Secondary Level,male,Self-employed,0.04634,34,867,0.03233,0.06034
1989,Lower Secondary Level,male,Blue-collar worker,0.38297,449,867,0.35059,0.41534
1989,Lower Secondary Level,male,White-collar worker,0.06304,48,867,0.04685,0.07922
1989,Lower Secondary Level,male,Apprentice/ Trainee/ Intern,0.24344,203,867,0.21485,0.27202
1989,Lower Secondary Level,male,Not employed: Pensioner,0.18021,81,867,0.15461,0.20581
1989,Lower Secondary Level,male,Not employed: registered unemployed,0.05086,52,867,0.03622,0.06549
1989,Lower Secondary Level,female,Self-employed,0.02468,46,1661,0.01721,0.03214
1989,Lower Secondary Level,female,Blue-collar worker,0.14882,358,1661,0.13170,0.16594
1989,Lower Secondary Level,female,White-collar worker,0.09221,153,1661,0.07829,0.10613
1989,Lower Secondary Level,female,Apprentice/ Trainee/ Intern,0.08201,190,1661,0.06881,0.09521
1989,Lower Secondary Level,female,Not employed: Pensioner,0.39428,408,1661,0.37077,0.41779
1989,Lower Secondary Level,female,Not employed: registered unemployed,0.02387,50,1661,0.01653,0.03122
1989,Lower Secondary Level,female,Not employed: no further information,0.23312,456,1661,0.21278,0.25346
1989,Upper Secondary Level,male,Self-employed,0.05215,128,2512,0.04345,0.06085
1989,Upper Secondary Level,male,Blue-collar worker,0.34389,1036,2512,0.32531,0.36246
1989,Upper Secondary Level,male,Civil servant,0.06864,162,2512,0.05875,0.07853
1989,Upper Secondary Level,male,White-collar worker,0.20910,482,2512,0.19319,0.22500
1989,Upper Secondary Level,male,Apprentice/ Trainee/ Intern,0.05978,163,2512,0.05050,0.06905
1989,Upper Secondary Level,male,Not employed: Pensioner,0.20708,376,2512,0.19123,0.22293
1989,Upper Secondary Level,male,Not employed: Military/Community Service,0.01166,34,2512,0.00746,0.01586
1989,Upper Secondary Level,male,Not employed: registered unemployed,0.03224,83,2512,0.02533,0.03915
1989,Upper Secondary Level,male,Not employed: no further information,0.01546,48,2512,0.01064,0.02029
1989,Upper Secondary Level,female,Self-employed,0.03530,82,2076,0.02736,0.04324
1989,Upper Secondary Level,female,Blue-collar worker,0.09328,271,2076,0.08077,0.10579
1989,Upper Secondary Level,female,White-collar worker,0.32437,685,2076,0.30423,0.34452
1989,Upper Secondary Level,female,Apprentice/ Trainee/ Intern,0.03374,91,2076,0.02597,0.04151
1989,Upper Secondary Level,female,Not employed: Pensioner,0.23875,323,2076,0.22041,0.25709
1989,Upper Secondary Level,female,Not employed: registered unemployed,0.02812,66,2076,0.02100,0.03523
1989,Upper Secondary Level,female,Not employed: no further information,0.23456,558,2076,0.21633,0.25279
1989,Post-secondary Non-tertiary Level,male,Blue-collar worker,0.13687,41,88,0.06464,0.20909
1989,Post-secondary Non-tertiary Level,male,White-collar worker,0.33574,47,88,0.23651,0.43498
1989,Post-secondary Non-tertiary Level,female,White-collar worker,0.55915,65,65,0.43751,0.68079
1989,First Stage of Tertiary Education,male,Self-employed,0.15235,45,261,0.10867,0.19603
1989,First Stage of Tertiary Education,male,Blue-collar worker,0.11597,38,261,0.07705,0.15489
1989,First Stage of Tertiary Education,male,White-collar worker,0.39699,122,261,0.33752,0.45647
1989,First Stage of Tertiary Education,male,Not employed: Pensioner,0.23920,56,261,0.18735,0.29106
1989,First Stage of Tertiary Education,female,White-collar worker,0.35859,85,172,0.28670,0.43047
1989,First Stage of Tertiary Education,female,Not employed: Pensioner,0.22927,34,172,0.16627,0.29228
1989,First Stage of Tertiary Education,female,Not employed: no further information,0.20514,53,172,0.14462,0.26567
1989,Second Stage of Tertiary Education,male,Self-employed,0.10849,56,428,0.07899,0.13798
1989,Second Stage of Tertiary Education,male,Civil servant,0.22086,104,428,0.18151,0.26020
1989,Second Stage of Tertiary Education,male,White-collar worker,0.45414,217,428,0.40691,0.50136
