year,bula_h,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Bavaria,Upper Secondary Level,Self-employed,0.05578,56,1025,0.04172,0.06984
1984,Bavaria,Upper Secondary Level,Blue-collar worker,0.24520,295,1025,0.21885,0.27155
1984,Bavaria,Upper Secondary Level,Civil servant,0.04788,48,1025,0.03480,0.06095
1984,Bavaria,Upper Secondary Level,White-collar worker,0.23719,242,1025,0.21113,0.26324
1984,Bavaria,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04502,51,1025,0.03232,0.05772
1984,Bavaria,Upper Secondary Level,Not employed: Pensioner,0.18333,138,1025,0.15963,0.20703
1984,Bavaria,Upper Secondary Level,Not employed: registered unemployed,0.03111,40,1025,0.02047,0.04174
1984,Bavaria,Upper Secondary Level,Not employed: no further information,0.14743,155,1025,0.12571,0.16914
1984,Bavaria,First Stage of Tertiary Education,White-collar worker,0.37696,54,54,0.24649,0.50743
1984,Bavaria,Second Stage of Tertiary Education,Civil servant,0.21096,31,97,0.12935,0.29258
1984,Bavaria,Second Stage of Tertiary Education,White-collar worker,0.39284,66,97,0.29514,0.49053
1984,Berlin,Lower Secondary Level,Blue-collar worker,0.36631,46,46,0.22554,0.50709
1984,Berlin,Upper Secondary Level,Blue-collar worker,0.21817,57,146,0.15095,0.28540
1984,Berlin,Upper Secondary Level,White-collar worker,0.29626,54,146,0.22193,0.37058
1984,Berlin,Upper Secondary Level,Not employed: Pensioner,0.29602,35,146,0.22172,0.37033
1985,Schleswig-Holstein,Upper Secondary Level,Blue-collar worker,0.22719,49,107,0.14742,0.30696
1985,Schleswig-Holstein,Upper Secondary Level,White-collar worker,0.28873,58,107,0.20246,0.37500
1985,Hamburg,Upper Secondary Level,White-collar worker,0.34408,50,89,0.24483,0.44334
1985,Hamburg,Upper Secondary Level,Not employed: Pensioner,0.34128,39,89,0.24221,0.44034
1985,Lower Saxony,Lower Secondary Level,Blue-collar worker,0.14983,58,258,0.10620,0.19347
1985,Lower Saxony,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.17970,61,258,0.13276,0.22664
1985,Lower Saxony,Lower Secondary Level,Not employed: Pensioner,0.36239,81,258,0.30362,0.42116
1985,Lower Saxony,Lower Secondary Level,Not employed: no further information,0.16736,58,258,0.12172,0.21300
1985,Lower Saxony,Upper Secondary Level,Blue-collar worker,0.20235,124,489,0.16670,0.23799
1985,Lower Saxony,Upper Secondary Level,White-collar worker,0.24527,137,489,0.20710,0.28344
1985,Lower Saxony,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05829,36,489,0.03750,0.07907
1985,Lower Saxony,Upper Secondary Level,Not employed: Pensioner,0.21065,81,489,0.17447,0.24683
1985,Lower Saxony,Upper Secondary Level,Not employed: registered unemployed,0.06849,37,489,0.04608,0.09090
1985,Lower Saxony,Upper Secondary Level,Not employed: no further information,0.12323,74,489,0.09406,0.15239
1985,North Rhine-Westphalia,Pre-primary Level,Apprentice/ Trainee/ Intern,0.95594,58,58,0.90266,1.00922
1985,North Rhine-Westphalia,Primary Level,Blue-collar worker,0.40520,117,203,0.33750,0.47290
1985,North Rhine-Westphalia,Primary Level,Not employed: no further information,0.33332,86,203,0.26831,0.39833
1985,North Rhine-Westphalia,Lower Secondary Level,Blue-collar worker,0.21816,240,741,0.18840,0.24792
1985,North Rhine-Westphalia,Lower Secondary Level,White-collar worker,0.05229,39,741,0.03625,0.06833
1985,North Rhine-Westphalia,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.16304,132,741,0.13642,0.18965
1985,North Rhine-Westphalia,Lower Secondary Level,Not employed: Pensioner,0.27753,120,741,0.24527,0.30979
1985,North Rhine-Westphalia,Lower Secondary Level,Not employed: registered unemployed,0.04090,34,741,0.02663,0.05517
1985,North Rhine-Westphalia,Lower Secondary Level,Not employed: no further information,0.22824,176,741,0.19800,0.25848
1985,North Rhine-Westphalia,Upper Secondary Level,Self-employed,0.04542,65,1388,0.03446,0.05637
1985,North Rhine-Westphalia,Upper Secondary Level,Blue-collar worker,0.20433,348,1388,0.18311,0.22555
1985,North Rhine-Westphalia,Upper Secondary Level,Civil servant,0.03855,55,1388,0.02841,0.04868
1985,North Rhine-Westphalia,Upper Secondary Level,White-collar worker,0.23523,321,1388,0.21291,0.25756
1985,North Rhine-Westphalia,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05864,99,1388,0.04627,0.07100
1985,North Rhine-Westphalia,Upper Secondary Level,Not employed: Pensioner,0.21795,204,1388,0.19622,0.23968
1985,North Rhine-Westphalia,Upper Secondary Level,Not employed: registered unemployed,0.04773,68,1388,0.03651,0.05895
1985,North Rhine-Westphalia,Upper Secondary Level,Not employed: no further information,0.14781,228,1388,0.12913,0.16649
1985,North Rhine-Westphalia,First Stage of Tertiary Education,White-collar worker,0.38646,60,60,0.26221,0.51071
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Civil servant,0.29108,63,153,0.21887,0.36330
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,White-collar worker,0.39330,90,153,0.31564,0.47096
1985,Hesse,Primary Level,Blue-collar worker,0.27215,45,45,0.14064,0.40366
1985,Hesse,Lower Secondary Level,Blue-collar worker,0.23607,105,286,0.18676,0.28537
1985,Hesse,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.15397,49,286,0.11207,0.19587
1985,Hesse,Lower Secondary Level,Not employed: Pensioner,0.33947,60,286,0.28449,0.39445
1985,Hesse,Lower Secondary Level,Not employed: no further information,0.18718,72,286,0.14189,0.23246
1985,Hesse,Upper Secondary Level,Blue-collar worker,0.19984,142,417,0.16141,0.23826
1985,Hesse,Upper Secondary Level,White-collar worker,0.26841,134,417,0.22583,0.31100
1985,Hesse,Upper Secondary Level,Not employed: Pensioner,0.22583,76,417,0.18565,0.26601
1985,Hesse,Upper Secondary Level,Not employed: no further information,0.11811,65,417,0.08709,0.14912
1985,"Rhineland-Palatinate, Saarland",Primary Level,Blue-collar worker,0.57366,33,33,0.40231,0.74501
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Blue-collar worker,0.16528,58,234,0.11759,0.21297
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12825,39,234,0.08532,0.17118
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not employed: Pensioner,0.31468,59,234,0.25505,0.37431
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not employed: no further information,0.28528,78,234,0.22730,0.34326
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Blue-collar worker,0.26137,103,288,0.21054,0.31221
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,White-collar worker,0.21301,73,288,0.16564,0.26038
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not employed: Pensioner,0.22378,62,288,0.17556,0.27200
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not employed: no further information,0.13292,50,288,0.09365,0.17220
1985,Baden-Wuerttemberg,Pre-primary Level,Apprentice/ Trainee/ Intern,0.97081,40,40,0.91797,1.02364
1985,Baden-Wuerttemberg,Primary Level,Blue-collar worker,0.56921,141,213,0.50256,0.63587
1985,Baden-Wuerttemberg,Primary Level,Not employed: no further information,0.26454,72,213,0.20517,0.32392
1985,Baden-Wuerttemberg,Lower Secondary Level,Blue-collar worker,0.25109,234,560,0.21514,0.28704
1985,Baden-Wuerttemberg,Lower Secondary Level,White-collar worker,0.09436,46,560,0.07013,0.11860
1985,Baden-Wuerttemberg,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.14242,84,560,0.11345,0.17140
1985,Baden-Wuerttemberg,Lower Secondary Level,Not employed: Pensioner,0.30819,104,560,0.26992,0.34647
1985,Baden-Wuerttemberg,Lower Secondary Level,Not employed: no further information,0.14398,92,560,0.11488,0.17309
1985,Baden-Wuerttemberg,Upper Secondary Level,Self-employed,0.05797,46,830,0.04206,0.07388
1985,Baden-Wuerttemberg,Upper Secondary Level,Blue-collar worker,0.28207,308,830,0.25144,0.31271
1985,Baden-Wuerttemberg,Upper Secondary Level,Civil servant,0.04875,37,830,0.03409,0.06341
1985,Baden-Wuerttemberg,Upper Secondary Level,White-collar worker,0.24069,185,830,0.21159,0.26980
1985,Baden-Wuerttemberg,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04481,50,830,0.03072,0.05889
1985,Baden-Wuerttemberg,Upper Secondary Level,Not employed: Pensioner,0.18393,98,830,0.15755,0.21030
1985,Baden-Wuerttemberg,Upper Secondary Level,Not employed: no further information,0.11334,106,830,0.09176,0.13492
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,White-collar worker,0.37299,45,45,0.23010,0.51589
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,White-collar worker,0.39290,44,44,0.24692,0.53888
1985,Bavaria,Primary Level,Blue-collar worker,0.45183,50,50,0.31248,0.59118
1985,Bavaria,Lower Secondary Level,Blue-collar worker,0.18122,152,483,0.14683,0.21560
1985,Bavaria,Lower Secondary Level,White-collar worker,0.08242,43,483,0.05787,0.10697
1985,Bavaria,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.15326,81,483,0.12110,0.18542
1985,Bavaria,Lower Secondary Level,Not employed: Pensioner,0.28525,95,483,0.24494,0.32556
1985,Bavaria,Lower Secondary Level,Not employed: no further information,0.20510,112,483,0.16905,0.24114
1985,Bavaria,Upper Secondary Level,Self-employed,0.06794,62,931,0.05176,0.08411
1985,Bavaria,Upper Secondary Level,Blue-collar worker,0.23380,259,931,0.20660,0.26101
1985,Bavaria,Upper Secondary Level,Civil servant,0.04556,43,931,0.03215,0.05896
1985,Bavaria,Upper Secondary Level,White-collar worker,0.24118,230,931,0.21368,0.26867
1985,Bavaria,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04746,50,931,0.03380,0.06113
1985,Bavaria,Upper Secondary Level,Not employed: Pensioner,0.19749,128,931,0.17190,0.22307
1985,Bavaria,Upper Secondary Level,Not employed: registered unemployed,0.04091,39,931,0.02818,0.05364
1985,Bavaria,Upper Secondary Level,Not employed: no further information,0.12026,120,931,0.09936,0.14117
1985,Bavaria,First Stage of Tertiary Education,White-collar worker,0.37410,51,51,0.23998,0.50823
1985,Bavaria,Second Stage of Tertiary Education,White-collar worker,0.40114,63,63,0.27913,0.52314
1985,Berlin,Lower Secondary Level,Blue-collar worker,0.31580,33,33,0.15474,0.47685
1985,Berlin,Upper Secondary Level,Blue-collar worker,0.17195,43,94,0.09526,0.24865
1985,Berlin,Upper Secondary Level,White-collar worker,0.32543,51,94,0.23020,0.42065
1986,Schleswig-Holstein,Upper Secondary Level,Blue-collar worker,0.22867,46,99,0.14552,0.31182
1986,Schleswig-Holstein,Upper Secondary Level,White-collar worker,0.30865,53,99,0.21719,0.40010
1986,Hamburg,Upper Secondary Level,White-collar worker,0.30432,41,77,0.20087,0.40777
1986,Hamburg,Upper Secondary Level,Not employed: Pensioner,0.36136,36,77,0.25336,0.46937
1986,Lower Saxony,Lower Secondary Level,Blue-collar worker,0.14087,57,268,0.09914,0.18260
1986,Lower Saxony,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.19304,74,268,0.14570,0.24038
1986,Lower Saxony,Lower Secondary Level,Not employed: Pensioner,0.34597,75,268,0.28891,0.40303
1986,Lower Saxony,Lower Secondary Level,Not employed: no further information,0.18362,62,268,0.13717,0.23006
1986,Lower Saxony,Upper Secondary Level,Self-employed,0.06542,37,480,0.04327,0.08756
1986,Lower Saxony,Upper Secondary Level,Blue-collar worker,0.21835,132,480,0.18135,0.25535
1986,Lower Saxony,Upper Secondary Level,White-collar worker,0.22496,125,480,0.18757,0.26235
1986,Lower Saxony,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.06579,37,480,0.04359,0.08799
1986,Lower Saxony,Upper Secondary Level,Not employed: Pensioner,0.20957,80,480,0.17313,0.24602
1986,Lower Saxony,Upper Secondary Level,Not employed: no further information,0.12442,69,480,0.09486,0.15398
1986,North Rhine-Westphalia,Pre-primary Level,Apprentice/ Trainee/ Intern,0.97174,70,70,0.93263,1.01084
1986,North Rhine-Westphalia,Primary Level,Blue-collar worker,0.44610,116,200,0.37704,0.51517
1986,North Rhine-Westphalia,Primary Level,Not employed: no further information,0.34403,84,200,0.27803,0.41004
1986,North Rhine-Westphalia,Lower Secondary Level,Blue-collar worker,0.21284,222,686,0.18219,0.24350
1986,North Rhine-Westphalia,Lower Secondary Level,White-collar worker,0.05142,31,686,0.03488,0.06796
1986,North Rhine-Westphalia,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.16287,126,686,0.13521,0.19052
1986,North Rhine-Westphalia,Lower Secondary Level,Not employed: Pensioner,0.28463,114,686,0.25083,0.31842
1986,North Rhine-Westphalia,Lower Secondary Level,Not employed: registered unemployed,0.05315,42,686,0.03635,0.06995
1986,North Rhine-Westphalia,Lower Secondary Level,Not employed: no further information,0.21293,151,686,0.18227,0.24359
1986,North Rhine-Westphalia,Upper Secondary Level,Self-employed,0.04608,66,1340,0.03485,0.05731
1986,North Rhine-Westphalia,Upper Secondary Level,Blue-collar worker,0.20206,336,1340,0.18055,0.22357
1986,North Rhine-Westphalia,Upper Secondary Level,Civil servant,0.03557,49,1340,0.02565,0.04549
1986,North Rhine-Westphalia,Upper Secondary Level,White-collar worker,0.22855,306,1340,0.20605,0.25104
1986,North Rhine-Westphalia,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.06183,96,1340,0.04893,0.07473
1986,North Rhine-Westphalia,Upper Secondary Level,Not employed: Pensioner,0.21973,195,1340,0.19755,0.24191
1986,North Rhine-Westphalia,Upper Secondary Level,Not employed: registered unemployed,0.04383,68,1340,0.03286,0.05480
1986,North Rhine-Westphalia,Upper Secondary Level,Not employed: no further information,0.15454,224,1340,0.13518,0.17391
1986,North Rhine-Westphalia,First Stage of Tertiary Education,White-collar worker,0.36132,55,55,0.23319,0.48945
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Civil servant,0.30977,67,139,0.23262,0.38692
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,White-collar worker,0.33048,72,139,0.25200,0.40897
1986,Hesse,Primary Level,Blue-collar worker,0.30255,39,39,0.15649,0.44860
1986,Hesse,Lower Secondary Level,Blue-collar worker,0.20948,90,252,0.15914,0.25983
1986,Hesse,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.17198,49,252,0.12529,0.21866
1986,Hesse,Lower Secondary Level,Not employed: Pensioner,0.33447,53,252,0.27611,0.39284
1986,Hesse,Lower Secondary Level,Not employed: no further information,0.17981,60,252,0.13230,0.22732
1986,Hesse,Upper Secondary Level,Blue-collar worker,0.20693,132,385,0.16641,0.24745
1986,Hesse,Upper Secondary Level,White-collar worker,0.27568,123,385,0.23099,0.32038
1986,Hesse,Upper Secondary Level,Not employed: Pensioner,0.24518,72,385,0.20215,0.28821
1986,Hesse,Upper Secondary Level,Not employed: no further information,0.10219,58,385,0.07190,0.13249
1986,Hesse,Second Stage of Tertiary Education,White-collar worker,0.36308,34,34,0.19900,0.52715
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Blue-collar worker,0.15899,57,228,0.11142,0.20656
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Apprentice/ Trainee/ Intern,0.13111,41,228,0.08720,0.17502
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not employed: Pensioner,0.32574,57,228,0.26478,0.38671
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not employed: no further information,0.26600,73,228,0.20852,0.32348
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Blue-collar worker,0.26401,109,303,0.21430,0.31373
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,White-collar worker,0.21166,78,303,0.16559,0.25773
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not employed: Pensioner,0.23299,64,303,0.18531,0.28067
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not employed: no further information,0.13737,52,303,0.09855,0.17620
1986,Baden-Wuerttemberg,Primary Level,Blue-collar worker,0.48051,117,181,0.40752,0.55350
1986,Baden-Wuerttemberg,Primary Level,Not employed: no further information,0.27935,64,181,0.21380,0.34489
1986,Baden-Wuerttemberg,Lower Secondary Level,Blue-collar worker,0.26545,239,557,0.22874,0.30215
1986,Baden-Wuerttemberg,Lower Secondary Level,White-collar worker,0.10157,49,557,0.07646,0.12668
1986,Baden-Wuerttemberg,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.13314,90,557,0.10490,0.16138
1986,Baden-Wuerttemberg,Lower Secondary Level,Not employed: Pensioner,0.30233,95,557,0.26415,0.34050
1986,Baden-Wuerttemberg,Lower Secondary Level,Not employed: no further information,0.13608,84,557,0.10758,0.16458
1986,Baden-Wuerttemberg,Upper Secondary Level,Self-employed,0.05076,42,791,0.03545,0.06607
1986,Baden-Wuerttemberg,Upper Secondary Level,Blue-collar worker,0.28827,321,791,0.25668,0.31985
1986,Baden-Wuerttemberg,Upper Secondary Level,White-collar worker,0.23453,179,791,0.20499,0.26408
1986,Baden-Wuerttemberg,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05107,49,791,0.03572,0.06642
1986,Baden-Wuerttemberg,Upper Secondary Level,Not employed: Pensioner,0.18552,99,791,0.15841,0.21263
1986,Baden-Wuerttemberg,Upper Secondary Level,Not employed: no further information,0.11331,101,791,0.09121,0.13542
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,White-collar worker,0.36411,39,39,0.21112,0.51710
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Civil servant,0.24678,31,78,0.15048,0.34308
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,White-collar worker,0.41944,47,78,0.30922,0.52967
1986,Bavaria,Primary Level,Blue-collar worker,0.49671,45,45,0.34897,0.64444
1986,Bavaria,Lower Secondary Level,Blue-collar worker,0.18240,143,442,0.14636,0.21845
1986,Bavaria,Lower Secondary Level,White-collar worker,0.11486,49,442,0.08510,0.14462
1986,Bavaria,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.10897,62,442,0.07988,0.13805
1986,Bavaria,Lower Secondary Level,Not employed: Pensioner,0.29189,84,442,0.24946,0.33433
1986,Bavaria,Lower Secondary Level,Not employed: no further information,0.20536,104,442,0.16766,0.24306
1986,Bavaria,Upper Secondary Level,Self-employed,0.06723,54,872,0.05060,0.08386
1986,Bavaria,Upper Secondary Level,Blue-collar worker,0.22309,231,872,0.19544,0.25073
1986,Bavaria,Upper Secondary Level,Civil servant,0.04711,43,872,0.03304,0.06118
1986,Bavaria,Upper Secondary Level,White-collar worker,0.23695,220,872,0.20871,0.26519
1986,Bavaria,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05763,57,872,0.04215,0.07310
1986,Bavaria,Upper Secondary Level,Not employed: Pensioner,0.21037,128,872,0.18330,0.23744
1986,Bavaria,Upper Secondary Level,Not employed: registered unemployed,0.03699,39,872,0.02445,0.04952
1986,Bavaria,Upper Secondary Level,Not employed: no further information,0.10995,100,872,0.08917,0.13072
1986,Bavaria,First Stage of Tertiary Education,White-collar worker,0.37546,45,45,0.23237,0.51854
1986,Bavaria,Second Stage of Tertiary Education,Civil servant,0.21700,32,88,0.13039,0.30362
1986,Bavaria,Second Stage of Tertiary Education,White-collar worker,0.38113,56,88,0.27907,0.48318
1986,Berlin,Upper Secondary Level,Blue-collar worker,0.20623,51,100,0.12653,0.28593
1986,Berlin,Upper Secondary Level,White-collar worker,0.31029,49,100,0.21916,0.40142
1987,Schleswig-Holstein,Upper Secondary Level,Blue-collar worker,0.21368,43,92,0.12946,0.29790
