year,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Apprentice/ Trainee/ Intern,0.05671,1920,24056,0.05378,0.05963
2000,Not employed: Pensioner,0.21882,5287,24056,0.21360,0.22405
2000,Not employed: Military/Community Service,0.00297,102,24056,0.00228,0.00366
2000,Not employed: registered unemployed,0.04059,1409,24056,0.03810,0.04308
2000,Not employed: no further information,0.07456,2370,24056,0.07124,0.07788
2001,Self-employed,0.04724,1212,21880,0.04443,0.05006
2001,Blue-collar worker,0.14175,3996,21880,0.13713,0.14637
2001,Civil servant,0.02816,780,21880,0.02597,0.03035
2001,White-collar worker,0.21276,5801,21880,0.20734,0.21818
2001,Apprentice/ Trainee/ Intern,0.05856,1808,21880,0.05545,0.06167
2001,Not employed: Pensioner,0.22302,4934,21880,0.21751,0.22854
2001,Not employed: Military/Community Service,0.00370,95,21880,0.00289,0.00450
2001,Not employed: registered unemployed,0.04501,1315,21880,0.04226,0.04776
2001,Not employed: no further information,0.06698,1939,21880,0.06366,0.07029
2002,Self-employed,0.04321,1428,22989,0.04058,0.04584
2002,Blue-collar worker,0.14099,3645,22989,0.13649,0.14549
2002,Civil servant,0.02621,1080,22989,0.02414,0.02827
2002,White-collar worker,0.21019,6439,22989,0.20492,0.21546
2002,Apprentice/ Trainee/ Intern,0.06113,1965,22989,0.05804,0.06423
2002,Not employed: Pensioner,0.22846,5090,22989,0.22303,0.23389
2002,Not employed: Military/Community Service,0.00276,92,22989,0.00208,0.00343
2002,Not employed: registered unemployed,0.04998,1310,22989,0.04716,0.05280
2002,Not employed: no further information,0.06683,1940,22989,0.06360,0.07005
2003,Self-employed,0.04298,1338,22137,0.04031,0.04565
2003,Blue-collar worker,0.13615,3402,22137,0.13163,0.14066
2003,Civil servant,0.02657,998,22137,0.02445,0.02868
2003,White-collar worker,0.21150,6167,22137,0.20612,0.21688
2003,Apprentice/ Trainee/ Intern,0.05972,1897,22137,0.05660,0.06284
2003,Not employed: Pensioner,0.23209,5072,22137,0.22652,0.23765
2003,Not employed: Military/Community Service,0.00271,88,22137,0.00202,0.00339
2003,Not employed: registered unemployed,0.05563,1404,22137,0.05261,0.05865
2003,Not employed: no further information,0.06417,1771,22137,0.06094,0.06740
2004,Self-employed,0.04551,1363,21585,0.04273,0.04829
2004,Blue-collar worker,0.13472,3258,21585,0.13016,0.13927
2004,Civil servant,0.02586,951,21585,0.02375,0.02798
2004,White-collar worker,0.20943,5965,21585,0.20400,0.21486
2004,Apprentice/ Trainee/ Intern,0.06433,1941,21585,0.06106,0.06761
2004,Not employed: Pensioner,0.23473,5011,21585,0.22908,0.24039
2004,Not employed: Military/Community Service,0.00199,63,21585,0.00140,0.00259
2004,Not employed: registered unemployed,0.05843,1390,21585,0.05530,0.06156
2004,Not employed: no further information,0.06042,1643,21585,0.05724,0.06360
2005,Self-employed,0.04476,1297,20677,0.04194,0.04757
2005,Blue-collar worker,0.13936,3116,20677,0.13464,0.14408
2005,Civil servant,0.02749,916,20677,0.02526,0.02971
2005,White-collar worker,0.21172,5638,20677,0.20615,0.21729
2005,Apprentice/ Trainee/ Intern,0.06706,1835,20677,0.06365,0.07047
2005,Not employed: Pensioner,0.22885,4965,20677,0.22312,0.23458
2005,Not employed: Military/Community Service,0.00171,51,20677,0.00114,0.00227
2005,Not employed: registered unemployed,0.05931,1328,20677,0.05609,0.06253
2005,Not employed: no further information,0.05999,1531,20677,0.05675,0.06323
2006,Self-employed,0.04848,1461,22225,0.04565,0.05130
2006,Blue-collar worker,0.13252,3183,22225,0.12806,0.13697
2006,Civil servant,0.02737,944,22225,0.02523,0.02952
2006,White-collar worker,0.21415,6035,22225,0.20876,0.21955
2006,Apprentice/ Trainee/ Intern,0.05544,1556,22225,0.05243,0.05845
2006,Not employed: Pensioner,0.23105,5640,22225,0.22551,0.23660
2006,Not employed: Military/Community Service,0.00226,66,22225,0.00164,0.00289
2006,Not employed: registered unemployed,0.06018,1431,22225,0.05705,0.06330
2006,Not employed: no further information,0.06963,1909,22225,0.06629,0.07298
2007,Self-employed,0.04653,1317,20815,0.04367,0.04939
2007,Blue-collar worker,0.14111,3105,20815,0.13638,0.14584
2007,Civil servant,0.02926,904,20815,0.02697,0.03155
2007,White-collar worker,0.21927,5755,20815,0.21365,0.22489
2007,Apprentice/ Trainee/ Intern,0.05425,1458,20815,0.05117,0.05732
2007,Not employed: Pensioner,0.23474,5384,20815,0.22898,0.24050
2007,Not employed: Military/Community Service,0.00220,58,20815,0.00156,0.00283
2007,Not employed: registered unemployed,0.05354,1164,20815,0.05048,0.05660
2007,Not employed: no further information,0.06457,1670,20815,0.06123,0.06791
2008,Self-employed,0.04568,1207,19529,0.04275,0.04860
2008,Blue-collar worker,0.14515,2950,19529,0.14021,0.15009
2008,Civil servant,0.02820,817,19529,0.02587,0.03052
2008,White-collar worker,0.23087,5559,19529,0.22496,0.23678
2008,Apprentice/ Trainee/ Intern,0.05664,1395,19529,0.05340,0.05988
2008,Not employed: Pensioner,0.23310,5169,19529,0.22717,0.23903
2008,Not employed: Military/Community Service,0.00167,33,19529,0.00110,0.00224
2008,Not employed: registered unemployed,0.04654,962,19529,0.04359,0.04950
2008,Not employed: no further information,0.06119,1437,19529,0.05783,0.06456
2009,Self-employed,0.04763,1141,18208,0.04454,0.05072
2009,Blue-collar worker,0.14111,2678,18208,0.13605,0.14616
2009,Civil servant,0.02917,759,18208,0.02673,0.03162
2009,White-collar worker,0.23402,5225,18208,0.22787,0.24017
2009,Apprentice/ Trainee/ Intern,0.05863,1271,18208,0.05522,0.06204
2009,Not employed: Pensioner,0.23135,4894,18208,0.22522,0.23747
2009,Not employed: Military/Community Service,0.00328,63,18208,0.00245,0.00411
2009,Not employed: registered unemployed,0.04799,904,18208,0.04488,0.05109
2009,Not employed: no further information,0.05700,1273,18208,0.05364,0.06037
2010,Self-employed,0.04619,1517,24239,0.04354,0.04883
2010,Blue-collar worker,0.13257,3437,24239,0.12830,0.13684
2010,Civil servant,0.02955,941,24239,0.02742,0.03168
2010,White-collar worker,0.24455,7483,24239,0.23913,0.24996
2010,Apprentice/ Trainee/ Intern,0.06087,1554,24239,0.05786,0.06388
2010,Not employed: Pensioner,0.23101,4709,24239,0.22570,0.23631
2010,Not employed: Military/Community Service,0.00219,52,24239,0.00160,0.00278
2010,Not employed: registered unemployed,0.04944,1706,24239,0.04671,0.05217
2010,Not employed: no further information,0.05393,2840,24239,0.05109,0.05677
2011,Self-employed,0.04709,1782,28762,0.04465,0.04954
2011,Blue-collar worker,0.12768,3977,28762,0.12383,0.13154
2011,Civil servant,0.02902,1160,28762,0.02708,0.03096
2011,White-collar worker,0.25065,9253,28762,0.24564,0.25565
2011,Apprentice/ Trainee/ Intern,0.05496,1823,28762,0.05233,0.05760
2011,Not employed: Pensioner,0.23468,6181,28762,0.22978,0.23958
2011,Not employed: Military/Community Service,0.00156,42,28762,0.00111,0.00202
2011,Not employed: registered unemployed,0.04067,1734,28762,0.03839,0.04296
2011,Not employed: no further information,0.05736,2810,28762,0.05467,0.06005
2012,Self-employed,0.04893,1715,28098,0.04641,0.05145
2012,Blue-collar worker,0.12402,3780,28098,0.12016,0.12787
2012,Civil servant,0.03060,1138,28098,0.02858,0.03261
2012,White-collar worker,0.25879,9317,28098,0.25366,0.26391
2012,Apprentice/ Trainee/ Intern,0.05277,1792,28098,0.05016,0.05539
2012,Not employed: Pensioner,0.23454,6193,28098,0.22959,0.23950
2012,Not employed: Military/Community Service,0.00161,57,28098,0.00114,0.00208
2012,Not employed: registered unemployed,0.04244,1615,28098,0.04008,0.04479
2012,Not employed: no further information,0.05447,2491,28098,0.05182,0.05713
2013,Self-employed,0.04987,1858,31037,0.04745,0.05230
2013,Blue-collar worker,0.11744,4443,31037,0.11386,0.12102
2013,Civil servant,0.02936,1096,31037,0.02748,0.03124
2013,White-collar worker,0.26449,10518,31037,0.25958,0.26940
2013,Apprentice/ Trainee/ Intern,0.05482,2241,31037,0.05229,0.05736
2013,Not employed: Pensioner,0.23556,5989,31037,0.23084,0.24029
2013,Not employed: registered unemployed,0.04337,2059,31037,0.04111,0.04564
2013,Not employed: no further information,0.05353,2833,31037,0.05103,0.05604
2014,Self-employed,0.04869,1606,27548,0.04615,0.05124
2014,Blue-collar worker,0.11606,3834,27548,0.11227,0.11984
2014,Civil servant,0.03087,1023,27548,0.02883,0.03291
2014,White-collar worker,0.27164,9373,27548,0.26639,0.27689
2014,Apprentice/ Trainee/ Intern,0.05407,1965,27548,0.05140,0.05674
2014,Not employed: Pensioner,0.23192,5705,27548,0.22694,0.23691
2014,Not employed: Military/Community Service,0.00149,56,27548,0.00104,0.00195
2014,Not employed: registered unemployed,0.04324,1631,27548,0.04083,0.04564
2014,Not employed: no further information,0.05212,2355,27548,0.04949,0.05474
2015,Self-employed,0.04802,1521,27216,0.04548,0.05056
2015,Blue-collar worker,0.10981,3674,27216,0.10609,0.11352
2015,Civil servant,0.03063,974,27216,0.02858,0.03268
2015,White-collar worker,0.28213,9435,27216,0.27679,0.28748
2015,Apprentice/ Trainee/ Intern,0.05294,1911,27216,0.05028,0.05560
2015,Not employed: Pensioner,0.23323,5559,27216,0.22820,0.23825
2015,Not employed: Military/Community Service,0.00118,53,27216,0.00078,0.00159
2015,Not employed: registered unemployed,0.04266,1721,27216,0.04026,0.04506
2015,Not employed: no further information,0.04989,2368,27216,0.04730,0.05248
2016,Self-employed,0.04687,1390,27805,0.04438,0.04935
2016,Blue-collar worker,0.11298,3369,27805,0.10926,0.11671
2016,Civil servant,0.03190,919,27805,0.02984,0.03397
2016,White-collar worker,0.28336,8831,27805,0.27807,0.28866
2016,Apprentice/ Trainee/ Intern,0.05402,1879,27805,0.05136,0.05667
2016,Not employed: Pensioner,0.22441,5292,27805,0.21951,0.22931
2016,Not employed: Military/Community Service,0.00153,55,27805,0.00107,0.00199
2016,Not employed: registered unemployed,0.04167,1426,27805,0.03932,0.04402
2016,Not employed: no further information,0.05099,4613,27805,0.04840,0.05357
2016,500.0,0.00057,31,27805,0.00029,0.00086
2017,Self-employed,0.04611,1512,31109,0.04378,0.04844
2017,Blue-collar worker,0.10327,3514,31109,0.09989,0.10666
2017,Civil servant,0.03086,1063,31109,0.02893,0.03278
2017,White-collar worker,0.29811,10386,31109,0.29303,0.30319
2017,Apprentice/ Trainee/ Intern,0.05253,2174,31109,0.05006,0.05501
2017,Not employed: Pensioner,0.22146,5564,31109,0.21684,0.22607
2017,Not employed: Military/Community Service,0.00131,59,31109,0.00090,0.00171
2017,Not employed: registered unemployed,0.04018,2319,31109,0.03800,0.04236
2017,Not employed: no further information,0.05121,4448,31109,0.04876,0.05366
2017,100.0,0.00076,38,31109,0.00046,0.00107
2017,500.0,0.00068,32,31109,0.00039,0.00097
2018,Self-employed,0.04476,1374,29716,0.04240,0.04711
2018,Blue-collar worker,0.10112,3447,29716,0.09769,0.10455
2018,Civil servant,0.02960,993,29716,0.02767,0.03152
2018,White-collar worker,0.31187,10229,29716,0.30661,0.31714
2018,Apprentice/ Trainee/ Intern,0.04920,2083,29716,0.04674,0.05166
2018,Not employed: Pensioner,0.22286,5543,29716,0.21812,0.22759
2018,Not employed: Military/Community Service,0.00099,51,29716,0.00064,0.00135
2018,Not employed: registered unemployed,0.03923,2608,29716,0.03702,0.04143
2018,Not employed: no further information,0.04748,3236,29716,0.04506,0.04990
2018,100.0,0.00106,73,29716,0.00069,0.00142
2018,200.0,0.00065,31,29716,0.00036,0.00094
2018,500.0,0.00090,48,29716,0.00056,0.00124
2019,Self-employed,0.04438,2678,29417,0.04203,0.04674
2019,Blue-collar worker,0.09527,3037,29417,0.09192,0.09863
2019,Civil servant,0.03013,941,29417,0.02818,0.03209
2019,White-collar worker,0.31972,10356,29417,0.31439,0.32505
2019,Apprentice/ Trainee/ Intern,0.04726,1851,29417,0.04484,0.04969
2019,Not employed: Pensioner,0.22177,5461,29417,0.21702,0.22651
2019,Not employed: Military/Community Service,0.00129,51,29417,0.00088,0.00170
2019,Not employed: registered unemployed,0.03608,2268,29417,0.03395,0.03821
2019,Not employed: no further information,0.04663,2690,29417,0.04422,0.04904
2019,100.0,0.00081,47,29417,0.00048,0.00113
2019,500.0,0.00039,37,29417,0.00016,0.00061
2020,Self-employed,0.04375,2055,29812,0.04143,0.04608
2020,Blue-collar worker,0.09303,3274,29812,0.08973,0.09633
2020,Civil servant,0.03125,949,29812,0.02928,0.03323
2020,White-collar worker,0.31820,10878,29812,0.31292,0.32349
2020,Apprentice/ Trainee/ Intern,0.04748,1985,29812,0.04506,0.04989
2020,Not employed: Pensioner,0.22181,5222,29812,0.21709,0.22653
2020,Not employed: Military/Community Service,0.00131,56,29812,0.00090,0.00172
2020,Not employed: registered unemployed,0.03521,1989,29812,0.03311,0.03730
2020,Not employed: no further information,0.04948,3281,29812,0.04701,0.05194
2020,100.0,0.00073,64,29812,0.00042,0.00104
2020,500.0,0.00097,59,29812,0.00062,0.00132
2021,Self-employed,0.03835,1325,19692,0.03567,0.04103
2021,Blue-collar worker,0.08002,1693,19692,0.07623,0.08381
2021,Civil servant,0.03241,748,19692,0.02993,0.03488
2021,White-collar worker,0.33737,7655,19692,0.33077,0.34397
2021,Apprentice/ Trainee/ Intern,0.04175,1216,19692,0.03895,0.04454
2021,Not employed: Pensioner,0.21531,3761,19692,0.20957,0.22105
2021,Not employed: Military/Community Service,0.00052,32,19692,0.00020,0.00084
2021,Not employed: registered unemployed,0.03469,1169,19692,0.03214,0.03725
2021,Not employed: no further information,0.04858,2030,19692,0.04558,0.05158
2021,100.0,0.00169,63,19692,0.00112,0.00227
2022,Self-employed,0.04179,1650,27719,0.03943,0.04415
2022,Blue-collar worker,0.07127,2365,27719,0.06824,0.07430
2022,Civil servant,0.03302,1090,27719,0.03091,0.03512
2022,White-collar worker,0.34898,13043,27719,0.34337,0.35460
2022,Apprentice/ Trainee/ Intern,0.03734,1657,27719,0.03511,0.03957
2022,Not employed: Pensioner,0.21282,4359,27719,0.20800,0.21763
2022,Not employed: Military/Community Service,0.00118,59,27719,0.00077,0.00158
2022,Not employed: registered unemployed,0.02628,1214,27719,0.02439,0.02816
2022,Not employed: no further information,0.04527,2082,27719,0.04283,0.04772
2022,100.0,0.00178,140,27719,0.00128,0.00228
2022,500.0,0.00123,60,27719,0.00082,0.00164
