year,regtyp,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,male,Not employed: Pensioner,0.14240,543,4371,0.13204,0.15276
1990,Urban regions,male,Not employed: Military/Community Service,0.00885,48,4371,0.00607,0.01163
1990,Urban regions,male,Not employed: registered unemployed,0.02157,136,4371,0.01726,0.02587
1990,Urban regions,male,Not employed: no further information,0.01175,82,4371,0.00856,0.01495
1990,Urban regions,female,Self-employed,0.02373,132,4568,0.01931,0.02814
1990,Urban regions,female,Blue-collar worker,0.09447,774,4568,0.08599,0.10296
1990,Urban regions,female,Civil servant,0.01718,72,4568,0.01341,0.02094
1990,Urban regions,female,White-collar worker,0.23166,1262,4568,0.21942,0.24389
1990,Urban regions,female,Apprentice/ Trainee/ Intern,0.05271,335,4568,0.04623,0.05919
1990,Urban regions,female,Not employed: Pensioner,0.22702,801,4568,0.21487,0.23917
1990,Urban regions,female,Not employed: registered unemployed,0.01726,111,4568,0.01348,0.02103
1990,Urban regions,female,Not employed: no further information,0.17494,1081,4568,0.16392,0.18595
1990,Rural regions,male,Self-employed,0.05012,122,2307,0.04122,0.05903
1990,Rural regions,male,Blue-collar worker,0.29865,1072,2307,0.27997,0.31733
1990,Rural regions,male,Civil servant,0.04145,79,2307,0.03331,0.04958
1990,Rural regions,male,White-collar worker,0.16266,501,2307,0.14760,0.17772
1990,Rural regions,male,Apprentice/ Trainee/ Intern,0.06052,179,2307,0.05079,0.07026
1990,Rural regions,male,Not employed: Pensioner,0.14402,284,2307,0.12969,0.15835
1990,Rural regions,male,Not employed: registered unemployed,0.01772,37,2307,0.01234,0.02311
1990,Rural regions,male,Not employed: no further information,0.01360,33,2307,0.00887,0.01833
1990,Rural regions,female,Self-employed,0.02545,70,2458,0.01922,0.03168
1990,Rural regions,female,Blue-collar worker,0.13423,514,2458,0.12075,0.14771
1990,Rural regions,female,White-collar worker,0.22731,845,2458,0.21073,0.24388
1990,Rural regions,female,Apprentice/ Trainee/ Intern,0.04654,168,2458,0.03821,0.05487
1990,Rural regions,female,Not employed: Pensioner,0.22672,474,2458,0.21016,0.24327
1990,Rural regions,female,Not employed: registered unemployed,0.01508,32,2458,0.01026,0.01989
1990,Rural regions,female,Not employed: no further information,0.12684,355,2458,0.11368,0.14000
1991,Urban regions,male,Self-employed,0.05207,250,4287,0.04542,0.05872
1991,Urban regions,male,Blue-collar worker,0.24022,1639,4287,0.22743,0.25301
1991,Urban regions,male,Civil servant,0.05305,223,4287,0.04634,0.05976
1991,Urban regions,male,White-collar worker,0.20102,920,4287,0.18902,0.21301
1991,Urban regions,male,Apprentice/ Trainee/ Intern,0.07289,432,4287,0.06511,0.08067
1991,Urban regions,male,Not employed: Pensioner,0.15255,563,4287,0.14179,0.16332
1991,Urban regions,male,Not employed: Military/Community Service,0.00631,32,4287,0.00394,0.00868
1991,Urban regions,male,Not employed: registered unemployed,0.02522,168,4287,0.02053,0.02992
1991,Urban regions,male,Not employed: no further information,0.00942,60,4287,0.00653,0.01232
1991,Urban regions,female,Self-employed,0.02366,126,4465,0.01920,0.02812
1991,Urban regions,female,Blue-collar worker,0.09682,744,4465,0.08814,0.10549
1991,Urban regions,female,Civil servant,0.01697,72,4465,0.01318,0.02076
1991,Urban regions,female,White-collar worker,0.23246,1241,4465,0.22007,0.24485
1991,Urban regions,female,Apprentice/ Trainee/ Intern,0.05168,336,4465,0.04518,0.05817
1991,Urban regions,female,Not employed: Pensioner,0.23098,789,4465,0.21861,0.24334
1991,Urban regions,female,Not employed: registered unemployed,0.02176,148,4465,0.01748,0.02604
1991,Urban regions,female,Not employed: no further information,0.16393,1009,4465,0.15307,0.17479
1991,Rural regions,male,Self-employed,0.05617,147,2238,0.04663,0.06571
1991,Rural regions,male,Blue-collar worker,0.28215,951,2238,0.26350,0.30080
1991,Rural regions,male,Civil servant,0.04353,92,2238,0.03508,0.05199
1991,Rural regions,male,White-collar worker,0.15021,435,2238,0.13541,0.16502
1991,Rural regions,male,Apprentice/ Trainee/ Intern,0.06010,182,2238,0.05025,0.06995
1991,Rural regions,male,Not employed: Pensioner,0.15322,305,2238,0.13829,0.16815
1991,Rural regions,male,Not employed: registered unemployed,0.04037,126,2238,0.03222,0.04853
1991,Rural regions,female,Self-employed,0.02847,79,2400,0.02181,0.03512
1991,Rural regions,female,Blue-collar worker,0.11930,438,2400,0.10633,0.13228
1991,Rural regions,female,White-collar worker,0.20555,709,2400,0.18937,0.22172
1991,Rural regions,female,Apprentice/ Trainee/ Intern,0.05210,180,2400,0.04320,0.06099
1991,Rural regions,female,Not employed: Pensioner,0.24317,496,2400,0.22601,0.26034
1991,Rural regions,female,Not employed: registered unemployed,0.03964,165,2400,0.03183,0.04744
1991,Rural regions,female,Not employed: no further information,0.12588,333,2400,0.11261,0.13916
1992,Urban regions,male,Self-employed,0.05497,255,4178,0.04806,0.06188
1992,Urban regions,male,Blue-collar worker,0.23151,1543,4178,0.21871,0.24430
1992,Urban regions,male,Civil servant,0.04757,199,4178,0.04111,0.05402
1992,Urban regions,male,White-collar worker,0.19996,906,4178,0.18783,0.21209
1992,Urban regions,male,Apprentice/ Trainee/ Intern,0.06974,413,4178,0.06202,0.07747
1992,Urban regions,male,Not employed: Pensioner,0.15836,590,4178,0.14729,0.16943
1992,Urban regions,male,Not employed: registered unemployed,0.03533,213,4178,0.02973,0.04093
1992,Urban regions,male,Not employed: no further information,0.01044,59,4178,0.00736,0.01352
1992,Urban regions,female,Self-employed,0.02452,133,4448,0.01997,0.02906
1992,Urban regions,female,Blue-collar worker,0.08014,633,4448,0.07216,0.08812
1992,Urban regions,female,Civil servant,0.01635,74,4448,0.01262,0.02008
1992,Urban regions,female,White-collar worker,0.23541,1240,4448,0.22294,0.24788
1992,Urban regions,female,Apprentice/ Trainee/ Intern,0.05533,365,4448,0.04861,0.06205
1992,Urban regions,female,Not employed: Pensioner,0.23304,809,4448,0.22061,0.24546
1992,Urban regions,female,Not employed: registered unemployed,0.03269,233,4448,0.02746,0.03792
1992,Urban regions,female,Not employed: no further information,0.16117,961,4448,0.15036,0.17197
1992,Rural regions,male,Self-employed,0.05802,142,2158,0.04815,0.06788
1992,Rural regions,male,Blue-collar worker,0.25513,840,2158,0.23673,0.27353
1992,Rural regions,male,Civil servant,0.04316,97,2158,0.03458,0.05173
1992,Rural regions,male,White-collar worker,0.15401,397,2158,0.13878,0.16924
1992,Rural regions,male,Apprentice/ Trainee/ Intern,0.06419,192,2158,0.05385,0.07454
1992,Rural regions,male,Not employed: Pensioner,0.17622,343,2158,0.16014,0.19230
1992,Rural regions,male,Not employed: registered unemployed,0.04816,147,2158,0.03912,0.05719
1992,Rural regions,female,Self-employed,0.02297,68,2315,0.01686,0.02907
1992,Rural regions,female,Blue-collar worker,0.09696,339,2315,0.08490,0.10902
1992,Rural regions,female,White-collar worker,0.19094,640,2315,0.17493,0.20696
1992,Rural regions,female,Apprentice/ Trainee/ Intern,0.05542,197,2315,0.04610,0.06474
1992,Rural regions,female,Not employed: Pensioner,0.25523,512,2315,0.23747,0.27300
1992,Rural regions,female,Not employed: registered unemployed,0.06312,251,2315,0.05321,0.07303
1992,Rural regions,female,Not employed: no further information,0.12495,308,2315,0.11148,0.13843
1993,Urban regions,male,Self-employed,0.05569,266,4167,0.04872,0.06265
1993,Urban regions,male,Blue-collar worker,0.22774,1487,4167,0.21500,0.24047
1993,Urban regions,male,Civil servant,0.05241,215,4167,0.04564,0.05917
1993,Urban regions,male,White-collar worker,0.18967,871,4167,0.17776,0.20157
1993,Urban regions,male,Apprentice/ Trainee/ Intern,0.07191,415,4167,0.06406,0.07975
1993,Urban regions,male,Not employed: Pensioner,0.16102,621,4167,0.14986,0.17218
1993,Urban regions,male,Not employed: registered unemployed,0.04077,234,4167,0.03477,0.04678
1993,Urban regions,male,Not employed: no further information,0.00809,58,4167,0.00537,0.01081
1993,Urban regions,female,Self-employed,0.02596,136,4402,0.02126,0.03066
1993,Urban regions,female,Blue-collar worker,0.08526,621,4402,0.07701,0.09351
1993,Urban regions,female,Civil servant,0.01836,81,4402,0.01439,0.02232
1993,Urban regions,female,White-collar worker,0.23184,1226,4402,0.21937,0.24431
1993,Urban regions,female,Apprentice/ Trainee/ Intern,0.05351,357,4402,0.04686,0.06016
1993,Urban regions,female,Not employed: Pensioner,0.22956,812,4402,0.21714,0.24199
1993,Urban regions,female,Not employed: registered unemployed,0.03436,242,4402,0.02898,0.03974
1993,Urban regions,female,Not employed: no further information,0.15679,927,4402,0.14605,0.16753
1993,Rural regions,male,Self-employed,0.06161,148,2122,0.05137,0.07184
1993,Rural regions,male,Blue-collar worker,0.23925,777,2122,0.22109,0.25740
1993,Rural regions,male,Civil servant,0.04469,95,2122,0.03590,0.05348
1993,Rural regions,male,White-collar worker,0.15151,387,2122,0.13625,0.16677
1993,Rural regions,male,Apprentice/ Trainee/ Intern,0.06388,191,2122,0.05348,0.07429
1993,Rural regions,male,Not employed: Pensioner,0.17692,347,2122,0.16068,0.19316
1993,Rural regions,male,Not employed: registered unemployed,0.06081,177,2122,0.05064,0.07098
1993,Rural regions,female,Self-employed,0.02449,72,2302,0.01818,0.03081
1993,Rural regions,female,Blue-collar worker,0.09536,328,2302,0.08336,0.10737
1993,Rural regions,female,White-collar worker,0.19100,622,2302,0.17494,0.20706
1993,Rural regions,female,Apprentice/ Trainee/ Intern,0.05166,192,2302,0.04262,0.06071
1993,Rural regions,female,Not employed: Pensioner,0.26228,530,2302,0.24430,0.28025
1993,Rural regions,female,Not employed: registered unemployed,0.06827,259,2302,0.05797,0.07858
1993,Rural regions,female,Not employed: no further information,0.11359,299,2302,0.10062,0.12655
1994,Urban regions,male,Self-employed,0.05711,272,4088,0.05000,0.06423
1994,Urban regions,male,Blue-collar worker,0.21484,1361,4088,0.20225,0.22743
1994,Urban regions,male,Civil servant,0.05164,212,4088,0.04486,0.05843
1994,Urban regions,male,White-collar worker,0.19369,883,4088,0.18157,0.20580
1994,Urban regions,male,Apprentice/ Trainee/ Intern,0.06187,354,4088,0.05449,0.06926
1994,Urban regions,male,Not employed: Pensioner,0.16724,623,4088,0.15580,0.17868
1994,Urban regions,male,Not employed: Military/Community Service,0.00698,33,4088,0.00443,0.00953
1994,Urban regions,male,Not employed: registered unemployed,0.04782,286,4088,0.04128,0.05436
1994,Urban regions,male,Not employed: no further information,0.01000,64,4088,0.00695,0.01305
1994,Urban regions,female,Self-employed,0.02532,128,4385,0.02067,0.02997
1994,Urban regions,female,Blue-collar worker,0.07474,562,4385,0.06696,0.08253
1994,Urban regions,female,Civil servant,0.01869,84,4385,0.01468,0.02270
1994,Urban regions,female,White-collar worker,0.23472,1230,4385,0.22217,0.24727
1994,Urban regions,female,Apprentice/ Trainee/ Intern,0.05203,347,4385,0.04546,0.05860
1994,Urban regions,female,Not employed: Pensioner,0.23533,828,4385,0.22278,0.24789
1994,Urban regions,female,Not employed: registered unemployed,0.04023,272,4385,0.03441,0.04605
1994,Urban regions,female,Not employed: no further information,0.15791,934,4385,0.14712,0.16871
1994,Rural regions,male,Self-employed,0.05919,152,2079,0.04904,0.06933
1994,Rural regions,male,Blue-collar worker,0.23067,727,2079,0.21256,0.24879
1994,Rural regions,male,Civil servant,0.04984,103,2079,0.04049,0.05920
1994,Rural regions,male,White-collar worker,0.14208,377,2079,0.12707,0.15709
1994,Rural regions,male,Apprentice/ Trainee/ Intern,0.06211,182,2079,0.05173,0.07249
1994,Rural regions,male,Not employed: Pensioner,0.17248,337,2079,0.15624,0.18872
1994,Rural regions,male,Not employed: registered unemployed,0.07419,201,2079,0.06292,0.08546
1994,Rural regions,female,Self-employed,0.02316,67,2239,0.01692,0.02939
1994,Rural regions,female,Blue-collar worker,0.08857,291,2239,0.07680,0.10034
1994,Rural regions,female,White-collar worker,0.18919,619,2239,0.17296,0.20541
1994,Rural regions,female,Apprentice/ Trainee/ Intern,0.04693,188,2239,0.03816,0.05569
1994,Rural regions,female,Not employed: Pensioner,0.25704,507,2239,0.23894,0.27515
1994,Rural regions,female,Not employed: registered unemployed,0.07856,276,2239,0.06741,0.08970
1994,Rural regions,female,Not employed: no further information,0.11798,291,2239,0.10461,0.13134
1995,Urban regions,male,Self-employed,0.05306,263,4196,0.04628,0.05985
1995,Urban regions,male,Blue-collar worker,0.21365,1434,4196,0.20124,0.22605
1995,Urban regions,male,Civil servant,0.04943,205,4196,0.04287,0.05599
1995,Urban regions,male,White-collar worker,0.19529,904,4196,0.18330,0.20729
1995,Urban regions,male,Apprentice/ Trainee/ Intern,0.06372,381,4196,0.05633,0.07111
1995,Urban regions,male,Not employed: Pensioner,0.16871,641,4196,0.15738,0.18004
1995,Urban regions,male,Not employed: Military/Community Service,0.00778,34,4196,0.00512,0.01044
1995,Urban regions,male,Not employed: registered unemployed,0.04848,277,4196,0.04198,0.05498
1995,Urban regions,male,Not employed: no further information,0.00920,57,4196,0.00631,0.01209
1995,Urban regions,female,Self-employed,0.02538,129,4528,0.02080,0.02997
1995,Urban regions,female,Blue-collar worker,0.07053,561,4528,0.06307,0.07799
1995,Urban regions,female,Civil servant,0.02092,93,4528,0.01675,0.02509
1995,Urban regions,female,White-collar worker,0.23059,1284,4528,0.21832,0.24286
1995,Urban regions,female,Apprentice/ Trainee/ Intern,0.05637,372,4528,0.04965,0.06309
1995,Urban regions,female,Not employed: Pensioner,0.24170,851,4528,0.22923,0.25417
1995,Urban regions,female,Not employed: registered unemployed,0.04475,300,4528,0.03873,0.05077
1995,Urban regions,female,Not employed: no further information,0.15011,938,4528,0.13971,0.16052
1995,Rural regions,male,Self-employed,0.05915,153,2170,0.04923,0.06908
1995,Rural regions,male,Blue-collar worker,0.23209,775,2170,0.21432,0.24985
1995,Rural regions,male,Civil servant,0.04356,97,2170,0.03497,0.05215
1995,Rural regions,male,White-collar worker,0.15147,403,2170,0.13638,0.16656
1995,Rural regions,male,Apprentice/ Trainee/ Intern,0.07255,224,2170,0.06163,0.08346
1995,Rural regions,male,Not employed: Pensioner,0.17298,340,2170,0.15706,0.18890
1995,Rural regions,male,Not employed: registered unemployed,0.06284,178,2170,0.05263,0.07306
1995,Rural regions,female,Self-employed,0.02316,72,2338,0.01707,0.02926
1995,Rural regions,female,Blue-collar worker,0.08901,312,2338,0.07746,0.10055
1995,Rural regions,female,Civil servant,0.01469,34,2338,0.00981,0.01957
1995,Rural regions,female,White-collar worker,0.19858,664,2338,0.18240,0.21475
1995,Rural regions,female,Apprentice/ Trainee/ Intern,0.04236,185,2338,0.03419,0.05052
1995,Rural regions,female,Not employed: Pensioner,0.25364,503,2338,0.23600,0.27128
1995,Rural regions,female,Not employed: registered unemployed,0.06820,240,2338,0.05798,0.07842
1995,Rural regions,female,Not employed: no further information,0.12257,328,2338,0.10928,0.13587
1996,Urban regions,male,Self-employed,0.05855,278,4066,0.05134,0.06577
