year,sampreg,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,West,male,Not employed: Military/Community Service,0.01101,49,5219,0.00818,0.01384
1986,West,male,Not employed: registered unemployed,0.03857,230,5219,0.03334,0.04379
1986,West,male,Not employed: no further information,0.00984,70,5219,0.00716,0.01252
1986,West,female,Self-employed,0.03509,192,5345,0.03015,0.04002
1986,West,female,Blue-collar worker,0.10471,855,5345,0.09650,0.11292
1986,West,female,Civil servant,0.01798,92,5345,0.01441,0.02154
1986,West,female,White-collar worker,0.21437,1098,5345,0.20336,0.22537
1986,West,female,Apprentice/ Trainee/ Intern,0.07503,466,5345,0.06797,0.08209
1986,West,female,Not employed: Pensioner,0.27194,868,5345,0.26001,0.28387
1986,West,female,Not employed: registered unemployed,0.03498,231,5345,0.03005,0.03991
1986,West,female,Not employed: no further information,0.24591,1543,5345,0.23437,0.25746
1987,West,male,Self-employed,0.07050,331,5164,0.06351,0.07748
1987,West,male,Blue-collar worker,0.29752,1965,5164,0.28505,0.30999
1987,West,male,Civil servant,0.07876,351,5164,0.07141,0.08611
1987,West,male,White-collar worker,0.20450,908,5164,0.19350,0.21550
1987,West,male,Apprentice/ Trainee/ Intern,0.09736,606,5164,0.08927,0.10545
1987,West,male,Not employed: Pensioner,0.18921,637,5164,0.17852,0.19989
1987,West,male,Not employed: Military/Community Service,0.01245,53,5164,0.00942,0.01547
1987,West,male,Not employed: registered unemployed,0.04044,249,5164,0.03507,0.04582
1987,West,male,Not employed: no further information,0.00927,64,5164,0.00665,0.01188
1987,West,female,Self-employed,0.03726,201,5266,0.03214,0.04237
1987,West,female,Blue-collar worker,0.11231,865,5266,0.10378,0.12084
1987,West,female,Civil servant,0.01872,92,5266,0.01506,0.02238
1987,West,female,White-collar worker,0.21599,1083,5266,0.20488,0.22711
1987,West,female,Apprentice/ Trainee/ Intern,0.07284,477,5266,0.06582,0.07986
1987,West,female,Not employed: Pensioner,0.26930,858,5266,0.25732,0.28128
1987,West,female,Not employed: registered unemployed,0.03394,222,5266,0.02905,0.03883
1987,West,female,Not employed: no further information,0.23965,1468,5266,0.22812,0.25118
1988,West,male,Self-employed,0.06875,313,4922,0.06168,0.07582
1988,West,male,Blue-collar worker,0.28694,1831,4922,0.27430,0.29958
1988,West,male,Civil servant,0.07674,323,4922,0.06930,0.08417
1988,West,male,White-collar worker,0.21453,899,4922,0.20306,0.22600
1988,West,male,Apprentice/ Trainee/ Intern,0.09720,550,4922,0.08892,0.10548
1988,West,male,Not employed: Pensioner,0.19031,631,4922,0.17934,0.20128
1988,West,male,Not employed: Military/Community Service,0.01257,54,4922,0.00945,0.01568
1988,West,male,Not employed: registered unemployed,0.04179,246,4922,0.03620,0.04739
1988,West,male,Not employed: no further information,0.01117,75,4922,0.00824,0.01411
1988,West,female,Self-employed,0.03720,188,5029,0.03197,0.04243
1988,West,female,Blue-collar worker,0.10823,824,5029,0.09964,0.11682
1988,West,female,Civil servant,0.01999,87,5029,0.01612,0.02386
1988,West,female,White-collar worker,0.22559,1050,5029,0.21404,0.23714
1988,West,female,Apprentice/ Trainee/ Intern,0.06963,443,5029,0.06259,0.07666
1988,West,female,Not employed: Pensioner,0.27162,826,5029,0.25933,0.28392
1988,West,female,Not employed: registered unemployed,0.03534,211,5029,0.03023,0.04044
1988,West,female,Not employed: no further information,0.23235,1400,5029,0.22068,0.24402
1989,West,male,Self-employed,0.06466,284,4750,0.05767,0.07166
1989,West,male,Blue-collar worker,0.28586,1784,4750,0.27301,0.29872
1989,West,male,Civil servant,0.07366,301,4750,0.06623,0.08109
1989,West,male,White-collar worker,0.22631,926,4750,0.21441,0.23821
1989,West,male,Apprentice/ Trainee/ Intern,0.10324,522,4750,0.09459,0.11189
1989,West,male,Not employed: Pensioner,0.18907,608,4750,0.17793,0.20021
1989,West,male,Not employed: Military/Community Service,0.00977,47,4750,0.00698,0.01257
1989,West,male,Not employed: registered unemployed,0.03066,172,4750,0.02576,0.03557
1989,West,male,Not employed: no further information,0.01675,106,4750,0.01310,0.02040
1989,West,female,Self-employed,0.03432,175,4891,0.02922,0.03942
1989,West,female,Blue-collar worker,0.10797,809,4891,0.09927,0.11667
1989,West,female,Civil servant,0.02018,83,4891,0.01624,0.02412
1989,West,female,White-collar worker,0.23908,1093,4891,0.22713,0.25104
1989,West,female,Apprentice/ Trainee/ Intern,0.06576,404,4891,0.05881,0.07270
1989,West,female,Not employed: Pensioner,0.27746,834,4891,0.26491,0.29001
1989,West,female,Not employed: registered unemployed,0.02745,152,4891,0.02287,0.03203
1989,West,female,Not employed: no further information,0.22778,1341,4891,0.21602,0.23953
1990,West,male,Self-employed,0.06883,291,4654,0.06155,0.07610
1990,West,male,Blue-collar worker,0.28889,1744,4654,0.27587,0.30191
1990,West,male,Civil servant,0.07438,289,4654,0.06684,0.08192
1990,West,male,White-collar worker,0.22466,889,4654,0.21267,0.23665
1990,West,male,Apprentice/ Trainee/ Intern,0.09876,489,4654,0.09018,0.10733
1990,West,male,Not employed: Pensioner,0.18617,634,4654,0.17498,0.19735
1990,West,male,Not employed: Military/Community Service,0.01172,56,4654,0.00863,0.01481
1990,West,male,Not employed: registered unemployed,0.03103,173,4654,0.02605,0.03602
1990,West,male,Not employed: no further information,0.01557,89,4654,0.01201,0.01912
1990,West,female,Self-employed,0.03219,163,4783,0.02719,0.03719
1990,West,female,Blue-collar worker,0.11323,805,4783,0.10425,0.12221
1990,West,female,Civil servant,0.02197,88,4783,0.01782,0.02613
1990,West,female,White-collar worker,0.24917,1104,4783,0.23692,0.26143
1990,West,female,Apprentice/ Trainee/ Intern,0.06499,378,4783,0.05801,0.07198
1990,West,female,Not employed: Pensioner,0.27219,845,4783,0.25957,0.28480
1990,West,female,Not employed: registered unemployed,0.02481,143,4783,0.02040,0.02922
1990,West,female,Not employed: no further information,0.22144,1257,4783,0.20967,0.23321
1990,East,male,Self-employed,0.03347,71,2042,0.02567,0.04128
1990,East,male,Blue-collar worker,0.48552,1062,2042,0.46384,0.50721
1990,East,male,White-collar worker,0.25941,574,2042,0.24039,0.27842
1990,East,male,Apprentice/ Trainee/ Intern,0.06240,139,2042,0.05191,0.07289
1990,East,male,Not employed: Pensioner,0.13432,196,2042,0.11953,0.14912
1990,East,female,Self-employed,0.01721,40,2309,0.01190,0.02251
1990,East,female,Blue-collar worker,0.19201,490,2309,0.17594,0.20808
1990,East,female,White-collar worker,0.39454,1029,2309,0.37460,0.41448
1990,East,female,Apprentice/ Trainee/ Intern,0.04569,129,2309,0.03717,0.05421
1990,East,female,Not employed: Pensioner,0.27738,439,2309,0.25912,0.29565
1990,East,female,Not employed: no further information,0.07317,182,2309,0.06255,0.08379
1991,West,male,Self-employed,0.07023,300,4643,0.06288,0.07758
1991,West,male,Blue-collar worker,0.28580,1733,4643,0.27281,0.29880
1991,West,male,Civil servant,0.07432,291,4643,0.06677,0.08186
1991,West,male,White-collar worker,0.23238,918,4643,0.22023,0.24453
1991,West,male,Apprentice/ Trainee/ Intern,0.09316,494,4643,0.08480,0.10153
1991,West,male,Not employed: Pensioner,0.19558,644,4643,0.18416,0.20699
1991,West,male,Not employed: Military/Community Service,0.00880,37,4643,0.00611,0.01148
1991,West,male,Not employed: registered unemployed,0.02860,163,4643,0.02381,0.03340
1991,West,male,Not employed: no further information,0.01112,63,4643,0.00811,0.01414
1991,West,female,Self-employed,0.03304,160,4779,0.02797,0.03811
1991,West,female,Blue-collar worker,0.11571,806,4779,0.10664,0.12478
1991,West,female,Civil servant,0.02167,87,4779,0.01754,0.02580
1991,West,female,White-collar worker,0.25407,1156,4779,0.24172,0.26641
1991,West,female,Apprentice/ Trainee/ Intern,0.06593,389,4779,0.05890,0.07297
1991,West,female,Not employed: Pensioner,0.27682,845,4779,0.26413,0.28951
1991,West,female,Not employed: registered unemployed,0.01976,115,4779,0.01581,0.02371
1991,West,female,Not employed: no further information,0.21299,1221,4779,0.20138,0.22460
1991,East,male,Self-employed,0.04894,101,1907,0.03925,0.05862
1991,East,male,Blue-collar worker,0.42353,878,1907,0.40135,0.44572
1991,East,male,White-collar worker,0.20960,444,1907,0.19132,0.22787
1991,East,male,Apprentice/ Trainee/ Intern,0.05167,123,1907,0.04173,0.06161
1991,East,male,Not employed: Pensioner,0.16038,229,1907,0.14390,0.17685
1991,East,male,Not employed: registered unemployed,0.07084,132,1907,0.05933,0.08236
1991,East,female,Self-employed,0.01860,45,2150,0.01288,0.02431
1991,East,female,Blue-collar worker,0.16006,383,2150,0.14456,0.17557
1991,East,female,White-collar worker,0.32691,815,2150,0.30708,0.34674
1991,East,female,Apprentice/ Trainee/ Intern,0.04695,130,2150,0.03801,0.05589
1991,East,female,Not employed: Pensioner,0.30135,450,2150,0.28195,0.32076
1991,East,female,Not employed: registered unemployed,0.08502,202,2150,0.07323,0.09681
1991,East,female,Not employed: no further information,0.05881,125,2150,0.04886,0.06875
1992,West,male,Self-employed,0.07292,298,4566,0.06538,0.08047
1992,West,male,Blue-collar worker,0.27792,1660,4566,0.26493,0.29092
1992,West,male,Civil servant,0.06772,269,4566,0.06043,0.07501
1992,West,male,White-collar worker,0.23764,937,4566,0.22529,0.24998
1992,West,male,Apprentice/ Trainee/ Intern,0.08936,470,4566,0.08109,0.09764
1992,West,male,Not employed: Pensioner,0.20075,656,4566,0.18913,0.21237
1992,West,male,Not employed: Military/Community Service,0.00928,39,4566,0.00650,0.01206
1992,West,male,Not employed: registered unemployed,0.03277,175,4566,0.02761,0.03793
1992,West,male,Not employed: no further information,0.01163,62,4566,0.00852,0.01474
1992,West,female,Self-employed,0.03073,155,4760,0.02583,0.03564
1992,West,female,Blue-collar worker,0.10209,726,4760,0.09349,0.11069
1992,West,female,Civil servant,0.02145,87,4760,0.01734,0.02557
1992,West,female,White-collar worker,0.25871,1185,4760,0.24627,0.27115
1992,West,female,Apprentice/ Trainee/ Intern,0.06612,388,4760,0.05906,0.07318
1992,West,female,Not employed: Pensioner,0.27747,852,4760,0.26475,0.29019
1992,West,female,Not employed: registered unemployed,0.02611,158,4760,0.02158,0.03064
1992,West,female,Not employed: no further information,0.21731,1209,4760,0.20559,0.22902
1992,East,male,Self-employed,0.05159,103,1841,0.04148,0.06170
1992,East,male,Blue-collar worker,0.36159,747,1841,0.33964,0.38354
1992,East,male,White-collar worker,0.18955,378,1841,0.17164,0.20746
1992,East,male,Apprentice/ Trainee/ Intern,0.06115,142,1841,0.05020,0.07210
1992,East,male,Not employed: Pensioner,0.20278,282,1841,0.18441,0.22115
1992,East,male,Not employed: registered unemployed,0.11102,189,1841,0.09667,0.12538
1992,East,female,Self-employed,0.02104,47,2079,0.01487,0.02721
1992,East,female,Blue-collar worker,0.10322,251,2079,0.09014,0.11630
1992,East,female,White-collar worker,0.29892,721,2079,0.27923,0.31860
1992,East,female,Apprentice/ Trainee/ Intern,0.06715,179,2079,0.05639,0.07791
1992,East,female,Not employed: Pensioner,0.32944,480,2079,0.30923,0.34965
1992,East,female,Not employed: registered unemployed,0.14880,333,2079,0.13350,0.16410
1992,East,female,Not employed: no further information,0.03009,68,2079,0.02275,0.03744
1993,West,male,Self-employed,0.07397,304,4544,0.06636,0.08158
1993,West,male,Blue-collar worker,0.27281,1601,4544,0.25986,0.28576
1993,West,male,Civil servant,0.07285,280,4544,0.06529,0.08041
1993,West,male,White-collar worker,0.22962,916,4544,0.21739,0.24185
1993,West,male,Apprentice/ Trainee/ Intern,0.08564,441,4544,0.07750,0.09378
1993,West,male,Not employed: Pensioner,0.20310,679,4544,0.19140,0.21480
1993,West,male,Not employed: Military/Community Service,0.00885,37,4544,0.00613,0.01158
1993,West,male,Not employed: registered unemployed,0.04233,217,4544,0.03648,0.04819
1993,West,male,Not employed: no further information,0.01081,69,4544,0.00781,0.01382
1993,West,female,Self-employed,0.03282,155,4716,0.02773,0.03791
1993,West,female,Blue-collar worker,0.10850,718,4716,0.09962,0.11738
1993,West,female,Civil servant,0.02265,94,4716,0.01840,0.02690
1993,West,female,White-collar worker,0.25816,1189,4716,0.24566,0.27065
1993,West,female,Apprentice/ Trainee/ Intern,0.06326,372,4716,0.05631,0.07021
1993,West,female,Not employed: Pensioner,0.27629,849,4716,0.26352,0.28905
1993,West,female,Not employed: registered unemployed,0.03016,180,4716,0.02528,0.03504
1993,West,female,Not employed: no further information,0.20817,1159,4716,0.19658,0.21976
1993,East,male,Self-employed,0.05739,110,1763,0.04653,0.06825
1993,East,male,Blue-collar worker,0.33004,663,1763,0.30808,0.35200
1993,East,male,White-collar worker,0.17282,342,1763,0.15516,0.19047
1993,East,male,Apprentice/ Trainee/ Intern,0.08369,165,1763,0.07076,0.09662
1993,East,male,Not employed: Pensioner,0.20713,289,1763,0.18821,0.22605
1993,East,male,Not employed: registered unemployed,0.12011,194,1763,0.10493,0.13528
1993,East,female,Self-employed,0.02241,53,2001,0.01592,0.02890
1993,East,female,Blue-collar worker,0.09938,231,2001,0.08626,0.11249
1993,East,female,White-collar worker,0.28607,659,2001,0.26627,0.30588
1993,East,female,Apprentice/ Trainee/ Intern,0.06593,177,2001,0.05506,0.07681
1993,East,female,Not employed: Pensioner,0.34123,493,2001,0.32045,0.36201
1993,East,female,Not employed: registered unemployed,0.15126,321,2001,0.13556,0.16696
1993,East,female,Not employed: no further information,0.02990,67,2001,0.02244,0.03737
1994,West,male,Self-employed,0.07377,309,4385,0.06603,0.08150
1994,West,male,Blue-collar worker,0.25927,1459,4385,0.24629,0.27224
1994,West,male,Civil servant,0.07439,281,4385,0.06662,0.08216
1994,West,male,White-collar worker,0.22988,915,4385,0.21743,0.24234
1994,West,male,Apprentice/ Trainee/ Intern,0.07766,387,4385,0.06973,0.08558
1994,West,male,Not employed: Pensioner,0.20932,680,4385,0.19727,0.22136
1994,West,male,Not employed: registered unemployed,0.05539,284,4385,0.04862,0.06217
1994,West,male,Not employed: no further information,0.01247,70,4385,0.00918,0.01575
1994,West,female,Self-employed,0.03210,149,4675,0.02705,0.03716
1994,West,female,Blue-collar worker,0.09541,643,4675,0.08698,0.10383
1994,West,female,Civil servant,0.02596,103,4675,0.02140,0.03052
1994,West,female,White-collar worker,0.26048,1199,4675,0.24789,0.27306
1994,West,female,Apprentice/ Trainee/ Intern,0.05901,347,4675,0.05225,0.06577
1994,West,female,Not employed: Pensioner,0.27792,849,4675,0.26508,0.29076
1994,West,female,Not employed: registered unemployed,0.03992,230,4675,0.03431,0.04553
1994,West,female,Not employed: no further information,0.20920,1155,4675,0.19754,0.22086
1994,East,male,Self-employed,0.06153,115,1755,0.05029,0.07278
1994,East,male,Blue-collar worker,0.32012,629,1755,0.29829,0.34196
1994,East,male,Civil servant,0.01767,34,1755,0.01150,0.02384
1994,East,male,White-collar worker,0.17660,345,1755,0.15875,0.19444
1994,East,male,Apprentice/ Trainee/ Intern,0.07183,149,1755,0.05975,0.08391
1994,East,male,Not employed: Pensioner,0.20539,280,1755,0.18649,0.22430
1994,East,male,Not employed: registered unemployed,0.12476,203,1755,0.10930,0.14022
1994,East,female,Self-employed,0.01941,46,1968,0.01331,0.02551
1994,East,female,Blue-collar worker,0.09331,210,1968,0.08045,0.10616
1994,East,female,White-collar worker,0.28265,650,1968,0.26275,0.30255
1994,East,female,Apprentice/ Trainee/ Intern,0.06700,188,1968,0.05595,0.07805
1994,East,female,Not employed: Pensioner,0.34366,486,1968,0.32267,0.36465
1994,East,female,Not employed: registered unemployed,0.15571,318,1968,0.13969,0.17173
1994,East,female,Not employed: no further information,0.03412,70,1968,0.02610,0.04214
1995,West,male,Self-employed,0.06923,304,4651,0.06193,0.07653
1995,West,male,Blue-collar worker,0.25424,1566,4651,0.24173,0.26676
1995,West,male,Civil servant,0.06833,265,4651,0.06108,0.07558
1995,West,male,White-collar worker,0.23738,982,4651,0.22516,0.24961
1995,West,male,Apprentice/ Trainee/ Intern,0.08369,443,4651,0.07573,0.09165
1995,West,male,Not employed: Pensioner,0.20716,690,4651,0.19551,0.21881
1995,West,male,Not employed: Military/Community Service,0.00917,38,4651,0.00643,0.01191
1995,West,male,Not employed: registered unemployed,0.05850,296,4651,0.05175,0.06524
1995,West,male,Not employed: no further information,0.01229,67,4651,0.00913,0.01546
1995,West,female,Self-employed,0.03074,146,4925,0.02592,0.03556
1995,West,female,Blue-collar worker,0.09168,657,4925,0.08362,0.09974
1995,West,female,Civil servant,0.02658,110,4925,0.02209,0.03107
1995,West,female,White-collar worker,0.26065,1304,4925,0.24839,0.27291
1995,West,female,Apprentice/ Trainee/ Intern,0.06239,379,4925,0.05563,0.06915
1995,West,female,Not employed: Pensioner,0.28145,878,4925,0.26889,0.29401
1995,West,female,Not employed: registered unemployed,0.04572,272,4925,0.03989,0.05156
1995,West,female,Not employed: no further information,0.20079,1179,4925,0.18960,0.21198
1995,East,male,Self-employed,0.06284,112,1729,0.05139,0.07428
1995,East,male,Blue-collar worker,0.34268,643,1729,0.32030,0.36506
1995,East,male,Civil servant,0.01903,37,1729,0.01259,0.02548
1995,East,male,White-collar worker,0.16901,325,1729,0.15134,0.18668
1995,East,male,Apprentice/ Trainee/ Intern,0.07621,162,1729,0.06370,0.08872
1995,East,male,Not employed: Pensioner,0.22303,291,1729,0.20340,0.24266
1995,East,male,Not employed: registered unemployed,0.09511,159,1729,0.08128,0.10895
1995,East,female,Self-employed,0.02530,55,1924,0.01828,0.03232
1995,East,female,Blue-collar worker,0.09290,216,1924,0.07993,0.10588
1995,East,female,White-collar worker,0.28345,644,1924,0.26331,0.30359
1995,East,female,Apprentice/ Trainee/ Intern,0.06261,178,1924,0.05178,0.07344
1995,East,female,Not employed: Pensioner,0.35263,476,1924,0.33127,0.37398
1995,East,female,Not employed: registered unemployed,0.13359,268,1924,0.11838,0.14879
1995,East,female,Not employed: no further information,0.04251,87,1924,0.03349,0.05152
1996,West,male,Self-employed,0.07686,322,4495,0.06907,0.08465
1996,West,male,Blue-collar worker,0.24540,1467,4495,0.23282,0.25798
1996,West,male,Civil servant,0.06442,248,4495,0.05724,0.07160
1996,West,male,White-collar worker,0.24339,995,4495,0.23084,0.25594
1996,West,male,Apprentice/ Trainee/ Intern,0.07584,395,4495,0.06810,0.08358
1996,West,male,Not employed: Pensioner,0.21483,700,4495,0.20282,0.22683
1996,West,male,Not employed: registered unemployed,0.05931,299,4495,0.05240,0.06622
1996,West,male,Not employed: no further information,0.01243,69,4495,0.00919,0.01567
1996,West,female,Self-employed,0.03195,151,4820,0.02699,0.03692
1996,West,female,Blue-collar worker,0.09648,646,4820,0.08814,0.10481
1996,West,female,Civil servant,0.02495,108,4820,0.02055,0.02936
1996,West,female,White-collar worker,0.26055,1285,4820,0.24816,0.27294
1996,West,female,Apprentice/ Trainee/ Intern,0.06094,362,4820,0.05418,0.06769
1996,West,female,Not employed: Pensioner,0.28259,875,4820,0.26988,0.29531
1996,West,female,Not employed: registered unemployed,0.04641,249,4820,0.04047,0.05235
1996,West,female,Not employed: no further information,0.19613,1144,4820,0.18492,0.20734
1996,East,male,Self-employed,0.06112,113,1713,0.04977,0.07247
1996,East,male,Blue-collar worker,0.32653,610,1713,0.30432,0.34874
1996,East,male,Civil servant,0.02082,38,1713,0.01405,0.02758
1996,East,male,White-collar worker,0.15680,303,1713,0.13958,0.17402
1996,East,male,Apprentice/ Trainee/ Intern,0.07855,175,1713,0.06580,0.09129
1996,East,male,Not employed: Pensioner,0.22739,292,1713,0.20754,0.24725
1996,East,male,Not employed: registered unemployed,0.10594,182,1713,0.09136,0.12052
1996,East,female,Self-employed,0.02876,60,1908,0.02126,0.03626
1996,East,female,Blue-collar worker,0.09826,216,1908,0.08490,0.11162
1996,East,female,White-collar worker,0.26730,612,1908,0.24744,0.28717
1996,East,female,Apprentice/ Trainee/ Intern,0.07175,186,1908,0.06017,0.08333
1996,East,female,Not employed: Pensioner,0.35347,480,1908,0.33202,0.37493
1996,East,female,Not employed: registered unemployed,0.12716,264,1908,0.11221,0.14211
1996,East,female,Not employed: no further information,0.04643,90,1908,0.03699,0.05588
1997,West,male,Self-employed,0.07237,309,4429,0.06474,0.08000
1997,West,male,Blue-collar worker,0.23559,1391,4429,0.22309,0.24809
1997,West,male,Civil servant,0.06587,252,4429,0.05857,0.07318
1997,West,male,White-collar worker,0.24250,980,4429,0.22988,0.25513
1997,West,male,Apprentice/ Trainee/ Intern,0.07398,390,4429,0.06627,0.08169
1997,West,male,Not employed: Pensioner,0.22295,722,4429,0.21069,0.23521
1997,West,male,Not employed: registered unemployed,0.06839,326,4429,0.06095,0.07582
1997,West,male,Not employed: no further information,0.01206,59,4429,0.00884,0.01527
1997,West,female,Self-employed,0.03079,149,4726,0.02587,0.03572
1997,West,female,Blue-collar worker,0.08783,566,4726,0.07976,0.09590
1997,West,female,Civil servant,0.02464,108,4726,0.02022,0.02906
1997,West,female,White-collar worker,0.26089,1273,4726,0.24837,0.27342
1997,West,female,Apprentice/ Trainee/ Intern,0.06589,369,4726,0.05881,0.07296
1997,West,female,Not employed: Pensioner,0.29049,900,4726,0.27754,0.30343
1997,West,female,Not employed: registered unemployed,0.04682,266,4726,0.04079,0.05284
1997,West,female,Not employed: no further information,0.19265,1095,4726,0.18140,0.20390
1997,East,male,Self-employed,0.06560,114,1703,0.05383,0.07736
1997,East,male,Blue-collar worker,0.28187,538,1703,0.26050,0.30325
1997,East,male,Civil servant,0.02142,39,1703,0.01455,0.02830
1997,East,male,White-collar worker,0.17002,321,1703,0.15217,0.18787
1997,East,male,Apprentice/ Trainee/ Intern,0.08615,193,1703,0.07282,0.09948
1997,East,male,Not employed: Pensioner,0.23385,299,1703,0.21374,0.25396
1997,East,male,Not employed: registered unemployed,0.11865,199,1703,0.10328,0.13401
1997,East,female,Self-employed,0.03202,64,1882,0.02406,0.03997
1997,East,female,Blue-collar worker,0.07586,170,1882,0.06390,0.08783
1997,East,female,Civil servant,0.01231,31,1882,0.00733,0.01730
1997,East,female,White-collar worker,0.27595,616,1882,0.25575,0.29615
1997,East,female,Apprentice/ Trainee/ Intern,0.07056,183,1882,0.05899,0.08214
1997,East,female,Not employed: Pensioner,0.35300,476,1882,0.33140,0.37460
1997,East,female,Not employed: registered unemployed,0.13049,247,1882,0.11526,0.14571
1997,East,female,Not employed: no further information,0.04981,95,1882,0.03997,0.05964
1998,West,male,Self-employed,0.07460,368,4986,0.06731,0.08190
1998,West,male,Blue-collar worker,0.23751,1463,4986,0.22570,0.24932
1998,West,male,Civil servant,0.05990,278,4986,0.05331,0.06649
1998,West,male,White-collar worker,0.24589,1158,4986,0.23394,0.25785
1998,West,male,Apprentice/ Trainee/ Intern,0.08152,452,4986,0.07393,0.08912
1998,West,male,Not employed: Pensioner,0.22491,889,4986,0.21332,0.23650
1998,West,male,Not employed: registered unemployed,0.05903,317,4986,0.05249,0.06558
1998,West,male,Not employed: no further information,0.01123,61,4986,0.00830,0.01415
1998,West,female,Self-employed,0.03123,176,5347,0.02656,0.03589
1998,West,female,Blue-collar worker,0.08692,597,5347,0.07937,0.09447
1998,West,female,Civil servant,0.02581,128,5347,0.02156,0.03007
1998,West,female,White-collar worker,0.26223,1459,5347,0.25044,0.27402
1998,West,female,Apprentice/ Trainee/ Intern,0.06858,427,5347,0.06181,0.07536
1998,West,female,Not employed: Pensioner,0.28427,1060,5347,0.27218,0.29636
1998,West,female,Not employed: registered unemployed,0.04366,258,5347,0.03818,0.04913
1998,West,female,Not employed: no further information,0.19731,1242,5347,0.18664,0.20798
1998,East,male,Self-employed,0.05957,110,1835,0.04873,0.07040
1998,East,male,Blue-collar worker,0.29209,583,1835,0.27127,0.31290
1998,East,male,Civil servant,0.02168,45,1835,0.01501,0.02834
1998,East,male,White-collar worker,0.16066,317,1835,0.14385,0.17747
1998,East,male,Apprentice/ Trainee/ Intern,0.07713,191,1835,0.06492,0.08934
1998,East,male,Not employed: Pensioner,0.24622,344,1835,0.22650,0.26593
1998,East,male,Not employed: registered unemployed,0.12978,245,1835,0.11440,0.14517
1998,East,female,Self-employed,0.02798,66,1965,0.02069,0.03527
1998,East,female,Blue-collar worker,0.08327,199,1965,0.07105,0.09549
1998,East,female,White-collar worker,0.26756,629,1965,0.24798,0.28714
1998,East,female,Apprentice/ Trainee/ Intern,0.07753,192,1965,0.06570,0.08935
1998,East,female,Not employed: Pensioner,0.35154,507,1965,0.33042,0.37265
1998,East,female,Not employed: registered unemployed,0.12960,273,1965,0.11475,0.14446
1998,East,female,Not employed: no further information,0.04946,99,1965,0.03987,0.05905
1999,West,male,Self-employed,0.07895,364,4761,0.07129,0.08661
1999,West,male,Blue-collar worker,0.24305,1411,4761,0.23086,0.25523
1999,West,male,Civil servant,0.05643,258,4761,0.04987,0.06298
1999,West,male,White-collar worker,0.24480,1139,4761,0.23258,0.25701
