year,pgisced97,quintil_oecd,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Upper Secondary Level,4th Quintile,Blue-collar worker,0.25968,402,1279,0.23564,0.28372
1984,Upper Secondary Level,4th Quintile,Civil servant,0.04705,58,1279,0.03544,0.05865
1984,Upper Secondary Level,4th Quintile,White-collar worker,0.27178,346,1279,0.24739,0.29617
1984,Upper Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.04433,59,1279,0.03305,0.05562
1984,Upper Secondary Level,4th Quintile,Not employed: Pensioner,0.17731,161,1279,0.15637,0.19825
1984,Upper Secondary Level,4th Quintile,Not employed: registered unemployed,0.02462,36,1279,0.01612,0.03312
1984,Upper Secondary Level,4th Quintile,Not employed: no further information,0.12258,155,1279,0.10460,0.14056
1984,Upper Secondary Level,5th Quintile,Self-employed,0.10078,128,1208,0.08380,0.11777
1984,Upper Secondary Level,5th Quintile,Blue-collar worker,0.17097,250,1208,0.14973,0.19221
1984,Upper Secondary Level,5th Quintile,Civil servant,0.07030,83,1208,0.05588,0.08473
1984,Upper Secondary Level,5th Quintile,White-collar worker,0.37586,455,1208,0.34854,0.40319
1984,Upper Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.02928,40,1208,0.01977,0.03879
1984,Upper Secondary Level,5th Quintile,Not employed: Pensioner,0.14966,140,1208,0.12953,0.16978
1984,Upper Secondary Level,5th Quintile,Not employed: no further information,0.08907,112,1208,0.07300,0.10514
1984,Post-secondary Non-tertiary Level,5th Quintile,White-collar worker,0.46006,37,37,0.29725,0.62287
1984,First Stage of Tertiary Education,3rd Quintile,White-collar worker,0.38948,46,46,0.24700,0.53195
1984,First Stage of Tertiary Education,4th Quintile,White-collar worker,0.43887,74,74,0.32503,0.55271
1984,First Stage of Tertiary Education,5th Quintile,Self-employed,0.19922,45,175,0.13988,0.25857
1984,First Stage of Tertiary Education,5th Quintile,White-collar worker,0.39875,99,175,0.32600,0.47151
1984,First Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.17877,31,175,0.12184,0.23570
1984,Second Stage of Tertiary Education,3rd Quintile,White-collar worker,0.33193,39,39,0.18220,0.48166
1984,Second Stage of Tertiary Education,4th Quintile,Civil servant,0.26712,47,120,0.18762,0.34662
1984,Second Stage of Tertiary Education,4th Quintile,White-collar worker,0.40880,73,120,0.32047,0.49713
1984,Second Stage of Tertiary Education,5th Quintile,Self-employed,0.13280,60,350,0.09720,0.16841
1984,Second Stage of Tertiary Education,5th Quintile,Civil servant,0.29626,115,350,0.24835,0.34416
1984,Second Stage of Tertiary Education,5th Quintile,White-collar worker,0.36085,137,350,0.31047,0.41124
1984,Second Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.13985,38,350,0.10347,0.17624
1985,Pre-primary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.98837,40,40,0.95471,1.02202
1985,Pre-primary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.94885,44,44,0.88300,1.01470
1985,Pre-primary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.96671,36,36,0.90728,1.02614
1985,Pre-primary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.95942,31,31,0.88881,1.03003
1985,Primary Level,1st Quintile,Blue-collar worker,0.25178,105,281,0.20094,0.30262
1985,Primary Level,1st Quintile,Not employed: registered unemployed,0.22779,39,281,0.17866,0.27691
1985,Primary Level,1st Quintile,Not employed: no further information,0.35828,137,281,0.30211,0.41444
1985,Primary Level,2nd Quintile,Blue-collar worker,0.32432,78,146,0.24812,0.40051
1985,Primary Level,2nd Quintile,Not employed: no further information,0.37880,68,146,0.29984,0.45776
1985,Primary Level,3rd Quintile,Blue-collar worker,0.61580,110,110,0.52448,0.70711
1985,Primary Level,4th Quintile,Blue-collar worker,0.66361,91,91,0.56599,0.76122
1985,Primary Level,5th Quintile,Blue-collar worker,0.57811,41,41,0.42506,0.73116
1985,Lower Secondary Level,1st Quintile,Blue-collar worker,0.12284,196,805,0.10015,0.14552
1985,Lower Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.13103,124,805,0.10771,0.15436
1985,Lower Secondary Level,1st Quintile,Not employed: Pensioner,0.40101,180,805,0.36713,0.43489
1985,Lower Secondary Level,1st Quintile,Not employed: registered unemployed,0.06590,72,805,0.04875,0.08305
1985,Lower Secondary Level,1st Quintile,Not employed: no further information,0.22706,233,805,0.19811,0.25602
1985,Lower Secondary Level,2nd Quintile,Blue-collar worker,0.19958,209,642,0.16864,0.23053
1985,Lower Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.13158,105,642,0.10541,0.15775
1985,Lower Secondary Level,2nd Quintile,Not employed: Pensioner,0.35073,154,642,0.31378,0.38767
1985,Lower Secondary Level,2nd Quintile,Not employed: no further information,0.22809,174,642,0.19561,0.26058
1985,Lower Secondary Level,3rd Quintile,Blue-collar worker,0.22192,232,622,0.18924,0.25460
1985,Lower Secondary Level,3rd Quintile,White-collar worker,0.07579,47,622,0.05497,0.09660
1985,Lower Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.17062,111,622,0.14103,0.20021
1985,Lower Secondary Level,3rd Quintile,Not employed: Pensioner,0.30988,135,622,0.27351,0.34626
1985,Lower Secondary Level,3rd Quintile,Not employed: no further information,0.15531,97,622,0.12682,0.18380
1985,Lower Secondary Level,4th Quintile,Blue-collar worker,0.27783,179,458,0.23677,0.31890
1985,Lower Secondary Level,4th Quintile,White-collar worker,0.09222,47,458,0.06569,0.11875
1985,Lower Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.18274,89,458,0.14730,0.21817
1985,Lower Secondary Level,4th Quintile,Not employed: Pensioner,0.20009,63,458,0.16341,0.23677
1985,Lower Secondary Level,4th Quintile,Not employed: no further information,0.18179,80,458,0.14643,0.21715
1985,Lower Secondary Level,5th Quintile,Blue-collar worker,0.23924,103,308,0.19152,0.28696
1985,Lower Secondary Level,5th Quintile,White-collar worker,0.15212,49,308,0.11195,0.19230
1985,Lower Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.17153,55,308,0.12936,0.21370
1985,Lower Secondary Level,5th Quintile,Not employed: Pensioner,0.19609,52,308,0.15167,0.24050
1985,Lower Secondary Level,5th Quintile,Not employed: no further information,0.15819,49,308,0.11737,0.19901
1985,Upper Secondary Level,1st Quintile,Self-employed,0.03423,31,838,0.02191,0.04655
1985,Upper Secondary Level,1st Quintile,Blue-collar worker,0.20046,235,838,0.17334,0.22758
1985,Upper Secondary Level,1st Quintile,White-collar worker,0.12616,97,838,0.10367,0.14865
1985,Upper Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.08308,84,838,0.06438,0.10177
1985,Upper Secondary Level,1st Quintile,Not employed: Pensioner,0.28987,151,838,0.25913,0.32060
1985,Upper Secondary Level,1st Quintile,Not employed: registered unemployed,0.10141,90,838,0.08096,0.12187
1985,Upper Secondary Level,1st Quintile,Not employed: no further information,0.14911,150,838,0.12498,0.17325
1985,Upper Secondary Level,2nd Quintile,Self-employed,0.03693,36,1005,0.02526,0.04859
1985,Upper Secondary Level,2nd Quintile,Blue-collar worker,0.23428,308,1005,0.20808,0.26048
1985,Upper Secondary Level,2nd Quintile,Civil servant,0.03752,38,1005,0.02577,0.04928
1985,Upper Secondary Level,2nd Quintile,White-collar worker,0.16735,166,1005,0.14426,0.19044
1985,Upper Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.03959,55,1005,0.02753,0.05166
1985,Upper Secondary Level,2nd Quintile,Not employed: Pensioner,0.26326,171,1005,0.23602,0.29051
1985,Upper Secondary Level,2nd Quintile,Not employed: registered unemployed,0.05393,59,1005,0.03996,0.06791
1985,Upper Secondary Level,2nd Quintile,Not employed: no further information,0.15336,172,1005,0.13107,0.17564
1985,Upper Secondary Level,3rd Quintile,Self-employed,0.03660,40,1055,0.02527,0.04794
1985,Upper Secondary Level,3rd Quintile,Blue-collar worker,0.25038,318,1055,0.22423,0.27654
1985,Upper Secondary Level,3rd Quintile,Civil servant,0.03713,41,1055,0.02572,0.04855
1985,Upper Secondary Level,3rd Quintile,White-collar worker,0.22085,230,1055,0.19581,0.24590
1985,Upper Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.05042,63,1055,0.03721,0.06363
1985,Upper Secondary Level,3rd Quintile,Not employed: Pensioner,0.22410,166,1055,0.19892,0.24927
1985,Upper Secondary Level,3rd Quintile,Not employed: registered unemployed,0.03852,43,1055,0.02691,0.05014
1985,Upper Secondary Level,3rd Quintile,Not employed: no further information,0.13706,154,1055,0.11630,0.15782
1985,Upper Secondary Level,4th Quintile,Self-employed,0.03947,46,1126,0.02809,0.05085
1985,Upper Secondary Level,4th Quintile,Blue-collar worker,0.23995,329,1126,0.21500,0.26491
1985,Upper Secondary Level,4th Quintile,Civil servant,0.05360,62,1126,0.04044,0.06677
1985,Upper Secondary Level,4th Quintile,White-collar worker,0.30089,354,1126,0.27409,0.32769
1985,Upper Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.04061,53,1126,0.02908,0.05215
1985,Upper Secondary Level,4th Quintile,Not employed: Pensioner,0.19647,160,1126,0.17325,0.21969
1985,Upper Secondary Level,4th Quintile,Not employed: no further information,0.10187,122,1126,0.08419,0.11954
1985,Upper Secondary Level,5th Quintile,Self-employed,0.10189,112,1065,0.08372,0.12007
1985,Upper Secondary Level,5th Quintile,Blue-collar worker,0.17244,220,1065,0.14974,0.19514
1985,Upper Secondary Level,5th Quintile,Civil servant,0.06944,73,1065,0.05416,0.08471
1985,Upper Secondary Level,5th Quintile,White-collar worker,0.37190,401,1065,0.34286,0.40094
1985,Upper Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.03665,46,1065,0.02536,0.04794
1985,Upper Secondary Level,5th Quintile,Not employed: Pensioner,0.15012,122,1065,0.12866,0.17159
1985,Upper Secondary Level,5th Quintile,Not employed: no further information,0.08111,91,1065,0.06470,0.09751
1985,First Stage of Tertiary Education,3rd Quintile,White-collar worker,0.34625,40,40,0.19693,0.49557
1985,First Stage of Tertiary Education,4th Quintile,White-collar worker,0.41603,66,66,0.29621,0.53586
1985,First Stage of Tertiary Education,5th Quintile,Self-employed,0.18041,39,162,0.12101,0.23981
1985,First Stage of Tertiary Education,5th Quintile,White-collar worker,0.38688,91,162,0.31164,0.46211
1985,First Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.19664,32,162,0.13525,0.25804
1985,Second Stage of Tertiary Education,3rd Quintile,White-collar worker,0.38410,40,40,0.23145,0.53675
1985,Second Stage of Tertiary Education,4th Quintile,Civil servant,0.23572,45,119,0.15913,0.31230
1985,Second Stage of Tertiary Education,4th Quintile,White-collar worker,0.41558,74,119,0.32666,0.50450
1985,Second Stage of Tertiary Education,5th Quintile,Self-employed,0.10392,42,334,0.07114,0.13670
1985,Second Stage of Tertiary Education,5th Quintile,Civil servant,0.28754,109,334,0.23893,0.33616
1985,Second Stage of Tertiary Education,5th Quintile,White-collar worker,0.37306,141,334,0.32112,0.42500
1985,Second Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.15606,42,334,0.11708,0.19504
1986,Pre-primary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.85544,38,38,0.74213,0.96875
1986,Pre-primary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.95205,32,32,0.87684,1.02726
1986,Primary Level,1st Quintile,Blue-collar worker,0.23712,90,197,0.17758,0.29666
1986,Primary Level,1st Quintile,Not employed: no further information,0.35470,107,197,0.28772,0.42168
1986,Primary Level,2nd Quintile,Blue-collar worker,0.40399,86,155,0.32649,0.48149
1986,Primary Level,2nd Quintile,Not employed: no further information,0.25195,69,155,0.18338,0.32052
1986,Primary Level,3rd Quintile,Blue-collar worker,0.63093,96,96,0.53389,0.72796
1986,Primary Level,4th Quintile,Blue-collar worker,0.71247,91,91,0.61896,0.80598
1986,Lower Secondary Level,1st Quintile,Blue-collar worker,0.11281,166,727,0.08980,0.13582
1986,Lower Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.11405,107,727,0.09093,0.13717
1986,Lower Secondary Level,1st Quintile,Not employed: Pensioner,0.40078,168,727,0.36513,0.43643
1986,Lower Secondary Level,1st Quintile,Not employed: registered unemployed,0.07846,71,727,0.05890,0.09802
1986,Lower Secondary Level,1st Quintile,Not employed: no further information,0.24414,215,727,0.21289,0.27539
1986,Lower Secondary Level,2nd Quintile,Blue-collar worker,0.19005,202,657,0.16002,0.22007
1986,Lower Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.12271,115,657,0.09760,0.14782
1986,Lower Secondary Level,2nd Quintile,Not employed: Pensioner,0.38310,151,657,0.34590,0.42031
1986,Lower Secondary Level,2nd Quintile,Not employed: registered unemployed,0.02905,32,657,0.01620,0.04191
1986,Lower Secondary Level,2nd Quintile,Not employed: no further information,0.20621,157,657,0.17525,0.23717
1986,Lower Secondary Level,3rd Quintile,Blue-collar worker,0.24651,217,572,0.21115,0.28186
1986,Lower Secondary Level,3rd Quintile,White-collar worker,0.11025,58,572,0.08456,0.13594
1986,Lower Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.17010,110,572,0.13928,0.20092
1986,Lower Secondary Level,3rd Quintile,Not employed: Pensioner,0.27398,100,572,0.23740,0.31056
1986,Lower Secondary Level,3rd Quintile,Not employed: no further information,0.14942,87,572,0.12018,0.17866
1986,Lower Secondary Level,4th Quintile,Blue-collar worker,0.27212,195,470,0.23184,0.31240
1986,Lower Secondary Level,4th Quintile,White-collar worker,0.11855,49,470,0.08929,0.14780
1986,Lower Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.16216,83,470,0.12880,0.19552
1986,Lower Secondary Level,4th Quintile,Not employed: Pensioner,0.21201,72,470,0.17502,0.24900
1986,Lower Secondary Level,4th Quintile,Not employed: no further information,0.16109,71,470,0.12782,0.19436
1986,Lower Secondary Level,5th Quintile,Blue-collar worker,0.22215,93,290,0.17422,0.27008
1986,Lower Secondary Level,5th Quintile,White-collar worker,0.13211,44,290,0.09307,0.17115
1986,Lower Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.20013,62,290,0.15400,0.24626
1986,Lower Secondary Level,5th Quintile,Not employed: Pensioner,0.19947,47,290,0.15340,0.24554
1986,Lower Secondary Level,5th Quintile,Not employed: no further information,0.14829,44,290,0.10732,0.18927
1986,Upper Secondary Level,1st Quintile,Blue-collar worker,0.18651,204,758,0.15876,0.21426
1986,Upper Secondary Level,1st Quintile,White-collar worker,0.07258,64,758,0.05409,0.09106
1986,Upper Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.09448,85,758,0.07364,0.11531
1986,Upper Secondary Level,1st Quintile,Not employed: Pensioner,0.36896,187,758,0.33459,0.40334
1986,Upper Secondary Level,1st Quintile,Not employed: registered unemployed,0.09071,86,758,0.07025,0.11116
1986,Upper Secondary Level,1st Quintile,Not employed: no further information,0.14317,132,758,0.11822,0.16812
1986,Upper Secondary Level,2nd Quintile,Self-employed,0.04552,42,947,0.03223,0.05880
1986,Upper Secondary Level,2nd Quintile,Blue-collar worker,0.23797,296,947,0.21083,0.26510
1986,Upper Secondary Level,2nd Quintile,Civil servant,0.03336,33,947,0.02192,0.04480
1986,Upper Secondary Level,2nd Quintile,White-collar worker,0.16413,155,947,0.14053,0.18773
1986,Upper Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.04200,45,947,0.02922,0.05478
1986,Upper Secondary Level,2nd Quintile,Not employed: Pensioner,0.26430,157,947,0.23620,0.29240
1986,Upper Secondary Level,2nd Quintile,Not employed: registered unemployed,0.03231,38,947,0.02104,0.04357
1986,Upper Secondary Level,2nd Quintile,Not employed: no further information,0.16958,181,947,0.14566,0.19349
1986,Upper Secondary Level,3rd Quintile,Self-employed,0.03574,33,993,0.02419,0.04730
1986,Upper Secondary Level,3rd Quintile,Blue-collar worker,0.24725,308,993,0.22040,0.27409
1986,Upper Secondary Level,3rd Quintile,Civil servant,0.04509,45,993,0.03218,0.05800
1986,Upper Secondary Level,3rd Quintile,White-collar worker,0.23160,230,993,0.20534,0.25785
1986,Upper Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.05507,63,993,0.04088,0.06927
1986,Upper Secondary Level,3rd Quintile,Not employed: Pensioner,0.22714,157,993,0.20106,0.25321
1986,Upper Secondary Level,3rd Quintile,Not employed: registered unemployed,0.02518,33,993,0.01543,0.03492
1986,Upper Secondary Level,3rd Quintile,Not employed: no further information,0.11903,124,993,0.09888,0.13918
1986,Upper Secondary Level,4th Quintile,Self-employed,0.02812,36,1173,0.01866,0.03759
1986,Upper Secondary Level,4th Quintile,Blue-collar worker,0.28135,386,1173,0.25560,0.30709
1986,Upper Secondary Level,4th Quintile,Civil servant,0.05252,55,1173,0.03975,0.06529
1986,Upper Secondary Level,4th Quintile,White-collar worker,0.28752,337,1173,0.26161,0.31344
1986,Upper Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.04238,55,1173,0.03085,0.05392
1986,Upper Secondary Level,4th Quintile,Not employed: Pensioner,0.17502,144,1173,0.15327,0.19678
1986,Upper Secondary Level,4th Quintile,Not employed: registered unemployed,0.02718,35,1173,0.01787,0.03649
1986,Upper Secondary Level,4th Quintile,Not employed: no further information,0.10030,125,1173,0.08310,0.11749
1986,Upper Secondary Level,5th Quintile,Self-employed,0.11315,120,1031,0.09380,0.13250
1986,Upper Secondary Level,5th Quintile,Blue-collar worker,0.15803,202,1031,0.13575,0.18031
1986,Upper Secondary Level,5th Quintile,Civil servant,0.05518,62,1031,0.04124,0.06913
1986,Upper Secondary Level,5th Quintile,White-collar worker,0.38627,395,1031,0.35654,0.41601
1986,Upper Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.04508,53,1031,0.03241,0.05775
1986,Upper Secondary Level,5th Quintile,Not employed: Pensioner,0.13180,104,1031,0.11114,0.15245
1986,Upper Secondary Level,5th Quintile,Not employed: no further information,0.08977,95,1031,0.07231,0.10722
1986,Post-secondary Non-tertiary Level,5th Quintile,White-collar worker,0.44128,31,31,0.26360,0.61897
1986,First Stage of Tertiary Education,3rd Quintile,White-collar worker,0.39024,45,45,0.24610,0.53438
1986,First Stage of Tertiary Education,4th Quintile,White-collar worker,0.41369,65,65,0.29302,0.53435
1986,First Stage of Tertiary Education,5th Quintile,Self-employed,0.18656,33,109,0.11309,0.26003
1986,First Stage of Tertiary Education,5th Quintile,White-collar worker,0.39170,76,109,0.29964,0.48376
1986,Second Stage of Tertiary Education,3rd Quintile,White-collar worker,0.38946,36,36,0.22791,0.55101
1986,Second Stage of Tertiary Education,4th Quintile,Civil servant,0.22705,41,115,0.15015,0.30396
1986,Second Stage of Tertiary Education,4th Quintile,White-collar worker,0.41707,74,115,0.32656,0.50759
1986,Second Stage of Tertiary Education,5th Quintile,Self-employed,0.12642,53,340,0.09104,0.16179
1986,Second Stage of Tertiary Education,5th Quintile,Civil servant,0.29942,113,340,0.25067,0.34818
1986,Second Stage of Tertiary Education,5th Quintile,White-collar worker,0.35589,136,340,0.30492,0.40686
1986,Second Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.14204,38,340,0.10488,0.17920
1987,Pre-primary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.99467,40,40,0.97183,1.01752
1987,Pre-primary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.99594,39,39,0.97573,1.01615
1987,Pre-primary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.96668,42,42,0.91175,1.02162
1987,Pre-primary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.78838,32,32,0.64459,0.93217
1987,Primary Level,1st Quintile,Blue-collar worker,0.21944,66,200,0.16194,0.27695
1987,Primary Level,1st Quintile,Not employed: registered unemployed,0.16128,38,200,0.11018,0.21238
1987,Primary Level,1st Quintile,Not employed: no further information,0.34077,96,200,0.27492,0.40663
1987,Primary Level,2nd Quintile,Blue-collar worker,0.42925,93,149,0.34950,0.50899
1987,Primary Level,2nd Quintile,Not employed: no further information,0.24353,56,149,0.17438,0.31268
1987,Primary Level,3rd Quintile,Blue-collar worker,0.57703,96,96,0.47768,0.67638
1987,Primary Level,4th Quintile,Blue-collar worker,0.70896,80,80,0.60879,0.80913
1987,Primary Level,5th Quintile,Blue-collar worker,0.59090,33,33,0.42054,0.76125
1987,Lower Secondary Level,1st Quintile,Blue-collar worker,0.12836,168,749,0.10438,0.15233
1987,Lower Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.10320,125,749,0.08140,0.12500
1987,Lower Secondary Level,1st Quintile,Not employed: Pensioner,0.43191,182,749,0.39642,0.46741
1987,Lower Secondary Level,1st Quintile,Not employed: registered unemployed,0.07435,69,749,0.05555,0.09315
1987,Lower Secondary Level,1st Quintile,Not employed: no further information,0.22289,205,749,0.19306,0.25272
1987,Lower Secondary Level,2nd Quintile,Blue-collar worker,0.22133,215,624,0.18873,0.25393
1987,Lower Secondary Level,2nd Quintile,White-collar worker,0.06688,39,624,0.04727,0.08650
1987,Lower Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.11231,109,624,0.08752,0.13711
1987,Lower Secondary Level,2nd Quintile,Not employed: Pensioner,0.35864,129,624,0.32098,0.39631
1987,Lower Secondary Level,2nd Quintile,Not employed: no further information,0.18564,132,624,0.15510,0.21617
1987,Lower Secondary Level,3rd Quintile,Blue-collar worker,0.24703,187,525,0.21010,0.28396
1987,Lower Secondary Level,3rd Quintile,White-collar worker,0.07785,38,525,0.05491,0.10080
1987,Lower Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.14386,109,525,0.11381,0.17391
1987,Lower Secondary Level,3rd Quintile,Not employed: Pensioner,0.27804,97,525,0.23967,0.31640
1987,Lower Secondary Level,3rd Quintile,Not employed: no further information,0.18387,94,525,0.15071,0.21704
