year,bula_h,regtyp,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,North Rhine-Westphalia,No answer / don't know,White-collar worker,0.19740,567,3241,0.18369,0.21111
1984,North Rhine-Westphalia,No answer / don't know,Apprentice/ Trainee/ Intern,0.09783,343,3241,0.08760,0.10806
1984,North Rhine-Westphalia,No answer / don't know,Not employed: Pensioner,0.20514,408,3241,0.19123,0.21904
1984,North Rhine-Westphalia,No answer / don't know,Not employed: registered unemployed,0.03464,134,3241,0.02835,0.04094
1984,North Rhine-Westphalia,No answer / don't know,Not employed: no further information,0.17603,646,3241,0.16292,0.18915
1984,Hesse,No answer / don't know,Self-employed,0.04640,54,1239,0.03469,0.05812
1984,Hesse,No answer / don't know,Blue-collar worker,0.19734,365,1239,0.17517,0.21951
1984,Hesse,No answer / don't know,Civil servant,0.04688,46,1239,0.03511,0.05866
1984,Hesse,No answer / don't know,White-collar worker,0.21392,233,1239,0.19108,0.23677
1984,Hesse,No answer / don't know,Apprentice/ Trainee/ Intern,0.09052,113,1239,0.07453,0.10650
1984,Hesse,No answer / don't know,Not employed: Pensioner,0.23307,174,1239,0.20952,0.25662
1984,Hesse,No answer / don't know,Not employed: registered unemployed,0.02656,52,1239,0.01760,0.03552
1984,Hesse,No answer / don't know,Not employed: no further information,0.14030,202,1239,0.12096,0.15965
1984,"Rhineland-Palatinate, Saarland",No answer / don't know,Self-employed,0.04413,38,819,0.03006,0.05821
1984,"Rhineland-Palatinate, Saarland",No answer / don't know,Blue-collar worker,0.20281,219,819,0.17526,0.23037
1984,"Rhineland-Palatinate, Saarland",No answer / don't know,Civil servant,0.04469,35,819,0.03053,0.05885
1984,"Rhineland-Palatinate, Saarland",No answer / don't know,White-collar worker,0.15051,122,819,0.12600,0.17501
1984,"Rhineland-Palatinate, Saarland",No answer / don't know,Apprentice/ Trainee/ Intern,0.09167,81,819,0.07189,0.11144
1984,"Rhineland-Palatinate, Saarland",No answer / don't know,Not employed: Pensioner,0.23346,150,819,0.20447,0.26245
1984,"Rhineland-Palatinate, Saarland",No answer / don't know,Not employed: no further information,0.19568,174,819,0.16849,0.22287
1984,Baden-Wuerttemberg,No answer / don't know,Self-employed,0.05136,103,2243,0.04222,0.06049
1984,Baden-Wuerttemberg,No answer / don't know,Blue-collar worker,0.24418,819,2243,0.22640,0.26196
1984,Baden-Wuerttemberg,No answer / don't know,Civil servant,0.04331,80,2243,0.03489,0.05174
1984,Baden-Wuerttemberg,No answer / don't know,White-collar worker,0.19814,355,2243,0.18164,0.21464
1984,Baden-Wuerttemberg,No answer / don't know,Apprentice/ Trainee/ Intern,0.08341,178,2243,0.07197,0.09486
1984,Baden-Wuerttemberg,No answer / don't know,Not employed: Pensioner,0.21990,287,2243,0.20275,0.23704
1984,Baden-Wuerttemberg,No answer / don't know,Not employed: registered unemployed,0.01301,47,2243,0.00832,0.01770
1984,Baden-Wuerttemberg,No answer / don't know,Not employed: no further information,0.14457,374,2243,0.13002,0.15913
1984,Bavaria,No answer / don't know,Self-employed,0.06303,119,2076,0.05258,0.07349
1984,Bavaria,No answer / don't know,Blue-collar worker,0.19307,544,2076,0.17609,0.21006
1984,Bavaria,No answer / don't know,Civil servant,0.04886,94,2076,0.03958,0.05813
1984,Bavaria,No answer / don't know,White-collar worker,0.21168,421,2076,0.19410,0.22926
1984,Bavaria,No answer / don't know,Apprentice/ Trainee/ Intern,0.07949,180,2076,0.06785,0.09113
1984,Bavaria,No answer / don't know,Not employed: Pensioner,0.20977,298,2076,0.19225,0.22729
1984,Bavaria,No answer / don't know,Not employed: registered unemployed,0.02784,72,2076,0.02076,0.03492
1984,Bavaria,No answer / don't know,Not employed: no further information,0.16177,348,2076,0.14592,0.17761
1984,Berlin,No answer / don't know,Blue-collar worker,0.22383,130,331,0.17886,0.26880
1984,Berlin,No answer / don't know,White-collar worker,0.24836,93,331,0.20174,0.29497
1984,Berlin,No answer / don't know,Not employed: Pensioner,0.28359,70,331,0.23495,0.33222
1984,Berlin,No answer / don't know,Not employed: no further information,0.07006,38,331,0.04252,0.09760
1985,Schleswig-Holstein,Urban regions,Blue-collar worker,0.20540,44,84,0.11849,0.29232
1985,Schleswig-Holstein,Urban regions,White-collar worker,0.26039,40,84,0.16598,0.35480
1985,Schleswig-Holstein,Rural regions,Blue-collar worker,0.16256,34,108,0.09265,0.23247
1985,Schleswig-Holstein,Rural regions,White-collar worker,0.20933,43,108,0.13224,0.28641
1985,Schleswig-Holstein,Rural regions,Not employed: Pensioner,0.24274,31,108,0.16150,0.32397
1985,Hamburg,Urban regions,Blue-collar worker,0.12571,54,190,0.07845,0.17298
1985,Hamburg,Urban regions,White-collar worker,0.29924,79,190,0.23396,0.36453
1985,Hamburg,Urban regions,Not employed: Pensioner,0.31823,57,190,0.25182,0.38464
1985,Lower Saxony,Urban regions,Blue-collar worker,0.16731,107,442,0.13247,0.20214
1985,Lower Saxony,Urban regions,White-collar worker,0.22033,106,442,0.18164,0.25901
1985,Lower Saxony,Urban regions,Apprentice/ Trainee/ Intern,0.11523,65,442,0.08543,0.14504
1985,Lower Saxony,Urban regions,Not employed: Pensioner,0.22714,81,442,0.18803,0.26624
1985,Lower Saxony,Urban regions,Not employed: no further information,0.13476,83,442,0.10289,0.16663
1985,Lower Saxony,Rural regions,Self-employed,0.06637,45,593,0.04632,0.08643
1985,Lower Saxony,Rural regions,Blue-collar worker,0.15129,105,593,0.12242,0.18015
1985,Lower Saxony,Rural regions,Civil servant,0.04755,31,593,0.03041,0.06469
1985,Lower Saxony,Rural regions,White-collar worker,0.16490,105,593,0.13501,0.19480
1985,Lower Saxony,Rural regions,Apprentice/ Trainee/ Intern,0.12911,78,593,0.10210,0.15612
1985,Lower Saxony,Rural regions,Not employed: Pensioner,0.25673,107,593,0.22154,0.29192
1985,Lower Saxony,Rural regions,Not employed: registered unemployed,0.05640,39,593,0.03781,0.07498
1985,Lower Saxony,Rural regions,Not employed: no further information,0.12265,83,593,0.09622,0.14907
1985,Bremen,Urban regions,Not employed: Pensioner,0.48857,41,41,0.33366,0.64348
1985,North Rhine-Westphalia,Urban regions,Self-employed,0.04467,127,2876,0.03712,0.05222
1985,North Rhine-Westphalia,Urban regions,Blue-collar worker,0.18934,752,2876,0.17502,0.20366
1985,North Rhine-Westphalia,Urban regions,Civil servant,0.04833,123,2876,0.04049,0.05617
1985,North Rhine-Westphalia,Urban regions,White-collar worker,0.20357,528,2876,0.18885,0.21829
1985,North Rhine-Westphalia,Urban regions,Apprentice/ Trainee/ Intern,0.10449,322,2876,0.09331,0.11567
1985,North Rhine-Westphalia,Urban regions,Not employed: Pensioner,0.20947,366,2876,0.19459,0.22434
1985,North Rhine-Westphalia,Urban regions,Not employed: registered unemployed,0.04219,138,2876,0.03484,0.04954
1985,North Rhine-Westphalia,Urban regions,Not employed: no further information,0.15523,520,2876,0.14199,0.16847
1985,Hesse,Urban regions,Self-employed,0.04245,44,971,0.02976,0.05514
1985,Hesse,Urban regions,Blue-collar worker,0.19257,283,971,0.16776,0.21739
1985,Hesse,Urban regions,Civil servant,0.04263,32,971,0.02991,0.05534
1985,Hesse,Urban regions,White-collar worker,0.22561,193,971,0.19930,0.25191
1985,Hesse,Urban regions,Apprentice/ Trainee/ Intern,0.09488,92,971,0.07644,0.11333
1985,Hesse,Urban regions,Not employed: Pensioner,0.23297,133,971,0.20637,0.25958
1985,Hesse,Urban regions,Not employed: registered unemployed,0.03233,39,971,0.02119,0.04346
1985,Hesse,Urban regions,Not employed: no further information,0.13247,155,971,0.11114,0.15380
1985,Hesse,Rural regions,Blue-collar worker,0.17659,36,69,0.08596,0.26723
1985,Hesse,Rural regions,Not employed: Pensioner,0.31183,33,69,0.20173,0.42194
1985,"Rhineland-Palatinate, Saarland",Urban regions,Blue-collar worker,0.22338,180,551,0.18857,0.25819
1985,"Rhineland-Palatinate, Saarland",Urban regions,White-collar worker,0.16504,95,551,0.13402,0.19607
1985,"Rhineland-Palatinate, Saarland",Urban regions,Apprentice/ Trainee/ Intern,0.08108,57,551,0.05827,0.10389
1985,"Rhineland-Palatinate, Saarland",Urban regions,Not employed: Pensioner,0.23316,105,551,0.19782,0.26850
1985,"Rhineland-Palatinate, Saarland",Urban regions,Not employed: no further information,0.17239,114,551,0.14082,0.20396
1985,"Rhineland-Palatinate, Saarland",Rural regions,Not employed: Pensioner,0.28252,32,32,0.12403,0.44101
1985,Baden-Wuerttemberg,Urban regions,Self-employed,0.06030,89,1737,0.04911,0.07150
1985,Baden-Wuerttemberg,Urban regions,Blue-collar worker,0.24224,624,1737,0.22209,0.26240
1985,Baden-Wuerttemberg,Urban regions,Civil servant,0.04125,58,1737,0.03190,0.05061
1985,Baden-Wuerttemberg,Urban regions,White-collar worker,0.20703,287,1737,0.18797,0.22609
1985,Baden-Wuerttemberg,Urban regions,Apprentice/ Trainee/ Intern,0.09937,167,1737,0.08530,0.11345
1985,Baden-Wuerttemberg,Urban regions,Not employed: Pensioner,0.20530,199,1737,0.18630,0.22430
1985,Baden-Wuerttemberg,Urban regions,Not employed: registered unemployed,0.01909,54,1737,0.01265,0.02553
1985,Baden-Wuerttemberg,Urban regions,Not employed: no further information,0.12044,259,1737,0.10513,0.13576
1985,Baden-Wuerttemberg,Rural regions,Blue-collar worker,0.21720,97,225,0.16320,0.27120
1985,Baden-Wuerttemberg,Rural regions,White-collar worker,0.18788,45,225,0.13672,0.23903
1985,Baden-Wuerttemberg,Rural regions,Not employed: Pensioner,0.24731,42,225,0.19081,0.30381
1985,Baden-Wuerttemberg,Rural regions,Not employed: no further information,0.10968,41,225,0.06876,0.15060
1985,Bavaria,Urban regions,Self-employed,0.05894,57,967,0.04409,0.07380
1985,Bavaria,Urban regions,Blue-collar worker,0.16542,242,967,0.14199,0.18885
1985,Bavaria,Urban regions,Civil servant,0.04664,45,967,0.03334,0.05993
1985,Bavaria,Urban regions,White-collar worker,0.27016,260,967,0.24215,0.29816
1985,Bavaria,Urban regions,Apprentice/ Trainee/ Intern,0.08923,94,967,0.07125,0.10720
1985,Bavaria,Urban regions,Not employed: Pensioner,0.21553,137,967,0.18960,0.24146
1985,Bavaria,Urban regions,Not employed: no further information,0.12321,132,967,0.10248,0.14394
1985,Bavaria,Rural regions,Self-employed,0.08460,70,883,0.06624,0.10297
1985,Bavaria,Rural regions,Blue-collar worker,0.20911,243,883,0.18227,0.23595
1985,Bavaria,Rural regions,Civil servant,0.04576,39,883,0.03197,0.05955
1985,Bavaria,Rural regions,White-collar worker,0.15754,142,883,0.13349,0.18158
1985,Bavaria,Rural regions,Apprentice/ Trainee/ Intern,0.07545,69,883,0.05802,0.09289
1985,Bavaria,Rural regions,Not employed: Pensioner,0.23318,142,883,0.20527,0.26109
1985,Bavaria,Rural regions,Not employed: registered unemployed,0.04643,39,883,0.03254,0.06032
1985,Bavaria,Rural regions,Not employed: no further information,0.14371,139,883,0.12056,0.16687
1985,Berlin,Urban regions,Blue-collar worker,0.18432,95,283,0.13906,0.22958
1985,Berlin,Urban regions,White-collar worker,0.27342,90,283,0.22140,0.32545
1985,Berlin,Urban regions,Not employed: Pensioner,0.28492,59,283,0.23224,0.33760
1985,Berlin,Urban regions,Not employed: no further information,0.07840,39,283,0.04702,0.10977
1986,Schleswig-Holstein,Urban regions,Blue-collar worker,0.24095,45,81,0.14723,0.33466
1986,Schleswig-Holstein,Urban regions,White-collar worker,0.27130,36,81,0.17387,0.36874
1986,Schleswig-Holstein,Rural regions,Blue-collar worker,0.14976,31,72,0.06676,0.23277
1986,Schleswig-Holstein,Rural regions,White-collar worker,0.25425,41,72,0.15296,0.35554
1986,Hamburg,Urban regions,Blue-collar worker,0.12661,48,167,0.07602,0.17719
1986,Hamburg,Urban regions,White-collar worker,0.28016,68,167,0.21184,0.34848
1986,Hamburg,Urban regions,Not employed: Pensioner,0.32453,51,167,0.25331,0.39576
1986,Lower Saxony,Urban regions,Blue-collar worker,0.17755,118,464,0.14274,0.21235
1986,Lower Saxony,Urban regions,White-collar worker,0.20700,104,464,0.17009,0.24390
1986,Lower Saxony,Urban regions,Apprentice/ Trainee/ Intern,0.12097,75,464,0.09126,0.15067
1986,Lower Saxony,Urban regions,Not employed: Pensioner,0.23011,83,464,0.19177,0.26845
1986,Lower Saxony,Urban regions,Not employed: no further information,0.13911,84,464,0.10759,0.17063
1986,Lower Saxony,Rural regions,Self-employed,0.08078,53,542,0.05782,0.10374
1986,Lower Saxony,Rural regions,Blue-collar worker,0.15601,106,542,0.12543,0.18658
1986,Lower Saxony,Rural regions,White-collar worker,0.15804,100,542,0.12730,0.18878
1986,Lower Saxony,Rural regions,Apprentice/ Trainee/ Intern,0.12018,72,542,0.09278,0.14758
1986,Lower Saxony,Rural regions,Not employed: Pensioner,0.24750,97,542,0.21113,0.28387
1986,Lower Saxony,Rural regions,Not employed: registered unemployed,0.05072,31,542,0.03223,0.06921
1986,Lower Saxony,Rural regions,Not employed: no further information,0.13186,83,542,0.10335,0.16037
1986,Bremen,Urban regions,Not employed: Pensioner,0.51808,38,38,0.35707,0.67908
1986,North Rhine-Westphalia,Urban regions,Self-employed,0.04596,130,2768,0.03815,0.05376
1986,North Rhine-Westphalia,Urban regions,Blue-collar worker,0.18619,716,2768,0.17169,0.20069
1986,North Rhine-Westphalia,Urban regions,Civil servant,0.04777,121,2768,0.03982,0.05572
1986,North Rhine-Westphalia,Urban regions,White-collar worker,0.19610,486,2768,0.18130,0.21089
1986,North Rhine-Westphalia,Urban regions,Apprentice/ Trainee/ Intern,0.10290,324,2768,0.09158,0.11422
1986,North Rhine-Westphalia,Urban regions,Not employed: Pensioner,0.21441,353,2768,0.19912,0.22970
1986,North Rhine-Westphalia,Urban regions,Not employed: registered unemployed,0.04361,141,2768,0.03600,0.05122
1986,North Rhine-Westphalia,Urban regions,Not employed: no further information,0.15754,497,2768,0.14397,0.17111
1986,Hesse,Urban regions,Self-employed,0.04448,42,874,0.03080,0.05815
1986,Hesse,Urban regions,Blue-collar worker,0.18594,256,874,0.16013,0.21175
1986,Hesse,Urban regions,White-collar worker,0.24468,194,874,0.21616,0.27320
1986,Hesse,Urban regions,Apprentice/ Trainee/ Intern,0.09425,90,874,0.07487,0.11363
1986,Hesse,Urban regions,Not employed: Pensioner,0.23760,122,874,0.20937,0.26584
1986,Hesse,Urban regions,Not employed: registered unemployed,0.03206,35,874,0.02037,0.04375
1986,Hesse,Urban regions,Not employed: no further information,0.12177,135,874,0.10008,0.14346
1986,Hesse,Rural regions,Blue-collar worker,0.16492,31,63,0.07255,0.25730
1986,Hesse,Rural regions,Not employed: Pensioner,0.33730,32,63,0.21961,0.45499
1986,"Rhineland-Palatinate, Saarland",Urban regions,Blue-collar worker,0.22852,178,549,0.19336,0.26367
1986,"Rhineland-Palatinate, Saarland",Urban regions,White-collar worker,0.17305,105,549,0.14138,0.20472
1986,"Rhineland-Palatinate, Saarland",Urban regions,Apprentice/ Trainee/ Intern,0.07418,55,549,0.05224,0.09612
1986,"Rhineland-Palatinate, Saarland",Urban regions,Not employed: Pensioner,0.23527,101,549,0.19975,0.27078
1986,"Rhineland-Palatinate, Saarland",Urban regions,Not employed: no further information,0.17037,110,549,0.13890,0.20185
1986,"Rhineland-Palatinate, Saarland",Rural regions,Not employed: Pensioner,0.32444,37,37,0.17150,0.47737
1986,Baden-Wuerttemberg,Urban regions,Self-employed,0.05240,75,1677,0.04173,0.06307
1986,Baden-Wuerttemberg,Urban regions,Blue-collar worker,0.24451,611,1677,0.22394,0.26509
1986,Baden-Wuerttemberg,Urban regions,Civil servant,0.04106,54,1677,0.03156,0.05056
1986,Baden-Wuerttemberg,Urban regions,White-collar worker,0.21542,289,1677,0.19574,0.23510
1986,Baden-Wuerttemberg,Urban regions,Apprentice/ Trainee/ Intern,0.08689,161,1677,0.07341,0.10038
1986,Baden-Wuerttemberg,Urban regions,Not employed: Pensioner,0.21114,199,1677,0.19160,0.23068
1986,Baden-Wuerttemberg,Urban regions,Not employed: registered unemployed,0.02415,54,1677,0.01680,0.03150
1986,Baden-Wuerttemberg,Urban regions,Not employed: no further information,0.11848,234,1677,0.10301,0.13396
1986,Baden-Wuerttemberg,Rural regions,Blue-collar worker,0.26133,109,262,0.20803,0.31464
1986,Baden-Wuerttemberg,Rural regions,White-collar worker,0.17283,41,262,0.12696,0.21870
1986,Baden-Wuerttemberg,Rural regions,Apprentice/ Trainee/ Intern,0.09426,31,262,0.05881,0.12971
1986,Baden-Wuerttemberg,Rural regions,Not employed: Pensioner,0.21285,37,262,0.16319,0.26251
1986,Baden-Wuerttemberg,Rural regions,Not employed: no further information,0.11766,44,262,0.07857,0.15675
1986,Bavaria,Urban regions,Self-employed,0.05445,52,918,0.03976,0.06914
1986,Bavaria,Urban regions,Blue-collar worker,0.16076,222,918,0.13699,0.18454
1986,Bavaria,Urban regions,Civil servant,0.04918,44,918,0.03518,0.06317
1986,Bavaria,Urban regions,White-collar worker,0.26564,238,918,0.23705,0.29423
1986,Bavaria,Urban regions,Apprentice/ Trainee/ Intern,0.09950,107,918,0.08013,0.11888
1986,Bavaria,Urban regions,Not employed: Pensioner,0.21935,130,918,0.19257,0.24613
1986,Bavaria,Urban regions,Not employed: no further information,0.12592,125,918,0.10445,0.14739
1986,Bavaria,Rural regions,Self-employed,0.09017,64,814,0.07048,0.10986
1986,Bavaria,Rural regions,Blue-collar worker,0.20902,220,814,0.18107,0.23697
1986,Bavaria,Rural regions,Civil servant,0.05083,42,814,0.03573,0.06593
1986,Bavaria,Rural regions,White-collar worker,0.16880,144,814,0.14305,0.19454
1986,Bavaria,Rural regions,Apprentice/ Trainee/ Intern,0.05500,54,814,0.03933,0.07067
1986,Bavaria,Rural regions,Not employed: Pensioner,0.23145,126,814,0.20246,0.26044
1986,Bavaria,Rural regions,Not employed: registered unemployed,0.05115,43,814,0.03600,0.06629
1986,Bavaria,Rural regions,Not employed: no further information,0.13605,121,814,0.11248,0.15962
1986,Berlin,Urban regions,Blue-collar worker,0.19424,100,277,0.14756,0.24091
1986,Berlin,Urban regions,White-collar worker,0.26886,84,277,0.21655,0.32117
1986,Berlin,Urban regions,Not employed: Pensioner,0.28664,57,277,0.23330,0.33999
1986,Berlin,Urban regions,Not employed: no further information,0.06603,36,277,0.03673,0.09533
1987,Schleswig-Holstein,Urban regions,Blue-collar worker,0.22136,40,71,0.12410,0.31862
1987,Schleswig-Holstein,Urban regions,White-collar worker,0.23296,31,71,0.13394,0.33199
1987,Schleswig-Holstein,Rural regions,White-collar worker,0.25238,43,43,0.12101,0.38376
1987,Hamburg,Urban regions,Blue-collar worker,0.15551,49,146,0.09653,0.21450
1987,Hamburg,Urban regions,White-collar worker,0.26539,53,146,0.19352,0.33725
1987,Hamburg,Urban regions,Not employed: Pensioner,0.30029,44,146,0.22568,0.37490
1987,Lower Saxony,Urban regions,Blue-collar worker,0.19284,124,464,0.15690,0.22877
1987,Lower Saxony,Urban regions,White-collar worker,0.20416,106,464,0.16744,0.24088
1987,Lower Saxony,Urban regions,Apprentice/ Trainee/ Intern,0.10726,73,464,0.07907,0.13544
1987,Lower Saxony,Urban regions,Not employed: Pensioner,0.24285,87,464,0.20379,0.28190
1987,Lower Saxony,Urban regions,Not employed: no further information,0.12478,74,464,0.09467,0.15488
1987,Lower Saxony,Rural regions,Self-employed,0.07679,49,566,0.05484,0.09875
1987,Lower Saxony,Rural regions,Blue-collar worker,0.14619,103,566,0.11706,0.17532
1987,Lower Saxony,Rural regions,Civil servant,0.05599,34,566,0.03703,0.07494
1987,Lower Saxony,Rural regions,White-collar worker,0.18791,112,566,0.15570,0.22013
1987,Lower Saxony,Rural regions,Apprentice/ Trainee/ Intern,0.10345,66,566,0.07833,0.12856
1987,Lower Saxony,Rural regions,Not employed: Pensioner,0.23864,92,566,0.20349,0.27379
1987,Lower Saxony,Rural regions,Not employed: registered unemployed,0.04802,32,566,0.03039,0.06565
1987,Lower Saxony,Rural regions,Not employed: no further information,0.13211,78,566,0.10419,0.16003
1987,Bremen,Urban regions,Not employed: Pensioner,0.48867,33,33,0.31547,0.66186
1987,North Rhine-Westphalia,Urban regions,Self-employed,0.04475,125,2735,0.03700,0.05250
1987,North Rhine-Westphalia,Urban regions,Blue-collar worker,0.18907,688,2735,0.17440,0.20375
1987,North Rhine-Westphalia,Urban regions,Civil servant,0.04840,125,2735,0.04036,0.05645
1987,North Rhine-Westphalia,Urban regions,White-collar worker,0.20934,509,2735,0.19409,0.22459
1987,North Rhine-Westphalia,Urban regions,Apprentice/ Trainee/ Intern,0.09364,320,2735,0.08272,0.10456
1987,North Rhine-Westphalia,Urban regions,Not employed: Pensioner,0.21565,356,2735,0.20024,0.23107
1987,North Rhine-Westphalia,Urban regions,Not employed: registered unemployed,0.04277,138,2735,0.03518,0.05035
1987,North Rhine-Westphalia,Urban regions,Not employed: no further information,0.14950,474,2735,0.13614,0.16287
1987,Hesse,Urban regions,Self-employed,0.04394,41,881,0.03040,0.05748
1987,Hesse,Urban regions,Blue-collar worker,0.20930,284,881,0.18242,0.23617
1987,Hesse,Urban regions,White-collar worker,0.21969,174,881,0.19234,0.24705
1987,Hesse,Urban regions,Apprentice/ Trainee/ Intern,0.08404,89,881,0.06571,0.10237
1987,Hesse,Urban regions,Not employed: Pensioner,0.23863,121,881,0.21047,0.26680
1987,Hesse,Urban regions,Not employed: registered unemployed,0.03088,36,881,0.01945,0.04231
1987,Hesse,Urban regions,Not employed: no further information,0.13347,136,881,0.11100,0.15594
1987,Hesse,Rural regions,Blue-collar worker,0.18842,38,69,0.09548,0.28137
1987,Hesse,Rural regions,Not employed: Pensioner,0.31667,31,69,0.20611,0.42724
1987,"Rhineland-Palatinate, Saarland",Urban regions,Blue-collar worker,0.22860,175,546,0.19335,0.26386
1987,"Rhineland-Palatinate, Saarland",Urban regions,White-collar worker,0.16268,98,546,0.13170,0.19367
1987,"Rhineland-Palatinate, Saarland",Urban regions,Apprentice/ Trainee/ Intern,0.08118,58,546,0.05825,0.10411
1987,"Rhineland-Palatinate, Saarland",Urban regions,Not employed: Pensioner,0.24036,103,546,0.20448,0.27623
1987,"Rhineland-Palatinate, Saarland",Urban regions,Not employed: no further information,0.16747,112,546,0.13612,0.19882
1987,"Rhineland-Palatinate, Saarland",Rural regions,Not employed: Pensioner,0.33084,37,37,0.17714,0.48454
1987,Baden-Wuerttemberg,Urban regions,Self-employed,0.05937,81,1655,0.04798,0.07076
1987,Baden-Wuerttemberg,Urban regions,Blue-collar worker,0.24887,592,1655,0.22803,0.26971
1987,Baden-Wuerttemberg,Urban regions,Civil servant,0.04607,61,1655,0.03596,0.05617
1987,Baden-Wuerttemberg,Urban regions,White-collar worker,0.21014,278,1655,0.19050,0.22977
1987,Baden-Wuerttemberg,Urban regions,Apprentice/ Trainee/ Intern,0.08426,167,1655,0.07088,0.09765
1987,Baden-Wuerttemberg,Urban regions,Not employed: Pensioner,0.19761,192,1655,0.17842,0.21680
1987,Baden-Wuerttemberg,Urban regions,Not employed: registered unemployed,0.02330,55,1655,0.01603,0.03057
1987,Baden-Wuerttemberg,Urban regions,Not employed: no further information,0.11829,229,1655,0.10273,0.13385
1987,Baden-Wuerttemberg,Rural regions,Blue-collar worker,0.27793,111,225,0.21926,0.33659
1987,Baden-Wuerttemberg,Rural regions,White-collar worker,0.17758,39,225,0.12754,0.22763
1987,Baden-Wuerttemberg,Rural regions,Not employed: Pensioner,0.23447,37,225,0.17898,0.28995
1987,Baden-Wuerttemberg,Rural regions,Not employed: no further information,0.10816,38,225,0.06748,0.14883
1987,Bavaria,Urban regions,Self-employed,0.05018,48,882,0.03576,0.06459
1987,Bavaria,Urban regions,Blue-collar worker,0.17789,221,882,0.15264,0.20314
1987,Bavaria,Urban regions,Civil servant,0.05033,42,882,0.03589,0.06476
1987,Bavaria,Urban regions,White-collar worker,0.28191,243,882,0.25220,0.31162
1987,Bavaria,Urban regions,Apprentice/ Trainee/ Intern,0.07946,96,882,0.06160,0.09732
1987,Bavaria,Urban regions,Not employed: Pensioner,0.20916,120,882,0.18230,0.23601
1987,Bavaria,Urban regions,Not employed: no further information,0.12179,112,882,0.10019,0.14339
1987,Bavaria,Rural regions,Self-employed,0.09616,68,803,0.07576,0.11657
1987,Bavaria,Rural regions,Blue-collar worker,0.23785,230,803,0.20838,0.26731
1987,Bavaria,Rural regions,Civil servant,0.04831,36,803,0.03347,0.06315
1987,Bavaria,Rural regions,White-collar worker,0.16542,143,803,0.13970,0.19113
1987,Bavaria,Rural regions,Apprentice/ Trainee/ Intern,0.05656,65,803,0.04057,0.07254
1987,Bavaria,Rural regions,Not employed: Pensioner,0.22558,120,803,0.19665,0.25450
1987,Bavaria,Rural regions,Not employed: registered unemployed,0.04281,34,803,0.02880,0.05682
1987,Bavaria,Rural regions,Not employed: no further information,0.12595,107,803,0.10298,0.14891
1987,Berlin,Urban regions,Blue-collar worker,0.18319,96,310,0.14006,0.22633
1987,Berlin,Urban regions,White-collar worker,0.27810,87,310,0.22814,0.32805
1987,Berlin,Urban regions,Apprentice/ Trainee/ Intern,0.06567,32,310,0.03805,0.09329
1987,Berlin,Urban regions,Not employed: Pensioner,0.28769,57,310,0.23722,0.33817
1987,Berlin,Urban regions,Not employed: no further information,0.06587,38,310,0.03821,0.09352
1988,Schleswig-Holstein,Urban regions,Blue-collar worker,0.22459,40,74,0.12886,0.32032
1988,Schleswig-Holstein,Urban regions,White-collar worker,0.24707,34,74,0.14813,0.34601
1988,Schleswig-Holstein,Rural regions,White-collar worker,0.22182,39,71,0.12449,0.31915
