year,age_gr,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,66 and older,Second Stage of Tertiary Education,Not employed: Pensioner,0.91280,54,54,0.83685,0.98876
1985,17-29 y.,Pre-primary Level,Apprentice/ Trainee/ Intern,0.97210,182,182,0.94810,0.99609
1985,17-29 y.,Primary Level,Blue-collar worker,0.31664,55,110,0.22932,0.40397
1985,17-29 y.,Primary Level,Not employed: no further information,0.23256,55,110,0.15325,0.31187
1985,17-29 y.,Lower Secondary Level,Blue-collar worker,0.16732,232,933,0.14335,0.19128
1985,17-29 y.,Lower Secondary Level,White-collar worker,0.07515,59,933,0.05822,0.09207
1985,17-29 y.,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.60095,482,933,0.56951,0.63239
1985,17-29 y.,Lower Secondary Level,Not employed: registered unemployed,0.05340,62,933,0.03897,0.06783
1985,17-29 y.,Lower Secondary Level,Not employed: no further information,0.07323,98,933,0.05651,0.08996
1985,17-29 y.,Upper Secondary Level,Self-employed,0.02410,36,1402,0.01607,0.03213
1985,17-29 y.,Upper Secondary Level,Blue-collar worker,0.29599,448,1402,0.27209,0.31989
1985,17-29 y.,Upper Secondary Level,Civil servant,0.04702,62,1402,0.03593,0.05810
1985,17-29 y.,Upper Secondary Level,White-collar worker,0.27411,342,1402,0.25075,0.29747
1985,17-29 y.,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.19767,295,1402,0.17682,0.21852
1985,17-29 y.,Upper Secondary Level,Not employed: registered unemployed,0.06281,91,1402,0.05010,0.07551
1985,17-29 y.,Upper Secondary Level,Not employed: no further information,0.07722,128,1402,0.06324,0.09119
1985,17-29 y.,Post-secondary Non-tertiary Level,White-collar worker,0.39360,36,67,0.27573,0.51147
1985,17-29 y.,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.28254,31,67,0.17392,0.39117
1985,17-29 y.,First Stage of Tertiary Education,White-collar worker,0.35457,40,40,0.20443,0.50471
1985,17-29 y.,Second Stage of Tertiary Education,White-collar worker,0.50153,56,56,0.36938,0.63367
1985,30-45 y.,Primary Level,Blue-collar worker,0.47525,172,280,0.41665,0.53385
1985,30-45 y.,Primary Level,Not employed: no further information,0.36324,108,280,0.30680,0.41967
1985,30-45 y.,Lower Secondary Level,Blue-collar worker,0.43536,361,648,0.39716,0.47357
1985,30-45 y.,Lower Secondary Level,White-collar worker,0.11912,59,648,0.09416,0.14409
1985,30-45 y.,Lower Secondary Level,Not employed: registered unemployed,0.06727,38,648,0.04797,0.08657
1985,30-45 y.,Lower Secondary Level,Not employed: no further information,0.31630,190,648,0.28047,0.35214
1985,30-45 y.,Upper Secondary Level,Self-employed,0.07102,118,1732,0.05892,0.08312
1985,30-45 y.,Upper Secondary Level,Blue-collar worker,0.26777,558,1732,0.24691,0.28863
1985,30-45 y.,Upper Secondary Level,Civil servant,0.06091,93,1732,0.04965,0.07218
1985,30-45 y.,Upper Secondary Level,White-collar worker,0.36202,564,1732,0.33938,0.38466
1985,30-45 y.,Upper Secondary Level,Not employed: registered unemployed,0.05039,85,1732,0.04008,0.06069
1985,30-45 y.,Upper Secondary Level,Not employed: no further information,0.17275,314,1732,0.15495,0.19056
1985,30-45 y.,Post-secondary Non-tertiary Level,Blue-collar worker,0.23496,34,34,0.09031,0.37962
1985,30-45 y.,First Stage of Tertiary Education,White-collar worker,0.54011,122,154,0.46113,0.61908
1985,30-45 y.,First Stage of Tertiary Education,Not employed: no further information,0.13231,32,154,0.07862,0.18600
1985,30-45 y.,Second Stage of Tertiary Education,Self-employed,0.11483,43,313,0.07945,0.15021
1985,30-45 y.,Second Stage of Tertiary Education,Civil servant,0.32324,116,313,0.27134,0.37514
1985,30-45 y.,Second Stage of Tertiary Education,White-collar worker,0.43169,154,313,0.37673,0.48665
1985,46-65 y.,Primary Level,Blue-collar worker,0.54371,199,272,0.48440,0.60301
1985,46-65 y.,Primary Level,Not employed: no further information,0.19844,73,272,0.15096,0.24593
1985,46-65 y.,Lower Secondary Level,Self-employed,0.04607,46,991,0.03301,0.05913
1985,46-65 y.,Lower Secondary Level,Blue-collar worker,0.26541,322,991,0.23790,0.29291
1985,46-65 y.,Lower Secondary Level,White-collar worker,0.07957,78,991,0.06272,0.09643
1985,46-65 y.,Lower Secondary Level,Not employed: Pensioner,0.25039,203,991,0.22340,0.27738
1985,46-65 y.,Lower Secondary Level,Not employed: registered unemployed,0.03429,37,991,0.02295,0.04562
1985,46-65 y.,Lower Secondary Level,Not employed: no further information,0.31713,305,991,0.28814,0.34612
1985,46-65 y.,Upper Secondary Level,Self-employed,0.07227,103,1475,0.05905,0.08549
1985,46-65 y.,Upper Secondary Level,Blue-collar worker,0.22478,399,1475,0.20347,0.24609
1985,46-65 y.,Upper Secondary Level,Civil servant,0.04577,65,1475,0.03510,0.05644
1985,46-65 y.,Upper Secondary Level,White-collar worker,0.24080,338,1475,0.21898,0.26263
1985,46-65 y.,Upper Secondary Level,Not employed: Pensioner,0.22866,287,1475,0.20722,0.25010
1985,46-65 y.,Upper Secondary Level,Not employed: registered unemployed,0.04054,61,1475,0.03047,0.05060
1985,46-65 y.,Upper Secondary Level,Not employed: no further information,0.14718,222,1475,0.12909,0.16526
1985,46-65 y.,First Stage of Tertiary Education,Self-employed,0.17151,33,143,0.10950,0.23351
1985,46-65 y.,First Stage of Tertiary Education,White-collar worker,0.37037,76,143,0.29095,0.44980
1985,46-65 y.,First Stage of Tertiary Education,Not employed: Pensioner,0.19822,34,143,0.13265,0.26380
1985,46-65 y.,Second Stage of Tertiary Education,Civil servant,0.27238,58,145,0.19967,0.34509
1985,46-65 y.,Second Stage of Tertiary Education,White-collar worker,0.40358,87,145,0.32344,0.48371
1985,66 and older,Lower Secondary Level,Not employed: Pensioner,0.89720,372,412,0.86784,0.92656
1985,66 and older,Lower Secondary Level,Not employed: no further information,0.07989,40,412,0.05368,0.10610
1985,66 and older,Upper Secondary Level,Not employed: Pensioner,0.91912,465,465,0.89431,0.94393
1985,66 and older,First Stage of Tertiary Education,Not employed: Pensioner,0.88319,70,70,0.80740,0.95898
1985,66 and older,Second Stage of Tertiary Education,Not employed: Pensioner,0.94544,51,51,0.88249,1.00840
1986,17-29 y.,Pre-primary Level,Apprentice/ Trainee/ Intern,0.96610,182,182,0.93973,0.99246
1986,17-29 y.,Primary Level,Blue-collar worker,0.36944,54,134,0.28741,0.45147
1986,17-29 y.,Primary Level,Apprentice/ Trainee/ Intern,0.26039,37,134,0.18581,0.33498
1986,17-29 y.,Primary Level,Not employed: no further information,0.18227,43,134,0.11666,0.24789
1986,17-29 y.,Lower Secondary Level,Blue-collar worker,0.18450,238,920,0.15942,0.20958
1986,17-29 y.,Lower Secondary Level,White-collar worker,0.08814,63,920,0.06981,0.10647
1986,17-29 y.,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.56715,476,920,0.53512,0.59919
1986,17-29 y.,Lower Secondary Level,Not employed: registered unemployed,0.06001,60,920,0.04465,0.07536
1986,17-29 y.,Lower Secondary Level,Not employed: no further information,0.06459,83,920,0.04870,0.08048
1986,17-29 y.,Upper Secondary Level,Self-employed,0.02672,35,1390,0.01824,0.03520
1986,17-29 y.,Upper Secondary Level,Blue-collar worker,0.29200,449,1390,0.26808,0.31591
1986,17-29 y.,Upper Secondary Level,Civil servant,0.04734,58,1390,0.03617,0.05851
1986,17-29 y.,Upper Secondary Level,White-collar worker,0.27339,341,1390,0.24995,0.29683
1986,17-29 y.,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.21078,288,1390,0.18933,0.23223
1986,17-29 y.,Upper Secondary Level,Not employed: Military/Community Service,0.03194,36,1390,0.02269,0.04118
1986,17-29 y.,Upper Secondary Level,Not employed: registered unemployed,0.04416,76,1390,0.03335,0.05496
1986,17-29 y.,Upper Secondary Level,Not employed: no further information,0.07111,107,1390,0.05759,0.08462
1986,17-29 y.,Post-secondary Non-tertiary Level,White-collar worker,0.44648,38,38,0.28629,0.60667
1986,17-29 y.,First Stage of Tertiary Education,White-collar worker,0.37089,37,37,0.21309,0.52868
1986,17-29 y.,Second Stage of Tertiary Education,White-collar worker,0.57611,47,47,0.43330,0.71892
1986,30-45 y.,Primary Level,Blue-collar worker,0.52564,155,252,0.46386,0.58741
1986,30-45 y.,Primary Level,Not employed: no further information,0.36907,97,252,0.30937,0.42877
1986,30-45 y.,Lower Secondary Level,Blue-collar worker,0.40977,318,592,0.37012,0.44942
1986,30-45 y.,Lower Secondary Level,White-collar worker,0.14362,62,592,0.11535,0.17190
1986,30-45 y.,Lower Secondary Level,Not employed: registered unemployed,0.06891,37,592,0.04849,0.08933
1986,30-45 y.,Lower Secondary Level,Not employed: no further information,0.33075,175,592,0.29282,0.36868
1986,30-45 y.,Upper Secondary Level,Self-employed,0.07043,112,1622,0.05798,0.08289
1986,30-45 y.,Upper Secondary Level,Blue-collar worker,0.27878,526,1622,0.25695,0.30060
1986,30-45 y.,Upper Secondary Level,Civil servant,0.06213,87,1622,0.05038,0.07389
1986,30-45 y.,Upper Secondary Level,White-collar worker,0.34238,504,1622,0.31928,0.36548
1986,30-45 y.,Upper Secondary Level,Not employed: registered unemployed,0.04731,76,1622,0.03698,0.05765
1986,30-45 y.,Upper Secondary Level,Not employed: no further information,0.18206,317,1622,0.16327,0.20084
1986,30-45 y.,Post-secondary Non-tertiary Level,Blue-collar worker,0.17915,33,72,0.08995,0.26835
1986,30-45 y.,Post-secondary Non-tertiary Level,White-collar worker,0.54388,39,72,0.42802,0.65973
1986,30-45 y.,First Stage of Tertiary Education,Self-employed,0.14496,32,171,0.09203,0.19788
1986,30-45 y.,First Stage of Tertiary Education,White-collar worker,0.49779,105,171,0.42262,0.57295
1986,30-45 y.,First Stage of Tertiary Education,Not employed: no further information,0.15110,34,171,0.09726,0.20493
1986,30-45 y.,Second Stage of Tertiary Education,Self-employed,0.10478,42,313,0.07079,0.13876
1986,30-45 y.,Second Stage of Tertiary Education,Civil servant,0.30400,117,313,0.25296,0.35504
1986,30-45 y.,Second Stage of Tertiary Education,White-collar worker,0.43011,154,313,0.37517,0.48505
1986,46-65 y.,Primary Level,Blue-collar worker,0.55379,184,260,0.49324,0.61433
1986,46-65 y.,Primary Level,Not employed: no further information,0.24513,76,260,0.19274,0.29752
1986,46-65 y.,Lower Secondary Level,Self-employed,0.05766,55,943,0.04278,0.07255
1986,46-65 y.,Lower Secondary Level,Blue-collar worker,0.25898,313,943,0.23101,0.28696
1986,46-65 y.,Lower Secondary Level,White-collar worker,0.08504,73,943,0.06723,0.10286
1986,46-65 y.,Lower Secondary Level,Not employed: Pensioner,0.24423,181,943,0.21679,0.27166
1986,46-65 y.,Lower Secondary Level,Not employed: registered unemployed,0.04157,41,943,0.02882,0.05431
1986,46-65 y.,Lower Secondary Level,Not employed: no further information,0.30765,280,943,0.27818,0.33713
1986,46-65 y.,Upper Secondary Level,Self-employed,0.06971,100,1463,0.05666,0.08277
1986,46-65 y.,Upper Secondary Level,Blue-collar worker,0.23579,420,1463,0.21403,0.25755
1986,46-65 y.,Upper Secondary Level,Civil servant,0.03610,54,1463,0.02654,0.04567
1986,46-65 y.,Upper Secondary Level,White-collar worker,0.24074,334,1463,0.21882,0.26266
1986,46-65 y.,Upper Secondary Level,Not employed: Pensioner,0.23600,288,1463,0.21423,0.25776
1986,46-65 y.,Upper Secondary Level,Not employed: registered unemployed,0.03446,57,1463,0.02511,0.04381
1986,46-65 y.,Upper Secondary Level,Not employed: no further information,0.14522,210,1463,0.12716,0.16328
1986,46-65 y.,First Stage of Tertiary Education,White-collar worker,0.37544,75,107,0.28325,0.46762
1986,46-65 y.,First Stage of Tertiary Education,Not employed: Pensioner,0.18767,32,107,0.11334,0.26200
1986,46-65 y.,Second Stage of Tertiary Education,Self-employed,0.14336,32,179,0.09188,0.19485
1986,46-65 y.,Second Stage of Tertiary Education,Civil servant,0.29732,65,179,0.23017,0.36447
1986,46-65 y.,Second Stage of Tertiary Education,White-collar worker,0.35408,82,179,0.28382,0.42433
1986,66 and older,Lower Secondary Level,Not employed: Pensioner,0.90422,350,386,0.87482,0.93362
1986,66 and older,Lower Secondary Level,Not employed: no further information,0.07639,36,386,0.04985,0.10292
1986,66 and older,Upper Secondary Level,Not employed: Pensioner,0.92779,438,438,0.90352,0.95205
1986,66 and older,First Stage of Tertiary Education,Not employed: Pensioner,0.93891,67,67,0.88112,0.99669
1986,66 and older,Second Stage of Tertiary Education,Not employed: Pensioner,0.91225,47,47,0.83049,0.99401
1987,17-29 y.,No answer / don't know,Apprentice/ Trainee/ Intern,0.60236,34,34,0.43538,0.76935
1987,17-29 y.,Pre-primary Level,Apprentice/ Trainee/ Intern,0.93792,182,182,0.90276,0.97307
1987,17-29 y.,Primary Level,Blue-collar worker,0.34934,43,109,0.25942,0.43926
1987,17-29 y.,Primary Level,Apprentice/ Trainee/ Intern,0.28245,34,109,0.19755,0.36736
1987,17-29 y.,Primary Level,Not employed: no further information,0.16128,32,109,0.09191,0.23065
1987,17-29 y.,Lower Secondary Level,Blue-collar worker,0.20733,220,902,0.18086,0.23380
1987,17-29 y.,Lower Secondary Level,White-collar worker,0.10319,66,902,0.08333,0.12306
1987,17-29 y.,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.53413,477,902,0.50156,0.56670
1987,17-29 y.,Lower Secondary Level,Not employed: registered unemployed,0.05435,54,902,0.03955,0.06916
1987,17-29 y.,Lower Secondary Level,Not employed: no further information,0.07286,85,902,0.05589,0.08984
1987,17-29 y.,Upper Secondary Level,Blue-collar worker,0.30829,472,1365,0.28379,0.33280
1987,17-29 y.,Upper Secondary Level,Civil servant,0.04242,53,1365,0.03173,0.05312
1987,17-29 y.,Upper Secondary Level,White-collar worker,0.29281,355,1365,0.26866,0.31696
1987,17-29 y.,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.19835,275,1365,0.17719,0.21952
1987,17-29 y.,Upper Secondary Level,Not employed: Military/Community Service,0.03543,40,1365,0.02562,0.04524
1987,17-29 y.,Upper Secondary Level,Not employed: registered unemployed,0.04172,69,1365,0.03111,0.05233
1987,17-29 y.,Upper Secondary Level,Not employed: no further information,0.06446,101,1365,0.05143,0.07749
1987,17-29 y.,Post-secondary Non-tertiary Level,White-collar worker,0.42408,40,40,0.26897,0.57918
1987,17-29 y.,First Stage of Tertiary Education,White-collar worker,0.43901,38,38,0.27911,0.59892
1987,17-29 y.,Second Stage of Tertiary Education,White-collar worker,0.45058,41,41,0.29639,0.60477
1987,30-45 y.,Primary Level,Blue-collar worker,0.51660,151,236,0.45271,0.58049
1987,30-45 y.,Primary Level,Not employed: no further information,0.31383,85,236,0.25450,0.37316
1987,30-45 y.,Lower Secondary Level,Blue-collar worker,0.44537,318,559,0.40413,0.48661
1987,30-45 y.,Lower Secondary Level,White-collar worker,0.12448,51,559,0.09709,0.15187
1987,30-45 y.,Lower Secondary Level,Not employed: registered unemployed,0.06234,35,559,0.04228,0.08241
1987,30-45 y.,Lower Secondary Level,Not employed: no further information,0.29902,155,559,0.26103,0.33701
1987,30-45 y.,Upper Secondary Level,Self-employed,0.06969,107,1571,0.05709,0.08228
1987,30-45 y.,Upper Secondary Level,Blue-collar worker,0.29579,539,1571,0.27321,0.31836
1987,30-45 y.,Upper Secondary Level,Civil servant,0.06594,90,1571,0.05367,0.07822
1987,30-45 y.,Upper Secondary Level,White-collar worker,0.33805,484,1571,0.31465,0.36145
1987,30-45 y.,Upper Secondary Level,Not employed: registered unemployed,0.03790,57,1571,0.02845,0.04734
1987,30-45 y.,Upper Secondary Level,Not employed: no further information,0.17685,294,1571,0.15798,0.19573
1987,30-45 y.,Post-secondary Non-tertiary Level,Blue-collar worker,0.20721,33,73,0.11359,0.30083
1987,30-45 y.,Post-secondary Non-tertiary Level,White-collar worker,0.56004,40,73,0.44538,0.67470
1987,30-45 y.,First Stage of Tertiary Education,Self-employed,0.16880,34,179,0.11377,0.22383
1987,30-45 y.,First Stage of Tertiary Education,White-collar worker,0.50457,108,179,0.43112,0.57803
1987,30-45 y.,First Stage of Tertiary Education,Not employed: no further information,0.16104,37,179,0.10704,0.21503
1987,30-45 y.,Second Stage of Tertiary Education,Self-employed,0.12477,45,312,0.08804,0.16150
1987,30-45 y.,Second Stage of Tertiary Education,Civil servant,0.27918,104,312,0.22933,0.32904
1987,30-45 y.,Second Stage of Tertiary Education,White-collar worker,0.46268,163,312,0.40727,0.51810
1987,46-65 y.,Primary Level,Blue-collar worker,0.51320,173,284,0.45497,0.57144
1987,46-65 y.,Primary Level,Not employed: registered unemployed,0.12161,37,284,0.08353,0.15969
1987,46-65 y.,Primary Level,Not employed: no further information,0.21095,74,284,0.16342,0.25849
1987,46-65 y.,Lower Secondary Level,Self-employed,0.06266,58,914,0.04694,0.07838
1987,46-65 y.,Lower Secondary Level,Blue-collar worker,0.28485,320,914,0.25557,0.31412
1987,46-65 y.,Lower Secondary Level,White-collar worker,0.08658,67,914,0.06834,0.10482
1987,46-65 y.,Lower Secondary Level,Not employed: Pensioner,0.21018,154,914,0.18375,0.23661
1987,46-65 y.,Lower Secondary Level,Not employed: registered unemployed,0.05030,51,914,0.03613,0.06448
1987,46-65 y.,Lower Secondary Level,Not employed: no further information,0.30092,264,914,0.27117,0.33067
1987,46-65 y.,Upper Secondary Level,Self-employed,0.07360,102,1464,0.06022,0.08698
1987,46-65 y.,Upper Secondary Level,Blue-collar worker,0.23570,417,1464,0.21395,0.25744
1987,46-65 y.,Upper Secondary Level,Civil servant,0.04246,61,1464,0.03213,0.05280
1987,46-65 y.,Upper Secondary Level,White-collar worker,0.24417,337,1464,0.22215,0.26618
1987,46-65 y.,Upper Secondary Level,Not employed: Pensioner,0.20808,256,1464,0.18728,0.22888
1987,46-65 y.,Upper Secondary Level,Not employed: registered unemployed,0.04127,69,1464,0.03107,0.05146
1987,46-65 y.,Upper Secondary Level,Not employed: no further information,0.15269,222,1464,0.13426,0.17112
1987,46-65 y.,First Stage of Tertiary Education,White-collar worker,0.37638,76,107,0.28415,0.46862
1987,46-65 y.,First Stage of Tertiary Education,Not employed: Pensioner,0.17696,31,107,0.10431,0.24961
1987,46-65 y.,Second Stage of Tertiary Education,Civil servant,0.30642,70,151,0.23264,0.38019
1987,46-65 y.,Second Stage of Tertiary Education,White-collar worker,0.34683,81,151,0.27066,0.42300
1987,66 and older,Lower Secondary Level,Not employed: Pensioner,0.89801,357,393,0.86805,0.92797
1987,66 and older,Lower Secondary Level,Not employed: no further information,0.07717,36,393,0.05075,0.10359
1987,66 and older,Upper Secondary Level,Not employed: Pensioner,0.93243,464,464,0.90957,0.95530
1987,66 and older,First Stage of Tertiary Education,Not employed: Pensioner,0.91486,62,62,0.84483,0.98490
1987,66 and older,Second Stage of Tertiary Education,Not employed: Pensioner,0.87978,49,49,0.78777,0.97178
1988,17-29 y.,No answer / don't know,Apprentice/ Trainee/ Intern,0.47493,40,40,0.31820,0.63166
1988,17-29 y.,Pre-primary Level,Apprentice/ Trainee/ Intern,0.97136,155,155,0.94501,0.99770
1988,17-29 y.,Primary Level,Blue-collar worker,0.29581,44,80,0.19517,0.39646
1988,17-29 y.,Primary Level,Not employed: no further information,0.23533,36,80,0.14179,0.32887
1988,17-29 y.,Lower Secondary Level,Blue-collar worker,0.18579,223,885,0.16015,0.21143
1988,17-29 y.,Lower Secondary Level,White-collar worker,0.09922,64,885,0.07951,0.11893
1988,17-29 y.,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.53672,450,885,0.50385,0.56959
1988,17-29 y.,Lower Secondary Level,Not employed: registered unemployed,0.04740,53,885,0.03339,0.06141
1988,17-29 y.,Lower Secondary Level,Not employed: no further information,0.08845,95,885,0.06973,0.10717
1988,17-29 y.,Upper Secondary Level,Blue-collar worker,0.30784,438,1278,0.28253,0.33316
1988,17-29 y.,Upper Secondary Level,Civil servant,0.04309,48,1278,0.03195,0.05423
1988,17-29 y.,Upper Secondary Level,White-collar worker,0.26994,310,1278,0.24559,0.29428
1988,17-29 y.,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.18870,250,1278,0.16724,0.21016
1988,17-29 y.,Upper Secondary Level,Not employed: Military/Community Service,0.03583,38,1278,0.02564,0.04603
1988,17-29 y.,Upper Secondary Level,Not employed: registered unemployed,0.05381,76,1278,0.04144,0.06619
1988,17-29 y.,Upper Secondary Level,Not employed: no further information,0.08002,118,1278,0.06514,0.09491
1988,17-29 y.,Post-secondary Non-tertiary Level,White-collar worker,0.44596,41,41,0.29191,0.60000
1988,17-29 y.,Second Stage of Tertiary Education,White-collar worker,0.60192,42,42,0.45208,0.75175
1988,30-45 y.,Primary Level,Blue-collar worker,0.54717,142,214,0.48032,0.61401
1988,30-45 y.,Primary Level,Not employed: no further information,0.33025,72,214,0.26709,0.39341
1988,30-45 y.,Lower Secondary Level,Blue-collar worker,0.45488,284,478,0.41019,0.49957
1988,30-45 y.,Lower Secondary Level,White-collar worker,0.12803,51,478,0.09804,0.15801
1988,30-45 y.,Lower Secondary Level,Not employed: no further information,0.27745,143,478,0.23727,0.31763
1988,30-45 y.,Upper Secondary Level,Self-employed,0.06446,99,1483,0.05195,0.07696
