year,bula_h,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Hesse,female,Blue-collar worker,0.12258,115,568,0.09558,0.14957
1984,Hesse,female,White-collar worker,0.21066,119,568,0.17710,0.24423
1984,Hesse,female,Apprentice/ Trainee/ Intern,0.07782,50,568,0.05577,0.09987
1984,Hesse,female,Not employed: Pensioner,0.26579,99,568,0.22943,0.30215
1984,Hesse,female,Not employed: no further information,0.25874,185,568,0.22269,0.29479
1984,"Rhineland-Palatinate, Saarland",male,Blue-collar worker,0.32247,161,335,0.27234,0.37260
1984,"Rhineland-Palatinate, Saarland",male,White-collar worker,0.14078,54,335,0.10348,0.17808
1984,"Rhineland-Palatinate, Saarland",male,Apprentice/ Trainee/ Intern,0.10330,47,335,0.07066,0.13594
1984,"Rhineland-Palatinate, Saarland",male,Not employed: Pensioner,0.22783,73,335,0.18285,0.27281
1984,"Rhineland-Palatinate, Saarland",female,Blue-collar worker,0.09432,58,406,0.06585,0.12278
1984,"Rhineland-Palatinate, Saarland",female,White-collar worker,0.15933,68,406,0.12368,0.19497
1984,"Rhineland-Palatinate, Saarland",female,Apprentice/ Trainee/ Intern,0.08112,34,406,0.05453,0.10771
1984,"Rhineland-Palatinate, Saarland",female,Not employed: Pensioner,0.23856,77,406,0.19706,0.28007
1984,"Rhineland-Palatinate, Saarland",female,Not employed: no further information,0.36692,169,406,0.31998,0.41386
1984,Baden-Wuerttemberg,male,Self-employed,0.06958,65,1070,0.05433,0.08483
1984,Baden-Wuerttemberg,male,Blue-collar worker,0.36384,559,1070,0.33500,0.39268
1984,Baden-Wuerttemberg,male,Civil servant,0.07694,65,1070,0.06096,0.09291
1984,Baden-Wuerttemberg,male,White-collar worker,0.18378,154,1070,0.16056,0.20700
1984,Baden-Wuerttemberg,male,Apprentice/ Trainee/ Intern,0.10013,107,1070,0.08214,0.11813
1984,Baden-Wuerttemberg,male,Not employed: Pensioner,0.18001,120,1070,0.15698,0.20304
1984,Baden-Wuerttemberg,female,Self-employed,0.03547,38,1097,0.02452,0.04642
1984,Baden-Wuerttemberg,female,Blue-collar worker,0.13982,260,1097,0.11928,0.16035
1984,Baden-Wuerttemberg,female,White-collar worker,0.21066,201,1097,0.18652,0.23480
1984,Baden-Wuerttemberg,female,Apprentice/ Trainee/ Intern,0.06883,71,1097,0.05384,0.08382
1984,Baden-Wuerttemberg,female,Not employed: Pensioner,0.25469,167,1097,0.22890,0.28049
1984,Baden-Wuerttemberg,female,Not employed: no further information,0.26563,360,1097,0.23948,0.29178
1984,Bavaria,male,Self-employed,0.09388,81,968,0.07550,0.11226
1984,Bavaria,male,Blue-collar worker,0.28676,354,968,0.25826,0.31527
1984,Bavaria,male,Civil servant,0.08406,75,968,0.06657,0.10155
1984,Bavaria,male,White-collar worker,0.21320,192,968,0.18739,0.23902
1984,Bavaria,male,Apprentice/ Trainee/ Intern,0.08484,92,968,0.06728,0.10240
1984,Bavaria,male,Not employed: Pensioner,0.18431,132,968,0.15987,0.20875
1984,Bavaria,male,Not employed: registered unemployed,0.03275,42,968,0.02153,0.04397
1984,Bavaria,female,Self-employed,0.03650,38,1045,0.02512,0.04787
1984,Bavaria,female,Blue-collar worker,0.11247,190,1045,0.09331,0.13164
1984,Bavaria,female,White-collar worker,0.21037,229,1045,0.18565,0.23509
1984,Bavaria,female,Apprentice/ Trainee/ Intern,0.07488,88,1045,0.05892,0.09085
1984,Bavaria,female,Not employed: Pensioner,0.23167,166,1045,0.20608,0.25727
1984,Bavaria,female,Not employed: no further information,0.29109,334,1045,0.26353,0.31864
1984,Berlin,male,Blue-collar worker,0.30873,78,115,0.22392,0.39353
1984,Berlin,male,White-collar worker,0.22603,37,115,0.14925,0.30281
1984,Berlin,female,Blue-collar worker,0.15331,52,187,0.10153,0.20509
1984,Berlin,female,White-collar worker,0.26690,56,187,0.20333,0.33047
1984,Berlin,female,Not employed: Pensioner,0.36146,45,187,0.29242,0.43051
1984,Berlin,female,Not employed: no further information,0.12111,34,187,0.07422,0.16799
1985,Schleswig-Holstein,male,Blue-collar worker,0.31301,59,93,0.21826,0.40777
1985,Schleswig-Holstein,male,White-collar worker,0.20049,34,93,0.11868,0.28230
1985,Schleswig-Holstein,female,White-collar worker,0.26100,49,137,0.18719,0.33481
1985,Schleswig-Holstein,female,Not employed: Pensioner,0.29818,38,137,0.22129,0.37506
1985,Schleswig-Holstein,female,Not employed: no further information,0.23485,50,137,0.16360,0.30609
1985,Hamburg,male,Blue-collar worker,0.19488,39,76,0.10523,0.28453
1985,Hamburg,male,White-collar worker,0.28193,37,76,0.18010,0.38376
1985,Hamburg,female,White-collar worker,0.32527,45,79,0.22130,0.42923
1985,Hamburg,female,Not employed: Pensioner,0.37148,34,79,0.26425,0.47872
1985,Lower Saxony,male,Self-employed,0.07504,42,532,0.05264,0.09745
1985,Lower Saxony,male,Blue-collar worker,0.23435,148,532,0.19832,0.27038
1985,Lower Saxony,male,Civil servant,0.08685,45,532,0.06289,0.11080
1985,Lower Saxony,male,White-collar worker,0.18186,99,532,0.14905,0.21467
1985,Lower Saxony,male,Apprentice/ Trainee/ Intern,0.14109,78,532,0.11148,0.17070
1985,Lower Saxony,male,Not employed: Pensioner,0.19354,76,532,0.15993,0.22714
1985,Lower Saxony,male,Not employed: registered unemployed,0.07541,44,532,0.05295,0.09787
1985,Lower Saxony,female,Blue-collar worker,0.09205,64,515,0.06706,0.11705
1985,Lower Saxony,female,White-collar worker,0.19509,112,515,0.16083,0.22935
1985,Lower Saxony,female,Apprentice/ Trainee/ Intern,0.10745,65,515,0.08067,0.13422
1985,Lower Saxony,female,Not employed: Pensioner,0.28768,112,515,0.24855,0.32682
1985,Lower Saxony,female,Not employed: no further information,0.23502,162,515,0.19836,0.27167
1985,North Rhine-Westphalia,male,Self-employed,0.06081,86,1433,0.04843,0.07318
1985,North Rhine-Westphalia,male,Blue-collar worker,0.30672,572,1433,0.28284,0.33061
1985,North Rhine-Westphalia,male,Civil servant,0.07923,100,1433,0.06524,0.09322
1985,North Rhine-Westphalia,male,White-collar worker,0.20238,258,1433,0.18157,0.22319
1985,North Rhine-Westphalia,male,Apprentice/ Trainee/ Intern,0.12478,194,1433,0.10766,0.14190
1985,North Rhine-Westphalia,male,Not employed: Pensioner,0.16309,152,1433,0.14396,0.18223
1985,North Rhine-Westphalia,male,Not employed: registered unemployed,0.04589,71,1433,0.03505,0.05673
1985,North Rhine-Westphalia,female,Self-employed,0.03031,45,1465,0.02153,0.03909
1985,North Rhine-Westphalia,female,Blue-collar worker,0.07957,187,1465,0.06571,0.09343
1985,North Rhine-Westphalia,female,White-collar worker,0.20563,288,1465,0.18493,0.22633
1985,North Rhine-Westphalia,female,Apprentice/ Trainee/ Intern,0.08886,138,1465,0.07429,0.10344
1985,North Rhine-Westphalia,female,Not employed: Pensioner,0.24836,224,1465,0.22623,0.27050
1985,North Rhine-Westphalia,female,Not employed: registered unemployed,0.03943,70,1465,0.02946,0.04940
1985,North Rhine-Westphalia,female,Not employed: no further information,0.28528,513,1465,0.26215,0.30841
1985,Hesse,male,Self-employed,0.06395,37,530,0.04310,0.08480
1985,Hesse,male,Blue-collar worker,0.25869,220,530,0.22137,0.29600
1985,Hesse,male,Civil servant,0.07690,32,530,0.05420,0.09961
1985,Hesse,male,White-collar worker,0.22147,109,530,0.18608,0.25686
1985,Hesse,male,Apprentice/ Trainee/ Intern,0.11141,60,530,0.08459,0.13822
1985,Hesse,male,Not employed: Pensioner,0.20649,72,530,0.17200,0.24098
1985,Hesse,female,Blue-collar worker,0.12096,99,512,0.09269,0.14924
1985,Hesse,female,White-collar worker,0.20020,105,512,0.16550,0.23489
1985,Hesse,female,Apprentice/ Trainee/ Intern,0.07964,48,512,0.05616,0.10311
1985,Hesse,female,Not employed: Pensioner,0.28561,94,512,0.24645,0.32478
1985,Hesse,female,Not employed: no further information,0.24587,166,512,0.20854,0.28321
1985,"Rhineland-Palatinate, Saarland",male,Blue-collar worker,0.31985,147,309,0.26776,0.37194
1985,"Rhineland-Palatinate, Saarland",male,White-collar worker,0.14126,52,309,0.10237,0.18016
1985,"Rhineland-Palatinate, Saarland",male,Apprentice/ Trainee/ Intern,0.09875,42,309,0.06543,0.13207
1985,"Rhineland-Palatinate, Saarland",male,Not employed: Pensioner,0.23799,68,309,0.19043,0.28555
1985,"Rhineland-Palatinate, Saarland",female,Blue-collar worker,0.10835,56,324,0.07445,0.14225
1985,"Rhineland-Palatinate, Saarland",female,White-collar worker,0.16152,59,324,0.12138,0.20165
1985,"Rhineland-Palatinate, Saarland",female,Not employed: Pensioner,0.24817,69,324,0.20106,0.29528
1985,"Rhineland-Palatinate, Saarland",female,Not employed: no further information,0.33441,140,324,0.28296,0.38586
1985,Baden-Wuerttemberg,male,Self-employed,0.07409,61,994,0.05780,0.09038
1985,Baden-Wuerttemberg,male,Blue-collar worker,0.34717,484,994,0.31756,0.37678
1985,Baden-Wuerttemberg,male,Civil servant,0.08228,62,994,0.06518,0.09937
1985,Baden-Wuerttemberg,male,White-collar worker,0.17999,140,994,0.15610,0.20389
1985,Baden-Wuerttemberg,male,Apprentice/ Trainee/ Intern,0.11862,116,994,0.09851,0.13873
1985,Baden-Wuerttemberg,male,Not employed: Pensioner,0.16411,98,994,0.14107,0.18715
1985,Baden-Wuerttemberg,male,Not employed: registered unemployed,0.01579,33,994,0.00803,0.02354
1985,Baden-Wuerttemberg,female,Self-employed,0.04552,42,1009,0.03265,0.05838
1985,Baden-Wuerttemberg,female,Blue-collar worker,0.14412,237,1009,0.12244,0.16581
1985,Baden-Wuerttemberg,female,White-collar worker,0.22490,192,1009,0.19913,0.25068
1985,Baden-Wuerttemberg,female,Apprentice/ Trainee/ Intern,0.07897,76,1009,0.06232,0.09562
1985,Baden-Wuerttemberg,female,Not employed: Pensioner,0.25314,143,1009,0.22629,0.27998
1985,Baden-Wuerttemberg,female,Not employed: registered unemployed,0.02236,32,1009,0.01323,0.03149
1985,Baden-Wuerttemberg,female,Not employed: no further information,0.21637,287,1009,0.19095,0.24179
1985,Bavaria,male,Self-employed,0.10230,81,882,0.08229,0.12231
1985,Bavaria,male,Blue-collar worker,0.26348,314,882,0.23439,0.29257
1985,Bavaria,male,Civil servant,0.07881,65,882,0.06102,0.09660
1985,Bavaria,male,White-collar worker,0.21476,181,882,0.18765,0.24188
1985,Bavaria,male,Apprentice/ Trainee/ Intern,0.09010,83,882,0.07120,0.10901
1985,Bavaria,male,Not employed: Pensioner,0.18791,118,882,0.16211,0.21370
1985,Bavaria,male,Not employed: registered unemployed,0.04589,40,882,0.03208,0.05971
1985,Bavaria,female,Self-employed,0.04566,46,943,0.03233,0.05899
1985,Bavaria,female,Blue-collar worker,0.12220,171,943,0.10129,0.14312
1985,Bavaria,female,White-collar worker,0.21380,221,943,0.18762,0.23999
1985,Bavaria,female,Apprentice/ Trainee/ Intern,0.07583,80,943,0.05893,0.09274
1985,Bavaria,female,Not employed: Pensioner,0.25522,161,943,0.22737,0.28306
1985,Bavaria,female,Not employed: no further information,0.24145,264,943,0.21412,0.26878
1985,Berlin,male,Blue-collar worker,0.22440,52,93,0.13915,0.30965
1985,Berlin,male,White-collar worker,0.29165,41,93,0.19877,0.38452
1985,Berlin,female,Blue-collar worker,0.15098,43,164,0.09601,0.20594
1985,Berlin,female,White-collar worker,0.25826,49,164,0.19107,0.32546
1985,Berlin,female,Not employed: Pensioner,0.37183,39,164,0.29764,0.44603
1985,Berlin,female,Not employed: no further information,0.13157,33,164,0.07968,0.18346
1986,Schleswig-Holstein,male,Blue-collar worker,0.30499,56,56,0.18331,0.42666
1986,Schleswig-Holstein,female,White-collar worker,0.29963,47,91,0.20498,0.39427
1986,Schleswig-Holstein,female,Not employed: no further information,0.23055,44,91,0.14353,0.31756
1986,Hamburg,male,Blue-collar worker,0.20674,36,73,0.11319,0.30028
1986,Hamburg,male,White-collar worker,0.29639,37,73,0.19090,0.40187
1986,Hamburg,female,White-collar worker,0.27447,34,65,0.16514,0.38380
1986,Hamburg,female,Not employed: Pensioner,0.39029,31,65,0.27077,0.50980
1986,Lower Saxony,male,Self-employed,0.08743,48,497,0.06257,0.11229
1986,Lower Saxony,male,Blue-collar worker,0.24438,152,497,0.20656,0.28220
1986,Lower Saxony,male,Civil servant,0.08719,44,497,0.06236,0.11202
1986,Lower Saxony,male,White-collar worker,0.17833,100,497,0.14464,0.21202
1986,Lower Saxony,male,Apprentice/ Trainee/ Intern,0.12956,75,497,0.10000,0.15911
1986,Lower Saxony,male,Not employed: Pensioner,0.20182,78,497,0.16649,0.23714
1986,Lower Saxony,female,Blue-collar worker,0.09720,72,508,0.07141,0.12298
1986,Lower Saxony,female,White-collar worker,0.18188,104,508,0.14831,0.21546
1986,Lower Saxony,female,Apprentice/ Trainee/ Intern,0.11267,72,508,0.08514,0.14019
1986,Lower Saxony,female,Not employed: Pensioner,0.27259,102,508,0.23383,0.31135
1986,Lower Saxony,female,Not employed: no further information,0.24091,158,508,0.20369,0.27813
1986,North Rhine-Westphalia,male,Self-employed,0.06482,91,1380,0.05182,0.07781
1986,North Rhine-Westphalia,male,Blue-collar worker,0.30151,551,1380,0.27729,0.32573
1986,North Rhine-Westphalia,male,Civil servant,0.07853,98,1380,0.06433,0.09272
1986,North Rhine-Westphalia,male,White-collar worker,0.18876,228,1380,0.16810,0.20941
1986,North Rhine-Westphalia,male,Apprentice/ Trainee/ Intern,0.12946,195,1380,0.11174,0.14717
1986,North Rhine-Westphalia,male,Not employed: Pensioner,0.16767,151,1380,0.14796,0.18739
1986,North Rhine-Westphalia,male,Not employed: registered unemployed,0.04371,66,1380,0.03292,0.05450
1986,North Rhine-Westphalia,female,Self-employed,0.03008,44,1403,0.02113,0.03902
1986,North Rhine-Westphalia,female,Blue-collar worker,0.07756,172,1403,0.06356,0.09157
1986,North Rhine-Westphalia,female,White-collar worker,0.20194,272,1403,0.18092,0.22295
1986,North Rhine-Westphalia,female,Apprentice/ Trainee/ Intern,0.08212,139,1403,0.06775,0.09649
1986,North Rhine-Westphalia,female,Not employed: Pensioner,0.25383,212,1403,0.23104,0.27661
1986,North Rhine-Westphalia,female,Not employed: registered unemployed,0.04572,80,1403,0.03479,0.05665
1986,North Rhine-Westphalia,female,Not employed: no further information,0.28718,484,1403,0.26350,0.31086
1986,Hesse,male,Blue-collar worker,0.23533,190,429,0.19514,0.27551
1986,Hesse,male,White-collar worker,0.24893,107,429,0.20797,0.28990
1986,Hesse,male,Apprentice/ Trainee/ Intern,0.13379,65,429,0.10154,0.16605
1986,Hesse,male,Not employed: Pensioner,0.21355,67,429,0.17472,0.25237
1986,Hesse,female,Blue-collar worker,0.13129,97,477,0.10095,0.16162
1986,Hesse,female,White-collar worker,0.21266,109,477,0.17590,0.24942
1986,Hesse,female,Apprentice/ Trainee/ Intern,0.06830,43,477,0.04564,0.09096
1986,Hesse,female,Not employed: Pensioner,0.29309,87,477,0.25220,0.33398
1986,Hesse,female,Not employed: no further information,0.22088,141,477,0.18362,0.25815
1986,"Rhineland-Palatinate, Saarland",male,Blue-collar worker,0.32604,148,318,0.27443,0.37764
1986,"Rhineland-Palatinate, Saarland",male,White-collar worker,0.14712,56,318,0.10813,0.18612
1986,"Rhineland-Palatinate, Saarland",male,Apprentice/ Trainee/ Intern,0.11434,45,318,0.07931,0.14937
1986,"Rhineland-Palatinate, Saarland",male,Not employed: Pensioner,0.24983,69,318,0.20217,0.29749
1986,"Rhineland-Palatinate, Saarland",female,Blue-collar worker,0.11022,55,327,0.07622,0.14422
1986,"Rhineland-Palatinate, Saarland",female,White-collar worker,0.16611,65,327,0.12571,0.20651
1986,"Rhineland-Palatinate, Saarland",female,Not employed: Pensioner,0.25824,69,327,0.21073,0.30575
1986,"Rhineland-Palatinate, Saarland",female,Not employed: no further information,0.32824,138,327,0.27727,0.37922
1986,Baden-Wuerttemberg,male,Self-employed,0.06501,52,983,0.04959,0.08043
1986,Baden-Wuerttemberg,male,Blue-collar worker,0.35402,485,983,0.32411,0.38393
1986,Baden-Wuerttemberg,male,Civil servant,0.07737,58,983,0.06066,0.09408
1986,Baden-Wuerttemberg,male,White-collar worker,0.18865,142,983,0.16418,0.21312
1986,Baden-Wuerttemberg,male,Apprentice/ Trainee/ Intern,0.10673,114,983,0.08742,0.12604
1986,Baden-Wuerttemberg,male,Not employed: Pensioner,0.16060,99,983,0.13763,0.18356
1986,Baden-Wuerttemberg,male,Not employed: registered unemployed,0.02642,33,983,0.01639,0.03645
1986,Baden-Wuerttemberg,female,Self-employed,0.03978,37,943,0.02730,0.05226
1986,Baden-Wuerttemberg,female,Blue-collar worker,0.15177,235,943,0.12886,0.17468
1986,Baden-Wuerttemberg,female,White-collar worker,0.22650,188,943,0.19977,0.25323
1986,Baden-Wuerttemberg,female,Apprentice/ Trainee/ Intern,0.07139,78,943,0.05495,0.08784
1986,Baden-Wuerttemberg,female,Not employed: Pensioner,0.25679,137,943,0.22890,0.28469
1986,Baden-Wuerttemberg,female,Not employed: no further information,0.21757,268,943,0.19122,0.24392
1986,Bavaria,male,Self-employed,0.09972,74,831,0.07933,0.12010
1986,Bavaria,male,Blue-collar worker,0.27192,292,831,0.24165,0.30219
1986,Bavaria,male,Civil servant,0.08622,68,831,0.06713,0.10532
1986,Bavaria,male,White-collar worker,0.19367,153,831,0.16679,0.22056
1986,Bavaria,male,Apprentice/ Trainee/ Intern,0.08812,89,831,0.06884,0.10741
1986,Bavaria,male,Not employed: Pensioner,0.20032,119,831,0.17309,0.22755
1986,Bavaria,male,Not employed: registered unemployed,0.04037,36,831,0.02698,0.05376
1986,Bavaria,female,Self-employed,0.04770,42,904,0.03380,0.06160
1986,Bavaria,female,Blue-collar worker,0.10865,150,904,0.08835,0.12894
1986,Bavaria,female,White-collar worker,0.24029,229,904,0.21242,0.26815
1986,Bavaria,female,Apprentice/ Trainee/ Intern,0.06920,72,904,0.05264,0.08575
1986,Bavaria,female,Not employed: Pensioner,0.24662,137,904,0.21850,0.27473
1986,Bavaria,female,Not employed: registered unemployed,0.03167,36,904,0.02025,0.04309
1986,Bavaria,female,Not employed: no further information,0.23708,238,904,0.20934,0.26482
1986,Berlin,male,Blue-collar worker,0.27891,66,106,0.19313,0.36469
1986,Berlin,male,White-collar worker,0.29418,40,106,0.20702,0.38133
1986,Berlin,female,Blue-collar worker,0.11730,34,149,0.06546,0.16914
1986,Berlin,female,White-collar worker,0.24586,44,149,0.17648,0.31523
1986,Berlin,female,Not employed: Pensioner,0.39392,38,149,0.31519,0.47264
1986,Berlin,female,Not employed: no further information,0.11796,33,149,0.06599,0.16993
1987,Schleswig-Holstein,male,Blue-collar worker,0.29606,51,51,0.16952,0.42260
1987,Schleswig-Holstein,female,White-collar worker,0.26772,44,119,0.18783,0.34762
1987,Schleswig-Holstein,female,Not employed: Pensioner,0.28909,35,119,0.20729,0.37089
1987,Schleswig-Holstein,female,Not employed: no further information,0.22458,40,119,0.14929,0.29988
1987,Hamburg,male,Blue-collar worker,0.24159,33,33,0.09328,0.38990
1987,Lower Saxony,male,Self-employed,0.08016,44,491,0.05612,0.10420
1987,Lower Saxony,male,Blue-collar worker,0.24411,154,491,0.20607,0.28214
1987,Lower Saxony,male,Civil servant,0.09248,46,491,0.06683,0.11813
1987,Lower Saxony,male,White-collar worker,0.18375,99,491,0.14946,0.21804
1987,Lower Saxony,male,Apprentice/ Trainee/ Intern,0.11130,71,491,0.08346,0.13915
1987,Lower Saxony,male,Not employed: Pensioner,0.19768,77,491,0.16242,0.23294
1987,Lower Saxony,female,Blue-collar worker,0.10001,73,506,0.07385,0.12618
1987,Lower Saxony,female,White-collar worker,0.20582,119,506,0.17056,0.24109
1987,Lower Saxony,female,Apprentice/ Trainee/ Intern,0.09980,68,506,0.07366,0.12594
1987,Lower Saxony,female,Not employed: Pensioner,0.27871,102,506,0.23960,0.31781
1987,Lower Saxony,female,Not employed: no further information,0.23076,144,506,0.19402,0.26751
1987,North Rhine-Westphalia,male,Self-employed,0.06361,86,1378,0.05072,0.07650
1987,North Rhine-Westphalia,male,Blue-collar worker,0.30373,530,1378,0.27944,0.32802
1987,North Rhine-Westphalia,male,Civil servant,0.07570,97,1378,0.06172,0.08967
1987,North Rhine-Westphalia,male,White-collar worker,0.20751,246,1378,0.18609,0.22893
1987,North Rhine-Westphalia,male,Apprentice/ Trainee/ Intern,0.11214,192,1378,0.09547,0.12881
1987,North Rhine-Westphalia,male,Not employed: Pensioner,0.17027,153,1378,0.15042,0.19012
1987,North Rhine-Westphalia,male,Not employed: registered unemployed,0.04380,74,1378,0.03300,0.05461
1987,North Rhine-Westphalia,female,Self-employed,0.02780,43,1406,0.01920,0.03640
1987,North Rhine-Westphalia,female,Blue-collar worker,0.08226,168,1406,0.06789,0.09663
1987,North Rhine-Westphalia,female,Civil servant,0.02539,34,1406,0.01716,0.03362
1987,North Rhine-Westphalia,female,White-collar worker,0.21384,280,1406,0.19240,0.23528
1987,North Rhine-Westphalia,female,Apprentice/ Trainee/ Intern,0.07868,137,1406,0.06460,0.09276
1987,North Rhine-Westphalia,female,Not employed: Pensioner,0.25454,213,1406,0.23176,0.27732
1987,North Rhine-Westphalia,female,Not employed: registered unemployed,0.04194,67,1406,0.03146,0.05242
1987,North Rhine-Westphalia,female,Not employed: no further information,0.27555,464,1406,0.25219,0.29891
1987,Hesse,male,Blue-collar worker,0.28209,220,437,0.23985,0.32433
1987,Hesse,male,White-collar worker,0.23307,98,437,0.19339,0.27276
1987,Hesse,male,Apprentice/ Trainee/ Intern,0.09970,55,437,0.07158,0.12783
1987,Hesse,male,Not employed: Pensioner,0.20689,64,437,0.16887,0.24492
1987,Hesse,female,Blue-collar worker,0.13157,102,484,0.10142,0.16172
1987,Hesse,female,White-collar worker,0.19229,99,484,0.15714,0.22744
1987,Hesse,female,Apprentice/ Trainee/ Intern,0.07859,50,484,0.05459,0.10259
1987,Hesse,female,Not employed: Pensioner,0.29439,88,484,0.25374,0.33503
1987,Hesse,female,Not employed: no further information,0.23449,145,484,0.19671,0.27228
1987,"Rhineland-Palatinate, Saarland",male,Blue-collar worker,0.32770,148,320,0.27619,0.37921
1987,"Rhineland-Palatinate, Saarland",male,White-collar worker,0.15044,58,320,0.11121,0.18968
1987,"Rhineland-Palatinate, Saarland",male,Apprentice/ Trainee/ Intern,0.11576,47,320,0.08065,0.15087
1987,"Rhineland-Palatinate, Saarland",male,Not employed: Pensioner,0.24480,67,320,0.19761,0.29198
1987,"Rhineland-Palatinate, Saarland",female,Blue-collar worker,0.09851,48,320,0.06580,0.13121
1987,"Rhineland-Palatinate, Saarland",female,White-collar worker,0.15749,61,320,0.11751,0.19746
1987,"Rhineland-Palatinate, Saarland",female,Not employed: Pensioner,0.27220,73,320,0.22336,0.32105
1987,"Rhineland-Palatinate, Saarland",female,Not employed: no further information,0.32246,138,320,0.27116,0.37375
1987,Baden-Wuerttemberg,male,Self-employed,0.07217,55,958,0.05578,0.08857
1987,Baden-Wuerttemberg,male,Blue-collar worker,0.35773,468,958,0.32736,0.38810
1987,Baden-Wuerttemberg,male,Civil servant,0.08277,61,958,0.06532,0.10023
1987,Baden-Wuerttemberg,male,White-collar worker,0.19453,140,958,0.16945,0.21961
1987,Baden-Wuerttemberg,male,Apprentice/ Trainee/ Intern,0.09232,105,958,0.07398,0.11067
1987,Baden-Wuerttemberg,male,Not employed: Pensioner,0.14727,93,958,0.12481,0.16972
1987,Baden-Wuerttemberg,male,Not employed: registered unemployed,0.02380,36,958,0.01414,0.03346
1987,Baden-Wuerttemberg,female,Self-employed,0.04492,41,932,0.03161,0.05822
1987,Baden-Wuerttemberg,female,Blue-collar worker,0.16106,235,932,0.13745,0.18467
1987,Baden-Wuerttemberg,female,White-collar worker,0.21451,177,932,0.18814,0.24088
1987,Baden-Wuerttemberg,female,Apprentice/ Trainee/ Intern,0.07399,86,932,0.05717,0.09080
1987,Baden-Wuerttemberg,female,Not employed: Pensioner,0.25277,136,932,0.22485,0.28069
