year,age_gr,sampreg,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,17-29 y.,West,White-collar worker,0.21479,538,3040,0.20019,0.22939
1986,17-29 y.,West,Apprentice/ Trainee/ Intern,0.35272,1058,3040,0.33573,0.36971
1986,17-29 y.,West,Not employed: Military/Community Service,0.02062,49,3040,0.01557,0.02568
1986,17-29 y.,West,Not employed: registered unemployed,0.05016,170,3040,0.04240,0.05792
1986,17-29 y.,West,Not employed: no further information,0.06752,267,3040,0.05860,0.07645
1986,30-45 y.,West,Self-employed,0.07316,218,3234,0.06418,0.08213
1986,30-45 y.,West,Blue-collar worker,0.25083,1076,3234,0.23588,0.26577
1986,30-45 y.,West,Civil servant,0.08371,218,3234,0.07416,0.09325
1986,30-45 y.,West,White-collar worker,0.33313,871,3234,0.31689,0.34938
1986,30-45 y.,West,Not employed: Pensioner,0.00969,31,3234,0.00631,0.01307
1986,30-45 y.,West,Not employed: registered unemployed,0.04806,150,3234,0.04068,0.05543
1986,30-45 y.,West,Not employed: no further information,0.18854,670,3234,0.17505,0.20202
1986,46-65 y.,West,Self-employed,0.07846,233,3220,0.06917,0.08774
1986,46-65 y.,West,Blue-collar worker,0.21985,963,3220,0.20554,0.23416
1986,46-65 y.,West,Civil servant,0.04732,137,3220,0.03998,0.05465
1986,46-65 y.,West,White-collar worker,0.20773,584,3220,0.19372,0.22175
1986,46-65 y.,West,Not employed: Pensioner,0.22090,553,3220,0.20657,0.23524
1986,46-65 y.,West,Not employed: registered unemployed,0.03676,141,3220,0.03026,0.04326
1986,46-65 y.,West,Not employed: no further information,0.18665,609,3220,0.17319,0.20011
1986,66 and older,West,Not employed: Pensioner,0.91776,934,1001,0.90073,0.93479
1986,66 and older,West,Not employed: no further information,0.05475,67,1001,0.04065,0.06885
1987,17-29 y.,West,Self-employed,0.01675,50,2996,0.01216,0.02135
1987,17-29 y.,West,Blue-collar worker,0.24223,794,2996,0.22688,0.25757
1987,17-29 y.,West,Civil servant,0.03612,83,2996,0.02944,0.04281
1987,17-29 y.,West,White-collar worker,0.23264,552,2996,0.21751,0.24777
1987,17-29 y.,West,Apprentice/ Trainee/ Intern,0.32806,1046,2996,0.31125,0.34488
1987,17-29 y.,West,Not employed: Military/Community Service,0.02407,53,2996,0.01858,0.02956
1987,17-29 y.,West,Not employed: registered unemployed,0.04890,163,2996,0.04118,0.05662
1987,17-29 y.,West,Not employed: no further information,0.06762,255,2996,0.05863,0.07662
1987,30-45 y.,West,Self-employed,0.07861,221,3105,0.06914,0.08808
1987,30-45 y.,West,Blue-collar worker,0.26253,1073,3105,0.24706,0.27801
1987,30-45 y.,West,Civil servant,0.08443,213,3105,0.07465,0.09421
1987,30-45 y.,West,White-collar worker,0.33339,855,3105,0.31681,0.34998
1987,30-45 y.,West,Not employed: registered unemployed,0.03930,127,3105,0.03246,0.04613
1987,30-45 y.,West,Not employed: no further information,0.17971,616,3105,0.16620,0.19321
1987,46-65 y.,West,Self-employed,0.08088,238,3198,0.07143,0.09033
1987,46-65 y.,West,Blue-collar worker,0.22652,956,3198,0.21201,0.24103
1987,46-65 y.,West,Civil servant,0.05213,147,3198,0.04443,0.05984
1987,46-65 y.,West,White-collar worker,0.21005,578,3198,0.19593,0.22417
1987,46-65 y.,West,Not employed: Pensioner,0.19705,504,3198,0.18326,0.21084
1987,46-65 y.,West,Not employed: registered unemployed,0.04687,181,3198,0.03955,0.05420
1987,46-65 y.,West,Not employed: no further information,0.18203,594,3198,0.16865,0.19540
1987,66 and older,West,Not employed: Pensioner,0.91556,963,1030,0.89857,0.93255
1987,66 and older,West,Not employed: no further information,0.05440,67,1030,0.04054,0.06826
1988,17-29 y.,West,Self-employed,0.02289,59,2857,0.01740,0.02837
1988,17-29 y.,West,Blue-collar worker,0.23258,765,2857,0.21709,0.24808
1988,17-29 y.,West,Civil servant,0.03596,79,2857,0.02913,0.04279
1988,17-29 y.,West,White-collar worker,0.22627,497,2857,0.21092,0.24161
1988,17-29 y.,West,Apprentice/ Trainee/ Intern,0.32373,956,2857,0.30657,0.34089
1988,17-29 y.,West,Not employed: Military/Community Service,0.02480,54,2857,0.01910,0.03051
1988,17-29 y.,West,Not employed: registered unemployed,0.04797,156,2857,0.04013,0.05580
1988,17-29 y.,West,Not employed: no further information,0.08033,291,2857,0.07036,0.09030
1988,30-45 y.,West,Self-employed,0.07209,198,2894,0.06266,0.08151
1988,30-45 y.,West,Blue-collar worker,0.25924,989,2894,0.24327,0.27520
1988,30-45 y.,West,Civil servant,0.08590,192,2894,0.07568,0.09611
1988,30-45 y.,West,White-collar worker,0.34724,834,2894,0.32989,0.36459
1988,30-45 y.,West,Not employed: registered unemployed,0.04271,115,2894,0.03535,0.05008
1988,30-45 y.,West,Not employed: no further information,0.16951,566,2894,0.15584,0.18319
1988,46-65 y.,West,Self-employed,0.07870,223,3098,0.06921,0.08818
1988,46-65 y.,West,Blue-collar worker,0.21688,896,3098,0.20237,0.23140
1988,46-65 y.,West,Civil servant,0.05053,139,3098,0.04282,0.05824
1988,46-65 y.,West,White-collar worker,0.23244,608,3098,0.21757,0.24732
1988,46-65 y.,West,Not employed: Pensioner,0.19143,481,3098,0.17757,0.20528
1988,46-65 y.,West,Not employed: registered unemployed,0.04872,185,3098,0.04114,0.05630
1988,46-65 y.,West,Not employed: no further information,0.17575,566,3098,0.16235,0.18916
1988,66 and older,West,Not employed: Pensioner,0.92487,946,998,0.90851,0.94123
1988,66 and older,West,Not employed: no further information,0.04194,52,998,0.02950,0.05439
1989,17-29 y.,West,Self-employed,0.01948,48,2813,0.01437,0.02459
1989,17-29 y.,West,Blue-collar worker,0.23756,784,2813,0.22183,0.25329
1989,17-29 y.,West,Civil servant,0.03087,71,2813,0.02448,0.03726
1989,17-29 y.,West,White-collar worker,0.24877,567,2813,0.23280,0.26475
1989,17-29 y.,West,Apprentice/ Trainee/ Intern,0.32867,893,2813,0.31131,0.34603
1989,17-29 y.,West,Not employed: Military/Community Service,0.01917,47,2813,0.01410,0.02424
1989,17-29 y.,West,Not employed: registered unemployed,0.03628,111,2813,0.02937,0.04319
1989,17-29 y.,West,Not employed: no further information,0.07201,292,2813,0.06246,0.08157
1989,30-45 y.,West,Self-employed,0.07363,196,2788,0.06393,0.08332
1989,30-45 y.,West,Blue-collar worker,0.26073,958,2788,0.24443,0.27703
1989,30-45 y.,West,Civil servant,0.08346,178,2788,0.07320,0.09373
1989,30-45 y.,West,White-collar worker,0.36125,838,2788,0.34341,0.37908
1989,30-45 y.,West,Not employed: registered unemployed,0.02559,71,2788,0.01973,0.03145
1989,30-45 y.,West,Not employed: no further information,0.17613,547,2788,0.16199,0.19027
1989,46-65 y.,West,Self-employed,0.06977,196,2971,0.06061,0.07893
1989,46-65 y.,West,Blue-collar worker,0.20773,845,2971,0.19314,0.22232
1989,46-65 y.,West,Civil servant,0.05155,135,2971,0.04360,0.05950
1989,46-65 y.,West,White-collar worker,0.24184,605,2971,0.22644,0.25724
1989,46-65 y.,West,Not employed: Pensioner,0.19754,476,2971,0.18322,0.21185
1989,46-65 y.,West,Not employed: registered unemployed,0.04247,142,2971,0.03521,0.04972
1989,46-65 y.,West,Not employed: no further information,0.18464,572,2971,0.17068,0.19859
1989,66 and older,West,Not employed: Pensioner,0.93924,936,972,0.92421,0.95426
1989,66 and older,West,Not employed: no further information,0.02841,36,972,0.01796,0.03886
1990,17-29 y.,West,Self-employed,0.01895,48,2699,0.01381,0.02410
1990,17-29 y.,West,Blue-collar worker,0.23342,750,2699,0.21746,0.24938
1990,17-29 y.,West,Civil servant,0.03299,71,2699,0.02625,0.03973
1990,17-29 y.,West,White-collar worker,0.24768,557,2699,0.23139,0.26397
1990,17-29 y.,West,Apprentice/ Trainee/ Intern,0.32280,824,2699,0.30516,0.34045
1990,17-29 y.,West,Not employed: Military/Community Service,0.02383,56,2699,0.01807,0.02958
1990,17-29 y.,West,Not employed: registered unemployed,0.03253,100,2699,0.02584,0.03922
1990,17-29 y.,West,Not employed: no further information,0.08015,293,2699,0.06991,0.09040
1990,17-29 y.,East,Blue-collar worker,0.41288,454,1096,0.38372,0.44205
1990,17-29 y.,East,White-collar worker,0.24012,279,1096,0.21482,0.26542
1990,17-29 y.,East,Apprentice/ Trainee/ Intern,0.20707,263,1096,0.18307,0.23107
1990,17-29 y.,East,Not employed: no further information,0.09417,100,1096,0.07687,0.11147
1990,30-45 y.,West,Self-employed,0.07639,198,2761,0.06648,0.08630
1990,30-45 y.,West,Blue-collar worker,0.26450,951,2761,0.24804,0.28096
1990,30-45 y.,West,Civil servant,0.08275,174,2761,0.07247,0.09303
1990,30-45 y.,West,White-collar worker,0.37037,856,2761,0.35235,0.38838
1990,30-45 y.,West,Apprentice/ Trainee/ Intern,0.01296,32,2761,0.00874,0.01718
1990,30-45 y.,West,Not employed: registered unemployed,0.02624,74,2761,0.02028,0.03220
1990,30-45 y.,West,Not employed: no further information,0.15717,476,2761,0.14359,0.17074
1990,30-45 y.,East,Self-employed,0.02911,44,1491,0.02057,0.03764
1990,30-45 y.,East,Blue-collar worker,0.43060,638,1491,0.40546,0.45574
1990,30-45 y.,East,White-collar worker,0.48799,748,1491,0.46261,0.51337
1990,30-45 y.,East,Not employed: no further information,0.03618,61,1491,0.02670,0.04566
1990,46-65 y.,West,Self-employed,0.06821,189,2901,0.05904,0.07739
1990,46-65 y.,West,Blue-collar worker,0.21922,844,2901,0.20417,0.23428
1990,46-65 y.,West,Civil servant,0.05287,132,2901,0.04472,0.06101
1990,46-65 y.,West,White-collar worker,0.24391,575,2901,0.22828,0.25954
1990,46-65 y.,West,Not employed: Pensioner,0.19098,472,2901,0.17668,0.20529
1990,46-65 y.,West,Not employed: registered unemployed,0.04046,142,2901,0.03329,0.04763
1990,46-65 y.,West,Not employed: no further information,0.17823,547,2901,0.16430,0.19215
1990,46-65 y.,East,Self-employed,0.03646,46,1339,0.02641,0.04650
1990,46-65 y.,East,Blue-collar worker,0.32673,454,1339,0.30160,0.35186
1990,46-65 y.,East,White-collar worker,0.41043,567,1339,0.38407,0.43679
1990,46-65 y.,East,Not employed: Pensioner,0.18408,224,1339,0.16331,0.20484
1990,46-65 y.,East,Not employed: no further information,0.03527,48,1339,0.02539,0.04515
1990,66 and older,West,Not employed: Pensioner,0.95445,981,981,0.94140,0.96751
1990,66 and older,East,Not employed: Pensioner,0.95768,401,401,0.93795,0.97741
1991,17-29 y.,West,Self-employed,0.01764,45,2695,0.01267,0.02261
1991,17-29 y.,West,Blue-collar worker,0.23721,747,2695,0.22115,0.25327
1991,17-29 y.,West,Civil servant,0.03347,76,2695,0.02668,0.04026
1991,17-29 y.,West,White-collar worker,0.25286,567,2695,0.23645,0.26928
1991,17-29 y.,West,Apprentice/ Trainee/ Intern,0.31731,832,2695,0.29973,0.33488
1991,17-29 y.,West,Not employed: Military/Community Service,0.01829,37,2695,0.01323,0.02335
1991,17-29 y.,West,Not employed: registered unemployed,0.02741,83,2695,0.02124,0.03357
1991,17-29 y.,West,Not employed: no further information,0.08905,308,2695,0.07830,0.09981
1991,17-29 y.,East,Blue-collar worker,0.35884,334,928,0.32796,0.38972
1991,17-29 y.,East,White-collar worker,0.21360,210,928,0.18722,0.23999
1991,17-29 y.,East,Apprentice/ Trainee/ Intern,0.19998,239,928,0.17423,0.22573
1991,17-29 y.,East,Not employed: registered unemployed,0.09942,90,928,0.08015,0.11868
1991,17-29 y.,East,Not employed: no further information,0.06450,55,928,0.04868,0.08031
1991,30-45 y.,West,Self-employed,0.07410,197,2805,0.06440,0.08379
1991,30-45 y.,West,Blue-collar worker,0.25559,941,2805,0.23944,0.27173
1991,30-45 y.,West,Civil servant,0.07871,169,2805,0.06875,0.08868
1991,30-45 y.,West,White-collar worker,0.38718,923,2805,0.36915,0.40521
1991,30-45 y.,West,Apprentice/ Trainee/ Intern,0.01983,46,2805,0.01467,0.02500
1991,30-45 y.,West,Not employed: registered unemployed,0.02661,74,2805,0.02066,0.03257
1991,30-45 y.,West,Not employed: no further information,0.14997,455,2805,0.13675,0.16318
1991,30-45 y.,East,Self-employed,0.04290,71,1443,0.03245,0.05336
1991,30-45 y.,East,Blue-collar worker,0.41580,588,1443,0.39036,0.44124
1991,30-45 y.,East,White-collar worker,0.40087,620,1443,0.37558,0.42617
1991,30-45 y.,East,Not employed: registered unemployed,0.08775,132,1443,0.07315,0.10236
1991,30-45 y.,East,Not employed: no further information,0.02135,32,1443,0.01389,0.02881
1991,46-65 y.,West,Self-employed,0.07374,196,2844,0.06414,0.08335
1991,46-65 y.,West,Blue-collar worker,0.22558,846,2844,0.21022,0.24094
1991,46-65 y.,West,Civil servant,0.05514,133,2844,0.04675,0.06353
1991,46-65 y.,West,White-collar worker,0.24900,581,2844,0.23310,0.26490
1991,46-65 y.,West,Not employed: Pensioner,0.19603,476,2844,0.18144,0.21062
1991,46-65 y.,West,Not employed: registered unemployed,0.03234,117,2844,0.02583,0.03884
1991,46-65 y.,West,Not employed: no further information,0.16385,495,2844,0.15024,0.17746
1991,46-65 y.,East,Self-employed,0.04191,50,1270,0.03088,0.05294
1991,46-65 y.,East,Blue-collar worker,0.25725,338,1270,0.23320,0.28130
1991,46-65 y.,East,White-collar worker,0.32040,426,1270,0.29473,0.34608
1991,46-65 y.,East,Not employed: Pensioner,0.24579,292,1270,0.22210,0.26948
1991,46-65 y.,East,Not employed: registered unemployed,0.09035,111,1270,0.07458,0.10613
1991,46-65 y.,East,Not employed: no further information,0.03983,53,1270,0.02907,0.05059
1991,66 and older,West,Not employed: Pensioner,0.95550,992,992,0.94266,0.96833
1991,66 and older,East,Not employed: Pensioner,0.96542,376,376,0.94692,0.98391
1992,17-29 y.,West,Self-employed,0.01580,47,2653,0.01106,0.02055
1992,17-29 y.,West,Blue-collar worker,0.21840,695,2653,0.20268,0.23413
1992,17-29 y.,West,Civil servant,0.02958,67,2653,0.02313,0.03602
1992,17-29 y.,West,White-collar worker,0.26092,588,2653,0.24420,0.27763
1992,17-29 y.,West,Apprentice/ Trainee/ Intern,0.32478,808,2653,0.30695,0.34260
1992,17-29 y.,West,Not employed: Military/Community Service,0.02015,39,2653,0.01480,0.02550
1992,17-29 y.,West,Not employed: registered unemployed,0.03198,94,2653,0.02529,0.03868
1992,17-29 y.,West,Not employed: no further information,0.09591,315,2653,0.08471,0.10712
1992,17-29 y.,East,Blue-collar worker,0.27781,234,867,0.24798,0.30764
1992,17-29 y.,East,White-collar worker,0.21826,183,867,0.19075,0.24577
1992,17-29 y.,East,Apprentice/ Trainee/ Intern,0.25300,286,867,0.22404,0.28195
1992,17-29 y.,East,Not employed: registered unemployed,0.15364,124,867,0.12963,0.17766
1992,17-29 y.,East,Not employed: no further information,0.04776,40,867,0.03356,0.06197
1992,30-45 y.,West,Self-employed,0.07623,195,2802,0.06640,0.08606
1992,30-45 y.,West,Blue-collar worker,0.25535,912,2802,0.23920,0.27150
1992,30-45 y.,West,Civil servant,0.07195,163,2802,0.06238,0.08152
1992,30-45 y.,West,White-collar worker,0.38996,941,2802,0.37189,0.40802
1992,30-45 y.,West,Apprentice/ Trainee/ Intern,0.01697,44,2802,0.01219,0.02175
1992,30-45 y.,West,Not employed: registered unemployed,0.02623,82,2802,0.02031,0.03215
1992,30-45 y.,West,Not employed: no further information,0.15471,465,2802,0.14131,0.16810
1992,30-45 y.,East,Self-employed,0.05249,77,1357,0.04062,0.06436
1992,30-45 y.,East,Blue-collar worker,0.34103,488,1357,0.31580,0.36626
1992,30-45 y.,East,White-collar worker,0.38947,580,1357,0.36352,0.41543
1992,30-45 y.,East,Not employed: registered unemployed,0.15897,212,1357,0.13951,0.17843
1992,46-65 y.,West,Self-employed,0.07562,194,2787,0.06580,0.08544
1992,46-65 y.,West,Blue-collar worker,0.20946,777,2787,0.19435,0.22457
1992,46-65 y.,West,Civil servant,0.05345,126,2787,0.04510,0.06180
1992,46-65 y.,West,White-collar worker,0.25597,591,2787,0.23977,0.27218
1992,46-65 y.,West,Not employed: Pensioner,0.19586,480,2787,0.18113,0.21060
1992,46-65 y.,West,Not employed: registered unemployed,0.04604,154,2787,0.03826,0.05382
1992,46-65 y.,West,Not employed: no further information,0.16028,465,2787,0.14666,0.17391
1992,46-65 y.,East,Self-employed,0.04215,48,1205,0.03080,0.05350
1992,46-65 y.,East,Blue-collar worker,0.20254,276,1205,0.17984,0.22524
1992,46-65 y.,East,White-collar worker,0.25828,335,1205,0.23355,0.28300
1992,46-65 y.,East,Not employed: Pensioner,0.32617,362,1205,0.29968,0.35265
1992,46-65 y.,East,Not employed: registered unemployed,0.14994,184,1205,0.12977,0.17011
1992,66 and older,West,Not employed: Pensioner,0.96352,1007,1007,0.95194,0.97511
1992,66 and older,East,Not employed: Pensioner,0.98022,384,384,0.96628,0.99417
1993,17-29 y.,West,Self-employed,0.01714,55,2609,0.01216,0.02212
1993,17-29 y.,West,Blue-collar worker,0.21325,647,2609,0.19753,0.22897
1993,17-29 y.,West,Civil servant,0.03187,67,2609,0.02513,0.03861
1993,17-29 y.,West,White-collar worker,0.25331,582,2609,0.23662,0.27000
1993,17-29 y.,West,Apprentice/ Trainee/ Intern,0.32492,776,2609,0.30694,0.34289
1993,17-29 y.,West,Not employed: Military/Community Service,0.01982,37,2609,0.01447,0.02517
1993,17-29 y.,West,Not employed: registered unemployed,0.05065,140,2609,0.04223,0.05906
1993,17-29 y.,West,Not employed: no further information,0.08668,305,2609,0.07588,0.09748
1993,17-29 y.,East,Blue-collar worker,0.26005,212,785,0.22934,0.29076
1993,17-29 y.,East,White-collar worker,0.20401,165,785,0.17580,0.23222
1993,17-29 y.,East,Apprentice/ Trainee/ Intern,0.30087,300,785,0.26877,0.33298
1993,17-29 y.,East,Not employed: registered unemployed,0.12803,108,785,0.10464,0.15142
1993,30-45 y.,West,Self-employed,0.08661,207,2792,0.07618,0.09705
1993,30-45 y.,West,Blue-collar worker,0.24991,891,2792,0.23384,0.26597
1993,30-45 y.,West,Civil servant,0.07411,170,2792,0.06439,0.08383
1993,30-45 y.,West,White-collar worker,0.38833,948,2792,0.37025,0.40641
1993,30-45 y.,West,Apprentice/ Trainee/ Intern,0.01084,32,2792,0.00700,0.01468
1993,30-45 y.,West,Not employed: registered unemployed,0.03249,98,2792,0.02592,0.03907
1993,30-45 y.,West,Not employed: no further information,0.14899,446,2792,0.13578,0.16220
1993,30-45 y.,East,Self-employed,0.06670,94,1322,0.05325,0.08016
1993,30-45 y.,East,Blue-collar worker,0.32931,452,1322,0.30396,0.35465
1993,30-45 y.,East,White-collar worker,0.37713,540,1322,0.35100,0.40327
1993,30-45 y.,East,Apprentice/ Trainee/ Intern,0.02754,36,1322,0.01871,0.03636
1993,30-45 y.,East,Not employed: registered unemployed,0.15327,200,1322,0.13385,0.17270
1993,46-65 y.,West,Self-employed,0.07052,184,2753,0.06095,0.08008
1993,46-65 y.,West,Blue-collar worker,0.22085,774,2753,0.20535,0.23635
1993,46-65 y.,West,Civil servant,0.05985,137,2753,0.05099,0.06872
1993,46-65 y.,West,White-collar worker,0.24785,571,2753,0.23172,0.26398
1993,46-65 y.,West,Not employed: Pensioner,0.19229,477,2753,0.17756,0.20701
1993,46-65 y.,West,Not employed: registered unemployed,0.05051,158,2753,0.04233,0.05869
1993,46-65 y.,West,Not employed: no further information,0.15443,452,2753,0.14093,0.16794
1993,46-65 y.,East,Self-employed,0.03506,42,1156,0.02445,0.04566
1993,46-65 y.,East,Blue-collar worker,0.17059,230,1156,0.14890,0.19229
1993,46-65 y.,East,White-collar worker,0.22943,296,1156,0.20518,0.25368
1993,46-65 y.,East,Not employed: Pensioner,0.35172,382,1156,0.32418,0.37926
1993,46-65 y.,East,Not employed: registered unemployed,0.18728,206,1156,0.16478,0.20978
1993,66 and older,West,Not employed: Pensioner,0.96424,1033,1033,0.95291,0.97557
1993,66 and older,East,Not employed: Pensioner,0.98730,384,384,0.97609,0.99851
1994,17-29 y.,West,Self-employed,0.02216,60,2463,0.01634,0.02797
1994,17-29 y.,West,Blue-collar worker,0.19755,577,2463,0.18182,0.21328
1994,17-29 y.,West,Civil servant,0.03960,80,2463,0.03190,0.04731
1994,17-29 y.,West,White-collar worker,0.25107,569,2463,0.23394,0.26820
1994,17-29 y.,West,Apprentice/ Trainee/ Intern,0.31032,694,2463,0.29205,0.32860
1994,17-29 y.,West,Not employed: registered unemployed,0.06619,180,2463,0.05637,0.07601
1994,17-29 y.,West,Not employed: no further information,0.09090,303,2463,0.07954,0.10225
1994,17-29 y.,East,Blue-collar worker,0.25717,194,783,0.22653,0.28780
1994,17-29 y.,East,White-collar worker,0.18349,147,783,0.15636,0.21062
1994,17-29 y.,East,Apprentice/ Trainee/ Intern,0.30416,309,783,0.27192,0.33641
1994,17-29 y.,East,Not employed: registered unemployed,0.13594,99,783,0.11192,0.15997
1994,17-29 y.,East,Not employed: no further information,0.04884,34,783,0.03373,0.06395
1994,30-45 y.,West,Self-employed,0.08708,218,2779,0.07659,0.09756
1994,30-45 y.,West,Blue-collar worker,0.24219,816,2779,0.22626,0.25812
1994,30-45 y.,West,Civil servant,0.07506,171,2779,0.06526,0.08486
1994,30-45 y.,West,White-collar worker,0.38220,952,2779,0.36413,0.40027
1994,30-45 y.,West,Apprentice/ Trainee/ Intern,0.01239,35,2779,0.00828,0.01651
1994,30-45 y.,West,Not employed: registered unemployed,0.04520,148,2779,0.03747,0.05293
1994,30-45 y.,West,Not employed: no further information,0.14623,439,2779,0.13309,0.15937
1994,30-45 y.,East,Self-employed,0.07697,104,1251,0.06220,0.09175
1994,30-45 y.,East,Blue-collar worker,0.31516,417,1251,0.28940,0.34091
1994,30-45 y.,East,White-collar worker,0.38040,532,1251,0.35349,0.40731
1994,30-45 y.,East,Not employed: registered unemployed,0.15771,198,1251,0.13750,0.17791
1994,46-65 y.,West,Self-employed,0.06363,166,2693,0.05441,0.07285
1994,46-65 y.,West,Blue-collar worker,0.19577,701,2693,0.18078,0.21076
1994,46-65 y.,West,Civil servant,0.06066,133,2693,0.05164,0.06967
1994,46-65 y.,West,White-collar worker,0.26032,591,2693,0.24374,0.27690
1994,46-65 y.,West,Not employed: Pensioner,0.19026,461,2693,0.17543,0.20508
1994,46-65 y.,West,Not employed: registered unemployed,0.06551,185,2693,0.05616,0.07486
1994,46-65 y.,West,Not employed: no further information,0.15988,456,2693,0.14603,0.17372
1994,46-65 y.,East,Self-employed,0.04036,43,1164,0.02905,0.05168
1994,46-65 y.,East,Blue-collar worker,0.17075,228,1164,0.14912,0.19237
1994,46-65 y.,East,White-collar worker,0.24367,316,1164,0.21900,0.26835
1994,46-65 y.,East,Not employed: Pensioner,0.32955,355,1164,0.30254,0.35657
1994,46-65 y.,East,Not employed: registered unemployed,0.19471,222,1164,0.17195,0.21746
1994,66 and older,West,Not employed: Pensioner,0.96219,1040,1040,0.95060,0.97379
1994,66 and older,East,Not employed: Pensioner,0.99060,395,395,0.98107,1.00013
1995,17-29 y.,West,Self-employed,0.01644,48,2510,0.01147,0.02142
1995,17-29 y.,West,Blue-collar worker,0.19044,562,2510,0.17507,0.20580
1995,17-29 y.,West,Civil servant,0.03281,67,2510,0.02584,0.03978
1995,17-29 y.,West,White-collar worker,0.24755,586,2510,0.23066,0.26444
1995,17-29 y.,West,Apprentice/ Trainee/ Intern,0.33612,764,2510,0.31764,0.35460
1995,17-29 y.,West,Not employed: Military/Community Service,0.02255,38,2510,0.01674,0.02835
1995,17-29 y.,West,Not employed: registered unemployed,0.05889,153,2510,0.04967,0.06810
