year,bula_h,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Berlin,White-collar worker,0.20746,93,331,0.16371,0.25121
1984,Berlin,Not employed: Pensioner,0.23689,70,331,0.19102,0.28276
1984,Berlin,Not employed: no further information,0.05852,38,331,0.03320,0.08385
1985,Schleswig-Holstein,Blue-collar worker,0.15018,78,268,0.10733,0.19304
1985,Schleswig-Holstein,White-collar worker,0.19186,83,268,0.14462,0.23909
1985,Schleswig-Holstein,Not employed: Pensioner,0.18398,57,268,0.13750,0.23046
1985,Schleswig-Holstein,Not employed: no further information,0.10244,50,268,0.06607,0.13881
1985,Hamburg,Blue-collar worker,0.11122,54,195,0.06698,0.15547
1985,Hamburg,White-collar worker,0.27600,82,195,0.21310,0.33891
1985,Hamburg,Not employed: Pensioner,0.29035,59,195,0.22647,0.35422
1985,Lower Saxony,Self-employed,0.04385,63,1103,0.03176,0.05594
1985,Lower Saxony,Blue-collar worker,0.13375,212,1103,0.11365,0.15385
1985,Lower Saxony,Civil servant,0.04159,55,1103,0.02980,0.05338
1985,Lower Saxony,White-collar worker,0.15970,211,1103,0.13807,0.18133
1985,Lower Saxony,Apprentice/ Trainee/ Intern,0.10405,143,1103,0.08602,0.12207
1985,Lower Saxony,Not employed: Pensioner,0.20616,188,1103,0.18227,0.23004
1985,Lower Saxony,Not employed: registered unemployed,0.04525,65,1103,0.03297,0.05752
1985,Lower Saxony,Not employed: no further information,0.10811,166,1103,0.08978,0.12645
1985,Bremen,Not employed: Pensioner,0.44988,41,41,0.29571,0.60405
1985,North Rhine-Westphalia,Self-employed,0.03688,131,2949,0.03008,0.04369
1985,North Rhine-Westphalia,Blue-collar worker,0.15400,759,2949,0.14097,0.16703
1985,North Rhine-Westphalia,Civil servant,0.04065,130,2949,0.03352,0.04778
1985,North Rhine-Westphalia,White-collar worker,0.16855,546,2949,0.15503,0.18206
1985,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.08735,332,2949,0.07715,0.09754
1985,North Rhine-Westphalia,Not employed: Pensioner,0.17196,376,2949,0.15834,0.18558
1985,North Rhine-Westphalia,Not employed: registered unemployed,0.03507,141,2949,0.02843,0.04171
1985,North Rhine-Westphalia,Not employed: no further information,0.12917,534,2949,0.11707,0.14128
1985,Hesse,Self-employed,0.03776,52,1125,0.02662,0.04891
1985,Hesse,Blue-collar worker,0.16273,319,1125,0.14115,0.18431
1985,Hesse,Civil servant,0.03893,40,1125,0.02763,0.05024
1985,Hesse,White-collar worker,0.18065,214,1125,0.15816,0.20314
1985,Hesse,Apprentice/ Trainee/ Intern,0.08186,108,1125,0.06583,0.09789
1985,Hesse,Not employed: Pensioner,0.21076,166,1125,0.18691,0.23460
1985,Hesse,Not employed: registered unemployed,0.03229,54,1125,0.02196,0.04263
1985,Hesse,Not employed: no further information,0.10789,172,1125,0.08975,0.12603
1985,"Rhineland-Palatinate, Saarland",Self-employed,0.04231,38,739,0.02779,0.05683
1985,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.18092,203,739,0.15315,0.20870
1985,"Rhineland-Palatinate, Saarland",Civil servant,0.04504,37,739,0.03008,0.06000
1985,"Rhineland-Palatinate, Saarland",White-collar worker,0.12990,111,739,0.10565,0.15416
1985,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.06924,70,739,0.05093,0.08756
1985,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.20832,137,739,0.17902,0.23762
1985,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.15085,143,739,0.12503,0.17667
1985,Baden-Wuerttemberg,Self-employed,0.04798,103,2030,0.03868,0.05728
1985,Baden-Wuerttemberg,Blue-collar worker,0.19456,721,2030,0.17733,0.21178
1985,Baden-Wuerttemberg,Civil servant,0.03756,76,2030,0.02929,0.04584
1985,Baden-Wuerttemberg,White-collar worker,0.16657,332,2030,0.15035,0.18278
1985,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.07948,192,2030,0.06771,0.09125
1985,Baden-Wuerttemberg,Not employed: Pensioner,0.17290,241,2030,0.15644,0.18935
1985,Baden-Wuerttemberg,Not employed: registered unemployed,0.01576,65,2030,0.01034,0.02118
1985,Baden-Wuerttemberg,Not employed: no further information,0.09695,300,2030,0.08407,0.10982
1985,Bavaria,Self-employed,0.05982,127,1880,0.04909,0.07054
1985,Bavaria,Blue-collar worker,0.15613,485,1880,0.13972,0.17255
1985,Bavaria,Civil servant,0.03855,84,1880,0.02985,0.04726
1985,Bavaria,White-collar worker,0.17877,402,1880,0.16145,0.19610
1985,Bavaria,Apprentice/ Trainee/ Intern,0.06875,163,1880,0.05731,0.08019
1985,Bavaria,Not employed: Pensioner,0.18716,279,1880,0.16952,0.20479
1985,Bavaria,Not employed: registered unemployed,0.02993,69,1880,0.02223,0.03764
1985,Bavaria,Not employed: no further information,0.11131,271,1880,0.09709,0.12553
1985,Berlin,Blue-collar worker,0.15686,95,283,0.11442,0.19931
1985,Berlin,White-collar worker,0.23270,90,283,0.18338,0.28202
1985,Berlin,Not employed: Pensioner,0.24248,59,283,0.19246,0.29250
1985,Berlin,Not employed: no further information,0.06672,39,283,0.03759,0.09584
1986,Schleswig-Holstein,Blue-collar worker,0.15776,76,246,0.11212,0.20341
1986,Schleswig-Holstein,White-collar worker,0.21695,77,246,0.16534,0.26856
1986,Schleswig-Holstein,Not employed: Pensioner,0.16955,48,246,0.12256,0.21654
1986,Schleswig-Holstein,Not employed: no further information,0.09930,45,246,0.06185,0.13675
1986,Hamburg,Blue-collar worker,0.11188,48,203,0.06841,0.15535
1986,Hamburg,White-collar worker,0.25990,71,203,0.19942,0.32038
1986,Hamburg,Not employed: Pensioner,0.29824,53,203,0.23515,0.36133
1986,Hamburg,Not employed: no further information,0.08193,31,203,0.04411,0.11975
1986,Lower Saxony,Self-employed,0.05174,72,1099,0.03864,0.06484
1986,Lower Saxony,Blue-collar worker,0.14006,224,1099,0.11953,0.16059
1986,Lower Saxony,Civil servant,0.04169,54,1099,0.02986,0.05351
1986,Lower Saxony,White-collar worker,0.15227,204,1099,0.13102,0.17353
1986,Lower Saxony,Apprentice/ Trainee/ Intern,0.10184,147,1099,0.08395,0.11973
1986,Lower Saxony,Not employed: Pensioner,0.20245,180,1099,0.17869,0.22622
1986,Lower Saxony,Not employed: registered unemployed,0.03604,51,1099,0.02501,0.04706
1986,Lower Saxony,Not employed: no further information,0.11418,167,1099,0.09537,0.13300
1986,Bremen,Not employed: Pensioner,0.47964,38,38,0.31866,0.64061
1986,North Rhine-Westphalia,Self-employed,0.03832,135,2837,0.03126,0.04539
1986,North Rhine-Westphalia,Blue-collar worker,0.15123,723,2837,0.13805,0.16442
1986,North Rhine-Westphalia,Civil servant,0.03998,127,2837,0.03277,0.04720
1986,North Rhine-Westphalia,White-collar worker,0.16120,500,2837,0.14766,0.17473
1986,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.08611,334,2837,0.07578,0.09643
1986,North Rhine-Westphalia,Not employed: Pensioner,0.17547,363,2837,0.16148,0.18947
1986,North Rhine-Westphalia,Not employed: registered unemployed,0.03688,146,2837,0.02994,0.04381
1986,North Rhine-Westphalia,Not employed: no further information,0.13009,509,2837,0.11771,0.14248
1986,Hesse,Self-employed,0.03544,46,1042,0.02421,0.04667
1986,Hesse,Blue-collar worker,0.15470,287,1042,0.13273,0.17667
1986,Hesse,Civil servant,0.03491,35,1042,0.02376,0.04606
1986,Hesse,White-collar worker,0.19540,216,1042,0.17132,0.21949
1986,Hesse,Apprentice/ Trainee/ Intern,0.08522,108,1042,0.06826,0.10219
1986,Hesse,Not employed: Pensioner,0.21526,154,1042,0.19029,0.24023
1986,Hesse,Not employed: registered unemployed,0.02573,45,1042,0.01611,0.03535
1986,Hesse,Not employed: no further information,0.09870,151,1042,0.08058,0.11681
1986,"Rhineland-Palatinate, Saarland",Self-employed,0.03933,32,737,0.02528,0.05337
1986,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.18281,203,737,0.15488,0.21073
1986,"Rhineland-Palatinate, Saarland",Civil servant,0.03870,34,737,0.02477,0.05264
1986,"Rhineland-Palatinate, Saarland",White-collar worker,0.13443,121,737,0.10979,0.15908
1986,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.06558,70,737,0.04770,0.08347
1986,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.21765,138,737,0.18783,0.24746
1986,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.14718,139,737,0.12158,0.17277
1986,Baden-Wuerttemberg,Self-employed,0.04239,89,1975,0.03350,0.05128
1986,Baden-Wuerttemberg,Blue-collar worker,0.20274,720,1975,0.18501,0.22048
1986,Baden-Wuerttemberg,Civil servant,0.03651,70,1975,0.02823,0.04478
1986,Baden-Wuerttemberg,White-collar worker,0.17113,330,1975,0.15452,0.18774
1986,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.07223,192,1975,0.06081,0.08365
1986,Baden-Wuerttemberg,Not employed: Pensioner,0.17340,236,1975,0.15670,0.19010
1986,Baden-Wuerttemberg,Not employed: registered unemployed,0.01933,60,1975,0.01326,0.02541
1986,Baden-Wuerttemberg,Not employed: no further information,0.09707,278,1975,0.08401,0.11013
1986,Bavaria,Self-employed,0.05972,116,1761,0.04864,0.07079
1986,Bavaria,Blue-collar worker,0.15325,442,1761,0.13642,0.17008
1986,Bavaria,Civil servant,0.04160,86,1761,0.03227,0.05093
1986,Bavaria,White-collar worker,0.18205,382,1761,0.16402,0.20008
1986,Bavaria,Apprentice/ Trainee/ Intern,0.06487,161,1761,0.05337,0.07638
1986,Bavaria,Not employed: Pensioner,0.18744,256,1761,0.16920,0.20567
1986,Bavaria,Not employed: registered unemployed,0.02970,72,1761,0.02177,0.03764
1986,Bavaria,Not employed: no further information,0.10888,246,1761,0.09433,0.12344
1986,Berlin,Blue-collar worker,0.16580,100,277,0.12193,0.20968
1986,Berlin,White-collar worker,0.22950,84,277,0.17989,0.27911
1986,Berlin,Not employed: Pensioner,0.24468,57,277,0.19396,0.29540
1986,Berlin,Not employed: no further information,0.05636,36,277,0.02915,0.08357
1987,Schleswig-Holstein,Blue-collar worker,0.14199,68,237,0.09746,0.18652
1987,Schleswig-Holstein,White-collar worker,0.19804,74,237,0.14720,0.24889
1987,Schleswig-Holstein,Not employed: Pensioner,0.18691,53,237,0.13717,0.23664
1987,Schleswig-Holstein,Not employed: no further information,0.10261,42,237,0.06389,0.14132
1987,Hamburg,Blue-collar worker,0.13658,49,150,0.08144,0.19172
1987,Hamburg,White-collar worker,0.24215,55,150,0.17336,0.31093
1987,Hamburg,Not employed: Pensioner,0.27692,46,150,0.20507,0.34878
1987,Lower Saxony,Self-employed,0.04835,68,1092,0.03562,0.06108
1987,Lower Saxony,Blue-collar worker,0.14184,227,1092,0.12113,0.16254
1987,Lower Saxony,Civil servant,0.04392,56,1092,0.03176,0.05608
1987,Lower Saxony,White-collar worker,0.16520,218,1092,0.14316,0.18723
1987,Lower Saxony,Apprentice/ Trainee/ Intern,0.08893,139,1092,0.07204,0.10582
1987,Lower Saxony,Not employed: Pensioner,0.20336,179,1092,0.17947,0.22724
1987,Lower Saxony,Not employed: registered unemployed,0.03587,53,1092,0.02484,0.04691
1987,Lower Saxony,Not employed: no further information,0.10879,152,1092,0.09032,0.12727
1987,Bremen,Not employed: Pensioner,0.44828,33,33,0.27597,0.62060
1987,North Rhine-Westphalia,Self-employed,0.03697,129,2804,0.02998,0.04395
1987,North Rhine-Westphalia,Blue-collar worker,0.15463,698,2804,0.14125,0.16802
1987,North Rhine-Westphalia,Civil servant,0.04066,131,2804,0.03334,0.04797
1987,North Rhine-Westphalia,White-collar worker,0.17395,526,2804,0.15991,0.18798
1987,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.07802,329,2804,0.06809,0.08795
1987,North Rhine-Westphalia,Not employed: Pensioner,0.17699,366,2804,0.16286,0.19112
1987,North Rhine-Westphalia,Not employed: registered unemployed,0.03533,141,2804,0.02850,0.04217
1987,North Rhine-Westphalia,Not employed: no further information,0.12299,484,2804,0.11084,0.13515
1987,Hesse,Self-employed,0.03638,46,1053,0.02507,0.04770
1987,Hesse,Blue-collar worker,0.17463,322,1053,0.15169,0.19758
1987,Hesse,Civil servant,0.03656,36,1053,0.02521,0.04790
1987,Hesse,White-collar worker,0.18014,197,1053,0.15692,0.20336
1987,Hesse,Apprentice/ Trainee/ Intern,0.07549,105,1053,0.05953,0.09145
1987,Hesse,Not employed: Pensioner,0.21297,152,1053,0.18823,0.23771
1987,Hesse,Not employed: registered unemployed,0.02435,44,1053,0.01504,0.03367
1987,Hesse,Not employed: no further information,0.10506,151,1053,0.08653,0.12359
1987,"Rhineland-Palatinate, Saarland",Self-employed,0.04111,32,733,0.02673,0.05550
1987,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.17880,196,733,0.15104,0.20656
1987,"Rhineland-Palatinate, Saarland",White-collar worker,0.13190,119,733,0.10738,0.15641
1987,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.07116,73,733,0.05253,0.08978
1987,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.22170,140,733,0.19160,0.25179
1987,"Rhineland-Palatinate, Saarland",Not employed: registered unemployed,0.03380,33,733,0.02071,0.04689
1987,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.14385,140,733,0.11842,0.16927
1987,Baden-Wuerttemberg,Self-employed,0.04699,96,1943,0.03758,0.05641
1987,Baden-Wuerttemberg,Blue-collar worker,0.20631,703,1943,0.18832,0.22431
1987,Baden-Wuerttemberg,Civil servant,0.03880,74,1943,0.03021,0.04738
1987,Baden-Wuerttemberg,White-collar worker,0.16706,317,1943,0.15047,0.18365
1987,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.06726,191,1943,0.05612,0.07840
1987,Baden-Wuerttemberg,Not employed: Pensioner,0.16554,229,1943,0.14901,0.18207
1987,Baden-Wuerttemberg,Not employed: registered unemployed,0.01840,66,1943,0.01242,0.02438
1987,Baden-Wuerttemberg,Not employed: no further information,0.09507,267,1943,0.08202,0.10811
1987,Bavaria,Self-employed,0.05973,116,1715,0.04851,0.07095
1987,Bavaria,Blue-collar worker,0.17078,451,1715,0.15296,0.18860
1987,Bavaria,Civil servant,0.04077,78,1715,0.03141,0.05013
1987,Bavaria,White-collar worker,0.18655,386,1715,0.16810,0.20499
1987,Bavaria,Apprentice/ Trainee/ Intern,0.05653,161,1715,0.04560,0.06746
1987,Bavaria,Not employed: Pensioner,0.17930,240,1715,0.16114,0.19746
1987,Bavaria,Not employed: registered unemployed,0.02823,64,1715,0.02039,0.03607
1987,Bavaria,Not employed: no further information,0.10225,219,1715,0.08791,0.11660
1987,Berlin,Blue-collar worker,0.15801,96,310,0.11734,0.19867
1987,Berlin,White-collar worker,0.23986,87,310,0.19225,0.28747
1987,Berlin,Apprentice/ Trainee/ Intern,0.05664,32,310,0.03086,0.08241
1987,Berlin,Not employed: Pensioner,0.24813,57,310,0.19997,0.29629
1987,Berlin,Not employed: no further information,0.05681,38,310,0.03100,0.08262
1988,Schleswig-Holstein,Blue-collar worker,0.12856,65,236,0.08577,0.17136
1988,Schleswig-Holstein,White-collar worker,0.18492,73,236,0.13529,0.23456
1988,Schleswig-Holstein,Not employed: Pensioner,0.17860,52,236,0.12962,0.22757
1988,Schleswig-Holstein,Not employed: no further information,0.11166,46,236,0.07139,0.15193
1988,Hamburg,Blue-collar worker,0.13696,42,145,0.08081,0.19312
1988,Hamburg,White-collar worker,0.28608,58,145,0.21226,0.35989
1988,Hamburg,Not employed: Pensioner,0.28283,45,145,0.20927,0.35639
1988,Lower Saxony,Self-employed,0.05052,65,1044,0.03722,0.06381
1988,Lower Saxony,Blue-collar worker,0.15837,234,1044,0.13622,0.18053
1988,Lower Saxony,Civil servant,0.04726,56,1044,0.03438,0.06013
1988,Lower Saxony,White-collar worker,0.16069,198,1044,0.13840,0.18298
1988,Lower Saxony,Apprentice/ Trainee/ Intern,0.07309,112,1044,0.05729,0.08889
1988,Lower Saxony,Not employed: Pensioner,0.20156,171,1044,0.17722,0.22591
1988,Lower Saxony,Not employed: registered unemployed,0.05133,67,1044,0.03794,0.06473
1988,Lower Saxony,Not employed: no further information,0.10180,141,1044,0.08345,0.12015
1988,Bremen,Not employed: Pensioner,0.40812,32,32,0.23510,0.58113
1988,North Rhine-Westphalia,Self-employed,0.03256,110,2674,0.02584,0.03929
1988,North Rhine-Westphalia,Blue-collar worker,0.14630,644,2674,0.13290,0.15970
1988,North Rhine-Westphalia,Civil servant,0.04114,123,2674,0.03361,0.04867
1988,North Rhine-Westphalia,White-collar worker,0.18849,536,2674,0.17367,0.20332
1988,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.08515,315,2674,0.07457,0.09573
1988,North Rhine-Westphalia,Not employed: Pensioner,0.17357,351,2674,0.15921,0.18793
1988,North Rhine-Westphalia,Not employed: registered unemployed,0.03599,127,2674,0.02893,0.04305
1988,North Rhine-Westphalia,Not employed: no further information,0.11999,468,2674,0.10767,0.13231
1988,Hesse,Self-employed,0.03545,45,992,0.02394,0.04697
1988,Hesse,Blue-collar worker,0.15895,287,992,0.13619,0.18172
1988,Hesse,Civil servant,0.03658,35,992,0.02489,0.04826
1988,Hesse,White-collar worker,0.18057,190,992,0.15662,0.20451
1988,Hesse,Apprentice/ Trainee/ Intern,0.05484,82,992,0.04067,0.06902
1988,Hesse,Not employed: Pensioner,0.22161,153,992,0.19575,0.24747
1988,Hesse,Not employed: registered unemployed,0.02474,46,992,0.01507,0.03441
1988,Hesse,Not employed: no further information,0.11272,154,992,0.09303,0.13241
1988,"Rhineland-Palatinate, Saarland",Self-employed,0.04459,33,704,0.02933,0.05984
1988,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.17237,183,704,0.14445,0.20030
1988,"Rhineland-Palatinate, Saarland",White-collar worker,0.14169,118,704,0.11591,0.16746
1988,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.06932,67,704,0.05054,0.08809
1988,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.22186,133,704,0.19114,0.25257
1988,"Rhineland-Palatinate, Saarland",Not employed: registered unemployed,0.03814,39,704,0.02398,0.05230
1988,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.13404,131,704,0.10885,0.15922
1988,Baden-Wuerttemberg,Self-employed,0.04601,94,1871,0.03651,0.05551
1988,Baden-Wuerttemberg,Blue-collar worker,0.18882,647,1871,0.17108,0.20656
1988,Baden-Wuerttemberg,Civil servant,0.03758,65,1871,0.02896,0.04620
1988,Baden-Wuerttemberg,White-collar worker,0.18524,326,1871,0.16763,0.20285
1988,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.06990,182,1871,0.05834,0.08145
1988,Baden-Wuerttemberg,Not employed: Pensioner,0.17055,234,1871,0.15350,0.18760
1988,Baden-Wuerttemberg,Not employed: registered unemployed,0.01713,54,1871,0.01125,0.02301
1988,Baden-Wuerttemberg,Not employed: no further information,0.09701,269,1871,0.08360,0.11043
1988,Bavaria,Self-employed,0.06211,113,1635,0.05040,0.07381
1988,Bavaria,Blue-collar worker,0.16911,434,1635,0.15094,0.18729
1988,Bavaria,Civil servant,0.03846,69,1635,0.02913,0.04778
1988,Bavaria,White-collar worker,0.18510,353,1635,0.16627,0.20393
1988,Bavaria,Apprentice/ Trainee/ Intern,0.06157,159,1635,0.04991,0.07322
1988,Bavaria,Not employed: Pensioner,0.19053,240,1635,0.17149,0.20957
1988,Bavaria,Not employed: registered unemployed,0.02175,59,1635,0.01468,0.02883
1988,Bavaria,Not employed: no further information,0.09472,208,1635,0.08052,0.10892
1988,Berlin,Blue-collar worker,0.16230,96,224,0.11391,0.21070
1988,Berlin,White-collar worker,0.25880,82,224,0.20131,0.31628
1988,Berlin,Not employed: Pensioner,0.22265,46,224,0.16804,0.27725
1989,Schleswig-Holstein,Blue-collar worker,0.12571,58,234,0.08314,0.16828
1989,Schleswig-Holstein,White-collar worker,0.20962,77,234,0.15735,0.26188
1989,Schleswig-Holstein,Not employed: Pensioner,0.16047,45,234,0.11334,0.20760
1989,Schleswig-Holstein,Not employed: no further information,0.13071,54,234,0.08743,0.17399
1989,Hamburg,Blue-collar worker,0.16417,43,141,0.10281,0.22554
1989,Hamburg,White-collar worker,0.29833,58,141,0.22254,0.37412
1989,Hamburg,Not employed: Pensioner,0.26271,40,141,0.18981,0.33562
1989,Lower Saxony,Self-employed,0.05034,60,990,0.03671,0.06396
1989,Lower Saxony,Blue-collar worker,0.14278,209,990,0.12098,0.16459
1989,Lower Saxony,Civil servant,0.04829,55,990,0.03493,0.06165
1989,Lower Saxony,White-collar worker,0.17641,200,990,0.15266,0.20017
1989,Lower Saxony,Apprentice/ Trainee/ Intern,0.06979,101,990,0.05391,0.08567
1989,Lower Saxony,Not employed: Pensioner,0.21298,171,990,0.18747,0.23850
1989,Lower Saxony,Not employed: registered unemployed,0.03599,48,990,0.02438,0.04760
1989,Lower Saxony,Not employed: no further information,0.11081,146,990,0.09125,0.13038
1989,North Rhine-Westphalia,Self-employed,0.03292,101,2598,0.02606,0.03978
1989,North Rhine-Westphalia,Blue-collar worker,0.14216,624,2598,0.12873,0.15559
1989,North Rhine-Westphalia,Civil servant,0.03759,110,2598,0.03028,0.04491
1989,North Rhine-Westphalia,White-collar worker,0.20092,556,2598,0.18551,0.21633
1989,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.08598,302,2598,0.07519,0.09676
1989,North Rhine-Westphalia,Not employed: Pensioner,0.17771,353,2598,0.16301,0.19241
1989,North Rhine-Westphalia,Not employed: registered unemployed,0.03029,94,2598,0.02370,0.03689
1989,North Rhine-Westphalia,Not employed: no further information,0.11871,458,2598,0.10627,0.13115
1989,Hesse,Self-employed,0.03316,41,983,0.02196,0.04436
1989,Hesse,Blue-collar worker,0.15787,278,983,0.13507,0.18068
1989,Hesse,Civil servant,0.03756,35,983,0.02567,0.04945
1989,Hesse,White-collar worker,0.19427,210,983,0.16952,0.21901
1989,Hesse,Apprentice/ Trainee/ Intern,0.05920,82,983,0.04444,0.07396
1989,Hesse,Not employed: Pensioner,0.23016,161,983,0.20383,0.25649
1989,Hesse,Not employed: registered unemployed,0.01874,32,983,0.01026,0.02722
1989,Hesse,Not employed: no further information,0.09955,144,983,0.08082,0.11827
1989,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.19066,184,640,0.16020,0.22112
1989,"Rhineland-Palatinate, Saarland",White-collar worker,0.17128,134,640,0.14207,0.20049
1989,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.06715,59,640,0.04775,0.08656
1989,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.20591,118,640,0.17456,0.23726
