year,migback,quintil_oecd,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,4th Quintile,Blue-collar worker,0.17320,378,1853,0.15596,0.19043
1984,No migration background,4th Quintile,Civil servant,0.05063,120,1853,0.04064,0.06061
1984,No migration background,4th Quintile,White-collar worker,0.22079,513,1853,0.20189,0.23968
1984,No migration background,4th Quintile,Apprentice/ Trainee/ Intern,0.07510,173,1853,0.06310,0.08711
1984,No migration background,4th Quintile,Not employed: Pensioner,0.16753,292,1853,0.15052,0.18454
1984,No migration background,4th Quintile,Not employed: registered unemployed,0.01962,42,1853,0.01330,0.02594
1984,No migration background,4th Quintile,Not employed: no further information,0.10745,242,1853,0.09335,0.12156
1984,No migration background,5th Quintile,Self-employed,0.10261,236,1990,0.08927,0.11595
1984,No migration background,5th Quintile,Blue-collar worker,0.11225,256,1990,0.09838,0.12612
1984,No migration background,5th Quintile,Civil servant,0.09125,210,1990,0.07859,0.10390
1984,No migration background,5th Quintile,White-collar worker,0.30745,721,1990,0.28717,0.32773
1984,No migration background,5th Quintile,Apprentice/ Trainee/ Intern,0.04933,118,1990,0.03981,0.05885
1984,No migration background,5th Quintile,Not employed: Pensioner,0.14515,261,1990,0.12967,0.16063
1984,No migration background,5th Quintile,Not employed: no further information,0.08154,188,1990,0.06951,0.09357
1984,Direct migration background,1st Quintile,Blue-collar worker,0.26785,405,943,0.23957,0.29613
1984,Direct migration background,1st Quintile,Apprentice/ Trainee/ Intern,0.07152,89,943,0.05506,0.08798
1984,Direct migration background,1st Quintile,Not employed: registered unemployed,0.10387,93,943,0.08439,0.12336
1984,Direct migration background,1st Quintile,Not employed: no further information,0.28617,356,943,0.25731,0.31503
1984,Direct migration background,2nd Quintile,Blue-collar worker,0.37725,389,707,0.34150,0.41300
1984,Direct migration background,2nd Quintile,White-collar worker,0.09035,38,707,0.06920,0.11150
1984,Direct migration background,2nd Quintile,Apprentice/ Trainee/ Intern,0.04274,57,707,0.02782,0.05767
1984,Direct migration background,2nd Quintile,Not employed: registered unemployed,0.05234,48,707,0.03591,0.06877
1984,Direct migration background,2nd Quintile,Not employed: no further information,0.18726,175,707,0.15849,0.21604
1984,Direct migration background,3rd Quintile,Blue-collar worker,0.47085,381,542,0.42879,0.51291
1984,Direct migration background,3rd Quintile,White-collar worker,0.09318,44,542,0.06868,0.11767
1984,Direct migration background,3rd Quintile,Apprentice/ Trainee/ Intern,0.06970,44,542,0.04824,0.09116
1984,Direct migration background,3rd Quintile,Not employed: no further information,0.12738,73,542,0.09928,0.15547
1984,Direct migration background,4th Quintile,Blue-collar worker,0.46287,391,519,0.41993,0.50581
1984,Direct migration background,4th Quintile,White-collar worker,0.16172,51,519,0.13001,0.19343
1984,Direct migration background,4th Quintile,Apprentice/ Trainee/ Intern,0.05888,33,519,0.03861,0.07915
1984,Direct migration background,4th Quintile,Not employed: no further information,0.08001,44,519,0.05665,0.10338
1984,Direct migration background,5th Quintile,Self-employed,0.10123,45,314,0.06782,0.13465
1984,Direct migration background,5th Quintile,Blue-collar worker,0.31793,213,314,0.26634,0.36952
1984,Direct migration background,5th Quintile,White-collar worker,0.22404,56,314,0.17785,0.27023
1985,No migration background,1st Quintile,Self-employed,0.02834,50,1289,0.01928,0.03740
1985,No migration background,1st Quintile,Blue-collar worker,0.10757,201,1289,0.09064,0.12449
1985,No migration background,1st Quintile,White-collar worker,0.07152,133,1289,0.05745,0.08559
1985,No migration background,1st Quintile,Apprentice/ Trainee/ Intern,0.10314,187,1289,0.08653,0.11975
1985,No migration background,1st Quintile,Not employed: Pensioner,0.27966,339,1289,0.25515,0.30417
1985,No migration background,1st Quintile,Not employed: registered unemployed,0.07253,128,1289,0.05837,0.08670
1985,No migration background,1st Quintile,Not employed: no further information,0.13349,251,1289,0.11492,0.15207
1985,No migration background,2nd Quintile,Self-employed,0.02715,53,1459,0.01881,0.03549
1985,No migration background,2nd Quintile,Blue-collar worker,0.15278,300,1459,0.13432,0.17125
1985,No migration background,2nd Quintile,Civil servant,0.02198,46,1459,0.01445,0.02950
1985,No migration background,2nd Quintile,White-collar worker,0.10554,216,1459,0.08977,0.12132
1985,No migration background,2nd Quintile,Apprentice/ Trainee/ Intern,0.07767,154,1459,0.06393,0.09141
1985,No migration background,2nd Quintile,Not employed: Pensioner,0.24278,332,1459,0.22077,0.26478
1985,No migration background,2nd Quintile,Not employed: registered unemployed,0.03301,62,1459,0.02384,0.04218
1985,No migration background,2nd Quintile,Not employed: no further information,0.14388,296,1459,0.12586,0.16189
1985,No migration background,3rd Quintile,Self-employed,0.03192,66,1612,0.02334,0.04051
1985,No migration background,3rd Quintile,Blue-collar worker,0.17058,337,1612,0.15221,0.18895
1985,No migration background,3rd Quintile,Civil servant,0.03444,74,1612,0.02553,0.04334
1985,No migration background,3rd Quintile,White-collar worker,0.16260,335,1612,0.14458,0.18062
1985,No migration background,3rd Quintile,Apprentice/ Trainee/ Intern,0.09865,201,1612,0.08409,0.11321
1985,No migration background,3rd Quintile,Not employed: Pensioner,0.20974,314,1612,0.18986,0.22962
1985,No migration background,3rd Quintile,Not employed: registered unemployed,0.02526,45,1612,0.01760,0.03293
1985,No migration background,3rd Quintile,Not employed: no further information,0.11358,240,1612,0.09809,0.12908
1985,No migration background,4th Quintile,Self-employed,0.04504,90,1697,0.03517,0.05491
1985,No migration background,4th Quintile,Blue-collar worker,0.17023,336,1697,0.15234,0.18812
1985,No migration background,4th Quintile,Civil servant,0.05482,118,1697,0.04399,0.06565
1985,No migration background,4th Quintile,White-collar worker,0.24848,509,1697,0.22791,0.26904
1985,No migration background,4th Quintile,Apprentice/ Trainee/ Intern,0.07667,160,1697,0.06401,0.08933
1985,No migration background,4th Quintile,Not employed: Pensioner,0.16854,250,1697,0.15073,0.18636
1985,No migration background,4th Quintile,Not employed: registered unemployed,0.01554,31,1697,0.00965,0.02143
1985,No migration background,4th Quintile,Not employed: no further information,0.09899,203,1697,0.08478,0.11321
1985,No migration background,5th Quintile,Self-employed,0.09364,197,1826,0.08027,0.10700
1985,No migration background,5th Quintile,Blue-collar worker,0.11565,242,1826,0.10097,0.13032
1985,No migration background,5th Quintile,Civil servant,0.09501,199,1826,0.08156,0.10846
1985,No migration background,5th Quintile,White-collar worker,0.30885,654,1826,0.28765,0.33005
1985,No migration background,5th Quintile,Apprentice/ Trainee/ Intern,0.06074,132,1826,0.04978,0.07170
1985,No migration background,5th Quintile,Not employed: Pensioner,0.14817,242,1826,0.13187,0.16447
1985,No migration background,5th Quintile,Not employed: no further information,0.07269,160,1826,0.06078,0.08461
1985,Direct migration background,1st Quintile,Blue-collar worker,0.28751,372,898,0.25789,0.31713
1985,Direct migration background,1st Quintile,White-collar worker,0.05465,34,898,0.03977,0.06952
1985,Direct migration background,1st Quintile,Apprentice/ Trainee/ Intern,0.06529,76,898,0.04913,0.08146
1985,Direct migration background,1st Quintile,Not employed: Pensioner,0.07835,33,898,0.06076,0.09593
1985,Direct migration background,1st Quintile,Not employed: registered unemployed,0.08561,88,898,0.06730,0.10392
1985,Direct migration background,1st Quintile,Not employed: no further information,0.26974,295,898,0.24070,0.29879
1985,Direct migration background,2nd Quintile,Blue-collar worker,0.33604,325,595,0.29806,0.37403
1985,Direct migration background,2nd Quintile,White-collar worker,0.09095,34,595,0.06783,0.11408
1985,Direct migration background,2nd Quintile,Apprentice/ Trainee/ Intern,0.08392,50,595,0.06163,0.10622
1985,Direct migration background,2nd Quintile,Not employed: registered unemployed,0.06848,49,595,0.04817,0.08879
1985,Direct migration background,2nd Quintile,Not employed: no further information,0.17114,137,595,0.14085,0.20143
1985,Direct migration background,3rd Quintile,Blue-collar worker,0.46868,357,520,0.42575,0.51162
1985,Direct migration background,3rd Quintile,White-collar worker,0.11232,41,520,0.08515,0.13948
1985,Direct migration background,3rd Quintile,Apprentice/ Trainee/ Intern,0.05242,35,520,0.03325,0.07160
1985,Direct migration background,3rd Quintile,Not employed: registered unemployed,0.04505,32,520,0.02721,0.06290
1985,Direct migration background,3rd Quintile,Not employed: no further information,0.10582,55,520,0.07936,0.13229
1985,Direct migration background,4th Quintile,Blue-collar worker,0.46377,295,389,0.41415,0.51339
1985,Direct migration background,4th Quintile,White-collar worker,0.13703,53,389,0.10282,0.17125
1985,Direct migration background,4th Quintile,Not employed: no further information,0.08905,41,389,0.06071,0.11739
1985,Direct migration background,5th Quintile,Self-employed,0.08625,37,249,0.05131,0.12120
1985,Direct migration background,5th Quintile,Blue-collar worker,0.30890,153,249,0.25140,0.36641
1985,Direct migration background,5th Quintile,White-collar worker,0.24195,59,249,0.18865,0.29525
1986,No migration background,1st Quintile,Self-employed,0.02471,45,1201,0.01593,0.03349
1986,No migration background,1st Quintile,Blue-collar worker,0.10288,180,1201,0.08569,0.12007
1986,No migration background,1st Quintile,White-collar worker,0.05475,96,1201,0.04188,0.06762
1986,No migration background,1st Quintile,Apprentice/ Trainee/ Intern,0.09995,172,1201,0.08298,0.11692
1986,No migration background,1st Quintile,Not employed: Pensioner,0.31223,356,1201,0.28602,0.33845
1986,No migration background,1st Quintile,Not employed: registered unemployed,0.06597,105,1201,0.05193,0.08002
1986,No migration background,1st Quintile,Not employed: no further information,0.14183,247,1201,0.12209,0.16157
1986,No migration background,2nd Quintile,Self-employed,0.03223,57,1365,0.02286,0.04160
1986,No migration background,2nd Quintile,Blue-collar worker,0.15291,285,1365,0.13381,0.17201
1986,No migration background,2nd Quintile,Civil servant,0.01923,40,1365,0.01194,0.02651
1986,No migration background,2nd Quintile,White-collar worker,0.10257,196,1365,0.08647,0.11867
1986,No migration background,2nd Quintile,Apprentice/ Trainee/ Intern,0.07584,153,1365,0.06179,0.08989
1986,No migration background,2nd Quintile,Not employed: Pensioner,0.25219,308,1365,0.22914,0.27523
1986,No migration background,2nd Quintile,Not employed: registered unemployed,0.02711,50,1365,0.01849,0.03573
1986,No migration background,2nd Quintile,Not employed: no further information,0.14410,276,1365,0.12546,0.16274
1986,No migration background,3rd Quintile,Self-employed,0.03389,64,1504,0.02474,0.04304
1986,No migration background,3rd Quintile,Blue-collar worker,0.16802,315,1504,0.14912,0.18692
1986,No migration background,3rd Quintile,Civil servant,0.03725,76,1504,0.02767,0.04682
1986,No migration background,3rd Quintile,White-collar worker,0.18405,349,1504,0.16446,0.20364
1986,No migration background,3rd Quintile,Apprentice/ Trainee/ Intern,0.09332,191,1504,0.07861,0.10802
1986,No migration background,3rd Quintile,Not employed: Pensioner,0.19586,268,1504,0.17580,0.21593
1986,No migration background,3rd Quintile,Not employed: registered unemployed,0.01676,32,1504,0.01027,0.02326
1986,No migration background,3rd Quintile,Not employed: no further information,0.10392,209,1504,0.08849,0.11935
1986,No migration background,4th Quintile,Self-employed,0.02847,57,1680,0.02051,0.03642
1986,No migration background,4th Quintile,Blue-collar worker,0.19397,378,1680,0.17506,0.21289
1986,No migration background,4th Quintile,Civil servant,0.05757,111,1680,0.04643,0.06871
1986,No migration background,4th Quintile,White-collar worker,0.24441,489,1680,0.22385,0.26496
1986,No migration background,4th Quintile,Apprentice/ Trainee/ Intern,0.07170,160,1680,0.05936,0.08404
1986,No migration background,4th Quintile,Not employed: Pensioner,0.16580,245,1680,0.14801,0.18359
1986,No migration background,4th Quintile,Not employed: registered unemployed,0.02302,47,1680,0.01584,0.03019
1986,No migration background,4th Quintile,Not employed: no further information,0.09260,193,1680,0.07874,0.10647
1986,No migration background,5th Quintile,Self-employed,0.10266,207,1754,0.08845,0.11687
1986,No migration background,5th Quintile,Blue-collar worker,0.10687,217,1754,0.09241,0.12134
1986,No migration background,5th Quintile,Civil servant,0.09045,189,1754,0.07702,0.10387
1986,No migration background,5th Quintile,White-collar worker,0.31572,635,1754,0.29396,0.33748
1986,No migration background,5th Quintile,Apprentice/ Trainee/ Intern,0.06541,137,1754,0.05383,0.07698
1986,No migration background,5th Quintile,Not employed: Pensioner,0.13247,205,1754,0.11660,0.14834
1986,No migration background,5th Quintile,Not employed: no further information,0.07977,164,1754,0.06709,0.09245
1986,Direct migration background,1st Quintile,Blue-collar worker,0.28293,323,767,0.25103,0.31483
1986,Direct migration background,1st Quintile,Apprentice/ Trainee/ Intern,0.06124,73,767,0.04426,0.07822
1986,Direct migration background,1st Quintile,Not employed: Pensioner,0.11033,42,767,0.08814,0.13251
1986,Direct migration background,1st Quintile,Not employed: registered unemployed,0.11615,98,767,0.09346,0.13884
1986,Direct migration background,1st Quintile,Not employed: no further information,0.24239,231,767,0.21204,0.27274
1986,Direct migration background,2nd Quintile,Blue-collar worker,0.33682,332,667,0.30092,0.37271
1986,Direct migration background,2nd Quintile,White-collar worker,0.10891,42,667,0.08525,0.13257
1986,Direct migration background,2nd Quintile,Apprentice/ Trainee/ Intern,0.07075,61,667,0.05127,0.09022
1986,Direct migration background,2nd Quintile,Not employed: Pensioner,0.14501,32,667,0.11827,0.17176
1986,Direct migration background,2nd Quintile,Not employed: registered unemployed,0.03855,42,667,0.02393,0.05317
1986,Direct migration background,2nd Quintile,Not employed: no further information,0.17951,158,667,0.15036,0.20866
1986,Direct migration background,3rd Quintile,Blue-collar worker,0.44979,335,482,0.40533,0.49425
1986,Direct migration background,3rd Quintile,White-collar worker,0.13690,45,482,0.10618,0.16762
1986,Direct migration background,3rd Quintile,Apprentice/ Trainee/ Intern,0.06320,43,482,0.04146,0.08495
1986,Direct migration background,3rd Quintile,Not employed: no further information,0.12883,59,482,0.09889,0.15877
1986,Direct migration background,4th Quintile,Blue-collar worker,0.48481,321,415,0.43666,0.53295
1986,Direct migration background,4th Quintile,White-collar worker,0.13069,52,415,0.09823,0.16316
1986,Direct migration background,4th Quintile,Not employed: no further information,0.10835,42,415,0.07841,0.13829
1986,Direct migration background,5th Quintile,Self-employed,0.13356,40,222,0.08871,0.17841
1986,Direct migration background,5th Quintile,Blue-collar worker,0.26531,134,222,0.20710,0.32352
1986,Direct migration background,5th Quintile,White-collar worker,0.21317,48,222,0.15918,0.26717
1987,No migration background,1st Quintile,Self-employed,0.02242,34,1177,0.01396,0.03088
1987,No migration background,1st Quintile,Blue-collar worker,0.11045,187,1177,0.09253,0.12836
1987,No migration background,1st Quintile,White-collar worker,0.04975,87,1177,0.03732,0.06217
1987,No migration background,1st Quintile,Apprentice/ Trainee/ Intern,0.09194,165,1177,0.07543,0.10846
1987,No migration background,1st Quintile,Not employed: Pensioner,0.34141,379,1177,0.31431,0.36852
1987,No migration background,1st Quintile,Not employed: registered unemployed,0.06589,99,1177,0.05171,0.08006
1987,No migration background,1st Quintile,Not employed: no further information,0.13204,226,1177,0.11269,0.15139
1987,No migration background,2nd Quintile,Self-employed,0.02605,46,1340,0.01752,0.03458
1987,No migration background,2nd Quintile,Blue-collar worker,0.16420,299,1340,0.14436,0.18404
1987,No migration background,2nd Quintile,Civil servant,0.02138,42,1340,0.01363,0.02913
1987,No migration background,2nd Quintile,White-collar worker,0.12532,215,1340,0.10758,0.14305
1987,No migration background,2nd Quintile,Apprentice/ Trainee/ Intern,0.06920,157,1340,0.05561,0.08280
1987,No migration background,2nd Quintile,Not employed: Pensioner,0.23335,281,1340,0.21070,0.25601
1987,No migration background,2nd Quintile,Not employed: registered unemployed,0.02293,44,1340,0.01491,0.03095
1987,No migration background,2nd Quintile,Not employed: no further information,0.13645,256,1340,0.11806,0.15484
1987,No migration background,3rd Quintile,Self-employed,0.03700,73,1496,0.02743,0.04657
1987,No migration background,3rd Quintile,Blue-collar worker,0.16811,314,1496,0.14915,0.18706
1987,No migration background,3rd Quintile,Civil servant,0.03786,71,1496,0.02819,0.04754
1987,No migration background,3rd Quintile,White-collar worker,0.17526,329,1496,0.15599,0.19453
1987,No migration background,3rd Quintile,Apprentice/ Trainee/ Intern,0.07750,176,1496,0.06394,0.09105
1987,No migration background,3rd Quintile,Not employed: Pensioner,0.20127,272,1496,0.18095,0.22160
1987,No migration background,3rd Quintile,Not employed: registered unemployed,0.02512,50,1496,0.01719,0.03306
1987,No migration background,3rd Quintile,Not employed: no further information,0.10829,211,1496,0.09254,0.12404
1987,No migration background,4th Quintile,Self-employed,0.04322,84,1613,0.03329,0.05314
1987,No migration background,4th Quintile,Blue-collar worker,0.18695,346,1613,0.16792,0.20598
1987,No migration background,4th Quintile,Civil servant,0.05914,117,1613,0.04762,0.07065
1987,No migration background,4th Quintile,White-collar worker,0.25232,474,1613,0.23112,0.27352
1987,No migration background,4th Quintile,Apprentice/ Trainee/ Intern,0.06572,149,1613,0.05362,0.07781
1987,No migration background,4th Quintile,Not employed: Pensioner,0.15091,222,1613,0.13344,0.16839
1987,No migration background,4th Quintile,Not employed: registered unemployed,0.01911,36,1613,0.01243,0.02580
1987,No migration background,4th Quintile,Not employed: no further information,0.09409,185,1613,0.07983,0.10834
1987,No migration background,5th Quintile,Self-employed,0.09517,188,1767,0.08148,0.10885
1987,No migration background,5th Quintile,Blue-collar worker,0.12210,242,1767,0.10683,0.13737
1987,No migration background,5th Quintile,Civil servant,0.08978,183,1767,0.07645,0.10311
1987,No migration background,5th Quintile,White-collar worker,0.31856,643,1767,0.29683,0.34029
1987,No migration background,5th Quintile,Apprentice/ Trainee/ Intern,0.06223,144,1767,0.05097,0.07350
1987,No migration background,5th Quintile,Not employed: Pensioner,0.12444,189,1767,0.10905,0.13984
1987,No migration background,5th Quintile,Not employed: registered unemployed,0.01531,32,1767,0.00958,0.02104
1987,No migration background,5th Quintile,Not employed: no further information,0.07150,146,1767,0.05948,0.08351
1987,Direct migration background,1st Quintile,Blue-collar worker,0.27669,296,759,0.24484,0.30853
1987,Direct migration background,1st Quintile,Apprentice/ Trainee/ Intern,0.08194,83,759,0.06242,0.10147
1987,Direct migration background,1st Quintile,Not employed: Pensioner,0.11216,41,759,0.08970,0.13463
1987,Direct migration background,1st Quintile,Not employed: registered unemployed,0.09649,102,759,0.07547,0.11751
1987,Direct migration background,1st Quintile,Not employed: no further information,0.25891,237,759,0.22773,0.29010
1987,Direct migration background,2nd Quintile,Blue-collar worker,0.37006,345,652,0.33297,0.40715
1987,Direct migration background,2nd Quintile,White-collar worker,0.09690,42,652,0.07417,0.11962
1987,Direct migration background,2nd Quintile,Apprentice/ Trainee/ Intern,0.07348,57,652,0.05344,0.09353
1987,Direct migration background,2nd Quintile,Not employed: Pensioner,0.15284,36,652,0.12520,0.18048
1987,Direct migration background,2nd Quintile,Not employed: registered unemployed,0.04283,39,652,0.02727,0.05838
1987,Direct migration background,2nd Quintile,Not employed: no further information,0.15721,133,652,0.12925,0.18517
1987,Direct migration background,3rd Quintile,Blue-collar worker,0.41929,324,477,0.37496,0.46361
1987,Direct migration background,3rd Quintile,White-collar worker,0.12931,49,477,0.09917,0.15946
1987,Direct migration background,3rd Quintile,Apprentice/ Trainee/ Intern,0.05742,43,477,0.03652,0.07832
1987,Direct migration background,3rd Quintile,Not employed: no further information,0.12459,61,477,0.09492,0.15426
1987,Direct migration background,4th Quintile,Blue-collar worker,0.47702,298,391,0.42745,0.52659
1987,Direct migration background,4th Quintile,White-collar worker,0.16724,58,391,0.13020,0.20428
1987,Direct migration background,4th Quintile,Not employed: no further information,0.07334,35,391,0.04747,0.09921
1987,Direct migration background,5th Quintile,Self-employed,0.12015,36,229,0.07795,0.16236
1987,Direct migration background,5th Quintile,Blue-collar worker,0.32785,146,229,0.26692,0.38878
1987,Direct migration background,5th Quintile,White-collar worker,0.21012,47,229,0.15724,0.26300
1988,No migration background,1st Quintile,Self-employed,0.02240,35,1108,0.01369,0.03112
1988,No migration background,1st Quintile,Blue-collar worker,0.11963,195,1108,0.10051,0.13875
1988,No migration background,1st Quintile,White-collar worker,0.05110,86,1108,0.03813,0.06407
1988,No migration background,1st Quintile,Apprentice/ Trainee/ Intern,0.09131,148,1108,0.07434,0.10828
1988,No migration background,1st Quintile,Not employed: Pensioner,0.31016,329,1108,0.28291,0.33741
1988,No migration background,1st Quintile,Not employed: registered unemployed,0.06242,85,1108,0.04817,0.07667
1988,No migration background,1st Quintile,Not employed: no further information,0.14158,230,1108,0.12104,0.16211
1988,No migration background,2nd Quintile,Self-employed,0.02762,52,1299,0.01870,0.03653
1988,No migration background,2nd Quintile,Blue-collar worker,0.13182,244,1299,0.11342,0.15022
1988,No migration background,2nd Quintile,Civil servant,0.02040,37,1299,0.01271,0.02809
1988,No migration background,2nd Quintile,White-collar worker,0.13037,230,1299,0.11205,0.14869
1988,No migration background,2nd Quintile,Apprentice/ Trainee/ Intern,0.06735,135,1299,0.05372,0.08099
1988,No migration background,2nd Quintile,Not employed: Pensioner,0.27365,326,1299,0.24940,0.29791
1988,No migration background,2nd Quintile,Not employed: registered unemployed,0.02118,36,1299,0.01335,0.02902
1988,No migration background,2nd Quintile,Not employed: no further information,0.12916,239,1299,0.11092,0.14741
1988,No migration background,3rd Quintile,Self-employed,0.03533,63,1425,0.02575,0.04492
1988,No migration background,3rd Quintile,Blue-collar worker,0.17517,302,1425,0.15542,0.19491
1988,No migration background,3rd Quintile,Civil servant,0.03679,67,1425,0.02701,0.04657
1988,No migration background,3rd Quintile,White-collar worker,0.17934,314,1425,0.15942,0.19927
1988,No migration background,3rd Quintile,Apprentice/ Trainee/ Intern,0.09036,192,1425,0.07547,0.10525
1988,No migration background,3rd Quintile,Not employed: Pensioner,0.17747,229,1425,0.15762,0.19731
1988,No migration background,3rd Quintile,Not employed: registered unemployed,0.03165,57,1425,0.02256,0.04075
1988,No migration background,3rd Quintile,Not employed: no further information,0.10703,201,1425,0.09097,0.12309
1988,No migration background,4th Quintile,Self-employed,0.03751,68,1519,0.02795,0.04707
1988,No migration background,4th Quintile,Blue-collar worker,0.19374,335,1519,0.17386,0.21363
1988,No migration background,4th Quintile,Civil servant,0.05679,105,1519,0.04514,0.06843
1988,No migration background,4th Quintile,White-collar worker,0.25315,443,1519,0.23127,0.27502
1988,No migration background,4th Quintile,Apprentice/ Trainee/ Intern,0.06187,139,1519,0.04975,0.07399
1988,No migration background,4th Quintile,Not employed: Pensioner,0.15751,219,1519,0.13919,0.17584
1988,No migration background,4th Quintile,Not employed: registered unemployed,0.02545,44,1519,0.01753,0.03338
1988,No migration background,4th Quintile,Not employed: no further information,0.08549,166,1519,0.07142,0.09956
1988,No migration background,5th Quintile,Self-employed,0.09995,185,1627,0.08537,0.11453
1988,No migration background,5th Quintile,Blue-collar worker,0.10757,206,1627,0.09251,0.12263
1988,No migration background,5th Quintile,Civil servant,0.09316,178,1627,0.07903,0.10729
1988,No migration background,5th Quintile,White-collar worker,0.34822,637,1627,0.32506,0.37137
1988,No migration background,5th Quintile,Apprentice/ Trainee/ Intern,0.04577,100,1627,0.03561,0.05592
1988,No migration background,5th Quintile,Not employed: Pensioner,0.13311,189,1627,0.11660,0.14963
1988,No migration background,5th Quintile,Not employed: no further information,0.06448,132,1627,0.05254,0.07641
1988,Direct migration background,1st Quintile,Blue-collar worker,0.28278,287,740,0.25031,0.31525
1988,Direct migration background,1st Quintile,Apprentice/ Trainee/ Intern,0.08950,75,740,0.06892,0.11008
1988,Direct migration background,1st Quintile,Not employed: Pensioner,0.13759,51,740,0.11276,0.16243
1988,Direct migration background,1st Quintile,Not employed: registered unemployed,0.08899,93,740,0.06846,0.10952
1988,Direct migration background,1st Quintile,Not employed: no further information,0.24679,234,740,0.21571,0.27788
1988,Direct migration background,2nd Quintile,Blue-collar worker,0.35946,306,570,0.32003,0.39889
1988,Direct migration background,2nd Quintile,White-collar worker,0.08462,42,570,0.06175,0.10748
1988,Direct migration background,2nd Quintile,Apprentice/ Trainee/ Intern,0.05056,50,570,0.03256,0.06857
1988,Direct migration background,2nd Quintile,Not employed: Pensioner,0.18020,36,570,0.14862,0.21178
1988,Direct migration background,2nd Quintile,Not employed: no further information,0.18948,136,570,0.15728,0.22168
1988,Direct migration background,3rd Quintile,Blue-collar worker,0.46156,320,482,0.41701,0.50611
1988,Direct migration background,3rd Quintile,White-collar worker,0.13997,42,482,0.10897,0.17098
1988,Direct migration background,3rd Quintile,Apprentice/ Trainee/ Intern,0.06335,31,482,0.04158,0.08512
1988,Direct migration background,3rd Quintile,Not employed: registered unemployed,0.04387,34,482,0.02556,0.06217
1988,Direct migration background,3rd Quintile,Not employed: no further information,0.10163,55,482,0.07463,0.12863
1988,Direct migration background,4th Quintile,Blue-collar worker,0.38981,281,424,0.34333,0.43629
1988,Direct migration background,4th Quintile,White-collar worker,0.18204,65,424,0.14527,0.21881
1988,Direct migration background,4th Quintile,Not employed: registered unemployed,0.08465,38,424,0.05813,0.11118
1988,Direct migration background,4th Quintile,Not employed: no further information,0.09149,40,424,0.06402,0.11897
1988,Direct migration background,5th Quintile,Self-employed,0.11974,36,201,0.07475,0.16474
1988,Direct migration background,5th Quintile,Blue-collar worker,0.30881,124,201,0.24478,0.37284
1988,Direct migration background,5th Quintile,White-collar worker,0.21855,41,201,0.16128,0.27583
1988,Indirect migration background,1st Quintile,Apprentice/ Trainee/ Intern,0.05767,39,39,-0.01645,0.13180
1989,No migration background,1st Quintile,Self-employed,0.01746,32,1046,0.00952,0.02540
1989,No migration background,1st Quintile,Blue-collar worker,0.09994,165,1046,0.08175,0.11812
1989,No migration background,1st Quintile,White-collar worker,0.06873,99,1046,0.05339,0.08407
1989,No migration background,1st Quintile,Apprentice/ Trainee/ Intern,0.09686,148,1046,0.07892,0.11479
1989,No migration background,1st Quintile,Not employed: Pensioner,0.34395,341,1046,0.31515,0.37275
1989,No migration background,1st Quintile,Not employed: registered unemployed,0.04869,64,1046,0.03564,0.06174
