year,bula_h,quintil_oecd,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Hesse,1st Quintile,Blue-collar worker,0.13974,75,188,0.09005,0.18944
1984,Hesse,1st Quintile,Not employed: Pensioner,0.39413,47,188,0.32409,0.46417
1984,Hesse,1st Quintile,Not employed: no further information,0.16587,66,188,0.11256,0.21919
1984,Hesse,2nd Quintile,Blue-collar worker,0.25526,73,121,0.17725,0.33328
1984,Hesse,2nd Quintile,Not employed: no further information,0.19693,48,121,0.12577,0.26808
1984,Hesse,3rd Quintile,Blue-collar worker,0.30943,72,136,0.23145,0.38741
1984,Hesse,3rd Quintile,White-collar worker,0.16639,33,136,0.10357,0.22922
1984,Hesse,3rd Quintile,Not employed: Pensioner,0.21883,31,136,0.14908,0.28857
1984,Hesse,4th Quintile,Blue-collar worker,0.20241,81,131,0.13334,0.27148
1984,Hesse,4th Quintile,White-collar worker,0.24996,50,131,0.17552,0.32439
1984,Hesse,5th Quintile,Blue-collar worker,0.13908,64,235,0.09475,0.18342
1984,Hesse,5th Quintile,White-collar worker,0.33715,99,235,0.27658,0.39772
1984,Hesse,5th Quintile,Not employed: Pensioner,0.17052,39,235,0.12233,0.21871
1984,Hesse,5th Quintile,Not employed: no further information,0.10947,33,235,0.06947,0.14948
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Blue-collar worker,0.15655,34,137,0.09548,0.21762
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Not employed: Pensioner,0.35216,44,137,0.27188,0.43244
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Not employed: no further information,0.30903,59,137,0.23136,0.38669
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Blue-collar worker,0.20756,60,149,0.14222,0.27291
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Not employed: Pensioner,0.29126,42,149,0.21806,0.36446
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Not employed: no further information,0.20919,47,149,0.14366,0.27472
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,Blue-collar worker,0.27602,61,92,0.18417,0.36787
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,Not employed: no further information,0.17377,31,92,0.09591,0.25162
1984,"Rhineland-Palatinate, Saarland",4th Quintile,Blue-collar worker,0.21783,44,76,0.12441,0.31125
1984,"Rhineland-Palatinate, Saarland",4th Quintile,White-collar worker,0.20897,32,76,0.11695,0.30098
1984,"Rhineland-Palatinate, Saarland",5th Quintile,White-collar worker,0.28137,35,35,0.13022,0.43252
1984,Baden-Wuerttemberg,1st Quintile,Blue-collar worker,0.18502,116,336,0.14343,0.22660
1984,Baden-Wuerttemberg,1st Quintile,Apprentice/ Trainee/ Intern,0.10620,35,336,0.07321,0.13920
1984,Baden-Wuerttemberg,1st Quintile,Not employed: Pensioner,0.34841,66,336,0.29739,0.39943
1984,Baden-Wuerttemberg,1st Quintile,Not employed: no further information,0.23950,119,336,0.19380,0.28520
1984,Baden-Wuerttemberg,2nd Quintile,Blue-collar worker,0.24706,175,430,0.20625,0.28788
1984,Baden-Wuerttemberg,2nd Quintile,White-collar worker,0.12544,43,430,0.09410,0.15678
1984,Baden-Wuerttemberg,2nd Quintile,Apprentice/ Trainee/ Intern,0.12452,56,430,0.09328,0.15577
1984,Baden-Wuerttemberg,2nd Quintile,Not employed: Pensioner,0.23687,59,430,0.19664,0.27710
1984,Baden-Wuerttemberg,2nd Quintile,Not employed: no further information,0.16791,97,430,0.13254,0.20328
1984,Baden-Wuerttemberg,3rd Quintile,Blue-collar worker,0.31114,194,424,0.26702,0.35526
1984,Baden-Wuerttemberg,3rd Quintile,White-collar worker,0.18128,66,424,0.14456,0.21799
1984,Baden-Wuerttemberg,3rd Quintile,Apprentice/ Trainee/ Intern,0.08212,37,424,0.05595,0.10828
1984,Baden-Wuerttemberg,3rd Quintile,Not employed: Pensioner,0.20178,55,424,0.16354,0.24003
1984,Baden-Wuerttemberg,3rd Quintile,Not employed: no further information,0.14957,72,424,0.11558,0.18356
1984,Baden-Wuerttemberg,4th Quintile,Blue-collar worker,0.27209,199,451,0.23097,0.31321
1984,Baden-Wuerttemberg,4th Quintile,White-collar worker,0.27290,110,451,0.23174,0.31405
1984,Baden-Wuerttemberg,4th Quintile,Apprentice/ Trainee/ Intern,0.09146,39,451,0.06483,0.11809
1984,Baden-Wuerttemberg,4th Quintile,Not employed: Pensioner,0.16486,49,451,0.13058,0.19915
1984,Baden-Wuerttemberg,4th Quintile,Not employed: no further information,0.11557,54,451,0.08603,0.14511
1984,Baden-Wuerttemberg,5th Quintile,Self-employed,0.11879,50,395,0.08684,0.15074
1984,Baden-Wuerttemberg,5th Quintile,Blue-collar worker,0.19324,135,395,0.15426,0.23223
1984,Baden-Wuerttemberg,5th Quintile,Civil servant,0.08360,33,395,0.05627,0.11093
1984,Baden-Wuerttemberg,5th Quintile,White-collar worker,0.30644,119,395,0.26092,0.35197
1984,Baden-Wuerttemberg,5th Quintile,Not employed: Pensioner,0.18898,58,395,0.15033,0.22764
1984,Bavaria,1st Quintile,Blue-collar worker,0.19405,104,320,0.15065,0.23744
1984,Bavaria,1st Quintile,Apprentice/ Trainee/ Intern,0.09777,43,320,0.06517,0.13036
1984,Bavaria,1st Quintile,Not employed: Pensioner,0.31406,70,320,0.26312,0.36499
1984,Bavaria,1st Quintile,Not employed: no further information,0.23935,103,320,0.19252,0.28617
1984,Bavaria,2nd Quintile,Blue-collar worker,0.21702,112,367,0.17479,0.25925
1984,Bavaria,2nd Quintile,White-collar worker,0.13880,56,367,0.10338,0.17423
1984,Bavaria,2nd Quintile,Apprentice/ Trainee/ Intern,0.08923,40,367,0.06002,0.11843
1984,Bavaria,2nd Quintile,Not employed: Pensioner,0.23400,67,367,0.19062,0.27737
1984,Bavaria,2nd Quintile,Not employed: no further information,0.20992,92,367,0.16820,0.25165
1984,Bavaria,3rd Quintile,Blue-collar worker,0.23161,142,386,0.18947,0.27375
1984,Bavaria,3rd Quintile,White-collar worker,0.19799,81,386,0.15819,0.23780
1984,Bavaria,3rd Quintile,Apprentice/ Trainee/ Intern,0.09460,43,386,0.06537,0.12384
1984,Bavaria,3rd Quintile,Not employed: Pensioner,0.20334,60,386,0.16313,0.24354
1984,Bavaria,3rd Quintile,Not employed: no further information,0.15053,60,386,0.11481,0.18625
1984,Bavaria,4th Quintile,Blue-collar worker,0.20984,116,355,0.16742,0.25226
1984,Bavaria,4th Quintile,White-collar worker,0.27609,111,355,0.22952,0.32267
1984,Bavaria,4th Quintile,Apprentice/ Trainee/ Intern,0.07110,31,355,0.04433,0.09787
1984,Bavaria,4th Quintile,Not employed: Pensioner,0.17897,51,355,0.13903,0.21890
1984,Bavaria,4th Quintile,Not employed: no further information,0.11538,46,355,0.08210,0.14866
1984,Bavaria,5th Quintile,Self-employed,0.13613,57,405,0.10269,0.16957
1984,Bavaria,5th Quintile,Blue-collar worker,0.11984,68,405,0.08817,0.15151
1984,Bavaria,5th Quintile,Civil servant,0.09358,38,405,0.06518,0.12198
1984,Bavaria,5th Quintile,White-collar worker,0.34410,148,405,0.29778,0.39043
1984,Bavaria,5th Quintile,Not employed: Pensioner,0.14022,49,405,0.10636,0.17408
1984,Bavaria,5th Quintile,Not employed: no further information,0.10791,45,405,0.07766,0.13817
1984,Berlin,3rd Quintile,Blue-collar worker,0.23182,33,33,0.08560,0.37803
1984,Berlin,5th Quintile,White-collar worker,0.36050,36,36,0.20143,0.51957
1985,Lower Saxony,1st Quintile,Blue-collar worker,0.12059,44,183,0.07328,0.16790
1985,Lower Saxony,1st Quintile,Apprentice/ Trainee/ Intern,0.14146,39,183,0.09083,0.19209
1985,Lower Saxony,1st Quintile,Not employed: Pensioner,0.36259,48,183,0.29274,0.43243
1985,Lower Saxony,1st Quintile,Not employed: no further information,0.15391,52,183,0.10148,0.20634
1985,Lower Saxony,2nd Quintile,Blue-collar worker,0.17430,37,118,0.10556,0.24305
1985,Lower Saxony,2nd Quintile,Not employed: Pensioner,0.26563,38,118,0.18560,0.34566
1985,Lower Saxony,2nd Quintile,Not employed: no further information,0.20220,43,118,0.12942,0.27497
1985,Lower Saxony,3rd Quintile,Blue-collar worker,0.18310,49,208,0.13041,0.23579
1985,Lower Saxony,3rd Quintile,White-collar worker,0.19791,51,208,0.14363,0.25219
1985,Lower Saxony,3rd Quintile,Apprentice/ Trainee/ Intern,0.14725,36,208,0.09897,0.19552
1985,Lower Saxony,3rd Quintile,Not employed: Pensioner,0.22380,41,208,0.16702,0.28058
1985,Lower Saxony,3rd Quintile,Not employed: no further information,0.12113,31,208,0.07668,0.16558
1985,Lower Saxony,4th Quintile,Blue-collar worker,0.20829,48,129,0.13794,0.27864
1985,Lower Saxony,4th Quintile,White-collar worker,0.24769,48,129,0.17291,0.32247
1985,Lower Saxony,4th Quintile,Not employed: Pensioner,0.23026,33,129,0.15733,0.30320
1985,Lower Saxony,5th Quintile,Self-employed,0.12463,32,127,0.06695,0.18230
1985,Lower Saxony,5th Quintile,Blue-collar worker,0.11102,34,127,0.05617,0.16588
1985,Lower Saxony,5th Quintile,White-collar worker,0.25247,61,127,0.17661,0.32832
1985,North Rhine-Westphalia,1st Quintile,Blue-collar worker,0.15650,165,659,0.12874,0.18426
1985,North Rhine-Westphalia,1st Quintile,White-collar worker,0.07523,41,659,0.05507,0.09538
1985,North Rhine-Westphalia,1st Quintile,Apprentice/ Trainee/ Intern,0.14299,100,659,0.11625,0.16974
1985,North Rhine-Westphalia,1st Quintile,Not employed: Pensioner,0.25804,94,659,0.22461,0.29148
1985,North Rhine-Westphalia,1st Quintile,Not employed: registered unemployed,0.11511,75,659,0.09072,0.13949
1985,North Rhine-Westphalia,1st Quintile,Not employed: no further information,0.21945,184,659,0.18783,0.25108
1985,North Rhine-Westphalia,2nd Quintile,Blue-collar worker,0.22266,187,566,0.18835,0.25696
1985,North Rhine-Westphalia,2nd Quintile,White-collar worker,0.13502,76,566,0.10684,0.16320
1985,North Rhine-Westphalia,2nd Quintile,Apprentice/ Trainee/ Intern,0.11680,79,566,0.09032,0.14329
1985,North Rhine-Westphalia,2nd Quintile,Not employed: Pensioner,0.24506,82,566,0.20959,0.28053
1985,North Rhine-Westphalia,2nd Quintile,Not employed: no further information,0.19372,142,566,0.16113,0.22631
1985,North Rhine-Westphalia,3rd Quintile,Blue-collar worker,0.20547,156,453,0.16822,0.24272
1985,North Rhine-Westphalia,3rd Quintile,White-collar worker,0.17219,79,453,0.13739,0.20700
1985,North Rhine-Westphalia,3rd Quintile,Apprentice/ Trainee/ Intern,0.13099,67,453,0.09988,0.16209
1985,North Rhine-Westphalia,3rd Quintile,Not employed: Pensioner,0.21608,70,453,0.17814,0.25403
1985,North Rhine-Westphalia,3rd Quintile,Not employed: no further information,0.14565,81,453,0.11313,0.17817
1985,North Rhine-Westphalia,4th Quintile,Blue-collar worker,0.21935,167,567,0.18526,0.25344
1985,North Rhine-Westphalia,4th Quintile,Civil servant,0.06633,41,567,0.04583,0.08683
1985,North Rhine-Westphalia,4th Quintile,White-collar worker,0.27511,158,567,0.23832,0.31190
1985,North Rhine-Westphalia,4th Quintile,Apprentice/ Trainee/ Intern,0.08292,52,567,0.06020,0.10563
1985,North Rhine-Westphalia,4th Quintile,Not employed: Pensioner,0.17270,72,567,0.14156,0.20384
1985,North Rhine-Westphalia,4th Quintile,Not employed: no further information,0.13184,77,567,0.10397,0.15971
1985,North Rhine-Westphalia,5th Quintile,Self-employed,0.10473,64,530,0.07863,0.13082
1985,North Rhine-Westphalia,5th Quintile,Blue-collar worker,0.12834,84,530,0.09984,0.15685
1985,North Rhine-Westphalia,5th Quintile,Civil servant,0.09501,48,530,0.07002,0.12000
1985,North Rhine-Westphalia,5th Quintile,White-collar worker,0.35430,192,530,0.31354,0.39506
1985,North Rhine-Westphalia,5th Quintile,Apprentice/ Trainee/ Intern,0.05986,34,530,0.03965,0.08008
1985,North Rhine-Westphalia,5th Quintile,Not employed: Pensioner,0.15243,58,530,0.12180,0.18306
1985,North Rhine-Westphalia,5th Quintile,Not employed: no further information,0.09173,50,530,0.06713,0.11633
1985,Hesse,1st Quintile,Blue-collar worker,0.13047,70,207,0.08448,0.17647
1985,Hesse,1st Quintile,Apprentice/ Trainee/ Intern,0.15135,31,207,0.10240,0.20029
1985,Hesse,1st Quintile,Not employed: Pensioner,0.35419,44,207,0.28888,0.41950
1985,Hesse,1st Quintile,Not employed: no further information,0.14722,62,207,0.09883,0.19561
1985,Hesse,2nd Quintile,Blue-collar worker,0.20937,59,136,0.14073,0.27800
1985,Hesse,2nd Quintile,Not employed: Pensioner,0.32902,39,136,0.24976,0.40828
1985,Hesse,2nd Quintile,Not employed: no further information,0.14745,38,136,0.08764,0.20726
1985,Hesse,3rd Quintile,Blue-collar worker,0.29286,78,142,0.21775,0.36798
1985,Hesse,3rd Quintile,White-collar worker,0.16077,32,142,0.10014,0.22140
1985,Hesse,3rd Quintile,Not employed: Pensioner,0.26248,32,142,0.18985,0.33510
1985,Hesse,4th Quintile,Blue-collar worker,0.20624,73,132,0.13696,0.27553
1985,Hesse,4th Quintile,White-collar worker,0.27377,59,132,0.19742,0.35013
1985,Hesse,5th Quintile,Blue-collar worker,0.13511,39,118,0.07316,0.19705
1985,Hesse,5th Quintile,White-collar worker,0.34786,79,118,0.26156,0.43417
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Blue-collar worker,0.16460,35,126,0.09959,0.22960
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Not employed: Pensioner,0.34091,39,126,0.25781,0.42401
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Not employed: no further information,0.25779,52,126,0.18111,0.33447
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Not employed: Pensioner,0.36571,35,66,0.24862,0.48279
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Not employed: no further information,0.23661,31,66,0.13329,0.33993
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Blue-collar worker,0.25876,63,63,0.14974,0.36777
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Blue-collar worker,0.29621,54,54,0.17328,0.41913
1985,"Rhineland-Palatinate, Saarland",5th Quintile,White-collar worker,0.25993,32,32,0.10553,0.41432
1985,Baden-Wuerttemberg,1st Quintile,Blue-collar worker,0.18646,123,315,0.14338,0.22954
1985,Baden-Wuerttemberg,1st Quintile,Apprentice/ Trainee/ Intern,0.09991,36,315,0.06674,0.13308
1985,Baden-Wuerttemberg,1st Quintile,Not employed: Pensioner,0.34450,60,315,0.29194,0.39706
1985,Baden-Wuerttemberg,1st Quintile,Not employed: no further information,0.17084,96,315,0.12921,0.21247
1985,Baden-Wuerttemberg,2nd Quintile,Blue-collar worker,0.25985,150,357,0.21430,0.30541
1985,Baden-Wuerttemberg,2nd Quintile,White-collar worker,0.10484,33,357,0.07301,0.13666
1985,Baden-Wuerttemberg,2nd Quintile,Apprentice/ Trainee/ Intern,0.12446,48,357,0.09017,0.15875
1985,Baden-Wuerttemberg,2nd Quintile,Not employed: Pensioner,0.24066,50,357,0.19625,0.28506
1985,Baden-Wuerttemberg,2nd Quintile,Not employed: no further information,0.15057,76,357,0.11342,0.18772
1985,Baden-Wuerttemberg,3rd Quintile,Blue-collar worker,0.28528,195,430,0.24255,0.32801
1985,Baden-Wuerttemberg,3rd Quintile,White-collar worker,0.19355,72,430,0.15616,0.23093
1985,Baden-Wuerttemberg,3rd Quintile,Apprentice/ Trainee/ Intern,0.11009,48,430,0.08047,0.13971
1985,Baden-Wuerttemberg,3rd Quintile,Not employed: Pensioner,0.20695,56,430,0.16861,0.24529
1985,Baden-Wuerttemberg,3rd Quintile,Not employed: no further information,0.12081,59,430,0.08997,0.15165
1985,Baden-Wuerttemberg,4th Quintile,Blue-collar worker,0.25685,154,375,0.21257,0.30113
1985,Baden-Wuerttemberg,4th Quintile,White-collar worker,0.25754,93,375,0.21322,0.30186
1985,Baden-Wuerttemberg,4th Quintile,Apprentice/ Trainee/ Intern,0.10276,43,375,0.07199,0.13354
1985,Baden-Wuerttemberg,4th Quintile,Not employed: Pensioner,0.15226,40,375,0.11585,0.18868
1985,Baden-Wuerttemberg,4th Quintile,Not employed: no further information,0.09806,45,375,0.06792,0.12820
1985,Baden-Wuerttemberg,5th Quintile,Self-employed,0.11398,38,310,0.07855,0.14941
1985,Baden-Wuerttemberg,5th Quintile,Blue-collar worker,0.18875,99,310,0.14512,0.23238
1985,Baden-Wuerttemberg,5th Quintile,Civil servant,0.09545,32,310,0.06269,0.12821
1985,Baden-Wuerttemberg,5th Quintile,White-collar worker,0.34747,107,310,0.29437,0.40056
1985,Baden-Wuerttemberg,5th Quintile,Not employed: Pensioner,0.14042,34,310,0.10169,0.17916
1985,Bavaria,1st Quintile,Blue-collar worker,0.23205,99,241,0.17864,0.28546
1985,Bavaria,1st Quintile,Apprentice/ Trainee/ Intern,0.10071,33,241,0.06264,0.13879
1985,Bavaria,1st Quintile,Not employed: Pensioner,0.29895,45,241,0.24103,0.35687
1985,Bavaria,1st Quintile,Not employed: no further information,0.17005,64,241,0.12252,0.21758
1985,Bavaria,2nd Quintile,Blue-collar worker,0.19990,110,344,0.15757,0.24222
1985,Bavaria,2nd Quintile,White-collar worker,0.12375,52,344,0.08890,0.15859
1985,Bavaria,2nd Quintile,Apprentice/ Trainee/ Intern,0.08524,37,344,0.05569,0.11480
1985,Bavaria,2nd Quintile,Not employed: Pensioner,0.26797,71,344,0.22110,0.31484
1985,Bavaria,2nd Quintile,Not employed: no further information,0.17504,74,344,0.13482,0.21525
1985,Bavaria,3rd Quintile,Blue-collar worker,0.20260,102,326,0.15890,0.24630
1985,Bavaria,3rd Quintile,White-collar worker,0.21861,78,326,0.17367,0.26354
1985,Bavaria,3rd Quintile,Apprentice/ Trainee/ Intern,0.10498,38,326,0.07165,0.13830
1985,Bavaria,3rd Quintile,Not employed: Pensioner,0.19958,50,326,0.15612,0.24303
1985,Bavaria,3rd Quintile,Not employed: no further information,0.15443,58,326,0.11514,0.19371
1985,Bavaria,4th Quintile,Blue-collar worker,0.18126,93,296,0.13730,0.22522
1985,Bavaria,4th Quintile,White-collar worker,0.27318,105,296,0.22233,0.32403
1985,Bavaria,4th Quintile,Not employed: Pensioner,0.22545,58,296,0.17776,0.27313
1985,Bavaria,4th Quintile,Not employed: no further information,0.10677,40,296,0.07153,0.14201
1985,Bavaria,5th Quintile,Self-employed,0.11293,49,406,0.08211,0.14376
1985,Bavaria,5th Quintile,Blue-collar worker,0.14161,80,406,0.10766,0.17557
1985,Bavaria,5th Quintile,Civil servant,0.09898,41,406,0.06989,0.12806
1985,Bavaria,5th Quintile,White-collar worker,0.32381,146,406,0.27824,0.36938
1985,Bavaria,5th Quintile,Not employed: Pensioner,0.16074,55,406,0.12497,0.19651
1985,Bavaria,5th Quintile,Not employed: no further information,0.08178,35,406,0.05509,0.10847
1985,Berlin,5th Quintile,White-collar worker,0.37736,37,37,0.21901,0.53570
1986,Lower Saxony,1st Quintile,Blue-collar worker,0.09602,36,179,0.05274,0.13931
1986,Lower Saxony,1st Quintile,Apprentice/ Trainee/ Intern,0.12473,35,179,0.07619,0.17327
1986,Lower Saxony,1st Quintile,Not employed: Pensioner,0.38975,57,179,0.31811,0.46140
1986,Lower Saxony,1st Quintile,Not employed: no further information,0.17959,51,179,0.12320,0.23598
1986,Lower Saxony,2nd Quintile,Blue-collar worker,0.22073,55,141,0.15203,0.28943
1986,Lower Saxony,2nd Quintile,Not employed: Pensioner,0.29277,41,141,0.21740,0.36815
1986,Lower Saxony,2nd Quintile,Not employed: no further information,0.18576,45,141,0.12134,0.25018
1986,Lower Saxony,3rd Quintile,Blue-collar worker,0.19439,49,203,0.13982,0.24897
1986,Lower Saxony,3rd Quintile,White-collar worker,0.19627,45,203,0.14150,0.25105
1986,Lower Saxony,3rd Quintile,Apprentice/ Trainee/ Intern,0.16252,39,203,0.11164,0.21340
1986,Lower Saxony,3rd Quintile,Not employed: Pensioner,0.21186,37,203,0.15551,0.26821
1986,Lower Saxony,3rd Quintile,Not employed: no further information,0.13112,33,203,0.08457,0.17767
1986,Lower Saxony,4th Quintile,Blue-collar worker,0.24066,60,113,0.16149,0.31983
1986,Lower Saxony,4th Quintile,White-collar worker,0.25734,53,113,0.17638,0.33831
1986,Lower Saxony,5th Quintile,Self-employed,0.15387,35,98,0.08207,0.22568
1986,Lower Saxony,5th Quintile,White-collar worker,0.28618,63,98,0.19623,0.37613
1986,North Rhine-Westphalia,1st Quintile,Blue-collar worker,0.15124,155,589,0.12228,0.18020
1986,North Rhine-Westphalia,1st Quintile,Apprentice/ Trainee/ Intern,0.14135,93,589,0.11319,0.16951
1986,North Rhine-Westphalia,1st Quintile,Not employed: Pensioner,0.31098,106,589,0.27357,0.34840
1986,North Rhine-Westphalia,1st Quintile,Not employed: registered unemployed,0.11359,73,589,0.08795,0.13924
1986,North Rhine-Westphalia,1st Quintile,Not employed: no further information,0.22052,162,589,0.18701,0.25403
1986,North Rhine-Westphalia,2nd Quintile,Blue-collar worker,0.20511,154,493,0.16943,0.24079
1986,North Rhine-Westphalia,2nd Quintile,White-collar worker,0.14079,67,493,0.11006,0.17153
1986,North Rhine-Westphalia,2nd Quintile,Apprentice/ Trainee/ Intern,0.12026,78,493,0.09152,0.14901
1986,North Rhine-Westphalia,2nd Quintile,Not employed: Pensioner,0.22702,64,493,0.19001,0.26404
1986,North Rhine-Westphalia,2nd Quintile,Not employed: no further information,0.21593,130,493,0.17957,0.25229
1986,North Rhine-Westphalia,3rd Quintile,Blue-collar worker,0.21896,166,521,0.18342,0.25451
1986,North Rhine-Westphalia,3rd Quintile,Civil servant,0.05227,31,521,0.03314,0.07140
1986,North Rhine-Westphalia,3rd Quintile,White-collar worker,0.18781,98,521,0.15424,0.22138
1986,North Rhine-Westphalia,3rd Quintile,Apprentice/ Trainee/ Intern,0.10956,64,521,0.08272,0.13641
1986,North Rhine-Westphalia,3rd Quintile,Not employed: Pensioner,0.21507,74,521,0.17975,0.25038
1986,North Rhine-Westphalia,3rd Quintile,Not employed: no further information,0.14858,88,521,0.11801,0.17915
1986,North Rhine-Westphalia,4th Quintile,Blue-collar worker,0.23806,177,510,0.20106,0.27506
1986,North Rhine-Westphalia,4th Quintile,White-collar worker,0.25798,134,510,0.21997,0.29599
1986,North Rhine-Westphalia,4th Quintile,Apprentice/ Trainee/ Intern,0.08063,55,510,0.05698,0.10429
1986,North Rhine-Westphalia,4th Quintile,Not employed: Pensioner,0.17661,66,510,0.14348,0.20974
1986,North Rhine-Westphalia,4th Quintile,Not employed: no further information,0.12891,78,510,0.09980,0.15803
1986,North Rhine-Westphalia,5th Quintile,Self-employed,0.12073,72,524,0.09280,0.14865
