year,bula_h,migback,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Lower Saxony,Direct migration background,Not employed: no further information,0.20537,36,112,0.13022,0.28053
1986,Bremen,No migration background,Not employed: Pensioner,0.49989,35,35,0.33182,0.66795
1986,North Rhine-Westphalia,No migration background,Self-employed,0.03958,102,2023,0.03108,0.04807
1986,North Rhine-Westphalia,No migration background,Blue-collar worker,0.13779,349,2023,0.12276,0.15281
1986,North Rhine-Westphalia,No migration background,Civil servant,0.04403,119,2023,0.03509,0.05298
1986,North Rhine-Westphalia,No migration background,White-collar worker,0.17196,449,2023,0.15551,0.18841
1986,North Rhine-Westphalia,No migration background,Apprentice/ Trainee/ Intern,0.09071,243,2023,0.07819,0.10323
1986,North Rhine-Westphalia,No migration background,Not employed: Pensioner,0.18758,330,2023,0.17056,0.20459
1986,North Rhine-Westphalia,No migration background,Not employed: registered unemployed,0.03579,90,2023,0.02769,0.04389
1986,North Rhine-Westphalia,No migration background,Not employed: no further information,0.12915,341,2023,0.11453,0.14376
1986,North Rhine-Westphalia,Direct migration background,Self-employed,0.04029,33,764,0.02634,0.05425
1986,North Rhine-Westphalia,Direct migration background,Blue-collar worker,0.32459,367,764,0.29136,0.35781
1986,North Rhine-Westphalia,Direct migration background,White-collar worker,0.10818,45,764,0.08614,0.13022
1986,North Rhine-Westphalia,Direct migration background,Apprentice/ Trainee/ Intern,0.06541,71,764,0.04786,0.08295
1986,North Rhine-Westphalia,Direct migration background,Not employed: Pensioner,0.11923,32,764,0.09624,0.14223
1986,North Rhine-Westphalia,Direct migration background,Not employed: registered unemployed,0.05961,55,764,0.04281,0.07640
1986,North Rhine-Westphalia,Direct migration background,Not employed: no further information,0.18062,161,764,0.15332,0.20791
1986,Hesse,No migration background,Blue-collar worker,0.13568,114,608,0.10844,0.16293
1986,Hesse,No migration background,Civil servant,0.04019,34,608,0.02457,0.05582
1986,Hesse,No migration background,White-collar worker,0.21068,169,608,0.17824,0.24312
1986,Hesse,No migration background,Apprentice/ Trainee/ Intern,0.09421,85,608,0.07097,0.11745
1986,Hesse,No migration background,Not employed: Pensioner,0.22955,132,608,0.19610,0.26301
1986,Hesse,No migration background,Not employed: no further information,0.09028,74,608,0.06748,0.11308
1986,Hesse,Direct migration background,Blue-collar worker,0.32099,172,289,0.26707,0.37491
1986,Hesse,Direct migration background,White-collar worker,0.12563,44,289,0.08735,0.16391
1986,Hesse,Direct migration background,Not employed: no further information,0.16918,73,289,0.12588,0.21248
1986,"Rhineland-Palatinate, Saarland",No migration background,Self-employed,0.04259,31,613,0.02659,0.05859
1986,"Rhineland-Palatinate, Saarland",No migration background,Blue-collar worker,0.17194,134,613,0.14204,0.20183
1986,"Rhineland-Palatinate, Saarland",No migration background,Civil servant,0.04222,34,613,0.02629,0.05815
1986,"Rhineland-Palatinate, Saarland",No migration background,White-collar worker,0.14241,113,613,0.11472,0.17009
1986,"Rhineland-Palatinate, Saarland",No migration background,Apprentice/ Trainee/ Intern,0.06226,52,613,0.04312,0.08141
1986,"Rhineland-Palatinate, Saarland",No migration background,Not employed: Pensioner,0.22908,131,613,0.19579,0.26238
1986,"Rhineland-Palatinate, Saarland",No migration background,Not employed: no further information,0.15177,118,613,0.12335,0.18020
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Blue-collar worker,0.44100,69,69,0.32298,0.55901
1986,Baden-Wuerttemberg,No migration background,Self-employed,0.04634,71,1144,0.03415,0.05852
1986,Baden-Wuerttemberg,No migration background,Blue-collar worker,0.17552,260,1144,0.15347,0.19758
1986,Baden-Wuerttemberg,No migration background,Civil servant,0.04234,64,1144,0.03067,0.05401
1986,Baden-Wuerttemberg,No migration background,White-collar worker,0.18752,278,1144,0.16489,0.21015
1986,Baden-Wuerttemberg,No migration background,Apprentice/ Trainee/ Intern,0.07547,120,1144,0.06015,0.09078
1986,Baden-Wuerttemberg,No migration background,Not employed: Pensioner,0.19172,200,1144,0.16889,0.21454
1986,Baden-Wuerttemberg,No migration background,Not employed: no further information,0.09523,151,1144,0.07821,0.11225
1986,Baden-Wuerttemberg,Direct migration background,Blue-collar worker,0.42532,447,742,0.38973,0.46092
1986,Baden-Wuerttemberg,Direct migration background,White-collar worker,0.11837,50,742,0.09511,0.14163
1986,Baden-Wuerttemberg,Direct migration background,Apprentice/ Trainee/ Intern,0.05582,50,742,0.03929,0.07235
1986,Baden-Wuerttemberg,Direct migration background,Not employed: Pensioner,0.11479,36,742,0.09184,0.13774
1986,Baden-Wuerttemberg,Direct migration background,Not employed: registered unemployed,0.03159,35,742,0.01900,0.04418
1986,Baden-Wuerttemberg,Direct migration background,Not employed: no further information,0.13964,124,742,0.11469,0.16460
1986,Bavaria,No migration background,Self-employed,0.06098,99,1358,0.04825,0.07372
1986,Bavaria,No migration background,Blue-collar worker,0.13894,238,1358,0.12053,0.15734
1986,Bavaria,No migration background,Civil servant,0.04380,79,1358,0.03291,0.05468
1986,Bavaria,No migration background,White-collar worker,0.19169,341,1358,0.17075,0.21263
1986,Bavaria,No migration background,Apprentice/ Trainee/ Intern,0.06739,128,1358,0.05405,0.08073
1986,Bavaria,No migration background,Not employed: Pensioner,0.19909,236,1358,0.17784,0.22034
1986,Bavaria,No migration background,Not employed: registered unemployed,0.02931,49,1358,0.02033,0.03828
1986,Bavaria,No migration background,Not employed: no further information,0.10893,188,1358,0.09236,0.12551
1986,Bavaria,Direct migration background,Blue-collar worker,0.36032,201,290,0.30497,0.41567
1986,Bavaria,Direct migration background,White-collar worker,0.11519,31,290,0.07838,0.15199
1986,Bavaria,Direct migration background,Not employed: no further information,0.14724,58,290,0.10639,0.18809
1986,Berlin,No migration background,Blue-collar worker,0.14045,43,175,0.08882,0.19208
1986,Berlin,No migration background,White-collar worker,0.26109,79,175,0.19583,0.32636
1986,Berlin,No migration background,Not employed: Pensioner,0.27865,53,175,0.21203,0.34526
1986,Berlin,Direct migration background,Blue-collar worker,0.41812,56,56,0.28776,0.54848
1987,Schleswig-Holstein,No migration background,Blue-collar worker,0.13792,49,205,0.09060,0.18524
1987,Schleswig-Holstein,No migration background,White-collar worker,0.19813,67,205,0.14343,0.25283
1987,Schleswig-Holstein,No migration background,Not employed: Pensioner,0.19562,52,205,0.14118,0.25005
1987,Schleswig-Holstein,No migration background,Not employed: no further information,0.10563,37,205,0.06345,0.14781
1987,Hamburg,No migration background,White-collar worker,0.26792,51,93,0.17742,0.35842
1987,Hamburg,No migration background,Not employed: Pensioner,0.31060,42,93,0.21604,0.40515
1987,Lower Saxony,No migration background,Self-employed,0.04867,61,915,0.03472,0.06261
1987,Lower Saxony,No migration background,Blue-collar worker,0.13332,151,915,0.11128,0.15535
1987,Lower Saxony,No migration background,Civil servant,0.04778,56,915,0.03395,0.06161
1987,Lower Saxony,No migration background,White-collar worker,0.17299,204,915,0.14847,0.19752
1987,Lower Saxony,No migration background,Apprentice/ Trainee/ Intern,0.09173,116,915,0.07301,0.11044
1987,Lower Saxony,No migration background,Not employed: Pensioner,0.21177,167,915,0.18528,0.23826
1987,Lower Saxony,No migration background,Not employed: registered unemployed,0.03508,38,915,0.02315,0.04701
1987,Lower Saxony,No migration background,Not employed: no further information,0.10558,122,915,0.08566,0.12550
1987,Lower Saxony,Direct migration background,Blue-collar worker,0.32648,75,75,0.21964,0.43332
1987,North Rhine-Westphalia,No migration background,Self-employed,0.03745,96,1994,0.02911,0.04578
1987,North Rhine-Westphalia,No migration background,Blue-collar worker,0.14057,338,1994,0.12531,0.15583
1987,North Rhine-Westphalia,No migration background,Civil servant,0.04538,123,1994,0.03624,0.05452
1987,North Rhine-Westphalia,No migration background,White-collar worker,0.18668,470,1994,0.16958,0.20379
1987,North Rhine-Westphalia,No migration background,Apprentice/ Trainee/ Intern,0.08127,239,1994,0.06927,0.09327
1987,North Rhine-Westphalia,No migration background,Not employed: Pensioner,0.18784,324,1994,0.17069,0.20499
1987,North Rhine-Westphalia,No migration background,Not employed: registered unemployed,0.03585,87,1994,0.02769,0.04402
1987,North Rhine-Westphalia,No migration background,Not employed: no further information,0.12145,317,1994,0.10711,0.13579
1987,North Rhine-Westphalia,Direct migration background,Self-employed,0.04582,32,753,0.03087,0.06076
1987,North Rhine-Westphalia,Direct migration background,Blue-collar worker,0.33504,352,753,0.30130,0.36877
1987,North Rhine-Westphalia,Direct migration background,White-collar worker,0.11673,52,753,0.09378,0.13968
1987,North Rhine-Westphalia,Direct migration background,Apprentice/ Trainee/ Intern,0.06797,69,753,0.04998,0.08596
1987,North Rhine-Westphalia,Direct migration background,Not employed: Pensioner,0.13779,41,753,0.11315,0.16242
1987,North Rhine-Westphalia,Direct migration background,Not employed: registered unemployed,0.04090,49,753,0.02674,0.05505
1987,North Rhine-Westphalia,Direct migration background,Not employed: no further information,0.17523,158,753,0.14805,0.20240
1987,Hesse,No migration background,Self-employed,0.03816,31,630,0.02318,0.05313
1987,Hesse,No migration background,Blue-collar worker,0.15450,124,630,0.12625,0.18274
1987,Hesse,No migration background,Civil servant,0.04299,35,630,0.02714,0.05885
1987,Hesse,No migration background,White-collar worker,0.19687,152,630,0.16579,0.22794
1987,Hesse,No migration background,Apprentice/ Trainee/ Intern,0.08094,78,630,0.05963,0.10226
1987,Hesse,No migration background,Not employed: Pensioner,0.23119,132,630,0.19824,0.26414
1987,Hesse,No migration background,Not employed: no further information,0.09810,78,630,0.07485,0.12134
1987,Hesse,Direct migration background,Blue-collar worker,0.34063,195,308,0.28762,0.39365
1987,Hesse,Direct migration background,White-collar worker,0.11237,43,308,0.07704,0.14770
1987,Hesse,Direct migration background,Not employed: no further information,0.16564,70,308,0.12406,0.20723
1987,"Rhineland-Palatinate, Saarland",No migration background,Self-employed,0.04454,31,575,0.02766,0.06141
1987,"Rhineland-Palatinate, Saarland",No migration background,Blue-collar worker,0.16556,127,575,0.13516,0.19597
1987,"Rhineland-Palatinate, Saarland",No migration background,White-collar worker,0.13904,108,575,0.11073,0.16734
1987,"Rhineland-Palatinate, Saarland",No migration background,Apprentice/ Trainee/ Intern,0.07234,59,575,0.05114,0.09353
1987,"Rhineland-Palatinate, Saarland",No migration background,Not employed: Pensioner,0.23414,132,575,0.19950,0.26879
1987,"Rhineland-Palatinate, Saarland",No migration background,Not employed: no further information,0.14941,118,575,0.12024,0.17857
1987,"Rhineland-Palatinate, Saarland",Direct migration background,Blue-collar worker,0.46959,69,69,0.35097,0.58822
1987,Baden-Wuerttemberg,No migration background,Self-employed,0.05202,76,1123,0.03903,0.06502
1987,Baden-Wuerttemberg,No migration background,Blue-collar worker,0.17807,267,1123,0.15568,0.20045
1987,Baden-Wuerttemberg,No migration background,Civil servant,0.04554,68,1123,0.03334,0.05774
1987,Baden-Wuerttemberg,No migration background,White-collar worker,0.18549,264,1123,0.16274,0.20823
1987,Baden-Wuerttemberg,No migration background,Apprentice/ Trainee/ Intern,0.07046,116,1123,0.05549,0.08544
1987,Baden-Wuerttemberg,No migration background,Not employed: Pensioner,0.18462,189,1123,0.16192,0.20732
1987,Baden-Wuerttemberg,No migration background,Not employed: no further information,0.09172,143,1123,0.07483,0.10861
1987,Baden-Wuerttemberg,Direct migration background,Blue-collar worker,0.43818,426,731,0.40218,0.47417
1987,Baden-Wuerttemberg,Direct migration background,White-collar worker,0.10806,50,731,0.08554,0.13058
1987,Baden-Wuerttemberg,Direct migration background,Apprentice/ Trainee/ Intern,0.05436,49,731,0.03792,0.07081
1987,Baden-Wuerttemberg,Direct migration background,Not employed: Pensioner,0.10847,40,731,0.08591,0.13103
1987,Baden-Wuerttemberg,Direct migration background,Not employed: registered unemployed,0.04084,45,731,0.02648,0.05519
1987,Baden-Wuerttemberg,Direct migration background,Not employed: no further information,0.14283,121,731,0.11745,0.16821
1987,Bavaria,No migration background,Self-employed,0.06032,96,1321,0.04747,0.07316
1987,Bavaria,No migration background,Blue-collar worker,0.15861,257,1321,0.13890,0.17832
