year,age_gr,regtyp,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,17-29 y.,Rural regions,Blue-collar worker,0.23864,159,593,0.20431,0.27298
1987,17-29 y.,Rural regions,White-collar worker,0.24365,132,593,0.20907,0.27823
1987,17-29 y.,Rural regions,Apprentice/ Trainee/ Intern,0.32047,209,593,0.28287,0.35806
1987,17-29 y.,Rural regions,Not employed: registered unemployed,0.04870,38,593,0.03136,0.06604
1987,17-29 y.,Rural regions,Not employed: no further information,0.07504,55,593,0.05382,0.09627
1987,30-45 y.,Urban regions,Self-employed,0.06667,157,2464,0.05682,0.07652
1987,30-45 y.,Urban regions,Blue-collar worker,0.26707,870,2464,0.24960,0.28454
1987,30-45 y.,Urban regions,Civil servant,0.07880,154,2464,0.06816,0.08944
1987,30-45 y.,Urban regions,White-collar worker,0.34568,685,2464,0.32689,0.36446
1987,30-45 y.,Urban regions,Not employed: registered unemployed,0.03487,96,2464,0.02762,0.04211
1987,30-45 y.,Urban regions,Not employed: no further information,0.18217,502,2464,0.16692,0.19741
1987,30-45 y.,Rural regions,Self-employed,0.11839,64,641,0.09336,0.14342
1987,30-45 y.,Rural regions,Blue-collar worker,0.24744,203,641,0.21400,0.28087
1987,30-45 y.,Rural regions,Civil servant,0.10319,59,641,0.07962,0.12676
1987,30-45 y.,Rural regions,White-collar worker,0.29249,170,641,0.25725,0.32774
1987,30-45 y.,Rural regions,Not employed: registered unemployed,0.05405,31,641,0.03653,0.07157
1987,30-45 y.,Rural regions,Not employed: no further information,0.17152,114,641,0.14232,0.20073
1987,46-65 y.,Urban regions,Self-employed,0.06615,158,2547,0.05650,0.07581
1987,46-65 y.,Urban regions,Blue-collar worker,0.22450,779,2547,0.20829,0.24071
1987,46-65 y.,Urban regions,Civil servant,0.04952,110,2547,0.04109,0.05795
1987,46-65 y.,Urban regions,White-collar worker,0.22561,481,2547,0.20938,0.24185
1987,46-65 y.,Urban regions,Not employed: Pensioner,0.20002,398,2547,0.18448,0.21556
1987,46-65 y.,Urban regions,Not employed: registered unemployed,0.04729,146,2547,0.03904,0.05553
1987,46-65 y.,Urban regions,Not employed: no further information,0.18207,475,2547,0.16708,0.19706
1987,46-65 y.,Rural regions,Self-employed,0.12981,80,651,0.10397,0.15565
1987,46-65 y.,Rural regions,Blue-collar worker,0.23321,177,651,0.20070,0.26572
1987,46-65 y.,Rural regions,Civil servant,0.06081,37,651,0.04244,0.07918
1987,46-65 y.,Rural regions,White-collar worker,0.15835,97,651,0.13029,0.18642
1987,46-65 y.,Rural regions,Not employed: Pensioner,0.18719,106,651,0.15720,0.21717
1987,46-65 y.,Rural regions,Not employed: registered unemployed,0.04551,35,651,0.02948,0.06153
1987,46-65 y.,Rural regions,Not employed: no further information,0.18189,119,651,0.15223,0.21155
1987,66 and older,Urban regions,Not employed: Pensioner,0.90995,716,769,0.88970,0.93019
1987,66 and older,Urban regions,Not employed: no further information,0.05551,53,769,0.03932,0.07171
1987,66 and older,Rural regions,Not employed: Pensioner,0.93190,247,247,0.90042,0.96338
1988,17-29 y.,Urban regions,Self-employed,0.02183,45,2288,0.01584,0.02782
1988,17-29 y.,Urban regions,Blue-collar worker,0.23144,616,2288,0.21416,0.24873
1988,17-29 y.,Urban regions,Civil servant,0.03521,58,2288,0.02765,0.04276
1988,17-29 y.,Urban regions,White-collar worker,0.23684,403,2288,0.21942,0.25427
1988,17-29 y.,Urban regions,Apprentice/ Trainee/ Intern,0.32737,775,2288,0.30813,0.34660
1988,17-29 y.,Urban regions,Not employed: Military/Community Service,0.02243,39,2288,0.01636,0.02850
1988,17-29 y.,Urban regions,Not employed: registered unemployed,0.03998,114,2288,0.03195,0.04801
1988,17-29 y.,Urban regions,Not employed: no further information,0.07890,238,2288,0.06785,0.08995
1988,17-29 y.,Rural regions,Blue-collar worker,0.23643,149,519,0.19984,0.27302
1988,17-29 y.,Rural regions,White-collar worker,0.19069,94,519,0.15686,0.22452
1988,17-29 y.,Rural regions,Apprentice/ Trainee/ Intern,0.31149,181,519,0.27161,0.35137
1988,17-29 y.,Rural regions,Not employed: registered unemployed,0.07483,42,519,0.05217,0.09749
1988,17-29 y.,Rural regions,Not employed: no further information,0.08513,53,519,0.06110,0.10917
1988,30-45 y.,Urban regions,Self-employed,0.06014,138,2285,0.05039,0.06989
1988,30-45 y.,Urban regions,Blue-collar worker,0.25457,782,2285,0.23671,0.27244
1988,30-45 y.,Urban regions,Civil servant,0.08409,143,2285,0.07271,0.09547
1988,30-45 y.,Urban regions,White-collar worker,0.36685,678,2285,0.34708,0.38661
1988,30-45 y.,Urban regions,Not employed: registered unemployed,0.03617,82,2285,0.02851,0.04382
1988,30-45 y.,Urban regions,Not employed: no further information,0.17291,462,2285,0.15740,0.18842
1988,30-45 y.,Rural regions,Self-employed,0.11170,60,609,0.08666,0.13673
1988,30-45 y.,Rural regions,Blue-collar worker,0.27470,207,609,0.23922,0.31018
1988,30-45 y.,Rural regions,Civil servant,0.09190,49,609,0.06893,0.11486
1988,30-45 y.,Rural regions,White-collar worker,0.28222,156,609,0.24644,0.31799
1988,30-45 y.,Rural regions,Not employed: registered unemployed,0.06443,33,609,0.04492,0.08395
1988,30-45 y.,Rural regions,Not employed: no further information,0.15824,104,609,0.12923,0.18725
1988,46-65 y.,Urban regions,Self-employed,0.06570,151,2475,0.05594,0.07546
1988,46-65 y.,Urban regions,Blue-collar worker,0.21876,738,2475,0.20247,0.23505
1988,46-65 y.,Urban regions,Civil servant,0.04861,106,2475,0.04013,0.05708
1988,46-65 y.,Urban regions,White-collar worker,0.25090,508,2475,0.23382,0.26799
1988,46-65 y.,Urban regions,Not employed: Pensioner,0.18710,375,2475,0.17173,0.20247
1988,46-65 y.,Urban regions,Not employed: registered unemployed,0.04872,148,2475,0.04023,0.05720
1988,46-65 y.,Urban regions,Not employed: no further information,0.17352,449,2475,0.15860,0.18844
1988,46-65 y.,Rural regions,Self-employed,0.12158,72,623,0.09589,0.14726
1988,46-65 y.,Rural regions,Blue-collar worker,0.21071,158,623,0.17866,0.24276
1988,46-65 y.,Rural regions,Civil servant,0.05687,33,623,0.03867,0.07507
1988,46-65 y.,Rural regions,White-collar worker,0.17153,100,623,0.14191,0.20116
1988,46-65 y.,Rural regions,Not employed: Pensioner,0.20570,106,623,0.17394,0.23747
1988,46-65 y.,Rural regions,Not employed: registered unemployed,0.04874,37,623,0.03182,0.06566
1988,46-65 y.,Rural regions,Not employed: no further information,0.18312,117,623,0.15272,0.21351
1988,66 and older,Urban regions,Not employed: Pensioner,0.92451,714,755,0.90565,0.94337
1988,66 and older,Urban regions,Not employed: no further information,0.04172,41,755,0.02745,0.05599
1988,66 and older,Rural regions,Not employed: Pensioner,0.92597,232,232,0.89221,0.95973
1989,17-29 y.,Urban regions,Self-employed,0.01838,36,2257,0.01284,0.02393
1989,17-29 y.,Urban regions,Blue-collar worker,0.22995,627,2257,0.21258,0.24731
1989,17-29 y.,Urban regions,Civil servant,0.02626,47,2257,0.01966,0.03285
1989,17-29 y.,Urban regions,White-collar worker,0.26305,462,2257,0.24488,0.28122
1989,17-29 y.,Urban regions,Apprentice/ Trainee/ Intern,0.33450,722,2257,0.31504,0.35397
1989,17-29 y.,Urban regions,Not employed: Military/Community Service,0.01812,37,2257,0.01261,0.02362
1989,17-29 y.,Urban regions,Not employed: registered unemployed,0.03009,80,2257,0.02304,0.03714
1989,17-29 y.,Urban regions,Not employed: no further information,0.07225,246,2257,0.06156,0.08293
1989,17-29 y.,Rural regions,Blue-collar worker,0.26361,157,510,0.22533,0.30189
1989,17-29 y.,Rural regions,White-collar worker,0.19989,105,510,0.16515,0.23463
1989,17-29 y.,Rural regions,Apprentice/ Trainee/ Intern,0.30870,171,510,0.26857,0.34883
1989,17-29 y.,Rural regions,Not employed: registered unemployed,0.05746,31,510,0.03724,0.07767
1989,17-29 y.,Rural regions,Not employed: no further information,0.07121,46,510,0.04887,0.09355
1989,30-45 y.,Urban regions,Self-employed,0.06761,149,2224,0.05717,0.07804
1989,30-45 y.,Urban regions,Blue-collar worker,0.25708,761,2224,0.23891,0.27525
1989,30-45 y.,Urban regions,Civil servant,0.08072,135,2224,0.06940,0.09205
1989,30-45 y.,Urban regions,White-collar worker,0.37739,684,2224,0.35724,0.39754
1989,30-45 y.,Urban regions,Not employed: registered unemployed,0.02114,52,2224,0.01516,0.02712
1989,30-45 y.,Urban regions,Not employed: no further information,0.17564,443,2224,0.15982,0.19146
1989,30-45 y.,Rural regions,Self-employed,0.09493,47,545,0.07030,0.11956
1989,30-45 y.,Rural regions,Blue-collar worker,0.27366,197,545,0.23620,0.31113
1989,30-45 y.,Rural regions,Civil servant,0.09317,43,545,0.06874,0.11759
1989,30-45 y.,Rural regions,White-collar worker,0.30415,154,545,0.26549,0.34281
1989,30-45 y.,Rural regions,Not employed: no further information,0.17788,104,545,0.14574,0.21001
1989,46-65 y.,Urban regions,Self-employed,0.05942,131,2387,0.04993,0.06890
1989,46-65 y.,Urban regions,Blue-collar worker,0.20919,702,2387,0.19287,0.22551
1989,46-65 y.,Urban regions,Civil servant,0.04879,102,2387,0.04015,0.05744
1989,46-65 y.,Urban regions,White-collar worker,0.25744,503,2387,0.23990,0.27499
1989,46-65 y.,Urban regions,Not employed: Pensioner,0.19541,379,2387,0.17950,0.21132
1989,46-65 y.,Urban regions,Not employed: registered unemployed,0.04250,114,2387,0.03441,0.05060
1989,46-65 y.,Urban regions,Not employed: no further information,0.18220,456,2387,0.16671,0.19769
1989,46-65 y.,Rural regions,Self-employed,0.10498,65,556,0.07948,0.13049
1989,46-65 y.,Rural regions,Blue-collar worker,0.20276,143,556,0.16931,0.23621
1989,46-65 y.,Rural regions,Civil servant,0.06093,33,556,0.04103,0.08084
1989,46-65 y.,Rural regions,White-collar worker,0.18877,102,556,0.15621,0.22132
1989,46-65 y.,Rural regions,Not employed: Pensioner,0.20477,97,556,0.17120,0.23834
1989,46-65 y.,Rural regions,Not employed: no further information,0.19292,116,556,0.16009,0.22575
1989,66 and older,Urban regions,Not employed: Pensioner,0.94280,708,708,0.92568,0.95992
1989,66 and older,Rural regions,Not employed: Pensioner,0.92853,228,228,0.89501,0.96204
1990,17-29 y.,Urban regions,Self-employed,0.01983,46,2502,0.01437,0.02530
1990,17-29 y.,Urban regions,Blue-collar worker,0.24264,724,2502,0.22584,0.25944
1990,17-29 y.,Urban regions,Civil servant,0.02690,49,2502,0.02056,0.03324
1990,17-29 y.,Urban regions,White-collar worker,0.25346,538,2502,0.23641,0.27051
1990,17-29 y.,Urban regions,Apprentice/ Trainee/ Intern,0.31718,743,2502,0.29894,0.33542
1990,17-29 y.,Urban regions,Not employed: Military/Community Service,0.02186,48,2502,0.01613,0.02759
1990,17-29 y.,Urban regions,Not employed: registered unemployed,0.02449,74,2502,0.01843,0.03054
1990,17-29 y.,Urban regions,Not employed: no further information,0.08440,280,2502,0.07351,0.09530
1990,17-29 y.,Rural regions,Blue-collar worker,0.32882,472,1216,0.30241,0.35524
1990,17-29 y.,Rural regions,White-collar worker,0.23026,292,1216,0.20658,0.25393
1990,17-29 y.,Rural regions,Apprentice/ Trainee/ Intern,0.26125,340,1216,0.23655,0.28595
1990,17-29 y.,Rural regions,Not employed: no further information,0.08067,112,1216,0.06536,0.09598
1990,30-45 y.,Urban regions,Self-employed,0.06720,166,2681,0.05772,0.07668
1990,30-45 y.,Urban regions,Blue-collar worker,0.26720,934,2681,0.25045,0.28395
1990,30-45 y.,Urban regions,Civil servant,0.07405,135,2681,0.06413,0.08396
1990,30-45 y.,Urban regions,White-collar worker,0.40054,976,2681,0.38199,0.41909
1990,30-45 y.,Urban regions,Not employed: registered unemployed,0.02147,56,2681,0.01598,0.02695
1990,30-45 y.,Urban regions,Not employed: no further information,0.14695,414,2681,0.13354,0.16035
1990,30-45 y.,Rural regions,Self-employed,0.06727,75,1485,0.05453,0.08002
1990,30-45 y.,Rural regions,Blue-collar worker,0.36850,639,1485,0.34396,0.39304
1990,30-45 y.,Rural regions,Civil servant,0.04872,39,1485,0.03776,0.05967
1990,30-45 y.,Rural regions,White-collar worker,0.37579,610,1485,0.35114,0.40043
1990,30-45 y.,Rural regions,Not employed: no further information,0.10134,122,1485,0.08599,0.11669
1990,46-65 y.,Urban regions,Self-employed,0.05829,142,2776,0.04958,0.06701
1990,46-65 y.,Urban regions,Blue-collar worker,0.22470,826,2776,0.20917,0.24023
1990,46-65 y.,Urban regions,Civil servant,0.04457,98,2776,0.03689,0.05225
1990,46-65 y.,Urban regions,White-collar worker,0.27847,694,2776,0.26179,0.29514
1990,46-65 y.,Urban regions,Not employed: Pensioner,0.19065,456,2776,0.17604,0.20527
1990,46-65 y.,Urban regions,Not employed: registered unemployed,0.03619,117,2776,0.02924,0.04313
1990,46-65 y.,Urban regions,Not employed: no further information,0.16060,443,2776,0.14693,0.17426
1990,46-65 y.,Rural regions,Self-employed,0.07052,93,1414,0.05717,0.08387
1990,46-65 y.,Rural regions,Blue-collar worker,0.27605,469,1414,0.25275,0.29936
1990,46-65 y.,Rural regions,Civil servant,0.03814,34,1414,0.02815,0.04812
1990,46-65 y.,Rural regions,White-collar worker,0.27175,436,1414,0.24855,0.29495
1990,46-65 y.,Rural regions,Not employed: Pensioner,0.18559,232,1414,0.16532,0.20586
1990,46-65 y.,Rural regions,Not employed: no further information,0.12743,150,1414,0.11004,0.14482
1990,66 and older,Urban regions,Not employed: Pensioner,0.95375,862,862,0.93972,0.96778
1990,66 and older,Rural regions,Not employed: Pensioner,0.95751,516,516,0.94008,0.97493
1991,17-29 y.,Urban regions,Self-employed,0.01770,41,2402,0.01243,0.02297
1991,17-29 y.,Urban regions,Blue-collar worker,0.24081,674,2402,0.22371,0.25791
1991,17-29 y.,Urban regions,Civil servant,0.02866,55,2402,0.02198,0.03533
1991,17-29 y.,Urban regions,White-collar worker,0.26739,527,2402,0.24969,0.28510
1991,17-29 y.,Urban regions,Apprentice/ Trainee/ Intern,0.30448,720,2402,0.28608,0.32289
1991,17-29 y.,Urban regions,Not employed: Military/Community Service,0.01638,32,2402,0.01130,0.02146
1991,17-29 y.,Urban regions,Not employed: registered unemployed,0.02976,87,2402,0.02296,0.03655
1991,17-29 y.,Urban regions,Not employed: no further information,0.08697,266,2402,0.07570,0.09824
1991,17-29 y.,Rural regions,Blue-collar worker,0.30468,400,1167,0.27826,0.33110
1991,17-29 y.,Rural regions,White-collar worker,0.19820,244,1167,0.17532,0.22108
1991,17-29 y.,Rural regions,Apprentice/ Trainee/ Intern,0.27338,346,1167,0.24779,0.29896
1991,17-29 y.,Rural regions,Not employed: registered unemployed,0.06595,82,1167,0.05171,0.08020
1991,17-29 y.,Rural regions,Not employed: no further information,0.07773,95,1167,0.06236,0.09309
1991,30-45 y.,Urban regions,Self-employed,0.06700,171,2727,0.05761,0.07639
1991,30-45 y.,Urban regions,Blue-collar worker,0.26316,922,2727,0.24663,0.27969
1991,30-45 y.,Urban regions,Civil servant,0.07140,139,2727,0.06173,0.08107
1991,30-45 y.,Urban regions,White-collar worker,0.40386,977,2727,0.38544,0.42228
1991,30-45 y.,Urban regions,Apprentice/ Trainee/ Intern,0.01971,41,2727,0.01449,0.02492
1991,30-45 y.,Urban regions,Not employed: registered unemployed,0.03252,99,2727,0.02586,0.03917
1991,30-45 y.,Urban regions,Not employed: no further information,0.13535,378,2727,0.12251,0.14819
1991,30-45 y.,Rural regions,Self-employed,0.07005,94,1499,0.05713,0.08298
1991,30-45 y.,Rural regions,Blue-collar worker,0.34313,588,1499,0.31909,0.36717
1991,30-45 y.,Rural regions,Civil servant,0.05289,53,1499,0.04156,0.06423
1991,30-45 y.,Rural regions,White-collar worker,0.35624,549,1499,0.33199,0.38049
1991,30-45 y.,Rural regions,Not employed: registered unemployed,0.05488,107,1499,0.04334,0.06641
1991,30-45 y.,Rural regions,Not employed: no further information,0.09879,108,1499,0.08368,0.11390
1991,46-65 y.,Urban regions,Self-employed,0.06216,147,2680,0.05302,0.07130
1991,46-65 y.,Urban regions,Blue-collar worker,0.22587,784,2680,0.21004,0.24171
1991,46-65 y.,Urban regions,Civil servant,0.04650,100,2680,0.03852,0.05447
1991,46-65 y.,Urban regions,White-collar worker,0.27721,655,2680,0.26026,0.29416
1991,46-65 y.,Urban regions,Not employed: Pensioner,0.19662,468,2680,0.18157,0.21167
1991,46-65 y.,Urban regions,Not employed: registered unemployed,0.03866,126,2680,0.03136,0.04596
1991,46-65 y.,Urban regions,Not employed: no further information,0.14768,400,2680,0.13425,0.16112
1991,46-65 y.,Rural regions,Self-employed,0.07674,99,1419,0.06289,0.09060
1991,46-65 y.,Rural regions,Blue-collar worker,0.24722,398,1419,0.22477,0.26968
1991,46-65 y.,Rural regions,Civil servant,0.03821,36,1419,0.02823,0.04819
1991,46-65 y.,Rural regions,White-collar worker,0.23896,347,1419,0.21676,0.26115
1991,46-65 y.,Rural regions,Not employed: Pensioner,0.22513,291,1419,0.20339,0.24687
1991,46-65 y.,Rural regions,Not employed: registered unemployed,0.05782,101,1419,0.04567,0.06997
1991,46-65 y.,Rural regions,Not employed: no further information,0.11552,147,1419,0.09888,0.13216
1991,66 and older,Urban regions,Not employed: Pensioner,0.95714,864,864,0.94363,0.97066
1991,66 and older,Rural regions,Not employed: Pensioner,0.95708,498,498,0.93926,0.97490
1992,17-29 y.,Urban regions,Self-employed,0.01474,43,2320,0.00984,0.01965
1992,17-29 y.,Urban regions,Blue-collar worker,0.21798,607,2320,0.20118,0.23479
1992,17-29 y.,Urban regions,Civil servant,0.02350,49,2320,0.01734,0.02967
1992,17-29 y.,Urban regions,White-collar worker,0.27968,537,2320,0.26142,0.29795
1992,17-29 y.,Urban regions,Apprentice/ Trainee/ Intern,0.31855,725,2320,0.29958,0.33751
1992,17-29 y.,Urban regions,Not employed: registered unemployed,0.04163,110,2320,0.03350,0.04976
1992,17-29 y.,Urban regions,Not employed: no further information,0.08386,249,2320,0.07258,0.09514
1992,17-29 y.,Rural regions,Blue-collar worker,0.25683,315,1104,0.23104,0.28261
1992,17-29 y.,Rural regions,White-collar worker,0.19515,226,1104,0.17176,0.21854
1992,17-29 y.,Rural regions,Apprentice/ Trainee/ Intern,0.29533,358,1104,0.26840,0.32225
1992,17-29 y.,Rural regions,Not employed: registered unemployed,0.08680,104,1104,0.07019,0.10342
1992,17-29 y.,Rural regions,Not employed: no further information,0.08938,101,1104,0.07254,0.10621
1992,30-45 y.,Urban regions,Self-employed,0.06844,169,2704,0.05892,0.07796
1992,30-45 y.,Urban regions,Blue-collar worker,0.25775,867,2704,0.24126,0.27424
1992,30-45 y.,Urban regions,Civil servant,0.06417,129,2704,0.05493,0.07341
1992,30-45 y.,Urban regions,White-collar worker,0.40166,981,2704,0.38318,0.42014
1992,30-45 y.,Urban regions,Apprentice/ Trainee/ Intern,0.01873,45,2704,0.01362,0.02385
1992,30-45 y.,Urban regions,Not employed: registered unemployed,0.03973,132,2704,0.03236,0.04709
1992,30-45 y.,Urban regions,Not employed: no further information,0.14044,381,2704,0.12734,0.15354
1992,30-45 y.,Rural regions,Self-employed,0.07989,100,1440,0.06588,0.09390
1992,30-45 y.,Rural regions,Blue-collar worker,0.30509,514,1440,0.28130,0.32888
1992,30-45 y.,Rural regions,Civil servant,0.05324,54,1440,0.04164,0.06484
1992,30-45 y.,Rural regions,White-collar worker,0.35964,518,1440,0.33485,0.38444
1992,30-45 y.,Rural regions,Not employed: registered unemployed,0.08287,158,1440,0.06863,0.09712
1992,30-45 y.,Rural regions,Not employed: no further information,0.09285,96,1440,0.07786,0.10785
