"year","age_gr","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2015","17-29","Städtischer Raum","2.81","1.5","3003","1","2","4","5","7","2.75","2.87","1","7","2","2"
"2015","30-45","Ländlicher Raum","3","2.5","2739","1","2","4","6","7","2.94","3.06","1","7","2","3"
"2015","30-45","Städtischer Raum","2.79","1.5","5431","1","2","4","5","7","2.75","2.83","1","7","2","2"
"2015","46-65","Ländlicher Raum","2.93","2.5","3322","1","2","4","5","7","2.87","2.99","1","7","2","3"
"2015","46-65","Städtischer Raum","2.84","1.5","5756","1","1","4","5","7","2.8","2.88","1","7","2","2"
"2015","66","Ländlicher Raum","2.84","2.5","1795","1","1","4","5","7","2.76","2.92","1","7","2","3"
"2015","66","Städtischer Raum","2.75","1.5","3077","1","1","4","5","7","2.69","2.81","1","7","2","2"
"2016","17-29","Ländlicher Raum","2.18","1","282","1","1","3","6","7","1.95","2.41","1","7","1","1"
"2016","17-29","Städtischer Raum","2.5","1.5","700","1","1","4","5","7","2.37","2.63","1","7","1","1"
"2016","30-45","Ländlicher Raum","2.08","1.5","427","1","1","2","5","7","1.92","2.24","1","7","1","1"
"2016","30-45","Städtischer Raum","2.35","1","1068","1","1","4","5","7","2.26","2.44","1","7","1","1"
"2016","46-65","Ländlicher Raum","1.91","1","121","1","1","1","5","7","1.63","2.19","1","7","1","1"
"2016","46-65","Städtischer Raum","2.23","1","295","1","1","3","5","7","2.06","2.4","1","7","1","1"
"2016","66","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","66","Städtischer Raum","","","","","","","","","","","","","",""
"2017","17-29","Ländlicher Raum","1.71","1","260","1","1","1","4","7","1.5","1.92","1","7","1","1"
"2017","17-29","Städtischer Raum","1.7","1","532","1","1","2","4","7","1.57","1.83","1","7","1","1"
"2017","30-45","Ländlicher Raum","1.47","1","249","1","1","1","2","7","1.33","1.61","1","7","1","1"
"2017","30-45","Städtischer Raum","1.83","1","485","1","1","2","4","7","1.7","1.96","1","7","1","1"
"2017","46-65","Ländlicher Raum","1.2","1","81","1","1","1","1","6","0.97","1.43","1","7","1","1"
"2017","46-65","Städtischer Raum","1.54","1","175","1","1","1","3","7","1.38","1.7","1","7","1","1"
"2017","66","Ländlicher Raum","","","","","","","","","","","","","",""
"2017","66","Städtischer Raum","","","","","","","","","","","","","",""
"2018","17-29","Ländlicher Raum","1.59","1","68","1","1","1","4","6","1.21","1.97","1","7","1","1"
"2018","17-29","Städtischer Raum","2.05","1","99","1","1","3","4","7","1.71","2.39","1","7","1","2"
"2018","30-45","Ländlicher Raum","1.95","1","44","1","1","2","6","7","1.32","2.58","1","7","1","1"
"2018","30-45","Städtischer Raum","2.09","1","76","1","1","3","6","7","1.7","2.48","1","7","1","1"
"2018","46-65","Ländlicher Raum","1.04","1","32","1","1","1","1","2","0.89","1.19","1","3","1","1"
"2018","46-65","Städtischer Raum","1.96","1","44","1","1","2","6","7","1.52","2.4","1","7","1","1"
"2018","66","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","66","Städtischer Raum","","","","","","","","","","","","","",""
"2019","17-29","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","17-29","Städtischer Raum","1.86","1","62","1","1","2","4","7","1.4","2.32","1","7","1","3"
"2019","30-45","Ländlicher Raum","1.91","1","42","1","1","3","4","7","1.43","2.39","1","7","1","2"
"2019","30-45","Städtischer Raum","1.55","1","60","1","1","2","3","7","1.05","2.05","1","7","1","2"
"2019","46-65","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","46-65","Städtischer Raum","1.93","1","31","1","1","3","3","7","1.4","2.46","1","7","1","3"
"2019","66","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","66","Städtischer Raum","","","","","","","","","","","","","",""
"2020","17-29","Ländlicher Raum","2.82","1.5","1496","1","2","4","5","7","2.74","2.9","1","7","2","2"
"2020","17-29","Städtischer Raum","2.7","1.5","3943","1","1","4","5","7","2.65","2.75","1","7","2","2"
"2020","30-45","Ländlicher Raum","2.8","1.5","2542","1","2","4","5","7","2.74","2.86","1","7","2","2"
"2020","30-45","Städtischer Raum","2.66","1.5","5904","1","1","4","5","7","2.62","2.7","1","7","2","2"
"2020","46-65","Ländlicher Raum","2.8","1.5","3650","1","2","4","5","7","2.75","2.85","1","7","2","2"
"2020","46-65","Städtischer Raum","2.77","1.5","6843","1","2","4","5","7","2.73","2.81","1","7","2","2"
"2020","66","Ländlicher Raum","2.81","1.5","1823","1","1","4","5","7","2.74","2.88","1","7","2","2"
"2020","66","Städtischer Raum","2.62","1.5","3132","1","1","4","5","7","2.56","2.68","1","7","2","2"
