"year","bildungsniveau","migback","mean","median","n","lower_confidence","upper_confidence"
"2007","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2007","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2007","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2007","AkademikerIn","kein Migrationshintergrund","","","","",""
"2007","Hauptschule","direkter Migrationshintergrund","","","","",""
"2007","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2007","Hauptschule","kein Migrationshintergrund","","","","",""
"2007","Realschule","direkter Migrationshintergrund","","","","",""
"2007","Realschule","indirekter Migrationshintergrund","","","","",""
"2007","Realschule","kein Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2008","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2008","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2008","AkademikerIn","kein Migrationshintergrund","","","","",""
"2008","Hauptschule","direkter Migrationshintergrund","","","","",""
"2008","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2008","Hauptschule","kein Migrationshintergrund","","","","",""
"2008","Realschule","direkter Migrationshintergrund","","","","",""
"2008","Realschule","indirekter Migrationshintergrund","","","","",""
"2008","Realschule","kein Migrationshintergrund","","","","",""
"2009","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2009","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2009","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2009","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2009","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2009","AkademikerIn","kein Migrationshintergrund","","","","",""
"2009","Hauptschule","direkter Migrationshintergrund","","","","",""
"2009","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2009","Hauptschule","kein Migrationshintergrund","","","","",""
"2009","Realschule","direkter Migrationshintergrund","","","","",""
"2009","Realschule","indirekter Migrationshintergrund","","","","",""
"2009","Realschule","kein Migrationshintergrund","","","","",""
"2010","(Fach-)Abitur","direkter Migrationshintergrund","3.53","2.5","246","3.32","3.74"
"2010","(Fach-)Abitur","indirekter Migrationshintergrund","3.48","2.5","108","3.19","3.77"
"2010","(Fach-)Abitur","kein Migrationshintergrund","3.04","2.5","1538","2.96","3.12"
"2010","(noch) kein Abschluss","direkter Migrationshintergrund","3.11","1.5","85","2.75","3.47"
"2010","(noch) kein Abschluss","indirekter Migrationshintergrund","3.5","3.5","49","2.94","4.06"
"2010","(noch) kein Abschluss","kein Migrationshintergrund","3.57","2.5","276","3.37","3.77"
"2010","AkademikerIn","direkter Migrationshintergrund","3.15","2.5","271","2.96","3.34"
"2010","AkademikerIn","indirekter Migrationshintergrund","3.43","3.5","84","3.13","3.73"
"2010","AkademikerIn","kein Migrationshintergrund","2.98","2.5","3467","2.93","3.03"
"2010","Hauptschule","direkter Migrationshintergrund","3.05","2.5","689","2.92","3.18"
"2010","Hauptschule","indirekter Migrationshintergrund","3.68","3.5","184","3.42","3.94"
"2010","Hauptschule","kein Migrationshintergrund","3.32","2.5","4696","3.27","3.37"
"2010","Realschule","direkter Migrationshintergrund","3.1","2.5","122","2.81","3.39"
"2010","Realschule","indirekter Migrationshintergrund","3.35","2.5","154","3.07","3.63"
"2010","Realschule","kein Migrationshintergrund","3.32","2.5","4180","3.27","3.37"
"2011","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2011","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2011","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2011","AkademikerIn","kein Migrationshintergrund","","","","",""
"2011","Hauptschule","direkter Migrationshintergrund","","","","",""
"2011","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2011","Hauptschule","kein Migrationshintergrund","","","","",""
"2011","Realschule","direkter Migrationshintergrund","","","","",""
"2011","Realschule","indirekter Migrationshintergrund","","","","",""
"2011","Realschule","kein Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2012","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2012","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2012","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2012","AkademikerIn","kein Migrationshintergrund","","","","",""
"2012","Hauptschule","direkter Migrationshintergrund","","","","",""
"2012","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2012","Hauptschule","kein Migrationshintergrund","","","","",""
"2012","Realschule","direkter Migrationshintergrund","","","","",""
"2012","Realschule","indirekter Migrationshintergrund","","","","",""
"2012","Realschule","kein Migrationshintergrund","","","","",""
"2013","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2013","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2013","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2013","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2013","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2013","AkademikerIn","kein Migrationshintergrund","","","","",""
"2013","Hauptschule","direkter Migrationshintergrund","","","","",""
"2013","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2013","Hauptschule","kein Migrationshintergrund","","","","",""
"2013","Realschule","direkter Migrationshintergrund","","","","",""
"2013","Realschule","indirekter Migrationshintergrund","","","","",""
"2013","Realschule","kein Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2014","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2014","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2014","AkademikerIn","kein Migrationshintergrund","","","","",""
"2014","Hauptschule","direkter Migrationshintergrund","","","","",""
"2014","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2014","Hauptschule","kein Migrationshintergrund","","","","",""
"2014","Realschule","direkter Migrationshintergrund","","","","",""
"2014","Realschule","indirekter Migrationshintergrund","","","","",""
"2014","Realschule","kein Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","direkter Migrationshintergrund","2.73","1.5","1432","2.64","2.82"
"2015","(Fach-)Abitur","indirekter Migrationshintergrund","2.5","1.5","325","2.31","2.69"
"2015","(Fach-)Abitur","kein Migrationshintergrund","2.67","1.5","2351","2.61","2.73"
"2015","(noch) kein Abschluss","direkter Migrationshintergrund","2.99","2.5","408","2.81","3.17"
"2015","(noch) kein Abschluss","indirekter Migrationshintergrund","2.84","1.5","130","2.54","3.14"
"2015","(noch) kein Abschluss","kein Migrationshintergrund","3.16","2.5","396","2.99","3.33"
"2015","AkademikerIn","direkter Migrationshintergrund","2.45","1.5","1439","2.37","2.53"
"2015","AkademikerIn","indirekter Migrationshintergrund","2.87","2.5","263","2.68","3.06"
"2015","AkademikerIn","kein Migrationshintergrund","2.64","1.5","4669","2.6","2.68"
"2015","Hauptschule","direkter Migrationshintergrund","2.74","1.5","1903","2.66","2.82"
"2015","Hauptschule","indirekter Migrationshintergrund","3.44","2.5","411","3.25","3.63"
"2015","Hauptschule","kein Migrationshintergrund","2.99","2.5","5414","2.94","3.04"
"2015","Realschule","direkter Migrationshintergrund","2.74","1.5","379","2.56","2.92"
"2015","Realschule","indirekter Migrationshintergrund","2.8","1.5","419","2.63","2.97"
"2015","Realschule","kein Migrationshintergrund","2.94","2.5","5752","2.9","2.98"
"2016","(Fach-)Abitur","direkter Migrationshintergrund","1.91","1","505","1.78","2.04"
"2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","direkter Migrationshintergrund","2.53","1","980","2.41","2.65"
"2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2016","AkademikerIn","direkter Migrationshintergrund","2.24","1","589","2.13","2.35"
"2016","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2016","AkademikerIn","kein Migrationshintergrund","","","","",""
"2016","Hauptschule","direkter Migrationshintergrund","2.27","1","619","2.14","2.4"
"2016","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2016","Hauptschule","kein Migrationshintergrund","","","","",""
"2016","Realschule","direkter Migrationshintergrund","","","","",""
"2016","Realschule","indirekter Migrationshintergrund","","","","",""
"2016","Realschule","kein Migrationshintergrund","","","","",""
"2017","(Fach-)Abitur","direkter Migrationshintergrund","1.64","1","301","1.5","1.78"
"2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2017","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2017","(noch) kein Abschluss","direkter Migrationshintergrund","1.71","1","710","1.59","1.83"
"2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2017","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2017","AkademikerIn","direkter Migrationshintergrund","1.67","1","311","1.53","1.81"
"2017","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2017","AkademikerIn","kein Migrationshintergrund","","","","",""
"2017","Hauptschule","direkter Migrationshintergrund","1.6","1","396","1.47","1.73"
"2017","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2017","Hauptschule","kein Migrationshintergrund","","","","",""
"2017","Realschule","direkter Migrationshintergrund","","","","",""
"2017","Realschule","indirekter Migrationshintergrund","","","","",""
"2017","Realschule","kein Migrationshintergrund","","","","",""
"2018","(Fach-)Abitur","direkter Migrationshintergrund","2.15","1","57","1.71","2.59"
"2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2018","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","direkter Migrationshintergrund","2.09","1","145","1.81","2.37"
"2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2018","AkademikerIn","direkter Migrationshintergrund","1.28","1","45","0.87","1.69"
"2018","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2018","AkademikerIn","kein Migrationshintergrund","","","","",""
"2018","Hauptschule","direkter Migrationshintergrund","1.93","1","84","1.61","2.25"
"2018","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2018","Hauptschule","kein Migrationshintergrund","","","","",""
"2018","Realschule","direkter Migrationshintergrund","","","","",""
"2018","Realschule","indirekter Migrationshintergrund","","","","",""
"2018","Realschule","kein Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2019","(noch) kein Abschluss","direkter Migrationshintergrund","1.93","1","128","1.63","2.23"
"2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2019","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2019","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2019","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2019","AkademikerIn","kein Migrationshintergrund","","","","",""
"2019","Hauptschule","direkter Migrationshintergrund","2.12","1.5","43","1.5","2.74"
"2019","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2019","Hauptschule","kein Migrationshintergrund","","","","",""
"2019","Realschule","direkter Migrationshintergrund","","","","",""
"2019","Realschule","indirekter Migrationshintergrund","","","","",""
"2019","Realschule","kein Migrationshintergrund","","","","",""
"2020","(Fach-)Abitur","direkter Migrationshintergrund","2.48","1.5","1959","2.41","2.55"
"2020","(Fach-)Abitur","indirekter Migrationshintergrund","2.22","1.5","371","2.07","2.37"
"2020","(Fach-)Abitur","kein Migrationshintergrund","2.58","1.5","2710","2.53","2.63"
"2020","(noch) kein Abschluss","direkter Migrationshintergrund","2.81","1.5","1777","2.73","2.89"
"2020","(noch) kein Abschluss","indirekter Migrationshintergrund","3.22","2.5","114","2.88","3.56"
"2020","(noch) kein Abschluss","kein Migrationshintergrund","3.02","2.5","353","2.85","3.19"
"2020","AkademikerIn","direkter Migrationshintergrund","2.55","1.5","2119","2.48","2.62"
"2020","AkademikerIn","indirekter Migrationshintergrund","2.65","1.5","352","2.5","2.8"
"2020","AkademikerIn","kein Migrationshintergrund","2.58","1.5","5285","2.54","2.62"
"2020","Hauptschule","direkter Migrationshintergrund","2.7","1.5","2180","2.63","2.77"
"2020","Hauptschule","indirekter Migrationshintergrund","3.12","2.5","331","2.92","3.32"
"2020","Hauptschule","kein Migrationshintergrund","2.94","2.5","4197","2.89","2.99"
"2020","Realschule","direkter Migrationshintergrund","2.77","2.5","304","2.58","2.96"
"2020","Realschule","indirekter Migrationshintergrund","2.53","1.5","380","2.37","2.69"
"2020","Realschule","kein Migrationshintergrund","2.79","1.5","5564","2.75","2.83"
