year,age_gr,plj0175,proportion,n,lower_confidence,upper_confidence
2015,66 und älter,Nein,0.007272194836253599,38036,0.0064182958498406,0.008126093822666599
2016,46-65 J.,Ja,0.35191107848791486,41132,0.3472957785920736,0.3565263783837561
2016,30-45 J.,Ja,0.22644576102343628,41132,0.22240099279786188,0.23049052924901067
2016,66 und älter,Ja,0.2207833062444293,41132,0.2167748384541511,0.2247917740347075
2016,18-29 J.,Ja,0.1288732763592513,41132,0.12563519123799163,0.13211136148051097
2016,18-29 J.,Nein,0.023698421852881037,41132,0.022228420053100214,0.02516842365266186
2016,46-65 J.,Nein,0.020657473916006922,41132,0.01928288742661334,0.022032060405400504
2016,30-45 J.,Nein,0.020080742410737693,41132,0.01872508114743342,0.021436403674041964
2016,66 und älter,Nein,0.007549939705342631,41132,0.006713389075216819,0.008386490335468443
2017,46-65 J.,Ja,0.36918577662241203,45410,0.3647470996573077,0.37362445358751634
2017,30-45 J.,Ja,0.21483613406368954,45410,0.21105855000419632,0.21861371812318275
2017,66 und älter,Ja,0.20536626125707919,45410,0.2016506662636295,0.20908185625052886
2017,18-29 J.,Ja,0.14028409618419832,45410,0.13708989681171735,0.1434782955566793
2017,18-29 J.,Nein,0.02358184012626497,45410,0.022186156158488606,0.024977524094041335
2017,46-65 J.,Nein,0.020750162473307958,45410,0.01943905641164515,0.022061268534970764
2017,30-45 J.,Nein,0.018800482777829357,45410,0.017551249674169433,0.02004971588148928
2017,66 und älter,Nein,0.007195246495218643,45410,0.006417863417334345,0.00797262957310294
2018,46-65 J.,Ja,0.36637931034482757,43121,0.361831610375131,0.37092701031452413
2018,66 und älter,Ja,0.2099616858237548,43121,0.20611748770520155,0.21380588394230804
2018,30-45 J.,Ja,0.2057471264367816,43121,0.20193156943496715,0.20956268343859608
2018,18-29 J.,Ja,0.14367816091954022,43121,0.1403674173079982,0.14698890453108224
2018,18-29 J.,Nein,0.02586206896551724,43121,0.02436392510340907,0.02736021282762541
2018,46-65 J.,Nein,0.02064176245210728,43121,0.019299752187397233,0.021983772716817326
2018,30-45 J.,Nein,0.01853448275862069,43121,0.017261450474086937,0.01980751504315444
2018,66 und älter,Nein,0.009195402298850575,43121,0.00829447233093334,0.010096332266767809
2020,46-65 J.,Ja,0.38913370055082624,42741,0.3845114206862676,0.3937559804153849
2020,66 und älter,Ja,0.21477215823735604,42741,0.21087883405299873,0.21866548242171335
2020,30-45 J.,Ja,0.19158738107160742,42741,0.18785630826069386,0.19531845388252098
2020,18-29 J.,Ja,0.13199799699549325,42741,0.128788937521253,0.1352070564697335
2020,18-29 J.,Nein,0.024937406109163746,42741,0.0234590617150401,0.026415750503287393
2020,46-65 J.,Nein,0.021682523785678517,42741,0.020301730859744484,0.02306331671161255
2020,30-45 J.,Nein,0.016775162744116175,42741,0.015557593909205612,0.017992731579026738
2020,66 und älter,Nein,0.009113670505758637,42741,0.008212737885462892,0.010014603126054383
2021,46-65 J.,Ja,0.38422878176541375,27598,0.37848997097849,0.3899675925523375
2021,66 und älter,Ja,0.22028739293551355,27598,0.21539772500688734,0.22517706086413977
2021,30-45 J.,Ja,0.1894952927019183,27598,0.18487154370645567,0.19411904169738095
2021,18-29 J.,Ja,0.12968075316769306,27598,0.1257171120752664,0.13364439426011973
2021,46-65 J.,Nein,0.025483117434699512,27598,0.02362386556185294,0.027342369307546084
2021,18-29 J.,Nein,0.022226941318043463,27598,0.020487634693855863,0.023966247942231064
2021,30-45 J.,Nein,0.01755503645501522,27598,0.016005605424557878,0.01910446748547256
2021,66 und älter,Nein,0.011042684221703122,27598,0.009809740178997859,0.012275628264408384
