year,age_gr,regtyp,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,46-65 y.,Rural regions,No,0.04374,142,3272,0.03673,0.05075
2013,66 and older,Urban regions,Yes,0.96434,2870,2977,0.95767,0.97100
2013,66 and older,Urban regions,No,0.03566,107,2977,0.02900,0.04233
2013,66 and older,Rural regions,Yes,0.97143,1636,1695,0.96350,0.97936
2013,66 and older,Rural regions,No,0.02857,59,1695,0.02064,0.03650
2014,17-29 y.,Urban regions,Yes,0.90383,1713,1986,0.89085,0.91680
2014,17-29 y.,Urban regions,No,0.09617,273,1986,0.08320,0.10915
2014,17-29 y.,Rural regions,Yes,0.94862,1015,1087,0.93549,0.96175
2014,17-29 y.,Rural regions,No,0.05138,72,1087,0.03825,0.06451
2014,30-45 y.,Urban regions,Yes,0.93664,3206,3483,0.92855,0.94473
2014,30-45 y.,Urban regions,No,0.06336,277,3483,0.05527,0.07145
2014,30-45 y.,Rural regions,Yes,0.97507,2158,2236,0.96861,0.98153
2014,30-45 y.,Rural regions,No,0.02493,78,2236,0.01847,0.03139
2014,46-65 y.,Urban regions,Yes,0.95742,4432,4640,0.95161,0.96323
2014,46-65 y.,Urban regions,No,0.04258,208,4640,0.03677,0.04839
2014,46-65 y.,Rural regions,Yes,0.96861,2890,3014,0.96239,0.97484
2014,46-65 y.,Rural regions,No,0.03139,124,3014,0.02516,0.03761
2014,66 and older,Urban regions,Yes,0.97016,2791,2885,0.96395,0.97637
2014,66 and older,Urban regions,No,0.02984,94,2885,0.02363,0.03605
2014,66 and older,Rural regions,Yes,0.96783,1623,1688,0.95941,0.97625
2014,66 and older,Rural regions,No,0.03217,65,1688,0.02375,0.04059
2015,17-29 y.,Urban regions,Yes,0.86823,1652,2035,0.85353,0.88293
2015,17-29 y.,Urban regions,No,0.13177,383,2035,0.11707,0.14647
2015,17-29 y.,Rural regions,Yes,0.92936,987,1080,0.91407,0.94464
2015,17-29 y.,Rural regions,No,0.07064,93,1080,0.05536,0.08593
2015,30-45 y.,Urban regions,Yes,0.91570,2903,3237,0.90612,0.92527
2015,30-45 y.,Urban regions,No,0.08430,334,3237,0.07473,0.09388
2015,30-45 y.,Rural regions,Yes,0.95788,1968,2088,0.94927,0.96650
2015,30-45 y.,Rural regions,No,0.04212,120,2088,0.03350,0.05073
2015,46-65 y.,Urban regions,Yes,0.95097,4330,4592,0.94472,0.95721
2015,46-65 y.,Urban regions,No,0.04903,262,4592,0.04279,0.05528
2015,46-65 y.,Rural regions,Yes,0.95403,2775,2932,0.94644,0.96161
2015,46-65 y.,Rural regions,No,0.04597,157,2932,0.03839,0.05356
2015,66 and older,Urban regions,Yes,0.96704,2727,2822,0.96045,0.97362
2015,66 and older,Urban regions,No,0.03296,95,2822,0.02638,0.03955
2015,66 and older,Rural regions,Yes,0.97005,1650,1704,0.96196,0.97815
2015,66 and older,Rural regions,No,0.02995,54,1704,0.02185,0.03804
2016,17-29 y.,Urban regions,Yes,0.86411,1583,1929,0.84881,0.87940
2016,17-29 y.,Urban regions,No,0.13589,346,1929,0.12060,0.15119
2016,17-29 y.,Rural regions,Yes,0.92331,875,981,0.90664,0.93997
2016,17-29 y.,Rural regions,No,0.07669,106,981,0.06003,0.09336
2016,30-45 y.,Urban regions,Yes,0.92373,2582,2871,0.91401,0.93344
2016,30-45 y.,Urban regions,No,0.07627,289,2871,0.06656,0.08599
2016,30-45 y.,Rural regions,Yes,0.95463,1737,1831,0.94510,0.96417
2016,30-45 y.,Rural regions,No,0.04537,94,1831,0.03583,0.05490
2016,46-65 y.,Urban regions,Yes,0.94764,4083,4322,0.94100,0.95428
2016,46-65 y.,Urban regions,No,0.05236,239,4322,0.04572,0.05900
2016,46-65 y.,Rural regions,Yes,0.95379,2629,2784,0.94600,0.96159
2016,46-65 y.,Rural regions,No,0.04621,155,2784,0.03841,0.05400
2016,66 and older,Urban regions,Yes,0.97208,2615,2698,0.96586,0.97829
2016,66 and older,Urban regions,No,0.02792,83,2698,0.02171,0.03414
2016,66 and older,Rural regions,Yes,0.96957,1596,1657,0.96130,0.97784
2016,66 and older,Rural regions,No,0.03043,61,1657,0.02216,0.03870
2017,17-29 y.,Urban regions,Yes,0.85753,1924,2330,0.84334,0.87173
2017,17-29 y.,Urban regions,No,0.14247,406,2330,0.12827,0.15666
2017,17-29 y.,Rural regions,Yes,0.93142,1098,1200,0.91711,0.94572
2017,17-29 y.,Rural regions,No,0.06858,102,1200,0.05428,0.08289
2017,30-45 y.,Urban regions,Yes,0.92063,2800,3113,0.91113,0.93013
2017,30-45 y.,Urban regions,No,0.07937,313,3113,0.06987,0.08887
2017,30-45 y.,Rural regions,Yes,0.95673,1828,1920,0.94763,0.96583
2017,30-45 y.,Rural regions,No,0.04327,92,1920,0.03417,0.05237
2017,46-65 y.,Urban regions,Yes,0.94567,4814,5103,0.93945,0.95189
2017,46-65 y.,Urban regions,No,0.05433,289,5103,0.04811,0.06055
2017,46-65 y.,Rural regions,Yes,0.96333,3139,3297,0.95692,0.96975
2017,46-65 y.,Rural regions,No,0.03667,158,3297,0.03025,0.04308
2017,66 and older,Urban regions,Yes,0.96604,2723,2825,0.95936,0.97272
2017,66 and older,Urban regions,No,0.03396,102,2825,0.02728,0.04064
2017,66 and older,Rural regions,Yes,0.97045,1701,1754,0.96252,0.97837
2017,66 and older,Rural regions,No,0.02955,53,1754,0.02163,0.03748
2018,17-29 y.,Urban regions,Yes,0.85499,1933,2359,0.84078,0.86921
2018,17-29 y.,Urban regions,No,0.14501,426,2359,0.13079,0.15922
2018,17-29 y.,Rural regions,Yes,0.92669,1066,1180,0.91182,0.94157
2018,17-29 y.,Rural regions,No,0.07331,114,1180,0.05843,0.08818
2018,30-45 y.,Urban regions,Yes,0.91620,2635,2937,0.90618,0.92622
2018,30-45 y.,Urban regions,No,0.08380,302,2937,0.07378,0.09382
2018,30-45 y.,Rural regions,Yes,0.96555,1662,1747,0.95700,0.97411
2018,30-45 y.,Rural regions,No,0.03445,85,1747,0.02589,0.04300
2018,46-65 y.,Urban regions,Yes,0.94651,4638,4924,0.94022,0.95279
2018,46-65 y.,Urban regions,No,0.05349,286,4924,0.04721,0.05978
2018,46-65 y.,Rural regions,Yes,0.96295,3012,3157,0.95636,0.96954
2018,46-65 y.,Rural regions,No,0.03705,145,3157,0.03046,0.04364
2018,66 and older,Urban regions,Yes,0.96009,2723,2848,0.95290,0.96728
2018,66 and older,Urban regions,No,0.03991,125,2848,0.03272,0.04710
2018,66 and older,Rural regions,Yes,0.95924,1661,1728,0.94991,0.96856
2018,66 and older,Rural regions,No,0.04076,67,1728,0.03144,0.05009
2020,17-29 y.,Urban regions,Yes,0.87434,1763,2150,0.86032,0.88835
2020,17-29 y.,Urban regions,No,0.12566,387,2150,0.11165,0.13968
2020,17-29 y.,Rural regions,Yes,0.92253,873,984,0.90582,0.93925
2020,17-29 y.,Rural regions,No,0.07747,111,984,0.06075,0.09418
2020,30-45 y.,Urban regions,Yes,0.92588,2391,2636,0.91588,0.93588
2020,30-45 y.,Urban regions,No,0.07412,245,2636,0.06412,0.08412
2020,30-45 y.,Rural regions,Yes,0.95156,1435,1525,0.94078,0.96234
2020,30-45 y.,Rural regions,No,0.04844,90,1525,0.03766,0.05922
2020,46-65 y.,Urban regions,Yes,0.94477,4817,5119,0.93851,0.95103
2020,46-65 y.,Urban regions,No,0.05523,302,5119,0.04897,0.06149
2020,46-65 y.,Rural regions,Yes,0.96271,2954,3085,0.95603,0.96940
2020,46-65 y.,Rural regions,No,0.03729,131,3085,0.03060,0.04397
2020,66 and older,Urban regions,Yes,0.96231,2666,2780,0.95523,0.96939
2020,66 and older,Urban regions,No,0.03769,114,2780,0.03061,0.04477
2020,66 and older,Rural regions,Yes,0.96323,1623,1691,0.95426,0.97220
2020,66 and older,Rural regions,No,0.03677,68,1691,0.02780,0.04574
2021,17-29 y.,Urban regions,Yes,0.86544,1238,1494,0.84812,0.88275
2021,17-29 y.,Urban regions,No,0.13456,256,1494,0.11725,0.15188
2021,17-29 y.,Rural regions,Yes,0.94148,595,653,0.92346,0.95950
2021,17-29 y.,Rural regions,No,0.05852,58,653,0.04050,0.07654
2021,30-45 y.,Urban regions,Yes,0.91544,1692,1875,0.90285,0.92804
2021,30-45 y.,Urban regions,No,0.08456,183,1875,0.07196,0.09715
2021,30-45 y.,Rural regions,Yes,0.95083,984,1049,0.93774,0.96392
2021,30-45 y.,Rural regions,No,0.04917,65,1049,0.03608,0.06226
2021,46-65 y.,Urban regions,Yes,0.92533,3394,3647,0.91680,0.93386
2021,46-65 y.,Urban regions,No,0.07467,253,3647,0.06614,0.08320
2021,46-65 y.,Rural regions,Yes,0.95086,2033,2140,0.94170,0.96002
2021,46-65 y.,Rural regions,No,0.04914,107,2140,0.03998,0.05830
2021,66 and older,Urban regions,Yes,0.96209,1933,2022,0.95376,0.97042
2021,66 and older,Urban regions,No,0.03791,89,2022,0.02958,0.04624
2021,66 and older,Rural regions,Yes,0.95888,1179,1246,0.94785,0.96991
2021,66 and older,Rural regions,No,0.04112,67,1246,0.03009,0.05215
2022,17-29 y.,Urban regions,Yes,0.85229,1953,2321,0.83786,0.86673
2022,17-29 y.,Urban regions,No,0.14771,368,2321,0.13327,0.16214
2022,17-29 y.,Rural regions,Yes,0.92805,1037,1135,0.91301,0.94309
2022,17-29 y.,Rural regions,No,0.07195,98,1135,0.05691,0.08699
2022,30-45 y.,Urban regions,Yes,0.89223,2813,3156,0.88141,0.90305
2022,30-45 y.,Urban regions,No,0.10777,343,3156,0.09695,0.11859
2022,30-45 y.,Rural regions,Yes,0.94393,1919,2010,0.93387,0.95399
2022,30-45 y.,Rural regions,No,0.05607,91,2010,0.04601,0.06613
2022,46-65 y.,Urban regions,Yes,0.92561,4371,4709,0.91811,0.93310
2022,46-65 y.,Urban regions,No,0.07439,338,4709,0.06690,0.08189
2022,46-65 y.,Rural regions,Yes,0.94422,2664,2812,0.93574,0.95271
2022,46-65 y.,Rural regions,No,0.05578,148,2812,0.04729,0.06426
2022,66 and older,Urban regions,Yes,0.94880,2194,2316,0.93982,0.95778
2022,66 and older,Urban regions,No,0.05120,122,2316,0.04222,0.06018
2022,66 and older,Rural regions,Yes,0.96144,1408,1484,0.95164,0.97124
2022,66 and older,Rural regions,No,0.03856,76,1484,0.02876,0.04836
