year,pgisced97,sex,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,First Stage of Tertiary Education,male,Yes,0.97890,867,900,0.96951,0.98830
2014,First Stage of Tertiary Education,male,No,0.02110,33,900,0.01170,0.03049
2014,First Stage of Tertiary Education,female,Yes,0.96052,528,559,0.94436,0.97668
2014,First Stage of Tertiary Education,female,No,0.03948,31,559,0.02332,0.05564
2014,Second Stage of Tertiary Education,male,Yes,0.95212,2420,2544,0.94382,0.96042
2014,Second Stage of Tertiary Education,male,No,0.04788,124,2544,0.03958,0.05618
2014,Second Stage of Tertiary Education,female,Yes,0.96013,2295,2409,0.95232,0.96795
2014,Second Stage of Tertiary Education,female,No,0.03987,114,2409,0.03205,0.04768
2015,No answer / don't know,male,Yes,0.87836,208,243,0.83718,0.91955
2015,No answer / don't know,male,No,0.12164,35,243,0.08045,0.16282
2015,No answer / don't know,female,Yes,0.92967,194,194,0.89360,0.96575
2015,Pre-primary Level,male,Yes,0.88662,98,98,0.82352,0.94971
2015,Pre-primary Level,female,Yes,0.76187,123,166,0.69688,0.82687
2015,Pre-primary Level,female,No,0.23813,43,166,0.17313,0.30312
2015,Primary Level,male,Yes,0.94350,61,61,0.88508,1.00192
2015,Primary Level,female,Yes,0.87496,100,100,0.80980,0.94011
2015,Lower Secondary Level,male,Yes,0.87918,526,621,0.85353,0.90484
2015,Lower Secondary Level,male,No,0.12082,95,621,0.09516,0.14647
2015,Lower Secondary Level,female,Yes,0.94391,1085,1203,0.93091,0.95692
2015,Lower Secondary Level,female,No,0.05609,118,1203,0.04308,0.06909
2015,Upper Secondary Level,male,Yes,0.95441,4177,4443,0.94828,0.96054
2015,Upper Secondary Level,male,No,0.04559,266,4443,0.03946,0.05172
2015,Upper Secondary Level,female,Yes,0.94362,5241,5631,0.93760,0.94965
2015,Upper Secondary Level,female,No,0.05638,390,5631,0.05035,0.06240
2015,Post-secondary Non-tertiary Level,male,Yes,0.93794,436,477,0.91626,0.95961
2015,Post-secondary Non-tertiary Level,male,No,0.06206,41,477,0.04039,0.08374
2015,Post-secondary Non-tertiary Level,female,Yes,0.93241,790,864,0.91567,0.94916
2015,Post-secondary Non-tertiary Level,female,No,0.06759,74,864,0.05084,0.08433
2015,First Stage of Tertiary Education,male,Yes,0.96785,840,872,0.95614,0.97957
2015,First Stage of Tertiary Education,male,No,0.03215,32,872,0.02043,0.04386
2015,First Stage of Tertiary Education,female,Yes,0.96190,502,533,0.94564,0.97817
2015,First Stage of Tertiary Education,female,No,0.03810,31,533,0.02183,0.05436
2015,Second Stage of Tertiary Education,male,Yes,0.93582,2395,2546,0.92630,0.94534
2015,Second Stage of Tertiary Education,male,No,0.06418,151,2546,0.05466,0.07370
2015,Second Stage of Tertiary Education,female,Yes,0.94469,2216,2365,0.93547,0.95390
2015,Second Stage of Tertiary Education,female,No,0.05531,149,2365,0.04610,0.06453
2016,No answer / don't know,male,Yes,0.86421,190,226,0.81944,0.90897
2016,No answer / don't know,male,No,0.13579,36,226,0.09103,0.18056
2016,No answer / don't know,female,Yes,0.92723,177,208,0.89184,0.96262
2016,No answer / don't know,female,No,0.07277,31,208,0.03738,0.10816
2016,Pre-primary Level,male,Yes,0.90096,99,99,0.84181,0.96010
2016,Pre-primary Level,female,Yes,0.91800,124,124,0.86951,0.96649
2016,Primary Level,male,Yes,0.92081,60,60,0.85191,0.98972
2016,Primary Level,female,Yes,0.84647,76,76,0.76489,0.92806
2016,Lower Secondary Level,male,Yes,0.88853,499,581,0.86292,0.91415
2016,Lower Secondary Level,male,No,0.11147,82,581,0.08585,0.13708
2016,Lower Secondary Level,female,Yes,0.92893,1010,1129,0.91394,0.94393
2016,Lower Secondary Level,female,No,0.07107,119,1129,0.05607,0.08606
2016,Upper Secondary Level,male,Yes,0.94830,3857,4108,0.94153,0.95507
2016,Upper Secondary Level,male,No,0.05170,251,4108,0.04493,0.05847
2016,Upper Secondary Level,female,Yes,0.94305,4820,5183,0.93674,0.94936
2016,Upper Secondary Level,female,No,0.05695,363,5183,0.05064,0.06326
2016,Post-secondary Non-tertiary Level,male,Yes,0.93373,414,446,0.91061,0.95684
2016,Post-secondary Non-tertiary Level,male,No,0.06627,32,446,0.04316,0.08939
2016,Post-secondary Non-tertiary Level,female,Yes,0.93908,765,831,0.92281,0.95535
2016,Post-secondary Non-tertiary Level,female,No,0.06092,66,831,0.04465,0.07719
2016,First Stage of Tertiary Education,male,Yes,0.97349,758,758,0.96205,0.98493
2016,First Stage of Tertiary Education,female,Yes,0.97407,478,478,0.95981,0.98834
2016,Second Stage of Tertiary Education,male,Yes,0.94330,2267,2403,0.93405,0.95255
2016,Second Stage of Tertiary Education,male,No,0.05670,136,2403,0.04745,0.06595
2016,Second Stage of Tertiary Education,female,Yes,0.94110,2106,2246,0.93137,0.95084
2016,Second Stage of Tertiary Education,female,No,0.05890,140,2246,0.04916,0.06863
2017,No answer / don't know,male,Yes,0.90435,216,249,0.86774,0.94095
2017,No answer / don't know,male,No,0.09565,33,249,0.05905,0.13226
2017,No answer / don't know,female,Yes,0.91176,173,173,0.86937,0.95415
2017,Pre-primary Level,male,Yes,0.89033,143,143,0.83893,0.94173
2017,Pre-primary Level,female,Yes,0.90519,153,184,0.86275,0.94764
2017,Pre-primary Level,female,No,0.09481,31,184,0.05236,0.13725
2017,Primary Level,male,Yes,0.92152,77,77,0.86106,0.98198
2017,Primary Level,female,Yes,0.90595,93,93,0.84630,0.96560
2017,Lower Secondary Level,male,Yes,0.91141,590,669,0.88986,0.93296
2017,Lower Secondary Level,male,No,0.08859,79,669,0.06704,0.11014
2017,Lower Secondary Level,female,Yes,0.94757,1118,1215,0.93503,0.96011
2017,Lower Secondary Level,female,No,0.05243,97,1215,0.03989,0.06497
2017,Upper Secondary Level,male,Yes,0.94487,4358,4655,0.93831,0.95143
2017,Upper Secondary Level,male,No,0.05513,297,4655,0.04857,0.06169
2017,Upper Secondary Level,female,Yes,0.93911,5314,5731,0.93292,0.94530
2017,Upper Secondary Level,female,No,0.06089,417,5731,0.05470,0.06708
2017,Post-secondary Non-tertiary Level,male,Yes,0.89834,505,551,0.87308,0.92360
2017,Post-secondary Non-tertiary Level,male,No,0.10166,46,551,0.07640,0.12692
2017,Post-secondary Non-tertiary Level,female,Yes,0.93979,925,998,0.92502,0.95455
2017,Post-secondary Non-tertiary Level,female,No,0.06021,73,998,0.04545,0.07498
2017,First Stage of Tertiary Education,male,Yes,0.96585,843,877,0.95382,0.97787
2017,First Stage of Tertiary Education,male,No,0.03415,34,877,0.02213,0.04618
2017,First Stage of Tertiary Education,female,Yes,0.96266,511,543,0.94670,0.97862
2017,First Stage of Tertiary Education,female,No,0.03734,32,543,0.02138,0.05330
2017,Second Stage of Tertiary Education,male,Yes,0.94286,2604,2753,0.93419,0.95153
2017,Second Stage of Tertiary Education,male,No,0.05714,149,2753,0.04847,0.06581
2017,Second Stage of Tertiary Education,female,Yes,0.94571,2404,2548,0.93691,0.95451
2017,Second Stage of Tertiary Education,female,No,0.05429,144,2548,0.04549,0.06309
2018,No answer / don't know,male,Yes,0.89896,223,265,0.86260,0.93531
2018,No answer / don't know,male,No,0.10104,42,265,0.06469,0.13740
2018,No answer / don't know,female,Yes,0.92542,179,179,0.88683,0.96402
2018,Pre-primary Level,male,Yes,0.85788,104,104,0.79044,0.92531
2018,Pre-primary Level,female,Yes,0.86849,124,159,0.81579,0.92119
2018,Pre-primary Level,female,No,0.13151,35,159,0.07881,0.18421
2018,Primary Level,male,Yes,0.84608,72,72,0.76214,0.93002
2018,Primary Level,female,Yes,0.90724,100,100,0.85009,0.96438
2018,Lower Secondary Level,male,Yes,0.87884,600,694,0.85455,0.90314
2018,Lower Secondary Level,male,No,0.12116,94,694,0.09686,0.14545
2018,Lower Secondary Level,female,Yes,0.94308,1075,1181,0.92986,0.95630
2018,Lower Secondary Level,female,No,0.05692,106,1181,0.04370,0.07014
2018,Upper Secondary Level,male,Yes,0.94416,4136,4437,0.93740,0.95092
2018,Upper Secondary Level,male,No,0.05584,301,4437,0.04908,0.06260
2018,Upper Secondary Level,female,Yes,0.93709,5132,5534,0.93070,0.94349
2018,Upper Secondary Level,female,No,0.06291,402,5534,0.05651,0.06930
2018,Post-secondary Non-tertiary Level,male,Yes,0.91572,504,545,0.89237,0.93906
2018,Post-secondary Non-tertiary Level,male,No,0.08428,41,545,0.06094,0.10763
2018,Post-secondary Non-tertiary Level,female,Yes,0.93148,900,975,0.91561,0.94734
2018,Post-secondary Non-tertiary Level,female,No,0.06852,75,975,0.05266,0.08439
2018,First Stage of Tertiary Education,male,Yes,0.96522,790,829,0.95274,0.97770
2018,First Stage of Tertiary Education,male,No,0.03478,39,829,0.02230,0.04726
2018,First Stage of Tertiary Education,female,Yes,0.97558,507,507,0.96214,0.98903
2018,Second Stage of Tertiary Education,male,Yes,0.94639,2532,2674,0.93785,0.95493
2018,Second Stage of Tertiary Education,male,No,0.05361,142,2674,0.04507,0.06215
2018,Second Stage of Tertiary Education,female,Yes,0.93906,2352,2505,0.92969,0.94843
2018,Second Stage of Tertiary Education,female,No,0.06094,153,2505,0.05157,0.07031
2020,No answer / don't know,male,Yes,0.89475,165,207,0.85284,0.93666
2020,No answer / don't know,male,No,0.10525,42,207,0.06334,0.14716
2020,No answer / don't know,female,Yes,0.88891,138,138,0.83629,0.94153
2020,Pre-primary Level,male,Yes,0.82236,108,142,0.75927,0.88544
2020,Pre-primary Level,male,No,0.17764,34,142,0.11456,0.24073
2020,Pre-primary Level,female,Yes,0.86084,100,134,0.80202,0.91966
2020,Pre-primary Level,female,No,0.13916,34,134,0.08034,0.19798
2020,Primary Level,male,Yes,0.86221,59,59,0.77351,0.95092
2020,Primary Level,female,Yes,0.90264,73,73,0.83416,0.97111
2020,Lower Secondary Level,male,Yes,0.88913,538,618,0.86435,0.91390
2020,Lower Secondary Level,male,No,0.11087,80,618,0.08610,0.13565
2020,Lower Secondary Level,female,Yes,0.95975,923,1010,0.94763,0.97188
2020,Lower Secondary Level,female,No,0.04025,87,1010,0.02812,0.05237
2020,Upper Secondary Level,male,Yes,0.94332,3733,3992,0.93615,0.95050
2020,Upper Secondary Level,male,No,0.05668,259,3992,0.04950,0.06385
2020,Upper Secondary Level,female,Yes,0.94280,4637,4995,0.93636,0.94924
2020,Upper Secondary Level,female,No,0.05720,358,4995,0.05076,0.06364
2020,Post-secondary Non-tertiary Level,male,Yes,0.91271,538,578,0.88968,0.93574
2020,Post-secondary Non-tertiary Level,male,No,0.08729,40,578,0.06426,0.11032
2020,Post-secondary Non-tertiary Level,female,Yes,0.92708,911,994,0.91090,0.94325
2020,Post-secondary Non-tertiary Level,female,No,0.07292,83,994,0.05675,0.08910
2020,First Stage of Tertiary Education,male,Yes,0.95974,839,839,0.94643,0.97305
2020,First Stage of Tertiary Education,female,Yes,0.97735,479,479,0.96401,0.99069
2020,Second Stage of Tertiary Education,male,Yes,0.94860,2795,2972,0.94066,0.95654
2020,Second Stage of Tertiary Education,male,No,0.05140,177,2972,0.04346,0.05934
2020,Second Stage of Tertiary Education,female,Yes,0.94689,2479,2632,0.93832,0.95546
2020,Second Stage of Tertiary Education,female,No,0.05311,153,2632,0.04454,0.06168
2021,No answer / don't know,male,Yes,0.86808,169,169,0.81690,0.91925
2021,No answer / don't know,female,Yes,0.94132,151,151,0.90371,0.97893
2021,Pre-primary Level,male,Yes,0.92335,65,65,0.85818,0.98853
2021,Pre-primary Level,female,Yes,0.80029,47,47,0.68476,0.91582
2021,Primary Level,male,Yes,0.73692,35,35,0.58891,0.88492
2021,Primary Level,female,Yes,0.94445,52,52,0.88159,1.00732
2021,Lower Secondary Level,male,Yes,0.89850,349,391,0.86853,0.92847
2021,Lower Secondary Level,male,No,0.10150,42,391,0.07153,0.13147
2021,Lower Secondary Level,female,Yes,0.93684,552,609,0.91750,0.95617
2021,Lower Secondary Level,female,No,0.06316,57,609,0.04383,0.08250
2021,Upper Secondary Level,male,Yes,0.94242,2496,2703,0.93363,0.95120
2021,Upper Secondary Level,male,No,0.05758,207,2703,0.04880,0.06637
2021,Upper Secondary Level,female,Yes,0.92956,3135,3410,0.92097,0.93815
2021,Upper Secondary Level,female,No,0.07044,275,3410,0.06185,0.07903
2021,Post-secondary Non-tertiary Level,male,Yes,0.91165,387,421,0.88450,0.93879
2021,Post-secondary Non-tertiary Level,male,No,0.08835,34,421,0.06121,0.11550
2021,Post-secondary Non-tertiary Level,female,Yes,0.90910,658,722,0.88812,0.93009
2021,Post-secondary Non-tertiary Level,female,No,0.09090,64,722,0.06991,0.11188
2021,First Stage of Tertiary Education,male,Yes,0.94148,544,544,0.92174,0.96122
2021,First Stage of Tertiary Education,female,Yes,0.98045,352,352,0.96596,0.99493
2021,Second Stage of Tertiary Education,male,Yes,0.94419,2119,2252,0.93470,0.95367
2021,Second Stage of Tertiary Education,male,No,0.05581,133,2252,0.04633,0.06530
2021,Second Stage of Tertiary Education,female,Yes,0.93692,1931,2066,0.92644,0.94741
2021,Second Stage of Tertiary Education,female,No,0.06308,135,2066,0.05259,0.07356
2022,No answer / don't know,male,Yes,0.88112,871,971,0.86076,0.90149
2022,No answer / don't know,male,No,0.11888,100,971,0.09851,0.13924
2022,No answer / don't know,female,Yes,0.89883,927,1024,0.88035,0.91731
2022,No answer / don't know,female,No,0.10117,97,1024,0.08269,0.11965
2022,Pre-primary Level,male,Yes,0.84095,87,87,0.76365,0.91824
2022,Pre-primary Level,female,Yes,0.87334,99,99,0.80749,0.93919
2022,Primary Level,male,Yes,0.84215,58,58,0.74750,0.93681
2022,Primary Level,female,Yes,0.97851,62,62,0.94211,1.01490
2022,Lower Secondary Level,male,Yes,0.92098,406,457,0.89622,0.94574
2022,Lower Secondary Level,male,No,0.07902,51,457,0.05426,0.10378
2022,Lower Secondary Level,female,Yes,0.93311,574,635,0.91366,0.95256
2022,Lower Secondary Level,female,No,0.06689,61,635,0.04744,0.08634
2022,Upper Secondary Level,male,Yes,0.92423,3110,3389,0.91532,0.93315
2022,Upper Secondary Level,male,No,0.07577,279,3389,0.06685,0.08468
2022,Upper Secondary Level,female,Yes,0.92303,3886,4222,0.91499,0.93107
2022,Upper Secondary Level,female,No,0.07697,336,4222,0.06893,0.08501
2022,Post-secondary Non-tertiary Level,male,Yes,0.89326,575,626,0.86905,0.91747
2022,Post-secondary Non-tertiary Level,male,No,0.10674,51,626,0.08253,0.13095
2022,Post-secondary Non-tertiary Level,female,Yes,0.92488,938,1023,0.90872,0.94104
2022,Post-secondary Non-tertiary Level,female,No,0.07512,85,1023,0.05896,0.09128
2022,First Stage of Tertiary Education,male,Yes,0.94761,782,825,0.93240,0.96283
2022,First Stage of Tertiary Education,male,No,0.05239,43,825,0.03717,0.06760
2022,First Stage of Tertiary Education,female,Yes,0.97470,444,444,0.96008,0.98933
2022,Second Stage of Tertiary Education,male,Yes,0.93471,2880,3088,0.92600,0.94343
2022,Second Stage of Tertiary Education,male,No,0.06529,208,3088,0.05657,0.07400
2022,Second Stage of Tertiary Education,female,Yes,0.93335,2648,2856,0.92420,0.94250
2022,Second Stage of Tertiary Education,female,No,0.06665,208,2856,0.05750,0.07580
