year,age_gr,sampreg,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,30-45 y.,East,No,0.02146,34,1460,0.01402,0.02889
2014,46-65 y.,West,Yes,0.95952,5479,5744,0.95442,0.96462
2014,46-65 y.,West,No,0.04048,265,5744,0.03538,0.04558
2014,46-65 y.,East,Yes,0.96958,1843,1910,0.96187,0.97728
2014,46-65 y.,East,No,0.03042,67,1910,0.02272,0.03813
2014,66 and older,West,Yes,0.96952,3246,3370,0.96372,0.97533
2014,66 and older,West,No,0.03048,124,3370,0.02467,0.03628
2014,66 and older,East,Yes,0.96883,1168,1203,0.95901,0.97866
2014,66 and older,East,No,0.03117,35,1203,0.02134,0.04099
2015,17-29 y.,West,Yes,0.87079,2070,2504,0.85765,0.88393
2015,17-29 y.,West,No,0.12921,434,2504,0.11607,0.14235
2015,17-29 y.,East,Yes,0.96664,569,611,0.95239,0.98089
2015,17-29 y.,East,No,0.03336,42,611,0.01911,0.04761
2015,30-45 y.,West,Yes,0.91601,3553,3979,0.90739,0.92463
2015,30-45 y.,West,No,0.08399,426,3979,0.07537,0.09261
2015,30-45 y.,East,Yes,0.98171,1318,1318,0.97447,0.98895
2015,46-65 y.,West,Yes,0.95057,5340,5684,0.94493,0.95620
2015,46-65 y.,West,No,0.04943,344,5684,0.04380,0.05507
2015,46-65 y.,East,Yes,0.95769,1765,1840,0.94849,0.96689
2015,46-65 y.,East,No,0.04231,75,1840,0.03311,0.05151
2015,66 and older,West,Yes,0.96537,3206,3331,0.95916,0.97158
2015,66 and older,West,No,0.03463,125,3331,0.02842,0.04084
2015,66 and older,East,Yes,0.97930,1171,1171,0.97114,0.98746
2016,17-29 y.,West,Yes,0.86899,1936,2340,0.85531,0.88266
2016,17-29 y.,West,No,0.13101,404,2340,0.11734,0.14469
2016,17-29 y.,East,Yes,0.94323,522,570,0.92422,0.96224
2016,17-29 y.,East,No,0.05677,48,570,0.03776,0.07578
2016,30-45 y.,West,Yes,0.92281,3148,3508,0.91397,0.93164
2016,30-45 y.,West,No,0.07719,360,3508,0.06836,0.08603
2016,30-45 y.,East,Yes,0.97687,1171,1171,0.96826,0.98549
2016,46-65 y.,West,Yes,0.94850,5021,5329,0.94256,0.95443
2016,46-65 y.,West,No,0.05150,308,5329,0.04557,0.05744
2016,46-65 y.,East,Yes,0.95517,1691,1777,0.94555,0.96480
2016,46-65 y.,East,No,0.04483,86,1777,0.03520,0.05445
2016,66 and older,West,Yes,0.96897,3085,3202,0.96296,0.97498
2016,66 and older,West,No,0.03103,117,3202,0.02502,0.03704
2016,66 and older,East,Yes,0.98089,1126,1126,0.97289,0.98889
2017,17-29 y.,West,Yes,0.86429,2387,2854,0.85172,0.87686
2017,17-29 y.,West,No,0.13571,467,2854,0.12314,0.14828
2017,17-29 y.,East,Yes,0.95247,635,676,0.93641,0.96852
2017,17-29 y.,East,No,0.04753,41,676,0.03148,0.06359
2017,30-45 y.,West,Yes,0.91969,3352,3729,0.91097,0.92841
2017,30-45 y.,West,No,0.08031,377,3729,0.07159,0.08903
2017,30-45 y.,East,Yes,0.97890,1276,1276,0.97101,0.98679
2017,46-65 y.,West,Yes,0.95177,5983,6339,0.94650,0.95705
2017,46-65 y.,West,No,0.04823,356,6339,0.04295,0.05350
2017,46-65 y.,East,Yes,0.95324,1970,2061,0.94412,0.96236
2017,46-65 y.,East,No,0.04676,91,2061,0.03764,0.05588
2017,66 and older,West,Yes,0.96475,3254,3380,0.95853,0.97097
2017,66 and older,West,No,0.03525,126,3380,0.02903,0.04147
2017,66 and older,East,Yes,0.97977,1170,1170,0.97170,0.98784
2018,17-29 y.,West,Yes,0.85981,2372,2866,0.84709,0.87252
2018,17-29 y.,West,No,0.14019,494,2866,0.12748,0.15291
2018,17-29 y.,East,Yes,0.95754,627,673,0.94230,0.97279
2018,17-29 y.,East,No,0.04246,46,673,0.02721,0.05770
2018,30-45 y.,West,Yes,0.91979,3085,3443,0.91071,0.92886
2018,30-45 y.,West,No,0.08021,358,3443,0.07114,0.08929
2018,30-45 y.,East,Yes,0.97629,1212,1212,0.96772,0.98486
2018,46-65 y.,West,Yes,0.94895,5725,6071,0.94341,0.95449
2018,46-65 y.,West,No,0.05105,346,6071,0.04551,0.05659
2018,46-65 y.,East,Yes,0.96611,1925,2010,0.95819,0.97402
2018,46-65 y.,East,No,0.03389,85,2010,0.02598,0.04181
2018,66 and older,West,Yes,0.95667,3197,3357,0.94978,0.96356
2018,66 and older,West,No,0.04333,160,3357,0.03644,0.05022
2018,66 and older,East,Yes,0.97352,1187,1219,0.96450,0.98254
2018,66 and older,East,No,0.02648,32,1219,0.01746,0.03550
2020,17-29 y.,West,Yes,0.87665,2133,2592,0.86399,0.88931
2020,17-29 y.,West,No,0.12335,459,2592,0.11069,0.13601
2020,17-29 y.,East,Yes,0.95247,503,542,0.93454,0.97040
2020,17-29 y.,East,No,0.04753,39,542,0.02960,0.06546
2020,30-45 y.,West,Yes,0.92296,2752,3054,0.91350,0.93241
2020,30-45 y.,West,No,0.07704,302,3054,0.06759,0.08650
2020,30-45 y.,East,Yes,0.97519,1074,1107,0.96603,0.98436
2020,30-45 y.,East,No,0.02481,33,1107,0.01564,0.03397
2020,46-65 y.,West,Yes,0.94659,5850,6221,0.94100,0.95218
2020,46-65 y.,West,No,0.05341,371,6221,0.04782,0.05900
2020,46-65 y.,East,Yes,0.96983,1921,1983,0.96230,0.97736
2020,46-65 y.,East,No,0.03017,62,1983,0.02264,0.03770
2020,66 and older,West,Yes,0.96036,3122,3268,0.95367,0.96705
2020,66 and older,West,No,0.03964,146,3268,0.03295,0.04633
2020,66 and older,East,Yes,0.97215,1167,1203,0.96284,0.98145
2020,66 and older,East,No,0.02785,36,1203,0.01855,0.03716
2021,17-29 y.,West,Yes,0.87496,1488,1777,0.85957,0.89034
2021,17-29 y.,West,No,0.12504,289,1777,0.10966,0.14043
2021,17-29 y.,East,Yes,0.95587,345,345,0.93417,0.97758
2021,30-45 y.,West,Yes,0.91649,1921,2139,0.90477,0.92822
2021,30-45 y.,West,No,0.08351,218,2139,0.07178,0.09523
2021,30-45 y.,East,Yes,0.96544,755,755,0.95241,0.97848
2021,46-65 y.,West,Yes,0.93128,4129,4420,0.92382,0.93874
2021,46-65 y.,West,No,0.06872,291,4420,0.06126,0.07618
2021,46-65 y.,East,Yes,0.94899,1299,1368,0.93732,0.96065
2021,46-65 y.,East,No,0.05101,69,1368,0.03935,0.06268
2021,66 and older,West,Yes,0.95931,2309,2431,0.95145,0.96716
2021,66 and older,West,No,0.04069,122,2431,0.03284,0.04855
2021,66 and older,East,Yes,0.96813,803,837,0.95622,0.98003
2021,66 and older,East,No,0.03187,34,837,0.01997,0.04378
2022,17-29 y.,West,Yes,0.86205,2331,2757,0.84917,0.87492
2022,17-29 y.,West,No,0.13795,426,2757,0.12508,0.15083
2022,17-29 y.,East,Yes,0.94718,659,699,0.93058,0.96377
2022,17-29 y.,East,No,0.05282,40,699,0.03623,0.06942
2022,30-45 y.,West,Yes,0.89544,3369,3757,0.88566,0.90523
2022,30-45 y.,West,No,0.10456,388,3757,0.09477,0.11434
2022,30-45 y.,East,Yes,0.96260,1363,1409,0.95268,0.97251
2022,30-45 y.,East,No,0.03740,46,1409,0.02749,0.04732
2022,46-65 y.,West,Yes,0.93049,5393,5801,0.92395,0.93704
2022,46-65 y.,West,No,0.06951,408,5801,0.06296,0.07605
2022,46-65 y.,East,Yes,0.94025,1642,1720,0.92904,0.95145
2022,46-65 y.,East,No,0.05975,78,1720,0.04855,0.07096
2022,66 and older,West,Yes,0.95240,2628,2774,0.94448,0.96033
2022,66 and older,West,No,0.04760,146,2774,0.03967,0.05552
2022,66 and older,East,Yes,0.95726,974,1026,0.94487,0.96964
2022,66 and older,East,No,0.04274,52,1026,0.03036,0.05513
