,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
62,62,1985,Couple with children,1st Quintile,Too Expensive,0.08878,36,2458,0.06073,0.11661
63,63,1985,Couple with children,2nd Quintile,Very Inexpensive,0.12896,36,2458,0.1087,0.15397
64,64,1985,Couple with children,2nd Quintile,Inexpensive,0.33373,107,2458,0.29455,0.3778
65,65,1985,Couple with children,2nd Quintile,Reasonable,0.41719,151,2458,0.37046,0.46179
66,66,1985,Couple with children,2nd Quintile,Slightly Expensive,0.12013,48,2458,0.09294,0.14759
67,67,1985,Couple with children,3rd Quintile,Very Inexpensive,0.14928,33,2458,0.12656,0.16826
68,68,1985,Couple with children,3rd Quintile,Inexpensive,0.24721,65,2458,0.2081,0.28237
69,69,1985,Couple with children,3rd Quintile,Reasonable,0.42849,129,2458,0.37604,0.47556
70,70,1985,Couple with children,3rd Quintile,Slightly Expensive,0.17503,66,2458,0.14157,0.2124
71,71,1985,Couple with children,4th Quintile,Inexpensive,0.38428,66,2458,0.32487,0.42949
72,72,1985,Couple with children,4th Quintile,Reasonable,0.40551,83,2458,0.35289,0.47012
73,73,1985,Couple with children,4th Quintile,Slightly Expensive,0.21022,36,2458,0.17204,0.24879
74,74,1985,Couple with children,5th Quintile,Reasonable,1.0,58,2458,0.84552,1.14874
75,75,1986,Single-person household,1st Quintile,Inexpensive,0.29257,55,2233,0.25593,0.31899
76,76,1986,Single-person household,1st Quintile,Reasonable,0.48486,92,2233,0.4474,0.52561
77,77,1986,Single-person household,1st Quintile,Slightly Expensive,0.22257,47,2233,0.19451,0.24683
78,78,1986,Single-person household,2nd Quintile,Inexpensive,0.50861,49,2233,0.45925,0.553
79,79,1986,Single-person household,2nd Quintile,Reasonable,0.49139,54,2233,0.45199,0.5367
80,80,1986,Single-person household,3rd Quintile,Inexpensive,0.34766,41,2233,0.3044,0.39156
81,81,1986,Single-person household,3rd Quintile,Reasonable,0.65234,83,2233,0.58372,0.7158
82,82,1986,Single-person household,4th Quintile,Inexpensive,0.30781,39,2233,0.25995,0.34953
83,83,1986,Single-person household,4th Quintile,Reasonable,0.69219,80,2233,0.63509,0.74643
84,84,1986,Single-person household,5th Quintile,Reasonable,1.0,54,2233,0.89473,1.09124
85,85,1986,Couple without children,1st Quintile,Inexpensive,0.53287,37,2233,0.47462,0.60141
86,86,1986,Couple without children,1st Quintile,Reasonable,0.46713,34,2233,0.38549,0.57392
87,87,1986,Couple without children,2nd Quintile,Inexpensive,0.44658,36,2233,0.38588,0.50908
88,88,1986,Couple without children,2nd Quintile,Reasonable,0.55342,45,2233,0.48543,0.62823
89,89,1986,Couple without children,3rd Quintile,Inexpensive,0.42218,43,2233,0.35661,0.48146
90,90,1986,Couple without children,3rd Quintile,Reasonable,0.57782,55,2233,0.50445,0.64794
91,91,1986,Couple without children,4th Quintile,Inexpensive,0.37895,47,2233,0.32572,0.42958
92,92,1986,Couple without children,4th Quintile,Reasonable,0.62105,95,2233,0.53962,0.69197
93,93,1986,Couple without children,5th Quintile,Inexpensive,0.36081,51,2233,0.31462,0.40406
94,94,1986,Couple without children,5th Quintile,Reasonable,0.63919,98,2233,0.56997,0.6992
95,95,1986,Single parent,1st Quintile,Reasonable,1.0,34,2233,0.87195,1.14885
96,96,1986,Couple with children,1st Quintile,Inexpensive,0.29227,64,2233,0.2331,0.35286
97,97,1986,Couple with children,1st Quintile,Reasonable,0.50536,148,2233,0.42181,0.5658
98,98,1986,Couple with children,1st Quintile,Slightly Expensive,0.20237,65,2233,0.16003,0.24848
99,99,1986,Couple with children,2nd Quintile,Very Inexpensive,0.1263,33,2233,0.10055,0.16033
100,100,1986,Couple with children,2nd Quintile,Inexpensive,0.34495,97,2233,0.2943,0.39585
101,101,1986,Couple with children,2nd Quintile,Reasonable,0.37306,119,2233,0.31744,0.44195
102,102,1986,Couple with children,2nd Quintile,Slightly Expensive,0.15569,67,2233,0.12363,0.19039
103,103,1986,Couple with children,3rd Quintile,Inexpensive,0.45422,101,2233,0.39807,0.50499
104,104,1986,Couple with children,3rd Quintile,Reasonable,0.42404,114,2233,0.36847,0.48491
105,105,1986,Couple with children,3rd Quintile,Slightly Expensive,0.12174,43,2233,0.09237,0.15591
106,106,1986,Couple with children,4th Quintile,Inexpensive,0.33389,53,2233,0.28021,0.3815
107,107,1986,Couple with children,4th Quintile,Reasonable,0.49163,91,2233,0.41679,0.56705
108,108,1986,Couple with children,4th Quintile,Slightly Expensive,0.17448,31,2233,0.12764,0.22987
109,109,1986,Couple with children,5th Quintile,Reasonable,1.0,38,2233,0.8257,1.1793
110,110,1987,Single-person household,1st Quintile,Very Inexpensive,0.1528,31,2187,0.12852,0.17704
111,111,1987,Single-person household,1st Quintile,Inexpensive,0.29736,60,2187,0.27285,0.32607
112,112,1987,Single-person household,1st Quintile,Reasonable,0.39122,85,2187,0.35692,0.42188
113,113,1987,Single-person household,1st Quintile,Slightly Expensive,0.15862,39,2187,0.13707,0.18329
114,114,1987,Single-person household,2nd Quintile,Inexpensive,0.41247,45,2187,0.36333,0.45208
115,115,1987,Single-person household,2nd Quintile,Reasonable,0.58753,64,2187,0.5379,0.62855
116,116,1987,Single-person household,3rd Quintile,Inexpensive,0.3301,43,2187,0.27979,0.37916
117,117,1987,Single-person household,3rd Quintile,Reasonable,0.6699,85,2187,0.61728,0.73582
118,118,1987,Single-person household,4th Quintile,Inexpensive,0.30411,43,2187,0.2586,0.3415
119,119,1987,Single-person household,4th Quintile,Reasonable,0.48121,62,2187,0.43549,0.52348
120,120,1987,Single-person household,4th Quintile,Slightly Expensive,0.21468,34,2187,0.17536,0.25789
121,121,1987,Single-person household,5th Quintile,Reasonable,1.0,58,2187,0.9081,1.08379
122,122,1987,Couple without children,1st Quintile,Reasonable,1.0,40,2187,0.84318,1.14525
123,123,1987,Couple without children,2nd Quintile,Inexpensive,0.47009,43,2187,0.39187,0.55537
124,124,1987,Couple without children,2nd Quintile,Reasonable,0.52991,43,2187,0.44541,0.61174
125,125,1987,Couple without children,3rd Quintile,Inexpensive,0.40761,36,2187,0.33218,0.48635
126,126,1987,Couple without children,3rd Quintile,Reasonable,0.59239,48,2187,0.51098,0.66752
127,127,1987,Couple without children,4th Quintile,Inexpensive,0.42939,58,2187,0.37508,0.48497
128,128,1987,Couple without children,4th Quintile,Reasonable,0.57061,78,2187,0.49966,0.6379
129,129,1987,Couple without children,5th Quintile,Inexpensive,0.352,56,2187,0.30725,0.40658
130,130,1987,Couple without children,5th Quintile,Reasonable,0.648,91,2187,0.58647,0.71045
131,131,1987,Couple with children,1st Quintile,Inexpensive,0.37663,82,2187,0.30494,0.43972
132,132,1987,Couple with children,1st Quintile,Reasonable,0.40099,111,2187,0.33588,0.47393
133,133,1987,Couple with children,1st Quintile,Slightly Expensive,0.22238,60,2187,0.17201,0.28101
134,134,1987,Couple with children,2nd Quintile,Inexpensive,0.32773,96,2187,0.26851,0.37835
135,135,1987,Couple with children,2nd Quintile,Reasonable,0.50323,142,2187,0.43321,0.56917
136,136,1987,Couple with children,2nd Quintile,Slightly Expensive,0.16904,54,2187,0.12705,0.21492
137,137,1987,Couple with children,3rd Quintile,Inexpensive,0.36033,82,2187,0.31165,0.41249
138,138,1987,Couple with children,3rd Quintile,Reasonable,0.49143,125,2187,0.42159,0.55563
139,139,1987,Couple with children,3rd Quintile,Slightly Expensive,0.14823,50,2187,0.10617,0.18336
140,140,1987,Couple with children,4th Quintile,Inexpensive,0.31916,61,2187,0.25969,0.37595
141,141,1987,Couple with children,4th Quintile,Reasonable,0.51008,108,2187,0.4458,0.57517
142,142,1987,Couple with children,4th Quintile,Slightly Expensive,0.17076,35,2187,0.13379,0.21106
143,143,1987,Couple with children,5th Quintile,Reasonable,1.0,39,2187,0.81305,1.1348
144,144,1988,Single-person household,1st Quintile,Inexpensive,0.29837,55,2068,0.26725,0.33033
145,145,1988,Single-person household,1st Quintile,Reasonable,0.46676,83,2068,0.43099,0.50018
146,146,1988,Single-person household,1st Quintile,Slightly Expensive,0.23487,45,2068,0.20572,0.26236
147,147,1988,Single-person household,2nd Quintile,Inexpensive,0.46142,50,2068,0.42245,0.49299
148,148,1988,Single-person household,2nd Quintile,Reasonable,0.53858,60,2068,0.48758,0.57552
149,149,1988,Single-person household,3rd Quintile,Inexpensive,0.35105,40,2068,0.30404,0.39449
150,150,1988,Single-person household,3rd Quintile,Reasonable,0.64895,66,2068,0.58529,0.71166
151,151,1988,Single-person household,4th Quintile,Reasonable,0.6672,73,2068,0.57529,0.74966
152,152,1988,Single-person household,4th Quintile,Slightly Expensive,0.3328,32,2068,0.28246,0.37314
153,153,1988,Single-person household,5th Quintile,Reasonable,1.0,53,2068,0.92099,1.0803
154,154,1988,Couple without children,1st Quintile,Reasonable,1.0,51,2068,0.8478,1.1677
155,155,1988,Couple without children,2nd Quintile,Inexpensive,0.5305,42,2068,0.45462,0.60116
156,156,1988,Couple without children,2nd Quintile,Reasonable,0.4695,45,2068,0.39611,0.54232
157,157,1988,Couple without children,3rd Quintile,Inexpensive,0.4433,43,2068,0.3745,0.51916
158,158,1988,Couple without children,3rd Quintile,Reasonable,0.5567,48,2068,0.46962,0.64274
159,159,1988,Couple without children,4th Quintile,Inexpensive,0.43226,49,2068,0.37354,0.48128
160,160,1988,Couple without children,4th Quintile,Reasonable,0.56774,79,2068,0.48518,0.65147
161,161,1988,Couple without children,5th Quintile,Inexpensive,0.36619,51,2068,0.30901,0.41929
162,162,1988,Couple without children,5th Quintile,Reasonable,0.63381,84,2068,0.56979,0.70017
163,163,1988,Single parent,1st Quintile,Reasonable,1.0,31,2068,0.81103,1.20082
164,164,1988,Couple with children,1st Quintile,Inexpensive,0.31801,69,2068,0.26059,0.37421
165,165,1988,Couple with children,1st Quintile,Reasonable,0.50012,127,2068,0.42335,0.58445
166,166,1988,Couple with children,1st Quintile,Slightly Expensive,0.18187,61,2068,0.14321,0.22511
167,167,1988,Couple with children,2nd Quintile,Very Inexpensive,0.13911,33,2068,0.10427,0.17217
168,168,1988,Couple with children,2nd Quintile,Inexpensive,0.29682,83,2068,0.23971,0.34926
169,169,1988,Couple with children,2nd Quintile,Reasonable,0.43953,138,2068,0.37386,0.50221
170,170,1988,Couple with children,2nd Quintile,Slightly Expensive,0.12454,51,2068,0.08222,0.17969
171,171,1988,Couple with children,3rd Quintile,Inexpensive,0.40851,77,2068,0.35713,0.46025
172,172,1988,Couple with children,3rd Quintile,Reasonable,0.46034,120,2068,0.38169,0.52684
173,173,1988,Couple with children,3rd Quintile,Slightly Expensive,0.13115,43,2068,0.09564,0.17132
174,174,1988,Couple with children,4th Quintile,Inexpensive,0.47877,68,2068,0.39699,0.55784
175,175,1988,Couple with children,4th Quintile,Reasonable,0.52123,86,2068,0.44837,0.60564
176,176,1988,Couple with children,5th Quintile,Reasonable,1.0,32,2068,0.72651,1.23062
177,177,1989,Single-person household,1st Quintile,Inexpensive,0.3241,60,2011,0.29585,0.35131
178,178,1989,Single-person household,1st Quintile,Reasonable,0.50522,89,2011,0.46259,0.53775
179,179,1989,Single-person household,1st Quintile,Slightly Expensive,0.17068,31,2011,0.14764,0.19779
180,180,1989,Single-person household,2nd Quintile,Inexpensive,0.46105,59,2011,0.40389,0.51623
181,181,1989,Single-person household,2nd Quintile,Reasonable,0.53895,62,2011,0.49033,0.58429
182,182,1989,Single-person household,3rd Quintile,Inexpensive,0.36199,41,2011,0.31255,0.41126
183,183,1989,Single-person household,3rd Quintile,Reasonable,0.63801,70,2011,0.58084,0.71104
184,184,1989,Single-person household,4th Quintile,Inexpensive,0.32371,33,2011,0.26691,0.38026
185,185,1989,Single-person household,4th Quintile,Reasonable,0.67629,62,2011,0.61487,0.7347
186,186,1989,Single-person household,5th Quintile,Inexpensive,0.40063,36,2011,0.36564,0.44102
187,187,1989,Single-person household,5th Quintile,Reasonable,0.59937,51,2011,0.54531,0.65348
188,188,1989,Couple without children,1st Quintile,Inexpensive,0.46718,32,2011,0.37635,0.54702
189,189,1989,Couple without children,1st Quintile,Reasonable,0.53282,35,2011,0.43525,0.62373
190,190,1989,Couple without children,2nd Quintile,Inexpensive,0.48787,38,2011,0.40472,0.5709
191,191,1989,Couple without children,2nd Quintile,Reasonable,0.51213,42,2011,0.41671,0.60915
192,192,1989,Couple without children,3rd Quintile,Inexpensive,0.45047,39,2011,0.38719,0.51629
193,193,1989,Couple without children,3rd Quintile,Reasonable,0.54953,53,2011,0.43904,0.6204
194,194,1989,Couple without children,4th Quintile,Inexpensive,0.46338,68,2011,0.3922,0.53803
195,195,1989,Couple without children,4th Quintile,Reasonable,0.53662,80,2011,0.45927,0.61863
196,196,1989,Couple without children,5th Quintile,Inexpensive,0.39626,51,2011,0.34032,0.44774
197,197,1989,Couple without children,5th Quintile,Reasonable,0.60374,71,2011,0.5353,0.67251
198,198,1989,Couple with children,1st Quintile,Inexpensive,0.26259,65,2011,0.21061,0.32499
199,199,1989,Couple with children,1st Quintile,Reasonable,0.52466,135,2011,0.43616,0.61986
200,200,1989,Couple with children,1st Quintile,Slightly Expensive,0.21275,66,2011,0.16474,0.26288
201,201,1989,Couple with children,2nd Quintile,Inexpensive,0.39002,92,2011,0.32322,0.44599
202,202,1989,Couple with children,2nd Quintile,Reasonable,0.44338,115,2011,0.3785,0.5041
203,203,1989,Couple with children,2nd Quintile,Slightly Expensive,0.1666,58,2011,0.12359,0.20457
204,204,1989,Couple with children,3rd Quintile,Very Inexpensive,0.1513,33,2011,0.11464,0.17953
205,205,1989,Couple with children,3rd Quintile,Inexpensive,0.34101,85,2011,0.29308,0.39402
206,206,1989,Couple with children,3rd Quintile,Reasonable,0.39279,96,2011,0.33003,0.44777
207,207,1989,Couple with children,3rd Quintile,Slightly Expensive,0.11489,39,2011,0.08195,0.14909
208,208,1989,Couple with children,4th Quintile,Inexpensive,0.51674,58,2011,0.43142,0.59431
209,209,1989,Couple with children,4th Quintile,Reasonable,0.48326,66,2011,0.40007,0.5623
210,210,1990,Single-person household,1st Quintile,Very Inexpensive,0.22528,59,3403,0.20904,0.24277
211,211,1990,Single-person household,1st Quintile,Inexpensive,0.37114,97,3403,0.34805,0.39158
212,212,1990,Single-person household,1st Quintile,Reasonable,0.40358,112,3403,0.37306,0.43783
213,213,1990,Single-person household,2nd Quintile,Inexpensive,0.40304,65,3403,0.35618,0.4434
214,214,1990,Single-person household,2nd Quintile,Reasonable,0.59696,93,3403,0.54508,0.64744
215,215,1990,Single-person household,3rd Quintile,Inexpensive,0.40775,61,3403,0.35488,0.4575
216,216,1990,Single-person household,3rd Quintile,Reasonable,0.59225,81,3403,0.54103,0.63991
217,217,1990,Single-person household,4th Quintile,Inexpensive,0.35194,49,3403,0.30497,0.40521
218,218,1990,Single-person household,4th Quintile,Reasonable,0.64806,78,3403,0.57746,0.70871
219,219,1990,Single-person household,5th Quintile,Inexpensive,0.50247,47,3403,0.45438,0.53192
220,220,1990,Single-person household,5th Quintile,Reasonable,0.49753,53,3403,0.43876,0.56643
221,221,1990,Couple without children,1st Quintile,Very Inexpensive,0.23901,76,3403,0.22557,0.25514
222,222,1990,Couple without children,1st Quintile,Inexpensive,0.36056,113,3403,0.33239,0.39615
223,223,1990,Couple without children,1st Quintile,Reasonable,0.40043,129,3403,0.37904,0.42313
224,224,1990,Couple without children,2nd Quintile,Inexpensive,0.56778,46,3403,0.48188,0.64261
225,225,1990,Couple without children,2nd Quintile,Reasonable,0.43222,48,3403,0.35228,0.52157
226,226,1990,Couple without children,3rd Quintile,Inexpensive,0.44214,59,3403,0.38017,0.49308
227,227,1990,Couple without children,3rd Quintile,Reasonable,0.55786,68,3403,0.48378,0.63939
228,228,1990,Couple without children,4th Quintile,Very Inexpensive,0.23191,38,3403,0.19645,0.26548
229,229,1990,Couple without children,4th Quintile,Inexpensive,0.37046,67,3403,0.32462,0.42327
230,230,1990,Couple without children,4th Quintile,Reasonable,0.39763,68,3403,0.33832,0.45035
231,231,1990,Couple without children,5th Quintile,Very Inexpensive,0.21041,40,3403,0.17297,0.24864
232,232,1990,Couple without children,5th Quintile,Inexpensive,0.33541,72,3403,0.30062,0.37762
233,233,1990,Couple without children,5th Quintile,Reasonable,0.45417,85,3403,0.40743,0.50989
234,234,1990,Single parent,1st Quintile,Inexpensive,0.45307,39,3403,0.39456,0.5131
235,235,1990,Single parent,1st Quintile,Reasonable,0.54693,44,3403,0.47552,0.6378
236,236,1990,Couple with children,1st Quintile,Very Inexpensive,0.26349,185,3403,0.24774,0.27821
237,237,1990,Couple with children,1st Quintile,Inexpensive,0.34039,236,3403,0.32513,0.35543
238,238,1990,Couple with children,1st Quintile,Reasonable,0.39613,274,3403,0.38153,0.41168
239,239,1990,Couple with children,2nd Quintile,Inexpensive,0.34496,109,3403,0.30213,0.40371
240,240,1990,Couple with children,2nd Quintile,Reasonable,0.47369,158,3403,0.39889,0.55009
241,241,1990,Couple with children,2nd Quintile,Slightly Expensive,0.18135,76,3403,0.13864,0.22557
242,242,1990,Couple with children,3rd Quintile,Very Inexpensive,0.13631,36,3403,0.10754,0.16762
243,243,1990,Couple with children,3rd Quintile,Inexpensive,0.37926,115,3403,0.32748,0.42509
244,244,1990,Couple with children,3rd Quintile,Reasonable,0.38338,136,3403,0.3429,0.44473
245,245,1990,Couple with children,3rd Quintile,Slightly Expensive,0.10106,44,3403,0.07232,0.13285
246,246,1990,Couple with children,4th Quintile,Inexpensive,0.49034,90,3403,0.41944,0.57099
247,247,1990,Couple with children,4th Quintile,Reasonable,0.50966,91,3403,0.42821,0.59131
248,248,1990,Couple with children,5th Quintile,Inexpensive,0.50068,31,3403,0.38837,0.62509
249,249,1990,Couple with children,5th Quintile,Reasonable,0.49932,35,3403,0.37511,0.59919
250,250,1991,Single-person household,1st Quintile,Very Inexpensive,0.18776,44,3416,0.17053,0.2041
251,251,1991,Single-person household,1st Quintile,Inexpensive,0.5096,121,3416,0.48537,0.54049
252,252,1991,Single-person household,1st Quintile,Reasonable,0.30264,79,3416,0.27889,0.32757
253,253,1991,Single-person household,2nd Quintile,Very Inexpensive,0.16464,37,3416,0.14514,0.17954
254,254,1991,Single-person household,2nd Quintile,Inexpensive,0.27319,69,3416,0.24581,0.29803
255,255,1991,Single-person household,2nd Quintile,Reasonable,0.4329,103,3416,0.40242,0.46724
256,256,1991,Single-person household,2nd Quintile,Slightly Expensive,0.12926,33,3416,0.10809,0.14888
257,257,1991,Single-person household,3rd Quintile,Inexpensive,0.41037,58,3416,0.35968,0.45643
258,258,1991,Single-person household,3rd Quintile,Reasonable,0.58963,83,3416,0.54654,0.6386
259,259,1991,Single-person household,4th Quintile,Inexpensive,0.4351,56,3416,0.36905,0.50602
260,260,1991,Single-person household,4th Quintile,Reasonable,0.5649,67,3416,0.50898,0.62528
261,261,1991,Single-person household,5th Quintile,Inexpensive,0.38741,39,3416,0.34414,0.4316
262,262,1991,Single-person household,5th Quintile,Reasonable,0.61259,57,3416,0.56335,0.66333
263,263,1991,Couple without children,1st Quintile,Very Inexpensive,0.23995,69,3416,0.21995,0.25961
264,264,1991,Couple without children,1st Quintile,Inexpensive,0.44544,132,3416,0.4261,0.46863
265,265,1991,Couple without children,1st Quintile,Reasonable,0.31461,91,3416,0.29758,0.33505
266,266,1991,Couple without children,2nd Quintile,Inexpensive,0.50204,37,3416,0.41828,0.59179
267,267,1991,Couple without children,2nd Quintile,Reasonable,0.49796,48,3416,0.4088,0.60062
268,268,1991,Couple without children,3rd Quintile,Inexpensive,0.50757,55,3416,0.42783,0.56667
269,269,1991,Couple without children,3rd Quintile,Reasonable,0.49243,63,3416,0.42493,0.56564
270,270,1991,Couple without children,4th Quintile,Inexpensive,0.51399,80,3416,0.44072,0.57963
271,271,1991,Couple without children,4th Quintile,Reasonable,0.48601,66,3416,0.40437,0.57779
272,272,1991,Couple without children,5th Quintile,Very Inexpensive,0.24791,55,3416,0.21129,0.28042
273,273,1991,Couple without children,5th Quintile,Inexpensive,0.38778,82,3416,0.34011,0.44735
274,274,1991,Couple without children,5th Quintile,Reasonable,0.36432,67,3416,0.31991,0.41812
275,275,1991,Single parent,1st Quintile,Inexpensive,0.43239,35,3416,0.36672,0.51484
276,276,1991,Single parent,1st Quintile,Reasonable,0.56761,43,3416,0.48671,0.64149
277,277,1991,Single parent,2nd Quintile,Reasonable,1.0,37,3416,0.86797,1.17459
278,278,1991,Couple with children,1st Quintile,Very Inexpensive,0.31169,215,3416,0.29581,0.32748
279,279,1991,Couple with children,1st Quintile,Inexpensive,0.39636,248,3416,0.37547,0.41191
280,280,1991,Couple with children,1st Quintile,Reasonable,0.29195,194,3416,0.28023,0.31199
281,281,1991,Couple with children,2nd Quintile,Very Inexpensive,0.15261,31,3416,0.11935,0.18735
282,282,1991,Couple with children,2nd Quintile,Inexpensive,0.35236,105,3416,0.29408,0.41075
283,283,1991,Couple with children,2nd Quintile,Reasonable,0.37556,144,3416,0.31957,0.43792
284,284,1991,Couple with children,2nd Quintile,Slightly Expensive,0.11947,60,3416,0.08973,0.1518
285,285,1991,Couple with children,3rd Quintile,Very Inexpensive,0.16353,44,3416,0.12846,0.19435
286,286,1991,Couple with children,3rd Quintile,Inexpensive,0.36512,112,3416,0.31457,0.40459
287,287,1991,Couple with children,3rd Quintile,Reasonable,0.38591,143,3416,0.32468,0.44595
288,288,1991,Couple with children,3rd Quintile,Slightly Expensive,0.08544,40,3416,0.06106,0.10902
289,289,1991,Couple with children,4th Quintile,Very Inexpensive,0.2061,33,3416,0.16482,0.23806
290,290,1991,Couple with children,4th Quintile,Inexpensive,0.42298,80,3416,0.35525,0.49681
291,291,1991,Couple with children,4th Quintile,Reasonable,0.37091,86,3416,0.30948,0.43822
292,292,1991,Couple with children,5th Quintile,Inexpensive,0.47881,39,3416,0.38319,0.57972
