,Unnamed: 0,year,hhtyp,sampreg,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
56,56,1987,Single-person household,West,Slightly Expensive,0.13651,134,2969,0.12616,0.14695
57,57,1987,Single-person household,West,Too Expensive,0.04016,37,2969,0.03354,0.0465
58,58,1987,Couple without children,West,Very Inexpensive,0.13264,82,2969,0.12094,0.14285
59,59,1987,Couple without children,West,Inexpensive,0.30712,215,2969,0.28592,0.3299
60,60,1987,Couple without children,West,Reasonable,0.45045,300,2969,0.42442,0.4752
61,61,1987,Couple without children,West,Slightly Expensive,0.1098,90,2969,0.09521,0.12532
62,62,1987,Single parent,West,Inexpensive,0.31352,48,2969,0.27965,0.34974
63,63,1987,Single parent,West,Reasonable,0.46162,74,2969,0.41489,0.51369
64,64,1987,Single parent,West,Slightly Expensive,0.22486,36,2969,0.18622,0.25455
65,65,1987,Couple with children,West,Very Inexpensive,0.11204,102,2969,0.10072,0.12259
66,66,1987,Couple with children,West,Inexpensive,0.28488,336,2969,0.2571,0.30687
67,67,1987,Couple with children,West,Reasonable,0.4184,525,2969,0.38595,0.45194
68,68,1987,Couple with children,West,Slightly Expensive,0.14897,211,2969,0.13449,0.16697
69,69,1987,Couple with children,West,Too Expensive,0.0357,72,2969,0.02663,0.04444
70,70,1987,Other Combinations,West,Reasonable,1.0,32,2969,0.80916,1.20004
71,71,1988,Single-person household,West,Very Inexpensive,0.12469,92,2791,0.11561,0.13273
72,72,1988,Single-person household,West,Inexpensive,0.26129,202,2791,0.2483,0.27482
73,73,1988,Single-person household,West,Reasonable,0.44303,337,2791,0.42355,0.46364
74,74,1988,Single-person household,West,Slightly Expensive,0.171,138,2791,0.15871,0.18227
75,75,1988,Couple without children,West,Very Inexpensive,0.12096,81,2791,0.10809,0.13587
76,76,1988,Couple without children,West,Inexpensive,0.32074,212,2791,0.3001,0.34408
77,77,1988,Couple without children,West,Reasonable,0.44052,307,2791,0.41076,0.46714
78,78,1988,Couple without children,West,Slightly Expensive,0.11778,88,2791,0.10114,0.13239
79,79,1988,Single parent,West,Inexpensive,0.29608,45,2791,0.24357,0.34412
80,80,1988,Single parent,West,Reasonable,0.48248,75,2791,0.42201,0.53808
81,81,1988,Single parent,West,Slightly Expensive,0.22144,36,2791,0.17693,0.25741
82,82,1988,Couple with children,West,Very Inexpensive,0.12376,109,2791,0.1105,0.13582
83,83,1988,Couple with children,West,Inexpensive,0.30624,313,2791,0.28285,0.32912
84,84,1988,Couple with children,West,Reasonable,0.40536,503,2791,0.37293,0.43858
85,85,1988,Couple with children,West,Slightly Expensive,0.12254,193,2791,0.10544,0.13782
86,86,1988,Couple with children,West,Too Expensive,0.0421,60,2791,0.03285,0.05277
87,87,1989,Single-person household,West,Very Inexpensive,0.13119,99,2753,0.12184,0.14039
88,88,1989,Single-person household,West,Inexpensive,0.27748,229,2753,0.26211,0.29298
89,89,1989,Single-person household,West,Reasonable,0.43177,335,2753,0.41459,0.4487
90,90,1989,Single-person household,West,Slightly Expensive,0.12532,107,2753,0.11415,0.13838
91,91,1989,Single-person household,West,Too Expensive,0.03425,35,2753,0.02745,0.04123
92,92,1989,Couple without children,West,Very Inexpensive,0.15771,95,2753,0.14442,0.16995
93,93,1989,Couple without children,West,Inexpensive,0.32674,228,2753,0.30186,0.35148
94,94,1989,Couple without children,West,Reasonable,0.40119,281,2753,0.372,0.43116
95,95,1989,Couple without children,West,Slightly Expensive,0.11436,89,2753,0.09842,0.12873
96,96,1989,Single parent,West,Inexpensive,0.23413,32,2753,0.19422,0.27495
97,97,1989,Single parent,West,Reasonable,0.46276,64,2753,0.39797,0.52439
98,98,1989,Single parent,West,Slightly Expensive,0.30311,40,2753,0.24813,0.37887
99,99,1989,Couple with children,West,Very Inexpensive,0.11041,106,2753,0.09454,0.12474
100,100,1989,Couple with children,West,Inexpensive,0.32064,324,2753,0.29249,0.34379
101,101,1989,Couple with children,West,Reasonable,0.398,442,2753,0.37413,0.42563
102,102,1989,Couple with children,West,Slightly Expensive,0.13214,195,2753,0.11285,0.15146
103,103,1989,Couple with children,West,Too Expensive,0.0388,52,2753,0.02893,0.05054
104,104,1990,Single-person household,West,Very Inexpensive,0.12851,93,3979,0.11676,0.13826
105,105,1990,Single-person household,West,Inexpensive,0.30389,229,3979,0.2839,0.3222
106,106,1990,Single-person household,West,Reasonable,0.43235,313,3979,0.4144,0.45489
107,107,1990,Single-person household,West,Slightly Expensive,0.13525,97,3979,0.12603,0.14471
108,108,1990,Single-person household,East,Very Inexpensive,0.22778,56,3979,0.20775,0.24575
109,109,1990,Single-person household,East,Inexpensive,0.36465,90,3979,0.34033,0.38686
110,110,1990,Single-person household,East,Reasonable,0.40757,105,3979,0.38027,0.43322
111,111,1990,Couple without children,West,Very Inexpensive,0.17092,108,3979,0.15584,0.18733
112,112,1990,Couple without children,West,Inexpensive,0.35133,244,3979,0.32537,0.37737
113,113,1990,Couple without children,West,Reasonable,0.39515,271,3979,0.3667,0.4205
114,114,1990,Couple without children,West,Slightly Expensive,0.08259,68,3979,0.06568,0.09621
115,115,1990,Couple without children,East,Very Inexpensive,0.24114,76,3979,0.22772,0.25867
116,116,1990,Couple without children,East,Inexpensive,0.36377,113,3979,0.3374,0.39948
117,117,1990,Couple without children,East,Reasonable,0.39508,127,3979,0.37575,0.41544
118,118,1990,Single parent,West,Inexpensive,0.24815,33,3979,0.21632,0.27864
119,119,1990,Single parent,West,Reasonable,0.50723,72,3979,0.43306,0.57482
120,120,1990,Single parent,West,Slightly Expensive,0.24462,31,3979,0.19758,0.29392
121,121,1990,Single parent,East,Inexpensive,0.44534,37,3979,0.38318,0.50475
122,122,1990,Single parent,East,Reasonable,0.55466,42,3979,0.49894,0.61151
123,123,1990,Couple with children,West,Very Inexpensive,0.12513,108,3979,0.11113,0.13772
124,124,1990,Couple with children,West,Inexpensive,0.34651,345,3979,0.31617,0.37412
125,125,1990,Couple with children,West,Reasonable,0.3869,421,3979,0.35752,0.41677
126,126,1990,Couple with children,West,Slightly Expensive,0.11567,158,3979,0.09782,0.13619
127,127,1990,Couple with children,West,Too Expensive,0.02579,49,3979,0.0194,0.03369
128,128,1990,Couple with children,East,Very Inexpensive,0.25979,184,3979,0.24666,0.27494
129,129,1990,Couple with children,East,Inexpensive,0.3442,236,3979,0.32685,0.3559
130,130,1990,Couple with children,East,Reasonable,0.396,273,3979,0.38124,0.41323
131,131,1991,Single-person household,West,Very Inexpensive,0.14869,108,3887,0.13783,0.1615
132,132,1991,Single-person household,West,Inexpensive,0.29456,229,3887,0.2773,0.31258
133,133,1991,Single-person household,West,Reasonable,0.42852,315,3887,0.4091,0.44625
134,134,1991,Single-person household,West,Slightly Expensive,0.12823,100,3887,0.11653,0.13928
135,135,1991,Single-person household,East,Very Inexpensive,0.18958,42,3887,0.17182,0.2034
136,136,1991,Single-person household,East,Inexpensive,0.50439,114,3887,0.4771,0.53315
137,137,1991,Single-person household,East,Reasonable,0.30603,74,3887,0.28149,0.32702
138,138,1991,Couple without children,West,Very Inexpensive,0.18535,120,3887,0.17161,0.20219
139,139,1991,Couple without children,West,Inexpensive,0.36377,257,3887,0.33699,0.3866
140,140,1991,Couple without children,West,Reasonable,0.34973,247,3887,0.3234,0.37629
141,141,1991,Couple without children,West,Slightly Expensive,0.10115,83,3887,0.08685,0.11411
142,142,1991,Couple without children,East,Very Inexpensive,0.24569,69,3887,0.22466,0.27042
143,143,1991,Couple without children,East,Inexpensive,0.44611,129,3887,0.42588,0.46969
144,144,1991,Couple without children,East,Reasonable,0.3082,88,3887,0.28921,0.32989
145,145,1991,Single parent,West,Inexpensive,0.37373,43,3887,0.31986,0.43651
146,146,1991,Single parent,West,Reasonable,0.62627,74,3887,0.54309,0.71481
147,147,1991,Single parent,East,Inexpensive,0.43995,33,3887,0.37028,0.51163
148,148,1991,Single parent,East,Reasonable,0.56005,39,3887,0.49215,0.63332
149,149,1991,Couple with children,West,Very Inexpensive,0.1703,133,3887,0.15476,0.18745
150,150,1991,Couple with children,West,Inexpensive,0.34576,338,3887,0.31798,0.37408
151,151,1991,Couple with children,West,Reasonable,0.35315,413,3887,0.32208,0.38838
152,152,1991,Couple with children,West,Slightly Expensive,0.10017,142,3887,0.0852,0.11758
153,153,1991,Couple with children,West,Too Expensive,0.03062,48,3887,0.02263,0.03864
154,154,1991,Couple with children,East,Very Inexpensive,0.31041,213,3887,0.29523,0.3245
155,155,1991,Couple with children,East,Inexpensive,0.40033,246,3887,0.38356,0.41953
156,156,1991,Couple with children,East,Reasonable,0.28926,190,3887,0.2759,0.3062
157,157,1992,Single-person household,West,Very Inexpensive,0.14238,95,3753,0.12965,0.1559
158,158,1992,Single-person household,West,Inexpensive,0.31377,251,3753,0.29737,0.3329
159,159,1992,Single-person household,West,Reasonable,0.42731,277,3753,0.40737,0.44596
160,160,1992,Single-person household,West,Slightly Expensive,0.11654,91,3753,0.10344,0.12971
161,161,1992,Single-person household,East,Inexpensive,0.18252,43,3753,0.16569,0.19604
162,162,1992,Single-person household,East,Reasonable,0.50863,121,3753,0.4798,0.54765
163,163,1992,Single-person household,East,Slightly Expensive,0.30885,68,3753,0.28873,0.33392
164,164,1992,Couple without children,West,Very Inexpensive,0.15715,104,3753,0.14199,0.17551
165,165,1992,Couple without children,West,Inexpensive,0.36606,236,3753,0.34312,0.39548
166,166,1992,Couple without children,West,Reasonable,0.36261,261,3753,0.33804,0.3934
167,167,1992,Couple without children,West,Slightly Expensive,0.11418,89,3753,0.09713,0.12792
168,168,1992,Couple without children,East,Inexpensive,0.14928,40,3753,0.12515,0.17073
169,169,1992,Couple without children,East,Reasonable,0.5946,184,3753,0.56644,0.62871
170,170,1992,Couple without children,East,Slightly Expensive,0.25612,79,3753,0.23993,0.27853
171,171,1992,Single parent,West,Inexpensive,0.36442,58,3753,0.30785,0.44235
172,172,1992,Single parent,West,Reasonable,0.42953,65,3753,0.36149,0.50267
173,173,1992,Single parent,West,Slightly Expensive,0.20606,33,3753,0.15012,0.26094
174,174,1992,Single parent,East,Reasonable,0.58962,49,3753,0.50899,0.66634
175,175,1992,Single parent,East,Slightly Expensive,0.41038,34,3753,0.36649,0.4525
176,176,1992,Couple with children,West,Very Inexpensive,0.1503,118,3753,0.13159,0.16871
177,177,1992,Couple with children,West,Inexpensive,0.34314,321,3753,0.31463,0.37196
178,178,1992,Couple with children,West,Reasonable,0.38563,407,3753,0.35041,0.41799
179,179,1992,Couple with children,West,Slightly Expensive,0.09975,134,3753,0.08222,0.11663
180,180,1992,Couple with children,West,Too Expensive,0.02119,38,3753,0.01365,0.0297
181,181,1992,Couple with children,East,Inexpensive,0.1601,89,3753,0.14892,0.17217
182,182,1992,Couple with children,East,Reasonable,0.55076,308,3753,0.52733,0.57762
183,183,1992,Couple with children,East,Slightly Expensive,0.28913,160,3753,0.26807,0.31304
184,184,1993,Single-person household,West,Very Inexpensive,0.12989,95,3651,0.11764,0.14163
185,185,1993,Single-person household,West,Inexpensive,0.34126,255,3651,0.32058,0.36104
186,186,1993,Single-person household,West,Reasonable,0.4165,311,3651,0.3942,0.44042
187,187,1993,Single-person household,West,Slightly Expensive,0.11234,86,3651,0.09847,0.12499
188,188,1993,Single-person household,East,Reasonable,0.64231,121,3651,0.59387,0.67641
189,189,1993,Single-person household,East,Slightly Expensive,0.35769,73,3651,0.32857,0.38472
190,190,1993,Couple without children,West,Very Inexpensive,0.14128,98,3651,0.1216,0.15982
191,191,1993,Couple without children,West,Inexpensive,0.39017,255,3651,0.36209,0.42218
192,192,1993,Couple without children,West,Reasonable,0.38781,264,3651,0.35465,0.41883
193,193,1993,Couple without children,West,Slightly Expensive,0.08074,69,3651,0.06693,0.09806
194,194,1993,Couple without children,East,Inexpensive,0.12459,33,3651,0.10493,0.14882
195,195,1993,Couple without children,East,Reasonable,0.48107,140,3651,0.4477,0.51508
196,196,1993,Couple without children,East,Slightly Expensive,0.39434,121,3651,0.36615,0.41266
197,197,1993,Single parent,West,Inexpensive,0.43465,55,3651,0.34187,0.52698
198,198,1993,Single parent,West,Reasonable,0.56535,64,3651,0.48392,0.66005
199,199,1993,Single parent,East,Reasonable,0.45429,31,3651,0.38223,0.53197
200,200,1993,Single parent,East,Slightly Expensive,0.54571,39,3651,0.47929,0.60196
201,201,1993,Couple with children,West,Very Inexpensive,0.14186,110,3651,0.12113,0.15944
202,202,1993,Couple with children,West,Inexpensive,0.32466,294,3651,0.29202,0.35206
203,203,1993,Couple with children,West,Reasonable,0.3758,386,3651,0.34337,0.4071
204,204,1993,Couple with children,West,Slightly Expensive,0.13519,169,3651,0.11246,0.16233
205,205,1993,Couple with children,West,Too Expensive,0.02248,42,3651,0.01708,0.02845
206,206,1993,Couple with children,East,Inexpensive,0.10026,51,3651,0.08548,0.11426
207,207,1993,Couple with children,East,Reasonable,0.45339,243,3651,0.42852,0.47674
208,208,1993,Couple with children,East,Slightly Expensive,0.34322,189,3651,0.3191,0.36863
209,209,1993,Couple with children,East,Too Expensive,0.10313,57,3651,0.09023,0.11456
210,210,1994,Single-person household,West,Very Inexpensive,0.12499,86,3625,0.1111,0.13763
211,211,1994,Single-person household,West,Inexpensive,0.32173,236,3625,0.30107,0.34139
212,212,1994,Single-person household,West,Reasonable,0.44549,317,3625,0.42206,0.46729
213,213,1994,Single-person household,West,Slightly Expensive,0.10778,91,3625,0.09613,0.12217
214,214,1994,Single-person household,East,Inexpensive,0.18597,45,3625,0.16148,0.20956
215,215,1994,Single-person household,East,Reasonable,0.59281,141,3625,0.55479,0.63349
216,216,1994,Single-person household,East,Slightly Expensive,0.22122,53,3625,0.20138,0.24245
217,217,1994,Couple without children,West,Very Inexpensive,0.13398,94,3625,0.11707,0.15327
218,218,1994,Couple without children,West,Inexpensive,0.34888,233,3625,0.31683,0.37622
219,219,1994,Couple without children,West,Reasonable,0.41772,293,3625,0.38413,0.45098
220,220,1994,Couple without children,West,Slightly Expensive,0.09941,83,3625,0.08305,0.12082
221,221,1994,Couple without children,East,Inexpensive,0.13289,44,3625,0.11315,0.15198
222,222,1994,Couple without children,East,Reasonable,0.5288,158,3625,0.50039,0.55696
223,223,1994,Couple without children,East,Slightly Expensive,0.33831,97,3625,0.3091,0.37007
224,224,1994,Single parent,West,Inexpensive,0.27433,42,3625,0.22254,0.33481
225,225,1994,Single parent,West,Reasonable,0.48923,68,3625,0.39915,0.60628
226,226,1994,Single parent,West,Slightly Expensive,0.23643,38,3625,0.17891,0.2889
227,227,1994,Single parent,East,Reasonable,0.511,33,3625,0.43293,0.5911
228,228,1994,Single parent,East,Slightly Expensive,0.489,33,3625,0.43362,0.5556
229,229,1994,Couple with children,West,Very Inexpensive,0.14773,99,3625,0.13079,0.16902
230,230,1994,Couple with children,West,Inexpensive,0.30398,288,3625,0.26726,0.33519
231,231,1994,Couple with children,West,Reasonable,0.39708,390,3625,0.36185,0.43169
232,232,1994,Couple with children,West,Slightly Expensive,0.1148,152,3625,0.09588,0.13171
233,233,1994,Couple with children,West,Too Expensive,0.03641,39,3625,0.02685,0.04683
234,234,1994,Couple with children,East,Inexpensive,0.14942,67,3625,0.12845,0.17209
235,235,1994,Couple with children,East,Reasonable,0.53934,258,3625,0.5103,0.57497
236,236,1994,Couple with children,East,Slightly Expensive,0.31124,147,3625,0.28567,0.33673
237,237,1995,Single-person household,West,Very Inexpensive,0.11351,83,3728,0.10065,0.12678
238,238,1995,Single-person household,West,Inexpensive,0.32382,244,3728,0.29888,0.34571
239,239,1995,Single-person household,West,Reasonable,0.42504,316,3728,0.39917,0.4501
240,240,1995,Single-person household,West,Slightly Expensive,0.13764,105,3728,0.12191,0.15332
241,241,1995,Single-person household,East,Inexpensive,0.182,42,3728,0.16071,0.20177
242,242,1995,Single-person household,East,Reasonable,0.57452,140,3728,0.52622,0.6206
243,243,1995,Single-person household,East,Slightly Expensive,0.24348,56,3728,0.21571,0.27311
244,244,1995,Couple without children,West,Very Inexpensive,0.12291,91,3728,0.10678,0.14296
245,245,1995,Couple without children,West,Inexpensive,0.33444,237,3728,0.30551,0.36546
246,246,1995,Couple without children,West,Reasonable,0.42704,322,3728,0.39479,0.47021
247,247,1995,Couple without children,West,Slightly Expensive,0.11561,95,3728,0.09572,0.13463
248,248,1995,Couple without children,East,Inexpensive,0.16017,55,3728,0.14526,0.17512
249,249,1995,Couple without children,East,Reasonable,0.56231,174,3728,0.51985,0.6016
250,250,1995,Couple without children,East,Slightly Expensive,0.27752,82,3728,0.2532,0.30442
251,251,1995,Single parent,West,Inexpensive,0.37235,50,3728,0.30324,0.44765
252,252,1995,Single parent,West,Reasonable,0.4276,69,3728,0.3515,0.49537
253,253,1995,Single parent,West,Slightly Expensive,0.20005,33,3728,0.147,0.26123
254,254,1995,Single parent,East,Reasonable,1.0,39,3728,0.86776,1.17041
255,255,1995,Couple with children,West,Very Inexpensive,0.1236,97,3728,0.10763,0.14439
256,256,1995,Couple with children,West,Inexpensive,0.30209,315,3728,0.27258,0.3319
257,257,1995,Couple with children,West,Reasonable,0.38582,427,3728,0.35637,0.42617
258,258,1995,Couple with children,West,Slightly Expensive,0.1477,184,3728,0.12732,0.16797
259,259,1995,Couple with children,West,Too Expensive,0.04078,50,3728,0.02739,0.05632
260,260,1995,Couple with children,East,Inexpensive,0.19333,83,3728,0.17149,0.21651
261,261,1995,Couple with children,East,Reasonable,0.54055,231,3728,0.50111,0.58203
262,262,1995,Couple with children,East,Slightly Expensive,0.26612,108,3728,0.23969,0.2939
263,263,1996,Single-person household,West,Very Inexpensive,0.09093,67,3661,0.07969,0.10382
264,264,1996,Single-person household,West,Inexpensive,0.33698,250,3661,0.31677,0.35629
265,265,1996,Single-person household,West,Reasonable,0.40773,299,3661,0.38157,0.43289
266,266,1996,Single-person household,West,Slightly Expensive,0.16436,138,3661,0.14557,0.18166
267,267,1996,Single-person household,East,Inexpensive,0.2036,55,3661,0.18226,0.2268
268,268,1996,Single-person household,East,Reasonable,0.57768,143,3661,0.543,0.62284
269,269,1996,Single-person household,East,Slightly Expensive,0.21872,60,3661,0.19588,0.24584
270,270,1996,Couple without children,West,Very Inexpensive,0.11224,83,3661,0.09725,0.13004
271,271,1996,Couple without children,West,Inexpensive,0.3332,236,3661,0.30071,0.36308
272,272,1996,Couple without children,West,Reasonable,0.42507,306,3661,0.39546,0.4565
273,273,1996,Couple without children,West,Slightly Expensive,0.12949,103,3661,0.10274,0.15255
274,274,1996,Couple without children,East,Inexpensive,0.16445,56,3661,0.14667,0.1901
275,275,1996,Couple without children,East,Reasonable,0.58982,189,3661,0.54739,0.63007
276,276,1996,Couple without children,East,Slightly Expensive,0.24573,81,3661,0.22228,0.27009
277,277,1996,Single parent,West,Inexpensive,0.32623,46,3661,0.26016,0.40017
278,278,1996,Single parent,West,Reasonable,0.46059,79,3661,0.38406,0.52855
279,279,1996,Single parent,West,Slightly Expensive,0.21319,35,3661,0.16711,0.27521
280,280,1996,Single parent,East,Reasonable,1.0,34,3661,0.88411,1.12131
281,281,1996,Couple with children,West,Very Inexpensive,0.13613,99,3661,0.12001,0.15612
282,282,1996,Couple with children,West,Inexpensive,0.29216,277,3661,0.26285,0.32775
283,283,1996,Couple with children,West,Reasonable,0.38789,422,3661,0.35953,0.42459
284,284,1996,Couple with children,West,Slightly Expensive,0.16284,185,3661,0.1407,0.18863
285,285,1996,Couple with children,West,Too Expensive,0.02099,34,3661,0.0158,0.02749
286,286,1996,Couple with children,East,Inexpensive,0.19486,75,3661,0.1717,0.22173
287,287,1996,Couple with children,East,Reasonable,0.54445,206,3661,0.492,0.5896
288,288,1996,Couple with children,East,Slightly Expensive,0.26069,103,3661,0.23288,0.29816
289,289,1997,Single-person household,West,Very Inexpensive,0.10146,69,3521,0.0886,0.1152
290,290,1997,Single-person household,West,Inexpensive,0.28767,209,3521,0.26401,0.30808
291,291,1997,Single-person household,West,Reasonable,0.42561,322,3521,0.39869,0.45148
292,292,1997,Single-person household,West,Slightly Expensive,0.18526,131,3521,0.16963,0.20457
293,293,1997,Single-person household,East,Inexpensive,0.21585,52,3521,0.18903,0.24207
294,294,1997,Single-person household,East,Reasonable,0.58231,146,3521,0.54124,0.62473
295,295,1997,Single-person household,East,Slightly Expensive,0.20184,53,3521,0.18362,0.22277
296,296,1997,Couple without children,West,Very Inexpensive,0.10817,71,3521,0.09027,0.12562
297,297,1997,Couple without children,West,Inexpensive,0.28054,206,3521,0.25374,0.31036
298,298,1997,Couple without children,West,Reasonable,0.47853,328,3521,0.44002,0.5229
299,299,1997,Couple without children,West,Slightly Expensive,0.13277,109,3521,0.1095,0.15236
300,300,1997,Couple without children,East,Inexpensive,0.15574,59,3521,0.13772,0.17826
301,301,1997,Couple without children,East,Reasonable,0.57583,196,3521,0.53814,0.62161
302,302,1997,Couple without children,East,Slightly Expensive,0.26843,84,3521,0.23882,0.2969
303,303,1997,Single parent,West,Inexpensive,0.23354,38,3521,0.18067,0.28566
304,304,1997,Single parent,West,Reasonable,0.54718,88,3521,0.46416,0.64273
305,305,1997,Single parent,West,Slightly Expensive,0.21928,34,3521,0.16443,0.27544
306,306,1997,Single parent,East,Reasonable,1.0,32,3521,0.84166,1.1553
307,307,1997,Couple with children,West,Very Inexpensive,0.13553,91,3521,0.11376,0.15756
308,308,1997,Couple with children,West,Inexpensive,0.23867,228,3521,0.21062,0.26359
309,309,1997,Couple with children,West,Reasonable,0.4128,410,3521,0.37979,0.45204
310,310,1997,Couple with children,West,Slightly Expensive,0.17651,172,3521,0.15111,0.20287
311,311,1997,Couple with children,West,Too Expensive,0.0365,50,3521,0.02805,0.04589
312,312,1997,Couple with children,East,Inexpensive,0.25865,83,3521,0.22794,0.29498
313,313,1997,Couple with children,East,Reasonable,0.48123,166,3521,0.4369,0.52936
314,314,1997,Couple with children,East,Slightly Expensive,0.26012,94,3521,0.22844,0.29341
315,315,1998,Single-person household,West,Very Inexpensive,0.08616,73,3915,0.07491,0.097
316,316,1998,Single-person household,West,Inexpensive,0.26684,239,3915,0.25048,0.28716
317,317,1998,Single-person household,West,Reasonable,0.45381,401,3915,0.43166,0.47348
318,318,1998,Single-person household,West,Slightly Expensive,0.19319,179,3915,0.17737,0.20714
319,319,1998,Single-person household,East,Inexpensive,0.2747,84,3915,0.25219,0.30785
320,320,1998,Single-person household,East,Reasonable,0.47674,133,3915,0.44757,0.51555
321,321,1998,Single-person household,East,Slightly Expensive,0.24855,74,3915,0.22145,0.27289
322,322,1998,Couple without children,West,Very Inexpensive,0.11293,88,3915,0.10076,0.12472
323,323,1998,Couple without children,West,Inexpensive,0.28364,237,3915,0.26059,0.30695
324,324,1998,Couple without children,West,Reasonable,0.42907,344,3915,0.40234,0.45815
325,325,1998,Couple without children,West,Slightly Expensive,0.17437,143,3915,0.15259,0.19881
326,326,1998,Couple without children,East,Inexpensive,0.2081,69,3915,0.18503,0.23456
327,327,1998,Couple without children,East,Reasonable,0.53857,182,3915,0.50146,0.57658
