year,bula_h,regtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.07742,74,465,0.05310,0.10174
1987,Baden-Wuerttemberg,Urban regions,Too Expensive,0.03430,34,465,0.01774,0.05086
1987,Bavaria,Urban regions,Very Inexpensive,0.08677,31,278,0.05362,0.11992
1987,Bavaria,Urban regions,Inexpensive,0.17078,86,278,0.12646,0.21510
1987,Bavaria,Urban regions,Reasonable,0.23936,115,278,0.18911,0.28961
1987,Bavaria,Urban regions,Slightly Expensive,0.09037,46,278,0.05660,0.12413
1987,Bavaria,Rural regions,Inexpensive,0.15974,61,124,0.09499,0.22448
1987,Bavaria,Rural regions,Reasonable,0.16933,63,124,0.10305,0.23561
1987,Berlin,Urban regions,Inexpensive,0.15055,35,158,0.09461,0.20648
1987,Berlin,Urban regions,Reasonable,0.52405,92,158,0.44593,0.60217
1987,Berlin,Urban regions,Slightly Expensive,0.14904,31,158,0.09334,0.20475
1988,Hamburg,Urban regions,Reasonable,0.29873,38,38,0.15125,0.44621
1988,Lower Saxony,Urban regions,Inexpensive,0.12489,34,140,0.06993,0.17985
1988,Lower Saxony,Urban regions,Reasonable,0.31695,69,140,0.23960,0.39430
1988,Lower Saxony,Urban regions,Slightly Expensive,0.12041,37,140,0.06631,0.17451
1988,Lower Saxony,Rural regions,Inexpensive,0.15561,35,75,0.07302,0.23820
1988,Lower Saxony,Rural regions,Reasonable,0.17417,40,75,0.08776,0.26058
1988,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.07671,84,861,0.05892,0.09449
1988,North Rhine-Westphalia,Urban regions,Inexpensive,0.17894,219,861,0.15333,0.20456
1988,North Rhine-Westphalia,Urban regions,Reasonable,0.29416,394,861,0.26371,0.32462
1988,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.09326,130,861,0.07382,0.11270
1988,North Rhine-Westphalia,Urban regions,Too Expensive,0.02366,34,861,0.01350,0.03382
1988,Hesse,Urban regions,Inexpensive,0.19938,87,229,0.14752,0.25124
1988,Hesse,Urban regions,Reasonable,0.21006,94,229,0.15719,0.26294
1988,Hesse,Urban regions,Slightly Expensive,0.08521,48,229,0.04897,0.12145
1988,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.12907,36,98,0.06235,0.19580
1988,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.21022,62,98,0.12913,0.29131
1988,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.05665,41,435,0.03490,0.07840
1988,Baden-Wuerttemberg,Urban regions,Inexpensive,0.16388,130,435,0.12905,0.19870
1988,Baden-Wuerttemberg,Urban regions,Reasonable,0.22296,202,435,0.18380,0.26212
1988,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.05651,62,435,0.03479,0.07824
1988,Bavaria,Urban regions,Very Inexpensive,0.08613,37,271,0.05267,0.11960
1988,Bavaria,Urban regions,Inexpensive,0.16647,77,271,0.12203,0.21090
1988,Bavaria,Urban regions,Reasonable,0.22575,109,271,0.17588,0.27562
1988,Bavaria,Urban regions,Slightly Expensive,0.09862,48,271,0.06306,0.13418
1988,Bavaria,Rural regions,Inexpensive,0.16639,54,122,0.10003,0.23276
1988,Bavaria,Rural regions,Reasonable,0.18364,68,122,0.11465,0.25263
1988,Berlin,Urban regions,Reasonable,0.48754,89,125,0.39956,0.57552
1988,Berlin,Urban regions,Slightly Expensive,0.20496,36,125,0.13391,0.27602
1989,Hamburg,Urban regions,Inexpensive,0.31125,33,79,0.20849,0.41400
1989,Hamburg,Urban regions,Reasonable,0.38682,46,79,0.27874,0.49490
1989,Lower Saxony,Urban regions,Inexpensive,0.11426,31,140,0.06137,0.16715
1989,Lower Saxony,Urban regions,Reasonable,0.30720,77,140,0.23051,0.38389
1989,Lower Saxony,Urban regions,Slightly Expensive,0.13751,32,140,0.08025,0.19476
1989,Lower Saxony,Rural regions,Inexpensive,0.14054,33,70,0.05853,0.22254
1989,Lower Saxony,Rural regions,Reasonable,0.17090,37,70,0.08208,0.25972
1989,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.08748,90,797,0.06785,0.10711
1989,North Rhine-Westphalia,Urban regions,Inexpensive,0.18644,231,797,0.15938,0.21350
1989,North Rhine-Westphalia,Urban regions,Reasonable,0.27247,346,797,0.24154,0.30340
1989,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.08415,130,797,0.06486,0.10344
1989,Hesse,Urban regions,Very Inexpensive,0.09099,37,267,0.05643,0.12555
1989,Hesse,Urban regions,Inexpensive,0.19139,80,267,0.14411,0.23866
1989,Hesse,Urban regions,Reasonable,0.23166,105,267,0.18095,0.28236
1989,Hesse,Urban regions,Slightly Expensive,0.06788,45,267,0.03765,0.09810
1989,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.12293,35,84,0.05229,0.19357
1989,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.17482,49,84,0.09311,0.25653
1989,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.07189,46,404,0.04667,0.09711
1989,Baden-Wuerttemberg,Urban regions,Inexpensive,0.16543,134,404,0.12915,0.20171
1989,Baden-Wuerttemberg,Urban regions,Reasonable,0.18573,161,404,0.14776,0.22370
1989,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.05080,63,404,0.02936,0.07223
1989,Bavaria,Urban regions,Inexpensive,0.16900,81,237,0.12119,0.21681
1989,Bavaria,Urban regions,Reasonable,0.25442,110,237,0.19885,0.30999
1989,Bavaria,Urban regions,Slightly Expensive,0.09379,46,237,0.05660,0.13099
1989,Bavaria,Rural regions,Inexpensive,0.14654,53,120,0.08300,0.21008
1989,Bavaria,Rural regions,Reasonable,0.19065,67,120,0.12007,0.26123
1989,Berlin,Urban regions,Inexpensive,0.22376,49,158,0.15857,0.28895
1989,Berlin,Urban regions,Reasonable,0.47892,76,158,0.40077,0.55706
1989,Berlin,Urban regions,Slightly Expensive,0.15578,33,158,0.09905,0.21251
1990,Hamburg,Urban regions,Inexpensive,0.38257,37,72,0.26952,0.49562
1990,Hamburg,Urban regions,Reasonable,0.35084,35,72,0.23983,0.46185
1990,Lower Saxony,Urban regions,Inexpensive,0.18049,39,114,0.10958,0.25141
1990,Lower Saxony,Urban regions,Reasonable,0.29558,75,114,0.21145,0.37971
1990,Lower Saxony,Rural regions,Inexpensive,0.13713,32,72,0.05712,0.21714
1990,Lower Saxony,Rural regions,Reasonable,0.17441,40,72,0.08614,0.26267
1990,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.07755,80,765,0.05859,0.09652
1990,North Rhine-Westphalia,Urban regions,Inexpensive,0.18836,238,765,0.16063,0.21609
1990,North Rhine-Westphalia,Urban regions,Reasonable,0.29093,338,765,0.25872,0.32314
1990,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.08149,109,765,0.06209,0.10089
1990,Hesse,Urban regions,Very Inexpensive,0.08047,32,255,0.04702,0.11393
1990,Hesse,Urban regions,Inexpensive,0.19983,92,255,0.15065,0.24900
1990,Hesse,Urban regions,Reasonable,0.24021,99,255,0.18767,0.29275
1990,Hesse,Urban regions,Slightly Expensive,0.06673,32,255,0.03604,0.09743
1990,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.15123,44,85,0.07461,0.22784
1990,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.14021,41,85,0.06596,0.21446
1990,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.06528,41,397,0.04095,0.08961
1990,Baden-Wuerttemberg,Urban regions,Inexpensive,0.18063,133,397,0.14274,0.21852
1990,Baden-Wuerttemberg,Urban regions,Reasonable,0.17839,160,397,0.14068,0.21609
1990,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.05810,63,397,0.03506,0.08115
1990,Bavaria,Urban regions,Very Inexpensive,0.07595,31,256,0.04344,0.10847
1990,Bavaria,Urban regions,Inexpensive,0.19490,89,256,0.14628,0.24353
1990,Bavaria,Urban regions,Reasonable,0.20782,95,256,0.15801,0.25762
1990,Bavaria,Urban regions,Slightly Expensive,0.08721,41,256,0.05258,0.12184
1990,Bavaria,Rural regions,Inexpensive,0.14989,62,126,0.08731,0.21246
1990,Bavaria,Rural regions,Reasonable,0.18074,64,126,0.11329,0.24820
1990,Berlin,Urban regions,Very Inexpensive,0.10950,39,304,0.07434,0.14466
1990,Berlin,Urban regions,Inexpensive,0.22244,80,304,0.17561,0.26926
1990,Berlin,Urban regions,Reasonable,0.42341,152,304,0.36778,0.47905
1990,Berlin,Urban regions,Slightly Expensive,0.12483,33,304,0.08761,0.16205
1990,Brandenburg,Rural regions,Very Inexpensive,0.14370,43,180,0.09231,0.19509
1990,Brandenburg,Rural regions,Inexpensive,0.24275,72,180,0.17994,0.30556
1990,Brandenburg,Rural regions,Reasonable,0.22026,65,180,0.15955,0.28097
1990,Mecklenburg-Western Pomerania,Rural regions,Very Inexpensive,0.19779,41,133,0.12984,0.26575
1990,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.20222,37,133,0.13370,0.27074
1990,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.31630,55,133,0.23696,0.39563
1990,Saxony,Urban regions,Very Inexpensive,0.18392,65,271,0.13771,0.23014
1990,Saxony,Urban regions,Inexpensive,0.25692,88,271,0.20480,0.30904
1990,Saxony,Urban regions,Reasonable,0.35818,118,271,0.30099,0.41537
1990,Saxony,Rural regions,Very Inexpensive,0.17782,53,182,0.12211,0.23352
1990,Saxony,Rural regions,Inexpensive,0.20657,59,182,0.14759,0.26555
1990,Saxony,Rural regions,Reasonable,0.24491,70,182,0.18226,0.30756
1990,Saxony-Anhalt,Urban regions,Inexpensive,0.34780,32,32,0.18014,0.51546
1990,Saxony-Anhalt,Rural regions,Very Inexpensive,0.14185,44,153,0.08639,0.19732
1990,Saxony-Anhalt,Rural regions,Inexpensive,0.19037,57,153,0.12796,0.25278
1990,Saxony-Anhalt,Rural regions,Reasonable,0.17324,52,153,0.11307,0.23340
1990,Thuringa,Urban regions,Reasonable,0.36215,37,37,0.20514,0.51915
1990,Thuringa,Rural regions,Inexpensive,0.20145,44,81,0.11356,0.28934
1990,Thuringa,Rural regions,Reasonable,0.17215,37,81,0.08942,0.25487
1991,Hamburg,Urban regions,Inexpensive,0.32482,34,65,0.21008,0.43955
1991,Hamburg,Urban regions,Reasonable,0.35628,31,65,0.23895,0.47361
1991,Lower Saxony,Urban regions,Inexpensive,0.17727,41,118,0.10807,0.24647
1991,Lower Saxony,Urban regions,Reasonable,0.31825,77,118,0.23384,0.40265
1991,Lower Saxony,Rural regions,Inexpensive,0.14667,34,71,0.06380,0.22955
1991,Lower Saxony,Rural regions,Reasonable,0.17761,37,71,0.08808,0.26715
1991,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.09414,101,790,0.07377,0.11452
1991,North Rhine-Westphalia,Urban regions,Inexpensive,0.20316,253,790,0.17509,0.23124
1991,North Rhine-Westphalia,Urban regions,Reasonable,0.26703,333,790,0.23616,0.29790
1991,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.07312,103,790,0.05496,0.09129
1991,Hesse,Urban regions,Very Inexpensive,0.10358,36,255,0.06611,0.14106
1991,Hesse,Urban regions,Inexpensive,0.20724,87,255,0.15739,0.25709
1991,Hesse,Urban regions,Reasonable,0.22586,98,255,0.17443,0.27728
1991,Hesse,Urban regions,Slightly Expensive,0.04623,34,255,0.02040,0.07205
1991,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.14384,37,94,0.07252,0.21516
1991,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.18665,57,94,0.10746,0.26584
1991,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.08070,47,413,0.05440,0.10700
1991,Baden-Wuerttemberg,Urban regions,Inexpensive,0.15231,124,413,0.11762,0.18701
1991,Baden-Wuerttemberg,Urban regions,Reasonable,0.19059,174,413,0.15266,0.22851
1991,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.07643,68,413,0.05077,0.10208
1991,Bavaria,Urban regions,Very Inexpensive,0.09829,43,257,0.06182,0.13476
1991,Bavaria,Urban regions,Inexpensive,0.18658,83,257,0.13886,0.23431
1991,Bavaria,Urban regions,Reasonable,0.20246,89,257,0.15324,0.25169
1991,Bavaria,Urban regions,Slightly Expensive,0.08587,42,257,0.05155,0.12020
1991,Bavaria,Rural regions,Very Inexpensive,0.10100,37,156,0.05356,0.14844
1991,Bavaria,Rural regions,Inexpensive,0.14113,55,156,0.08632,0.19594
1991,Bavaria,Rural regions,Reasonable,0.15455,64,156,0.09764,0.21146
1991,Berlin,Urban regions,Very Inexpensive,0.12859,47,254,0.08735,0.16984
1991,Berlin,Urban regions,Inexpensive,0.29134,96,254,0.23535,0.34733
1991,Berlin,Urban regions,Reasonable,0.37189,111,254,0.31233,0.43144
1991,Brandenburg,Rural regions,Very Inexpensive,0.13875,44,175,0.08738,0.19011
1991,Brandenburg,Rural regions,Inexpensive,0.31206,85,175,0.24321,0.38091
1991,Brandenburg,Rural regions,Reasonable,0.16662,46,175,0.11125,0.22199
1991,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.29107,50,97,0.20020,0.38194
1991,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.25540,47,97,0.16816,0.34263
1991,Saxony,Urban regions,Very Inexpensive,0.22497,75,238,0.17180,0.27813
1991,Saxony,Urban regions,Inexpensive,0.29784,86,238,0.23962,0.35607
1991,Saxony,Urban regions,Reasonable,0.26396,77,238,0.20784,0.32007
1991,Saxony,Rural regions,Very Inexpensive,0.16618,50,170,0.11006,0.22230
1991,Saxony,Rural regions,Inexpensive,0.29079,72,170,0.22232,0.35926
1991,Saxony,Rural regions,Reasonable,0.18384,48,170,0.12544,0.24224
1991,Saxony-Anhalt,Urban regions,Inexpensive,0.60868,50,50,0.47203,0.74533
1991,Saxony-Anhalt,Rural regions,Very Inexpensive,0.15033,50,145,0.09195,0.20870
1991,Saxony-Anhalt,Rural regions,Inexpensive,0.23932,55,145,0.16963,0.30901
1991,Saxony-Anhalt,Rural regions,Reasonable,0.13246,40,145,0.07709,0.18783
1991,Thuringa,Urban regions,Reasonable,0.42289,36,36,0.25922,0.58656
1991,Thuringa,Rural regions,Very Inexpensive,0.15442,35,80,0.07473,0.23410
1991,Thuringa,Rural regions,Inexpensive,0.24320,45,80,0.14859,0.33780
1992,Hamburg,Urban regions,Reasonable,0.40038,33,33,0.23061,0.57014
1992,Lower Saxony,Urban regions,Inexpensive,0.20013,47,122,0.12884,0.27142
1992,Lower Saxony,Urban regions,Reasonable,0.29691,75,122,0.21550,0.37832
1992,Lower Saxony,Rural regions,Reasonable,0.18017,38,38,0.05633,0.30401
1992,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.06449,78,758,0.04699,0.08199
1992,North Rhine-Westphalia,Urban regions,Inexpensive,0.21016,272,758,0.18113,0.23918
1992,North Rhine-Westphalia,Urban regions,Reasonable,0.25826,311,758,0.22708,0.28944
1992,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.06236,97,758,0.04514,0.07959
1992,Hesse,Urban regions,Very Inexpensive,0.10106,34,243,0.06308,0.13903
1992,Hesse,Urban regions,Inexpensive,0.17648,89,243,0.12845,0.22452
1992,Hesse,Urban regions,Reasonable,0.21677,84,243,0.16486,0.26869
1992,Hesse,Urban regions,Slightly Expensive,0.04981,36,243,0.02240,0.07722
1992,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.11611,34,92,0.05029,0.18194
1992,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.19690,58,92,0.11520,0.27861
1992,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.07463,45,404,0.04898,0.10029
1992,Baden-Wuerttemberg,Urban regions,Inexpensive,0.16916,139,404,0.13255,0.20576
1992,Baden-Wuerttemberg,Urban regions,Reasonable,0.15278,152,404,0.11765,0.18790
1992,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.06780,68,404,0.04325,0.09234
1992,Bavaria,Urban regions,Very Inexpensive,0.09190,35,255,0.05637,0.12743
1992,Bavaria,Urban regions,Inexpensive,0.18602,86,255,0.13816,0.23387
1992,Bavaria,Urban regions,Reasonable,0.18112,89,255,0.13376,0.22849
1992,Bavaria,Urban regions,Slightly Expensive,0.08487,45,255,0.05060,0.11915
1992,Bavaria,Rural regions,Inexpensive,0.15527,59,115,0.08879,0.22175
1992,Bavaria,Rural regions,Reasonable,0.12682,56,115,0.06573,0.18790
1992,Berlin,Urban regions,Inexpensive,0.19356,63,260,0.14545,0.24168
1992,Berlin,Urban regions,Reasonable,0.43133,137,260,0.37101,0.49165
1992,Berlin,Urban regions,Slightly Expensive,0.16447,60,260,0.11932,0.20961
1992,Brandenburg,Rural regions,Reasonable,0.30640,78,131,0.22715,0.38564
1992,Brandenburg,Rural regions,Slightly Expensive,0.17269,53,131,0.10772,0.23767
1992,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.37762,59,59,0.25286,0.50239
1992,Saxony,Urban regions,Inexpensive,0.11903,37,231,0.07718,0.16088
1992,Saxony,Urban regions,Reasonable,0.42560,126,231,0.36170,0.48950
1992,Saxony,Urban regions,Slightly Expensive,0.24208,68,231,0.18672,0.29744
1992,Saxony,Rural regions,Reasonable,0.34389,97,97,0.24886,0.43891
1992,Saxony-Anhalt,Urban regions,Reasonable,0.48521,38,69,0.36642,0.60401
1992,Saxony-Anhalt,Urban regions,Slightly Expensive,0.30516,31,69,0.19571,0.41461
1992,Saxony-Anhalt,Rural regions,Reasonable,0.31340,84,120,0.23005,0.39674
1992,Saxony-Anhalt,Rural regions,Slightly Expensive,0.14060,36,120,0.07815,0.20306
1992,Thuringa,Urban regions,Reasonable,0.54847,46,46,0.40307,0.69387
1992,Thuringa,Rural regions,Reasonable,0.23215,50,50,0.11393,0.35037
1993,Hamburg,Urban regions,Reasonable,0.41954,38,38,0.26053,0.57855
1993,Lower Saxony,Urban regions,Inexpensive,0.16603,42,138,0.10372,0.22834
1993,Lower Saxony,Urban regions,Reasonable,0.28495,65,138,0.20936,0.36053
1993,Lower Saxony,Urban regions,Slightly Expensive,0.09674,31,138,0.04724,0.14624
1993,Lower Saxony,Rural regions,Inexpensive,0.14837,37,70,0.06450,0.23225
1993,Lower Saxony,Rural regions,Reasonable,0.14716,33,70,0.06357,0.23075
1993,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.07132,83,756,0.05297,0.08968
1993,North Rhine-Westphalia,Urban regions,Inexpensive,0.20278,258,756,0.17410,0.23147
1993,North Rhine-Westphalia,Urban regions,Reasonable,0.25612,318,756,0.22498,0.28725
1993,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.05388,97,756,0.03778,0.06999
1993,Hesse,Urban regions,Very Inexpensive,0.08735,31,243,0.05178,0.12293
1993,Hesse,Urban regions,Inexpensive,0.22954,93,243,0.17656,0.28253
1993,Hesse,Urban regions,Reasonable,0.18424,83,243,0.13540,0.23309
1993,Hesse,Urban regions,Slightly Expensive,0.04188,36,243,0.01664,0.06712
1993,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.12617,36,74,0.05000,0.20234
1993,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.13207,38,74,0.05440,0.20974
1993,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.06332,43,401,0.03946,0.08719
1993,Baden-Wuerttemberg,Urban regions,Inexpensive,0.16765,132,401,0.13104,0.20426
1993,Baden-Wuerttemberg,Urban regions,Reasonable,0.15747,171,401,0.12178,0.19317
1993,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.04333,55,401,0.02338,0.06329
1993,Bavaria,Urban regions,Very Inexpensive,0.08099,34,256,0.04751,0.11448
1993,Bavaria,Urban regions,Inexpensive,0.15959,74,256,0.11464,0.20454
1993,Bavaria,Urban regions,Reasonable,0.20668,98,256,0.15698,0.25638
1993,Bavaria,Urban regions,Slightly Expensive,0.10039,50,256,0.06351,0.13728
1993,Bavaria,Rural regions,Inexpensive,0.15852,66,133,0.09621,0.22083
1993,Bavaria,Rural regions,Reasonable,0.15750,67,133,0.09535,0.21964
1993,Berlin,Urban regions,Inexpensive,0.21408,57,249,0.16303,0.26514
1993,Berlin,Urban regions,Reasonable,0.36648,118,249,0.30651,0.42645
1993,Berlin,Urban regions,Slightly Expensive,0.19501,74,249,0.14570,0.24433
1993,Brandenburg,Rural regions,Reasonable,0.23154,60,123,0.15669,0.30640
