year,hhtyp,regtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Couple without children,Rural regions,Reasonable,0.40782,56,87,0.30396,0.51169
1985,Single parent,Urban regions,Inexpensive,0.19169,32,152,0.12890,0.25447
1985,Single parent,Urban regions,Reasonable,0.49203,83,152,0.41229,0.57177
1985,Single parent,Urban regions,Slightly Expensive,0.21839,37,152,0.15249,0.28429
1985,Couple with children,Urban regions,Very Inexpensive,0.11263,98,1180,0.09458,0.13067
1985,Couple with children,Urban regions,Inexpensive,0.27354,289,1180,0.24809,0.29899
1985,Couple with children,Urban regions,Reasonable,0.39333,488,1180,0.36545,0.42121
1985,Couple with children,Urban regions,Slightly Expensive,0.16288,220,1180,0.14180,0.18396
1985,Couple with children,Urban regions,Too Expensive,0.05762,85,1180,0.04432,0.07092
1985,Couple with children,Rural regions,Inexpensive,0.23932,46,164,0.17382,0.30483
1985,Couple with children,Rural regions,Reasonable,0.39827,85,164,0.32312,0.47342
1985,Couple with children,Rural regions,Slightly Expensive,0.13959,33,164,0.08639,0.19279
1986,Single-person household,Urban regions,Very Inexpensive,0.11458,77,735,0.09154,0.13762
1986,Single-person household,Urban regions,Inexpensive,0.24951,177,735,0.21821,0.28082
1986,Single-person household,Urban regions,Reasonable,0.44925,322,735,0.41326,0.48523
1986,Single-person household,Urban regions,Slightly Expensive,0.14411,121,735,0.11870,0.16952
1986,Single-person household,Urban regions,Too Expensive,0.04255,38,735,0.02795,0.05715
1986,Single-person household,Rural regions,Inexpensive,0.34535,35,76,0.23774,0.45296
1986,Single-person household,Rural regions,Reasonable,0.33905,41,76,0.23192,0.44619
1986,Couple without children,Urban regions,Very Inexpensive,0.08769,54,597,0.06498,0.11039
1986,Couple without children,Urban regions,Inexpensive,0.30945,184,597,0.27234,0.34656
1986,Couple without children,Urban regions,Reasonable,0.44515,283,597,0.40525,0.48505
1986,Couple without children,Urban regions,Slightly Expensive,0.11598,76,597,0.09028,0.14169
1986,Couple without children,Rural regions,Reasonable,0.33794,44,44,0.19656,0.47932
1986,Single parent,Urban regions,Reasonable,0.52423,81,112,0.43133,0.61714
1986,Single parent,Urban regions,Slightly Expensive,0.20003,31,112,0.12561,0.27445
1986,Couple with children,Urban regions,Very Inexpensive,0.10371,92,1084,0.08555,0.12187
1986,Couple with children,Urban regions,Inexpensive,0.28733,280,1084,0.26038,0.31428
1986,Couple with children,Urban regions,Reasonable,0.39622,439,1084,0.36709,0.42535
1986,Couple with children,Urban regions,Slightly Expensive,0.15223,197,1084,0.13083,0.17362
1986,Couple with children,Urban regions,Too Expensive,0.06052,76,1084,0.04632,0.07472
1986,Couple with children,Rural regions,Inexpensive,0.45383,61,132,0.36857,0.53909
1986,Couple with children,Rural regions,Reasonable,0.29009,71,132,0.21238,0.36780
1987,Single-person household,Urban regions,Very Inexpensive,0.11413,79,738,0.09117,0.13709
1987,Single-person household,Urban regions,Inexpensive,0.26020,188,738,0.22852,0.29187
1987,Single-person household,Urban regions,Reasonable,0.43875,316,738,0.40293,0.47458
1987,Single-person household,Urban regions,Slightly Expensive,0.14437,121,738,0.11900,0.16974
1987,Single-person household,Urban regions,Too Expensive,0.04255,34,738,0.02798,0.05712
1987,Single-person household,Rural regions,Inexpensive,0.29900,33,72,0.19251,0.40549
1987,Single-person household,Rural regions,Reasonable,0.38410,39,72,0.27096,0.49723
1987,Couple without children,Urban regions,Very Inexpensive,0.11834,63,568,0.09175,0.14492
1987,Couple without children,Urban regions,Inexpensive,0.28505,177,568,0.24789,0.32221
1987,Couple without children,Urban regions,Reasonable,0.44660,252,568,0.40568,0.48752
1987,Couple without children,Urban regions,Slightly Expensive,0.10975,76,568,0.08402,0.13548
1987,Couple without children,Rural regions,Inexpensive,0.34905,38,86,0.24771,0.45038
1987,Couple without children,Rural regions,Reasonable,0.38105,48,86,0.27781,0.48430
1987,Single parent,Urban regions,Inexpensive,0.26123,36,97,0.17335,0.34911
1987,Single parent,Urban regions,Reasonable,0.42622,61,97,0.32729,0.52515
1987,Couple with children,Urban regions,Very Inexpensive,0.10540,79,1056,0.08687,0.12393
1987,Couple with children,Urban regions,Inexpensive,0.26115,268,1056,0.23464,0.28765
1987,Couple with children,Urban regions,Reasonable,0.44021,466,1056,0.41026,0.47017
1987,Couple with children,Urban regions,Slightly Expensive,0.15570,180,1056,0.13382,0.17758
1987,Couple with children,Urban regions,Too Expensive,0.03754,63,1056,0.02607,0.04901
1987,Couple with children,Rural regions,Inexpensive,0.38829,68,158,0.31205,0.46452
1987,Couple with children,Rural regions,Reasonable,0.32346,59,158,0.25029,0.39664
1987,Couple with children,Rural regions,Slightly Expensive,0.11968,31,158,0.06891,0.17045
1987,Other Combinations,Urban regions,Reasonable,0.48786,31,31,0.30899,0.66673
1988,Single-person household,Urban regions,Very Inexpensive,0.11668,78,663,0.09222,0.14113
1988,Single-person household,Urban regions,Inexpensive,0.24328,170,663,0.21059,0.27596
1988,Single-person household,Urban regions,Reasonable,0.43426,291,663,0.39650,0.47201
1988,Single-person household,Urban regions,Slightly Expensive,0.17646,124,663,0.14742,0.20550
1988,Single-person household,Rural regions,Inexpensive,0.31867,32,78,0.21459,0.42275
1988,Single-person household,Rural regions,Reasonable,0.41391,46,78,0.30389,0.52392
1988,Couple without children,Urban regions,Very Inexpensive,0.10851,66,580,0.08318,0.13385
1988,Couple without children,Urban regions,Inexpensive,0.31153,179,580,0.27381,0.34926
1988,Couple without children,Urban regions,Reasonable,0.44077,264,580,0.40033,0.48121
1988,Couple without children,Urban regions,Slightly Expensive,0.11128,71,580,0.08567,0.13690
1988,Couple without children,Rural regions,Inexpensive,0.31200,33,76,0.20714,0.41685
1988,Couple without children,Rural regions,Reasonable,0.36640,43,76,0.25735,0.47545
1988,Single parent,Urban regions,Inexpensive,0.24558,36,128,0.17072,0.32044
1988,Single parent,Urban regions,Reasonable,0.42790,61,128,0.34185,0.51395
1988,Single parent,Urban regions,Slightly Expensive,0.18978,31,128,0.12158,0.25798
1988,Couple with children,Urban regions,Very Inexpensive,0.11836,87,994,0.09826,0.13845
1988,Couple with children,Urban regions,Inexpensive,0.29085,256,994,0.26261,0.31910
1988,Couple with children,Urban regions,Reasonable,0.42262,436,994,0.39189,0.45334
1988,Couple with children,Urban regions,Slightly Expensive,0.12612,166,994,0.10547,0.14677
1988,Couple with children,Urban regions,Too Expensive,0.04206,49,994,0.02957,0.05454
1988,Couple with children,Rural regions,Inexpensive,0.37215,57,124,0.28672,0.45758
1988,Couple with children,Rural regions,Reasonable,0.33111,67,124,0.24794,0.41428
1989,Single-person household,Urban regions,Very Inexpensive,0.13227,87,700,0.10716,0.15739
1989,Single-person household,Urban regions,Inexpensive,0.27264,197,700,0.23963,0.30566
1989,Single-person household,Urban regions,Reasonable,0.43014,289,700,0.39344,0.46684
1989,Single-person household,Urban regions,Slightly Expensive,0.12689,95,700,0.10222,0.15157
1989,Single-person household,Urban regions,Too Expensive,0.03805,32,700,0.02387,0.05224
1989,Single-person household,Rural regions,Inexpensive,0.30701,32,78,0.20398,0.41003
1989,Single-person household,Rural regions,Reasonable,0.44166,46,78,0.33074,0.55258
1989,Couple without children,Urban regions,Very Inexpensive,0.14123,74,582,0.11291,0.16955
1989,Couple without children,Urban regions,Inexpensive,0.31123,189,582,0.27358,0.34888
1989,Couple without children,Urban regions,Reasonable,0.40812,245,582,0.36816,0.44809
1989,Couple without children,Urban regions,Slightly Expensive,0.11236,74,582,0.08668,0.13804
1989,Couple without children,Rural regions,Inexpensive,0.34867,39,75,0.24009,0.45725
1989,Couple without children,Rural regions,Reasonable,0.30434,36,75,0.19950,0.40918
1989,Single parent,Urban regions,Reasonable,0.44357,56,87,0.33857,0.54857
1989,Single parent,Urban regions,Slightly Expensive,0.22627,31,87,0.13784,0.31471
1989,Couple with children,Urban regions,Very Inexpensive,0.09760,82,941,0.07862,0.11657
1989,Couple with children,Urban regions,Inexpensive,0.31872,270,941,0.28894,0.34851
1989,Couple with children,Urban regions,Reasonable,0.40463,379,941,0.37325,0.43601
1989,Couple with children,Urban regions,Slightly Expensive,0.13563,165,941,0.11374,0.15751
1989,Couple with children,Urban regions,Too Expensive,0.04342,45,941,0.03039,0.05645
1989,Couple with children,Rural regions,Inexpensive,0.32864,54,117,0.24316,0.41412
1989,Couple with children,Rural regions,Reasonable,0.37024,63,117,0.28237,0.45811
1990,Single-person household,Urban regions,Very Inexpensive,0.12250,96,746,0.09895,0.14604
1990,Single-person household,Urban regions,Inexpensive,0.28891,227,746,0.25636,0.32146
1990,Single-person household,Urban regions,Reasonable,0.42289,322,746,0.38741,0.45836
1990,Single-person household,Urban regions,Slightly Expensive,0.13776,101,746,0.11301,0.16251
1990,Single-person household,Rural regions,Very Inexpensive,0.19625,52,235,0.14536,0.24714
1990,Single-person household,Rural regions,Inexpensive,0.34099,89,235,0.28026,0.40173
1990,Single-person household,Rural regions,Reasonable,0.36705,94,235,0.30529,0.42880
1990,Couple without children,Urban regions,Very Inexpensive,0.15221,106,712,0.12581,0.17862
1990,Couple without children,Urban regions,Inexpensive,0.36804,263,712,0.33259,0.40349
1990,Couple without children,Urban regions,Reasonable,0.38823,279,712,0.35240,0.42405
1990,Couple without children,Urban regions,Slightly Expensive,0.07738,64,712,0.05774,0.09702
1990,Couple without children,Rural regions,Very Inexpensive,0.26457,76,285,0.21327,0.31588
1990,Couple without children,Rural regions,Inexpensive,0.28802,93,285,0.23535,0.34069
1990,Couple without children,Rural regions,Reasonable,0.37845,116,285,0.32204,0.43486
1990,Single parent,Urban regions,Inexpensive,0.22414,44,131,0.15246,0.29583
1990,Single parent,Urban regions,Reasonable,0.42251,87,131,0.33760,0.50743
1990,Couple with children,Urban regions,Very Inexpensive,0.12478,143,1224,0.10625,0.14330
1990,Couple with children,Urban regions,Inexpensive,0.33974,386,1224,0.31320,0.36629
1990,Couple with children,Urban regions,Reasonable,0.40451,498,1224,0.37700,0.43202
1990,Couple with children,Urban regions,Slightly Expensive,0.10781,152,1224,0.09043,0.12519
1990,Couple with children,Urban regions,Too Expensive,0.02316,45,1224,0.01473,0.03159
1990,Couple with children,Rural regions,Very Inexpensive,0.24766,145,550,0.21155,0.28376
1990,Couple with children,Rural regions,Inexpensive,0.34283,185,550,0.30312,0.38253
1990,Couple with children,Rural regions,Reasonable,0.33536,187,550,0.29587,0.37486
1990,Couple with children,Rural regions,Slightly Expensive,0.05811,33,550,0.03854,0.07768
1991,Single-person household,Urban regions,Very Inexpensive,0.14674,107,745,0.12131,0.17216
1991,Single-person household,Urban regions,Inexpensive,0.30111,242,745,0.26814,0.33407
1991,Single-person household,Urban regions,Reasonable,0.40928,303,745,0.37395,0.44461
1991,Single-person household,Urban regions,Slightly Expensive,0.11746,93,745,0.09433,0.14060
1991,Single-person household,Rural regions,Very Inexpensive,0.16840,43,223,0.11918,0.21763
1991,Single-person household,Rural regions,Inexpensive,0.37980,97,223,0.31596,0.44365
1991,Single-person household,Rural regions,Reasonable,0.34641,83,223,0.28382,0.40900
1991,Couple without children,Urban regions,Very Inexpensive,0.18085,122,717,0.15266,0.20904
1991,Couple without children,Urban regions,Inexpensive,0.36275,269,717,0.32753,0.39797
1991,Couple without children,Urban regions,Reasonable,0.33866,247,717,0.30400,0.37333
1991,Couple without children,Urban regions,Slightly Expensive,0.10162,79,717,0.07949,0.12375
1991,Couple without children,Rural regions,Very Inexpensive,0.22962,66,266,0.17898,0.28026
1991,Couple without children,Rural regions,Inexpensive,0.39310,114,266,0.33429,0.45191
1991,Couple without children,Rural regions,Reasonable,0.30913,86,266,0.25349,0.36477
1991,Single parent,Urban regions,Inexpensive,0.26665,46,131,0.19063,0.34267
1991,Single parent,Urban regions,Reasonable,0.48102,85,131,0.39513,0.56691
1991,Couple with children,Urban regions,Very Inexpensive,0.16357,178,1190,0.14255,0.18459
1991,Couple with children,Urban regions,Inexpensive,0.34088,374,1190,0.31394,0.36783
1991,Couple with children,Urban regions,Reasonable,0.37845,463,1190,0.35088,0.40602
1991,Couple with children,Urban regions,Slightly Expensive,0.09070,130,1190,0.07438,0.10702
1991,Couple with children,Urban regions,Too Expensive,0.02639,45,1190,0.01728,0.03551
1991,Couple with children,Rural regions,Very Inexpensive,0.31367,163,528,0.27406,0.35329
1991,Couple with children,Rural regions,Inexpensive,0.39184,201,528,0.35016,0.43352
1991,Couple with children,Rural regions,Reasonable,0.21841,131,528,0.18314,0.25369
1991,Couple with children,Rural regions,Slightly Expensive,0.05582,33,528,0.03622,0.07542
1992,Single-person household,Urban regions,Very Inexpensive,0.11998,74,710,0.09606,0.14389
1992,Single-person household,Urban regions,Inexpensive,0.30394,238,710,0.27008,0.33779
1992,Single-person household,Urban regions,Reasonable,0.43607,294,710,0.39957,0.47258
1992,Single-person household,Urban regions,Slightly Expensive,0.12060,104,710,0.09663,0.14457
1992,Single-person household,Rural regions,Inexpensive,0.22256,54,206,0.16562,0.27950
1992,Single-person household,Rural regions,Reasonable,0.41494,101,206,0.34749,0.48239
1992,Single-person household,Rural regions,Slightly Expensive,0.22698,51,206,0.16963,0.28432
1992,Couple without children,Urban regions,Very Inexpensive,0.12855,90,727,0.10420,0.15290
1992,Couple without children,Urban regions,Inexpensive,0.32145,216,727,0.28748,0.35543
1992,Couple without children,Urban regions,Reasonable,0.39490,313,727,0.35934,0.43045
1992,Couple without children,Urban regions,Slightly Expensive,0.13007,108,727,0.10560,0.15454
1992,Couple without children,Rural regions,Inexpensive,0.26598,59,240,0.20996,0.32200
1992,Couple without children,Rural regions,Reasonable,0.42879,123,240,0.36605,0.49154
1992,Couple without children,Rural regions,Slightly Expensive,0.18737,58,240,0.13790,0.23684
1992,Single parent,Urban regions,Inexpensive,0.28061,50,178,0.21442,0.34680
1992,Single parent,Urban regions,Reasonable,0.41726,76,178,0.34461,0.48991
1992,Single parent,Urban regions,Slightly Expensive,0.24023,52,178,0.17729,0.30317
1992,Single parent,Rural regions,Reasonable,0.43746,38,38,0.27761,0.59730
1992,Couple with children,Urban regions,Very Inexpensive,0.11209,92,1110,0.09353,0.13066
1992,Couple with children,Urban regions,Inexpensive,0.29666,304,1110,0.26978,0.32354
1992,Couple with children,Urban regions,Reasonable,0.42174,481,1110,0.39267,0.45080
1992,Couple with children,Urban regions,Slightly Expensive,0.13812,189,1110,0.11781,0.15842
1992,Couple with children,Urban regions,Too Expensive,0.03139,44,1110,0.02113,0.04166
1992,Couple with children,Rural regions,Very Inexpensive,0.12490,40,459,0.09462,0.15518
1992,Couple with children,Rural regions,Inexpensive,0.26257,99,459,0.22227,0.30287
1992,Couple with children,Rural regions,Reasonable,0.42067,223,459,0.37546,0.46588
1992,Couple with children,Rural regions,Slightly Expensive,0.16513,97,459,0.13113,0.19914
1993,Single-person household,Urban regions,Very Inexpensive,0.11938,82,720,0.09568,0.14308
1993,Single-person household,Urban regions,Inexpensive,0.31368,223,720,0.27977,0.34760
1993,Single-person household,Urban regions,Reasonable,0.42270,315,720,0.38659,0.45881
1993,Single-person household,Urban regions,Slightly Expensive,0.11638,100,720,0.09294,0.13982
1993,Single-person household,Rural regions,Inexpensive,0.23158,58,234,0.17742,0.28575
1993,Single-person household,Rural regions,Reasonable,0.42732,117,234,0.36380,0.49084
1993,Single-person household,Rural regions,Slightly Expensive,0.21099,59,234,0.15860,0.26338
1993,Couple without children,Urban regions,Very Inexpensive,0.11956,82,720,0.09585,0.14328
1993,Couple without children,Urban regions,Inexpensive,0.33846,229,720,0.30387,0.37305
1993,Couple without children,Urban regions,Reasonable,0.39386,298,720,0.35814,0.42957
1993,Couple without children,Urban regions,Slightly Expensive,0.11771,111,720,0.09416,0.14127
1993,Couple without children,Rural regions,Inexpensive,0.25475,59,244,0.19997,0.30954
1993,Couple without children,Rural regions,Reasonable,0.39038,106,244,0.32904,0.45172
1993,Couple without children,Rural regions,Slightly Expensive,0.22888,79,244,0.17605,0.28170
1993,Single parent,Urban regions,Inexpensive,0.29124,48,161,0.22084,0.36164
1993,Single parent,Urban regions,Reasonable,0.38868,67,161,0.31315,0.46422
1993,Single parent,Urban regions,Slightly Expensive,0.20168,46,161,0.13951,0.26386
1993,Couple with children,Urban regions,Very Inexpensive,0.11058,88,1095,0.09199,0.12916
1993,Couple with children,Urban regions,Inexpensive,0.26405,268,1095,0.23793,0.29017
1993,Couple with children,Urban regions,Reasonable,0.40296,440,1095,0.37390,0.43203
1993,Couple with children,Urban regions,Slightly Expensive,0.18005,232,1095,0.15729,0.20282
1993,Couple with children,Urban regions,Too Expensive,0.04235,67,1095,0.03042,0.05429
1993,Couple with children,Rural regions,Very Inexpensive,0.09854,35,459,0.07125,0.12584
1993,Couple with children,Rural regions,Inexpensive,0.23772,77,459,0.19873,0.27670
1993,Couple with children,Rural regions,Reasonable,0.37747,189,459,0.33307,0.42186
1993,Couple with children,Rural regions,Slightly Expensive,0.23186,126,459,0.19321,0.27051
1993,Couple with children,Rural regions,Too Expensive,0.05441,32,459,0.03364,0.07519
1994,Single-person household,Urban regions,Very Inexpensive,0.11293,72,716,0.08973,0.13613
1994,Single-person household,Urban regions,Inexpensive,0.28982,210,716,0.25656,0.32307
1994,Single-person household,Urban regions,Reasonable,0.44742,333,716,0.41097,0.48386
1994,Single-person household,Urban regions,Slightly Expensive,0.11719,101,716,0.09361,0.14077
1994,Single-person household,Rural regions,Inexpensive,0.28148,71,239,0.22435,0.33862
1994,Single-person household,Rural regions,Reasonable,0.47811,125,239,0.41465,0.54158
1994,Single-person household,Rural regions,Slightly Expensive,0.14134,43,239,0.09708,0.18560
1994,Couple without children,Urban regions,Very Inexpensive,0.12510,85,735,0.10116,0.14903
1994,Couple without children,Urban regions,Inexpensive,0.30582,212,735,0.27249,0.33916
1994,Couple without children,Urban regions,Reasonable,0.42150,329,735,0.38578,0.45723
1994,Couple without children,Urban regions,Slightly Expensive,0.11851,109,735,0.09513,0.14189
1994,Couple without children,Rural regions,Inexpensive,0.23486,65,258,0.18303,0.28668
1994,Couple without children,Rural regions,Reasonable,0.43242,122,258,0.37185,0.49299
1994,Couple without children,Rural regions,Slightly Expensive,0.23178,71,258,0.18019,0.28337
1994,Single parent,Urban regions,Inexpensive,0.24726,40,157,0.17956,0.31496
1994,Single parent,Urban regions,Reasonable,0.43662,76,157,0.35879,0.51445
1994,Single parent,Urban regions,Slightly Expensive,0.19364,41,157,0.13163,0.25565
1994,Couple with children,Urban regions,Very Inexpensive,0.11825,84,1055,0.09876,0.13775
1994,Couple with children,Urban regions,Inexpensive,0.27021,274,1055,0.24340,0.29702
1994,Couple with children,Urban regions,Reasonable,0.43341,462,1055,0.40349,0.46332
1994,Couple with children,Urban regions,Slightly Expensive,0.14369,194,1055,0.12252,0.16487
1994,Couple with children,Urban regions,Too Expensive,0.03444,41,1055,0.02343,0.04545
1994,Couple with children,Rural regions,Inexpensive,0.21829,81,372,0.17625,0.26032
1994,Couple with children,Rural regions,Reasonable,0.40447,186,372,0.35453,0.45441
1994,Couple with children,Rural regions,Slightly Expensive,0.21599,105,372,0.17411,0.25786
1995,Single-person household,Urban regions,Very Inexpensive,0.10151,73,770,0.08016,0.12285
1995,Single-person household,Urban regions,Inexpensive,0.29634,220,770,0.26406,0.32861
1995,Single-person household,Urban regions,Reasonable,0.42874,331,770,0.39376,0.46372
1995,Single-person household,Urban regions,Slightly Expensive,0.14362,112,770,0.11883,0.16841
1995,Single-person household,Urban regions,Too Expensive,0.02979,34,770,0.01778,0.04181
1995,Single-person household,Rural regions,Inexpensive,0.26722,66,240,0.21112,0.32332
1995,Single-person household,Rural regions,Reasonable,0.46042,125,240,0.39723,0.52362
1995,Single-person household,Rural regions,Slightly Expensive,0.17500,49,240,0.12683,0.22317
1995,Couple without children,Urban regions,Very Inexpensive,0.10507,80,771,0.08341,0.12672
1995,Couple without children,Urban regions,Inexpensive,0.31152,224,771,0.27881,0.34424
1995,Couple without children,Urban regions,Reasonable,0.44428,359,771,0.40918,0.47937
1995,Couple without children,Urban regions,Slightly Expensive,0.12522,108,771,0.10185,0.14860
1995,Couple without children,Rural regions,Inexpensive,0.21666,68,274,0.16779,0.26553
1995,Couple without children,Rural regions,Reasonable,0.45518,137,274,0.39611,0.51425
1995,Couple without children,Rural regions,Slightly Expensive,0.22063,69,274,0.17144,0.26982
1995,Single parent,Urban regions,Inexpensive,0.30359,46,160,0.23211,0.37506
1995,Single parent,Urban regions,Reasonable,0.35264,71,160,0.27837,0.42691
1995,Single parent,Urban regions,Slightly Expensive,0.20958,43,160,0.14632,0.27285
1995,Single parent,Rural regions,Reasonable,0.46627,37,37,0.30330,0.62923
1995,Couple with children,Urban regions,Very Inexpensive,0.09475,79,1067,0.07717,0.11233
1995,Couple with children,Urban regions,Inexpensive,0.30477,302,1067,0.27714,0.33240
1995,Couple with children,Urban regions,Reasonable,0.41227,453,1067,0.38272,0.44182
1995,Couple with children,Urban regions,Slightly Expensive,0.14729,183,1067,0.12602,0.16857
1995,Couple with children,Urban regions,Too Expensive,0.04092,50,1067,0.02902,0.05281
1995,Couple with children,Rural regions,Very Inexpensive,0.12896,42,452,0.09803,0.15989
1995,Couple with children,Rural regions,Inexpensive,0.18811,96,452,0.15204,0.22417
1995,Couple with children,Rural regions,Reasonable,0.41385,205,452,0.36839,0.45930
1995,Couple with children,Rural regions,Slightly Expensive,0.22698,109,452,0.18832,0.26564
1996,Single-person household,Urban regions,Very Inexpensive,0.08718,60,754,0.06703,0.10733
1996,Single-person household,Urban regions,Inexpensive,0.31540,237,754,0.28221,0.34859
1996,Single-person household,Urban regions,Reasonable,0.40201,311,754,0.36699,0.43703
1996,Single-person household,Urban regions,Slightly Expensive,0.17114,146,754,0.14423,0.19804
1996,Single-person household,Rural regions,Inexpensive,0.26068,68,251,0.20626,0.31510
1996,Single-person household,Rural regions,Reasonable,0.48684,131,251,0.42488,0.54879
1996,Single-person household,Rural regions,Slightly Expensive,0.15720,52,251,0.11208,0.20232
1996,Couple without children,Urban regions,Very Inexpensive,0.10568,78,757,0.08377,0.12760
1996,Couple without children,Urban regions,Inexpensive,0.30105,225,757,0.26835,0.33375
1996,Couple without children,Urban regions,Reasonable,0.43048,332,757,0.39518,0.46577
1996,Couple without children,Urban regions,Slightly Expensive,0.13838,122,757,0.11377,0.16300
1996,Couple without children,Rural regions,Inexpensive,0.23426,67,292,0.18559,0.28292
1996,Couple without children,Rural regions,Reasonable,0.50359,163,292,0.44614,0.56103
1996,Couple without children,Rural regions,Slightly Expensive,0.19108,62,292,0.14590,0.23625
1996,Single parent,Urban regions,Inexpensive,0.24619,41,172,0.18162,0.31076
1996,Single parent,Urban regions,Reasonable,0.38515,85,172,0.31221,0.45809
1996,Single parent,Urban regions,Slightly Expensive,0.21282,46,172,0.15147,0.27417
1996,Couple with children,Urban regions,Very Inexpensive,0.12133,93,1031,0.10139,0.14127
1996,Couple with children,Urban regions,Inexpensive,0.27770,257,1031,0.25034,0.30505
1996,Couple with children,Urban regions,Reasonable,0.40085,445,1031,0.37092,0.43077
1996,Couple with children,Urban regions,Slightly Expensive,0.17764,203,1031,0.15430,0.20098
1996,Couple with children,Urban regions,Too Expensive,0.02249,33,1031,0.01344,0.03155
1996,Couple with children,Rural regions,Very Inexpensive,0.10896,32,395,0.07819,0.13973
1996,Couple with children,Rural regions,Inexpensive,0.22090,95,395,0.17994,0.26187
1996,Couple with children,Rural regions,Reasonable,0.44717,183,395,0.39808,0.49627
1996,Couple with children,Rural regions,Slightly Expensive,0.19005,85,395,0.15131,0.22880
1997,Single-person household,Urban regions,Very Inexpensive,0.09129,61,737,0.07048,0.11210
1997,Single-person household,Urban regions,Inexpensive,0.26941,194,737,0.23736,0.30146
1997,Single-person household,Urban regions,Reasonable,0.42545,338,737,0.38973,0.46116
1997,Single-person household,Urban regions,Slightly Expensive,0.19494,144,737,0.16632,0.22356
1997,Single-person household,Rural regions,Inexpensive,0.25655,67,237,0.20083,0.31227
1997,Single-person household,Rural regions,Reasonable,0.48085,130,237,0.41710,0.54460
1997,Single-person household,Rural regions,Slightly Expensive,0.14021,40,237,0.09591,0.18451
1997,Couple without children,Urban regions,Very Inexpensive,0.09712,67,762,0.07608,0.11816
1997,Couple without children,Urban regions,Inexpensive,0.25877,207,762,0.22765,0.28988
1997,Couple without children,Urban regions,Reasonable,0.47932,363,762,0.44383,0.51482
1997,Couple without children,Urban regions,Slightly Expensive,0.13958,125,762,0.11496,0.16420
1997,Couple without children,Rural regions,Inexpensive,0.19164,58,287,0.14602,0.23725
1997,Couple without children,Rural regions,Reasonable,0.50666,161,287,0.44872,0.56461
1997,Couple without children,Rural regions,Slightly Expensive,0.22325,68,287,0.17499,0.27152
1997,Single parent,Urban regions,Inexpensive,0.21535,40,167,0.15281,0.27788
1997,Single parent,Urban regions,Reasonable,0.43225,82,167,0.35689,0.50761
1997,Single parent,Urban regions,Slightly Expensive,0.23729,45,167,0.17257,0.30200
1997,Single parent,Rural regions,Reasonable,0.46126,38,38,0.30064,0.62189
1997,Couple with children,Urban regions,Very Inexpensive,0.11430,79,955,0.09411,0.13450
