year,hhtyp,rentown,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Other Combinations,Tenant,Reasonable,0.44803,32,32,0.27297,0.62309
1988,Single-person household,Tenant,Very Inexpensive,0.11863,92,769,0.09576,0.14149
1988,Single-person household,Tenant,Inexpensive,0.24855,202,769,0.21798,0.27911
1988,Single-person household,Tenant,Reasonable,0.42140,337,769,0.38648,0.45633
1988,Single-person household,Tenant,Slightly Expensive,0.16264,138,769,0.13654,0.18874
1988,Couple without children,Tenant,Very Inexpensive,0.11576,81,688,0.09184,0.13969
1988,Couple without children,Tenant,Inexpensive,0.30683,212,688,0.27235,0.34132
1988,Couple without children,Tenant,Reasonable,0.42132,307,688,0.38440,0.45824
1988,Couple without children,Tenant,Slightly Expensive,0.11258,88,688,0.08894,0.13622
1988,Single parent,Tenant,Inexpensive,0.25538,45,156,0.18673,0.32403
1988,Single parent,Tenant,Reasonable,0.41629,75,156,0.33868,0.49389
1988,Single parent,Tenant,Slightly Expensive,0.19113,36,156,0.12923,0.25303
1988,Couple with children,Tenant,Very Inexpensive,0.12249,109,1178,0.10376,0.14122
1988,Couple with children,Tenant,Inexpensive,0.30295,313,1178,0.27670,0.32921
1988,Couple with children,Tenant,Reasonable,0.40116,503,1178,0.37316,0.42916
1988,Couple with children,Tenant,Slightly Expensive,0.12135,193,1178,0.10269,0.14000
1988,Couple with children,Tenant,Too Expensive,0.04160,60,1178,0.03020,0.05301
1989,Single-person household,Tenant,Very Inexpensive,0.12880,99,805,0.10565,0.15196
1989,Single-person household,Tenant,Inexpensive,0.27246,229,805,0.24169,0.30324
1989,Single-person household,Tenant,Reasonable,0.42391,335,805,0.38975,0.45807
1989,Single-person household,Tenant,Slightly Expensive,0.12301,107,805,0.10031,0.14572
1989,Single-person household,Tenant,Too Expensive,0.03361,35,805,0.02115,0.04606
1989,Couple without children,Tenant,Very Inexpensive,0.15173,95,693,0.12500,0.17846
1989,Couple without children,Tenant,Inexpensive,0.31424,228,693,0.27965,0.34882
1989,Couple without children,Tenant,Reasonable,0.38585,281,693,0.34958,0.42212
1989,Couple without children,Tenant,Slightly Expensive,0.11008,89,693,0.08676,0.13340
1989,Single parent,Tenant,Inexpensive,0.20229,32,136,0.13453,0.27006
1989,Single parent,Tenant,Reasonable,0.39959,64,136,0.31696,0.48222
1989,Single parent,Tenant,Slightly Expensive,0.26167,40,136,0.18753,0.33582
1989,Couple with children,Tenant,Very Inexpensive,0.10940,106,1119,0.09110,0.12770
1989,Couple with children,Tenant,Inexpensive,0.31744,324,1119,0.29016,0.34473
1989,Couple with children,Tenant,Reasonable,0.39402,442,1119,0.36538,0.42267
1989,Couple with children,Tenant,Slightly Expensive,0.13074,195,1119,0.11098,0.15050
1989,Couple with children,Tenant,Too Expensive,0.03842,52,1119,0.02715,0.04969
1990,Single-person household,Tenant,Very Inexpensive,0.13632,149,1010,0.11515,0.15749
1990,Single-person household,Tenant,Inexpensive,0.29492,319,1010,0.26678,0.32306
1990,Single-person household,Tenant,Reasonable,0.40208,418,1010,0.37183,0.43234
1990,Single-person household,Tenant,Slightly Expensive,0.12317,124,1010,0.10289,0.14345
1990,Couple without children,Tenant,Very Inexpensive,0.17955,184,1021,0.15600,0.20311
1990,Couple without children,Tenant,Inexpensive,0.34070,357,1021,0.31162,0.36979
1990,Couple without children,Tenant,Reasonable,0.38018,398,1021,0.35039,0.40997
1990,Couple without children,Tenant,Slightly Expensive,0.07059,82,1021,0.05487,0.08630
1990,Single parent,Tenant,Very Inexpensive,0.13302,41,261,0.09174,0.17430
1990,Single parent,Tenant,Inexpensive,0.23422,70,261,0.18275,0.28570
1990,Single parent,Tenant,Reasonable,0.41189,114,261,0.35207,0.47172
1990,Single parent,Tenant,Slightly Expensive,0.16013,36,261,0.11556,0.20471
1990,Couple with children,Tenant,Very Inexpensive,0.15871,292,1810,0.14187,0.17555
1990,Couple with children,Tenant,Inexpensive,0.33726,581,1810,0.31547,0.35904
1990,Couple with children,Tenant,Reasonable,0.37997,694,1810,0.35760,0.40234
1990,Couple with children,Tenant,Slightly Expensive,0.09245,187,1810,0.07910,0.10580
1990,Couple with children,Tenant,Too Expensive,0.02070,56,1810,0.01414,0.02726
1990,Multi-generational household,Tenant,Reasonable,0.42061,32,32,0.24683,0.59439
1991,Single-person household,Tenant,Very Inexpensive,0.14882,150,993,0.12668,0.17097
1991,Single-person household,Tenant,Inexpensive,0.31551,343,993,0.28659,0.34443
1991,Single-person household,Tenant,Reasonable,0.39035,389,993,0.35999,0.42071
1991,Single-person household,Tenant,Slightly Expensive,0.10875,111,993,0.08938,0.12812
1991,Couple without children,Tenant,Very Inexpensive,0.19070,189,1008,0.16644,0.21497
1991,Couple without children,Tenant,Inexpensive,0.36663,386,1008,0.33686,0.39639
1991,Couple without children,Tenant,Reasonable,0.32741,335,1008,0.29843,0.35639
1991,Couple without children,Tenant,Slightly Expensive,0.08943,98,1008,0.07181,0.10706
1991,Single parent,Tenant,Very Inexpensive,0.09315,32,221,0.05474,0.13155
1991,Single parent,Tenant,Inexpensive,0.28552,76,221,0.22583,0.34520
1991,Single parent,Tenant,Reasonable,0.44329,113,221,0.37764,0.50893
1991,Couple with children,Tenant,Very Inexpensive,0.20387,346,1752,0.18500,0.22274
1991,Couple with children,Tenant,Inexpensive,0.34946,584,1752,0.32713,0.37179
1991,Couple with children,Tenant,Reasonable,0.32348,603,1752,0.30157,0.34540
1991,Couple with children,Tenant,Slightly Expensive,0.07812,164,1752,0.06555,0.09069
1991,Couple with children,Tenant,Too Expensive,0.02379,55,1752,0.01666,0.03093
1991,Other Combinations,Tenant,Reasonable,0.39888,34,34,0.23181,0.56595
1992,Single-person household,Tenant,Very Inexpensive,0.11094,100,951,0.09096,0.13091
1992,Single-person household,Tenant,Inexpensive,0.26633,294,951,0.23822,0.29444
1992,Single-person household,Tenant,Reasonable,0.40318,398,951,0.37199,0.43438
1992,Single-person household,Tenant,Slightly Expensive,0.13643,159,951,0.11460,0.15825
1992,Couple without children,Tenant,Very Inexpensive,0.11302,107,1027,0.09364,0.13239
1992,Couple without children,Tenant,Inexpensive,0.29145,276,1027,0.26364,0.31925
1992,Couple without children,Tenant,Reasonable,0.38716,445,1027,0.35735,0.41697
1992,Couple without children,Tenant,Slightly Expensive,0.13716,168,1027,0.11611,0.15821
1992,Couple without children,Tenant,Too Expensive,0.02354,31,1027,0.01426,0.03282
1992,Single parent,Tenant,Inexpensive,0.24222,67,248,0.18879,0.29565
1992,Single parent,Tenant,Reasonable,0.39384,114,248,0.33291,0.45478
1992,Single parent,Tenant,Slightly Expensive,0.21694,67,248,0.16554,0.26834
1992,Couple with children,Tenant,Very Inexpensive,0.10853,134,1621,0.09338,0.12367
1992,Couple with children,Tenant,Inexpensive,0.26900,410,1621,0.24741,0.29059
1992,Couple with children,Tenant,Reasonable,0.39605,715,1621,0.37223,0.41986
1992,Couple with children,Tenant,Slightly Expensive,0.13939,294,1621,0.12252,0.15625
1992,Couple with children,Tenant,Too Expensive,0.02915,68,1621,0.02096,0.03734
1992,Other Combinations,Tenant,Reasonable,0.32149,34,34,0.16214,0.48085
1993,Single-person household,Tenant,Very Inexpensive,0.10201,102,1023,0.08346,0.12057
1993,Single-person household,Tenant,Inexpensive,0.27492,281,1023,0.24755,0.30230
1993,Single-person household,Tenant,Reasonable,0.39685,432,1023,0.36685,0.42684
1993,Single-person household,Tenant,Slightly Expensive,0.13062,159,1023,0.10996,0.15128
1993,Single-person household,Tenant,Too Expensive,0.03193,49,1023,0.02115,0.04271
1993,Couple without children,Tenant,Very Inexpensive,0.10198,103,1025,0.08344,0.12051
1993,Couple without children,Tenant,Inexpensive,0.29971,288,1025,0.27165,0.32777
1993,Couple without children,Tenant,Reasonable,0.37136,404,1025,0.34176,0.40095
1993,Couple without children,Tenant,Slightly Expensive,0.13798,190,1025,0.11686,0.15911
1993,Couple without children,Tenant,Too Expensive,0.03398,40,1025,0.02288,0.04507
1993,Single parent,Tenant,Inexpensive,0.23026,59,223,0.17488,0.28564
1993,Single parent,Tenant,Reasonable,0.36506,95,223,0.30172,0.42839
1993,Single parent,Tenant,Slightly Expensive,0.21791,69,223,0.16361,0.27222
1993,Couple with children,Tenant,Very Inexpensive,0.09883,123,1554,0.08399,0.11368
1993,Couple with children,Tenant,Inexpensive,0.23665,345,1554,0.21551,0.25779
1993,Couple with children,Tenant,Reasonable,0.36503,629,1554,0.34109,0.38898
1993,Couple with children,Tenant,Slightly Expensive,0.17983,358,1554,0.16073,0.19893
1993,Couple with children,Tenant,Too Expensive,0.04227,99,1554,0.03226,0.05227
1993,Other Combinations,Tenant,Reasonable,0.38748,36,36,0.22608,0.54888
1994,Single-person household,Tenant,Very Inexpensive,0.09614,89,1009,0.07794,0.11434
1994,Single-person household,Tenant,Inexpensive,0.26979,281,1009,0.24238,0.29719
1994,Single-person household,Tenant,Reasonable,0.42632,458,1009,0.39579,0.45685
1994,Single-person household,Tenant,Slightly Expensive,0.11530,144,1009,0.09558,0.13502
1994,Single-person household,Tenant,Too Expensive,0.02982,37,1009,0.01932,0.04032
1994,Couple without children,Tenant,Very Inexpensive,0.10218,108,1055,0.08389,0.12046
1994,Couple without children,Tenant,Inexpensive,0.26916,277,1055,0.24238,0.29594
1994,Couple without children,Tenant,Reasonable,0.39627,451,1055,0.36674,0.42580
1994,Couple without children,Tenant,Slightly Expensive,0.13706,180,1055,0.11630,0.15783
1994,Couple without children,Tenant,Too Expensive,0.02944,39,1055,0.01924,0.03965
1994,Single parent,Tenant,Inexpensive,0.20125,50,222,0.14839,0.25411
1994,Single parent,Tenant,Reasonable,0.40279,101,222,0.33812,0.46745
1994,Single parent,Tenant,Slightly Expensive,0.23591,71,222,0.17994,0.29189
1994,Couple with children,Tenant,Very Inexpensive,0.10716,114,1481,0.09140,0.12292
1994,Couple with children,Tenant,Inexpensive,0.23989,355,1481,0.21813,0.26164
1994,Couple with children,Tenant,Reasonable,0.39918,648,1481,0.37423,0.42413
1994,Couple with children,Tenant,Slightly Expensive,0.15405,299,1481,0.13566,0.17245
1994,Couple with children,Tenant,Too Expensive,0.03844,65,1481,0.02865,0.04824
1994,Other Combinations,Tenant,Reasonable,0.38790,43,43,0.24053,0.53526
1995,Single-person household,Tenant,Very Inexpensive,0.08881,90,1035,0.07147,0.10615
1995,Single-person household,Tenant,Inexpensive,0.26752,286,1035,0.24053,0.29450
1995,Single-person household,Tenant,Reasonable,0.40300,456,1035,0.37310,0.43290
1995,Single-person household,Tenant,Slightly Expensive,0.13949,161,1035,0.11837,0.16060
1995,Single-person household,Tenant,Too Expensive,0.02517,42,1035,0.01562,0.03472
1995,Couple without children,Tenant,Very Inexpensive,0.09447,103,1068,0.07692,0.11202
1995,Couple without children,Tenant,Inexpensive,0.26849,292,1068,0.24190,0.29508
1995,Couple without children,Tenant,Reasonable,0.41659,496,1068,0.38701,0.44617
1995,Couple without children,Tenant,Slightly Expensive,0.13869,177,1068,0.11795,0.15943
1995,Single parent,Tenant,Inexpensive,0.27224,65,235,0.21521,0.32927
1995,Single parent,Tenant,Reasonable,0.37397,108,235,0.31198,0.43597
1995,Single parent,Tenant,Slightly Expensive,0.19929,62,235,0.14811,0.25048
1995,Couple with children,Tenant,Very Inexpensive,0.09949,121,1537,0.08452,0.11446
1995,Couple with children,Tenant,Inexpensive,0.25351,398,1537,0.23175,0.27526
1995,Couple with children,Tenant,Reasonable,0.38969,658,1537,0.36530,0.41408
1995,Couple with children,Tenant,Slightly Expensive,0.16244,292,1537,0.14399,0.18089
1995,Couple with children,Tenant,Too Expensive,0.03898,68,1537,0.02930,0.04866
1995,Other Combinations,Tenant,Reasonable,0.32120,40,40,0.17465,0.46775
1996,Single-person household,Tenant,Very Inexpensive,0.07501,80,1061,0.05915,0.09087
1996,Single-person household,Tenant,Inexpensive,0.27882,305,1061,0.25182,0.30581
1996,Single-person household,Tenant,Reasonable,0.38932,442,1061,0.35996,0.41867
1996,Single-person household,Tenant,Slightly Expensive,0.15474,198,1061,0.13297,0.17652
1996,Single-person household,Tenant,Too Expensive,0.02421,36,1061,0.01495,0.03346
1996,Couple without children,Tenant,Very Inexpensive,0.08711,96,1067,0.07018,0.10403
1996,Couple without children,Tenant,Inexpensive,0.26808,292,1067,0.24149,0.29467
1996,Couple without children,Tenant,Reasonable,0.42329,495,1067,0.39363,0.45295
1996,Couple without children,Tenant,Slightly Expensive,0.14299,184,1067,0.12198,0.16401
1996,Single parent,Tenant,Inexpensive,0.22187,55,233,0.16840,0.27534
1996,Single parent,Tenant,Reasonable,0.37370,113,233,0.31145,0.43596
1996,Single parent,Tenant,Slightly Expensive,0.20281,65,233,0.15107,0.25455
1996,Couple with children,Tenant,Very Inexpensive,0.11247,125,1441,0.09615,0.12878
1996,Couple with children,Tenant,Inexpensive,0.25003,352,1441,0.22767,0.27240
1996,Couple with children,Tenant,Reasonable,0.39416,628,1441,0.36892,0.41940
1996,Couple with children,Tenant,Slightly Expensive,0.17257,288,1441,0.15306,0.19209
1996,Couple with children,Tenant,Too Expensive,0.02414,48,1441,0.01621,0.03207
1996,Other Combinations,Tenant,Reasonable,0.28221,31,31,0.12115,0.44327
1997,Single-person household,Tenant,Very Inexpensive,0.08624,88,1035,0.06913,0.10335
1997,Single-person household,Tenant,Inexpensive,0.24550,261,1035,0.21927,0.27173
1997,Single-person household,Tenant,Reasonable,0.40396,468,1035,0.37405,0.43386
1997,Single-person household,Tenant,Slightly Expensive,0.16788,184,1035,0.14510,0.19066
1997,Single-person household,Tenant,Too Expensive,0.01998,34,1035,0.01145,0.02850
1997,Couple without children,Tenant,Very Inexpensive,0.08299,85,1067,0.06643,0.09956
1997,Couple without children,Tenant,Inexpensive,0.22651,265,1067,0.20138,0.25163
1997,Couple without children,Tenant,Reasonable,0.45498,524,1067,0.42509,0.48487
1997,Couple without children,Tenant,Slightly Expensive,0.15017,193,1067,0.12872,0.17162
1997,Single parent,Tenant,Inexpensive,0.18828,53,236,0.13830,0.23827
1997,Single parent,Tenant,Reasonable,0.42030,120,236,0.35719,0.48341
1997,Single parent,Tenant,Slightly Expensive,0.20963,63,236,0.15758,0.26167
1997,Couple with children,Tenant,Very Inexpensive,0.11257,119,1332,0.09559,0.12955
1997,Couple with children,Tenant,Inexpensive,0.22249,311,1332,0.20014,0.24483
1997,Couple with children,Tenant,Reasonable,0.39126,576,1332,0.36504,0.41748
1997,Couple with children,Tenant,Slightly Expensive,0.17873,266,1332,0.15815,0.19931
1997,Couple with children,Tenant,Too Expensive,0.03388,60,1332,0.02416,0.04360
1997,Other Combinations,Tenant,Reasonable,0.41983,37,37,0.25861,0.58105
1998,Single-person household,Tenant,Very Inexpensive,0.07360,92,1202,0.05883,0.08836
1998,Single-person household,Tenant,Inexpensive,0.23853,323,1202,0.21443,0.26264
1998,Single-person household,Tenant,Reasonable,0.40717,534,1202,0.37938,0.43496
1998,Single-person household,Tenant,Slightly Expensive,0.18062,253,1202,0.15886,0.20238
1998,Couple without children,Tenant,Very Inexpensive,0.09280,109,1200,0.07637,0.10922
1998,Couple without children,Tenant,Inexpensive,0.23929,306,1200,0.21514,0.26344
1998,Couple without children,Tenant,Reasonable,0.40799,526,1200,0.38017,0.43581
1998,Couple without children,Tenant,Slightly Expensive,0.17284,226,1200,0.15143,0.19424
1998,Couple without children,Tenant,Too Expensive,0.02125,33,1200,0.01309,0.02941
1998,Single parent,Tenant,Inexpensive,0.22305,69,280,0.17420,0.27190
1998,Single parent,Tenant,Reasonable,0.37426,131,280,0.31747,0.43104
1998,Single parent,Tenant,Slightly Expensive,0.23212,80,280,0.18258,0.28166
1998,Couple with children,Tenant,Very Inexpensive,0.08247,109,1366,0.06788,0.09707
1998,Couple with children,Tenant,Inexpensive,0.25312,332,1366,0.23005,0.27619
1998,Couple with children,Tenant,Reasonable,0.38656,590,1366,0.36072,0.41239
1998,Couple with children,Tenant,Slightly Expensive,0.18493,278,1366,0.16434,0.20553
1998,Couple with children,Tenant,Too Expensive,0.03404,57,1366,0.02442,0.04366
1998,Other Combinations,Tenant,Reasonable,0.51844,44,44,0.36909,0.66779
1999,Single-person household,Tenant,Very Inexpensive,0.08387,100,1155,0.06788,0.09986
1999,Single-person household,Tenant,Inexpensive,0.22215,290,1155,0.19816,0.24613
1999,Single-person household,Tenant,Reasonable,0.42114,527,1155,0.39265,0.44963
1999,Single-person household,Tenant,Slightly Expensive,0.18441,238,1155,0.16203,0.20679
1999,Couple without children,Tenant,Very Inexpensive,0.08243,94,1163,0.06661,0.09824
1999,Couple without children,Tenant,Inexpensive,0.23969,314,1163,0.21515,0.26424
1999,Couple without children,Tenant,Reasonable,0.42430,536,1163,0.39588,0.45271
1999,Couple without children,Tenant,Slightly Expensive,0.17176,219,1163,0.15007,0.19345
1999,Single parent,Tenant,Inexpensive,0.19007,60,281,0.14411,0.23602
1999,Single parent,Tenant,Reasonable,0.37968,131,281,0.32283,0.43652
1999,Single parent,Tenant,Slightly Expensive,0.25538,90,281,0.20430,0.30646
1999,Couple with children,Tenant,Very Inexpensive,0.09160,102,1288,0.07584,0.10736
1999,Couple with children,Tenant,Inexpensive,0.24371,311,1288,0.22025,0.26716
1999,Couple with children,Tenant,Reasonable,0.38787,565,1288,0.36125,0.41449
1999,Couple with children,Tenant,Slightly Expensive,0.20603,269,1288,0.18393,0.22813
1999,Couple with children,Tenant,Too Expensive,0.02584,41,1288,0.01717,0.03451
2000,Single-person household,Tenant,Very Inexpensive,0.08202,198,2214,0.07059,0.09345
2000,Single-person household,Tenant,Inexpensive,0.23747,563,2214,0.21974,0.25520
2000,Single-person household,Tenant,Reasonable,0.42596,1012,2214,0.40536,0.44656
2000,Single-person household,Tenant,Slightly Expensive,0.15697,385,2214,0.14181,0.17213
2000,Single-person household,Tenant,Too Expensive,0.02125,56,2214,0.01524,0.02725
2000,Couple without children,Tenant,Very Inexpensive,0.06675,132,1851,0.05537,0.07812
2000,Couple without children,Tenant,Inexpensive,0.25980,527,1851,0.23982,0.27978
2000,Couple without children,Tenant,Reasonable,0.40999,823,1851,0.38758,0.43240
2000,Couple without children,Tenant,Slightly Expensive,0.17149,324,1851,0.15432,0.18867
2000,Couple without children,Tenant,Too Expensive,0.02464,45,1851,0.01758,0.03171
2000,Single parent,Tenant,Very Inexpensive,0.06829,36,515,0.04648,0.09009
2000,Single parent,Tenant,Inexpensive,0.20396,111,515,0.16913,0.23880
2000,Single parent,Tenant,Reasonable,0.41163,236,515,0.36909,0.45418
2000,Single parent,Tenant,Slightly Expensive,0.23333,132,515,0.19677,0.26990
2000,Couple with children,Tenant,Very Inexpensive,0.07940,147,1962,0.06743,0.09136
2000,Couple with children,Tenant,Inexpensive,0.24401,499,1962,0.22500,0.26302
2000,Couple with children,Tenant,Reasonable,0.40130,833,1962,0.37960,0.42299
2000,Couple with children,Tenant,Slightly Expensive,0.18993,413,1962,0.17257,0.20729
2000,Couple with children,Tenant,Too Expensive,0.03542,70,1962,0.02724,0.04360
2000,Other Combinations,Tenant,Reasonable,0.38565,32,32,0.21430,0.55700
2001,Single-person household,Tenant,Very Inexpensive,0.07499,156,1968,0.06335,0.08662
2001,Single-person household,Tenant,Inexpensive,0.24368,519,1968,0.22471,0.26265
2001,Single-person household,Tenant,Reasonable,0.42245,918,1968,0.40062,0.44428
2001,Single-person household,Tenant,Slightly Expensive,0.15292,339,1968,0.13701,0.16882
2001,Single-person household,Tenant,Too Expensive,0.01596,36,1968,0.01042,0.02149
2001,Couple without children,Tenant,Very Inexpensive,0.07014,136,1674,0.05791,0.08238
2001,Couple without children,Tenant,Inexpensive,0.24328,460,1674,0.22272,0.26384
2001,Couple without children,Tenant,Reasonable,0.43607,783,1674,0.41230,0.45983
2001,Couple without children,Tenant,Slightly Expensive,0.17417,295,1674,0.15599,0.19234
2001,Single parent,Tenant,Inexpensive,0.21109,107,449,0.17330,0.24888
2001,Single parent,Tenant,Reasonable,0.43474,224,449,0.38884,0.48065
2001,Single parent,Tenant,Slightly Expensive,0.23025,118,449,0.19126,0.26923
2001,Couple with children,Tenant,Very Inexpensive,0.07499,131,1752,0.06266,0.08733
2001,Couple with children,Tenant,Inexpensive,0.22765,419,1752,0.20801,0.24729
2001,Couple with children,Tenant,Reasonable,0.44130,815,1752,0.41804,0.46456
2001,Couple with children,Tenant,Slightly Expensive,0.17833,333,1752,0.16040,0.19626
2001,Couple with children,Tenant,Too Expensive,0.03061,54,1752,0.02254,0.03868
2002,Single-person household,Tenant,Very Inexpensive,0.07630,160,1983,0.06461,0.08799
2002,Single-person household,Tenant,Inexpensive,0.23465,523,1983,0.21599,0.25331
2002,Single-person household,Tenant,Reasonable,0.42089,906,1983,0.39915,0.44262
2002,Single-person household,Tenant,Slightly Expensive,0.14977,339,1983,0.13406,0.16548
2002,Single-person household,Tenant,Too Expensive,0.02733,55,1983,0.02015,0.03451
2002,Couple without children,Tenant,Very Inexpensive,0.06669,130,1689,0.05479,0.07859
2002,Couple without children,Tenant,Inexpensive,0.25323,484,1689,0.23249,0.27398
2002,Couple without children,Tenant,Reasonable,0.42027,775,1689,0.39672,0.44381
2002,Couple without children,Tenant,Slightly Expensive,0.17495,300,1689,0.15682,0.19307
2002,Single parent,Tenant,Inexpensive,0.18332,88,428,0.14661,0.22002
2002,Single parent,Tenant,Reasonable,0.41380,221,428,0.36708,0.46051
2002,Single parent,Tenant,Slightly Expensive,0.24901,119,428,0.20799,0.29002
2002,Couple with children,Tenant,Very Inexpensive,0.06865,118,1660,0.05648,0.08082
2002,Couple with children,Tenant,Inexpensive,0.22158,386,1660,0.20160,0.24157
2002,Couple with children,Tenant,Reasonable,0.44872,784,1660,0.42478,0.47265
2002,Couple with children,Tenant,Slightly Expensive,0.18137,319,1660,0.16283,0.19992
2002,Couple with children,Tenant,Too Expensive,0.03338,53,1660,0.02474,0.04203
2005,Single-person household,Tenant,Very Inexpensive,0.05096,122,1905,0.04108,0.06083
