,Unnamed: 0,year,bula_h,hhtyp,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
35,35,1985,North Rhine-Westphalia,Single-person household,Inexpensive,0.25553,64,1891,0.23267,0.27507
36,36,1985,North Rhine-Westphalia,Single-person household,Reasonable,0.4858,125,1891,0.45254,0.51808
37,37,1985,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.12532,39,1891,0.10707,0.1444
38,38,1985,North Rhine-Westphalia,Couple without children,Inexpensive,0.31188,59,1891,0.28343,0.33977
39,39,1985,North Rhine-Westphalia,Couple without children,Reasonable,0.54252,105,1891,0.50025,0.5859
40,40,1985,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.1456,32,1891,0.11441,0.17511
41,41,1985,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.10614,33,1891,0.08757,0.12462
42,42,1985,North Rhine-Westphalia,Couple with children,Inexpensive,0.33822,126,1891,0.30403,0.37324
43,43,1985,North Rhine-Westphalia,Couple with children,Reasonable,0.43128,168,1891,0.38879,0.47715
44,44,1985,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.12437,57,1891,0.10126,0.153
45,45,1985,Hesse,Couple without children,Reasonable,1.0,31,1891,0.80701,1.17288
46,46,1985,Hesse,Couple with children,Inexpensive,0.45753,39,1891,0.35944,0.57046
47,47,1985,Hesse,Couple with children,Reasonable,0.54247,65,1891,0.39779,0.65981
48,48,1985,"Rhineland-Palatinate, Saarland",Couple with children,Reasonable,1.0,31,1891,0.73698,1.21256
49,49,1985,Baden-Wuerttemberg,Single-person household,Inexpensive,0.43056,35,1891,0.36941,0.48129
50,50,1985,Baden-Wuerttemberg,Single-person household,Reasonable,0.56944,48,1891,0.48294,0.64633
51,51,1985,Baden-Wuerttemberg,Couple without children,Reasonable,1.0,52,1891,0.79668,1.17518
52,52,1985,Baden-Wuerttemberg,Couple with children,Inexpensive,0.36528,71,1891,0.30277,0.43513
53,53,1985,Baden-Wuerttemberg,Couple with children,Reasonable,0.43776,132,1891,0.34257,0.51421
54,54,1985,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.19696,53,1891,0.13851,0.24922
55,55,1985,Bavaria,Single-person household,Inexpensive,0.34825,32,1891,0.30188,0.39448
56,56,1985,Bavaria,Single-person household,Reasonable,0.65175,56,1891,0.59293,0.70015
57,57,1985,Bavaria,Couple without children,Inexpensive,0.40864,32,1891,0.35984,0.45082
58,58,1985,Bavaria,Couple without children,Reasonable,0.59136,56,1891,0.51826,0.67301
59,59,1985,Bavaria,Couple with children,Inexpensive,0.2466,39,1891,0.19721,0.29887
60,60,1985,Bavaria,Couple with children,Reasonable,0.47972,82,1891,0.40654,0.55
61,61,1985,Bavaria,Couple with children,Slightly Expensive,0.27368,51,1891,0.21271,0.33056
62,62,1985,Berlin,Single-person household,Reasonable,1.0,37,1891,0.89818,1.09286
63,63,1986,Lower Saxony,Couple without children,Reasonable,1.0,40,1617,0.80347,1.17207
64,64,1986,North Rhine-Westphalia,Single-person household,Inexpensive,0.25291,53,1617,0.22533,0.28092
65,65,1986,North Rhine-Westphalia,Single-person household,Reasonable,0.568,110,1617,0.52897,0.59956
66,66,1986,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.17909,48,1617,0.14862,0.20251
67,67,1986,North Rhine-Westphalia,Couple without children,Inexpensive,0.45383,75,1617,0.40723,0.50115
68,68,1986,North Rhine-Westphalia,Couple without children,Reasonable,0.54617,99,1617,0.49974,0.60014
69,69,1986,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.13168,36,1617,0.10755,0.15105
70,70,1986,North Rhine-Westphalia,Couple with children,Inexpensive,0.27111,99,1617,0.23754,0.30418
71,71,1986,North Rhine-Westphalia,Couple with children,Reasonable,0.45326,171,1617,0.39183,0.50478
72,72,1986,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.14395,66,1617,0.11339,0.17569
73,73,1986,Hesse,Single-person household,Reasonable,1.0,32,1617,0.79461,1.20078
74,74,1986,Hesse,Couple with children,Inexpensive,0.49187,44,1617,0.391,0.57746
75,75,1986,Hesse,Couple with children,Reasonable,0.30784,46,1617,0.21399,0.40316
76,76,1986,Hesse,Couple with children,Slightly Expensive,0.20029,32,1617,0.12512,0.27863
77,77,1986,Baden-Wuerttemberg,Single-person household,Reasonable,1.0,51,1617,0.80951,1.17234
78,78,1986,Baden-Wuerttemberg,Couple without children,Reasonable,1.0,52,1617,0.81087,1.25298
79,79,1986,Baden-Wuerttemberg,Couple with children,Inexpensive,0.39819,73,1617,0.31732,0.45982
80,80,1986,Baden-Wuerttemberg,Couple with children,Reasonable,0.47428,125,1617,0.3997,0.54557
81,81,1986,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.12753,45,1617,0.08337,0.17944
82,82,1986,Bavaria,Single-person household,Inexpensive,0.4906,40,1617,0.44695,0.53718
83,83,1986,Bavaria,Single-person household,Reasonable,0.5094,47,1617,0.4534,0.56781
84,84,1986,Bavaria,Couple without children,Inexpensive,0.53456,38,1617,0.45643,0.60409
85,85,1986,Bavaria,Couple without children,Reasonable,0.46544,37,1617,0.37852,0.5606
86,86,1986,Bavaria,Couple with children,Inexpensive,0.52997,54,1617,0.4477,0.60321
87,87,1986,Bavaria,Couple with children,Reasonable,0.47003,67,1617,0.36781,0.58228
88,88,1986,Berlin,Single-person household,Reasonable,1.0,37,1617,0.90028,1.0943
89,89,1987,Lower Saxony,Single-person household,Reasonable,1.0,34,1642,0.85817,1.1181
90,90,1987,Lower Saxony,Couple with children,Reasonable,1.0,31,1642,0.76928,1.1881
91,91,1987,North Rhine-Westphalia,Single-person household,Inexpensive,0.34241,72,1642,0.31619,0.37375
92,92,1987,North Rhine-Westphalia,Single-person household,Reasonable,0.51198,105,1642,0.47531,0.55288
93,93,1987,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.14561,35,1642,0.1241,0.16591
94,94,1987,North Rhine-Westphalia,Couple without children,Inexpensive,0.31931,52,1642,0.26946,0.37171
95,95,1987,North Rhine-Westphalia,Couple without children,Reasonable,0.68069,99,1642,0.61887,0.73825
96,96,1987,North Rhine-Westphalia,Couple with children,Inexpensive,0.34378,104,1642,0.29723,0.38913
97,97,1987,North Rhine-Westphalia,Couple with children,Reasonable,0.48484,169,1642,0.43036,0.54585
98,98,1987,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.17139,61,1642,0.14016,0.20698
99,99,1987,Hesse,Single-person household,Reasonable,1.0,34,1642,0.8621,1.12683
100,100,1987,Hesse,Couple without children,Reasonable,1.0,31,1642,0.80475,1.17641
101,101,1987,Hesse,Couple with children,Inexpensive,0.33781,38,1642,0.2341,0.44108
102,102,1987,Hesse,Couple with children,Reasonable,0.66219,64,1642,0.50994,0.81513
103,103,1987,Baden-Wuerttemberg,Single-person household,Inexpensive,0.46583,33,1642,0.3611,0.54056
104,104,1987,Baden-Wuerttemberg,Single-person household,Reasonable,0.53417,38,1642,0.43557,0.62869
105,105,1987,Baden-Wuerttemberg,Couple without children,Inexpensive,0.54145,34,1642,0.41382,0.67387
106,106,1987,Baden-Wuerttemberg,Couple without children,Reasonable,0.45855,35,1642,0.33218,0.57763
107,107,1987,Baden-Wuerttemberg,Couple with children,Inexpensive,0.36149,78,1642,0.28932,0.4302
108,108,1987,Baden-Wuerttemberg,Couple with children,Reasonable,0.51416,119,1642,0.43031,0.59796
109,109,1987,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.12434,41,1642,0.08245,0.16917
110,110,1987,Bavaria,Single-person household,Inexpensive,0.36665,31,1642,0.32069,0.405
111,111,1987,Bavaria,Single-person household,Reasonable,0.63335,55,1642,0.56834,0.69143
112,112,1987,Bavaria,Couple without children,Inexpensive,0.49688,43,1642,0.43341,0.57699
113,113,1987,Bavaria,Couple without children,Reasonable,0.50312,43,1642,0.43116,0.57361
114,114,1987,Bavaria,Couple with children,Inexpensive,0.4844,58,1642,0.40823,0.56506
115,115,1987,Bavaria,Couple with children,Reasonable,0.5156,67,1642,0.42024,0.62281
116,116,1987,Berlin,Single-person household,Reasonable,1.0,38,1642,0.91195,1.09192
117,117,1988,Lower Saxony,Single-person household,Reasonable,1.0,38,1562,0.89495,1.1103
118,118,1988,Lower Saxony,Couple without children,Reasonable,1.0,35,1562,0.84444,1.15824
119,119,1988,North Rhine-Westphalia,Single-person household,Inexpensive,0.30887,58,1562,0.28007,0.34048
120,120,1988,North Rhine-Westphalia,Single-person household,Reasonable,0.49135,89,1562,0.45305,0.53019
121,121,1988,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.19978,41,1562,0.17233,0.22559
122,122,1988,North Rhine-Westphalia,Couple without children,Inexpensive,0.38356,62,1562,0.34415,0.42155
123,123,1988,North Rhine-Westphalia,Couple without children,Reasonable,0.61644,108,1562,0.55563,0.68388
124,124,1988,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.12995,35,1562,0.10742,0.14722
125,125,1988,North Rhine-Westphalia,Couple with children,Inexpensive,0.30534,90,1562,0.26963,0.34338
126,126,1988,North Rhine-Westphalia,Couple with children,Reasonable,0.46281,164,1562,0.40786,0.51761
127,127,1988,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.1019,51,1562,0.07684,0.12767
128,128,1988,Hesse,Couple with children,Inexpensive,0.50031,44,1562,0.39262,0.62909
129,129,1988,Hesse,Couple with children,Reasonable,0.49969,52,1562,0.36977,0.66599
130,130,1988,Baden-Wuerttemberg,Single-person household,Inexpensive,0.42895,36,1562,0.34281,0.51728
131,131,1988,Baden-Wuerttemberg,Single-person household,Reasonable,0.57105,44,1562,0.46777,0.67701
132,132,1988,Baden-Wuerttemberg,Couple without children,Inexpensive,0.48704,39,1562,0.36055,0.61813
133,133,1988,Baden-Wuerttemberg,Couple without children,Reasonable,0.51296,42,1562,0.39593,0.64062
134,134,1988,Baden-Wuerttemberg,Couple with children,Inexpensive,0.31258,57,1562,0.25318,0.36983
135,135,1988,Baden-Wuerttemberg,Couple with children,Reasonable,0.57357,124,1562,0.46978,0.68736
136,136,1988,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.11385,40,1562,0.07629,0.15778
137,137,1988,Bavaria,Single-person household,Inexpensive,0.44031,37,1562,0.39719,0.47902
138,138,1988,Bavaria,Single-person household,Reasonable,0.55969,52,1562,0.51584,0.61886
139,139,1988,Bavaria,Couple without children,Inexpensive,0.44309,32,1562,0.37821,0.50096
140,140,1988,Bavaria,Couple without children,Reasonable,0.55691,42,1562,0.45954,0.64917
141,141,1988,Bavaria,Couple with children,Inexpensive,0.47081,52,1562,0.39178,0.55263
142,142,1988,Bavaria,Couple with children,Reasonable,0.52919,67,1562,0.4342,0.63179
143,143,1988,Berlin,Single-person household,Reasonable,1.0,31,1562,0.89431,1.14326
144,144,1989,Lower Saxony,Single-person household,Reasonable,1.0,34,1470,0.8813,1.10065
145,145,1989,Lower Saxony,Couple without children,Reasonable,1.0,40,1470,0.83652,1.16145
146,146,1989,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.18513,31,1470,0.15839,0.21005
147,147,1989,North Rhine-Westphalia,Single-person household,Inexpensive,0.29877,55,1470,0.2669,0.33807
148,148,1989,North Rhine-Westphalia,Single-person household,Reasonable,0.5161,89,1470,0.47854,0.55094
149,149,1989,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.1829,31,1470,0.15009,0.20797
150,150,1989,North Rhine-Westphalia,Couple without children,Inexpensive,0.34241,63,1470,0.3013,0.38639
151,151,1989,North Rhine-Westphalia,Couple without children,Reasonable,0.47469,89,1470,0.41863,0.52963
152,152,1989,North Rhine-Westphalia,Couple with children,Inexpensive,0.39971,101,1470,0.34944,0.44981
153,153,1989,North Rhine-Westphalia,Couple with children,Reasonable,0.45205,141,1470,0.39881,0.50806
154,154,1989,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.14825,57,1470,0.11416,0.19027
155,155,1989,Hesse,Couple with children,Inexpensive,0.42787,38,1470,0.33158,0.56795
156,156,1989,Hesse,Couple with children,Reasonable,0.57213,58,1470,0.43751,0.73644
157,157,1989,Baden-Wuerttemberg,Single-person household,Inexpensive,0.46781,33,1470,0.36958,0.55037
158,158,1989,Baden-Wuerttemberg,Single-person household,Reasonable,0.53219,38,1470,0.42263,0.63632
159,159,1989,Baden-Wuerttemberg,Couple without children,Inexpensive,0.61743,44,1470,0.48892,0.75158
160,160,1989,Baden-Wuerttemberg,Couple without children,Reasonable,0.38257,32,1470,0.27348,0.49757
161,161,1989,Baden-Wuerttemberg,Couple with children,Inexpensive,0.41221,69,1470,0.31581,0.50035
162,162,1989,Baden-Wuerttemberg,Couple with children,Reasonable,0.43287,92,1470,0.3449,0.53745
163,163,1989,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.15493,45,1470,0.10098,0.2111
164,164,1989,Bavaria,Single-person household,Inexpensive,0.40192,40,1470,0.36102,0.44702
165,165,1989,Bavaria,Single-person household,Reasonable,0.59808,60,1470,0.53919,0.64838
166,166,1989,Bavaria,Couple without children,Reasonable,1.0,35,1470,0.75025,1.22103
167,167,1989,Bavaria,Couple with children,Inexpensive,0.37619,55,1470,0.30431,0.44755
168,168,1989,Bavaria,Couple with children,Reasonable,0.62381,65,1470,0.5302,0.71866
169,169,1989,Berlin,Single-person household,Reasonable,1.0,35,1470,0.90231,1.08398
170,170,1990,Lower Saxony,Single-person household,Reasonable,1.0,40,2151,0.87488,1.1403
171,171,1990,Lower Saxony,Couple without children,Reasonable,1.0,32,2151,0.84816,1.1552
172,172,1990,North Rhine-Westphalia,Single-person household,Inexpensive,0.32525,51,2151,0.27144,0.37415
173,173,1990,North Rhine-Westphalia,Single-person household,Reasonable,0.67475,91,2151,0.62094,0.71852
174,174,1990,North Rhine-Westphalia,Couple without children,Inexpensive,0.43863,76,2151,0.38418,0.48837
175,175,1990,North Rhine-Westphalia,Couple without children,Reasonable,0.56137,93,2151,0.49793,0.62053
176,176,1990,North Rhine-Westphalia,Couple with children,Inexpensive,0.40231,100,2151,0.35721,0.45087
177,177,1990,North Rhine-Westphalia,Couple with children,Reasonable,0.46033,129,2151,0.4046,0.52223
178,178,1990,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.13736,46,2151,0.10613,0.1732
179,179,1990,Hesse,Couple with children,Inexpensive,0.49768,49,2151,0.37057,0.62612
180,180,1990,Hesse,Couple with children,Reasonable,0.50232,49,2151,0.38011,0.6414
181,181,1990,Baden-Wuerttemberg,Single-person household,Inexpensive,0.46152,31,2151,0.36352,0.55495
182,182,1990,Baden-Wuerttemberg,Single-person household,Reasonable,0.53848,35,2151,0.42716,0.631
183,183,1990,Baden-Wuerttemberg,Couple without children,Reasonable,1.0,39,2151,0.74066,1.28924
184,184,1990,Baden-Wuerttemberg,Couple with children,Inexpensive,0.47374,76,2151,0.38524,0.58004
185,185,1990,Baden-Wuerttemberg,Couple with children,Reasonable,0.42931,92,2151,0.3272,0.52055
186,186,1990,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.09696,34,2151,0.06546,0.14868
187,187,1990,Bavaria,Single-person household,Inexpensive,0.52992,49,2151,0.46741,0.58462
188,188,1990,Bavaria,Single-person household,Reasonable,0.47008,43,2151,0.41638,0.51787
189,189,1990,Bavaria,Couple without children,Inexpensive,0.40546,32,2151,0.31098,0.49733
190,190,1990,Bavaria,Couple without children,Reasonable,0.59454,39,2151,0.49861,0.71756
191,191,1990,Bavaria,Couple with children,Inexpensive,0.49283,62,2151,0.40077,0.58016
192,192,1990,Bavaria,Couple with children,Reasonable,0.50717,58,2151,0.4175,0.60566
193,193,1990,Berlin,Single-person household,Reasonable,1.0,44,2151,0.84163,1.15327
194,194,1990,Berlin,Couple with children,Inexpensive,0.3579,31,2151,0.27701,0.45874
195,195,1990,Berlin,Couple with children,Reasonable,0.6421,63,2151,0.55632,0.73497
196,196,1990,Brandenburg,Couple with children,Inexpensive,0.52963,43,2151,0.46194,0.60296
197,197,1990,Brandenburg,Couple with children,Reasonable,0.47037,39,2151,0.42524,0.51548
198,198,1990,Mecklenburg-Western Pomerania,Couple with children,Reasonable,1.0,35,2151,0.8984,1.16061
199,199,1990,Saxony,Single-person household,Reasonable,1.0,31,2151,0.8758,1.11182
200,200,1990,Saxony,Couple without children,Very Inexpensive,0.28098,35,2151,0.26552,0.29594
201,201,1990,Saxony,Couple without children,Inexpensive,0.36376,42,2151,0.32372,0.40662
202,202,1990,Saxony,Couple without children,Reasonable,0.35526,43,2151,0.32432,0.38673
203,203,1990,Saxony,Couple with children,Very Inexpensive,0.26493,59,2151,0.24561,0.28307
204,204,1990,Saxony,Couple with children,Inexpensive,0.31928,72,2151,0.30059,0.33752
205,205,1990,Saxony,Couple with children,Reasonable,0.41579,89,2151,0.39499,0.4397
206,206,1990,Saxony-Anhalt,Couple with children,Very Inexpensive,0.28384,35,2151,0.25177,0.31304
207,207,1990,Saxony-Anhalt,Couple with children,Inexpensive,0.37789,43,2151,0.33825,0.42663
208,208,1990,Saxony-Anhalt,Couple with children,Reasonable,0.33827,38,2151,0.29321,0.38571
209,209,1990,Thuringa,Couple with children,Inexpensive,0.52994,31,2151,0.45569,0.62088
210,210,1990,Thuringa,Couple with children,Reasonable,0.47006,32,2151,0.4171,0.52751
211,211,1991,Lower Saxony,Single-person household,Reasonable,1.0,47,2049,0.8808,1.12794
212,212,1991,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.18473,32,2049,0.15698,0.20804
213,213,1991,North Rhine-Westphalia,Single-person household,Inexpensive,0.30585,56,2049,0.27202,0.34117
214,214,1991,North Rhine-Westphalia,Single-person household,Reasonable,0.50942,94,2049,0.46819,0.54801
215,215,1991,North Rhine-Westphalia,Couple without children,Inexpensive,0.50984,83,2049,0.44945,0.56753
216,216,1991,North Rhine-Westphalia,Couple without children,Reasonable,0.49016,78,2049,0.42609,0.5564
217,217,1991,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.1548,40,2049,0.12436,0.18343
218,218,1991,North Rhine-Westphalia,Couple with children,Inexpensive,0.35565,100,2049,0.30793,0.39821
219,219,1991,North Rhine-Westphalia,Couple with children,Reasonable,0.39166,129,2049,0.34076,0.44276
220,220,1991,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.09789,39,2049,0.07389,0.1226
221,221,1991,Hesse,Couple without children,Inexpensive,1.0,31,2049,0.82844,1.18036
222,222,1991,Hesse,Couple with children,Inexpensive,0.41969,34,2049,0.28531,0.56754
223,223,1991,Hesse,Couple with children,Reasonable,0.58031,50,2049,0.42218,0.7597
224,224,1991,Baden-Wuerttemberg,Single-person household,Reasonable,1.0,34,2049,0.75482,1.21885
225,225,1991,Baden-Wuerttemberg,Couple without children,Inexpensive,0.52516,37,2049,0.39527,0.68488
226,226,1991,Baden-Wuerttemberg,Couple without children,Reasonable,0.47484,33,2049,0.36302,0.62093
227,227,1991,Baden-Wuerttemberg,Couple with children,Inexpensive,0.37966,71,2049,0.29974,0.45288
228,228,1991,Baden-Wuerttemberg,Couple with children,Reasonable,0.47635,96,2049,0.37899,0.59178
229,229,1991,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.144,34,2049,0.09434,0.21262
230,230,1991,Bavaria,Single-person household,Inexpensive,0.47878,43,2049,0.41269,0.52595
231,231,1991,Bavaria,Single-person household,Reasonable,0.52122,43,2049,0.46536,0.57798
232,232,1991,Bavaria,Couple without children,Inexpensive,0.50819,35,2049,0.40777,0.60015
233,233,1991,Bavaria,Couple without children,Reasonable,0.49181,36,2049,0.3973,0.60924
234,234,1991,Bavaria,Couple with children,Inexpensive,0.53384,50,2049,0.44066,0.64451
235,235,1991,Bavaria,Couple with children,Reasonable,0.46616,56,2049,0.38309,0.55712
236,236,1991,Berlin,Single-person household,Reasonable,1.0,35,2049,0.87395,1.11443
237,237,1991,Berlin,Couple with children,Inexpensive,0.49508,36,2049,0.40627,0.59865
238,238,1991,Berlin,Couple with children,Reasonable,0.50492,45,2049,0.40249,0.64824
239,239,1991,Brandenburg,Couple with children,Inexpensive,1.0,54,2049,0.89167,1.12598
240,240,1991,Mecklenburg-Western Pomerania,Couple with children,Reasonable,1.0,31,2049,0.92083,1.06363
241,241,1991,Saxony,Single-person household,Inexpensive,1.0,33,2049,0.91086,1.09748
242,242,1991,Saxony,Couple without children,Very Inexpensive,0.45036,37,2049,0.40585,0.49301
243,243,1991,Saxony,Couple without children,Inexpensive,0.54964,43,2049,0.51961,0.58134
244,244,1991,Saxony,Couple with children,Very Inexpensive,0.33272,70,2049,0.3098,0.35637
245,245,1991,Saxony,Couple with children,Inexpensive,0.36083,71,2049,0.33489,0.38566
246,246,1991,Saxony,Couple with children,Reasonable,0.30644,60,2049,0.27854,0.33845
247,247,1991,Saxony-Anhalt,Single-person household,Inexpensive,1.0,31,2049,0.88438,1.12219
248,248,1991,Saxony-Anhalt,Couple with children,Very Inexpensive,0.46379,45,2049,0.40684,0.52332
249,249,1991,Saxony-Anhalt,Couple with children,Inexpensive,0.53621,44,2049,0.47384,0.60867
250,250,1991,Thuringa,Couple with children,Inexpensive,1.0,33,2049,0.87668,1.12006
251,251,1992,Lower Saxony,Single-person household,Reasonable,1.0,43,1932,0.88043,1.10698
252,252,1992,Lower Saxony,Couple with children,Reasonable,1.0,33,1932,0.74484,1.28036
253,253,1992,North Rhine-Westphalia,Single-person household,Inexpensive,0.40267,73,1932,0.35187,0.44306
254,254,1992,North Rhine-Westphalia,Single-person household,Reasonable,0.59733,85,1932,0.54725,0.63566
255,255,1992,North Rhine-Westphalia,Couple without children,Inexpensive,0.50261,71,1932,0.4343,0.57274
256,256,1992,North Rhine-Westphalia,Couple without children,Reasonable,0.49739,81,1932,0.43518,0.5615
257,257,1992,North Rhine-Westphalia,Couple with children,Inexpensive,0.42443,100,1932,0.36261,0.48476
258,258,1992,North Rhine-Westphalia,Couple with children,Reasonable,0.47035,123,1932,0.41081,0.55794
259,259,1992,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.10522,38,1932,0.07643,0.13741
260,260,1992,Hesse,Couple without children,Inexpensive,1.0,33,1932,0.77324,1.25592
261,261,1992,Hesse,Couple with children,Inexpensive,0.4566,35,1932,0.34042,0.61121
262,262,1992,Hesse,Couple with children,Reasonable,0.5434,44,1932,0.36316,0.74293
263,263,1992,Baden-Wuerttemberg,Single-person household,Inexpensive,1.0,34,1932,0.80987,1.21575
264,264,1992,Baden-Wuerttemberg,Couple without children,Inexpensive,0.55263,32,1932,0.43743,0.70958
265,265,1992,Baden-Wuerttemberg,Couple without children,Reasonable,0.44737,40,1932,0.34872,0.574
266,266,1992,Baden-Wuerttemberg,Couple with children,Inexpensive,0.5275,72,1932,0.40727,0.64506
267,267,1992,Baden-Wuerttemberg,Couple with children,Reasonable,0.4725,81,1932,0.37302,0.60077
268,268,1992,Bavaria,Single-person household,Inexpensive,1.0,49,1932,0.85597,1.15363
269,269,1992,Bavaria,Couple without children,Inexpensive,0.4646,34,1932,0.37694,0.56138
270,270,1992,Bavaria,Couple without children,Reasonable,0.5354,45,1932,0.43988,0.63426
271,271,1992,Bavaria,Couple with children,Inexpensive,0.50096,50,1932,0.38899,0.63609
272,272,1992,Bavaria,Couple with children,Reasonable,0.49904,55,1932,0.40029,0.59741
273,273,1992,Berlin,Single-person household,Reasonable,1.0,39,1932,0.84154,1.15956
274,274,1992,Berlin,Couple without children,Reasonable,1.0,32,1932,0.88263,1.13031
275,275,1992,Berlin,Couple with children,Reasonable,1.0,54,1932,0.80839,1.15447
276,276,1992,Brandenburg,Couple with children,Reasonable,0.5322,40,1932,0.4861,0.58765
277,277,1992,Brandenburg,Couple with children,Slightly Expensive,0.4678,34,1932,0.39327,0.56331
278,278,1992,Mecklenburg-Western Pomerania,Couple with children,Reasonable,1.0,37,1932,0.88157,1.13491
279,279,1992,Saxony,Single-person household,Reasonable,1.0,35,1932,0.88156,1.10176
280,280,1992,Saxony,Couple without children,Reasonable,0.65024,66,1932,0.60538,0.70225
281,281,1992,Saxony,Couple without children,Slightly Expensive,0.34976,32,1932,0.31194,0.39753
282,282,1992,Saxony,Couple with children,Reasonable,0.71402,103,1932,0.67966,0.75358
283,283,1992,Saxony,Couple with children,Slightly Expensive,0.28598,41,1932,0.25508,0.31527
