year,regtyp,rentown,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Rural regions,Tenant,Inexpensive,0.21553,250,1126,0.19150,0.23956
1996,Rural regions,Tenant,Reasonable,0.42770,524,1126,0.39879,0.45661
1996,Rural regions,Tenant,Slightly Expensive,0.16310,229,1126,0.14151,0.18469
1996,Rural regions,Tenant,Too Expensive,0.03157,44,1126,0.02135,0.04179
1997,Urban regions,Tenant,Very Inexpensive,0.08904,227,2785,0.07846,0.09962
1997,Urban regions,Tenant,Inexpensive,0.24119,686,2785,0.22530,0.25708
1997,Urban regions,Tenant,Reasonable,0.41436,1240,2785,0.39606,0.43266
1997,Urban regions,Tenant,Slightly Expensive,0.17239,523,2785,0.15836,0.18642
1997,Urban regions,Tenant,Too Expensive,0.02507,109,2785,0.01926,0.03088
1997,Rural regions,Tenant,Very Inexpensive,0.08995,98,1083,0.07291,0.10700
1997,Rural regions,Tenant,Inexpensive,0.20198,227,1083,0.17806,0.22591
1997,Rural regions,Tenant,Reasonable,0.42190,510,1083,0.39247,0.45133
1997,Rural regions,Tenant,Slightly Expensive,0.15765,208,1083,0.13594,0.17937
1997,Rural regions,Tenant,Too Expensive,0.03138,40,1083,0.02099,0.04177
1998,Urban regions,Tenant,Very Inexpensive,0.07870,246,3083,0.06920,0.08821
1998,Urban regions,Tenant,Inexpensive,0.24882,785,3083,0.23355,0.26408
1998,Urban regions,Tenant,Reasonable,0.39886,1311,3083,0.38158,0.41615
1998,Urban regions,Tenant,Slightly Expensive,0.18745,640,3083,0.17367,0.20123
1998,Urban regions,Tenant,Too Expensive,0.02593,101,3083,0.02032,0.03154
1998,Rural regions,Tenant,Very Inexpensive,0.07606,86,1159,0.06079,0.09133
1998,Rural regions,Tenant,Inexpensive,0.21448,272,1159,0.19084,0.23812
1998,Rural regions,Tenant,Reasonable,0.41176,527,1159,0.38342,0.44011
1998,Rural regions,Tenant,Slightly Expensive,0.17453,231,1159,0.15267,0.19639
1998,Rural regions,Tenant,Too Expensive,0.02698,43,1159,0.01765,0.03631
1999,Urban regions,Tenant,Very Inexpensive,0.08892,241,2918,0.07859,0.09924
1999,Urban regions,Tenant,Inexpensive,0.23370,721,2918,0.21834,0.24906
1999,Urban regions,Tenant,Reasonable,0.41666,1304,2918,0.39877,0.43455
1999,Urban regions,Tenant,Slightly Expensive,0.18445,579,2918,0.17037,0.19852
1999,Urban regions,Tenant,Too Expensive,0.02032,73,2918,0.01520,0.02544
1999,Rural regions,Tenant,Very Inexpensive,0.06977,81,1126,0.05488,0.08465
1999,Rural regions,Tenant,Inexpensive,0.20810,263,1126,0.18438,0.23182
1999,Rural regions,Tenant,Reasonable,0.40080,494,1126,0.37217,0.42944
1999,Rural regions,Tenant,Slightly Expensive,0.21005,256,1126,0.18624,0.23385
1999,Rural regions,Tenant,Too Expensive,0.01983,32,1126,0.01168,0.02798
2000,Urban regions,Tenant,Very Inexpensive,0.07240,345,4834,0.06509,0.07970
2000,Urban regions,Tenant,Inexpensive,0.24376,1250,4834,0.23166,0.25587
2000,Urban regions,Tenant,Reasonable,0.42386,2174,4834,0.40993,0.43779
2000,Urban regions,Tenant,Slightly Expensive,0.17481,917,4834,0.16411,0.18552
2000,Urban regions,Tenant,Too Expensive,0.02841,148,4834,0.02372,0.03309
2000,Rural regions,Tenant,Very Inexpensive,0.08644,172,1839,0.07359,0.09929
2000,Rural regions,Tenant,Inexpensive,0.23318,472,1839,0.21384,0.25251
2000,Rural regions,Tenant,Reasonable,0.39274,783,1839,0.37041,0.41506
2000,Rural regions,Tenant,Slightly Expensive,0.17056,367,1839,0.15337,0.18776
2000,Rural regions,Tenant,Too Expensive,0.01859,45,1839,0.01242,0.02477
2001,Urban regions,Tenant,Very Inexpensive,0.06883,310,4401,0.06135,0.07631
2001,Urban regions,Tenant,Inexpensive,0.23818,1116,4401,0.22559,0.25077
2001,Urban regions,Tenant,Reasonable,0.43471,2047,4401,0.42006,0.44936
2001,Urban regions,Tenant,Slightly Expensive,0.17391,816,4401,0.16271,0.18511
2001,Urban regions,Tenant,Too Expensive,0.02207,112,4401,0.01773,0.02641
2001,Rural regions,Tenant,Very Inexpensive,0.07692,138,1612,0.06391,0.08993
2001,Rural regions,Tenant,Inexpensive,0.23469,407,1612,0.21400,0.25539
2001,Rural regions,Tenant,Reasonable,0.41998,739,1612,0.39588,0.44408
2001,Rural regions,Tenant,Slightly Expensive,0.15748,294,1612,0.13969,0.17527
2001,Rural regions,Tenant,Too Expensive,0.01730,34,1612,0.01093,0.02367
2002,Urban regions,Tenant,Very Inexpensive,0.07216,332,4333,0.06445,0.07987
2002,Urban regions,Tenant,Inexpensive,0.23404,1085,4333,0.22143,0.24665
2002,Urban regions,Tenant,Reasonable,0.43064,2005,4333,0.41590,0.44539
2002,Urban regions,Tenant,Slightly Expensive,0.16966,777,4333,0.15849,0.18084
2002,Urban regions,Tenant,Too Expensive,0.03188,134,4333,0.02665,0.03711
2002,Rural regions,Tenant,Very Inexpensive,0.06599,110,1603,0.05383,0.07815
2002,Rural regions,Tenant,Inexpensive,0.22816,416,1603,0.20761,0.24871
2002,Rural regions,Tenant,Reasonable,0.41383,727,1603,0.38972,0.43795
2002,Rural regions,Tenant,Slightly Expensive,0.16912,313,1603,0.15077,0.18748
2002,Rural regions,Tenant,Too Expensive,0.01849,37,1603,0.01190,0.02509
2005,Urban regions,Tenant,Very Inexpensive,0.05334,234,3969,0.04635,0.06033
2005,Urban regions,Tenant,Inexpensive,0.22839,940,3969,0.21533,0.24145
2005,Urban regions,Tenant,Reasonable,0.45524,1950,3969,0.43975,0.47074
2005,Urban regions,Tenant,Slightly Expensive,0.16792,734,3969,0.15629,0.17955
2005,Urban regions,Tenant,Too Expensive,0.02830,111,3969,0.02314,0.03346
2005,Rural regions,Tenant,Very Inexpensive,0.07061,110,1424,0.05730,0.08392
2005,Rural regions,Tenant,Inexpensive,0.20044,329,1424,0.17964,0.22124
2005,Rural regions,Tenant,Reasonable,0.41159,672,1424,0.38602,0.43716
2005,Rural regions,Tenant,Slightly Expensive,0.16568,275,1424,0.14636,0.18500
2005,Rural regions,Tenant,Too Expensive,0.02387,38,1424,0.01594,0.03181
2006,Urban regions,Tenant,Very Inexpensive,0.05377,250,4207,0.04696,0.06059
2006,Urban regions,Tenant,Inexpensive,0.22496,1008,4207,0.21234,0.23758
2006,Urban regions,Tenant,Reasonable,0.44341,2012,4207,0.42840,0.45842
2006,Urban regions,Tenant,Slightly Expensive,0.18662,819,4207,0.17485,0.19840
2006,Urban regions,Tenant,Too Expensive,0.02978,118,4207,0.02465,0.03492
2006,Rural regions,Tenant,Very Inexpensive,0.06379,115,1615,0.05187,0.07572
2006,Rural regions,Tenant,Inexpensive,0.22515,414,1615,0.20477,0.24553
2006,Rural regions,Tenant,Reasonable,0.41303,744,1615,0.38900,0.43705
2006,Rural regions,Tenant,Slightly Expensive,0.15945,297,1615,0.14159,0.17731
2006,Rural regions,Tenant,Too Expensive,0.02591,45,1615,0.01816,0.03366
2007,Urban regions,Tenant,Very Inexpensive,0.06065,244,3904,0.05316,0.06814
2007,Urban regions,Tenant,Inexpensive,0.21421,908,3904,0.20134,0.22708
2007,Urban regions,Tenant,Reasonable,0.45350,1888,3904,0.43788,0.46912
2007,Urban regions,Tenant,Slightly Expensive,0.17527,739,3904,0.16335,0.18720
2007,Urban regions,Tenant,Too Expensive,0.03612,125,3904,0.03027,0.04198
2007,Rural regions,Tenant,Very Inexpensive,0.06471,114,1490,0.05222,0.07721
2007,Rural regions,Tenant,Inexpensive,0.21576,374,1490,0.19487,0.23666
2007,Rural regions,Tenant,Reasonable,0.40384,684,1490,0.37892,0.42876
2007,Rural regions,Tenant,Slightly Expensive,0.16188,283,1490,0.14317,0.18058
2007,Rural regions,Tenant,Too Expensive,0.02090,35,1490,0.01363,0.02817
2008,Urban regions,Tenant,Very Inexpensive,0.06402,240,3649,0.05607,0.07196
2008,Urban regions,Tenant,Inexpensive,0.22501,883,3649,0.21146,0.23856
2008,Urban regions,Tenant,Reasonable,0.44451,1746,3649,0.42839,0.46064
2008,Urban regions,Tenant,Slightly Expensive,0.17870,687,3649,0.16627,0.19113
2008,Urban regions,Tenant,Too Expensive,0.02597,93,3649,0.02081,0.03113
2008,Rural regions,Tenant,Very Inexpensive,0.07031,112,1397,0.05690,0.08373
2008,Rural regions,Tenant,Inexpensive,0.22992,355,1397,0.20785,0.25199
2008,Rural regions,Tenant,Reasonable,0.38294,625,1397,0.35744,0.40844
2008,Rural regions,Tenant,Slightly Expensive,0.17431,254,1397,0.15440,0.19421
2008,Rural regions,Tenant,Too Expensive,0.03221,51,1397,0.02295,0.04147
2009,Urban regions,Tenant,Very Inexpensive,0.06260,227,3394,0.05445,0.07076
2009,Urban regions,Tenant,Inexpensive,0.22617,829,3394,0.21209,0.24025
2009,Urban regions,Tenant,Reasonable,0.44683,1621,3394,0.43010,0.46356
2009,Urban regions,Tenant,Slightly Expensive,0.17881,637,3394,0.16591,0.19170
2009,Urban regions,Tenant,Too Expensive,0.02476,80,3394,0.01954,0.02999
2009,Rural regions,Tenant,Very Inexpensive,0.06518,107,1340,0.05196,0.07840
2009,Rural regions,Tenant,Inexpensive,0.21191,336,1340,0.19002,0.23380
2009,Rural regions,Tenant,Reasonable,0.40826,616,1340,0.38193,0.43458
2009,Rural regions,Tenant,Slightly Expensive,0.16678,243,1340,0.14681,0.18674
2009,Rural regions,Tenant,Too Expensive,0.02492,38,1340,0.01657,0.03327
2010,Urban regions,Tenant,Very Inexpensive,0.07035,386,5013,0.06327,0.07743
2010,Urban regions,Tenant,Inexpensive,0.21584,1237,5013,0.20445,0.22723
2010,Urban regions,Tenant,Reasonable,0.44722,2270,5013,0.43345,0.46098
2010,Urban regions,Tenant,Slightly Expensive,0.18977,984,5013,0.17891,0.20063
2010,Urban regions,Tenant,Too Expensive,0.01770,136,5013,0.01405,0.02135
2010,Rural regions,Tenant,Very Inexpensive,0.07387,161,2007,0.06242,0.08531
2010,Rural regions,Tenant,Inexpensive,0.23150,527,2007,0.21304,0.24996
2010,Rural regions,Tenant,Reasonable,0.38827,890,2007,0.36694,0.40959
2010,Rural regions,Tenant,Slightly Expensive,0.16538,347,2007,0.14912,0.18164
2010,Rural regions,Tenant,Too Expensive,0.02803,82,2007,0.02081,0.03526
2011,Urban regions,Tenant,Very Inexpensive,0.06892,461,5848,0.06242,0.07541
2011,Urban regions,Tenant,Inexpensive,0.22246,1438,5848,0.21180,0.23312
2011,Urban regions,Tenant,Reasonable,0.45595,2698,5848,0.44319,0.46872
2011,Urban regions,Tenant,Slightly Expensive,0.16917,1075,5848,0.15956,0.17877
2011,Urban regions,Tenant,Too Expensive,0.02201,176,5848,0.01825,0.02577
2011,Rural regions,Tenant,Very Inexpensive,0.07577,213,2505,0.06541,0.08614
2011,Rural regions,Tenant,Inexpensive,0.23984,633,2505,0.22311,0.25656
2011,Rural regions,Tenant,Reasonable,0.38214,1114,2505,0.36311,0.40117
2011,Rural regions,Tenant,Slightly Expensive,0.16278,454,2505,0.14832,0.17724
2011,Rural regions,Tenant,Too Expensive,0.03090,91,2505,0.02412,0.03768
2012,Urban regions,Tenant,Very Inexpensive,0.06897,438,5662,0.06237,0.07557
2012,Urban regions,Tenant,Inexpensive,0.23357,1505,5662,0.22255,0.24459
2012,Urban regions,Tenant,Reasonable,0.45078,2583,5662,0.43782,0.46374
2012,Urban regions,Tenant,Slightly Expensive,0.16602,960,5662,0.15633,0.17572
2012,Urban regions,Tenant,Too Expensive,0.02462,176,5662,0.02058,0.02866
2012,Rural regions,Tenant,Very Inexpensive,0.07123,187,2532,0.06121,0.08125
2012,Rural regions,Tenant,Inexpensive,0.24055,683,2532,0.22390,0.25721
2012,Rural regions,Tenant,Reasonable,0.40429,1165,2532,0.38517,0.42341
2012,Rural regions,Tenant,Slightly Expensive,0.15141,411,2532,0.13744,0.16537
2012,Rural regions,Tenant,Too Expensive,0.02530,86,2532,0.01918,0.03141
2013,Urban regions,Tenant,Very Inexpensive,0.07122,515,6888,0.06514,0.07729
2013,Urban regions,Tenant,Inexpensive,0.24248,1752,6888,0.23236,0.25261
2013,Urban regions,Tenant,Reasonable,0.43891,3141,6888,0.42719,0.45063
2013,Urban regions,Tenant,Slightly Expensive,0.16128,1233,6888,0.15259,0.16997
2013,Urban regions,Tenant,Too Expensive,0.02574,247,6888,0.02200,0.02948
2013,Rural regions,Tenant,Very Inexpensive,0.07213,206,2776,0.06250,0.08175
2013,Rural regions,Tenant,Inexpensive,0.25927,726,2776,0.24297,0.27558
2013,Rural regions,Tenant,Reasonable,0.42653,1311,2776,0.40812,0.44493
2013,Rural regions,Tenant,Slightly Expensive,0.13370,450,2776,0.12104,0.14636
2013,Rural regions,Tenant,Too Expensive,0.01924,83,2776,0.01413,0.02436
2014,Urban regions,Tenant,Very Inexpensive,0.07827,504,5952,0.07145,0.08510
2014,Urban regions,Tenant,Inexpensive,0.25744,1543,5952,0.24633,0.26855
2014,Urban regions,Tenant,Reasonable,0.43459,2641,5952,0.42199,0.44718
2014,Urban regions,Tenant,Slightly Expensive,0.16805,1085,5952,0.15855,0.17755
2014,Urban regions,Tenant,Too Expensive,0.02231,179,5952,0.01856,0.02606
2014,Rural regions,Tenant,Very Inexpensive,0.09483,240,2547,0.08344,0.10621
2014,Rural regions,Tenant,Inexpensive,0.27496,706,2547,0.25762,0.29231
2014,Rural regions,Tenant,Reasonable,0.41094,1124,2547,0.39183,0.43005
2014,Rural regions,Tenant,Slightly Expensive,0.14312,402,2547,0.12952,0.15673
2014,Rural regions,Tenant,Too Expensive,0.02473,75,2547,0.01870,0.03077
