,Unnamed: 0,year,regtyp,sampreg,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
50,50,1990,Urban regions,East,Very Inexpensive,0.19835,134,4248,0.1803,0.21954
51,51,1990,Urban regions,East,Inexpensive,0.31893,206,4248,0.29632,0.34786
52,52,1990,Urban regions,East,Reasonable,0.40772,275,4248,0.38758,0.43533
53,53,1990,Urban regions,East,Slightly Expensive,0.075,39,4248,0.05854,0.0936
54,54,1990,Rural regions,West,Very Inexpensive,0.20562,84,4248,0.18662,0.23134
55,55,1990,Rural regions,West,Inexpensive,0.31867,137,4248,0.28349,0.35622
56,56,1990,Rural regions,West,Reasonable,0.37273,157,4248,0.33363,0.41029
57,57,1990,Rural regions,West,Slightly Expensive,0.10299,48,4248,0.08113,0.12404
58,58,1990,Rural regions,East,Very Inexpensive,0.25518,209,4248,0.23712,0.27287
59,59,1990,Rural regions,East,Inexpensive,0.34044,269,4248,0.31769,0.36078
60,60,1990,Rural regions,East,Reasonable,0.36021,279,4248,0.33744,0.38065
61,61,1990,Rural regions,East,Slightly Expensive,0.04417,33,4248,0.03701,0.051
62,62,1991,Urban regions,West,Very Inexpensive,0.14475,301,4104,0.13544,0.15467
63,63,1991,Urban regions,West,Inexpensive,0.31405,745,4104,0.30041,0.32983
64,64,1991,Urban regions,West,Reasonable,0.39534,948,4104,0.37266,0.41419
65,65,1991,Urban regions,West,Slightly Expensive,0.11902,326,4104,0.10728,0.12956
66,66,1991,Urban regions,West,Too Expensive,0.02684,94,4104,0.02011,0.03216
67,67,1991,Urban regions,East,Very Inexpensive,0.23791,137,4104,0.2164,0.2675
68,68,1991,Urban regions,East,Inexpensive,0.41859,219,4104,0.39199,0.44877
69,69,1991,Urban regions,East,Reasonable,0.3435,187,4104,0.31951,0.36833
70,70,1991,Rural regions,West,Very Inexpensive,0.21721,88,4104,0.19612,0.2398
71,71,1991,Rural regions,West,Inexpensive,0.33698,148,4104,0.30504,0.37493
72,72,1991,Rural regions,West,Reasonable,0.34689,142,4104,0.30893,0.38947
73,73,1991,Rural regions,West,Slightly Expensive,0.09891,48,4104,0.07851,0.12863
74,74,1991,Rural regions,East,Very Inexpensive,0.25217,207,4104,0.23488,0.27026
75,75,1991,Rural regions,East,Inexpensive,0.45989,307,4104,0.43345,0.48993
76,76,1991,Rural regions,East,Reasonable,0.28793,207,4104,0.26793,0.30861
77,77,1992,Urban regions,West,Very Inexpensive,0.13263,260,3907,0.12094,0.14148
78,78,1992,Urban regions,West,Inexpensive,0.33473,771,3907,0.31751,0.35205
79,79,1992,Urban regions,West,Reasonable,0.40104,892,3907,0.37744,0.41989
80,80,1992,Urban regions,West,Slightly Expensive,0.11057,311,3907,0.09914,0.12315
81,81,1992,Urban regions,West,Too Expensive,0.02103,75,3907,0.01619,0.02689
82,82,1992,Urban regions,East,Inexpensive,0.1393,72,3907,0.12279,0.15457
83,83,1992,Urban regions,East,Reasonable,0.55277,301,3907,0.52387,0.58502
84,84,1992,Urban regions,East,Slightly Expensive,0.30793,168,3907,0.28028,0.33007
85,85,1992,Rural regions,West,Very Inexpensive,0.19827,77,3907,0.17492,0.22215
86,86,1992,Rural regions,West,Inexpensive,0.31835,135,3907,0.28449,0.35399
87,87,1992,Rural regions,West,Reasonable,0.34235,137,3907,0.31057,0.38089
88,88,1992,Rural regions,West,Slightly Expensive,0.14103,61,3907,0.11403,0.16889
89,89,1992,Rural regions,East,Inexpensive,0.17071,106,3907,0.15208,0.19014
90,90,1992,Rural regions,East,Reasonable,0.55158,368,3907,0.52067,0.57743
91,91,1992,Rural regions,East,Slightly Expensive,0.27771,173,3907,0.25091,0.30349
92,92,1993,Urban regions,West,Very Inexpensive,0.12668,253,3979,0.11507,0.13845
93,93,1993,Urban regions,West,Inexpensive,0.33868,731,3979,0.32112,0.3574
94,94,1993,Urban regions,West,Reasonable,0.40389,915,3979,0.37955,0.42305
95,95,1993,Urban regions,West,Slightly Expensive,0.10936,319,3979,0.09756,0.12217
96,96,1993,Urban regions,West,Too Expensive,0.02139,89,3979,0.01591,0.02616
97,97,1993,Urban regions,East,Inexpensive,0.0982,55,3979,0.08443,0.11289
98,98,1993,Urban regions,East,Reasonable,0.4659,252,3979,0.43567,0.49974
99,99,1993,Urban regions,East,Slightly Expensive,0.31959,190,3979,0.29699,0.34163
100,100,1993,Urban regions,East,Too Expensive,0.1163,57,3979,0.0991,0.13223
101,101,1993,Rural regions,West,Very Inexpensive,0.14954,71,3979,0.12766,0.17179
102,102,1993,Rural regions,West,Inexpensive,0.36003,155,3979,0.32658,0.39724
103,103,1993,Rural regions,West,Reasonable,0.35429,150,3979,0.3117,0.39871
104,104,1993,Rural regions,West,Slightly Expensive,0.13615,52,3979,0.11089,0.16786
105,105,1993,Rural regions,East,Inexpensive,0.10065,62,3979,0.08581,0.11804
106,106,1993,Rural regions,East,Reasonable,0.46826,309,3979,0.44514,0.49897
107,107,1993,Rural regions,East,Slightly Expensive,0.34045,247,3979,0.31531,0.36406
108,108,1993,Rural regions,East,Too Expensive,0.09064,72,3979,0.08017,0.1024
109,109,1994,Urban regions,West,Very Inexpensive,0.12981,251,3875,0.11612,0.14126
110,110,1994,Urban regions,West,Inexpensive,0.30565,677,3875,0.29096,0.32341
111,111,1994,Urban regions,West,Reasonable,0.42116,945,3875,0.39956,0.43771
112,112,1994,Urban regions,West,Slightly Expensive,0.11275,328,3875,0.10246,0.12397
113,113,1994,Urban regions,West,Too Expensive,0.03063,88,3875,0.02476,0.03512
114,114,1994,Urban regions,East,Inexpensive,0.16768,76,3875,0.14675,0.19488
115,115,1994,Urban regions,East,Reasonable,0.56976,295,3875,0.528,0.60709
116,116,1994,Urban regions,East,Slightly Expensive,0.26256,144,3875,0.24545,0.2859
117,117,1994,Rural regions,West,Very Inexpensive,0.12557,59,3875,0.10379,0.14525
118,118,1994,Rural regions,West,Inexpensive,0.35292,145,3875,0.31721,0.3971
119,119,1994,Rural regions,West,Reasonable,0.40409,156,3875,0.36063,0.44717
120,120,1994,Rural regions,West,Slightly Expensive,0.11743,59,3875,0.0912,0.13866
121,121,1994,Rural regions,East,Inexpensive,0.13064,89,3875,0.1157,0.14823
122,122,1994,Rural regions,East,Reasonable,0.5135,325,3875,0.48051,0.54657
123,123,1994,Rural regions,East,Slightly Expensive,0.29997,200,3875,0.27953,0.3226
124,124,1994,Rural regions,East,Too Expensive,0.05589,38,3875,0.04485,0.06783
125,125,1995,Urban regions,West,Very Inexpensive,0.10825,232,4004,0.09823,0.11811
126,126,1995,Urban regions,West,Inexpensive,0.31645,713,4004,0.30112,0.33645
127,127,1995,Urban regions,West,Reasonable,0.4099,993,4004,0.38772,0.43056
128,128,1995,Urban regions,West,Slightly Expensive,0.13994,373,4004,0.12688,0.15518
129,129,1995,Urban regions,West,Too Expensive,0.02545,95,4004,0.02088,0.03097
130,130,1995,Urban regions,East,Inexpensive,0.21306,101,4004,0.18885,0.24026
131,131,1995,Urban regions,East,Reasonable,0.57343,269,4004,0.52939,0.61646
132,132,1995,Urban regions,East,Slightly Expensive,0.21351,96,4004,0.1903,0.23561
133,133,1995,Rural regions,West,Very Inexpensive,0.1545,66,4004,0.12992,0.17996
134,134,1995,Rural regions,West,Inexpensive,0.32324,158,4004,0.28848,0.36019
135,135,1995,Rural regions,West,Reasonable,0.39131,182,4004,0.35627,0.44459
136,136,1995,Rural regions,West,Slightly Expensive,0.13095,68,4004,0.10601,0.15221
137,137,1995,Rural regions,East,Inexpensive,0.14231,101,4004,0.12611,0.1588
138,138,1995,Rural regions,East,Reasonable,0.52161,340,4004,0.48837,0.5537
139,139,1995,Rural regions,East,Slightly Expensive,0.28845,186,4004,0.2639,0.31839
140,140,1995,Rural regions,East,Too Expensive,0.04763,31,4004,0.03957,0.05702
141,141,1996,Urban regions,West,Very Inexpensive,0.10835,227,3955,0.09805,0.11804
142,142,1996,Urban regions,West,Inexpensive,0.31602,680,3955,0.29733,0.33132
143,143,1996,Urban regions,West,Reasonable,0.3914,947,3955,0.36754,0.4142
144,144,1996,Urban regions,West,Slightly Expensive,0.16041,423,3955,0.14577,0.17571
145,145,1996,Urban regions,West,Too Expensive,0.02381,77,3955,0.0192,0.03001
146,146,1996,Urban regions,East,Inexpensive,0.21799,103,3955,0.19398,0.24277
147,147,1996,Urban regions,East,Reasonable,0.55148,263,3955,0.51296,0.59101
148,148,1996,Urban regions,East,Slightly Expensive,0.23054,115,3955,0.21,0.25659
149,149,1996,Rural regions,West,Very Inexpensive,0.09733,49,3955,0.0828,0.11447
150,150,1996,Rural regions,West,Inexpensive,0.33312,151,3955,0.2961,0.3854
151,151,1996,Rural regions,West,Reasonable,0.44205,195,3955,0.39082,0.49041
152,152,1996,Rural regions,West,Slightly Expensive,0.12749,61,3955,0.09653,0.15249
153,153,1996,Rural regions,East,Very Inexpensive,0.05193,31,3955,0.04099,0.06252
154,154,1996,Rural regions,East,Inexpensive,0.14404,101,3955,0.12855,0.1599
155,155,1996,Rural regions,East,Reasonable,0.51492,331,3955,0.47856,0.55467
156,156,1996,Rural regions,East,Slightly Expensive,0.23755,169,3955,0.21559,0.2575
157,157,1996,Rural regions,East,Too Expensive,0.05157,32,3955,0.04153,0.06348
158,158,1997,Urban regions,West,Very Inexpensive,0.10124,197,3783,0.09271,0.11079
159,159,1997,Urban regions,West,Inexpensive,0.26399,582,3783,0.24708,0.28209
160,160,1997,Urban regions,West,Reasonable,0.43348,992,3783,0.40703,0.45705
161,161,1997,Urban regions,West,Slightly Expensive,0.17593,404,3783,0.16209,0.19305
162,162,1997,Urban regions,West,Too Expensive,0.02537,93,3783,0.02073,0.0302
163,163,1997,Urban regions,East,Inexpensive,0.22566,103,3783,0.20407,0.2556
164,164,1997,Urban regions,East,Reasonable,0.52202,245,3783,0.4804,0.5626
165,165,1997,Urban regions,East,Slightly Expensive,0.25232,118,3783,0.22864,0.27766
166,166,1997,Rural regions,West,Very Inexpensive,0.12977,57,3783,0.10508,0.1525
167,167,1997,Rural regions,West,Inexpensive,0.27588,116,3783,0.23662,0.30966
168,168,1997,Rural regions,West,Reasonable,0.46548,206,3783,0.41347,0.51413
169,169,1997,Rural regions,West,Slightly Expensive,0.12887,55,3783,0.09312,0.16162
170,170,1997,Rural regions,East,Very Inexpensive,0.07416,42,3783,0.06108,0.0905
171,171,1997,Rural regions,East,Inexpensive,0.18271,112,3783,0.16461,0.20347
172,172,1997,Rural regions,East,Reasonable,0.5075,307,3783,0.47594,0.54028
173,173,1997,Rural regions,East,Slightly Expensive,0.23562,154,3783,0.21114,0.2565
174,174,1998,Urban regions,West,Very Inexpensive,0.08614,207,4219,0.07877,0.09354
175,175,1998,Urban regions,West,Inexpensive,0.26482,658,4219,0.24952,0.27849
176,176,1998,Urban regions,West,Reasonable,0.42519,1101,4219,0.4075,0.44537
177,177,1998,Urban regions,West,Slightly Expensive,0.19503,514,4219,0.18353,0.20881
178,178,1998,Urban regions,West,Too Expensive,0.02881,89,4219,0.02403,0.03377
179,179,1998,Urban regions,East,Very Inexpensive,0.06839,39,4219,0.05699,0.07803
180,180,1998,Urban regions,East,Inexpensive,0.26896,126,4219,0.23763,0.29956
181,181,1998,Urban regions,East,Reasonable,0.42925,210,4219,0.39429,0.46369
182,182,1998,Urban regions,East,Slightly Expensive,0.2334,124,4219,0.21041,0.26268
183,183,1998,Rural regions,West,Very Inexpensive,0.11205,49,4219,0.09122,0.13435
184,184,1998,Rural regions,West,Inexpensive,0.28682,135,4219,0.25504,0.32616
185,185,1998,Rural regions,West,Reasonable,0.46287,212,4219,0.40911,0.50973
186,186,1998,Rural regions,West,Slightly Expensive,0.13826,66,4219,0.1096,0.16922
187,187,1998,Rural regions,East,Very Inexpensive,0.05851,37,4219,0.04753,0.07194
188,188,1998,Rural regions,East,Inexpensive,0.19419,138,4219,0.17836,0.21231
189,189,1998,Rural regions,East,Reasonable,0.45473,315,4219,0.4228,0.48339
190,190,1998,Rural regions,East,Slightly Expensive,0.25086,167,4219,0.22142,0.27285
191,191,1998,Rural regions,East,Too Expensive,0.04172,32,4219,0.03259,0.05023
192,192,1999,Urban regions,West,Very Inexpensive,0.09764,202,4004,0.08965,0.10741
193,193,1999,Urban regions,West,Inexpensive,0.24493,591,4004,0.22962,0.25835
194,194,1999,Urban regions,West,Reasonable,0.44187,1085,4004,0.42382,0.46289
195,195,1999,Urban regions,West,Slightly Expensive,0.19378,472,4004,0.18069,0.20717
196,196,1999,Urban regions,West,Too Expensive,0.02179,65,4004,0.01707,0.02611
197,197,1999,Urban regions,East,Very Inexpensive,0.0716,39,4004,0.05727,0.08362
198,198,1999,Urban regions,East,Inexpensive,0.27155,129,4004,0.24224,0.29362
199,199,1999,Urban regions,East,Reasonable,0.44771,218,4004,0.41073,0.48392
200,200,1999,Urban regions,East,Slightly Expensive,0.20913,105,4004,0.18172,0.23424
201,201,1999,Rural regions,West,Very Inexpensive,0.11259,50,4004,0.09136,0.13585
202,202,1999,Rural regions,West,Inexpensive,0.2491,120,4004,0.21578,0.2833
203,203,1999,Rural regions,West,Reasonable,0.43467,192,4004,0.39403,0.48039
204,204,1999,Rural regions,West,Slightly Expensive,0.20363,94,4004,0.17177,0.24574
205,205,1999,Rural regions,East,Very Inexpensive,0.04236,31,4004,0.03155,0.05342
206,206,1999,Rural regions,East,Inexpensive,0.21829,144,4004,0.19986,0.24086
207,207,1999,Rural regions,East,Reasonable,0.46742,303,4004,0.43395,0.50726
208,208,1999,Rural regions,East,Slightly Expensive,0.27192,164,4004,0.24703,0.29746
209,209,2000,Urban regions,West,Very Inexpensive,0.07941,294,6662,0.0745,0.08417
210,210,2000,Urban regions,West,Inexpensive,0.25784,1038,6662,0.24922,0.26663
211,211,2000,Urban regions,West,Reasonable,0.45411,1856,6662,0.44353,0.46839
212,212,2000,Urban regions,West,Slightly Expensive,0.18012,737,6662,0.17142,0.18868
213,213,2000,Urban regions,West,Too Expensive,0.02852,115,6662,0.02509,0.03144
214,214,2000,Urban regions,East,Very Inexpensive,0.05944,51,6662,0.05117,0.0669
215,215,2000,Urban regions,East,Inexpensive,0.26657,211,6662,0.25158,0.28511
216,216,2000,Urban regions,East,Reasonable,0.413,311,6662,0.38432,0.43607
217,217,2000,Urban regions,East,Slightly Expensive,0.22053,177,6662,0.20684,0.23767
218,218,2000,Urban regions,East,Too Expensive,0.04046,32,6662,0.03397,0.04742
219,219,2000,Rural regions,West,Very Inexpensive,0.11627,97,6662,0.10413,0.12688
220,220,2000,Rural regions,West,Inexpensive,0.27394,226,6662,0.25422,0.29586
221,221,2000,Rural regions,West,Reasonable,0.45516,368,6662,0.42514,0.47912
222,222,2000,Rural regions,West,Slightly Expensive,0.15464,135,6662,0.13703,0.16921
223,223,2000,Rural regions,East,Very Inexpensive,0.07451,75,6662,0.06702,0.08413
224,224,2000,Rural regions,East,Inexpensive,0.24314,247,6662,0.22848,0.2577
225,225,2000,Rural regions,East,Reasonable,0.42293,422,6662,0.39861,0.44488
226,226,2000,Rural regions,East,Slightly Expensive,0.22878,235,6662,0.2152,0.24244
227,227,2000,Rural regions,East,Too Expensive,0.03064,35,6662,0.0258,0.03735
228,228,2001,Urban regions,West,Very Inexpensive,0.07433,264,5961,0.06858,0.0797
229,229,2001,Urban regions,West,Inexpensive,0.25161,917,5961,0.24223,0.26099
230,230,2001,Urban regions,West,Reasonable,0.46794,1732,5961,0.45274,0.48036
231,231,2001,Urban regions,West,Slightly Expensive,0.18229,664,5961,0.17436,0.19154
232,232,2001,Urban regions,West,Too Expensive,0.02383,94,5961,0.02103,0.02658
233,233,2001,Urban regions,East,Very Inexpensive,0.06912,45,5961,0.05765,0.07982
234,234,2001,Urban regions,East,Inexpensive,0.27707,197,5961,0.25973,0.2955
235,235,2001,Urban regions,East,Reasonable,0.44707,312,5961,0.42248,0.47645
236,236,2001,Urban regions,East,Slightly Expensive,0.20674,148,5961,0.18795,0.22744
237,237,2001,Rural regions,West,Very Inexpensive,0.10387,76,5961,0.08729,0.11998
238,238,2001,Rural regions,West,Inexpensive,0.26889,190,5961,0.2437,0.28977
239,239,2001,Rural regions,West,Reasonable,0.48057,332,5961,0.44598,0.51747
240,240,2001,Rural regions,West,Slightly Expensive,0.14666,102,5961,0.12495,0.16541
241,241,2001,Rural regions,East,Very Inexpensive,0.0673,63,5961,0.05778,0.07735
242,242,2001,Rural regions,East,Inexpensive,0.25845,219,5961,0.23875,0.27897
243,243,2001,Rural regions,East,Reasonable,0.46016,410,5961,0.43751,0.48132
244,244,2001,Rural regions,East,Slightly Expensive,0.21408,196,5961,0.19708,0.22778
245,245,2002,Urban regions,West,Very Inexpensive,0.08064,291,5876,0.07439,0.08652
246,246,2002,Urban regions,West,Inexpensive,0.24427,891,5876,0.23445,0.2553
247,247,2002,Urban regions,West,Reasonable,0.45954,1674,5876,0.44416,0.47436
248,248,2002,Urban regions,West,Slightly Expensive,0.18127,651,5876,0.17143,0.19043
249,249,2002,Urban regions,West,Too Expensive,0.03427,111,5876,0.02969,0.03921
250,250,2002,Urban regions,East,Very Inexpensive,0.05495,41,5876,0.0451,0.06403
251,251,2002,Urban regions,East,Inexpensive,0.2967,194,5876,0.27284,0.3239
252,252,2002,Urban regions,East,Reasonable,0.46508,325,5876,0.43332,0.49921
253,253,2002,Urban regions,East,Slightly Expensive,0.18327,125,5876,0.16259,0.20095
254,254,2002,Rural regions,West,Very Inexpensive,0.08692,55,5876,0.07134,0.09895
255,255,2002,Rural regions,West,Inexpensive,0.26693,179,5876,0.24452,0.28994
256,256,2002,Rural regions,West,Reasonable,0.47361,339,5876,0.43824,0.50855
257,257,2002,Rural regions,West,Slightly Expensive,0.17255,122,5876,0.15258,0.1877
258,258,2002,Rural regions,East,Very Inexpensive,0.06196,55,5876,0.05234,0.07241
259,259,2002,Rural regions,East,Inexpensive,0.25012,237,5876,0.22951,0.27084
260,260,2002,Rural regions,East,Reasonable,0.47341,394,5876,0.44452,0.5014
261,261,2002,Rural regions,East,Slightly Expensive,0.21451,192,5876,0.19622,0.23539
262,262,2005,Urban regions,West,Very Inexpensive,0.05973,203,5338,0.05405,0.0658
263,263,2005,Urban regions,West,Inexpensive,0.24607,786,5338,0.23154,0.25883
264,264,2005,Urban regions,West,Reasonable,0.4844,1610,5338,0.46748,0.50137
265,265,2005,Urban regions,West,Slightly Expensive,0.18021,615,5338,0.16931,0.19253
266,266,2005,Urban regions,West,Too Expensive,0.0296,94,5338,0.02543,0.03405
267,267,2005,Urban regions,East,Very Inexpensive,0.04209,31,5338,0.03222,0.05385
268,268,2005,Urban regions,East,Inexpensive,0.24629,154,5338,0.21786,0.28029
269,269,2005,Urban regions,East,Reasonable,0.52667,336,5338,0.47798,0.56464
270,270,2005,Urban regions,East,Slightly Expensive,0.18495,118,5338,0.15877,0.2096
271,271,2005,Rural regions,West,Very Inexpensive,0.09597,60,5338,0.07622,0.12113
272,272,2005,Rural regions,West,Inexpensive,0.26969,159,5338,0.23865,0.30112
273,273,2005,Rural regions,West,Reasonable,0.4765,294,5338,0.43343,0.51835
274,274,2005,Rural regions,West,Slightly Expensive,0.15784,93,5338,0.13868,0.18112
275,275,2005,Rural regions,East,Very Inexpensive,0.06928,50,5338,0.05832,0.08262
276,276,2005,Rural regions,East,Inexpensive,0.19971,170,5338,0.17924,0.21952
277,277,2005,Rural regions,East,Reasonable,0.49673,382,5338,0.46634,0.53237
278,278,2005,Rural regions,East,Slightly Expensive,0.23428,183,5338,0.2059,0.25818
279,279,2006,Urban regions,West,Very Inexpensive,0.05855,210,5763,0.05195,0.06445
280,280,2006,Urban regions,West,Inexpensive,0.2379,830,5763,0.2271,0.24788
281,281,2006,Urban regions,West,Reasonable,0.47783,1690,5763,0.46232,0.49273
282,282,2006,Urban regions,West,Slightly Expensive,0.19361,674,5763,0.18341,0.2031
283,283,2006,Urban regions,West,Too Expensive,0.03211,104,5763,0.02871,0.03623
284,284,2006,Urban regions,East,Very Inexpensive,0.04899,39,5763,0.03917,0.0593
285,285,2006,Urban regions,East,Inexpensive,0.26272,178,5763,0.23609,0.28937
286,286,2006,Urban regions,East,Reasonable,0.44543,317,5763,0.407,0.47785
287,287,2006,Urban regions,East,Slightly Expensive,0.24285,144,5763,0.21904,0.26625
288,288,2006,Rural regions,West,Very Inexpensive,0.08643,68,5763,0.07179,0.10206
289,289,2006,Rural regions,West,Inexpensive,0.28324,199,5763,0.25697,0.3093
290,290,2006,Rural regions,West,Reasonable,0.45874,318,5763,0.426,0.4908
291,291,2006,Rural regions,West,Slightly Expensive,0.1716,122,5763,0.15104,0.19317
292,292,2006,Rural regions,East,Very Inexpensive,0.06123,48,5763,0.04974,0.07455
293,293,2006,Rural regions,East,Inexpensive,0.23519,215,5763,0.21686,0.25755
294,294,2006,Rural regions,East,Reasonable,0.5045,431,5763,0.47447,0.53825
295,295,2006,Rural regions,East,Slightly Expensive,0.19909,176,5763,0.18186,0.21803
296,296,2007,Urban regions,West,Very Inexpensive,0.06567,207,5342,0.05936,0.07143
297,297,2007,Urban regions,West,Inexpensive,0.23138,758,5342,0.21978,0.24325
298,298,2007,Urban regions,West,Reasonable,0.4834,1568,5342,0.46719,0.49733
299,299,2007,Urban regions,West,Slightly Expensive,0.18128,597,5342,0.16988,0.19352
300,300,2007,Urban regions,West,Too Expensive,0.03826,108,5342,0.03412,0.04219
301,301,2007,Urban regions,East,Very Inexpensive,0.06036,37,5342,0.04956,0.07068
302,302,2007,Urban regions,East,Inexpensive,0.2158,150,5342,0.19471,0.2385
303,303,2007,Urban regions,East,Reasonable,0.49091,313,5342,0.44686,0.53988
304,304,2007,Urban regions,East,Slightly Expensive,0.23293,141,5342,0.20787,0.25576
305,305,2007,Rural regions,West,Very Inexpensive,0.09182,64,5342,0.07707,0.10853
306,306,2007,Rural regions,West,Inexpensive,0.26496,177,5342,0.24037,0.28775
307,307,2007,Rural regions,West,Reasonable,0.46443,308,5342,0.43426,0.50267
308,308,2007,Rural regions,West,Slightly Expensive,0.1788,117,5342,0.15788,0.19789
309,309,2007,Rural regions,East,Very Inexpensive,0.05823,50,5342,0.04731,0.06829
310,310,2007,Rural regions,East,Inexpensive,0.24087,197,5342,0.2172,0.26619
311,311,2007,Rural regions,East,Reasonable,0.49633,383,5342,0.46187,0.53041
312,312,2007,Rural regions,East,Slightly Expensive,0.20457,167,5342,0.17737,0.23235
313,313,2008,Urban regions,West,Very Inexpensive,0.06842,197,5011,0.06037,0.07532
314,314,2008,Urban regions,West,Inexpensive,0.23991,727,5011,0.22741,0.25257
315,315,2008,Urban regions,West,Reasonable,0.47948,1437,5011,0.46212,0.49967
316,316,2008,Urban regions,West,Slightly Expensive,0.18591,545,5011,0.17571,0.19574
317,317,2008,Urban regions,West,Too Expensive,0.02628,78,5011,0.02249,0.03143
318,318,2008,Urban regions,East,Very Inexpensive,0.07049,43,5011,0.05756,0.08842
319,319,2008,Urban regions,East,Inexpensive,0.2438,153,5011,0.21517,0.27891
320,320,2008,Urban regions,East,Reasonable,0.45663,307,5011,0.42529,0.49978
321,321,2008,Urban regions,East,Slightly Expensive,0.22909,141,5011,0.20471,0.26411
322,322,2008,Rural regions,West,Very Inexpensive,0.09451,63,5011,0.07721,0.11308
323,323,2008,Rural regions,West,Inexpensive,0.27499,168,5011,0.24621,0.30746
324,324,2008,Rural regions,West,Reasonable,0.42484,269,5011,0.39125,0.46462
